Fiscal year,Status,Enviromental sustainability (marker),Regional program (marker),Trade development (marker),Children issues (marker),ICT as a tool for development (marker),PBA type,Participatory development and good governance,Bilateral aid (international marker),Continent ID,FSTC percent,Project Browser country ID,Climate change adaptation (marker),Maximum CIDA contribution (project-level),Desertification (marker),Untied amount(Project-level budget),CountryRegion ID,Sector ID,Youth issues (marker),IRTC percent,Project number,CIDA business delivery model (old),Indigenous issues (marker),Division name,Branch ID,Branch name,Division ID,Section ID,Section name,Fund centre ID,Fund centre name,CFLI (marker),Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Urban issues (marker),Disability issues (marker)
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SC,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SD,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SD,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SL,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SL,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SN,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SN,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SO,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SO,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,ST,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,ST,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SZ,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,SZ,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TD,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TD,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TG,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TG,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TN,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TN,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TZ,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,TZ,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,UG,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,UG,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,ZA,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,ZA,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,ZM,0,10000000.0,0,10000000.0,2,31110,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,1,0,0,0,Pooled funding,0,1,2,0.0,ZM,0,10000000.0,0,10000000.0,2,31182,0,0.0,A033975001,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,0.7,SS,0,3000000.0,0,3000000.0,SS,15220,0,0.0,A033980001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,0.7,SS,0,3000000.0,0,3000000.0,SS,31110,0,0.0,A033980001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,0.7,SS,0,3000000.0,0,3000000.0,SS,43010,0,0.0,A033980001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,Not PBA,0,1,2,1.0,SD,0,1931440.83,0,1931440.83,SD,11110,0,0.0,A033982001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,1,0,Not PBA,0,1,2,1.0,SD,0,1931440.83,0,1931440.83,SD,11220,0,0.0,A033982001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,VC,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,VC,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,VC,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,AG,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,AG,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,AG,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,AI,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,AI,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,AI,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,BB,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,BB,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,BB,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,CU,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,CU,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,CU,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,DM,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,DM,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,DM,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,DO,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,DO,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,DO,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,GD,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,GD,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,GD,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,HT,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,HT,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,HT,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,JM,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,JM,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,JM,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,KN,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,KN,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,KN,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,LC,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,LC,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,LC,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,MS,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,MS,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,MS,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,TC,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,TC,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,TC,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,TT,0,428434.0,0,428434.0,40,11330,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,TT,0,428434.0,0,428434.0,40,11430,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,1,1,1,0,1,Not PBA,0,1,1,0.95,TT,0,428434.0,0,428434.0,40,25010,1,0.0,A033983PRE,Responsive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4429,Caricom - Adm,4434,Caribbean Region,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,1,1,0,Not PBA,1,1,2,1.0,SD,0,4055810.56,0,4055810.56,SD,11110,1,0.0,A033984001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,1,1,0,Not PBA,1,1,2,1.0,SD,0,4055810.56,0,4055810.56,SD,43040,1,0.0,A033984001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,1,1,0,Not PBA,1,1,2,1.0,SS,0,4055810.56,0,4055810.56,SS,11110,1,0.0,A033984001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,1,1,0,Not PBA,1,1,2,1.0,SS,0,4055810.56,0,4055810.56,SS,43040,1,0.0,A033984001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4232,South Sudan Program,4232,South Sudan,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11110,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11110,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11120,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Operational,0,0,0,1,0,Sectoral budget support,0,1,2,1.0,TZ,0,165539827.0,0,165539827.0,TZ,11120,1,0.0,A033985001,Responsive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4219,Tanzania Program,4224,Tanzania,0,Uncoded: Pre-APP,0,0,0,0
