curated_by,assay_category,src_id,assay_cell_type,assay_strain,description,assay_subcellular_fraction,chembl_id,relationship_type,confidence_score,src_assay_id,cell_id,assay_organism,assay_tax_id,bao_format,tid,variant_id,assay_id,assay_tissue,doc_id,assay_type,assay_test_type,tissue_id
Expert,,1,,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,,CHEMBL620596,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,10623,,3359,,14424,F,,
Autocuration,,1,,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,,CHEMBL620597,H,8,,,,,BAO_0000019,10623,,3360,,14424,F,,
Expert,,1,,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,,CHEMBL620598,H,8,,,,,BAO_0000019,10623,,3361,,14424,F,,
Expert,,1,,,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),,CHEMBL620599,H,8,,,,,BAO_0000218,10623,,3362,,14424,F,,
Autocuration,,1,,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,CHEMBL620600,H,8,,,,,BAO_0000019,10623,,3363,,14424,F,,
Autocuration,,1,,,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,,CHEMBL620601,H,8,,,Rattus norvegicus,10116.0,BAO_0000019,168,,3364,,1980,F,,
Autocuration,,1,,,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,,CHEMBL620602,H,8,,,,,BAO_0000019,168,,3365,,4639,F,,
Autocuration,,1,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor,,CHEMBL620603,H,8,,,,,BAO_0000357,168,,3366,,17358,B,,
Autocuration,,1,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,,CHEMBL620604,H,8,,,,,BAO_0000357,168,,3367,,17358,B,,
Autocuration,,1,,,Compound was tested for 5-hydroxytryptamine 4 binding affinity,,CHEMBL620605,H,8,,,,,BAO_0000357,168,,3368,,17358,B,,
Autocuration,,1,,,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,,CHEMBL620606,H,8,,,,,BAO_0000357,168,,3369,,1558,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,CHEMBL620607,H,8,,,,,BAO_0000019,168,,3370,,17358,F,,
Autocuration,,1,,,In vitro binding affinity towards 5-HT4 receptor was determined,,CHEMBL620608,H,8,,,,,BAO_0000357,168,,3371,,16117,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,CHEMBL620609,H,8,,,,,BAO_0000019,168,,3372,,17358,F,,
Autocuration,,1,,,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,,CHEMBL620610,H,8,,,,,BAO_0000019,168,,3373,,17358,F,,
Autocuration,,1,,,Tested for selectivity for 5-hydroxytryptamine 4 receptor,,CHEMBL620611,H,8,,,,,BAO_0000357,168,,3374,,17358,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,,CHEMBL620612,H,8,,,,,BAO_0000357,168,,3375,,17358,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,,CHEMBL620613,H,8,,,,,BAO_0000357,168,,3376,,17358,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,,CHEMBL620614,H,8,,,,,BAO_0000357,168,,3377,,17358,B,,
Expert,,1,,,Binding affinity against 5-Hydroxytryptamine 4 receptor,,CHEMBL620615,H,8,,,,,BAO_0000357,168,,3378,,1274,B,,
Autocuration,,1,,,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,Brain membranes,CHEMBL857075,H,6,,,,,BAO_0000249,104698,,3379,,10728,B,,
Autocuration,,1,,,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,Brain membranes,CHEMBL620616,H,6,,,,,BAO_0000249,104698,,3380,,11695,B,,
Autocuration,,1,,,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,Brain membranes,CHEMBL619411,H,6,,,,,BAO_0000249,104698,,3381,,11695,B,,
Autocuration,,1,,,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,,CHEMBL619412,H,6,,,,,BAO_0000019,104698,,3382,,12490,B,,
Autocuration,,1,,,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,,CHEMBL619413,D,7,,,Rattus norvegicus,10116.0,BAO_0000019,104698,,3383,,11828,B,,
Autocuration,,1,,,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,,CHEMBL619414,H,6,,,,,BAO_0000221,104698,,3384,Hippocampus,12253,B,,10000000.0
Autocuration,,1,,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,CHEMBL619415,H,6,,,,,BAO_0000019,104698,,3385,,10561,B,,
Autocuration,,1,,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,,CHEMBL619416,H,6,,,,,BAO_0000019,104698,,3386,,10561,B,,
Autocuration,,1,,,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,,CHEMBL619417,H,6,,,,,BAO_0000019,104698,,3387,,14432,F,,
Autocuration,,1,,,Binding affinity against rat 5-hydroxytryptamine 3 receptor,,CHEMBL619418,D,7,,,Rattus norvegicus,10116.0,BAO_0000223,104698,,3388,,12936,B,,
Autocuration,,1,,,Binding affinity against 5-Hydroxytryptamine 3 receptor,,CHEMBL619419,D,7,,,Rattus norvegicus,10116.0,BAO_0000223,104698,,3389,,1274,B,,
Autocuration,,1,,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,,CHEMBL619420,H,6,,,,,BAO_0000019,104698,,3390,,1980,B,,
Autocuration,,1,,,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,,CHEMBL619421,H,6,,,,,BAO_0000249,104698,,3391,,670,B,,
Autocuration,,1,,,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,,CHEMBL619422,D,7,,,Rattus norvegicus,10116.0,BAO_0000019,104698,,3392,,968,B,,
Autocuration,,1,,,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,,CHEMBL619423,H,6,,,,,BAO_0000019,104698,,3393,,14287,B,,
Autocuration,,1,,,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,,CHEMBL875080,H,6,,,,,BAO_0000019,104698,,3394,,567,B,,
Autocuration,,1,,,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,,CHEMBL619424,H,6,,,,,BAO_0000019,104698,,3395,,13267,B,,
Autocuration,,1,,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,,CHEMBL619425,H,6,,,,,BAO_0000249,104698,,3396,,14826,B,,
Autocuration,,1,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,,CHEMBL619426,H,6,,,,,BAO_0000223,104698,,3397,,15194,B,,
Autocuration,,1,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,,CHEMBL619427,H,6,,,,,BAO_0000223,104698,,3398,,15194,B,,
Autocuration,,1,,,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,,CHEMBL619645,D,7,,,Rattus norvegicus,10116.0,BAO_0000223,104698,,3399,,10394,B,,
Expert,,1,,,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",,CHEMBL619646,D,9,,,,,BAO_0000249,10576,,3400,,13657,B,,
Autocuration,,1,,,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,,CHEMBL619647,H,8,,,,,BAO_0000221,12020,,3401,Brain,1879,F,,955.0
Autocuration,,1,,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,,CHEMBL619648,H,8,,,,,BAO_0000019,12020,,3402,,1879,F,,
Autocuration,,1,,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,,CHEMBL619165,H,8,,,,,BAO_0000019,12020,,3403,,1879,F,,
Autocuration,,1,,,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,,CHEMBL620719,H,8,,,,,BAO_0000218,12020,,3404,,204,F,In vivo,
Autocuration,,1,,,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,CHEMBL872924,H,8,,,,,BAO_0000019,12020,,3405,,1879,B,,
Autocuration,,1,,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL620720,H,8,,,,,BAO_0000357,12020,,3406,,1879,B,,
Autocuration,,1,,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,CHEMBL620721,H,8,,,,,BAO_0000019,12020,,3407,,1879,B,,
Autocuration,,1,,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,,CHEMBL620722,H,8,,,,,BAO_0000019,12020,,3408,,1879,B,,
Autocuration,,1,,,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",,CHEMBL620723,H,6,,,,,BAO_0000019,104698,,3409,,10641,B,,
Autocuration,,1,,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,CHEMBL620724,H,8,,,,,BAO_0000019,12020,,3410,,773,B,,
Autocuration,,1,,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,,CHEMBL620725,H,6,,,,,BAO_0000249,104698,,3411,,11952,B,,
Autocuration,,1,,,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,,CHEMBL620726,D,9,,,Rattus norvegicus,10116.0,BAO_0000019,12020,,3412,,14145,F,,
Expert,,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL620727,H,8,,,,,BAO_0000357,144,,3413,,17066,B,,
Autocuration,,1,,,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,,CHEMBL620728,H,4,,,,,BAO_0000223,104714,,3414,,6398,B,,
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,CHEMBL620729,U,0,,,,,BAO_0000019,22226,,3415,,10321,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,,CHEMBL858288,H,4,,,,,BAO_0000019,104714,,3416,,511,F,,
Autocuration,,1,,,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL620730,H,4,,,,,BAO_0000223,104714,,3417,,4639,B,,
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL620731,H,4,,,,,BAO_0000223,104714,,3418,,4639,B,,
Autocuration,,1,,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,,CHEMBL620732,H,4,,,Cavia porcellus,10141.0,BAO_0000019,104714,,3419,,4639,F,,
Autocuration,,1,,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,CHEMBL618042,H,4,,,Cavia porcellus,10141.0,BAO_0000019,104714,,3420,,4639,F,,
Autocuration,,1,,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,,CHEMBL618043,H,4,,,Cavia porcellus,10141.0,BAO_0000019,104714,,3421,,4639,F,,
Autocuration,,1,,,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL618044,H,4,,,,,BAO_0000223,104714,,3422,,1558,B,,
Autocuration,,1,,,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,,CHEMBL618045,H,4,,,,,BAO_0000019,104714,,3423,,268,F,,
Autocuration,,1,,,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,,CHEMBL618046,H,4,,,,,BAO_0000223,104714,,3424,,2474,B,,
Autocuration,,1,,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,,CHEMBL618047,H,4,,,,,BAO_0000019,104714,,3425,,5067,F,,
Autocuration,,1,,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,,CHEMBL875084,H,4,,,,,BAO_0000019,104714,,3426,,5067,F,,
Autocuration,,1,,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,,CHEMBL618048,H,4,,,,,BAO_0000019,104714,,3427,,5067,F,,
Autocuration,,1,,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,,CHEMBL618049,H,4,,,,,BAO_0000223,104714,,3428,,5067,B,,
Autocuration,,1,,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,,CHEMBL619764,H,4,,,,,BAO_0000019,104714,,3429,,5067,F,,
Autocuration,,1,,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,,CHEMBL619765,H,4,,,,,BAO_0000019,104714,,3430,,5067,F,,
Autocuration,,1,,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,,CHEMBL619766,H,4,,,,,BAO_0000019,104714,,3431,,5067,F,,
Autocuration,,1,,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,,CHEMBL619767,H,4,,,,,BAO_0000223,104714,,3432,,5067,B,,
Autocuration,,1,,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,,CHEMBL619768,H,4,,,,,BAO_0000223,104714,,3433,,5067,B,,
Autocuration,,1,,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,,CHEMBL619769,H,4,,,,,BAO_0000019,104714,,3434,,5067,F,,
Autocuration,,1,,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,,CHEMBL619770,H,4,,,,,BAO_0000223,104714,,3435,,5067,B,,
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL619771,H,4,,,,,BAO_0000223,104714,,3436,,5067,B,,
Autocuration,,1,,,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,,CHEMBL619772,H,4,,,,,BAO_0000219,104714,,3437,,14331,B,,
Autocuration,,1,,,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,,CHEMBL619773,H,4,,,,,BAO_0000223,104714,,3438,,5067,B,,
Autocuration,,1,NG108-15,,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,,CHEMBL619774,H,4,,433.0,,,BAO_0000219,104714,,3439,,6179,B,,
Autocuration,,1,,,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,,CHEMBL875083,H,4,,,,,BAO_0000019,104714,,3440,,4265,B,,
Autocuration,,1,NG108-15,,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,,CHEMBL620718,H,4,,433.0,,,BAO_0000219,104714,,3441,,4265,B,,
Autocuration,,1,,,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,CHEMBL618127,H,4,,,,,BAO_0000223,104714,,3442,,17358,B,,
Autocuration,,1,,,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,,CHEMBL618128,H,4,,,,,BAO_0000223,104714,,3443,,17358,B,,
Autocuration,,1,,,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,,CHEMBL618129,H,4,,,,,BAO_0000219,104714,,3444,,13628,B,In vitro,
Autocuration,,1,,,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,CHEMBL618130,H,4,,,,,BAO_0000223,104714,,3445,,4612,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,,CHEMBL618131,H,4,,,,,BAO_0000019,104714,,3446,,17358,F,,
Autocuration,,1,,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,,CHEMBL618132,H,4,,,Cavia porcellus,10141.0,BAO_0000019,104714,,3447,,4639,F,,
Autocuration,,1,,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,,CHEMBL618133,H,4,,,Cavia porcellus,10141.0,BAO_0000019,104714,,3448,,4639,F,,
Autocuration,,1,,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,,CHEMBL618134,H,4,,,Cavia porcellus,10141.0,BAO_0000019,104714,,3449,,4639,F,,
Autocuration,,1,,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,CHEMBL618135,H,4,,,Cavia porcellus,10141.0,BAO_0000019,104714,,3450,,4639,F,,
Autocuration,,1,,,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,,CHEMBL618136,H,4,,,,,BAO_0000223,104714,,3451,,511,B,,
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL618137,H,4,,,,,BAO_0000223,104714,,3452,,1479,B,,
Autocuration,,1,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,,CHEMBL618138,H,4,,,,,BAO_0000223,104714,,3453,,1317,B,,
Autocuration,,1,,,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,,CHEMBL618139,H,4,,,,,BAO_0000223,104714,,3454,,12146,B,,
Autocuration,,1,,,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,,CHEMBL618140,H,4,,,,,BAO_0000223,104714,,3455,,12146,B,,
Autocuration,,1,,,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,,CHEMBL618141,H,4,,,,,BAO_0000223,104714,,3456,,13969,B,,
Expert,,1,,,Binding affinity for 5-hydroxytryptamine 2C receptor,,CHEMBL873478,H,8,,,,,BAO_0000357,108,,3457,,13392,B,,
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL618142,H,6,,,,,BAO_0000223,104698,,3458,,13392,B,,
Autocuration,,1,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 3 receptor,,CHEMBL618143,H,8,,,,,BAO_0000357,144,,3459,,14159,B,,
Autocuration,,1,,,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL618144,H,8,,,,,BAO_0000357,144,,3460,,1558,B,,
Autocuration,,1,,,Inhibition of GR-65630 binding to 5-hydroxytryptamine 3 receptor,,CHEMBL618145,H,8,,,,,BAO_0000357,144,,3461,,16655,B,,
Autocuration,,1,,,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,CHEMBL618146,H,4,,,,,BAO_0000223,104714,,3462,,13020,B,,
Autocuration,,1,,,Inhibition of [3H]-BRL 43 694 binding to 5-hydroxytryptamine 3 receptor of central nervous system,,CHEMBL618147,H,4,,,,,BAO_0000223,104714,,3463,,13021,B,,
Autocuration,,1,,,Inhibition of [3H]- BRL 43 694 binding to 5-hydroxytryptamine 3 receptor at 10e-5 M,,CHEMBL618148,H,4,,,,,BAO_0000223,104714,,3464,,13020,B,,
Autocuration,,1,,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,CHEMBL618149,H,8,,,,,BAO_0000019,144,,3465,,10321,B,,
Autocuration,,1,,,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL872927,H,8,,,,,BAO_0000357,144,,3466,,15818,B,,
Autocuration,,1,,,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 3 receptor,,CHEMBL618150,H,8,,,,,BAO_0000357,144,,3467,,15818,B,,
Autocuration,,1,,,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,CHEMBL618151,H,8,,,,,BAO_0000357,144,,3468,,17358,B,,
Autocuration,,1,,,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,,CHEMBL875094,H,8,,,,,BAO_0000357,144,,3469,,2222,B,,
Autocuration,,1,,,In vitro binding affinity for the 5-hydroxytryptamine 3 receptor was determined with NG-108-15 mouse neuroblastoma-glioma cells,,CHEMBL618152,H,8,,,,,BAO_0000019,144,,3470,,10322,B,,
Autocuration,,1,,,In vitro binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,CHEMBL618153,H,8,,,,,BAO_0000357,144,,3471,,16117,B,,
Autocuration,,1,,,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,,CHEMBL618888,H,8,,,,,BAO_0000357,144,,3472,,17200,B,,
Autocuration,,1,,,Tested for 5-hydroxytryptamine 3 receptor agonist activity,,CHEMBL618889,H,8,,,,,BAO_0000019,144,,3473,,17358,F,,
Autocuration,,1,,,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,,CHEMBL618890,H,8,,,,,BAO_0000357,144,,3474,,16700,B,,
Autocuration,,1,,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,,CHEMBL618891,H,8,,,,,BAO_0000019,144,,3475,,1980,B,,
Autocuration,,1,,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,,CHEMBL619054,H,8,,,,,BAO_0000019,144,,3476,,1980,B,,
Autocuration,,1,,,Binding affinity against the 5-hydroxytryptamine 3 receptor,,CHEMBL619055,H,4,,,,,BAO_0000223,104714,,3477,,12409,B,,
Autocuration,,1,,,Binding affinity against human 5-hydroxytryptamine 3A receptor,,CHEMBL619056,H,8,,,,,BAO_0000357,144,,3478,,4365,B,,
Autocuration,,1,,,Percent efficacy against 5-hydroxytryptamine 3A receptor,,CHEMBL619057,H,8,,,,,BAO_0000019,144,,3479,,4365,F,,
Autocuration,,1,,,Binding affinity against human 5-hydroxytryptamine 3A receptor,,CHEMBL619058,H,8,,,,,BAO_0000357,144,,3480,,4365,B,,
Expert,,1,Oocytes,,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,,CHEMBL619059,D,9,,,Rattus norvegicus,10116.0,BAO_0000219,12020,,3481,,6769,F,,
Expert,,1,Oocytes,,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,,CHEMBL619060,D,9,,,Rattus norvegicus,10116.0,BAO_0000219,12020,,3482,,6769,F,,
Expert,,1,Oocytes,,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,,CHEMBL875095,D,9,,,Rattus norvegicus,10116.0,BAO_0000219,12020,,3483,,6769,F,,
Intermediate,,1,,,5-hydroxytryptamine 4 receptor agonist activity as percent maximum 5-HT effect in response to electrical stimulation in male guinea pig ileum,,CHEMBL619061,D,9,,,Cavia porcellus,10141.0,BAO_0000221,20033,,3484,Ileum,809,F,,2116.0
Intermediate,,1,,,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum,,CHEMBL619062,D,9,,,Cavia porcellus,10141.0,BAO_0000221,20033,,3485,Ileum,809,F,,2116.0
Intermediate,,1,,,5-hydroxytryptamine 4 receptor agonist activity is expressed as percent of the maximum 5-HT response,,CHEMBL619063,D,9,,,Cavia porcellus,10141.0,BAO_0000019,20033,,3486,,14290,F,,
Intermediate,,1,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in electrically stimulated longitudinal muscle preparation of guinea pig ileum,,CHEMBL619064,D,9,,,Cavia porcellus,10141.0,BAO_0000221,20033,,3487,Ileum,17358,B,,2116.0
Intermediate,,1,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in guinea pig distal colon preparation,,CHEMBL619065,D,9,,,Cavia porcellus,10141.0,BAO_0000357,20033,,3488,,17358,B,,
Intermediate,,1,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in isolated guinea pig ileum longitudinal muscle preparation,,CHEMBL619066,D,9,,,Cavia porcellus,10141.0,BAO_0000221,20033,,3489,Ileum,17358,B,,2116.0
Autocuration,,1,,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,,CHEMBL619775,H,8,,,,,BAO_0000221,10209,,3490,Ileum,17386,B,,2116.0
Autocuration,,1,,,Affinity against 5-hydroxytryptamine 7 receptor,,CHEMBL619776,H,8,,,,,BAO_0000357,10209,,3491,,3269,B,,
Autocuration,,1,,,Ability to displace [3H]5-HT binding from 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,,CHEMBL619777,H,4,,,Cavia porcellus,10141.0,BAO_0000224,104841,,3492,,7721,B,,
Autocuration,,1,,,Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,,CHEMBL619778,H,4,,,Cavia porcellus,10141.0,BAO_0000224,104841,,3493,,7721,B,,
Autocuration,,1,,,Evaluated for inhibition of 5-hydroxytryptamine receptor on guinea pig ileum at 10 uM; No effect,,CHEMBL619779,H,4,,,Cavia porcellus,10141.0,BAO_0000221,104841,,3494,Ileum,9117,B,,2116.0
Autocuration,,1,,,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand, activity is expressed as Kd.",,CHEMBL619780,H,4,,,Cavia porcellus,10141.0,BAO_0000224,104841,,3495,,7721,B,,
