FiYe,SeN,IndiIs,ChiIs,CounRegPe,FuCenN,ProgProc,TrDev,Biodi,SecN,Sta,OrganiID,FCeID,UntAmoPrBud,BraID,CouRegID,YouIss,GenEqu,OrgS,CouRegN,FSTCPe,OrganiNa,OrganTy,BrNa,ClimChaMiti,Deserti,PartiDeveAGoGove,UrbIss,DisIss,ICTAAToFoDevelo,KnowlFoDev,OrganCl,ContiID,ContN,ProBrCounID,SecID,SePerc,AmoSp
2009/2010,Small and medium-sized enterprises (SME) development,0,0,0.059000000000000004,Sustainable Economic Growth,Uncoded: Pre-APP,0,0,Sustainable Economic Growth,Closed,1001474,6160,50005.0,B6100,PE,0,0,SPECIALIZED INSTITUTE,Peru,0.0,TFO Canada,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,1,America,PE,32130,0.25,737.57375
2009/2010,Promotion of development awareness,0,0,0.059000000000000004,Sustainable Economic Growth,Uncoded: Pre-APP,0,0,Sustainable Economic Growth,Closed,1001474,6160,50005.0,B6100,PE,0,0,SPECIALIZED INSTITUTE,Peru,0.0,TFO Canada,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,1,America,PE,99820,0.5,1475.1475
2009/2010,Business support services and institutions,0,0,0.17,Sustainable Economic Growth,Uncoded: Pre-APP,0,0,Sustainable Economic Growth,Closed,1001474,6160,50005.0,B6100,ZM,0,0,SPECIALIZED INSTITUTE,Zambia,0.0,TFO Canada,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,ZM,25010,0.25,2125.2125
2009/2010,Small and medium-sized enterprises (SME) development,0,0,0.17,Sustainable Economic Growth,Uncoded: Pre-APP,0,0,Sustainable Economic Growth,Closed,1001474,6160,50005.0,B6100,ZM,0,0,SPECIALIZED INSTITUTE,Zambia,0.0,TFO Canada,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,ZM,32130,0.25,2125.2125
2009/2010,Promotion of development awareness,0,0,0.17,Sustainable Economic Growth,Uncoded: Pre-APP,0,0,Sustainable Economic Growth,Closed,1001474,6160,50005.0,B6100,ZM,0,0,SPECIALIZED INSTITUTE,Zambia,0.0,TFO Canada,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,ZM,99820,0.5,4250.425
2009/2010,Higher education,0,0,1.0,Education,Uncoded: Pre-APP,1,0,Education,Closed,1000861,6108,3000000.0,B6100,GH,0,0,UNIVERSITY,Ghana,1.0,University of Guelph Revenue Control,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,GH,11420,0.2,83458.4
2009/2010,Basic nutrition,0,0,1.0,Education,Uncoded: Pre-APP,1,0,Education,Closed,1000861,6108,3000000.0,B6100,GH,0,0,UNIVERSITY,Ghana,1.0,University of Guelph Revenue Control,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,GH,12240,0.1,41729.2
2009/2010,Agricultural land resources,0,0,1.0,Education,Uncoded: Pre-APP,1,0,Education,Closed,1000861,6108,3000000.0,B6100,GH,0,0,UNIVERSITY,Ghana,1.0,University of Guelph Revenue Control,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,GH,31130,0.25,104323.0
2009/2010,Forestry development,0,0,1.0,Education,Uncoded: Pre-APP,1,0,Education,Closed,1000861,6108,3000000.0,B6100,GH,0,0,UNIVERSITY,Ghana,1.0,University of Guelph Revenue Control,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,GH,31220,0.2,83458.4
2009/2010,Environmental policy and administrative management,0,0,1.0,Education,Uncoded: Pre-APP,1,0,Education,Closed,1000861,6108,3000000.0,B6100,GH,0,0,UNIVERSITY,Ghana,1.0,University of Guelph Revenue Control,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,0,0,0,0,0,Civil Society,2,Africa,GH,41010,0.25,104323.0
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MW,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MW,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MW,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MW,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MW,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MZ,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MZ,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MZ,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MZ,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,MZ,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZM,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZM,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZM,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZM,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZM,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZW,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZW,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZW,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZW,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,110,0,2,UNIVERSITY,Eastern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZW,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,BW,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,BW,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,BW,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,BW,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,BW,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,LS,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,LS,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,LS,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,LS,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,LS,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,SZ,11420,0.4,23590.4
2009/2010,Advanced technical and managerial training,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,SZ,11430,0.3,17692.8
2009/2010,Social mitigation of HIV/AIDS,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,SZ,16064,0.1,5897.6
2009/2010,Urban development and management,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,SZ,43030,0.1,5897.6
2009/2010,Food aid/food security programs,0,0,0.1,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,SZ,52010,0.1,5897.6
2009/2010,Higher education,0,0,0.2,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZA,11420,0.4,47180.8
2009/2010,Advanced technical and managerial training,0,0,0.2,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZA,11430,0.3,35385.6
2009/2010,Social mitigation of HIV/AIDS,0,0,0.2,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZA,16064,0.1,11795.2
2009/2010,Urban development and management,0,0,0.2,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZA,43030,0.1,11795.2
2009/2010,Food aid/food security programs,0,0,0.2,Education,Uncoded: Pre-APP,0,0,Education,Closed,1001249,6108,2640310.19,B6100,120,0,2,UNIVERSITY,Southern Africa,0.9,Queen's University,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,1,0,0,0,Civil Society,2,Africa,ZA,52010,0.1,11795.2
2009/2010,Primary education,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,11220,0.01,615.0
2009/2010,Vocational training,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,11330,0.01,615.0
2009/2010,Advanced technical and managerial training,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,11430,0.015,922.5
2009/2010,Health policy and administrative management,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,12110,0.02,1230.0
2009/2010,Health personnel development,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,12281,0.02,1230.0
2009/2010,STD control including HIV/AIDS,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,13040,0.021,1291.5
2009/2010,Basic drinking water supply,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,14031,0.0235,1445.25
2009/2010,Basic sanitation,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,14032,0.0235,1445.25
2009/2010,Public sector policy and administrative management,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,15110,0.1,6150.0
2009/2010,Legal and judicial development,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,15130,0.05,3075.0
2009/2010,Democratic participation and civil society,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,15150,0.1,6150.0
2009/2010,Media and free flow of information,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,15153,0.1,6150.0
2009/2010,Human rights,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,15160,0.1,6150.0
2009/2010,Employment policy and administrative management,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,16020,0.02,1230.0
2009/2010,Multi-sector aid for basic social services,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,16050,0.017,1045.5
2009/2010,Cottage industries and handicrafts,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,32140,0.01,615.0
2009/2010,Agro-industries,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,32161,0.012,738.0
2009/2010,Trade policy and administrative management,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,33110,0.1,6150.0
2009/2010,Trade facilitation,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,33120,0.05,3075.0
2009/2010,Multilateral trade negotiations,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,33140,0.128,7872.0
2009/2010,Trade education/training,0,0,0.01,Governance & Human Rights,Uncoded: Pre-APP,0,0,Governance & Human Rights,Closed,1000715,6218,42367000.0,B6100,AF,0,2,NGO,Afghanistan,1.0,Canadian Catholic Organization for Development and Peace,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,0,0,1,0,0,0,0,Civil Society,3,Asia,AF,33181,0.03,1845.0
