Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,TZ,Closed,287673.141,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,TZ,Closed,826.6895,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,COOPERANT,TZ,Closed,50395.7755,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,TZ,Closed,164384.652,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,TZ,Closed,472.394,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,COOPERANT,TZ,Closed,28797.586,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,TZ,Closed,82192.326,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,TZ,Closed,236.197,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Tanzania Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,COOPERANT,TZ,Closed,14398.793,2,A033222001,4990924.31,B4200,D4270,WED Southern & Eastern Africa,S4219,4224,Tanzania,4990924.31,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,HN,Operational,103805.63699999999,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Canadian Profit Making,NGM Americas,COOPERANT,HN,Operational,19834.02,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Uncoded,NGM Americas,Unknown,HN,Operational,277.8495,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,HN,Operational,207611.27399999998,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Canadian Profit Making,NGM Americas,COOPERANT,HN,Operational,39668.04,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Uncoded,NGM Americas,Unknown,HN,Operational,555.6990000000001,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,HN,Operational,380620.669,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Canadian Profit Making,NGM Americas,COOPERANT,HN,Operational,72724.74,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Central Americas Section,0.15,0,Uncoded,NGM Americas,Unknown,HN,Operational,1018.7815,1,A033234001,8796000.0,B4400,D4400,NDD Americas Programming,S4403,4408,Honduras,6606000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,153649.1375,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,-361.545,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,153649.1375,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,-361.545,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,76824.56875,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,-180.7725,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,76824.56875,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,-180.7725,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,153649.1375,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,-361.545,2,A033236001,3258531.52,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3258531.52,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,575226.25,2,A033237001,2906787.24,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,2906787.24,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,SPECIALIZED INSTITUTE,NE,Terminating,1831.41,2,A033237001,2906787.24,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,2906787.24,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,COOPERANT,NE,Terminating,84394.97,2,A033237001,2906787.24,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,2906787.24,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,2361.97,2,A033237001,2906787.24,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,2906787.24,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,AR,Closed,15988.0464,1,A033239004,99925.29,B4400,D4400,NDD Americas Programming,S4413,4415,Argentina,99925.29,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,AR,Closed,5995.5174,1,A033239004,99925.29,B4400,D4400,NDD Americas Programming,S4413,4415,Argentina,99925.29,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,AR,Closed,5995.5174,1,A033239004,99925.29,B4400,D4400,NDD Americas Programming,S4413,4415,Argentina,99925.29,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,AR,Closed,9992.529,1,A033239004,99925.29,B4400,D4400,NDD Americas Programming,S4413,4415,Argentina,99925.29,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,AR,Closed,5995.5174,1,A033239004,99925.29,B4400,D4400,NDD Americas Programming,S4413,4415,Argentina,99925.29,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,AR,Closed,55958.1624,1,A033239004,99925.29,B4400,D4400,NDD Americas Programming,S4413,4415,Argentina,99925.29,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,CL,Closed,10000.0,1,A033240004,100000.0,B4400,D4400,NDD Americas Programming,S4413,4419,Chile,100000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,CL,Closed,12000.0,1,A033240004,100000.0,B4400,D4400,NDD Americas Programming,S4413,4419,Chile,100000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,CL,Closed,3000.0,1,A033240004,100000.0,B4400,D4400,NDD Americas Programming,S4413,4419,Chile,100000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,CL,Closed,75000.0,1,A033240004,100000.0,B4400,D4400,NDD Americas Programming,S4413,4419,Chile,100000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,PY,Closed,2404.5846,1,A033241004,120229.23,B4400,D4400,NDD Americas Programming,S4413,4423,Paraguay,120229.23,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,PY,Closed,19236.6768,1,A033241004,120229.23,B4400,D4400,NDD Americas Programming,S4413,4423,Paraguay,120229.23,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,PY,Closed,18034.3845,1,A033241004,120229.23,B4400,D4400,NDD Americas Programming,S4413,4423,Paraguay,120229.23,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,PY,Closed,80553.5841,1,A033241004,120229.23,B4400,D4400,NDD Americas Programming,S4413,4423,Paraguay,120229.23,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,UY,Closed,16799.188000000002,1,A033242004,119994.2,B4400,D4400,NDD Americas Programming,S4413,4425,Uruguay,119994.2,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,UY,Closed,17999.13,1,A033242004,119994.2,B4400,D4400,NDD Americas Programming,S4413,4425,Uruguay,119994.2,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,UY,Closed,2399.884,1,A033242004,119994.2,B4400,D4400,NDD Americas Programming,S4413,4425,Uruguay,119994.2,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,UY,Closed,8399.594000000001,1,A033242004,119994.2,B4400,D4400,NDD Americas Programming,S4413,4425,Uruguay,119994.2,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,UY,Closed,74396.40400000001,1,A033242004,119994.2,B4400,D4400,NDD Americas Programming,S4413,4425,Uruguay,119994.2,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,BR,Closed,150000.0,1,A033244004,300000.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,300000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,BR,Closed,9000.0,1,A033244004,300000.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,300000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,BR,Closed,51000.0,1,A033244004,300000.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,300000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,BR,Closed,6000.0,1,A033244004,300000.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,300000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,BR,Closed,6000.0,1,A033244004,300000.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,300000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,BR,Closed,33000.0,1,A033244004,300000.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,300000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,BR,Closed,45000.0,1,A033244004,300000.0,B4400,D4400,NDD Americas Programming,S4413,4418,Brazil,300000.0,0.0,1,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,268519.59,2,A033246001,3027558.62,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3027558.62,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,11824.47,2,A033246001,3027558.62,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3027558.62,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,134259.795,2,A033246001,3027558.62,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3027558.62,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,5912.235,2,A033246001,3027558.62,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3027558.62,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,NE,Terminating,134259.795,2,A033246001,3027558.62,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3027558.62,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Uncoded,WGM Sub-Saharan Africa,Unknown,NE,Terminating,5912.235,2,A033246001,3027558.62,B4200,D4207,WWD West & Central Africa,S4249,4213,Niger,3027558.62,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,148.95,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,74.475,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,99.3,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,124.125,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,49.65,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,150.075,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,75.0375,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,100.05,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,125.0625,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,50.025,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,150.075,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,75.0375,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,100.05,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,125.0625,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,50.025,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,150.075,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,75.0375,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,100.05,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,125.0625,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,50.025,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,150.075,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,75.0375,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,100.05,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,1,Not PBA,Caricom - Adm,0.0,0,Canadian Non-Profit Making,NGM Americas,FEDERAL,40,Closed,125.0625,1,A033256PRE,389705.75,B4400,D4400,NDD Americas Programming,S4429,4434,Caribbean Region,389705.75,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,1,0
