rental_duration,language,film_id,replacement_cost,rating,description,rental_rate,release_year,original_language_id,title,length
7,English,368,20.99,R,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,2.99,2006,,GONE TROUBLE,84
4,English,369,22.99,PG,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,4.99,2006,,GOODFELLAS SALUTE,56
4,English,370,26.99,R,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,2.99,2006,,GORGEOUS BINGO,108
5,English,371,17.99,G,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,4.99,2006,,GOSFORD DONNIE,129
5,English,372,26.99,R,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,4.99,2006,,GRACELAND DYNAMITE,140
7,English,373,14.99,G,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,2.99,2006,,GRADUATE LORD,156
3,English,374,29.99,PG,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,0.99,2006,,GRAFFITI LOVE,117
4,English,375,17.99,NC-17,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,2.99,2006,,GRAIL FRANKENSTEIN,85
4,English,376,20.99,G,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,0.99,2006,,GRAPES FURY,155
7,English,377,20.99,G,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,0.99,2006,,GREASE YOUTH,135
5,English,378,24.99,NC-17,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,2.99,2006,,GREATEST NORTH,93
7,English,379,14.99,R,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,0.99,2006,,GREEDY ROOTS,166
7,English,380,11.99,PG,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,2.99,2006,,GREEK EVERYONE,176
7,English,381,25.99,R,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,4.99,2006,,GRINCH MASSAGE,150
3,English,382,21.99,PG,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,0.99,2006,,GRIT CLOCKWORK,137
6,English,383,13.99,NC-17,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,0.99,2006,,GROOVE FICTION,111
5,English,384,19.99,R,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,4.99,2006,,GROSSE WONDERFUL,49
6,English,385,26.99,PG-13,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,4.99,2006,,GROUNDHOG UNCUT,139
3,English,386,12.99,NC-17,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,4.99,2006,,GUMP DATE,53
7,English,387,27.99,G,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,0.99,2006,,GUN BONNIE,100
5,English,388,16.99,NC-17,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,0.99,2006,,GUNFIGHT MOON,70
3,English,389,9.99,PG-13,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,2.99,2006,,GUNFIGHTER MUSSOLINI,127
4,English,390,20.99,R,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,4.99,2006,,GUYS FALCON,84
6,English,391,25.99,PG-13,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,2.99,2006,,HALF OUTFIELD,146
5,English,392,13.99,NC-17,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,4.99,2006,,HALL CASSIDY,51
6,English,393,19.99,PG-13,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,2.99,2006,,HALLOWEEN NUTS,47
7,English,394,21.99,R,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,2.99,2006,,HAMLET WISDOM,146
4,English,395,28.99,R,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,0.99,2006,,HANDICAP BOONDOCK,108
5,English,396,18.99,G,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,4.99,2006,,HANGING DEEP,62
5,English,397,26.99,NC-17,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,2.99,2006,,HANKY OCTOBER,107
5,English,398,21.99,NC-17,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,4.99,2006,,HANOVER GALAXY,47
6,English,399,23.99,G,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,2.99,2006,,HAPPINESS UNITED,100
7,English,400,15.99,R,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,2.99,2006,,HARDLY ROBBERS,72
6,English,401,10.99,NC-17,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,0.99,2006,,HAROLD FRENCH,168
3,English,402,15.99,G,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,0.99,2006,,HARPER DYING,52
5,English,403,18.99,PG-13,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,4.99,2006,,HARRY IDAHO,121
4,English,404,26.99,PG,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,0.99,2006,,HATE HANDICAP,107
6,English,405,13.99,NC-17,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,4.99,2006,,HAUNTED ANTITRUST,76
5,English,406,22.99,R,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,0.99,2006,,HAUNTING PIANIST,181
5,English,407,12.99,PG-13,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,0.99,2006,,HAWK CHILL,47
4,English,408,28.99,R,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,4.99,2006,,HEAD STRANGER,69
3,English,409,9.99,G,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,4.99,2006,,HEARTBREAKERS BRIGHT,59
7,English,410,19.99,PG,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,2.99,2006,,HEAVEN FREEDOM,48
5,English,411,13.99,NC-17,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,4.99,2006,,HEAVENLY GUN,49
6,English,412,25.99,G,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,4.99,2006,,HEAVYWEIGHTS BEAST,102
7,English,413,16.99,NC-17,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,2.99,2006,,HEDWIG ALTER,169
3,English,414,23.99,PG,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,2.99,2006,,HELLFIGHTERS SIERRA,75
3,English,415,23.99,R,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,2.99,2006,,HIGH ENCINO,84
6,English,416,10.99,R,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,0.99,2006,,HIGHBALL POTTER,110
5,English,417,29.99,G,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,0.99,2006,,HILLS NEIGHBORS,93
5,English,418,27.99,PG-13,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,0.99,2006,,HOBBIT ALIEN,157
4,English,419,19.99,G,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,2.99,2006,,HOCUS FRIDA,141
7,English,420,27.99,PG,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,4.99,2006,,HOLES BRANNIGAN,128
7,English,421,10.99,PG-13,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,4.99,2006,,HOLIDAY GAMES,78
7,English,422,25.99,NC-17,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,4.99,2006,,HOLLOW JEOPARDY,136
7,English,423,29.99,PG,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,0.99,2006,,HOLLYWOOD ANONYMOUS,69
6,English,424,12.99,R,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,0.99,2006,,HOLOCAUST HIGHBALL,149
6,English,425,20.99,R,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,0.99,2006,,HOLY TADPOLE,88
7,English,426,15.99,R,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,4.99,2006,,HOME PITY,185
5,English,427,19.99,R,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,0.99,2006,,HOMEWARD CIDER,103
6,English,428,21.99,PG-13,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2.99,2006,,HOMICIDE PEACH,141
3,English,429,29.99,R,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,0.99,2006,,HONEY TIES,84
7,English,430,23.99,G,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,0.99,2006,,HOOK CHARIOTS,49
3,English,431,12.99,G,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,2.99,2006,,HOOSIERS BIRDCAGE,176
4,English,432,22.99,NC-17,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,2.99,2006,,HOPE TOOTSIE,139
4,English,433,23.99,PG,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,2.99,2006,,HORN WORKING,95
3,English,434,25.99,R,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,0.99,2006,,HORROR REIGN,139
6,English,435,28.99,PG-13,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,4.99,2006,,HOTEL HAPPINESS,181
4,English,436,14.99,NC-17,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,0.99,2006,,HOURS RAGE,122
7,English,437,13.99,R,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,2.99,2006,,HOUSE DYNAMITE,109
3,English,438,22.99,NC-17,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,2.99,2006,,HUMAN GRAFFITI,68
4,English,439,28.99,PG-13,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,4.99,2006,,HUNCHBACK IMPOSSIBLE,151
6,English,440,21.99,G,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,0.99,2006,,HUNGER ROOF,105
5,English,441,21.99,PG-13,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,2.99,2006,,HUNTER ALTER,125
6,English,442,24.99,NC-17,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,2.99,2006,,HUNTING MUSKETEERS,65
6,English,443,11.99,PG,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,2.99,2006,,HURRICANE AFFAIR,49
3,English,444,22.99,NC-17,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,4.99,2006,,HUSTLER PARTY,83
5,English,445,11.99,G,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,2.99,2006,,HYDE DOCTOR,100
5,English,446,19.99,PG,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,4.99,2006,,HYSTERICAL GRAIL,150
5,English,447,28.99,R,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,2.99,2006,,ICE CROSSING,131
3,English,448,25.99,PG-13,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,2.99,2006,,IDAHO LOVE,172
4,English,449,12.99,PG-13,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2.99,2006,,IDENTITY LOVER,119
5,English,450,29.99,NC-17,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,2.99,2006,,IDOLS SNATCHERS,84
7,English,451,12.99,NC-17,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,4.99,2006,,IGBY MAKER,160
4,English,452,15.99,R,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,0.99,2006,,ILLUSION AMELIE,122
3,English,453,17.99,PG-13,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,2.99,2006,,IMAGE PRINCESS,178
6,English,454,20.99,PG-13,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,0.99,2006,,IMPACT ALADDIN,180
7,English,455,11.99,NC-17,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,4.99,2006,,IMPOSSIBLE PREJUDICE,103
6,English,456,18.99,NC-17,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,4.99,2006,,INCH JET,167
5,English,457,21.99,NC-17,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,0.99,2006,,INDEPENDENCE HOTEL,157
4,English,458,26.99,NC-17,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,0.99,2006,,INDIAN LOVE,135
4,English,459,23.99,NC-17,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,4.99,2006,,INFORMER DOUBLE,74
3,English,460,26.99,PG-13,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,4.99,2006,,INNOCENT USUAL,178
3,English,461,14.99,NC-17,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,0.99,2006,,INSECTS STONE,123
5,English,462,17.99,NC-17,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,2.99,2006,,INSIDER ARIZONA,78
4,English,463,21.99,PG,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,2.99,2006,,INSTINCT AIRPORT,116
3,English,464,13.99,PG-13,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,2.99,2006,,INTENTIONS EMPIRE,107
4,English,465,17.99,R,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,4.99,2006,,INTERVIEW LIAISONS,59
6,English,466,20.99,PG-13,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,4.99,2006,,INTOLERABLE INTENTIONS,63
6,English,467,10.99,G,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,0.99,2006,,INTRIGUE WORST,181
5,English,468,12.99,PG,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,2.99,2006,,INVASION CYCLONE,97
7,English,469,27.99,PG,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,4.99,2006,,IRON MOON,46
4,English,470,24.99,R,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,4.99,2006,,ISHTAR ROCKETEER,79
7,English,471,23.99,NC-17,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,2.99,2006,,ISLAND EXORCIST,84
3,English,472,24.99,G,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,4.99,2006,,ITALIAN AFRICAN,174
5,English,473,16.99,PG-13,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,2.99,2006,,JACKET FRISCO,181
6,English,474,21.99,NC-17,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,2.99,2006,,JADE BUNCH,174
6,English,475,29.99,G,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,0.99,2006,,JAPANESE RUN,135
5,English,476,9.99,NC-17,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2.99,2006,,JASON TRAP,130
5,English,477,15.99,PG,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,0.99,2006,,JAWBREAKER BROOKLYN,118
4,English,478,10.99,G,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,2.99,2006,,JAWS HARRY,112
7,English,479,12.99,PG,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,0.99,2006,,JEDI BENEATH,128
3,English,480,29.99,R,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,2.99,2006,,JEEPERS WEDDING,84
4,English,481,22.99,PG,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,2.99,2006,,JEKYLL FROGMEN,58
3,English,482,12.99,R,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,0.99,2006,,JEOPARDY ENCINO,102
3,English,483,29.99,NC-17,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,2.99,2006,,JERICHO MULAN,171
3,English,484,13.99,NC-17,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,2.99,2006,,JERK PAYCHECK,172
6,English,485,16.99,PG,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,4.99,2006,,JERSEY SASSY,60
7,English,486,14.99,R,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,4.99,2006,,JET NEIGHBORS,59
6,English,487,29.99,PG-13,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,4.99,2006,,JINGLE SAGEBRUSH,124
3,English,488,23.99,NC-17,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,0.99,2006,,JOON NORTHWEST,105
4,English,489,14.99,PG-13,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,0.99,2006,,JUGGLER HARDLY,54
4,English,490,13.99,G,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,2.99,2006,,JUMANJI BLADE,121
4,English,491,18.99,NC-17,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,0.99,2006,,JUMPING WRATH,74
6,English,492,11.99,NC-17,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,0.99,2006,,JUNGLE CLOSER,134
5,English,493,18.99,R,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,0.99,2006,,KANE EXORCIST,92
4,English,494,21.99,PG-13,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,0.99,2006,,KARATE MOON,120
5,English,495,10.99,PG,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,2.99,2006,,KENTUCKIAN GIANT,169
3,English,496,10.99,PG-13,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,0.99,2006,,KICK SAVANNAH,179
4,English,497,15.99,G,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,0.99,2006,,KILL BROTHERHOOD,54
7,English,498,11.99,R,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,2.99,2006,,KILLER INNOCENT,161
3,English,499,24.99,NC-17,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,4.99,2006,,KING EVOLUTION,184
5,English,500,11.99,PG-13,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,4.99,2006,,KISS GLORY,163
3,English,501,9.99,R,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,4.99,2006,,KISSING DOLLS,141
4,English,502,21.99,PG-13,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,2.99,2006,,KNOCK WARLOCK,71
3,English,503,24.99,R,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,2.99,2006,,KRAMER CHOCOLATE,171
5,English,504,25.99,PG-13,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,0.99,2006,,KWAI HOMEWARD,46
6,English,505,24.99,PG-13,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,2.99,2006,,LABYRINTH LEAGUE,46
4,English,506,14.99,PG,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,4.99,2006,,LADY STAGE,67
4,English,507,13.99,NC-17,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,0.99,2006,,LADYBUGS ARMAGEDDON,113
6,English,508,18.99,PG-13,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,4.99,2006,,LAMBS CINCINATTI,144
5,English,509,26.99,NC-17,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,0.99,2006,,LANGUAGE COWBOY,78
6,English,510,29.99,G,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,4.99,2006,,LAWLESS VISION,181
7,English,511,23.99,NC-17,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,0.99,2006,,LAWRENCE LOVE,175
5,English,512,25.99,PG-13,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,4.99,2006,,LEAGUE HELLFIGHTERS,110
6,English,513,21.99,PG-13,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,2.99,2006,,LEATHERNECKS DWARFS,153
6,English,514,17.99,PG-13,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,2.99,2006,,LEBOWSKI SOLDIERS,69
7,English,515,14.99,PG,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,4.99,2006,,LEGALLY SECRETARY,113
7,English,516,18.99,PG,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,0.99,2006,,LEGEND JEDI,59
3,English,517,28.99,NC-17,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,0.99,2006,,LESSON CLEOPATRA,167
5,English,518,15.99,PG,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,4.99,2006,,LIAISONS SWEET,140
3,English,519,27.99,G,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,2.99,2006,,LIBERTY MAGNIFICENT,138
7,English,520,28.99,NC-17,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2.99,2006,,LICENSE WEEKEND,91
7,English,521,28.99,NC-17,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,4.99,2006,,LIES TREATMENT,147
4,English,522,9.99,NC-17,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,2.99,2006,,LIFE TWISTED,137
7,English,523,21.99,R,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,0.99,2006,,LIGHTS DEER,174
6,English,524,13.99,PG,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,0.99,2006,,LION UNCUT,50
4,English,525,29.99,R,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,0.99,2006,,LOATHING LEGALLY,140
7,English,526,10.99,R,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,2.99,2006,,LOCK REAR,120
4,English,527,24.99,PG,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,4.99,2006,,LOLA AGENT,85
4,English,528,25.99,NC-17,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2.99,2006,,LOLITA WORLD,155
3,English,529,12.99,G,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,2.99,2006,,LONELY ELEPHANT,67
5,English,530,27.99,PG-13,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,2.99,2006,,LORD ARIZONA,108
3,English,531,18.99,R,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,0.99,2006,,LOSE INCH,137
5,English,532,28.99,PG,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,4.99,2006,,LOSER HUSTLER,80
4,English,533,21.99,PG-13,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,2.99,2006,,LOST BIRD,98
5,English,534,18.99,PG-13,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,0.99,2006,,LOUISIANA HARRY,70
6,English,535,21.99,R,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,0.99,2006,,LOVE SUICIDES,181
3,English,536,18.99,PG,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,2.99,2006,,LOVELY JINGLE,65
3,English,537,29.99,G,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,2.99,2006,,LOVER TRUMAN,75
7,English,538,19.99,PG-13,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,0.99,2006,,LOVERBOY ATTACKS,162
7,English,539,21.99,NC-17,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,2.99,2006,,LUCK OPUS,152
7,English,540,10.99,PG-13,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,2.99,2006,,LUCKY FLYING,97
5,English,541,21.99,NC-17,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,2.99,2006,,LUKE MUMMY,74
3,English,542,28.99,G,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,2.99,2006,,LUST LOCK,52
5,English,543,20.99,R,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,4.99,2006,,MADIGAN DORADO,116
4,English,544,11.99,R,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,2.99,2006,,MADISON TRAP,147
4,English,545,14.99,PG-13,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,0.99,2006,,MADNESS ATTACKS,178
7,English,546,27.99,PG-13,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,2.99,2006,,MADRE GABLES,98
3,English,547,19.99,PG,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,0.99,2006,,MAGIC MALLRATS,117
3,English,548,27.99,R,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,2.99,2006,,MAGNIFICENT CHITTY,53
4,English,549,28.99,PG-13,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,0.99,2006,,MAGNOLIA FORRESTER,171
