release_year,film_id,original_language_id,description,title,replacement_cost,rental_rate,language,rental_duration,length,rating
2006,368,,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,GONE TROUBLE,20.99,2.99,English,7,84,R
2006,369,,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,GOODFELLAS SALUTE,22.99,4.99,English,4,56,PG
2006,370,,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,GORGEOUS BINGO,26.99,2.99,English,4,108,R
2006,371,,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,GOSFORD DONNIE,17.99,4.99,English,5,129,G
2006,372,,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,GRACELAND DYNAMITE,26.99,4.99,English,5,140,R
2006,373,,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,GRADUATE LORD,14.99,2.99,English,7,156,G
2006,374,,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,GRAFFITI LOVE,29.99,0.99,English,3,117,PG
2006,375,,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,GRAIL FRANKENSTEIN,17.99,2.99,English,4,85,NC-17
2006,376,,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,GRAPES FURY,20.99,0.99,English,4,155,G
2006,377,,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,GREASE YOUTH,20.99,0.99,English,7,135,G
2006,378,,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,GREATEST NORTH,24.99,2.99,English,5,93,NC-17
2006,379,,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,GREEDY ROOTS,14.99,0.99,English,7,166,R
2006,380,,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,GREEK EVERYONE,11.99,2.99,English,7,176,PG
2006,381,,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,GRINCH MASSAGE,25.99,4.99,English,7,150,R
2006,382,,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,GRIT CLOCKWORK,21.99,0.99,English,3,137,PG
2006,383,,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,GROOVE FICTION,13.99,0.99,English,6,111,NC-17
2006,384,,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,GROSSE WONDERFUL,19.99,4.99,English,5,49,R
2006,385,,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,GROUNDHOG UNCUT,26.99,4.99,English,6,139,PG-13
2006,386,,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,GUMP DATE,12.99,4.99,English,3,53,NC-17
2006,387,,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,GUN BONNIE,27.99,0.99,English,7,100,G
2006,388,,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,GUNFIGHT MOON,16.99,0.99,English,5,70,NC-17
2006,389,,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,GUNFIGHTER MUSSOLINI,9.99,2.99,English,3,127,PG-13
2006,390,,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,GUYS FALCON,20.99,4.99,English,4,84,R
2006,391,,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,HALF OUTFIELD,25.99,2.99,English,6,146,PG-13
2006,392,,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,HALL CASSIDY,13.99,4.99,English,5,51,NC-17
2006,393,,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,HALLOWEEN NUTS,19.99,2.99,English,6,47,PG-13
2006,394,,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,HAMLET WISDOM,21.99,2.99,English,7,146,R
2006,395,,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,HANDICAP BOONDOCK,28.99,0.99,English,4,108,R
2006,396,,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,HANGING DEEP,18.99,4.99,English,5,62,G
2006,397,,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,HANKY OCTOBER,26.99,2.99,English,5,107,NC-17
2006,398,,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,HANOVER GALAXY,21.99,4.99,English,5,47,NC-17
2006,399,,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,HAPPINESS UNITED,23.99,2.99,English,6,100,G
2006,400,,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,HARDLY ROBBERS,15.99,2.99,English,7,72,R
2006,401,,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,HAROLD FRENCH,10.99,0.99,English,6,168,NC-17
2006,402,,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,HARPER DYING,15.99,0.99,English,3,52,G
2006,403,,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,HARRY IDAHO,18.99,4.99,English,5,121,PG-13
2006,404,,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,HATE HANDICAP,26.99,0.99,English,4,107,PG
2006,405,,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,HAUNTED ANTITRUST,13.99,4.99,English,6,76,NC-17
2006,406,,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,HAUNTING PIANIST,22.99,0.99,English,5,181,R
2006,407,,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,HAWK CHILL,12.99,0.99,English,5,47,PG-13
2006,408,,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,HEAD STRANGER,28.99,4.99,English,4,69,R
2006,409,,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,HEARTBREAKERS BRIGHT,9.99,4.99,English,3,59,G
2006,410,,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,HEAVEN FREEDOM,19.99,2.99,English,7,48,PG
2006,411,,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,HEAVENLY GUN,13.99,4.99,English,5,49,NC-17
2006,412,,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,HEAVYWEIGHTS BEAST,25.99,4.99,English,6,102,G
2006,413,,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,HEDWIG ALTER,16.99,2.99,English,7,169,NC-17
2006,414,,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,HELLFIGHTERS SIERRA,23.99,2.99,English,3,75,PG
2006,415,,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,HIGH ENCINO,23.99,2.99,English,3,84,R
2006,416,,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,HIGHBALL POTTER,10.99,0.99,English,6,110,R
2006,417,,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,HILLS NEIGHBORS,29.99,0.99,English,5,93,G
2006,418,,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,HOBBIT ALIEN,27.99,0.99,English,5,157,PG-13
2006,419,,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,HOCUS FRIDA,19.99,2.99,English,4,141,G
2006,420,,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,HOLES BRANNIGAN,27.99,4.99,English,7,128,PG
2006,421,,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,HOLIDAY GAMES,10.99,4.99,English,7,78,PG-13
2006,422,,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,HOLLOW JEOPARDY,25.99,4.99,English,7,136,NC-17
2006,423,,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,HOLLYWOOD ANONYMOUS,29.99,0.99,English,7,69,PG
2006,424,,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,HOLOCAUST HIGHBALL,12.99,0.99,English,6,149,R
2006,425,,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,HOLY TADPOLE,20.99,0.99,English,6,88,R
2006,426,,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,HOME PITY,15.99,4.99,English,7,185,R
2006,427,,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,HOMEWARD CIDER,19.99,0.99,English,5,103,R
2006,428,,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,HOMICIDE PEACH,21.99,2.99,English,6,141,PG-13
2006,429,,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,HONEY TIES,29.99,0.99,English,3,84,R
2006,430,,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,HOOK CHARIOTS,23.99,0.99,English,7,49,G
2006,431,,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,HOOSIERS BIRDCAGE,12.99,2.99,English,3,176,G
2006,432,,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,HOPE TOOTSIE,22.99,2.99,English,4,139,NC-17
2006,433,,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,HORN WORKING,23.99,2.99,English,4,95,PG
2006,434,,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,HORROR REIGN,25.99,0.99,English,3,139,R
2006,435,,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,HOTEL HAPPINESS,28.99,4.99,English,6,181,PG-13
2006,436,,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,HOURS RAGE,14.99,0.99,English,4,122,NC-17
2006,437,,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,HOUSE DYNAMITE,13.99,2.99,English,7,109,R
2006,438,,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,HUMAN GRAFFITI,22.99,2.99,English,3,68,NC-17
2006,439,,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,HUNCHBACK IMPOSSIBLE,28.99,4.99,English,4,151,PG-13
2006,440,,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,HUNGER ROOF,21.99,0.99,English,6,105,G
2006,441,,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,HUNTER ALTER,21.99,2.99,English,5,125,PG-13
2006,442,,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,HUNTING MUSKETEERS,24.99,2.99,English,6,65,NC-17
2006,443,,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,HURRICANE AFFAIR,11.99,2.99,English,6,49,PG
2006,444,,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,HUSTLER PARTY,22.99,4.99,English,3,83,NC-17
2006,445,,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,HYDE DOCTOR,11.99,2.99,English,5,100,G
2006,446,,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,HYSTERICAL GRAIL,19.99,4.99,English,5,150,PG
2006,447,,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,ICE CROSSING,28.99,2.99,English,5,131,R
2006,448,,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,IDAHO LOVE,25.99,2.99,English,3,172,PG-13
2006,449,,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,IDENTITY LOVER,12.99,2.99,English,4,119,PG-13
2006,450,,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,IDOLS SNATCHERS,29.99,2.99,English,5,84,NC-17
2006,451,,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,IGBY MAKER,12.99,4.99,English,7,160,NC-17
2006,452,,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,ILLUSION AMELIE,15.99,0.99,English,4,122,R
2006,453,,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,IMAGE PRINCESS,17.99,2.99,English,3,178,PG-13
2006,454,,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,IMPACT ALADDIN,20.99,0.99,English,6,180,PG-13
2006,455,,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,IMPOSSIBLE PREJUDICE,11.99,4.99,English,7,103,NC-17
2006,456,,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,INCH JET,18.99,4.99,English,6,167,NC-17
2006,457,,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,INDEPENDENCE HOTEL,21.99,0.99,English,5,157,NC-17
2006,458,,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,INDIAN LOVE,26.99,0.99,English,4,135,NC-17
2006,459,,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,INFORMER DOUBLE,23.99,4.99,English,4,74,NC-17
2006,460,,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,INNOCENT USUAL,26.99,4.99,English,3,178,PG-13
2006,461,,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,INSECTS STONE,14.99,0.99,English,3,123,NC-17
2006,462,,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,INSIDER ARIZONA,17.99,2.99,English,5,78,NC-17
2006,463,,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,INSTINCT AIRPORT,21.99,2.99,English,4,116,PG
2006,464,,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,INTENTIONS EMPIRE,13.99,2.99,English,3,107,PG-13
2006,465,,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,INTERVIEW LIAISONS,17.99,4.99,English,4,59,R
2006,466,,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,INTOLERABLE INTENTIONS,20.99,4.99,English,6,63,PG-13
2006,467,,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,INTRIGUE WORST,10.99,0.99,English,6,181,G
2006,468,,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,INVASION CYCLONE,12.99,2.99,English,5,97,PG
2006,469,,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,IRON MOON,27.99,4.99,English,7,46,PG
2006,470,,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,ISHTAR ROCKETEER,24.99,4.99,English,4,79,R
2006,471,,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,ISLAND EXORCIST,23.99,2.99,English,7,84,NC-17
2006,472,,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,ITALIAN AFRICAN,24.99,4.99,English,3,174,G
2006,473,,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,JACKET FRISCO,16.99,2.99,English,5,181,PG-13
2006,474,,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,JADE BUNCH,21.99,2.99,English,6,174,NC-17
2006,475,,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,JAPANESE RUN,29.99,0.99,English,6,135,G
2006,476,,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,JASON TRAP,9.99,2.99,English,5,130,NC-17
2006,477,,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,JAWBREAKER BROOKLYN,15.99,0.99,English,5,118,PG
2006,478,,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,JAWS HARRY,10.99,2.99,English,4,112,G
2006,479,,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,JEDI BENEATH,12.99,0.99,English,7,128,PG
2006,480,,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,JEEPERS WEDDING,29.99,2.99,English,3,84,R
2006,481,,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,JEKYLL FROGMEN,22.99,2.99,English,4,58,PG
2006,482,,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,JEOPARDY ENCINO,12.99,0.99,English,3,102,R
2006,483,,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,JERICHO MULAN,29.99,2.99,English,3,171,NC-17
2006,484,,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,JERK PAYCHECK,13.99,2.99,English,3,172,NC-17
2006,485,,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,JERSEY SASSY,16.99,4.99,English,6,60,PG
2006,486,,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,JET NEIGHBORS,14.99,4.99,English,7,59,R
2006,487,,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,JINGLE SAGEBRUSH,29.99,4.99,English,6,124,PG-13
2006,488,,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,JOON NORTHWEST,23.99,0.99,English,3,105,NC-17
2006,489,,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,JUGGLER HARDLY,14.99,0.99,English,4,54,PG-13
2006,490,,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,JUMANJI BLADE,13.99,2.99,English,4,121,G
2006,491,,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,JUMPING WRATH,18.99,0.99,English,4,74,NC-17
2006,492,,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,JUNGLE CLOSER,11.99,0.99,English,6,134,NC-17
2006,493,,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,KANE EXORCIST,18.99,0.99,English,5,92,R
2006,494,,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,KARATE MOON,21.99,0.99,English,4,120,PG-13
2006,495,,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,KENTUCKIAN GIANT,10.99,2.99,English,5,169,PG
2006,496,,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,KICK SAVANNAH,10.99,0.99,English,3,179,PG-13
2006,497,,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,KILL BROTHERHOOD,15.99,0.99,English,4,54,G
2006,498,,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,KILLER INNOCENT,11.99,2.99,English,7,161,R
2006,499,,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,KING EVOLUTION,24.99,4.99,English,3,184,NC-17
2006,500,,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,KISS GLORY,11.99,4.99,English,5,163,PG-13
2006,501,,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,KISSING DOLLS,9.99,4.99,English,3,141,R
2006,502,,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,KNOCK WARLOCK,21.99,2.99,English,4,71,PG-13
2006,503,,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,KRAMER CHOCOLATE,24.99,2.99,English,3,171,R
2006,504,,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,KWAI HOMEWARD,25.99,0.99,English,5,46,PG-13
2006,505,,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,LABYRINTH LEAGUE,24.99,2.99,English,6,46,PG-13
2006,506,,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,LADY STAGE,14.99,4.99,English,4,67,PG
2006,507,,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,LADYBUGS ARMAGEDDON,13.99,0.99,English,4,113,NC-17
2006,508,,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,LAMBS CINCINATTI,18.99,4.99,English,6,144,PG-13
2006,509,,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,LANGUAGE COWBOY,26.99,0.99,English,5,78,NC-17
2006,510,,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,LAWLESS VISION,29.99,4.99,English,6,181,G
2006,511,,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,LAWRENCE LOVE,23.99,0.99,English,7,175,NC-17
2006,512,,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,LEAGUE HELLFIGHTERS,25.99,4.99,English,5,110,PG-13
2006,513,,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,LEATHERNECKS DWARFS,21.99,2.99,English,6,153,PG-13
2006,514,,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,LEBOWSKI SOLDIERS,17.99,2.99,English,6,69,PG-13
2006,515,,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,LEGALLY SECRETARY,14.99,4.99,English,7,113,PG
2006,516,,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,LEGEND JEDI,18.99,0.99,English,7,59,PG
2006,517,,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,LESSON CLEOPATRA,28.99,0.99,English,3,167,NC-17
2006,518,,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,LIAISONS SWEET,15.99,4.99,English,5,140,PG
2006,519,,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,LIBERTY MAGNIFICENT,27.99,2.99,English,3,138,G
2006,520,,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,LICENSE WEEKEND,28.99,2.99,English,7,91,NC-17
2006,521,,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,LIES TREATMENT,28.99,4.99,English,7,147,NC-17
2006,522,,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,LIFE TWISTED,9.99,2.99,English,4,137,NC-17
2006,523,,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,LIGHTS DEER,21.99,0.99,English,7,174,R
2006,524,,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,LION UNCUT,13.99,0.99,English,6,50,PG
2006,525,,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,LOATHING LEGALLY,29.99,0.99,English,4,140,R
2006,526,,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,LOCK REAR,10.99,2.99,English,7,120,R
2006,527,,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,LOLA AGENT,24.99,4.99,English,4,85,PG
2006,528,,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,LOLITA WORLD,25.99,2.99,English,4,155,NC-17
2006,529,,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,LONELY ELEPHANT,12.99,2.99,English,3,67,G
2006,530,,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,LORD ARIZONA,27.99,2.99,English,5,108,PG-13
2006,531,,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,LOSE INCH,18.99,0.99,English,3,137,R
2006,532,,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,LOSER HUSTLER,28.99,4.99,English,5,80,PG
2006,533,,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,LOST BIRD,21.99,2.99,English,4,98,PG-13
2006,534,,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,LOUISIANA HARRY,18.99,0.99,English,5,70,PG-13
2006,535,,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,LOVE SUICIDES,21.99,0.99,English,6,181,R
2006,536,,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,LOVELY JINGLE,18.99,2.99,English,3,65,PG
2006,537,,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,LOVER TRUMAN,29.99,2.99,English,3,75,G
2006,538,,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,LOVERBOY ATTACKS,19.99,0.99,English,7,162,PG-13
2006,539,,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,LUCK OPUS,21.99,2.99,English,7,152,NC-17
2006,540,,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,LUCKY FLYING,10.99,2.99,English,7,97,PG-13
2006,541,,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,LUKE MUMMY,21.99,2.99,English,5,74,NC-17
2006,542,,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,LUST LOCK,28.99,2.99,English,3,52,G
2006,543,,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,MADIGAN DORADO,20.99,4.99,English,5,116,R
2006,544,,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,MADISON TRAP,11.99,2.99,English,4,147,R
2006,545,,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,MADNESS ATTACKS,14.99,0.99,English,4,178,PG-13
2006,546,,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,MADRE GABLES,27.99,2.99,English,7,98,PG-13
2006,547,,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,MAGIC MALLRATS,19.99,0.99,English,3,117,PG
2006,548,,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,MAGNIFICENT CHITTY,27.99,2.99,English,3,53,R
2006,549,,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,MAGNOLIA FORRESTER,28.99,0.99,English,4,171,PG-13
