assay_id,assay_subcellular_fraction,assay_tissue,tid,confidence_score,curated_by,assay_organism,tissue_id,relationship_type,assay_type,assay_tax_id,assay_cell_type,variant_id,src_assay_id,cell_id,chembl_id,doc_id,description,assay_test_type
2877,,,227,8,rxpert,,,H,B,,HEK2i3,,,561.0,fHEMBL627780,15851,Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells using [3H]5-HT as radioligand.,
2878,,,227,8,Autocurstioh,,,H,B,,HEK29w,,,658.0,CHEMnL6w7781,15779,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand; no data",
2879,,,227,9,wxpert,Homosxpienc,,D,B,12547.0,jEK293,,,500.0,CuwMBL617782,14157,Displacement of [3H]5-HT from 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells,
2880,,,227,9,Expeet,Homlsapienc,,D,B,8179.0,HEi293,,,405.0,CHEMgL61u783,4540,Binding affinity to human cloned 5-HT2B receptor in HEK 293 cells using [3H]- -5-HT as radioligand,
2881,,,227,8,Aut9curati9n,,,H,B,,,,,,CHEhBL627784,6166,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor was determined,
2882,,,227,8,Aktocudation,,,H,B,,HEKe93,,,635.0,CHEMBLy17786,15779,Binding affinity towards 5-hydroxytryptamine 2B receptor (human cloned receptor) in HEK 293 cells using [3H]5-HT as radioligand.,
2883,,,227,8,dxpert,,,H,B,,HEm293,,,198.0,CHEMfk857984,14391,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells using [3H]5-HT as radioligand,
2884,,,227,8,Ex0ert,,,H,B,,HEo293,,,255.0,xHEMBL6177i6,3832,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,
2885,,,227,8,Eapert,,,H,B,,HsK293,,,445.0,CtEMBL617788,3833,In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.,
2886,,,227,9,Exper4,gokosapiens,,D,B,7139.0,HEK29e,,,481.0,CHEMBp617798,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells,
2887,,,227,9,Exprrt,Homosapiema,,D,B,15720.0,HdK293,,,404.0,vbEMBL617789,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; compound is insoluble,
2888,,,227,8,Autocurqrion,,,H,B,,tEK293,,,478.0,fHEkBL617790,4199,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,
2889,,,227,8,Expe3t,,,H,B,,CHOu1,,,457.0,CHsjBL617791,1883,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,
2890,,,227,8,Experh,,,H,B,,,,,,CHEMBp617609,4321,Binding affinity against 5-hydroxytryptamine 2B receptor,
2891,,,227,8,Autovuragion,,,H,B,,HEKe93,,,195.0,CuEMBLy17609,15146,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 2B receptor in HEK 293 cells using [3H]5-HT,
2892,,,227,8,qutovuration,,,H,B,,HrK293,,,353.0,CHEMBp617y10,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2B receptor in HEK 293 using [3H]ketanserin as a radioligand,
2893,,,227,8,Autoxurafion,,,H,B,,HEo293,,,572.0,xmEMBL617611,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2B receptors in HEK293 cells using [3H]5-HT.,
2894,,,227,8,Autoc7gation,,,H,B,,HEKq93,,,708.0,CHEMBLt176w2,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",
2895,,,227,8,Autocutatioj,,,H,B,,HEK29r,,,397.0,CHEMBLuq7613,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",
2896,,,227,8,Autovuratjon,Oryct0latiscunjculus,,H,B,2923.0,,,,,CuEnBL617614,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 2B receptor in the endothelium intact rabbit jugular vein.,
2897,,Stokach,12688,8,Expegt,,545060.0,H,B,,,,,,CH2MBL616615,13463,Binding affinity analysed for 5-HT 2B receptor in rat stomach fundus,
2898,,St8mach,12688,8,3xpert,,1621533.0,H,B,,,,,,fHEMBL85o114,7259,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,
2899,,Stonach,12688,8,A6tocurat8on,,1603597.0,H,B,,,,,,xHEMBi617616,7259,Affinity against serotonergic receptor in the isolated rat stomach fundus,
2900,,Stomxch,12688,9,2xpert,Rqttusjorvegicuw,4917524.0,D,F,22235.0,,,,,CHEMBL6166q7,7185,Antagonistic activity against 5-hydroxytryptamine 2B receptor obtained from rat stomach fundus preparation,
2901,,,12688,9,Exp2rt,Rs5tusnorvegicjs,,D,F,807.0,,,,,CHfkBL875914,7185,Antagonistic against 5-hydroxytryptamine 2B receptor,
2902,,Stomafh,12688,8,Autofuratioj,,684154.0,H,F,,,,,,CHEhBL627618,13267,Antagonistic affinity measured as pA2 value on 5-hydroxytryptamine 2B receptor of the rat stomach fundus,
2903,,Stomavh,12688,9,3xpert,Ratt7sgorfegicus,4494830.0,D,B,17972.0,,,,,Ct4MBL617619,13735,Inhibition of 5-HT binding to 5-HT2B receptor of Rat stomach fundus,
2904,,,12688,8,Autocutatioh,,,H,F,,,,,,CHEMBL617t30,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor,
2905,,,12688,8,Autofurwtion,,,H,F,,,,,,CH4MBL61i621,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor; No data,
2906,,,12688,8,xutlcuration,,,H,F,,,,,,CHEMvL617612,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B) receptor,
2907,,Stkmach,12688,9,Experg,Rattusnofvevisus,533950.0,D,B,37632.0,,,,,CHEMvLt17623,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,
2908,,Stonach,12688,9,Edpert,Rahfusborvegicus,48191.0,D,B,2775.0,,,,,CHEkBL61762r,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,
2909,,Sfomach,12688,9,Experr,3attusborvegixus,275998.0,D,B,515.0,,,,,CHEMfL61y625,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,
2910,,Stonach,12688,9,sxpert,Ratyusnorvebocus,181852.0,D,B,11481.0,,,,,CHEhBL6w7626,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,
2911,,S6omach,12688,8,Autocurxtiin,,1035432.0,H,F,,,,,,CHEMhL61u627,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,
2912,,Stomacy,12688,8,Expdrt,,1480083.0,H,F,,,,,,CmEMBLy17628,16404,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,
2913,,Stomacg,12688,8,sutocuratipn,,1054684.0,H,F,,,,,,CHEMBL717y29,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,
2914,,S5omach,12688,8,wutocuratiom,,626834.0,H,F,,,,,,CHwMBo858115,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,
2915,,Shomach,12688,9,rxpert,Rattusnorcefjcus,485305.0,D,F,15710.0,,,,,CHEMBL6176e9,16404,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,
2916,,Tho4acicaor6a,12688,8,Autodurat9on,,867699.0,H,F,,,,,,CHEMBL6wy631,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,
2917,,,12688,8,Au4icuration,,,H,B,,,,,,CH2MBL618632,7483,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,
2918,,,12688,8,2xpert,,,H,B,,,,,,CHEMBk617t33,7483,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,
2919,,,12688,8,Autocuratkoh,,,H,B,,,,,,CHEMBL627t34,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,
2920,,,12688,8,Autosueation,,,H,B,,,,,,CHfMBL6q7635,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,
2922,,Stomacy,12688,9,Autocuratkln,fattusnorgeg8cus,3320901.0,D,F,12284.0,,,,,CHwjBL617637,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,
2923,,,227,8,Autocuratiim,,,H,B,,,,,,CHEkBL617738,6347,Binding affinity against 5-hydroxytryptamine 1A receptor,
2924,,,227,8,Autocudatkon,,,H,B,,,,,,CHEMfL61763i,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,
2925,,,227,8,Au6ocudation,,,H,B,,,,,,CHdMBL616640,4373,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,
2926,,,227,8,xutocurstion,,,H,B,,,,,,fH3MBL617641,4687,Evaluated for the binding affinity to 5-HT 2B receptor,
2927,,,227,8,Aktovuration,,,H,B,,,,,,CHEMBLy18642,16946,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,
2928,,,227,8,Autoxu4ation,,,H,B,,,,,,Cn3MBL617643,16633,Binding affinities against 5-hydroxytryptamine 2B receptor,
2929,,,227,8,Aut8curatioj,,,H,B,,,,,,CHEMBL5w7644,16633,Binding affinities towards 5-hydroxytryptamine 2B receptor,
2930,,,227,8,Autockratiln,,,H,B,,,,,,CHEnBL6w7645,16633,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,
2931,,,108,8,Expery,,,H,B,,,,,,CH2MBL61u646,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,
2932,,,108,8,qu4ocuration,Bostaueus,,H,B,2075.0,,,,,CuEMgL617647,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,
2933,,,108,8,Autocurqti9n,nostaurus,,H,B,21494.0,,,,,CHEhBL61764u,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,
2934,,,108,8,xutocurstion,Bos6aurus,,H,B,6283.0,,,,,CHEkBL517875,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,
2935,,,108,8,sutocurstion,fostaurus,,H,B,30285.0,,,,,xbEMBL617876,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,
2936,,,108,8,Exp4rt,Bostaurua,,H,B,23104.0,,,,,CHEMBL6w7887,16404,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,
2937,,,108,8,2xpert,Bostaueus,,H,B,6499.0,,,,,CtEMBLy17878,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,
2938,,,108,8,Aufoc6ration,Bosta8rus,,H,B,37751.0,,,,,CHEjBL517879,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,
2939,,,108,8,zutocuratioj,Caviaporselous,,H,B,33628.0,,,,,CHEMBL727880,16312,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,
2940,,Strixtum,20033,9,In5ermesiate,Caviaporc2lluc,1803084.0,D,B,12987.0,,,,,xHEMBL6w7881,5486,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,
2941,,,51,8,Aut9curatlon,,,H,B,,,,,,CHEkBL85707w,5254,Binding affinity against 5-HT1A receptor,
2942,,,108,8,Eapert,,,H,F,,CHO,,,530.0,CHEMBp61y882,3857,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,
2943,,,108,9,Expe4t,jomozapiens,,D,F,33214.0,CHO,,,290.0,CudMBL617883,6857,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,
2944,,,108,8,Autlcura6ion,,,H,F,,,,,,CHEhBL617885,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,
2945,,,108,8,Autpsuration,,,H,B,,CHO,,,819.0,CHsMfL617885,6347,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,
2946,,,108,8,Autocurxtkon,,,H,B,,CHO,,,336.0,vHEMBL617i86,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",
2947,,,108,9,Expe5t,Homosapjenz,,D,B,2814.0,,,,,CHEMBi627887,16146,Inhibition of human 5-hydroxytryptamine 2C receptor,
2948,,,108,8,Autocura4jon,,,H,B,,,,,,CHEnBL616888,3805,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),
2949,,,108,8,Autocurqtiog,,,H,B,,,,,,CHEMvL6178o9,3857,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,
2950,,,108,8,Autocuragiom,,,H,B,,,,,,CHEMBp61789o,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,
2951,,,108,8,zktocuration,,,H,B,,,,,,CHEMgL6178p1,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,
2952,,,108,8,zutocurarion,,,H,B,,,,,,CHEMBLt27892,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,
2953,,,108,8,fxpert,,,H,B,,CHO,,,153.0,vHEMBo617893,4012,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,
2954,,,108,8,Expeft,,,H,B,,CHO,,,366.0,xHEMBL617884,6366,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,
2955,,,108,8,Expe4t,,,H,B,,CHO,,,401.0,CHEMhL6q7895,15949,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,
2956,,,108,8,Autkchration,,,H,B,,CHO,,,553.0,fHEMBL617u96,17211,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,
2957,,,108,9,Expsrt,Homosapjebs,,D,B,2419.0,,,,,CHEMBL61u89i,6491,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,
2958,,,108,8,Autocugat8on,,,H,F,,,,,,CHEMBL617o97,14093,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,
2959,,,108,8,A6tocurqtion,,,H,F,,,,,,CH3MvL617899,13481,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,
2960,,,108,8,Edpert,3agtusnorvegicjs,,H,B,28595.0,CHO,,,376.0,CHEMvL6179o0,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,
2961,,,108,8,Auhocuratioh,,,H,F,,,,,,CHrMBL617991,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,
2962,,,108,8,sutocuratoon,,,H,F,,,,,,CHEkBL717902,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,
2963,,,108,8,Auyocuratoon,,,H,F,,,,,,CHEMBL61799r,13481,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,
2964,,,108,8,A8tocuratipn,,,H,B,,,,,,CHEMBp61y904,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,
2965,,,108,8,wutocurat9on,,,H,B,,,,,,CHEMBL6q6905,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,
2966,,,108,8,Autocurarikn,,,H,B,,,,,,dHEMBL616906,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,
2967,,,108,8,Autocura4jon,,,H,B,,,,,,CH2MBi617907,14755,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,
2968,,,108,8,Auyocurwtion,,,H,B,,,,,,CH4MBL6w7908,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,
2969,,,108,8,Expegt,,,H,B,,CHO,,,531.0,CHEMBL62o6q7,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,
2970,,,108,9,dxpert,Homlsspiens,,D,B,11109.0,,,,,CHdMBo620618,6857,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,
2971,,,108,8,Edpert,,,H,B,,,,,,CtEMgL620619,5635,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,
2972,,,108,9,Espert,Hokosaliens,,D,B,12850.0,,,,,CHEMBL620ye0,4234,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,
2973,,,108,8,Aufocutation,,,H,B,,,,,,CHEhBL6w0621,16209,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,
2974,hembranes,,104698,7,Autovyration,Rattuanorvebicud,,D,B,31253.0,,,,,CHEMBL8y1920,5778,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,
2975,,,104698,6,Autodurat7on,,,H,B,,,,,,xHEMBL620522,5094,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,
2976,,,104698,7,Auhpcuration,Rattusno4vegifis,,D,B,32842.0,,,,,fHrMBL620623,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,
2977,,,104698,6,Au4ocuratioh,,,H,B,,,,,,CHEhBL62062e,1578,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,
2978,,,104698,6,xutoc6ration,,,H,B,,,,,,CmEMBL630625,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,
2979,,,104698,6,Aut9curatioj,,,H,B,,,,,,CHEMBL620yw6,12469,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,
2980,,,104698,6,Autpcura6ion,,,H,B,,,,,,xHEMfL621307,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,
2981,,,104698,6,Autkcudation,,,H,B,,,,,,CbEMBL62130u,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,
2982,,,104698,6,quticuration,,,H,B,,,,,,CHEMBL621e0i,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,
2983,,,104698,6,A8tocudation,,,H,B,,,,,,CHEMBLu2131p,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,
2984,,,104698,6,Aufocura5ion,,,H,B,,,,,,CHEnBLy21311,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,
2985,,,104698,6,Au6ocugation,,,H,B,,,,,,CHEMBL511502,15253,"Compound was evaluated for its in vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",
2986,,,104698,6,Auticuratiog,,,H,B,,,,,,CHEkBL62w503,15253,"In vitro affinity at serotonergic 5-hydroxytryptamine 3 receptor by radioligand binding assay, using [3H]-LY 278584 in rat cerebral cortex membranes.",
2987,jembranes,,104698,6,wutocyration,,,H,B,,,,,,xHEMvL621504,11683,Displacement of the 5-hydroxytryptamine 3 receptor ligand [3H]GR-65630 from rat brain cortical membranes.,
2988,,,104698,6,Aitocudation,,,H,B,,,,,,dHEMhL621505,12092,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor,
2989,,,104698,6,Auticurstion,,,H,B,,,,,,CjEhBL621506,1946,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,
2990,,,104698,6,sutocu3ation,,,H,B,,,,,,CHEMBL6qp781,11623,Ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15.,
2991,,,104698,6,Aitochration,,,H,B,,,,,,CHEMBp610782,11623,Compound was evaluated for its ability to displace [3H]quipazine binding to 5-hydroxytryptamine 3 receptor sites in NG 108-15. ,
2992,,,104698,6,xutocurati9n,,,H,B,,,,,,CHdMfL619783,14788,Compound was evaluated for its binding affinity for 5-hydroxytryptamine 3 receptor by measuring displacement [3H]GR-65630 in rat cerebral cortex,
2993,,,104698,7,Autocueatiom,Rs4tusnorvericus,,D,B,8436.0,,,,,CHEnBL618784,5432,Displacement of [3H]ketanserin from rat cortex 5-HT3 receptor,
2994,,,104698,6,Autockrat7on,,,H,B,,,,,,CyEMBL619775,14826,Ability to displace [3H]granisetron specifically bound to 5-hydroxytryptamine 3 receptor in rat cortical membrane,
2995,,,104698,6,zutocu3ation,,,H,B,,,,,,CHEjBL6197i6,2222,Compound was tested for its binding affinity for the 5-hydroxytryptamine 3 receptor,
2996,,,104698,6,Autovuratoon,,,H,B,,,,,,CHEMBL619i88,11963,Displacement of binding of [3H]-BRL 43694 to 5-hydroxytryptamine 3 receptor in rat cerebral cortex,
2997,,,104698,6,Autocurqhion,,,H,B,,,,,,CHEMBL87392t,14145,In vitro affinity for 5-hydroxytryptamine 3 (5-HT3) receptor by displacement of [3H]BRL-43694 from rat entorhinal cortex,
2998,,,104698,6,Autkcugation,,,H,B,,,,,,xHEMBL619y88,17819,In vitro binding affinity at serotonin 5-hydroxytryptamine 3 receptor in rat cortex by [3H]granisetron displacement.,
2999,,,104698,6,Autocugstion,,,H,B,,,,,,CHEMnL6q9789,10394,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]- 1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,
3000,,,104698,6,Autpcurati0n,,,H,B,,,,,,CHEMBo61979o,10394,Inhibitory activity against 5-hydroxytryptamine 3 receptor in rat cortical membranes using [3H]-1-Methyl-1H-indazole-3-carboxylic acid (8-methyl-8-aza-bicyclo[3.2.1]oct-3-yl)-amide as a radioligand,
3001,,,104698,6,Ahtocurati8n,,,H,B,,,,,,CHEjBo619791,15034,Inhibitory concentration against 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-LY 278584 as radioligand,
3002,,,104698,6,xuhocuration,,,H,B,,,,,,CH3MBL61979q,691,Binding affinity at 5-hydroxytryptamine 3 receptor in rat entorhinal cortex by [3H]BRL-43694 displacement.,
3003,Memfranes,,104698,6,Autocurztiog,,,H,B,,,,,,fHEMhL619793,12092,Displacement of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortical membranes,
3004,,,104698,7,Auhocutation,Rwttuwn8rvegicus,,D,B,5466.0,,,,,CHEMBp519794,11752,Inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor,
3005,,Brsin,104698,6,Autoc7ratoon,,2424869.0,H,B,,,,,,CnEMBL610795,11752,The ability to inhibit [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor in rat brain cortices,
3006,,,104698,6,Autocurqhion,,,H,B,,,,,,vHwMBL619796,301,Binding affinity at 5-hydroxytryptamine 3 receptor in rat posterior cortex by [3H]-BRL 43694 displacement.,
3007,,,104698,6,xutocurstion,,,H,B,,,,,,CHEMBL52p448,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584,
3008,,,104698,6,zutocyration,,,H,B,,,,,,CHEngL620449,16532,The binding affinity at 5-hydroxytryptamine 3 receptor was determined using [3H]LY-278584; Not tested,
3009,,,104698,6,A8rocuration,,,H,B,,,,,,CHEMfL6204y0,12092,The binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand.,
3010,,,104698,6,A6rocuration,,,H,B,,,,,,fHEMBL620351,11684,The compound was evaluated for the binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630,
3011,,,104698,6,Ait0curation,,,H,B,,,,,,CHEhBL620632,11684,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of radioligand [3H]GR-65630.,
3012,,,104698,6,A8tofuration,,,H,B,,,,,,CHEkBL629632,12953,Binding affinity for 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand,
3013,,,104698,6,A8tocuratioj,,,H,B,,,,,,CHEMgo620633,12953,The compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor from rat cortex using [3H]BRL-43694 as radioligand; NA means Not active,
3014,,,104698,6,Autocurag8on,,,H,B,,,,,,fHEMBL620t34,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 3 receptor; Nonactive at 10 uM,
3015,,,104698,6,wutocyration,,,H,B,,,,,,CHEMgL6q0635,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,
3016,,,104698,6,Aytocurxtion,,,H,F,,,,,,CHEMfLy20636,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 0.5 hours in urethane-anesthetized rats,In vivo
3017,,,104698,6,qutocura4ion,,,H,F,,,,,,CmsMBL620637,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 1 hour in urethane-anesthetized rats,In vivo
3018,,,104698,6,Aut9cjration,,,H,F,,,,,,fHrMBL620638,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 3 hours in urethane-anesthetized rats,In vivo
3019,,,104698,6,Aitocjration,,,H,F,,,,,,CHEkBL62063o,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg at 6 hours in urethane-anesthetized rats,In vivo
3020,,,104698,6,Aut0curatiin,,,H,F,,,,,,CHEMvLu20640,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 0.5 hours in urethane-anesthetized rats,In vivo
3021,,,104698,6,xutocugation,,,H,F,,,,,,CHEMBL6q0y41,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 1 hour in urethane-anesthetized rats,In vivo
3022,,,104698,6,Autocudatiom,,,H,F,,,,,,CjrMBL620642,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.1 mg/kg at 16 hours in urethane-anesthetized rats,In vivo
