cliente_id,ammontare,personale_id,noleggio_id,data_pagamento,pagamento_id
149,0.99,1,4837,2005-07-08 18:09:12,4069
149,2.99,2,10154,2005-07-31 22:30:49,4076
149,2.99,1,11561,2005-08-17 01:23:09,4079
149,4.99,1,12000,2005-08-17 18:49:44,4080
149,2.99,2,15562,2005-08-23 05:04:33,4083
150,4.99,2,7690,2005-07-28 03:26:21,4091
150,6.99,2,12260,2005-08-18 04:15:43,4096
150,0.99,2,12890,2005-08-19 03:42:08,4100
150,2.99,1,13372,2005-08-19 21:23:19,4103
150,9.99,2,14520,2005-08-21 15:00:49,4107
151,2.99,2,2947,2005-06-20 06:00:21,4112
151,0.99,2,3089,2005-06-20 15:57:01,4114
151,2.99,1,4376,2005-07-07 20:24:33,4116
151,3.99,2,6768,2005-07-12 15:47:51,4118
151,4.99,1,15227,2005-08-22 17:22:41,4133
151,2.99,1,15926,2005-08-23 18:20:56,4134
152,4.99,2,359,2005-05-27 06:48:33,4136
152,7.99,1,3786,2005-07-06 14:00:41,4140
152,4.99,1,4974,2005-07-09 00:00:36,4141
152,0.99,1,6273,2005-07-11 16:08:41,4142
152,5.99,1,9010,2005-07-30 05:12:04,4144
152,6.99,1,10320,2005-08-01 04:39:26,4145
152,0.99,2,13484,2005-08-20 01:16:52,4152
153,4.99,1,2893,2005-06-20 02:22:08,4159
153,0.99,1,3795,2005-07-06 14:37:41,4161
153,0.99,1,3949,2005-07-06 21:46:36,4162
153,4.99,1,14664,2005-08-21 19:48:47,4175
153,4.99,1,14747,2005-08-21 23:00:02,4176
154,7.99,2,865,2005-05-30 03:39:44,4182
154,5.99,2,978,2005-05-30 21:30:52,4183
154,0.99,1,1963,2005-06-17 09:09:31,4184
154,2.99,1,4252,2005-07-07 14:13:05,4190
154,4.99,1,7156,2005-07-27 07:19:34,4197
154,6.99,1,10278,2005-08-01 03:25:27,4201
154,2.99,2,14731,2005-08-21 22:21:49,4206
154,6.99,1,14918,2005-08-22 05:06:38,4208
154,0.99,1,15351,2005-08-22 21:15:46,4209
155,4.99,2,3405,2005-06-21 15:58:25,4216
155,5.99,1,6066,2005-07-11 04:32:42,4218
155,0.99,1,10098,2005-07-31 20:41:17,4226
155,4.99,1,11033,2005-08-02 05:54:17,4227
156,4.99,2,14831,2005-08-22 01:40:49,4258
157,0.99,2,2340,2005-06-18 11:30:56,4263
157,2.99,1,7110,2005-07-27 05:30:48,4269
157,4.99,2,7499,2005-07-27 20:10:28,4271
157,0.99,2,8347,2005-07-29 04:49:25,4274
157,2.99,1,9958,2005-07-31 16:03:56,4280
157,6.99,1,12464,2005-08-18 11:33:34,4285
157,0.99,1,12916,2005-08-19 04:27:05,4286
157,4.99,1,13097,2005-08-19 10:50:43,4287
157,2.99,1,13728,2005-08-20 10:11:07,4290
158,5.99,1,293,2005-05-26 20:27:02,4293
158,0.99,1,1380,2005-06-15 15:13:10,4294
158,4.99,2,1790,2005-06-16 19:58:40,4295
158,5.99,2,6901,2005-07-12 21:46:33,4302
158,0.99,1,7732,2005-07-28 05:03:32,4304
158,1.99,1,9713,2005-07-31 08:13:28,4309
158,2.99,1,9801,2005-07-31 11:03:13,4310
158,0.99,1,11272,2005-08-02 14:20:27,4313
158,1.99,2,13212,2005-08-19 15:24:07,4317
158,2.99,1,13926,2005-08-20 17:09:27,4319
159,0.99,2,5656,2005-07-10 07:31:07,4332
159,2.99,2,8212,2005-07-28 23:37:23,4334
160,6.99,2,6364,2005-07-11 21:14:48,4350
160,1.99,2,6448,2005-07-12 00:45:59,4351
160,2.99,2,9758,2005-07-31 09:25:38,4355
160,5.99,2,10979,2005-08-02 04:16:37,4360
160,7.99,1,11888,2005-08-17 15:04:05,4363
160,3.99,1,16027,2005-08-23 21:49:33,4371
161,3.99,2,477,2005-05-27 22:33:33,4373
161,5.99,1,520,2005-05-28 03:27:37,4374
161,4.99,1,3948,2005-07-06 21:45:53,4380
161,4.99,2,6873,2005-07-12 20:20:50,4385
161,5.99,1,10241,2005-08-01 02:12:25,4390
161,0.99,2,10939,2005-08-02 03:06:20,4394
161,5.99,1,15420,2005-08-22 23:55:51,4401
162,4.99,1,688,2005-05-29 00:45:24,4404
162,0.99,1,3040,2005-06-20 12:34:13,4408
162,5.99,2,10093,2005-07-31 20:30:32,4416
163,5.99,2,2536,2005-06-19 01:41:34,4425
163,3.99,2,3915,2005-07-06 20:16:46,4428
163,10.99,1,5574,2005-07-10 03:54:38,4431
163,2.99,2,12973,2005-08-19 06:48:11,4443
163,5.99,2,14427,2005-08-21 11:26:06,4446
163,0.99,1,15847,2005-08-23 15:39:38,4448
164,8.99,1,3082,2005-06-20 15:32:11,4454
164,3.99,1,6980,2005-07-27 00:50:30,4461
164,6.99,1,7227,2005-07-27 09:53:43,4462
164,4.99,2,8824,2005-07-29 22:22:58,4464
164,5.99,2,13453,2005-08-20 00:30:51,4466
165,2.99,2,3195,2005-06-21 00:02:10,4469
165,0.99,2,4304,2005-07-07 17:01:19,4472
165,4.99,1,5472,2005-07-09 23:16:40,4474
165,0.99,1,5973,2005-07-11 00:09:17,4477
165,7.99,2,9182,2005-07-30 12:06:58,4480
165,3.99,1,15801,2005-08-23 14:26:04,4486
166,1.99,1,662,2005-05-28 21:09:31,4488
166,2.99,2,1412,2005-06-15 17:09:48,4489
166,2.99,2,3606,2005-07-06 05:28:02,4493
166,4.99,2,5380,2005-07-09 19:08:44,4498
166,2.99,1,5646,2005-07-10 07:08:09,4499
166,7.99,2,13901,2005-08-20 16:06:53,4510
166,2.99,2,14281,2005-08-21 06:40:48,4512
166,2.99,2,15216,2005-08-22 16:57:02,4514
166,1.99,2,15806,2005-08-23 14:31:50,4515
167,5.99,1,1509,2005-06-15 22:35:53,4520
167,5.99,2,2381,2005-06-18 15:00:30,4521
167,0.99,2,5131,2005-07-09 07:35:03,4524
167,0.99,1,5191,2005-07-09 10:26:48,4526
167,4.99,2,6269,2005-07-11 15:58:43,4529
167,2.99,1,8092,2005-07-28 18:28:07,4531
167,4.99,1,12642,2005-08-18 18:19:16,4538
167,4.99,2,12717,2005-08-18 21:15:40,4539
167,6.99,1,13825,2005-08-20 13:43:22,4541
167,3.99,1,15003,2005-08-22 08:11:24,4543
167,4.99,2,15915,2005-08-23 17:52:01,4547
168,0.99,1,5459,2005-07-09 22:43:56,4555
168,1.99,2,8352,2005-07-29 04:52:01,4560
168,6.99,2,8659,2005-07-29 15:26:31,4562
168,6.99,2,9857,2005-07-31 13:00:53,4566
168,0.99,2,10270,2005-08-01 03:10:24,4568
168,1.99,1,11631,2005-08-17 04:28:56,4571
168,2.99,1,14090,2005-08-21 00:11:16,4577
168,3.99,1,15033,2005-08-22 09:25:24,4578
169,4.99,1,4687,2005-07-08 10:54:19,4587
169,2.99,1,5066,2005-07-09 04:48:50,4588
169,0.99,1,7597,2005-07-27 23:35:49,4593
169,1.99,2,13237,2005-08-19 16:18:36,4599
169,0.99,2,14435,2005-08-21 11:44:37,4600
170,5.99,1,377,2005-05-27 09:04:05,4605
170,0.99,2,504,2005-05-28 02:05:34,4606
170,0.99,1,11039,2005-08-02 06:00:53,4622
170,6.99,2,13862,2005-08-20 14:57:01,4626
170,2.99,2,14675,2005-08-21 20:01:51,4628
171,0.99,2,1676,2005-06-16 11:06:09,4631
171,5.99,2,2199,2005-06-18 01:57:56,4633
171,2.99,2,2788,2005-06-19 18:48:11,4636
171,2.99,2,3745,2005-07-06 12:10:32,4639
171,5.99,1,5660,2005-07-10 07:46:12,4640
171,5.99,1,12962,2005-08-19 06:22:48,4649
172,0.99,2,1507,2005-06-15 22:25:26,4659
172,5.99,1,4820,2005-07-08 17:25:23,4662
172,4.99,1,4821,2005-07-08 17:28:08,4663
172,6.99,2,4878,2005-07-08 19:33:49,4664
172,4.99,1,7638,2005-07-28 01:13:26,4672
172,6.99,2,8944,2005-07-30 03:11:44,4673
172,2.99,1,9118,2005-07-30 09:24:18,4674
172,3.99,1,10312,2005-08-01 04:29:06,4676
172,5.99,2,13067,2005-08-19 09:51:17,4681
172,4.99,2,13937,2005-08-20 17:22:51,4684
172,4.99,1,14991,2005-08-22 07:50:44,4685
172,3.99,1,15902,2005-08-23 17:28:03,4687
172,3.99,2,16038,2005-08-23 22:14:31,4688
173,4.99,1,628,2005-05-28 17:05:46,4690
173,2.99,2,1188,2005-06-15 01:04:07,4691
173,2.99,1,2602,2005-06-19 06:10:08,4693
173,7.99,1,4904,2005-07-08 20:53:27,4697
173,2.99,1,5488,2005-07-10 00:02:06,4700
173,2.99,2,8299,2005-07-29 02:56:00,4705
173,2.99,2,9512,2005-07-31 00:26:30,4709
173,0.99,2,15483,2005-08-23 02:02:53,4715
174,7.99,2,1566,2005-06-16 03:13:20,4720
174,0.99,1,1609,2005-06-16 06:34:59,4721
174,5.99,1,2326,2005-06-18 10:14:22,4722
174,4.99,2,5414,2005-07-09 20:29:36,4725
174,4.99,1,6909,2005-07-12 22:09:30,4726
174,4.99,1,8754,2005-07-29 19:18:30,4728
174,2.99,1,10363,2005-08-01 06:01:52,4731
174,0.99,1,13185,2005-08-19 14:22:30,4736
175,4.99,2,3266,2005-06-21 04:49:07,4740
175,4.99,1,3625,2005-07-06 06:12:52,4741
175,2.99,1,7448,2005-07-27 18:06:30,4745
175,2.99,1,8244,2005-07-29 00:35:34,4747
175,4.99,1,8264,2005-07-29 01:18:50,4748
175,4.99,1,8817,2005-07-29 22:09:08,4750
175,4.99,1,13016,2005-08-19 07:57:14,4756
175,6.99,2,13997,2005-08-20 19:51:28,4758
175,3.98,2,14060,2006-02-14 15:16:03,4761
176,7.99,1,1741,2005-06-16 16:31:37,4769
176,8.99,1,2181,2005-06-18 00:48:31,4771
176,2.99,1,2218,2005-06-18 03:13:13,4772
176,4.99,1,3643,2005-07-06 07:20:08,4776
176,2.99,2,7521,2005-07-27 21:04:42,4784
176,5.99,1,7751,2005-07-28 05:56:13,4785
176,6.99,2,9145,2005-07-30 10:27:55,4787
176,2.99,1,10277,2005-08-01 03:22:41,4788
176,7.99,1,13170,2005-08-19 13:45:48,4794
177,2.99,1,1393,2005-06-15 16:12:50,4800
177,0.99,1,1738,2005-06-16 16:07:27,4803
177,0.99,1,4760,2005-07-08 14:48:07,4805
177,2.99,1,6284,2005-07-11 16:51:39,4807
177,3.99,1,7493,2005-07-27 19:55:46,4808
177,1.99,2,9190,2005-07-30 12:24:17,4811
177,5.99,1,11376,2005-08-02 18:16:00,4816
177,2.99,2,14849,2005-08-22 02:15:26,4821
178,1.99,2,2124,2005-06-17 20:49:14,4827
178,2.99,1,4915,2005-07-08 21:31:22,4831
178,4.99,2,6347,2005-07-11 20:18:53,4836
178,6.99,1,6566,2005-07-12 05:42:53,4838
178,3.99,1,8287,2005-07-29 02:03:58,4842
178,5.99,2,8388,2005-07-29 05:48:15,4843
178,0.99,2,10125,2005-07-31 21:33:03,4848
178,2.99,2,14314,2005-08-21 07:50:14,4859
178,4.99,1,15323,2005-08-22 20:22:40,4860
179,6.99,1,759,2005-05-29 10:57:57,4863
179,4.99,1,2613,2005-06-19 07:25:50,4866
179,2.99,1,4618,2005-07-08 08:00:20,4869
179,7.99,1,6616,2005-07-12 08:37:30,4871
179,0.99,2,13957,2005-08-20 18:09:04,4887
179,7.99,2,14082,2005-08-20 23:42:00,4888
179,0.99,1,14589,2005-08-21 17:28:55,4889
179,4.99,1,15985,2005-08-23 20:20:23,4890
180,7.99,2,4826,2005-07-08 17:44:25,4894
180,9.99,1,4924,2005-07-08 21:55:25,4895
180,0.99,1,14109,2005-08-21 00:52:58,4910
180,4.99,1,15039,2005-08-22 09:37:54,4912
181,5.99,1,8593,2005-07-29 12:38:14,4925
181,9.99,1,8601,2005-07-29 13:03:31,4926
181,4.99,2,9214,2005-07-30 13:10:14,4927
181,4.99,2,10262,2005-08-01 03:01:26,4931
181,4.99,2,11224,2005-08-02 12:40:38,4936
181,2.99,2,12939,2005-08-19 05:38:25,4940
182,2.99,1,2049,2005-06-17 14:58:36,4951
182,5.99,2,2120,2005-06-17 20:36:50,4952
182,3.99,2,4591,2005-07-08 06:29:43,4959
182,2.99,1,5521,2005-07-10 01:31:22,4961
182,0.99,2,7229,2005-07-27 10:00:54,4962
182,2.99,1,13285,2005-08-19 18:18:44,4970
183,0.99,2,7359,2005-07-27 14:51:04,4986
184,4.99,2,534,2005-05-28 06:15:25,4998
184,6.99,2,7686,2005-07-28 03:19:23,5008
184,0.99,1,9162,2005-07-30 11:21:56,5010
184,4.99,1,13303,2005-08-19 18:55:21,5016
184,4.99,2,14472,2005-08-21 13:13:57,5017
185,9.99,1,4186,2005-07-07 10:32:25,5026
185,8.99,1,8684,2005-07-29 16:16:33,5035
185,0.99,2,9246,2005-07-30 14:12:31,5036
186,1.99,1,581,2005-05-28 11:20:29,5043
186,2.99,1,1663,2005-06-16 10:14:15,5047
186,4.99,2,2875,2005-06-20 00:47:18,5049
186,3.99,1,7915,2005-07-28 11:49:46,5053
186,0.99,1,10985,2005-08-02 04:30:19,5059
186,6.99,1,13168,2005-08-19 13:37:28,5063
186,4.99,2,13517,2005-08-20 02:33:17,5064
186,3.99,2,14988,2005-08-22 07:46:05,5069
186,3.99,2,15295,2005-08-22 19:36:21,5071
187,0.99,2,2127,2005-06-17 20:54:48,5078
187,0.99,2,2533,2005-06-19 01:34:26,5079
187,5.99,1,2742,2005-06-19 16:05:47,5080
187,0.99,2,5366,2005-07-09 18:28:37,5084
187,8.99,1,5738,2005-07-10 11:50:51,5085
187,6.99,2,5833,2005-07-10 16:39:24,5086
187,2.99,1,9241,2005-07-30 13:58:41,5092
187,8.99,2,12307,2005-08-18 05:48:23,5094
187,7.99,1,12534,2005-08-18 14:04:41,5096
187,8.99,2,13940,2005-08-20 17:28:57,5097
187,8.99,2,14855,2005-08-22 02:27:32,5098
188,0.99,2,1927,2005-06-17 06:48:19,5103
188,4.99,2,9613,2005-07-31 03:58:53,5113
188,5.99,1,13787,2005-08-20 12:15:23,5120
188,2.99,2,14809,2005-08-22 01:00:42,5122
188,0.99,2,15409,2005-08-22 23:26:32,5124
189,5.99,2,1117,2005-05-31 16:15:31,5127
189,1.99,2,2905,2005-06-20 02:56:16,5130
189,6.99,1,3108,2005-06-20 17:28:43,5131
189,4.99,2,3813,2005-07-06 15:23:34,5134
189,2.99,2,7790,2005-07-28 07:22:35,5139
189,0.99,2,9386,2005-07-30 19:26:21,5141
189,4.99,1,9506,2005-07-31 00:19:01,5142
190,2.99,1,693,2005-05-29 01:42:31,5150
190,0.99,2,11750,2005-08-17 09:07:00,5167
190,4.99,2,14141,2005-08-21 02:07:22,5172
190,0.99,2,14650,2005-08-21 19:24:51,5174
190,4.99,2,15167,2006-02-14 15:16:03,5175
191,0.99,1,1278,2005-06-15 08:09:12,5179
191,2.99,1,1677,2005-06-16 11:07:11,5180
191,2.99,2,2555,2005-06-19 03:07:02,5183
191,5.99,2,5397,2005-07-09 19:43:51,5185
191,6.99,1,7150,2005-07-27 07:11:14,5187
191,2.99,1,7520,2005-07-27 21:02:02,5189
191,0.99,2,8583,2005-07-29 12:04:50,5190
191,4.99,1,9964,2005-07-31 16:17:39,5192
191,0.99,1,14361,2006-02-14 15:16:03,5195
192,2.99,1,5400,2005-07-09 19:56:40,5200
192,2.99,2,7147,2005-07-27 07:02:34,5203
192,0.99,2,8051,2005-07-28 16:56:16,5204
192,4.99,1,11815,2005-08-17 12:13:26,5211
192,7.99,2,14238,2005-08-21 05:16:40,5214
192,2.99,2,15855,2005-08-23 15:59:01,5217
193,4.99,1,1325,2005-06-15 11:03:24,5221
193,4.99,2,15164,2005-08-22 14:47:53,5240
194,7.99,2,677,2005-05-28 23:00:08,5245
194,7.99,1,2245,2005-06-18 04:52:59,5247
194,5.99,2,11475,2005-08-02 21:55:09,5256
195,2.99,1,4315,2005-07-07 17:40:26,5263
195,0.99,2,8479,2005-07-29 08:42:04,5269
195,7.99,1,11201,2005-08-02 11:49:16,5274
196,4.99,2,4999,2005-07-09 01:12:57,5294
196,0.99,2,8266,2005-07-29 01:20:16,5300
196,2.99,1,11104,2005-08-02 08:09:58,5308
196,0.99,2,12430,2005-08-18 10:32:41,5309
197,0.99,1,215,2005-05-26 09:02:47,5317
197,2.99,1,391,2005-05-27 11:03:55,5318
197,2.99,1,683,2005-05-29 00:09:48,5320
197,0.99,1,918,2005-05-30 11:32:24,5323
197,2.99,2,1175,2005-06-15 00:15:15,5324
197,8.99,2,1605,2005-06-16 06:17:55,5327
197,4.99,2,1919,2005-06-17 05:40:52,5328
197,4.99,1,2750,2005-06-19 16:37:24,5330
197,8.99,1,4486,2005-07-08 01:09:09,5332
197,2.99,1,11478,2005-08-02 22:09:05,5347
197,0.99,2,15233,2005-08-22 17:41:53,5354
197,8.99,1,15540,2005-08-23 04:12:52,5355
198,0.99,2,9389,2005-07-30 19:27:59,5374
198,3.99,1,11351,2005-08-02 17:28:07,5378
198,4.99,2,12594,2005-08-18 16:24:24,5385
198,5.99,1,12862,2005-08-19 02:31:59,5386
198,2.99,2,14380,2005-08-21 09:53:52,5389
198,4.99,2,14990,2005-08-22 07:48:01,5390
198,6.99,1,15256,2005-08-22 18:20:07,5391
199,4.99,1,1406,2005-06-15 16:44:00,5394
199,2.99,1,4499,2005-07-08 02:08:48,5397
199,4.99,2,6782,2005-07-12 16:23:25,5403
199,2.99,1,9752,2005-07-31 09:22:02,5406
199,4.99,2,9894,2005-07-31 14:07:44,5407
199,2.99,1,10196,2005-08-01 00:34:51,5409
199,4.99,2,10517,2005-08-01 11:41:57,5410
199,8.99,1,10850,2005-08-01 23:53:45,5411
199,0.99,1,12386,2005-08-18 08:45:57,5413
199,2.99,2,13952,2006-02-14 15:16:03,5417
200,1.99,2,1296,2005-06-15 09:23:59,5419
200,4.99,2,1309,2005-06-15 10:10:49,5420
200,3.99,1,3190,2005-06-20 23:27:15,5425
200,2.99,2,6167,2005-07-11 10:21:21,5429
200,2.99,1,7574,2005-07-27 22:53:00,5432
200,5.99,1,13737,2005-08-20 10:41:50,5438
200,2.99,2,11866,2006-02-14 15:16:03,5444
201,3.99,1,311,2005-05-26 22:51:37,5445
201,5.99,2,756,2005-05-29 10:28:45,5447
201,7.99,1,3364,2005-06-21 12:37:46,5452
201,6.99,2,3708,2005-07-06 10:23:27,5454
201,2.99,2,7606,2005-07-28 00:02:15,5456
201,5.99,2,10750,2005-08-01 20:06:00,5458
201,0.99,2,11807,2005-08-17 11:51:15,5461
201,2.99,2,13672,2005-08-20 08:27:27,5465
201,2.99,1,15887,2005-08-23 16:54:09,5468
202,4.99,1,1535,2005-06-16 00:52:04,5471
202,0.99,2,3148,2005-06-20 20:27:18,5473
202,8.99,1,3861,2005-07-06 17:24:49,5474
202,2.99,1,5297,2005-07-09 15:32:29,5477
202,2.99,1,8351,2005-07-29 04:50:53,5480
202,2.99,1,8830,2005-07-29 22:34:35,5482
202,0.99,2,8930,2005-07-30 02:28:38,5483
202,4.99,2,9751,2005-07-31 09:20:50,5486
202,4.99,1,13196,2005-08-19 14:40:32,5491
203,0.99,1,314,2005-05-26 23:09:41,5496
203,5.99,2,5579,2005-07-10 04:04:29,5502
203,0.99,1,8039,2005-07-28 16:35:16,5504
203,4.99,1,8463,2005-07-29 08:17:51,5505
203,10.99,2,9015,2005-07-30 05:21:32,5507
203,0.99,1,12519,2005-08-18 13:42:14,5511
203,4.99,2,13841,2005-08-20 14:25:18,5512
203,2.99,2,15798,2005-08-23 14:23:03,5514
204,0.99,2,251,2005-05-26 14:35:40,5516
204,2.99,1,1321,2005-06-15 10:49:17,5520
204,4.99,1,1871,2005-06-17 02:25:12,5522
204,0.99,1,4043,2005-07-07 03:09:50,5526
204,6.99,1,6694,2005-07-12 12:39:23,5533
204,2.99,2,6871,2005-07-12 20:13:49,5534
204,4.99,1,15364,2005-08-22 21:41:41,5549
205,5.99,2,2237,2005-06-18 04:17:44,5554
205,4.99,1,4729,2005-07-08 12:59:40,5558
206,5.99,2,2477,2005-06-18 20:58:46,5570
206,5.99,1,3533,2005-07-06 01:26:44,5572
206,0.99,2,3831,2005-07-06 16:06:35,5573
206,5.99,1,8217,2005-07-28 23:44:13,5582
206,3.99,2,10930,2005-08-02 02:38:07,5585
206,4.99,1,13128,2005-08-19 12:04:16,5588
206,2.99,2,13232,2005-08-19 16:13:32,5589
206,9.99,2,13550,2005-08-20 03:58:51,5591
207,6.99,2,826,2005-05-29 21:56:15,5599
207,5.99,2,4713,2005-07-08 12:12:33,5606
207,0.99,1,4816,2005-07-08 17:14:14,5607
207,0.99,1,5258,2005-07-09 13:56:56,5609
207,5.99,2,6465,2005-07-12 01:17:11,5612
207,5.99,1,8800,2005-07-29 21:18:59,5616
207,2.99,2,9652,2005-07-31 05:49:53,5617
207,3.99,2,10234,2005-08-01 01:56:20,5618
207,5.99,2,11286,2005-08-02 14:44:22,5622
207,2.99,2,13655,2005-08-20 07:59:13,5625
208,4.99,1,100,2005-05-25 16:50:28,5630
208,0.99,1,1805,2005-06-16 20:36:00,5631
208,2.99,1,5117,2005-07-09 07:11:22,5639
208,1.99,1,6767,2005-07-12 15:46:55,5642
208,1.99,1,8742,2005-07-29 18:56:12,5646
208,6.99,2,11805,2005-08-17 11:48:47,5652
209,9.99,2,340,2005-05-27 03:55:25,5656
209,5.99,2,5219,2005-07-09 11:57:55,5669
209,3.99,1,7269,2005-07-27 11:23:47,5672
209,0.99,1,9923,2005-07-31 15:00:15,5679
209,6.99,2,14631,2005-08-21 18:47:49,5685
210,4.99,2,3563,2005-07-06 02:57:01,5691
210,4.99,2,3884,2005-07-06 18:41:33,5692
210,2.99,1,4306,2005-07-07 17:12:32,5694
210,5.99,1,4620,2005-07-08 08:01:44,5697
210,1.99,1,6564,2005-07-12 05:34:44,5703
210,5.99,1,7743,2005-07-28 05:36:13,5704
210,8.99,2,8336,2005-07-29 04:20:42,5706
210,0.99,2,8738,2005-07-29 18:32:47,5708
210,2.99,2,12909,2005-08-19 04:20:25,5712
210,6.99,2,14639,2005-08-21 19:01:39,5715
210,4.99,2,14876,2005-08-22 03:39:29,5716
210,8.99,2,15942,2005-08-23 18:48:40,5718
211,0.99,2,6438,2005-07-12 00:23:01,5730
211,1.99,1,6722,2005-07-12 13:44:03,5732
211,2.99,1,7975,2005-07-28 14:12:47,5734
211,6.99,2,8961,2005-07-30 03:43:35,5735
211,0.99,1,9953,2005-07-31 15:56:35,5737
211,2.99,1,10445,2005-08-01 09:02:15,5738
211,4.99,2,10928,2005-08-02 02:34:12,5739
211,2.99,2,13942,2005-08-20 17:30:52,5745
211,1.99,2,14812,2005-08-22 01:10:32,5748
211,6.99,2,15538,2005-08-23 04:07:37,5750
213,0.99,2,385,2005-05-27 10:23:25,5773
213,0.99,1,5431,2005-07-09 21:21:11,5787
213,2.99,2,6725,2005-07-12 13:47:17,5788
213,2.99,2,9340,2005-07-30 18:07:16,5793
213,2.99,1,10449,2005-08-01 09:09:59,5795
213,6.99,1,14744,2005-08-21 22:45:21,5799
214,1.99,1,242,2005-05-26 13:05:08,5801
214,2.99,2,11450,2005-08-02 20:45:54,5819
214,4.99,2,12463,2005-08-18 11:31:34,5821
214,4.99,2,14347,2005-08-21 08:42:31,5828
214,0.99,1,14567,2005-08-21 16:27:25,5829
215,4.99,2,1599,2005-06-16 06:03:33,5835
215,4.99,2,1845,2005-06-16 23:56:11,5836
215,2.99,1,5886,2005-07-10 19:36:25,5841
215,4.99,2,9611,2005-07-31 03:54:43,5846
216,0.99,1,1664,2005-06-16 10:15:20,5860
216,3.99,1,1672,2005-06-16 10:37:34,5861
216,4.99,1,8068,2005-07-28 17:22:28,5867
216,0.99,1,9096,2005-07-30 08:39:23,5869
216,0.99,1,11005,2005-08-02 05:05:23,5871
216,7.99,2,11621,2005-08-17 04:13:45,5872
216,2.99,2,15199,2005-08-22 16:17:49,5877
217,2.99,1,1322,2005-06-15 10:55:09,5883
217,0.99,1,9159,2005-07-30 11:16:37,5891
217,2.99,2,9317,2005-07-30 17:13:37,5892
217,6.99,2,9632,2005-07-31 05:02:23,5893
218,0.99,1,2267,2005-06-18 06:10:23,5906
218,0.99,1,5226,2005-07-09 12:10:44,5908
218,0.99,1,10114,2005-07-31 21:12:58,5914
218,2.99,1,11654,2005-08-17 05:06:19,5915
219,0.99,2,5123,2005-07-09 07:20:30,5927
219,4.99,2,5416,2005-07-09 20:33:50,5928
219,4.99,2,6172,2005-07-11 10:32:09,5931
219,0.99,1,8430,2005-07-29 07:12:17,5936
219,4.99,1,13765,2005-08-20 11:39:00,5942
220,0.99,2,409,2005-05-27 14:10:58,5948
220,2.99,2,5613,2005-07-10 05:15:43,5952
220,0.99,2,6412,2005-07-11 23:19:21,5955
220,10.99,2,9455,2005-07-30 22:20:29,5961
221,0.99,1,1369,2005-06-15 14:29:14,5976
221,6.99,1,4693,2005-07-08 11:07:36,5983
221,0.99,2,8486,2005-07-29 08:53:38,5989
223,2.99,2,5996,2005-07-11 01:18:33,6030
223,2.99,1,15662,2005-08-23 08:52:50,6040
224,2.99,2,6999,2005-07-27 01:21:19,6048
224,0.99,2,8255,2005-07-29 01:02:30,6049
224,2.99,2,8439,2005-07-29 07:28:43,6050
224,4.99,1,8605,2005-07-29 13:13:34,6051
224,4.99,2,13075,2005-08-19 10:10:10,6056
224,2.99,2,14880,2005-08-22 03:44:36,6060
225,7.99,2,2226,2005-06-18 03:39:56,6065
225,4.99,2,3574,2005-07-06 03:36:01,6066
225,7.99,1,4824,2005-07-08 17:37:39,6068
225,4.99,1,5067,2005-07-09 04:52:35,6070
225,7.99,1,8054,2005-07-28 17:02:18,6078
225,2.99,1,10793,2005-08-01 21:48:03,6083
225,5.99,2,14444,2005-08-21 12:07:25,6088
226,2.99,1,5282,2005-07-09 15:01:23,6093
226,5.99,2,7288,2005-07-27 12:24:59,6096
226,6.99,1,14491,2005-08-21 13:55:39,6101
227,0.99,2,3065,2005-06-20 13:53:53,6115
227,5.99,1,3576,2005-07-06 03:40:01,6116
227,2.99,1,4680,2005-07-08 10:35:28,6119
227,0.99,1,8234,2005-07-29 00:19:20,6123
227,4.99,2,13379,2005-08-19 21:33:39,6130
227,4.99,2,15976,2005-08-23 20:07:08,6132
228,2.99,2,2863,2005-06-19 23:58:38,6137
228,6.99,1,3715,2005-07-06 10:51:48,6142
228,0.99,2,5902,2005-07-10 20:31:24,6149
228,1.99,2,6141,2005-07-11 08:52:16,6150
228,2.99,1,8147,2005-07-28 20:37:56,6154
228,4.99,1,10585,2005-08-01 14:00:42,6155
228,4.99,2,13458,2005-08-20 00:35:30,6158
229,0.99,1,3208,2005-06-21 00:50:03,6162
229,7.99,1,3277,2005-06-21 05:36:37,6163
229,4.99,2,3933,2005-07-06 21:06:37,6165
229,4.99,2,6155,2005-07-11 09:45:31,6170
229,7.99,2,7640,2005-07-28 01:14:49,6176
229,4.99,1,11521,2005-08-17 00:04:54,6178
229,0.99,2,13295,2006-02-14 15:16:03,6185
230,0.99,1,32,2005-05-25 04:06:21,6186
230,3.99,2,1468,2005-06-15 20:48:22,6188
230,0.99,2,2675,2005-06-19 11:52:15,6192
230,3.99,1,4509,2005-07-08 02:32:38,6194
230,4.99,2,7390,2005-07-27 15:59:19,6202
230,2.99,2,10874,2005-08-02 00:31:00,6209
230,5.99,2,11148,2005-08-02 09:47:08,6210
230,2.99,1,14340,2005-08-21 08:38:21,6218
231,5.99,1,329,2005-05-27 01:57:14,6219
231,8.99,1,512,2005-05-28 03:07:50,6221
231,0.99,2,4969,2005-07-08 23:51:26,6226
231,0.99,1,8556,2005-07-29 11:18:27,6231
231,2.99,2,9711,2005-07-31 08:06:41,6233
231,2.99,2,11113,2005-08-02 08:26:24,6234
231,0.99,1,12214,2005-08-18 02:34:22,6237
