data_rilascio,lingua,tariffa_noleggio,titolo,descrizione,voto,film_id,durata,lingua_originale_id,costo_sostituzione,durata_noleggio
2006,English,2.99,GLORY TRACY,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,PG-13,362,115,,13.99,7
2006,English,0.99,GO PURPLE,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,R,363,54,,12.99,3
2006,English,2.99,GODFATHER DIARY,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,NC-17,364,73,,14.99,3
2006,English,4.99,GOLD RIVER,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,R,365,154,,21.99,4
2006,English,0.99,GOLDFINGER SENSIBILITY,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,G,366,93,,29.99,3
2006,English,0.99,GOLDMINE TYCOON,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,R,367,153,,20.99,6
2006,English,2.99,GONE TROUBLE,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,R,368,84,,20.99,7
2006,English,4.99,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,PG,369,56,,22.99,4
2006,English,2.99,GORGEOUS BINGO,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,R,370,108,,26.99,4
2006,English,4.99,GRACELAND DYNAMITE,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,R,372,140,,26.99,5
2006,English,2.99,GRADUATE LORD,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,G,373,156,,14.99,7
2006,English,0.99,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,PG,374,117,,29.99,3
2006,English,2.99,GRAIL FRANKENSTEIN,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,NC-17,375,85,,17.99,4
2006,English,0.99,GRAPES FURY,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,G,376,155,,20.99,4
2006,English,0.99,GREASE YOUTH,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,G,377,135,,20.99,7
2006,English,2.99,GREATEST NORTH,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,NC-17,378,93,,24.99,5
2006,English,0.99,GREEDY ROOTS,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,R,379,166,,14.99,7
2006,English,2.99,GREEK EVERYONE,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,PG,380,176,,11.99,7
2006,English,4.99,GRINCH MASSAGE,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,R,381,150,,25.99,7
2006,English,0.99,GRIT CLOCKWORK,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,PG,382,137,,21.99,3
2006,English,0.99,GROOVE FICTION,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,NC-17,383,111,,13.99,6
2006,English,4.99,GROSSE WONDERFUL,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,R,384,49,,19.99,5
2006,English,4.99,GROUNDHOG UNCUT,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,PG-13,385,139,,26.99,6
2006,English,4.99,GUMP DATE,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,NC-17,386,53,,12.99,3
2006,English,0.99,GUN BONNIE,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,G,387,100,,27.99,7
2006,English,0.99,GUNFIGHT MOON,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,NC-17,388,70,,16.99,5
2006,English,2.99,GUNFIGHTER MUSSOLINI,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,PG-13,389,127,,9.99,3
2006,English,4.99,GUYS FALCON,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,R,390,84,,20.99,4
2006,English,2.99,HALF OUTFIELD,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,PG-13,391,146,,25.99,6
2006,English,4.99,HALL CASSIDY,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,NC-17,392,51,,13.99,5
2006,English,2.99,HALLOWEEN NUTS,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,PG-13,393,47,,19.99,6
2006,English,2.99,HAMLET WISDOM,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,R,394,146,,21.99,7
2006,English,0.99,HANDICAP BOONDOCK,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,R,395,108,,28.99,4
2006,English,4.99,HANGING DEEP,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,G,396,62,,18.99,5
2006,English,2.99,HANKY OCTOBER,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,NC-17,397,107,,26.99,5
2006,English,4.99,HANOVER GALAXY,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,NC-17,398,47,,21.99,5
2006,English,2.99,HAPPINESS UNITED,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,G,399,100,,23.99,6
2006,English,2.99,HARDLY ROBBERS,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,R,400,72,,15.99,7
2006,English,0.99,HAROLD FRENCH,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,NC-17,401,168,,10.99,6
2006,English,0.99,HARPER DYING,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,G,402,52,,15.99,3
2006,English,4.99,HARRY IDAHO,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,PG-13,403,121,,18.99,5
2006,English,4.99,HAUNTED ANTITRUST,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,NC-17,405,76,,13.99,6
2006,English,0.99,HAUNTING PIANIST,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,R,406,181,,22.99,5
2006,English,0.99,HAWK CHILL,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,PG-13,407,47,,12.99,5
2006,English,4.99,HEAD STRANGER,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,R,408,69,,28.99,4
2006,English,4.99,HEARTBREAKERS BRIGHT,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,G,409,59,,9.99,3
2006,English,2.99,HEAVEN FREEDOM,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,PG,410,48,,19.99,7
2006,English,4.99,HEAVENLY GUN,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,NC-17,411,49,,13.99,5
2006,English,4.99,HEAVYWEIGHTS BEAST,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,G,412,102,,25.99,6
2006,English,2.99,HEDWIG ALTER,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,NC-17,413,169,,16.99,7
2006,English,2.99,HELLFIGHTERS SIERRA,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,PG,414,75,,23.99,3
2006,English,2.99,HIGH ENCINO,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,R,415,84,,23.99,3
2006,English,0.99,HIGHBALL POTTER,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,R,416,110,,10.99,6
2006,English,0.99,HILLS NEIGHBORS,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,G,417,93,,29.99,5
2006,English,0.99,HOBBIT ALIEN,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,PG-13,418,157,,27.99,5
2006,English,4.99,HOLES BRANNIGAN,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,PG,420,128,,27.99,7
2006,English,4.99,HOLIDAY GAMES,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,PG-13,421,78,,10.99,7
2006,English,4.99,HOLLOW JEOPARDY,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,NC-17,422,136,,25.99,7
2006,English,0.99,HOLLYWOOD ANONYMOUS,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,PG,423,69,,29.99,7
2006,English,0.99,HOLOCAUST HIGHBALL,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,R,424,149,,12.99,6
2006,English,0.99,HOLY TADPOLE,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,R,425,88,,20.99,6
2006,English,4.99,HOME PITY,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,R,426,185,,15.99,7
2006,English,0.99,HOMEWARD CIDER,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,R,427,103,,19.99,5
2006,English,2.99,HOMICIDE PEACH,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,PG-13,428,141,,21.99,6
2006,English,0.99,HONEY TIES,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,R,429,84,,29.99,3
2006,English,0.99,HOOK CHARIOTS,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,G,430,49,,23.99,7
2006,English,2.99,HOOSIERS BIRDCAGE,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,G,431,176,,12.99,3
2006,English,2.99,HOPE TOOTSIE,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,NC-17,432,139,,22.99,4
2006,English,2.99,HORN WORKING,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,PG,433,95,,23.99,4
2006,English,0.99,HORROR REIGN,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,R,434,139,,25.99,3
2006,English,4.99,HOTEL HAPPINESS,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,PG-13,435,181,,28.99,6
2006,English,0.99,HOURS RAGE,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,NC-17,436,122,,14.99,4
2006,English,2.99,HOUSE DYNAMITE,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,R,437,109,,13.99,7
2006,English,2.99,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,NC-17,438,68,,22.99,3
2006,English,4.99,HUNCHBACK IMPOSSIBLE,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,PG-13,439,151,,28.99,4
2006,English,0.99,HUNGER ROOF,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,G,440,105,,21.99,6
2006,English,2.99,HUNTER ALTER,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,PG-13,441,125,,21.99,5
2006,English,2.99,HUNTING MUSKETEERS,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,NC-17,442,65,,24.99,6
2006,English,2.99,HURRICANE AFFAIR,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,PG,443,49,,11.99,6
2006,English,4.99,HUSTLER PARTY,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,NC-17,444,83,,22.99,3
2006,English,2.99,HYDE DOCTOR,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,G,445,100,,11.99,5
2006,English,4.99,HYSTERICAL GRAIL,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,PG,446,150,,19.99,5
2006,English,2.99,ICE CROSSING,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,R,447,131,,28.99,5
2006,English,2.99,IDAHO LOVE,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,PG-13,448,172,,25.99,3
2006,English,2.99,IDENTITY LOVER,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,PG-13,449,119,,12.99,4
2006,English,2.99,IDOLS SNATCHERS,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,NC-17,450,84,,29.99,5
2006,English,4.99,IGBY MAKER,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,NC-17,451,160,,12.99,7
2006,English,0.99,ILLUSION AMELIE,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,R,452,122,,15.99,4
2006,English,2.99,IMAGE PRINCESS,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,PG-13,453,178,,17.99,3
2006,English,0.99,IMPACT ALADDIN,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,PG-13,454,180,,20.99,6
2006,English,4.99,IMPOSSIBLE PREJUDICE,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,NC-17,455,103,,11.99,7
2006,English,4.99,INCH JET,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,NC-17,456,167,,18.99,6
2006,English,0.99,INDEPENDENCE HOTEL,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,NC-17,457,157,,21.99,5
2006,English,0.99,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,NC-17,458,135,,26.99,4
2006,English,4.99,INFORMER DOUBLE,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,NC-17,459,74,,23.99,4
2006,English,4.99,INNOCENT USUAL,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,PG-13,460,178,,26.99,3
2006,English,0.99,INSECTS STONE,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,NC-17,461,123,,14.99,3
2006,English,2.99,INSIDER ARIZONA,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,NC-17,462,78,,17.99,5
2006,English,2.99,INSTINCT AIRPORT,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,PG,463,116,,21.99,4
2006,English,2.99,INTENTIONS EMPIRE,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,PG-13,464,107,,13.99,3
2006,English,4.99,INTERVIEW LIAISONS,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,R,465,59,,17.99,4
2006,English,4.99,INTOLERABLE INTENTIONS,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,PG-13,466,63,,20.99,6
2006,English,0.99,INTRIGUE WORST,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,G,467,181,,10.99,6
2006,English,2.99,INVASION CYCLONE,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,PG,468,97,,12.99,5
2006,English,4.99,IRON MOON,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,PG,469,46,,27.99,7
2006,English,4.99,ISHTAR ROCKETEER,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,R,470,79,,24.99,4
2006,English,2.99,ISLAND EXORCIST,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,NC-17,471,84,,23.99,7
2006,English,4.99,ITALIAN AFRICAN,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,G,472,174,,24.99,3
2006,English,2.99,JACKET FRISCO,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,PG-13,473,181,,16.99,5
2006,English,2.99,JADE BUNCH,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,NC-17,474,174,,21.99,6
2006,English,0.99,JAPANESE RUN,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,G,475,135,,29.99,6
2006,English,2.99,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,NC-17,476,130,,9.99,5
2006,English,0.99,JAWBREAKER BROOKLYN,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,PG,477,118,,15.99,5
2006,English,2.99,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,G,478,112,,10.99,4
2006,English,0.99,JEDI BENEATH,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,PG,479,128,,12.99,7
2006,English,2.99,JEEPERS WEDDING,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,R,480,84,,29.99,3
2006,English,2.99,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,PG,481,58,,22.99,4
2006,English,0.99,JEOPARDY ENCINO,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,R,482,102,,12.99,3
2006,English,2.99,JERICHO MULAN,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,NC-17,483,171,,29.99,3
2006,English,2.99,JERK PAYCHECK,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,NC-17,484,172,,13.99,3
2006,English,4.99,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,PG,485,60,,16.99,6
2006,English,4.99,JET NEIGHBORS,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,R,486,59,,14.99,7
2006,English,4.99,JINGLE SAGEBRUSH,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,PG-13,487,124,,29.99,6
2006,English,0.99,JOON NORTHWEST,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,NC-17,488,105,,23.99,3
2006,English,0.99,JUGGLER HARDLY,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,PG-13,489,54,,14.99,4
2006,English,2.99,JUMANJI BLADE,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,G,490,121,,13.99,4
2006,English,0.99,JUMPING WRATH,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,NC-17,491,74,,18.99,4
2006,English,0.99,JUNGLE CLOSER,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,NC-17,492,134,,11.99,6
2006,English,0.99,KANE EXORCIST,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,R,493,92,,18.99,5
2006,English,0.99,KARATE MOON,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,PG-13,494,120,,21.99,4
2006,English,2.99,KENTUCKIAN GIANT,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,PG,495,169,,10.99,5
2006,English,0.99,KICK SAVANNAH,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,PG-13,496,179,,10.99,3
2006,English,0.99,KILL BROTHERHOOD,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,G,497,54,,15.99,4
2006,English,2.99,KILLER INNOCENT,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,R,498,161,,11.99,7
2006,English,4.99,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,NC-17,499,184,,24.99,3
2006,English,4.99,KISS GLORY,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,PG-13,500,163,,11.99,5
2006,English,4.99,KISSING DOLLS,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,R,501,141,,9.99,3
2006,English,2.99,KNOCK WARLOCK,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,PG-13,502,71,,21.99,4
2006,English,2.99,KRAMER CHOCOLATE,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,R,503,171,,24.99,3
2006,English,0.99,KWAI HOMEWARD,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,PG-13,504,46,,25.99,5
2006,English,2.99,LABYRINTH LEAGUE,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,PG-13,505,46,,24.99,6
2006,English,4.99,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,PG,506,67,,14.99,4
2006,English,0.99,LADYBUGS ARMAGEDDON,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,NC-17,507,113,,13.99,4
2006,English,4.99,LAMBS CINCINATTI,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,PG-13,508,144,,18.99,6
2006,English,0.99,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,NC-17,509,78,,26.99,5
2006,English,4.99,LAWLESS VISION,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,G,510,181,,29.99,6
2006,English,0.99,LAWRENCE LOVE,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,NC-17,511,175,,23.99,7
2006,English,4.99,LEAGUE HELLFIGHTERS,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,PG-13,512,110,,25.99,5
2006,English,2.99,LEATHERNECKS DWARFS,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,PG-13,513,153,,21.99,6
2006,English,2.99,LEBOWSKI SOLDIERS,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,PG-13,514,69,,17.99,6
2006,English,4.99,LEGALLY SECRETARY,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,PG,515,113,,14.99,7
2006,English,0.99,LEGEND JEDI,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,PG,516,59,,18.99,7
2006,English,0.99,LESSON CLEOPATRA,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,NC-17,517,167,,28.99,3
2006,English,4.99,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,PG,518,140,,15.99,5
2006,English,2.99,LIBERTY MAGNIFICENT,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,G,519,138,,27.99,3
2006,English,2.99,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,NC-17,520,91,,28.99,7
2006,English,4.99,LIES TREATMENT,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,NC-17,521,147,,28.99,7
2006,English,2.99,LIFE TWISTED,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,NC-17,522,137,,9.99,4
2006,English,0.99,LIGHTS DEER,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,R,523,174,,21.99,7
2006,English,0.99,LION UNCUT,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,PG,524,50,,13.99,6
2006,English,0.99,LOATHING LEGALLY,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,R,525,140,,29.99,4
2006,English,2.99,LOCK REAR,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,R,526,120,,10.99,7
2006,English,4.99,LOLA AGENT,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,PG,527,85,,24.99,4
2006,English,2.99,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,NC-17,528,155,,25.99,4
2006,English,2.99,LONELY ELEPHANT,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,G,529,67,,12.99,3
2006,English,2.99,LORD ARIZONA,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,PG-13,530,108,,27.99,5
2006,English,0.99,LOSE INCH,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,R,531,137,,18.99,3
2006,English,4.99,LOSER HUSTLER,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,PG,532,80,,28.99,5
2006,English,2.99,LOST BIRD,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,PG-13,533,98,,21.99,4
2006,English,0.99,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,PG-13,534,70,,18.99,5
2006,English,0.99,LOVE SUICIDES,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,R,535,181,,21.99,6
2006,English,2.99,LOVELY JINGLE,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,PG,536,65,,18.99,3
2006,English,2.99,LOVER TRUMAN,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,G,537,75,,29.99,3
2006,English,0.99,LOVERBOY ATTACKS,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,PG-13,538,162,,19.99,7
2006,English,2.99,LUCK OPUS,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,NC-17,539,152,,21.99,7
2006,English,2.99,LUCKY FLYING,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,PG-13,540,97,,10.99,7
2006,English,2.99,LUKE MUMMY,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,NC-17,541,74,,21.99,5
2006,English,2.99,LUST LOCK,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,G,542,52,,28.99,3
2006,English,4.99,MADIGAN DORADO,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,R,543,116,,20.99,5
2006,English,2.99,MADISON TRAP,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,R,544,147,,11.99,4
2006,English,0.99,MADNESS ATTACKS,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,PG-13,545,178,,14.99,4
