Fiscal year,IRTC percent,Section name,Branch ID,Sector percent,Gender equality (marker),Participatory development and good governance,Organisation sub-class,Regional program (marker),Youth issues (marker),Sector ID,Section ID,Climate change adaptation (marker),Biodiversity (marker),CountryRegion name,FSTC percent,Organisation type,Knowledge for development (marker),Status,Climate change mitigation (marker),Organisation class,CIDA business delivery model (old),Indigenous issues (marker),Disability issues (marker),Amount spent,ICT as a tool for development (marker),Division name,Continent ID,Programming process (new),CFLI (marker),CountryRegion percent,Project number,Desertification (marker),Children issues (marker),Fund centre ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Antigua/Barbuda,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Barbados,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Bahamas,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Belize,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Costa Rica,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,131089.5413,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.303,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Dominica Cmwlt.,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Grenada,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Guatemala,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,134983.29,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.312,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Guyana,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Jamaica,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,St.Kitts Nevis,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Saint Lucia,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Montserrat,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Suriname,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,Trinidad/Tobago,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Americas Section,B4400,1.0,0,0,CONSULTING SERVICES,1,0,33110,S4400,0,0,St.Vincent & Gr,1.0,Canadian Profit Making,0,Closed,0,Civil Society,Responsive,0,0,11897.56563,0,NDD Americas Programming,1,Uncoded: Pre-APP,0,0.0275,A032797001,0,0,4404,2185645.31,NGM Americas,D4400,Inter American,2185645.31,1,Not PBA,0
2009/2010,0.0,Philippines and Mongolia,B4100,0.5,2,1,SPECIALIZED INSTITUTE,0,0,15110,S4130,0,0,Philippines,1.0,Canadian Non-Profit Making,0,Operational,0,Civil Society,Directive,0,0,738503.915,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A032798001,0,0,4128,18000000.0,OGM Asia Pacific,D4100,Philippines,18000000.0,1,Not PBA,1
2009/2010,0.0,Philippines and Mongolia,B4100,0.25,2,1,SPECIALIZED INSTITUTE,0,0,15111,S4130,0,0,Philippines,1.0,Canadian Non-Profit Making,0,Operational,0,Civil Society,Directive,0,0,369251.9575,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A032798001,0,0,4128,18000000.0,OGM Asia Pacific,D4100,Philippines,18000000.0,1,Not PBA,1
2009/2010,0.0,Philippines and Mongolia,B4100,0.25,2,1,SPECIALIZED INSTITUTE,0,0,25010,S4130,0,0,Philippines,1.0,Canadian Non-Profit Making,0,Operational,0,Civil Society,Directive,0,0,369251.9575,0,OAD Asia Programming,3,Uncoded: Pre-APP,0,1.0,A032798001,0,0,4128,18000000.0,OGM Asia Pacific,D4100,Philippines,18000000.0,1,Not PBA,1
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Northern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,58500.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.03,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Northern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,136500.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.03,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Northern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,58500.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.03,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Northern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,136500.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.03,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,39000.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.02,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,91000.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.02,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,58500.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.03,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,136500.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.03,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Eastern Africa,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,146250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,341250.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.075,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,IFI,1,0,31110,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,273000.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.14,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,IFI,1,0,33140,S4227,0,0,Great Lakes Region,0.0,Foreign Non-Profit Making,0,Terminating,0,Multilateral,Core Funding,0,0,637000.0,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.14,A032808001,0,0,4246,9700000.0,WGM Sub-Saharan Africa,D4270,PanAfrica,9700000.0,1,Pooled funding,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Northern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Northern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Northern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Northern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Middle Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Middle Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.3,0,1,CONSULTANT,1,0,31110,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,1309.5243679999999,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
2009/2010,0.0,"Ethiopia, PanAfrica, SubRegional",B4200,0.7,0,1,CONSULTANT,1,0,33140,S4227,0,0,Eastern Africa,1.0,Canadian Profit Making,0,Terminating,0,Individual,Responsive,0,0,3055.556858,0,WED Southern & Eastern Africa,2,Uncoded: Pre-APP,0,0.1111,A032808002,0,0,4246,233365.9,WGM Sub-Saharan Africa,D4270,PanAfrica,233365.9,1,Not PBA,0
