assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_tissue,confidence_score,src_id,chembl_id
9160,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16434,Liver,1,1,CHEMBL625077
9161,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16434,Liver,1,1,CHEMBL625078
9162,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16434,Liver,1,1,CHEMBL874395
9163,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625079
9164,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625080
9165,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625081
9166,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625082
9167,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625083
9168,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625084
9169,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625085
9170,N,,,,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL625086
9171,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16434,Liver,1,1,CHEMBL625087
9172,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16434,Liver,1,1,CHEMBL625088
9173,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16434,Liver,1,1,CHEMBL622205
9174,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL622206
9175,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL622207
9176,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL622366
9177,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL622367
9178,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL875331
9179,N,,,,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,Intermediate,,,,2107.0,50597,BAO_0000218,A,,16435,Liver,1,1,CHEMBL622368
9180,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622369
9181,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622370
9182,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622371
9183,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622372
9184,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622373
9185,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622374
9186,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622375
9187,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622376
9188,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622377
9189,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622378
9190,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622379
9191,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622380
9192,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622381
9193,N,,,,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16435,Lung,1,1,CHEMBL622382
9194,N,,,,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 120 min,Intermediate,,,,2048.0,50597,BAO_0000218,A,,16434,Lung,1,1,CHEMBL622383
9195,N,,,,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured ( 5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Intermediate,,,,945.0,50597,BAO_0000218,A,,6175,Stomach,1,1,CHEMBL875332
9196,N,,,,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Intermediate,,,,945.0,50597,BAO_0000218,A,,6175,Stomach,1,1,CHEMBL622384
9197,N,,,,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (2.5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Intermediate,,,,945.0,50597,BAO_0000218,A,,6175,Stomach,1,1,CHEMBL622385
9198,N,,,,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),Intermediate,,,,945.0,50597,BAO_0000218,A,,6175,Stomach,1,1,CHEMBL622386
9199,N,,,,The compound was tested for the plasma binding in rat,Intermediate,,,,,50597,BAO_0000218,A,,10839,,1,1,CHEMBL622387
9200,N,,,,"Plasma concentration after intravenous aministration at 1hr, (1 mg/kg, n=3)",Intermediate,,,,,50597,BAO_0000218,A,,16459,,1,1,CHEMBL622388
9201,N,,,,"Plasma concentration after intravenous aministration at 30 min. (1 mg/kg, n=3)",Intermediate,,,,,50597,BAO_0000218,A,,16459,,1,1,CHEMBL622389
9202,N,,,,"Plasma concentration after intravenous aministration at 60 min. (1 mg/kg, n=3)",Intermediate,,,,,50597,BAO_0000218,A,,16459,,1,1,CHEMBL622390
9203,N,,,,Plasma concentration after oral aministration at 1 hr. (10 mg/kg),Intermediate,,,,,50597,BAO_0000218,A,,16459,,1,1,CHEMBL622391
9204,N,,,,Plasma concentration after oral aministration at 2 hr. (10 mg/kg),Intermediate,,,,,50597,BAO_0000218,A,,16459,,1,1,CHEMBL622392
9205,N,,,,Plasma concentration after oral aministration at 4 hr. (10 mg/kg),Intermediate,,,,,50597,BAO_0000218,A,,16459,,1,1,CHEMBL622393
9206,N,,,,Plasma level at 2 hr after administration of the compound,Intermediate,,,,,50597,BAO_0000218,A,,3278,,1,1,CHEMBL622394
9207,N,,,,plasma level at 2 hr after administration of the compound,Intermediate,,,,,50597,BAO_0000218,A,,3278,,1,1,CHEMBL622395
9208,N,,,,Stability in rat serum measured as % recovery at 1 min,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL622396
9209,N,,,,Stability in rat serum measured as % recovery at 10 min,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL624894
9210,N,,,,Stability in rat serum measured as % recovery at 10 mins,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL624895
9211,N,,,,Stability in rat serum measured as % recovery at 2 hr,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL624058
9212,N,,,,Stability in rat serum measured as % recovery at 3 min,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL624059
9213,N,,,,Stability in rat serum measured as % recovery at 3 mins,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL624060
9214,N,,,,Stability in rat serum measured as % recovery at 5 min,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL624061
9215,N,,,,Stability in rat serum measured as % recovery at 5 mins,Intermediate,,,,1977.0,50597,BAO_0000218,A,,4684,Serum,1,1,CHEMBL624062
9216,N,,,,Alpha-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,16456,,1,1,CHEMBL624063
9217,N,,,,Beta-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,16456,,1,1,CHEMBL624064
9218,N,,,,Half life in plasma was determined against ovariectomized rats; t 1/2 (h) is short in plasma,Intermediate,,,,1969.0,50597,BAO_0000218,A,,723,Plasma,1,1,CHEMBL624065
9219,N,,,,Half life in plasma was determined against ovariectomized rats; t1/2 is longer in plasma.,Intermediate,,,,1969.0,50597,BAO_0000218,A,,723,Plasma,1,1,CHEMBL624066
9220,N,,,,Half life tested in mature male rat at a dose of 30 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5160,,1,1,CHEMBL877490
9221,N,,,,Half life after intravenous administration of 1 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,4709,,1,1,CHEMBL874442
9222,N,,,,Half life period after administration (30 mg/kg) in rat,Intermediate,,,,,50597,BAO_0000218,A,,5633,,1,1,CHEMBL626890
9223,N,,,,Half life period in rat after 5 mg/Kg dose,Intermediate,,,,,50597,BAO_0000218,A,,5302,,1,1,CHEMBL626891
9224,N,,,,Half life period in rat after 5 mg/kg dose,Intermediate,,,,,50597,BAO_0000218,A,,5302,,1,1,CHEMBL626892
9225,N,,,,Half life period was determined,Intermediate,,,,,50597,BAO_0000218,A,,17791,,1,1,CHEMBL626893
9226,N,,,,Half life period was evaluated in rat,Intermediate,,,,,50597,BAO_0000218,A,,17791,,1,1,CHEMBL626894
9227,N,,,,Half life period was evaluated in rat; 0.5-1.0,Intermediate,,,,,50597,BAO_0000218,A,,17791,,1,1,CHEMBL626895
9228,N,,,,Half life period was evaluated in rat; 5.9-7.5,Intermediate,,,,,50597,BAO_0000218,A,,17791,,1,1,CHEMBL626896
9229,N,,,,Half-life in rat plasma,Intermediate,,,,1969.0,50597,BAO_0000218,A,,14512,Plasma,1,1,CHEMBL626897
9230,N,,,,Half-life time in rat was determined,Intermediate,,,,,50597,BAO_0000218,A,,6230,,1,1,CHEMBL626898
9231,N,,,,Terminal half-life after iv administration to rats,Intermediate,,,,,50597,BAO_0000218,A,,3364,,1,1,CHEMBL626899
9232,N,,,,Tested for iv terminal half-life dosed as a solution in male Han Wistar rats,Intermediate,,,,,50597,BAO_0000218,A,,6874,,1,1,CHEMBL626900
9233,N,,,,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg,Intermediate,,,,,50597,BAO_0000218,A,,857,,1,1,CHEMBL626901
9234,N,,,,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg (iv),Intermediate,,,,,50597,BAO_0000218,A,,858,,1,1,CHEMBL626902
9235,N,,,,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 5 umol/kg (iv),Intermediate,,,,,50597,BAO_0000218,A,,858,,1,1,CHEMBL626903
9236,N,,,,Time for peak concentration (tmax) at a dose of 10 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,5355,,1,1,CHEMBL874443
9237,N,,,,Time for peak concentration (tmax) at a dose of 20 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,5355,,1,1,CHEMBL626904
9238,N,,,,Half life in rats,Intermediate,,,,,50597,BAO_0000218,A,,6305,,1,1,CHEMBL626905
9239,N,,,,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 4 mg/kg to rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,13501,Plasma,1,1,CHEMBL873830
9240,N,,,,Apparent half-life after single intravenous bolus of 1 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,17594,,1,1,CHEMBL626906
9241,N,,,,Apparent terminal elimination half-life in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,Intermediate,,,,1969.0,50597,BAO_0000218,A,,4186,Plasma,1,1,CHEMBL631076
9242,N,,,,Biological half-life was measured in plasma of rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,2932,Plasma,1,1,CHEMBL631077
9243,N,,,,Circulatory half life measured after intravenous bolus administration of 50 mg/kg of compound to rats,Intermediate,,,,,50597,BAO_0000218,A,,17065,,1,1,CHEMBL631078
9244,N,,,,Compound demonstarted an oral bioavailability of 6% with the half-life time as given in rats.,Intermediate,,,,,50597,BAO_0000218,A,,15765,,1,1,CHEMBL631079
9245,N,,,,Compound was evaluated for half life (t1/2) upon intravenous administration of 1 mg/Kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,2713,,1,1,CHEMBL631080
9246,N,,,,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to female wistar rats,Intermediate,,,,,50597,BAO_0000218,A,,2661,,1,1,CHEMBL631081
9247,N,,,,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to male wistar rats,Intermediate,,,,,50597,BAO_0000218,A,,2661,,1,1,CHEMBL631239
9248,N,,,,Compound was evaluated for plasma half life in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,740,Plasma,1,1,CHEMBL631240
9249,N,,,,AUC value at a dose of 5 mg/kg (p.o.) in rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,6597,Plasma,1,1,CHEMBL631241
9250,N,,,,AUC value after administration of 20 mg/Kg oral dose in rat,Intermediate,,,,1969.0,50597,BAO_0000218,A,,2959,Plasma,1,1,CHEMBL631242
9251,N,,,,AUC0-24 after repeated oral dose of compound at 1 mg/kg in rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17594,Plasma,1,1,CHEMBL631243
9252,N,,,,AUC0-96 after administration at 50 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17596,Plasma,1,1,CHEMBL874444
9253,N,,,,AUC0-infinity after single intravenous bolus of 1 mg/kg in rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17594,Plasma,1,1,CHEMBL631244
9254,N,,,,"Absorption behavior was judged by the area under the curve, determined after oral dose of 30 mg/kg in rats.",Intermediate,,,,,50597,BAO_0000218,A,,3293,,1,1,CHEMBL631245
9255,N,,,,Area under curve (0-24 hr) at a dose of 10 mg/kg in male SD rats,Intermediate,,,,,50597,BAO_0000218,A,,6757,,1,1,CHEMBL627162
9256,N,,,,Area under curve (0-24 hr) at a dose of 100 mg/kg in male SD rats,Intermediate,,,,,50597,BAO_0000218,A,,6757,,1,1,CHEMBL627163
9257,N,,,,Area under curve (0-24 hr) at a dose of 50 mg/kg in male SD rats,Intermediate,,,,,50597,BAO_0000218,A,,6757,,1,1,CHEMBL627164
9258,N,,,,Area under curve (AUC) at a dose 1 mg/kg was determined in rat kidney,Intermediate,,,,2113.0,50597,BAO_0000218,A,,5979,Kidney,1,1,CHEMBL627165
9259,N,,,,Area under curve (AUC) at a dose 1 mg/kg was determined in rat liver,Intermediate,,,,,50597,BAO_0000218,A,,5979,,1,1,CHEMBL627166
9260,N,,,,Area under curve (AUC) at a dose 1 mg/kg was determined in rat lung,Intermediate,,,,,50597,BAO_0000218,A,,5979,,1,1,CHEMBL627167
9261,N,,,,Area under curve (AUC) at a dose of 30 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,4026,,1,1,CHEMBL627822
9262,N,,,,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,5355,,1,1,CHEMBL627823
9263,N,,,,Area under curve (AUC) was calculated using trapezoidal rule. at a dose of 10 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,5355,,1,1,CHEMBL627824
9264,N,,,,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,Intermediate,,,,,50597,BAO_0000218,A,,5355,,1,1,CHEMBL627825
9265,N,,,,Area under curve (AUC0-24 h) after administration (30 mg/kg) in rat,Intermediate,,,,,50597,BAO_0000218,A,,5633,,1,1,CHEMBL627826
9266,N,,,,Area under curve (Pharmacokinetic property) was determined,Intermediate,,,,,50597,BAO_0000218,A,,1716,,1,1,CHEMBL627827
9267,N,,,,Area under curve (Pharmacokinetic property) of the compound; Not determined,Intermediate,,,,,50597,BAO_0000218,A,,1716,,1,1,CHEMBL627828
9268,N,,,,Area under curve after intravenous administration (1 mg/kg) in rat,Intermediate,,,,,50597,BAO_0000218,A,,4689,,1,1,CHEMBL627829
9269,N,,,,Area under curve by intravenous administration at a dose of 10 uM/kg in rat was determined,Intermediate,,,,,50597,BAO_0000218,A,,4527,,1,1,CHEMBL627830
9270,N,,,,Area under curve by oral administration at a dose of 100 uM/kg in rat was determined,Intermediate,,,,,50597,BAO_0000218,A,,4527,,1,1,CHEMBL627831
9271,N,,,,Area under curve in male SD rats was observed after oral administration in rat,Intermediate,,,,,50597,BAO_0000218,A,,15662,,1,1,CHEMBL627832
9272,N,,,,Area under curve of compound after iv administration of 20 mg/kg dose in rat,Intermediate,,,,,50597,BAO_0000218,A,,4413,,1,1,CHEMBL627833
9273,N,,,,Area under curve of compound determined in rat after iv administration at a dose of 10 mg/kg,Expert,,,,,50597,BAO_0000218,A,,3598,,1,1,CHEMBL627834
9274,N,,,,Area under curve of compound from zero time to infinity determined in rat after iv administration at a dose of 10 mg/kg,Expert,,,,,50597,BAO_0000218,A,,3598,,1,1,CHEMBL628004
9275,N,,,,Area under curve at 5 mg/kg po was determined in rat,Intermediate,,,,,50597,BAO_0000218,A,,5964,,1,1,CHEMBL628005
9276,N,,,,Area under curve in Rat at a oral dose of 5 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,4689,,1,1,CHEMBL628006
9277,N,,,,Area under curve in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,Intermediate,,,,,50597,BAO_0000218,A,,4186,,1,1,CHEMBL628007
9278,N,,,,Area under curve was determined,Intermediate,,,,,50597,BAO_0000218,A,,5510,,1,1,CHEMBL625676
9279,N,,,,Area under curve after 10 mg/kg oral administration in rat at 0-24 hr,Intermediate,,,,,50597,BAO_0000218,A,,17858,,1,1,CHEMBL631309
9280,N,,,,Area under curve after intravenous administration at 3 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,17804,,1,1,CHEMBL631310
9281,N,,,,Area under curve after peroral administration at 10 mg/kg in rat for 0-6 h,Intermediate,,,,,50597,BAO_0000218,A,,6106,,1,1,CHEMBL631311
9282,N,,,,Area under curve at 4 hr in rat,Intermediate,,,,,50597,BAO_0000218,A,,5964,,1,1,CHEMBL631312
9283,N,,,,Area under curve at a dose of 30 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,4026,,1,1,CHEMBL631313
9284,N,,,,Area under curve at the dose of 2 mg/Kg administered perorally in rats,Intermediate,,,,,50597,BAO_0000218,A,,4756,,1,1,CHEMBL631314
9285,N,,,,Area under curve at the dose of 5 mg/Kg administered perorally in rats,Intermediate,,,,,50597,BAO_0000218,A,,4756,,1,1,CHEMBL631315
9286,N,,,,Area under curve for a 2-mpk po dose in SD rats,Intermediate,,,,,50597,BAO_0000218,A,,5862,,1,1,CHEMBL631316
9287,N,,,,Area under curve in SD rats,Intermediate,,,,,50597,BAO_0000218,A,,5862,,1,1,CHEMBL631317
9288,N,,,,Area under curve in rat after oral administration at 13 mg/kg dose,Intermediate,,,,,50597,BAO_0000218,A,,6644,,1,1,CHEMBL874471
9289,N,,,,Area under curve in rat by po administration at 0-24 hr,Intermediate,,,,,50597,BAO_0000218,A,,5871,,1,1,CHEMBL631318
9290,N,,,,Area under curve in rat plasma,Intermediate,,,,1969.0,50597,BAO_0000218,A,,5919,Plasma,1,1,CHEMBL631319
9291,N,,,,Area under curve in rat plasma for 0-4 hr after peroral administration at 10 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5939,,1,1,CHEMBL631320
9292,N,,,,Area under curve in rat plasma for 0-4 hr after peroral administration at 5 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5939,,1,1,CHEMBL631321
9293,N,,,,Area under curve was evaluated in rat at 3 mg/kg dose administered intravenously,Intermediate,,,,,50597,BAO_0000218,A,,10,,1,1,CHEMBL631322
9294,N,,,,Area under curve was measured from the graph obtained from concentration Vs time after oral administration to male F344 rats,Intermediate,,,,,50597,BAO_0000218,A,,11149,,1,1,CHEMBL631323
9295,N,,,,Area under curve value in rat at a dose of 5 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5302,,1,1,CHEMBL631324
9296,N,,,,Area under curve was determined after oral administration in rats,Intermediate,,,,,50597,BAO_0000218,A,,17796,,1,1,CHEMBL631325
9297,N,,,,Area under curve was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,Intermediate,,,,,50597,BAO_0000218,A,,4890,,1,1,CHEMBL631326
9298,N,,,,Area under curve was determined after peroral administration in rat,Intermediate,,,,,50597,BAO_0000218,A,,6011,,1,1,CHEMBL631327
9299,N,,,,Area under curve was determined at a dose 30 mpk administered orally.,Intermediate,,,,,50597,BAO_0000218,A,,5375,,1,1,CHEMBL631328
9300,N,,,,Area under curve was determined for compound after intravenous administration in rats at 24 uM/kg,Intermediate,,,,,50597,BAO_0000218,A,,17764,,1,1,CHEMBL631329
9301,N,,,,Area under curve was determined for the compound by intravenous administration of 3.4 mg/kg in rat,Intermediate,,,,,50597,BAO_0000218,A,,4368,,1,1,CHEMBL627217
9302,N,,,,Area under curve was determined in male rat,Intermediate,,,,,50597,BAO_0000218,A,,5610,,1,1,CHEMBL626352
9303,N,,,,Area under curve was determined in rat after PO administration,Intermediate,,,,,50597,BAO_0000218,A,,5833,,1,1,CHEMBL626353
9304,N,,,,Area under curve was determined in rat after a 3 mg/kg of oral dose,Intermediate,,,,,50597,BAO_0000218,A,,4257,,1,1,CHEMBL626354
9305,N,,,,Area under curve was determined in rat after oral administration at a concentration 1 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5937,,1,1,CHEMBL626355
9306,N,,,,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,5932,,1,1,CHEMBL626356
9307,N,,,,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg; NA= Not active,Intermediate,,,,,50597,BAO_0000218,A,,5932,,1,1,CHEMBL626357
9308,N,,,,Liver concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,17411,,1,1,CHEMBL626358
9309,N,,,,Lung concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,17411,,1,1,CHEMBL626359
9310,N,,,,Peak plasma concentration in rat at a dose of 3 mg/kg,Intermediate,,,,1969.0,50597,BAO_0000218,A,,17771,Plasma,1,1,CHEMBL626360
9311,N,,,,Plasma concentration at 2 hr in rats was evaluated.,Intermediate,,,,,50597,BAO_0000218,A,,1628,,1,1,CHEMBL626361
9312,N,,,,Plasma concentration at 2 hr in rats was evaluated; Not available,Intermediate,,,,,50597,BAO_0000218,A,,1628,,1,1,CHEMBL626362
9313,N,,,,Serum concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,Intermediate,,,,,50597,BAO_0000218,A,,17411,,1,1,CHEMBL626363
9314,N,,,,Tested for concentration in brain after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,,,,50597,BAO_0000218,A,,4910,,1,1,CHEMBL626970
9315,N,,,,Tested for concentration in brain after 2 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,,,,50597,BAO_0000218,A,,4910,,1,1,CHEMBL626971
9316,N,,,,Tested for plasma concentration after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,4910,Plasma,1,1,CHEMBL626972
9317,N,,,,Tested for plasma concentration after 2 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,4910,Plasma,1,1,CHEMBL626973
9318,N,,,,Tested for plasma concentration in the after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,4910,Plasma,1,1,CHEMBL626974
9319,N,,,,Tested for plasma concentration in the after 2 hrs of intravenous administration (5 mg/kg) to male rats,Intermediate,,,,1969.0,50597,BAO_0000218,A,,4910,Plasma,1,1,CHEMBL874592
9320,N,,,,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C,Intermediate,,,,,50597,BAO_0000218,A,,5510,,1,1,CHEMBL626975
