assay_id,description,src_assay_id,assay_cell_type,cell_id,assay_tissue,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_subcellular_fraction
3778,Binding affinity towards human 5-hydroxytryptamine 7 receptor,,,,,17066,B,,,Homo sapiens,9606.0,,
3779,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,,,,,17066,B,,,,,,
3780,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,,,,,17515,B,,,,,,
3781,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,,,4373,B,,,,,,
3782,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,,,,,17066,F,,,,,,
3783,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,,,,,4373,B,,,,,,
3784,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,,,4373,B,,,,,,
3785,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,,,,,4687,B,,,,,,
3786,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,,,,,17342,B,,,,,,
3787,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,,,,,16946,B,,,,,,
3788,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,,,,,16946,B,,,,,,
3789,Binding affinities against 5-hydroxytryptamine 7 receptor,,,,,16633,B,,,,,,
3790,Binding affinities towards 5-hydroxytryptamine 7 receptor,,,,,16633,B,,,,,,
3791,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,,,,,17066,B,,,,,,
3792,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,,,,,16700,B,,,,,,
3793,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,,,,Ileum,17386,B,,,,,,
3794,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,,,,,14080,F,,,,,,
3795,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,,,,,14080,F,,,Homo sapiens,9606.0,,
3796,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,,,,,409,B,,,,,,
3797,In vitro inhibition of human recombinant lipoxygenase enzyme,,,,,409,B,,,,,,
3798,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,,,,,409,B,,,,,,
3799,Inhibition of 5-lipoxygenase in human whole blood.,,,,Blood,11090,B,,,,,,
3800,Inhibition of 5-lipoxygenase in human whole blood.,,,,Blood,11090,B,,,,,,
3801,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,,,,,948,B,,,,,,
3802,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),,,,,948,B,,,,,,
3803,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,,,,,13622,F,,,,,,
3804,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood,,,,Blood,13622,F,,,,,,
3805,In vitro inhibition of 5-lipoxygenase from human polymorphs,,,,,9637,B,,,,,,
3806,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-LPO (5-lipoxygenase),,,,,11320,B,,,,,,
3807,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-lipoxygenase,,,,,11320,B,,,,,,
3808,In vitro inhibitory activity against 5-lipoxygenase in a human whole blood assay,,,,,6838,B,,,,,,
3809,Inhibition of 5-Lipoxygenase (5-LO) of human whole blood (HWB),,,,Blood,17667,B,,,Homo sapiens,9606.0,,
3810,In vitro potency against human 5-Lipoxygenase,,,,,12703,B,,,,,,
3811,Inhibitory activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay,,,,,14312,F,,,Homo sapiens,9606.0,,
3812,Inhibition activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay; No data,,,,Blood,14312,F,,,,,,
3813,Inhibition of 5-lipoxygenase activity of compound evaluated as determined by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,,,5364,F,,,,,,
3814,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE,,,,,951,B,,,,,,
3815,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE; NA means Not active,,,,,951,B,,,,,,
3816,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4,,,,,951,B,,,,,,
3817,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4; NA means Not active,,,,,951,B,,,,,,
3818,Inhibition of human 5-lipoxygenase in human cells,,,,,12365,B,,,,,,
3819,Inhibition of human neutrophil 5-lipoxygenase,,,,,10603,B,,,,,,
3820,Inhibitory activity against 5-lipoxygenase expressed from human polymorphonuclear cells,,,,,10501,B,,,,,,
3821,Inhibition of 5-lipoxygenase from human whole blood,,,,Blood,12281,B,,,,,,
3822,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,,,2567,B,,,,,,
3823,Inhibitory concentration required against 5-lipoxygenase activity in intact cells of human neutrophils,,,,,2567,B,,,,,,
3824,In vitro inhibition of polymorphonuclear leukocyte derived human 5-lipoxygenase,,,,,10193,B,,,,,,
3825,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,10193,B,,,,,,
3826,Potency to inhibit oxidation of arachidonic acid by recombinant human 5-lipoxygenase,,,,,13623,B,,,,,,
3827,Tested against 5-lipoxygenase,,,,,12780,B,,,,,,
3828,Tested for activity against 5-Lipoxygenase (5-LO),,,,,12780,B,,,,,,
3829,Tested for activity against 5-lipoxygenase,,,,,12780,B,,,,,,
3830,Tested for inhibition of 5-HPETE production by human 5-LO,,,,,11966,B,,,,,,
3831,The 5-lipoxygenase activity by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,,,5364,F,,,,,,
3832,Inhibition of Human 5-lipoxygenase,,,,,13165,B,,,,,,
3833,The compound was evaluated for its inhibitory activity against 5-lipoxygenase using granulocytes-type cells,,,,,5364,B,,,,,,
3834,The compound was tested for inhibitory activity against 5-lipoxygenase in human polymorphonuclear leukocytes[PMNS],,,,,11311,B,,,,,,
3835,The compound was tested for inhibitory activity against LT synthesis in human polymorphonuclear leukocytes[PMNS],,,,,11311,B,,,,,,
3836,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50.,,,,,14863,B,,,,,,
3837,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50; Not tested,,,,,14863,B,,,,,,
3838,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in human whole blood (HWBL),,,,Blood,11087,B,,,,,,
3839,The compound was tested in vitro for inhibition against 5-lipoxygenase in intact human neutrophils,,,,,455,B,,,,,,
3840,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,,13183,B,,,,,,
3841,In vitro inhibitory activity against 5-lipoxygenase in human polymorphonuclear (PMN) cells,,,,,10319,B,,,,,,
3842,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,10193,B,,,,,,
3843,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM,,,,,951,B,,,,,,
3844,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM; NA means Inactive,,,,,951,B,,,,,,
3845,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM,,,,,951,B,,,,,,
3846,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM; NA means Inactive,,,,,951,B,,,,,,
3847,Inhibitory activity against 5-lipoxygenase at 10 uM concentration,,,,,9859,B,,,,,,
3848,Inhibitory activity against 5-lipoxygenase at 1 uM concentration,,,,,9859,B,,,,,,
3849,Inhibitory activity against lipoxygenase (LO) at 10 uM concentration,,,,,9859,B,,,,,,
3850,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,,,2567,B,,,,,,
3851,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 1 uM,,,,,10193,B,,,,,,
3852,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,10193,B,,,,,,
3853,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; IA= Inactive,,,,,949,B,,,,,,
3854,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; value ranges from 70-90,,,,,949,B,,,,,,
3855,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 0.1 uM,,,,,10603,B,,,,,,
3856,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,,,10603,B,,,,,,
3857,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,,,10603,F,,,,,,
3858,Inhibition of lipoxygenase at the concentration of 0.1 uM,,,,,10603,B,,,,,,
3859,Inhibition of lipoxygenase at the concentration of 1 uM,,,,,10603,B,,,,,,
3860,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell,,,,,10193,B,,,,,,
3861,Inhibition of 5-Lipoxygenase (5-LOX),,,,,14580,B,,,Homo sapiens,9606.0,,
3862,Inhibition of 5-lipoxygenase in mouse macrophages.,,,,,11090,B,,,,,,
3863,Inhibition of 5-lipoxygenase in mouse macrophages.,,,,,11090,B,,,,,,
3864,Inhibitory activity against lipoxygenase-2 in mice,,,,,6339,B,,,,,,
3865,Inhibitory activity against murine lipoxygenase-2.,,,,,6339,B,,,,,,
3866,Inhibition of 5-lipoxygenase from mouse macrophage,,,,,12281,B,,,Mus musculus,10090.0,,
3867,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse macrophages,,,,,11311,B,,,,,,
3868,The compound was tested for the inhibition of Arachidonate 5-lipoxygenase purified from porcine leukocytes.,,,,,11089,B,,,Sus scrofa,9823.0,,
3869,Inhibition of 5-lipoxygenase reaction catalyzed by purified enzyme from porcine leukocytes,,,,,10091,B,,,Sus scrofa,9823.0,,
3870,Inhibitory concentration against 5-lipoxygenase from isolated rabbit granulocytes,,,,,14352,B,,,Oryctolagus cuniculus,9986.0,,
3871,5-lipoxygenase Inhibitory activity against rat polymorphonuclear leucocytes using 5-HETE,,,,,13329,B,,,Rattus norvegicus,10116.0,,
3872,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE. ",,,,,13329,B,,,,,,
3873,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",,,,,13329,B,,,,,,
3874,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4.",,,,,13329,B,,,,,,
3875,Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay (inhibition of 5-HETE formation),,,,,13329,B,,,,,,
3876,"Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay, by ability to inhibit formation of LTB4 AT 10 uM",,,,,13329,B,,,,,,
3877,Inhibition of 5-lipoxygenase pathway was evaluated in rat polymorphonuclear assay by compound (50 uM) ability to inhibit formation of 5-HETE,,,,,13329,B,,,,,,
3878,The effective dose for inhibition of 5-lipoxygenase in rat blood leukocyte (ex vivo),,,,,11311,B,,,,,,
3879,The effective dose for inhibition of 5-lipoxygenase in rat passive Arthus model after oral administration,,,,,11311,B,,,,,,
3880,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",,RBL-1,702.0,,105,B,,,,,,
3881,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",,RBL-1,702.0,,105,B,,,,,,
3882,Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),,,,,9138,B,,,,,,
3883,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),",,,,,9138,B,,,,,,
3884,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO), (at a concentration of 0.2 nM ),",,,,,9138,B,,,,,,
3885,5-LO inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,,,,,14427,B,,,,,,
3886,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",,,,,13329,B,,,,,,
3887,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4. ",,,,,13329,B,,,,,,
3888,Inhibition of 5-lipoxygenase mediated conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cells,,RBL-2H3,663.0,,14427,B,,,Rattus norvegicus,10116.0,,
3889,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,,,,,14427,B,,,,,,
3890,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography.,,,,,14427,B,,,,,,
3891,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line,,RBL-1,702.0,,10293,B,,,,,,
3892,Inhibition of 5-Lipoxygenase of rat basophilic leukemia cells,,RBL-1,702.0,,338,B,,,Rattus norvegicus,10116.0,,
3893,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase),,,,,303,B,,,,,,
3894,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) in intact RBL-1 cell line assay,,RBL-1,702.0,,303,B,,,,,,
3895,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-lipoxygenase,,RBL-1,702.0,,9247,B,,,,,,
3896,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,,RBL-1,702.0,,9247,B,,,,,,
3897,Compound was evaluated in an intact RBL-1 cell line for inhibition of 5-lipoxygenase,,RBL-1,702.0,,137,B,,,,,,
3898,Evaluated in vitro for its inhibitory activity against 5-lipoxygenase,,,,,11481,B,,,,,,
3899,"Evaluated in vitro for its inhibitory activity against 5-lipoxygenase; N=Inactive, <50% inhibition at 10 uM concentration",,,,,11481,B,,,,,,
3900,Inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase in vitro,,,,,9029,B,,,,,,
3901,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells,,,,,1701,B,,,,,,
3902,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 32 uM; Not active,,,,,1701,B,,,,,,
3903,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 50 uM; Not active,,,,,1701,B,,,,,,
3904,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells; No data,,,,,1701,B,,,,,,
3905,Inhibition of 5-lipoxygenase by measuring 5-HETE levels in RBL-1 cell-free supernatant,,RBL-1,702.0,,13358,F,,,,,,
3906,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells,,RBL-1,702.0,,1175,B,,,,,,
3907,Ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells.,,RBL-1,702.0,,8797,B,,,,,,
3908,Compound was tested for its ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells; No data,,,,,8797,B,,,,,,
3909,Inhibition of rat basophilic leukemia cell 5-lipoxygenase,,,,,577,B,,,Rattus norvegicus,10116.0,,
3910,In vitro inhibitory activity against RBL-1 5-LO,,RBL-1,702.0,,9295,B,,,,,,
3911,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (insoluble above 45 uM),,RBL-1,702.0,,9295,B,,,,,,
3912,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (time dependent),,RBL-1,702.0,,9295,B,,,,,,
3913,Compound was tested for its inhibition activity against 5-LO of the whole cell in vitro in rat.,,,,,9295,B,,,,,,
3914,Compound was tested for its inhibition activity against the 5-LO in isolated enzyme,,,,,9295,B,,,,,,
3915,Compound was tested for its inhibitory activity against 5-lipoxygenase in rat.,,,,,216,B,,,,,,
3916,Compound was tested for the inhibition of 5-lipoxygenase (5-LPO) in rat basophilic leukemia (RBL) cells.,,RBL-1,702.0,,11090,B,,,,,,
3917,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in rat whole blood.,,,,Blood,11090,B,,,,,,
3918,Concentration required for 50 % inhibition of arachidonic acid oxidation by rat 5-lipoxygenase,,,,,10091,B,,,,,,
3919,Concentration that produces 50% inhibition of A-23187-stimulated radiolabeled 5-HETE and TXB2 synthesis by PMN 5-lipoxygenase.,,,,,10274,F,,,,,,
3920,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in rat polymorphonuclear leukocytes,,,,,13622,F,,,,,,
3921,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined,,RBL-1,702.0,,12118,B,,,,,,
3922,In vitro inhibition of 5-lipoxygenase (5-HETE) derived from the 9000xg supernatant of RBL broken cell assay,,,,,12576,B,,,,,,
3923,In vitro inhibition of 5-lipoxygenase from RBL-1 cells,,RBL-1,702.0,,9546,B,,,,,,
3924,In vitro inhibition of 5-lipoxygenase in RBL-1 cells,,RBL-1,702.0,,9521,B,,,,,,
3925,In vitro inhibition of 5-lipoxygenase pathway in rat basophilic leukemia (RBL-1) cells,,RBL-1,702.0,,10626,B,,,,,,
3926,In vitro inhibition of RBL-1 5-lipoxygenase,,RBL-1,702.0,,9225,B,,,,,,
3927,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.18-0.31,,RBL-1,702.0,,9225,B,,,,,,
3928,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.3-1.6,,RBL-1,702.0,,9225,B,,,,,,
3929,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.4-2.2,,RBL-1,702.0,,9225,B,,,,,,
3930,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.72-1.07,,RBL-1,702.0,,9225,B,,,,,,
3931,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.9-4.0,,RBL-1,702.0,,9225,B,,,,,,
3932,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.5,,RBL-1,702.0,,9225,B,,,,,,
3933,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.7,,RBL-1,702.0,,9225,B,,,,,,
3934,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-2.4,,RBL-1,702.0,,9225,B,,,,,,
3935,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.07-5.54,,RBL-1,702.0,,9225,B,,,,,,
3936,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.1-1.6,,RBL-1,702.0,,9225,B,,,,,,
3937,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.3-2.8,,RBL-1,702.0,,9225,B,,,,,,
3938,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.4-3.2,,RBL-1,702.0,,9225,B,,,,,,
3939,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.7-2.6,,RBL-1,702.0,,9225,B,,,,,,
3940,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-2.8,,RBL-1,702.0,,9225,B,,,,,,
3941,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-5.7,,RBL-1,702.0,,9225,B,,,,,,
3942,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.9-2.4,,RBL-1,702.0,,9225,B,,,,,,
3943,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.3-.8,,RBL-1,702.0,,9225,B,,,,,,
3944,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.46-2.63,,RBL-1,702.0,,9225,B,,,,,,
3945,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.3-3.5,,RBL-1,702.0,,9225,B,,,,,,
3946,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.8-7.1,,RBL-1,702.0,,9225,B,,,,,,
3947,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.0-6.4,,RBL-1,702.0,,9225,B,,,,,,
3948,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.9-11.6,,RBL-1,702.0,,9225,B,,,,,,
3949,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 7.5-11.8,,RBL-1,702.0,,9225,B,,,,,,
3950,In vitro inhibitory activity against 5-lipoxygenase from rat basophilic leukemia cells.,,,,,9401,B,,,,,,
3951,In vitro inhibitory activity against 5-Lipoxygenase in rat by Peritoneal 5-lipoxygenase assay,,,,,10325,B,,,,,,
3952,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells.,,RBL-2H3,663.0,,1556,F,,,,,,
3953,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells; Not tested,,RBL-2H3,663.0,,1556,F,,,,,,
3954,Inhibition of 5-lipoxygenase from rat basophilic leukemia(RBL-1) cells,,RBL-1,702.0,,961,B,,,Rattus norvegicus,10116.0,,
3955,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,,,,,6838,B,,,,,,
3956,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),,,,,10325,B,,,,,,
3957,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,RBL-1,702.0,,9209,B,,,Rattus norvegicus,10116.0,,
3958,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,,RBL-1,702.0,,11520,B,,,,,,
3959,In vitro inhibitory activity against 5-lipoxygenase was determined,,,,,137,B,,,,,,
3960,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,,RBL-1,702.0,,4717,B,,,,,,
3961,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,,RBL-1,702.0,,10636,B,,,,,,
3962,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,,,,,14312,F,,,Rattus norvegicus,10116.0,,
3963,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,,RBL-1,702.0,,1203,B,,,,,,
3964,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,,,,,1203,B,,,,,,
3965,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,,RBL-1,702.0,,13622,B,,,,,,
3966,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,,,,,9793,B,,,,,,
3967,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,,RBL-1,702.0,,1143,B,,,Rattus norvegicus,10116.0,,
3968,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,,RBL-1,702.0,,11854,B,,,Rattus norvegicus,10116.0,,
3969,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,RBL-1,702.0,,3595,B,,,,,,
3970,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,RBL-1,702.0,,3595,B,,,,,,
3971,Inhibition of 5-lipoxygenase in rat RBL-1 cells,,RBL-1,702.0,,10501,B,,,Rattus norvegicus,10116.0,,
3972,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,RBL-1,702.0,,12526,B,,,,,,
3973,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,,,,Limbic system,10034,F,,,,,,
3974,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,,,,Limbic system,10034,F,,,,,,
3975,Approximate dose levels for a half maximal reduction of 5-HTP levels,,,,,10034,F,,,,,,
3976,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,,,Hippocampus,10046,B,,,,,,
3977,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,,,,Hippocampus,10046,B,,,,,,
3978,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,,,,10046,B,,,,,,
3979,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,,,,Blood,12079,F,,,Canis lupus familiaris,9615.0,,
3980,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,,,,Blood,12079,F,,,,,,
3981,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,,,,11311,B,,,,,,
3982,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,,,,,12338,B,,,,,,
3983,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,,,,,12143,B,,,,,,
3984,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),,,,,12143,B,,,,,,
3985,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,,,,12143,B,,,,,,
3986,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,,,,12143,B,,,,,,
3987,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,,,,,12365,B,,,,,,
3988,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,,,,,13500,B,,,,,,
3989,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",,,,Blood,12832,F,In vivo,,Canis lupus familiaris,9615.0,,
3990,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",,,,Blood,12832,F,In vivo,,Canis lupus familiaris,9615.0,,
3991,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",,,,Blood,12832,F,In vivo,,Canis lupus familiaris,9615.0,,
