assay_id,assay_organism,tissue_id,chembl_id,description,assay_test_type,doc_id,assay_tissue,tid,variant_id,assay_category,bao_format,src_assay_id,curated_by,assay_subcellular_fraction,assay_tax_id,assay_type,assay_strain,assay_cell_type
4452,Macaca mulatta,,CHEMBL620943,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),In vivo,5334,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4453,monkey,,CHEMBL620944,Bioavailability of the compound was determined in monkey,In vivo,17592,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4454,Saimiri sciureus,,CHEMBL620945,Bioavailability in squirrel monkey (dose 5 mg/kg),In vivo,1399,,22224,,,BAO_0000218,,Autocuration,,9521.0,A,,
4455,monkey,,CHEMBL620946,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,4809,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4456,monkey,,CHEMBL620947,Oral bioavailability in monkey,In vivo,3341,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4457,Saimiri sciureus,,CHEMBL620948,Compound was tested for bioavailability in squirrel monkey,In vivo,64,,22224,,,BAO_0000218,,Autocuration,,9521.0,A,,
4458,Macaca mulatta,,CHEMBL620949,Oral bioavailability in Rhesus monkey,In vivo,5005,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4459,Macaca mulatta,,CHEMBL620950,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),In vivo,5005,,22224,,,BAO_0000218,,Autocuration,,9544.0,A,,
4460,Macaca fascicularis,,CHEMBL620951,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,In vivo,5237,,22224,,,BAO_0000218,,Autocuration,,9541.0,A,,
4461,Macaca fascicularis,,CHEMBL620952,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,In vivo,5237,,22224,,,BAO_0000218,,Autocuration,,9541.0,A,,
4462,monkey,,CHEMBL875421,Oral bioavailability in monkey (dose 5 mg/kg),In vivo,5302,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4463,monkey,,CHEMBL620953,Oral bioavailability of compound at 5 mg/kg in monkey,In vivo,17667,,22224,,,BAO_0000218,,Autocuration,,9443.0,A,,
4464,Canis lupus familiaris,,CHEMBL873491,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,In vivo,6161,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4465,Canis lupus familiaris,,CHEMBL620954,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,In vivo,6161,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4466,Canis lupus familiaris,1969.0,CHEMBL620955,Plasma half life determined,,3854,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4467,Canis lupus familiaris,1969.0,CHEMBL618097,Plasma half life in dog,,993,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4468,Canis lupus familiaris,1969.0,CHEMBL618268,Plasma half-life in Beagle dogs,,4514,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4469,Canis lupus familiaris,1969.0,CHEMBL618269,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),In vivo,5334,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4470,Canis lupus familiaris,1969.0,CHEMBL618270,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),In vivo,5334,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4471,Canis lupus familiaris,,CHEMBL618271,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,In vivo,1466,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4472,Canis lupus familiaris,,CHEMBL873493,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,1466,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4473,Canis lupus familiaris,,CHEMBL621031,Tested for the half life period in dog,,5313,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4474,Canis lupus familiaris,,CHEMBL621032,Tested for the half life period in dog at dosage of 10 mpk,In vivo,5313,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4475,Canis lupus familiaris,,CHEMBL621033,The compound was tested for half life in dog,,3880,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4476,Canis lupus familiaris,1969.0,CHEMBL621034,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",,3639,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4477,Canis lupus familiaris,,CHEMBL621035,The half life was determined,,3880,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4478,Canis lupus familiaris,1969.0,CHEMBL621036,The plasma half-life in dogs,,3918,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4479,Canis lupus familiaris,1969.0,CHEMBL621037,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,,16452,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4480,Canis lupus familiaris,,CHEMBL619812,Half life in dog,,17796,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4481,Canis lupus familiaris,,CHEMBL619813,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,In vivo,5983,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4482,Canis lupus familiaris,,CHEMBL873335,tmax upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,1466,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4483,Canis lupus familiaris,,CHEMBL619814,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,In vivo,16456,,50588,,,BAO_0000218,,Intermediate,,9615.0,A,,
4484,Mustela putorius furo,,CHEMBL619815,Cmax in ferrets after 30 mg/kg oral dose,In vivo,6113,,50506,,,BAO_0000218,,Expert,,9669.0,A,,
4485,Mustela putorius furo,,CHEMBL619816,Emesis in ferrets at 30 mg/kg oral dose,In vivo,6113,,50506,,,BAO_0000218,,Expert,,9669.0,F,,
4486,Macaca fascicularis,,CHEMBL619817,Bioavailability in cynomolgus monkey,In vivo,17796,,22224,,,BAO_0000218,,Autocuration,,9541.0,A,,
4487,Macaca fascicularis,,CHEMBL619818,Volume of distribution in cynomolgus,In vivo,17796,,100710,,,BAO_0000218,,Intermediate,,9541.0,A,,
4488,Cavia porcellus,1969.0,CHEMBL619819,AUC tested in guinea pig when 3 mg/kg dose was given perorally,,5308,Plasma,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4489,Cavia porcellus,,CHEMBL619820,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,,4877,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4490,Cavia porcellus,,CHEMBL875419,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",,4876,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4491,Cavia porcellus,1969.0,CHEMBL619821,AUC in guinea pig after 3mg/kg oral dose,In vivo,4878,Plasma,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4492,Cavia porcellus,,CHEMBL619822,Bioavailability in guinea pig was tested,In vivo,5308,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4493,Cavia porcellus,,CHEMBL619823,Tested for oral bioavailability in guinea pig at 5 mg/kg,In vivo,4877,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4494,Cavia porcellus,,CHEMBL619824,Tested for the oral bioavailability of the compound,In vivo,4876,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4495,Cavia porcellus,,CHEMBL619825,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,In vivo,4876,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4496,Cavia porcellus,,CHEMBL619826,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,In vivo,5308,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4497,Cavia porcellus,2048.0,CHEMBL619827,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,In vivo,4877,Lung,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4498,Cavia porcellus,,CHEMBL618167,Cmax in guinea pig after 3mg/kg oral dose,In vivo,4878,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4499,Cavia porcellus,178.0,CHEMBL618168,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,,5689,Blood,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4500,Cavia porcellus,955.0,CHEMBL618169,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,,5689,Brain,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4501,Cavia porcellus,,CHEMBL618170,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,,5689,,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4502,Cavia porcellus,160.0,CHEMBL618171,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,,5689,Intestine,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4503,Cavia porcellus,2113.0,CHEMBL618172,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,,5689,Kidney,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4504,Cavia porcellus,2107.0,CHEMBL618173,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,,5689,Liver,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4505,Cavia porcellus,,CHEMBL618174,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,,5689,,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4506,Cavia porcellus,2106.0,CHEMBL875408,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,,5689,Spleen,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4507,Cavia porcellus,,CHEMBL839827,Elimination T1/2 in Guinea pig (PO dose),In vivo,14465,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4508,Cavia porcellus,,CHEMBL618175,Partition coefficient was measured as -log (counts per min ),,5689,,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4509,Cavia porcellus,,CHEMBL618176,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,In vivo,611,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4510,Cavia porcellus,,CHEMBL618177,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,In vivo,611,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4511,Cavia porcellus,,CHEMBL618178,Elimination T1/2 in Guinea pig (PO dose),In vivo,14465,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4512,Cavia porcellus,,CHEMBL618179,"Tested for the half life period of the compound, intravenously",In vivo,4876,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4513,Cavia porcellus,,CHEMBL873489,Half-life was measured,,5689,,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4514,Cavia porcellus,,CHEMBL618180,The time required for onset of inotropy after addition of a single dose of delta F75,,7515,,22224,,,BAO_0000019,,Autocuration,,10141.0,A,,
4515,Cavia porcellus,,CHEMBL618181,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,In vivo,17667,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4516,Cavia porcellus,,CHEMBL618182,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,In vivo,17667,,22224,,,BAO_0000218,,Autocuration,,10141.0,A,,
4517,Cricetulus griseus,,CHEMBL618183,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,In vivo,4727,,22224,,,BAO_0000218,,Autocuration,,10029.0,A,,
4518,Mus musculus,,CHEMBL618184,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,In vivo,10107,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4519,Mus musculus,,CHEMBL618185,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,In vivo,10107,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4520,Mus musculus,,CHEMBL618186,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,In vivo,10107,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4521,Mus musculus,,CHEMBL618187,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,In vivo,10107,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4522,Mus musculus,,CHEMBL618188,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,In vivo,10107,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4523,Mus musculus,,CHEMBL875409,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,In vivo,10107,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4524,Mus musculus,,CHEMBL618189,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,In vivo,10107,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4525,Mus musculus,178.0,CHEMBL618190,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,In vivo,3655,Blood,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4526,Mus musculus,178.0,CHEMBL618191,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,In vivo,3655,Blood,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4527,Mus musculus,178.0,CHEMBL618192,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,In vivo,3655,Blood,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4528,Mus musculus,10000001.0,CHEMBL618193,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,In vivo,3655,Bone,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4529,Mus musculus,10000001.0,CHEMBL618194,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,In vivo,3655,Bone,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4530,Mus musculus,10000001.0,CHEMBL618195,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,In vivo,3655,Bone,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4531,Mus musculus,955.0,CHEMBL618196,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,In vivo,3655,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4532,Mus musculus,955.0,CHEMBL618197,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,In vivo,3655,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4533,Mus musculus,955.0,CHEMBL618198,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,In vivo,3655,Brain,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4534,Mus musculus,948.0,CHEMBL618199,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,In vivo,3655,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4535,Mus musculus,948.0,CHEMBL618200,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,In vivo,3655,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4536,Mus musculus,948.0,CHEMBL618201,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,In vivo,3655,Heart,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4537,Mus musculus,160.0,CHEMBL618202,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,In vivo,3655,Intestine,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4538,Mus musculus,160.0,CHEMBL618203,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,In vivo,3655,Intestine,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4539,Mus musculus,160.0,CHEMBL618204,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,In vivo,3655,Intestine,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4540,Mus musculus,2113.0,CHEMBL618205,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,In vivo,3655,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4541,Mus musculus,2113.0,CHEMBL618206,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,In vivo,3655,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4542,Mus musculus,2113.0,CHEMBL618207,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,In vivo,3655,Kidney,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4543,Mus musculus,2107.0,CHEMBL618208,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,In vivo,3655,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4544,Mus musculus,2107.0,CHEMBL618932,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,In vivo,3655,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4545,Mus musculus,2107.0,CHEMBL618933,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,In vivo,3655,Liver,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4546,Mus musculus,2048.0,CHEMBL618934,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,In vivo,3655,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4547,Mus musculus,2048.0,CHEMBL618935,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,In vivo,3655,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4548,Mus musculus,2048.0,CHEMBL618936,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,In vivo,3655,Lung,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4549,Mus musculus,2385.0,CHEMBL618937,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,In vivo,3655,Muscle tissue,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4550,Mus musculus,2385.0,CHEMBL618938,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,In vivo,3655,Muscle tissue,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4551,Mus musculus,2385.0,CHEMBL619104,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,In vivo,3655,Muscle tissue,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4552,Mus musculus,2106.0,CHEMBL619105,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,In vivo,3655,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4553,Mus musculus,2106.0,CHEMBL619106,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,In vivo,3655,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4554,Mus musculus,2106.0,CHEMBL619107,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,In vivo,3655,Spleen,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4555,Mus musculus,945.0,CHEMBL875410,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,In vivo,3655,Stomach,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4556,Mus musculus,945.0,CHEMBL619108,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,In vivo,3655,Stomach,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4557,Mus musculus,945.0,CHEMBL619109,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,In vivo,3655,Stomach,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4558,Mus musculus,,CHEMBL619110,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,16597,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4559,Mus musculus,,CHEMBL619111,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,16597,,50594,,,BAO_0000218,,Intermediate,,10090.0,F,,
4560,Mus musculus,,CHEMBL619112,MRT value at a dose of 10 mg/kg intravenous administration in mice.,In vivo,16597,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4561,Mus musculus,,CHEMBL619113,MRT value at a dose of 10 mg/kg peroral administration in mice.,In vivo,16597,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4562,Mus musculus,,CHEMBL619114,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,In vivo,17764,,50594,,,BAO_0000218,,Intermediate,,10090.0,A,,
4563,Mus musculus,,CHEMBL619115,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,In vivo,17764,,50594,,,BAO_0000218,,Intermediate,,10090.0,F,,
4564,Homo sapiens,,CHEMBL619116,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,,3830,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4565,Homo sapiens,,CHEMBL619117,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,,3829,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4566,Homo sapiens,,CHEMBL619118,Compound was evaluated for cytotoxicity against A2780 cell lines.,,2040,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4567,Homo sapiens,,CHEMBL619119,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4568,Homo sapiens,,CHEMBL619120,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4569,Homo sapiens,,CHEMBL619121,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4570,Homo sapiens,,CHEMBL619122,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4571,Homo sapiens,,CHEMBL619123,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4572,Homo sapiens,,CHEMBL619124,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4573,Homo sapiens,,CHEMBL619125,Compound was evaluated for cytotoxicity against A2780 cell line,,2859,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4574,Homo sapiens,,CHEMBL875411,In vitro inhibitory activity against human tumor cell line A2780,,5618,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4575,Homo sapiens,,CHEMBL619126,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 1,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4576,Homo sapiens,,CHEMBL619127,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4577,Homo sapiens,,CHEMBL619128,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4578,Homo sapiens,,CHEMBL619129,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4579,Homo sapiens,,CHEMBL619130,The compound was tested for cytotoxic potency against A2780 human tumor cell lines,,2113,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4580,Homo sapiens,,CHEMBL619131,The compound was tested for cytotoxic potency against A2780 human tumor cell lines.,,2113,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4581,Homo sapiens,,CHEMBL619132,cytotoxicity against A2780 cells incubated for 24 hr in MTT assay.,,16745,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4582,Homo sapiens,,CHEMBL619133,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,16597,,81034,,,BAO_0000218,,Expert,,9606.0,F,,A2780
4583,Homo sapiens,,CHEMBL619134,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4584,Homo sapiens,,CHEMBL619135,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,15684,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4585,Homo sapiens,,CHEMBL619136,Compound was evaluated for cytotoxicity against A2780 cis cell lines.,,2040,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4586,Homo sapiens,,CHEMBL619137,Relative resistance factor in A2780 cisplatin-resistant line,,2040,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4587,Homo sapiens,,CHEMBL883713,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells,,16165,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4588,Homo sapiens,,CHEMBL875412,Concentration required to inhibit 50% growth of A2780 human ovarian cancer cells.,,16165,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4589,Homo sapiens,,CHEMBL619138,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,16597,,81034,,,BAO_0000218,,Expert,,9606.0,F,,A2780
4590,Homo sapiens,,CHEMBL619262,In vitro antitumor activity against A2780 human ovarian carcinoma at 7.5 mg/kg i.p. /qd x7,,16597,,81034,,,BAO_0000218,,Expert,,9606.0,F,,A2780
4591,Homo sapiens,,CHEMBL619139,Cytotoxicity against A2780 ovarian carcinoma cells was evaluated using standard sulforhodamine 96h assay test,,3992,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4592,Homo sapiens,,CHEMBL619140,In vitro cytotoxicity was determined against A2780 human ovarian cell line using NCI screen,,10553,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4593,Homo sapiens,,CHEMBL619141,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin,,15608,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4594,Homo sapiens,,CHEMBL619142,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 1,,15608,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4595,Homo sapiens,,CHEMBL619143,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 2,,15608,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
4596,Homo sapiens,,CHEMBL619144,cytotoxic activity toward A2780 ovarian human cell line sensitive (S) to cisplatin in experiment 3,,15608,,81034,,,BAO_0000219,,Intermediate,,9606.0,F,,A2780
