assays_ASI,assays_Desc,assays_CUB,assays_ASSTI,assays_SASI,assays_ASSTY,assays_ASSSTR,assays_BFOR,assays_DI,assays_ASSUBCFRAC,assays_CI,assays_SI,assays_CHEI,assays_ASSCT,assays_ASSCA,assays_ASORG,assays_RELTY,assays_CONFISCO,assays_TII,assays_VARII
7200,Time taken for EC90 was determined when tested in dog,Intermediate,9615.0,,A,,BAO_0000218,3132,,,1,CHEMBL621393,,,Canis lupus familiaris,N,1,,
7201,Half life (iv) was determined,Intermediate,9615.0,,A,,BAO_0000218,4219,,,1,CHEMBL621394,,,Canis lupus familiaris,N,1,,
7202,Loss of compound (%metabolized) after 30 min exposure to human liver microsomes,Intermediate,9615.0,,A,,BAO_0000218,16907,,,1,CHEMBL621395,,,Canis lupus familiaris,N,1,2107.0,
7203,Area under the curve was calculated in dog after iv administration,Intermediate,9615.0,,A,,BAO_0000218,6057,,,1,CHEMBL621396,,,Canis lupus familiaris,N,1,,
7204,Area under the curve was calculated in dog after peroral administration,Intermediate,9615.0,,A,,BAO_0000218,6057,,,1,CHEMBL621397,,,Canis lupus familiaris,N,1,,
7205,Dose-normalized area under curve in dog (p.o.) at 2.0 mpk,Intermediate,9615.0,,A,,BAO_0000218,17853,,,1,CHEMBL621398,,,Canis lupus familiaris,N,1,,
7206,pKa was evaluated in dog,Intermediate,9615.0,,A,,BAO_0000218,3639,,,1,CHEMBL618818,,,Canis lupus familiaris,N,1,,
7207,Compound was evaluated for pronounced GH response at 100 mg (n=6)(area under concentration curve was determined from 0-8 hr following morning and evening dosing with 25 mg of the compound,Intermediate,9615.0,,A,,BAO_0000218,14541,,,1,CHEMBL618819,,,Canis lupus familiaris,N,1,,
7208,Alpha-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,16456,,,1,CHEMBL618820,,,Canis lupus familiaris,N,1,,
7209,Beta-elimination half-life in Beagle dogs after intravenous administration at a dose of 10 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,16456,,,1,CHEMBL873810,,,Canis lupus familiaris,N,1,,
7210,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,Intermediate,9615.0,,A,,BAO_0000218,2652,,,1,CHEMBL876606,,,Canis lupus familiaris,N,1,,
7211,Compound was evaluated for the half-life (t 1/2) in hours,Intermediate,9615.0,,A,,BAO_0000218,3624,,,1,CHEMBL618821,,,Canis lupus familiaris,N,1,,
7212,Half life to reach the blood concentration was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,Intermediate,9615.0,,A,,BAO_0000218,1337,,,1,CHEMBL618822,,,Canis lupus familiaris,N,1,178.0,
7213,Half life to reach the blood concentration was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,Intermediate,9615.0,,A,,BAO_0000218,1337,,,1,CHEMBL618823,,,Canis lupus familiaris,N,1,178.0,
7214,Half life after intravenous administration of 1 mg/kg in dog,Intermediate,9615.0,,A,,BAO_0000218,4709,,,1,CHEMBL618824,,,Canis lupus familiaris,N,1,,
7215,Half life was measured in dog,Intermediate,9615.0,,A,,BAO_0000218,15660,,,1,CHEMBL618825,,,Canis lupus familiaris,N,1,,
7216,Half life period in dog after 5 mg/kg dose,Intermediate,9615.0,,A,,BAO_0000218,5302,,,1,CHEMBL618826,,,Canis lupus familiaris,N,1,,
7217,Half life period was evaluated in dog; 4-4.8,Intermediate,9615.0,,A,,BAO_0000218,17791,,,1,CHEMBL618827,,,Canis lupus familiaris,N,1,,
7218,Half life was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,Intermediate,9615.0,,A,,BAO_0000218,6348,,,1,CHEMBL618828,,,Canis lupus familiaris,N,1,,
7219,Half-life was determined in dog after a3 mg/kg of iv dose,Intermediate,9615.0,,A,,BAO_0000218,4257,,,1,CHEMBL618829,,,Canis lupus familiaris,N,1,,
7220,Half-life was determined,Intermediate,9615.0,,A,,BAO_0000218,3771,,,1,CHEMBL618830,,,Canis lupus familiaris,N,1,,
7221,Half life in dogs,Intermediate,9615.0,,A,,BAO_0000218,6305,,,1,CHEMBL618831,,,Canis lupus familiaris,N,1,,
7222,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,Intermediate,9615.0,,A,,BAO_0000218,13501,,,1,CHEMBL619489,,,Canis lupus familiaris,N,1,1969.0,
7223,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,Intermediate,9615.0,,A,,BAO_0000218,17594,,,1,CHEMBL619649,,,Canis lupus familiaris,N,1,,
7224,Compound was evaluated for the half life period after iv administration in Beagle dog.,Intermediate,9615.0,,A,,BAO_0000218,3045,,,1,CHEMBL876607,,,Canis lupus familiaris,N,1,,
7225,Compound was evaluated for the half life period after oral administration in conscious dog.,Intermediate,9615.0,,A,,BAO_0000218,3043,,,1,CHEMBL619650,,,Canis lupus familiaris,N,1,,
7226,Compound was tested for half life in dog,Intermediate,9615.0,,A,,BAO_0000218,4839,,,1,CHEMBL619651,,,Canis lupus familiaris,N,1,,
7227,Compound was tested for its half life in dog,Intermediate,9615.0,,A,,BAO_0000218,4839,,,1,CHEMBL619652,,,Canis lupus familiaris,N,1,,
7228,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,Intermediate,9615.0,,A,,BAO_0000218,5802,,,1,CHEMBL619653,,,Canis lupus familiaris,N,1,,
7229,Half life of compound in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,17839,,,1,CHEMBL619654,,,Canis lupus familiaris,N,1,,
7230,Half life (iv) was determined,Intermediate,9615.0,,A,,BAO_0000218,4219,,,1,CHEMBL619655,,,Canis lupus familiaris,N,1,,
7231,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),Intermediate,9615.0,,A,,BAO_0000218,13966,,,1,CHEMBL619656,,,Canis lupus familiaris,N,1,178.0,
7232,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,Intermediate,9615.0,,A,,BAO_0000218,3994,,,1,CHEMBL873812,,,Canis lupus familiaris,N,1,1969.0,
7233,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,Intermediate,9615.0,,F,,BAO_0000218,3994,,,1,CHEMBL621365,,,Canis lupus familiaris,N,1,1969.0,
7234,Half life in dog,Intermediate,9615.0,,A,,BAO_0000218,4453,,,1,CHEMBL621366,,,Canis lupus familiaris,N,1,,
7235,Half life in dog plasma,Intermediate,9615.0,,A,,BAO_0000218,6535,,,1,CHEMBL621367,,,Canis lupus familiaris,N,1,1969.0,
7236,Half life in dog plasma after administration of 0.25 mg/kg iv,Intermediate,9615.0,,A,,BAO_0000218,6535,,,1,CHEMBL621368,,,Canis lupus familiaris,N,1,1969.0,
7237,Half life in dog plasma after administration of 1 mg/kg iv,Intermediate,9615.0,,A,,BAO_0000218,6535,,,1,CHEMBL621369,,,Canis lupus familiaris,N,1,1969.0,
7238,Half life in dog plasma was determined at dose 10 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,3132,,,1,CHEMBL621370,,,Canis lupus familiaris,N,1,1969.0,
7239,Half life in dog was determined,Intermediate,9615.0,,A,,BAO_0000218,5374,,,1,CHEMBL621371,,,Canis lupus familiaris,N,1,,
7240,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),Intermediate,9615.0,,A,,BAO_0000218,5007,,,1,CHEMBL621372,,,Canis lupus familiaris,N,1,,
7241,Half life upon exposure to human plasma,Intermediate,9615.0,,A,,BAO_0000218,16907,,,1,CHEMBL621373,,,Canis lupus familiaris,N,1,1969.0,
7242,Half life was calculated in dog,Intermediate,9615.0,,A,,BAO_0000218,6057,,,1,CHEMBL621374,,,Canis lupus familiaris,N,1,,
7243,Half life was determined,Intermediate,9615.0,,A,,BAO_0000218,5006,,,1,CHEMBL621375,,,Canis lupus familiaris,N,1,,
7244,Half life was determined,Intermediate,9615.0,,A,,BAO_0000218,5473,,,1,CHEMBL621376,,,Canis lupus familiaris,N,1,,
7245,Half life by intravenous administration of 1.2 mg/kg in dog,Intermediate,9615.0,,A,,BAO_0000218,4368,,,1,CHEMBL619624,,,Canis lupus familiaris,N,1,,
7246,Half life in dog,Intermediate,9615.0,,A,,BAO_0000218,6448,,,1,CHEMBL875840,,,Canis lupus familiaris,N,1,,
7247,Half life in dog after intra venous administration of the compound,Intermediate,9615.0,,A,,BAO_0000218,4353,,,1,CHEMBL619625,,,Canis lupus familiaris,N,1,,
7248,Half life in dog after intra venous administration of the compound; ND means Not determined,Intermediate,9615.0,,A,,BAO_0000218,4353,,,1,CHEMBL619626,,,Canis lupus familiaris,N,1,,
7249,Half life in dog after po administration of the compound,Intermediate,9615.0,,A,,BAO_0000218,4353,,,1,CHEMBL619627,,,Canis lupus familiaris,N,1,,
7250,Half life in dog after po administration of the compound; ND means Not determined,Intermediate,9615.0,,A,,BAO_0000218,4353,,,1,CHEMBL873817,,,Canis lupus familiaris,N,1,,
7251,Half life in dog at the single oral dose of 1 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,6265,,,1,CHEMBL619628,,,Canis lupus familiaris,N,1,,
7252,Half life in dogs,Intermediate,9615.0,,A,,BAO_0000218,5006,,,1,CHEMBL619629,,,Canis lupus familiaris,N,1,,
7253,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,Intermediate,9615.0,,A,,BAO_0000218,5356,,,1,CHEMBL619630,,,Canis lupus familiaris,N,1,,
7254,Half life in rat,Intermediate,9615.0,,A,,BAO_0000218,405,,,1,CHEMBL619631,,,Canis lupus familiaris,N,1,,
7255,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),Intermediate,9615.0,,A,,BAO_0000218,6642,,,1,CHEMBL619632,,,Canis lupus familiaris,N,1,,
7256,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619633,,,Mus musculus,N,1,10000001.0,
7257,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL875841,,,Mus musculus,N,1,10000001.0,
7258,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619634,,,Mus musculus,N,1,10000001.0,
7259,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619635,,,Mus musculus,N,1,10000001.0,
7260,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619636,,,Mus musculus,N,1,10000001.0,
7261,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619637,,,Mus musculus,N,1,10000004.0,
7262,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619638,,,Mus musculus,N,1,10000004.0,
7263,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619639,,,Mus musculus,N,1,10000004.0,
7264,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619640,,,Mus musculus,N,1,10000004.0,
7265,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619641,,,Mus musculus,N,1,10000004.0,
7266,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619642,,,Mus musculus,N,1,10000004.0,
7267,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619643,,,Mus musculus,N,1,10000004.0,
7268,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL619644,,,Mus musculus,N,1,948.0,
7269,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621112,,,Mus musculus,N,1,948.0,
7270,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621113,,,Mus musculus,N,1,948.0,
7271,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621114,,,Mus musculus,N,1,948.0,
7272,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621115,,,Mus musculus,N,1,948.0,
7273,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621116,,,Mus musculus,N,1,948.0,
7274,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621117,,,Mus musculus,N,1,948.0,
7275,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621118,,,Mus musculus,N,1,2113.0,
7276,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621119,,,Mus musculus,N,1,2113.0,
7277,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621120,,,Mus musculus,N,1,2113.0,
7278,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621757,,,Mus musculus,N,1,2113.0,
7279,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621758,,,Mus musculus,N,1,2113.0,
7280,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621759,,,Mus musculus,N,1,2113.0,
7281,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621760,,,Mus musculus,N,1,2113.0,
7282,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621761,,,Mus musculus,N,1,2107.0,
7283,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621762,,,Mus musculus,N,1,2107.0,
7284,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL621763,,,Mus musculus,N,1,2107.0,
7285,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL624502,,,Mus musculus,N,1,2107.0,
7286,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL624503,,,Mus musculus,N,1,2107.0,
7287,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL624504,,,Mus musculus,N,1,2107.0,
7288,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL624505,,,Mus musculus,N,1,2107.0,
7289,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,Intermediate,10090.0,,A,,BAO_0000218,10107,,,1,CHEMBL624506,,,Mus musculus,N,1,2048.0,
7290,In vitro cytotoxicity against A2780 (human ovarian cancer),Intermediate,9606.0,,F,,BAO_0000219,5895,,478.0,1,CHEMBL624507,A2780,,Homo sapiens,N,1,,
7291,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,Intermediate,9606.0,,F,,BAO_0000219,6338,,478.0,1,CHEMBL624508,A2780,,Homo sapiens,N,1,,
7292,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,Intermediate,9606.0,,F,,BAO_0000219,15163,,478.0,1,CHEMBL624509,A2780,,Homo sapiens,N,1,,
7293,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,Intermediate,9606.0,,F,,BAO_0000219,15163,,478.0,1,CHEMBL624510,A2780,,Homo sapiens,N,1,,
7294,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,Expert,9606.0,,F,,BAO_0000219,15000,,478.0,1,CHEMBL875956,A2780,,Homo sapiens,N,1,,
7295,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,Expert,9606.0,,F,,BAO_0000219,15000,,478.0,1,CHEMBL839885,A2780,,Homo sapiens,N,1,,
7296,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,Expert,9606.0,,F,,BAO_0000219,14729,,478.0,1,CHEMBL624511,A2780,,Homo sapiens,N,1,,
7297,In vitro cytotoxicity against A2780 cell line,Intermediate,9606.0,,F,,BAO_0000219,17270,,478.0,1,CHEMBL624512,A2780,,Homo sapiens,N,1,,
7298,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,Intermediate,9606.0,,F,,BAO_0000219,5685,,478.0,1,CHEMBL624513,A2780,,Homo sapiens,N,1,,
7299,In vitro inhibitory activity against human ovarian cancer A2780 cell line,Intermediate,9606.0,,F,,BAO_0000219,3563,,478.0,1,CHEMBL624514,A2780,,Homo sapiens,N,1,,
7300,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,Intermediate,9606.0,,F,,BAO_0000218,17753,,478.0,1,CHEMBL618547,A2780,,Homo sapiens,N,1,,
7301,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",Intermediate,9606.0,,F,,BAO_0000219,16317,,478.0,1,CHEMBL618548,A2780,,Homo sapiens,N,1,,
7302,Inhibition of tubulin polymerization in analogy of ca.,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL618549,A2780,,Homo sapiens,N,1,,
7303,Inhibitory activity against ovarian tumor cell line A2780 after 72 hr continuous exposure to compound,Intermediate,9606.0,,F,,BAO_0000219,3801,,478.0,1,CHEMBL618550,A2780,,Homo sapiens,N,1,,
7304,Cytotoxic effect in ovarian cancer cell line (A2780),Expert,9606.0,,F,,BAO_0000219,6181,,478.0,1,CHEMBL618551,A2780,,Homo sapiens,N,1,,
7305,Tested for cytotoxicity against Ovarian carcinoma parental type A2780 cell line expressing MDR-1 (-) gene,Intermediate,9606.0,,F,,BAO_0000219,5318,,478.0,1,CHEMBL618552,A2780,,Homo sapiens,N,1,,
7306,Tested for the cytotoxicity in A2780 ovarian cell line,Intermediate,9606.0,,F,,BAO_0000219,4840,,478.0,1,CHEMBL618553,A2780,,Homo sapiens,N,1,,
7307,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),Intermediate,9606.0,,F,,BAO_0000219,15748,,478.0,1,CHEMBL618554,A2780,,Homo sapiens,N,1,,
7308,The compound was tested for cytotoxic activity against A2780/Cs cell line(human ovarian carcinoma,Intermediate,9606.0,,F,,BAO_0000219,15748,,478.0,1,CHEMBL618555,A2780,,Homo sapiens,N,1,,
7309,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma,Intermediate,,,F,,BAO_0000219,15748,,481.0,1,CHEMBL618556,A2780cisR,,,N,1,,
7310,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),Intermediate,,,F,,BAO_0000219,15748,,481.0,1,CHEMBL618557,A2780cisR,,,N,1,,
7311,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ); ND means no data,Intermediate,,,F,,BAO_0000219,15748,,481.0,1,CHEMBL618558,A2780cisR,,,N,1,,
7312,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma),Intermediate,,,F,,BAO_0000219,15748,,481.0,1,CHEMBL618559,A2780cisR,,,N,1,,
7313,In vivo log of cells killed after administration of compound in A2780 cell line,Intermediate,9606.0,,F,,BAO_0000218,17753,,478.0,1,CHEMBL618560,A2780,,Homo sapiens,N,1,,
7314,Compound was tested in vivo for maximum tolerated dose after i.v. administration twice a day for 5 days in A2780 cell line,Intermediate,9606.0,,F,,BAO_0000218,17753,,478.0,1,CHEMBL618561,A2780,,Homo sapiens,N,1,,
7315,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.;NA means not active,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL618562,A2780,,Homo sapiens,N,1,,
7316,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines (at 5 uM );NA means not active,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL618563,A2780,,Homo sapiens,N,1,,
7317,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines; ND means no data,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL618564,A2780,,Homo sapiens,N,1,,
7318,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines. (at 5 uM ); ND means no data,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL618565,A2780,,Homo sapiens,N,1,,
7319,Optimal dose required to inhibit human ovarian A2780 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q4dX2),Intermediate,9606.0,,F,,BAO_0000218,17528,,478.0,1,CHEMBL618566,A2780,,Homo sapiens,N,1,,
7320,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,Intermediate,9606.0,,F,,BAO_0000219,6633,,478.0,1,CHEMBL618567,A2780,,Homo sapiens,N,1,,
7321,Resistance index is IC50 ratio of A2780 cell line and A2780cisR cell line,Expert,9606.0,,F,,BAO_0000219,15000,,478.0,1,CHEMBL618568,A2780,,Homo sapiens,N,1,,
7322,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,Expert,9606.0,,F,,BAO_0000219,17528,,478.0,1,CHEMBL618569,A2780,,Homo sapiens,N,1,,
7323,Compound was tested for Tubulin polymerization inhibition by using human ovarian cancer cell lines.,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621857,A2780,,Homo sapiens,N,1,,
7324,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621858,A2780,,Homo sapiens,N,1,,
7325,Percent of Tubulin polymerization inhibition by using human ovarian cancer cell lines at a concentration of 5 uM,Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621859,A2780,,Homo sapiens,N,1,,
7326,"Colchicine Binding Inhibition ( CBI ) by using human ovarian cancer cell lines at 5 uM, (values are mean of 9 over 4 concentrations +/- SD)",Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621860,A2780,,Homo sapiens,N,1,,
7327,Compound tested for colchicine Binding Inhibition by using human ovarian cancer cell line (at 5 uM ),Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621861,A2780,,Homo sapiens,N,1,,
7328,"Tested for colchicine binding inhibition, using human ovarian cancer cell lines (at 5 uM )",Expert,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621862,A2780,,Homo sapiens,N,1,,
7329,Compound tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621863,A2780,,Homo sapiens,N,1,,
7330,Compound was tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621864,A2780,,Homo sapiens,N,1,,
7331,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell line (at 5 uM ),Intermediate,9606.0,,F,,BAO_0000219,16936,,478.0,1,CHEMBL621865,A2780,,Homo sapiens,N,1,,
7332,In vitro antiproliferative activity against A2780 cell line,Intermediate,10090.0,,F,,BAO_0000219,17737,,478.0,1,CHEMBL621866,A2780,,Mus musculus,N,1,,
7333,Maximum tolerated dose in A2780 tumor in mice after intraperitoneal administration daily for 8 days,Expert,10090.0,,F,,BAO_0000219,17764,,478.0,1,CHEMBL621867,A2780,,Mus musculus,N,1,,
7334,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C after 96 hr,Intermediate,9606.0,,F,,BAO_0000219,3830,,478.0,1,CHEMBL621868,A2780,,Homo sapiens,N,1,,
7335,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C for 96 hr,Intermediate,9606.0,,F,,BAO_0000219,3829,,478.0,1,CHEMBL875282,A2780,,Homo sapiens,N,1,,
7336,Vc value in dog after IV administration at a dose of 5 mg/kg,Intermediate,9615.0,,A,,BAO_0000218,3546,,,1,CHEMBL621869,,,Canis lupus familiaris,N,1,,
