assay_id,src_id,assay_tax_id,assay_cell_type,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_strain,assay_tissue
3195,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3196,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 1000 ug/kgetized rats,F,In vivo,,,,
3197,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after iv administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3198,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3199,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3200,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3201,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3202,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3203,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5H+ T-induced bradycardia after po administration of 3ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3204,1,,,H,Autocuration,11454,5-hydroxytryptamine 3 receptor antagonistic activity was measured by the inhibition of 5-HT-induced bradycardia after iv administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3205,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 0.3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3206,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 1 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3207,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after intravenous administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3208,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 0.05 hour,F,In vivo,,,,
3209,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 1 hour,F,In vivo,,,,
3210,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 16 hour,F,In vivo,,,,
3211,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 3 hour,F,In vivo,,,,
3212,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 0.03 mg/kg dose in urethane-anesthetized rats at 6 hour,F,In vivo,,,,
3213,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3214,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 100 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3215,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 1000 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3216,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 10 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3217,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 3 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3218,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 30 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3219,1,,,H,Autocuration,11454,Compound was tested for the inhibition of 5-HT-induced bradycardia after peroral administration of 300 ug/kg dose in urethane-anesthetized rats,F,In vivo,,,,
3220,1,,,H,Autocuration,670,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.)",F,,,,,
3221,1,,,H,Autocuration,670,"In vivo 5-hydroxytryptamine 3 receptor antagonist activity by antagonism of the von Bezold-Jarisch (B-J) reflex in anesthetized rats, (i.v.); Not tested",F,,,,,
3222,1,,,H,Autocuration,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,F,In vivo,,,,
3223,1,,,H,Autocuration,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,F,In vivo,,,,
3224,1,,,H,Autocuration,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,F,In vivo,,,,
3225,1,,,H,Autocuration,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,F,In vivo,,,,
3226,1,,,H,Autocuration,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,F,In vivo,,,,
3227,1,,,H,Autocuration,10322,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),F,In vivo,,,,
3228,1,,,H,Autocuration,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,
3229,1,,,H,Autocuration,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,
3230,1,10116.0,,D,Autocuration,15412,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,,
3231,1,,,H,Autocuration,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,F,,,,,
3232,1,,,D,Intermediate,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,B,,,,,Hippocampus
3233,1,10116.0,,D,Autocuration,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,B,,,Rattus norvegicus,,
3234,1,10116.0,,D,Autocuration,17394,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,,
3235,1,,,H,Autocuration,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,B,,,,,
3236,1,,,H,Autocuration,12457,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,B,,,,,
3237,1,,,H,Autocuration,12205,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,B,,,,,
3238,1,,,H,Autocuration,14532,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,B,,,,,
3239,1,,,H,Autocuration,1122,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,B,,,,,
3240,1,,,H,Autocuration,5094,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,,
3241,1,10141.0,,D,Intermediate,809,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,F,,,Cavia porcellus,,Ileum
3242,1,10141.0,,D,Intermediate,809,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,F,,,Cavia porcellus,,Ileum
3243,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",F,,,Cavia porcellus,,Ileum
3244,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",F,,,Cavia porcellus,,Ileum
3245,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,Cavia porcellus,,Ileum
3246,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,Cavia porcellus,,Ileum
3247,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",F,,,Cavia porcellus,,Ileum
3248,1,10141.0,,D,Intermediate,13961,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,F,,,Cavia porcellus,,Ileum
3249,1,10141.0,,D,Intermediate,13961,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,F,,,Cavia porcellus,,Ileum
3250,1,10141.0,,D,Intermediate,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,F,,,Cavia porcellus,,Ileum
3251,1,10141.0,,D,Intermediate,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,F,,,Cavia porcellus,,Ileum
3252,1,10141.0,,D,Intermediate,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,F,,,Cavia porcellus,,Ileum
3253,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",F,,,Cavia porcellus,,Ileum
3254,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",F,,,Cavia porcellus,,Ileum
3255,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",F,,,Cavia porcellus,,Ileum
3256,1,10141.0,,D,Intermediate,14290,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,F,,,Cavia porcellus,,Ileum
3257,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,Cavia porcellus,,Ileum
3258,1,10141.0,,D,Intermediate,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,Cavia porcellus,,Ileum
3259,1,10141.0,,D,Intermediate,15034,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,Cavia porcellus,,
3260,1,10141.0,,D,Intermediate,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,,Striatum
3261,1,10141.0,,D,Intermediate,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,,Striatum
3262,1,10141.0,,D,Intermediate,5399,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,,,Cavia porcellus,,Striatum
3263,1,10141.0,,D,Intermediate,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,Cavia porcellus,,Striatum
3264,1,10141.0,,D,Intermediate,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,Cavia porcellus,,Striatum
3265,1,10141.0,,D,Intermediate,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,Cavia porcellus,,Striatum
3266,1,10141.0,,D,Intermediate,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,,,Cavia porcellus,,Ileum
3267,1,10141.0,,D,Intermediate,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,,,Cavia porcellus,,Ileum
3268,1,10141.0,,D,Intermediate,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,Cavia porcellus,,Ileum
3269,1,10141.0,,D,Intermediate,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,,,Cavia porcellus,,
3270,1,10141.0,,D,Intermediate,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,,,Cavia porcellus,,
3271,1,10141.0,,D,Intermediate,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,,,Cavia porcellus,,
3272,1,10141.0,,D,Intermediate,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,,,Cavia porcellus,,
3273,1,10141.0,,D,Intermediate,12918,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,,,Cavia porcellus,,
3274,1,10141.0,,D,Intermediate,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,,,Cavia porcellus,,
3275,1,10141.0,,D,Intermediate,17394,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,Cavia porcellus,,Striatum
3276,1,10141.0,,D,Intermediate,15034,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,,,Cavia porcellus,,Striatum
3277,1,10141.0,,D,Intermediate,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,,Striatum
3278,1,10141.0,,D,Intermediate,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,,Striatum
3279,1,10141.0,,D,Intermediate,17358,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,,,Cavia porcellus,,Ileum
3280,1,10141.0,,D,Expert,12953,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,,,Cavia porcellus,,
3281,1,10141.0,,D,Intermediate,12953,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,Cavia porcellus,,
3282,1,10141.0,,D,Intermediate,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,,,Cavia porcellus,,
3283,1,10141.0,,D,Intermediate,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,Cavia porcellus,,
3284,1,10141.0,,D,Intermediate,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,,Ileum
3285,1,10141.0,,D,Intermediate,12918,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,,,Cavia porcellus,,Ileum
3286,1,10141.0,,D,Intermediate,12919,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,,,Cavia porcellus,,Ileum
3287,1,10141.0,,D,Intermediate,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,,,Cavia porcellus,,Ileum
3288,1,10141.0,,D,Intermediate,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,,Ileum
3289,1,10141.0,,D,Intermediate,13181,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,,,Cavia porcellus,,
3290,1,10141.0,,H,Autocuration,13181,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,,,Cavia porcellus,,
3291,1,10141.0,,D,Intermediate,15034,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,,,Cavia porcellus,,
3292,1,10141.0,,D,Intermediate,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,Cavia porcellus,,
3293,1,10141.0,,D,Intermediate,1980,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,B,,,Cavia porcellus,,
3294,1,10141.0,HEK293,H,Autocuration,13181,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,B,,,Cavia porcellus,,
3295,1,10141.0,,D,Intermediate,14287,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,B,,,Cavia porcellus,,
3296,1,10141.0,,D,Intermediate,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,B,,,Cavia porcellus,,
3297,1,10141.0,,D,Intermediate,15316,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,B,,,Cavia porcellus,,
3298,1,10141.0,,D,Intermediate,16429,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,B,,,Cavia porcellus,,Striatum
3299,1,10141.0,,D,Intermediate,14818,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,B,,,Cavia porcellus,,Hippocampus
3300,1,10141.0,,D,Intermediate,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,B,,,Cavia porcellus,,
3301,1,10141.0,,D,Intermediate,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,B,,,Cavia porcellus,,
3302,1,10141.0,,D,Intermediate,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,Cavia porcellus,,Ileum
3303,1,,,H,Autocuration,5486,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,B,,,,,
3304,1,,,H,Autocuration,16209,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,B,,,,,
3305,1,,,H,Autocuration,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,B,,,,,
3306,1,,HeLa,H,Autocuration,4199,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,B,,,,,
3307,1,,,H,Autocuration,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
3308,1,,,H,Autocuration,5213,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,B,,,,,
3309,1,,HeLa,H,Autocuration,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",B,,,,,
3310,1,,,H,Autocuration,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,B,,,,,
3311,1,,,H,Autocuration,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,B,,,,,
3312,1,,,H,Autocuration,16946,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,B,,,,,
3313,1,,,H,Autocuration,17358,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,B,,,,,
3314,1,,,H,Autocuration,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,F,,,,,Cardiac atrium
3315,1,,,H,Autocuration,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,F,,,,,Cardiac atrium
3316,1,,,H,Autocuration,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,
3317,1,,,H,Autocuration,14875,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,B,,,,,Hippocampus
3318,1,9823.0,,H,Autocuration,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,B,,,Sus scrofa,,Hippocampus
3319,1,9986.0,,H,Autocuration,13047,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,B,,,Oryctolagus cuniculus,,
3320,1,10116.0,,D,Expert,1650,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,B,,,Rattus norvegicus,,
3321,1,,,H,Autocuration,567,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,F,,,,,
3322,1,,,H,Autocuration,17358,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,B,,,,,
3323,1,,,H,Autocuration,188,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,B,,,,,
3324,1,,,H,Autocuration,670,lntrinsic activity relative to 5-HT receptor,F,,,,,
3325,1,,,H,Autocuration,204,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,F,,,,,
3326,1,,,H,Expert,1946,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,F,,,,,
3327,1,,,H,Autocuration,6398,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,F,,,,,
3328,1,,,H,Autocuration,6398,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,F,,,,,
3329,1,,,H,Autocuration,17358,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,F,,,,,
3330,1,,,H,Autocuration,6398,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,F,,,,,
3331,1,,,H,Expert,11752,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,B,,,,,
3332,1,,,H,Autocuration,809,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,F,,,,,
3333,1,10116.0,,D,Expert,14178,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,B,,,Rattus norvegicus,,
3334,1,,,H,Autocuration,567,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,B,,,,,
3335,1,,,H,Autocuration,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,B,,,,,
3336,1,,,H,Autocuration,1946,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,B,,,,,
3337,1,10116.0,,D,Expert,13961,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,B,,,Rattus norvegicus,,
3338,1,,,H,Autocuration,6238,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,B,,,,,Striatum
3339,1,,,H,Autocuration,14290,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,B,,,,,
3340,1,,,H,Expert,14290,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,B,,,,,
3341,1,10116.0,,D,Expert,809,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,Rattus norvegicus,,Striatum
3342,1,,,H,Autocuration,1578,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,B,,,,,Striatum
3343,1,,,H,Expert,16709,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,B,,,,,Striatum
3344,1,,,H,Expert,1946,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,B,,,,,Striatum
3345,1,,,H,Expert,15253,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,B,,,,,Striatum
3346,1,,,H,Expert,4535,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,B,,,,,Striatum
3347,1,,,H,Expert,13961,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,B,,,,,
3348,1,,,H,Autocuration,17358,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,F,,,,,Brain
3349,1,,,H,Autocuration,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,F,,,,,
3350,1,,,H,Autocuration,15847,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,F,,,,,
3351,1,,,H,Autocuration,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,F,,,,,
3352,1,,,H,Autocuration,670,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,F,,,,,
3353,1,,,H,Autocuration,1317,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,F,,,,,
3354,1,10116.0,,D,Expert,12936,Binding affinity against rat 5-hydroxytryptamine 4 receptor,B,,,Rattus norvegicus,,
