assay_id,assay_organism,bao_format,tissue_id,variant_id,confidence_score,assay_tissue,chembl_id,assay_category,curated_by,assay_test_type,doc_id,src_assay_id,relationship_type,tid,src_id,description,assay_type,assay_tax_id
4348,,BAO_0000219,,,1,,CHEMBL620982,,Expert,,17376,,N,80315,1,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,F,
4349,,BAO_0000219,,,1,,CHEMBL620983,,Expert,,17376,,N,80315,1,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,F,
4350,,BAO_0000019,,,4,,CHEMBL620984,,Autocuration,,3241,,H,104775,1,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,
4351,,BAO_0000019,,,4,,CHEMBL620985,,Autocuration,,3241,,H,104775,1,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,
4352,,BAO_0000357,,,8,,CHEMBL620986,,Expert,,3725,,H,275,1,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,B,
4353,Plasmodium falciparum,BAO_0000218,,,1,,CHEMBL620987,,Expert,,10805,,N,50425,1,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,F,5833.0
4354,Plasmodium falciparum,BAO_0000218,,,1,,CHEMBL620988,,Expert,,10805,,N,50425,1,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,F,5833.0
4355,Plasmodium falciparum,BAO_0000218,,,1,,CHEMBL620989,,Expert,,10805,,N,50425,1,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,F,5833.0
4356,Plasmodium falciparum,BAO_0000218,,,1,,CHEMBL620990,,Expert,,10805,,N,50425,1,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,F,5833.0
4357,Plasmodium falciparum,BAO_0000218,,,1,,CHEMBL620991,,Intermediate,,10805,,N,50425,1,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,F,5833.0
4358,Mus musculus,BAO_0000218,,,1,,CHEMBL620992,,Intermediate,,10144,,N,80628,1,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,10090.0
4359,Mus musculus,BAO_0000218,,,1,,CHEMBL620993,,Intermediate,,10144,,N,80628,1,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,10090.0
4360,Mus musculus,BAO_0000218,,,1,,CHEMBL620994,,Intermediate,,10144,,N,80628,1,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,F,10090.0
4361,Mus musculus,BAO_0000218,,,1,,CHEMBL620995,,Intermediate,,10144,,N,80628,1,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,10090.0
4362,Mus musculus,BAO_0000218,,,1,,CHEMBL620996,,Intermediate,,10144,,N,80628,1,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,10090.0
4363,Mus musculus,BAO_0000218,,,1,,CHEMBL875581,,Intermediate,,10144,,N,80628,1,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,F,10090.0
4364,Mus musculus,BAO_0000218,,,0,,CHEMBL620997,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,F,10090.0
4365,Mus musculus,BAO_0000218,,,0,,CHEMBL620998,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,F,10090.0
4366,Mus musculus,BAO_0000218,,,0,,CHEMBL620999,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),F,10090.0
4367,Mus musculus,BAO_0000218,,,0,,CHEMBL621000,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,F,10090.0
4368,Mus musculus,BAO_0000218,,,0,,CHEMBL621001,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,F,10090.0
4369,Mus musculus,BAO_0000218,,,0,,CHEMBL621002,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,F,10090.0
4370,Mus musculus,BAO_0000218,,,0,,CHEMBL621003,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,F,10090.0
4371,Mus musculus,BAO_0000218,,,0,,CHEMBL621004,,Autocuration,In vivo,10685,,U,22224,1,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",F,10090.0
4372,Mus musculus,BAO_0000218,,,0,,CHEMBL621005,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),F,10090.0
4373,Mus musculus,BAO_0000218,,,0,,CHEMBL621006,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),F,10090.0
4374,Mus musculus,BAO_0000218,,,0,,CHEMBL621007,,Autocuration,In vivo,10685,,U,22224,1,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,F,10090.0
4375,Mus musculus,BAO_0000218,,,0,,CHEMBL621008,,Autocuration,,10144,,U,22224,1,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,10090.0
4376,Mus musculus,BAO_0000218,,,0,,CHEMBL621009,,Autocuration,,10144,,U,22224,1,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,10090.0
4377,Mus musculus,BAO_0000218,,,0,,CHEMBL857705,,Autocuration,,10144,,U,22224,1,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,10090.0
4378,Mus musculus,BAO_0000218,,,0,,CHEMBL619828,,Autocuration,,10144,,U,22224,1,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,10090.0
4379,Mus musculus,BAO_0000218,,,0,,CHEMBL619829,,Autocuration,,10685,,U,22224,1,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,F,10090.0
4380,Mus musculus,BAO_0000218,,,0,,CHEMBL619830,,Autocuration,,10685,,U,22224,1,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,F,10090.0
4381,Mus musculus,BAO_0000218,,,0,,CHEMBL619831,,Autocuration,,10685,,U,22224,1,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,F,10090.0
4382,Mus musculus,BAO_0000218,,,0,,CHEMBL619832,,Autocuration,,10685,,U,22224,1,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,F,10090.0
4383,Mus musculus,BAO_0000218,,,0,,CHEMBL619833,,Autocuration,,10685,,U,22224,1,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,A,10090.0
4384,Mus musculus,BAO_0000218,,,0,,CHEMBL619834,,Autocuration,,10685,,U,22224,1,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,A,10090.0
4385,Mus musculus,BAO_0000218,,,0,,CHEMBL619835,,Autocuration,,10685,,U,22224,1,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,A,10090.0
4386,Mus musculus,BAO_0000218,,,0,,CHEMBL619836,,Autocuration,,10685,,U,22224,1,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,A,10090.0
4387,Mus musculus,BAO_0000218,,,1,,CHEMBL619837,,Intermediate,,8831,,N,80628,1,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",F,10090.0
4388,,BAO_0000218,,,0,,CHEMBL619838,,Autocuration,In vivo,11704,,U,22224,1,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,F,
4389,Mus musculus,BAO_0000218,,,1,,CHEMBL619839,,Intermediate,,11704,,N,50594,1,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,A,10090.0
4390,Mus musculus,BAO_0000218,,,1,,CHEMBL619840,,Intermediate,In vivo,10685,,N,80628,1,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,F,10090.0
4391,Mus musculus,BAO_0000218,,,1,,CHEMBL619841,,Intermediate,In vivo,10685,,N,80628,1,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,F,10090.0
4392,Mus musculus,BAO_0000218,,,1,,CHEMBL857704,,Expert,,11368,,N,80628,1,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),F,10090.0
4393,Mus musculus,BAO_0000218,,,1,,CHEMBL619842,,Intermediate,,11368,,N,80628,1,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),F,10090.0
4394,Mus musculus,BAO_0000218,,,1,,CHEMBL619843,,Expert,,11368,,N,80628,1,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),F,10090.0
4395,Staphylococcus aureus,BAO_0000019,,,0,,CHEMBL619844,,Autocuration,,17763,,U,22226,1,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",B,1280.0
4396,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL857855,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,B,10116.0
4397,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL619845,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,10116.0
4398,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL619846,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,B,10116.0
4399,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL619847,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,B,10116.0
4400,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL619848,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,B,10116.0
4401,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL620893,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,B,10116.0
4402,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL620894,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,B,10116.0
4403,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL620895,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,B,10116.0
4404,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL620896,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,10116.0
4405,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL620897,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,10116.0
4406,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL620898,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,10116.0
4407,Rattus norvegicus,BAO_0000251,2107.0,,0,Liver,CHEMBL620899,,Autocuration,,7411,,U,22226,1,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,10116.0
4408,Cercopithecidae,BAO_0000218,1969.0,,0,Plasma,CHEMBL620900,,Autocuration,In vivo,347,,U,22224,1,The apparent total plasma clearance in monkey,A,9527.0
4409,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620901,,Autocuration,In vivo,3341,,U,22224,1,Compound was evaluated for Hepatic clearance in monkey,A,9527.0
4410,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620902,,Autocuration,In vivo,17853,,U,22224,1,Lower clearance in monkey (i.v.) at 0.5 mpk,A,9527.0
4411,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620903,,Autocuration,In vivo,4514,,U,22224,1,Plasma clearance in rhesus monkey,A,9527.0
4412,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620904,,Autocuration,In vivo,6062,,U,22224,1,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,A,9527.0
4413,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620905,,Autocuration,In vivo,6821,,U,22224,1,Plasma clearance of compound was determined in monkey,A,9527.0
4414,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620906,,Autocuration,In vivo,6057,,U,22224,1,Plasma clearance was calculated in rhesus monkey,A,9527.0
4415,Cercopithecidae,BAO_0000218,,,0,,CHEMBL875420,,Autocuration,In vivo,5145,,U,22224,1,Plasma clearance in rhesus monkey,A,9527.0
4416,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620907,,Autocuration,In vivo,6641,,U,22224,1,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,9527.0
4417,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620908,,Autocuration,In vivo,5472,,U,22224,1,Plasma clearance was evaluated in rhesus,A,9527.0
4418,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620909,,Autocuration,In vivo,4257,,U,22224,1,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,A,9527.0
4419,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620910,,Autocuration,In vivo,5546,,U,22224,1,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,9527.0
4420,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620911,,Autocuration,In vivo,5334,,U,22224,1,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,9527.0
4421,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620912,,Autocuration,In vivo,5334,,U,22224,1,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,9527.0
4422,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620913,,Autocuration,In vivo,17509,,U,22224,1,Cmax 24 hr after 2 mg/kg oral administration in monkeys,A,9527.0
4423,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620914,,Autocuration,In vivo,6535,,U,22224,1,Cmax in monkey after administration of 1 mg/kg iv,A,9527.0
4424,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620915,,Autocuration,In vivo,5668,,U,22224,1,Cmax was determine after peroral administration at 10 mpk in Rhesus,A,9527.0
4425,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620916,,Autocuration,In vivo,5922,,U,22224,1,Cmax in cynomolgus monkey by iv administration,A,9527.0
4426,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620917,,Autocuration,In vivo,5922,,U,22224,1,Cmax in cynomolgus monkey by po administration,A,9527.0
4427,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620918,,Autocuration,In vivo,6078,,U,22224,1,Cmax value evaluated in monkey,A,9527.0
4428,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620919,,Autocuration,In vivo,2661,,U,22224,1,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,9527.0
4429,Cercopithecidae,BAO_0000218,1969.0,,0,Plasma,CHEMBL620920,,Autocuration,In vivo,3249,,U,22224,1,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,A,9527.0
4430,Cercopithecidae,BAO_0000218,1969.0,,0,Plasma,CHEMBL620921,,Autocuration,In vivo,3249,,U,22224,1,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,A,9527.0
4431,Cercopithecidae,BAO_0000218,1969.0,,0,Plasma,CHEMBL620922,,Autocuration,In vivo,5553,,U,22224,1,Maximal plasma concentration in squirrel monkeys,A,9527.0
4432,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620923,,Autocuration,In vivo,1916,,U,22224,1,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,9527.0
4433,Cercopithecidae,BAO_0000218,1969.0,,0,Plasma,CHEMBL620924,,Autocuration,In vivo,6227,,U,22224,1,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,A,9527.0
4434,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620925,,Autocuration,In vivo,4809,,U,22224,1,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,9527.0
4435,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620926,,Autocuration,In vivo,5355,,U,22224,1,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,A,9527.0
4436,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620927,,Autocuration,In vivo,5355,,U,22224,1,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,A,9527.0
4437,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620928,,Autocuration,In vivo,5355,,U,22224,1,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,A,9527.0
4438,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620929,,Autocuration,In vivo,5355,,U,22224,1,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,A,9527.0
4439,Cercopithecidae,BAO_0000218,1969.0,,0,Plasma,CHEMBL620930,,Autocuration,In vivo,6221,,U,22224,1,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,A,9527.0
4440,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620931,,Autocuration,,167,,U,22224,1,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,A,9527.0
4441,Cercopithecidae,BAO_0000218,,,0,,CHEMBL620932,,Autocuration,,167,,U,22224,1,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,A,9527.0
4442,monkey,BAO_0000218,,,0,,CHEMBL620933,,Autocuration,In vivo,4257,,U,22224,1,Absolute bioavailability was evaluated in monkey,A,9443.0
4443,monkey,BAO_0000218,,,0,,CHEMBL620934,,Autocuration,In vivo,6221,,U,22224,1,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,A,9443.0
4444,monkey,BAO_0000218,,,0,,CHEMBL620935,,Autocuration,In vivo,17667,,U,22224,1,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,A,9443.0
4445,Macaca mulatta,BAO_0000218,,,0,,CHEMBL620936,,Autocuration,In vivo,17267,,U,22224,1,Bioavailability of compound was determined in rhesus monkey,A,9544.0
4446,marmosets,BAO_0000218,,,0,,CHEMBL620937,,Autocuration,In vivo,4256,,U,22224,1,Bioavailability determined after oral administration in marmoset,A,38020.0
4447,Macaca fascicularis,BAO_0000218,,,0,,CHEMBL620938,,Autocuration,In vivo,4256,,U,22224,1,Oral bioavailability in cynomolgus monkey,A,9541.0
4448,monkey,BAO_0000218,,,0,,CHEMBL620939,,Autocuration,In vivo,17853,,U,22224,1,Bioavailability in monkey (p.o.) at 2.0 mpk,A,9443.0
4449,monkey,BAO_0000218,,,0,,CHEMBL620940,,Autocuration,In vivo,16365,,U,22224,1,Bioavailability was evaluated after oral administration in monkey,A,9443.0
4450,Macaca fascicularis,BAO_0000218,,,0,,CHEMBL620941,,Autocuration,In vivo,1916,,U,22224,1,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,9541.0
4451,Macaca mulatta,BAO_0000218,,,0,,CHEMBL620942,,Autocuration,In vivo,5334,,U,22224,1,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,9544.0
4452,Macaca mulatta,BAO_0000218,,,0,,CHEMBL620943,,Autocuration,In vivo,5334,,U,22224,1,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,9544.0
4453,monkey,BAO_0000218,,,0,,CHEMBL620944,,Autocuration,In vivo,17592,,U,22224,1,Bioavailability of the compound was determined in monkey,A,9443.0
4454,Saimiri sciureus,BAO_0000218,,,0,,CHEMBL620945,,Autocuration,In vivo,1399,,U,22224,1,Bioavailability in squirrel monkey (dose 5 mg/kg),A,9521.0
4455,monkey,BAO_0000218,,,0,,CHEMBL620946,,Autocuration,In vivo,4809,,U,22224,1,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,9443.0
4456,monkey,BAO_0000218,,,0,,CHEMBL620947,,Autocuration,In vivo,3341,,U,22224,1,Oral bioavailability in monkey,A,9443.0
4457,Saimiri sciureus,BAO_0000218,,,0,,CHEMBL620948,,Autocuration,In vivo,64,,U,22224,1,Compound was tested for bioavailability in squirrel monkey,A,9521.0
4458,Macaca mulatta,BAO_0000218,,,0,,CHEMBL620949,,Autocuration,In vivo,5005,,U,22224,1,Oral bioavailability in Rhesus monkey,A,9544.0
4459,Macaca mulatta,BAO_0000218,,,0,,CHEMBL620950,,Autocuration,In vivo,5005,,U,22224,1,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),A,9544.0
4460,Macaca fascicularis,BAO_0000218,,,0,,CHEMBL620951,,Autocuration,In vivo,5237,,U,22224,1,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,A,9541.0
4461,Macaca fascicularis,BAO_0000218,,,0,,CHEMBL620952,,Autocuration,In vivo,5237,,U,22224,1,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,A,9541.0
4462,monkey,BAO_0000218,,,0,,CHEMBL875421,,Autocuration,In vivo,5302,,U,22224,1,Oral bioavailability in monkey (dose 5 mg/kg),A,9443.0
4463,monkey,BAO_0000218,,,0,,CHEMBL620953,,Autocuration,In vivo,17667,,U,22224,1,Oral bioavailability of compound at 5 mg/kg in monkey,A,9443.0
4464,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL873491,,Intermediate,In vivo,6161,,N,50588,1,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,A,9615.0
4465,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL620954,,Intermediate,In vivo,6161,,N,50588,1,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,A,9615.0
4466,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL620955,,Intermediate,,3854,,N,50588,1,Plasma half life determined,A,9615.0
4467,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL618097,,Intermediate,,993,,N,50588,1,Plasma half life in dog,A,9615.0
4468,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL618268,,Intermediate,,4514,,N,50588,1,Plasma half-life in Beagle dogs,A,9615.0
4469,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL618269,,Intermediate,In vivo,5334,,N,50588,1,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,9615.0
4470,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL618270,,Intermediate,In vivo,5334,,N,50588,1,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),A,9615.0
4471,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL618271,,Intermediate,In vivo,1466,,N,50588,1,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,A,9615.0
4472,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL873493,,Intermediate,In vivo,1466,,N,50588,1,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,A,9615.0
4473,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621031,,Intermediate,,5313,,N,50588,1,Tested for the half life period in dog,A,9615.0
4474,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621032,,Intermediate,In vivo,5313,,N,50588,1,Tested for the half life period in dog at dosage of 10 mpk,A,9615.0
4475,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621033,,Intermediate,,3880,,N,50588,1,The compound was tested for half life in dog,A,9615.0
4476,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL621034,,Intermediate,,3639,,N,50588,1,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",A,9615.0
4477,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL621035,,Intermediate,,3880,,N,50588,1,The half life was determined,A,9615.0
4478,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL621036,,Intermediate,,3918,,N,50588,1,The plasma half-life in dogs,A,9615.0
4479,Canis lupus familiaris,BAO_0000218,1969.0,,1,Plasma,CHEMBL621037,,Intermediate,,16452,,N,50588,1,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,A,9615.0
4480,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL619812,,Intermediate,,17796,,N,50588,1,Half life in dog,A,9615.0
4481,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL619813,,Intermediate,In vivo,5983,,N,50588,1,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,A,9615.0
4482,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL873335,,Intermediate,In vivo,1466,,N,50588,1,tmax upon peroral administration of 10.0 mg/Kg dose in dog,A,9615.0
4483,Canis lupus familiaris,BAO_0000218,,,1,,CHEMBL619814,,Intermediate,In vivo,16456,,N,50588,1,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,9615.0
4484,Mustela putorius furo,BAO_0000218,,,1,,CHEMBL619815,,Expert,In vivo,6113,,N,50506,1,Cmax in ferrets after 30 mg/kg oral dose,A,9669.0
