assays_assay_id,assays_variant_id,assays_assay_tissue,assays_src_assay_id,assays_src_id,assays_relationship_type,assays_tid,assays_tissue_id,assays_description,assays_confidence_score,assays_chembl_id,assays_assay_organism,assays_assay_subcellular_fraction,assays_assay_type,assays_assay_tax_id,assays_assay_test_type,assays_assay_cell_type,assays_curated_by,assays_cell_id,assays_bao_format
12116,,Female gonad,,1,N,50597,992.0,Biodistribution studied in the ovaries of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,CHEMBL627198,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12117,,Female gonad,,1,N,50597,992.0,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour,1,CHEMBL627199,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12118,,Female gonad,,1,N,50597,992.0,Biodistribution studied in the ovaries of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,CHEMBL627200,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12119,,Plasma,,1,N,50597,1969.0,Biodistribution studied in the plasma of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,CHEMBL627201,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12120,,Plasma,,1,N,50597,1969.0,Biodistribution studied in the plasma of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,CHEMBL627202,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12121,,Plasma,,1,N,50597,1969.0,Biodistribution studied in the plasma of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,CHEMBL627203,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12122,,Plasma,,1,N,50597,1969.0,Biodistribution studied in the plasma of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,CHEMBL627204,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12123,,Spleen,,1,N,50597,2106.0,Biodistribution studied in the spleen of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,CHEMBL627205,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12124,,Spleen,,1,N,50597,2106.0,Biodistribution studied in the spleen of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,CHEMBL627206,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12125,,Spleen,,1,N,50597,2106.0,Biodistribution studied in the spleen of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,CHEMBL627207,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12126,,Spleen,,1,N,50597,2106.0,Biodistribution studied in the spleen of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,CHEMBL627208,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12127,,Thyroid gland,,1,N,50597,2046.0,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,CHEMBL627209,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12128,,Thyroid gland,,1,N,50597,2046.0,Biodistribution studied in the thyroid of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,CHEMBL627210,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12129,,Thyroid gland,,1,N,50597,2046.0,Biodistribution studied in the thyroid of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,CHEMBL627211,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12130,,Thyroid gland,,1,N,50597,2046.0,Biodistribution studied in the thyroid of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,CHEMBL627212,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12131,,Uterus,,1,N,50597,995.0,Biodistribution studied in the uterus of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,1,CHEMBL627213,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12132,,Uterus,,1,N,50597,995.0,Biodistribution studied in the uterus of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,1,CHEMBL626599,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12133,,Uterus,,1,N,50597,995.0,Biodistribution studied in the uterus of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,1,CHEMBL626600,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12134,,Uterus,,1,N,50597,995.0,Biodistribution studied in the uterus of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,1,CHEMBL626601,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
12135,,,,1,U,22224,,C(f=2) is the concentration at which the half life (t1/2) in the time course of inhibition of BChE by DFP increased by twofold in the presence of compound,0,CHEMBL627484,,,A,,,,Autocuration,,BAO_0000019
12136,,Plasma,,1,N,100710,1969.0,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg),1,CHEMBL627485,Macaca fascicularis,,A,9541.0,,,Intermediate,,BAO_0000218
12137,,Plasma,,1,N,100710,1969.0,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not applicable,1,CHEMBL628147,Macaca fascicularis,,A,9541.0,,,Intermediate,,BAO_0000218
12138,,Plasma,,1,N,100710,1969.0,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not determined,1,CHEMBL628148,Macaca fascicularis,,A,9541.0,,,Intermediate,,BAO_0000218
12139,,Plasma,,1,N,50588,1969.0,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg),1,CHEMBL628149,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12140,,Plasma,,1,N,50588,1969.0,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1,1,CHEMBL628150,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12141,,Plasma,,1,N,50588,1969.0,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2,1,CHEMBL628318,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12142,,Plasma,,1,N,50588,1969.0,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable,1,CHEMBL628319,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12143,,,,1,N,50588,,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",1,CHEMBL875609,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12144,,,,1,U,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10,0,CHEMBL628320,,,A,,,,Autocuration,,BAO_0000019
12145,,,,1,U,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5,0,CHEMBL628321,,,A,,,,Autocuration,,BAO_0000019
12146,,,,1,U,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8,0,CHEMBL628322,,,A,,,,Autocuration,,BAO_0000019
12147,,,,1,U,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2,0,CHEMBL628323,,,A,,,,Autocuration,,BAO_0000019
12148,,,,1,U,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6,0,CHEMBL628324,,,A,,,,Autocuration,,BAO_0000019
12149,,,,1,U,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2,0,CHEMBL628325,,,A,,,,Autocuration,,BAO_0000019
12150,,,,1,U,22224,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6,0,CHEMBL628326,,,A,,,,Autocuration,,BAO_0000019
12151,,Adrenal medulla,,1,N,50588,1236.0,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously",1,CHEMBL628327,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12152,,Adrenal medulla,,1,N,50588,1236.0,"Concentration of compound in adrenal medulla of dog1, after administering intravenously",1,CHEMBL628328,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12153,,Blood,,1,N,50588,178.0,"Concentration of compound in blood of dog 1, after administering intravenously",1,CHEMBL628329,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12154,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29",1,CHEMBL628330,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12155,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30",1,CHEMBL628331,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12156,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71",1,CHEMBL628332,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12157,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72",1,CHEMBL628333,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12158,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23",1,CHEMBL628334,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12159,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12",1,CHEMBL628335,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12160,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20",1,CHEMBL628336,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12161,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56",1,CHEMBL628337,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12162,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70",1,CHEMBL628338,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12163,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45",1,CHEMBL875610,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12164,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56",1,CHEMBL628339,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12165,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30",1,CHEMBL628340,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12166,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19",1,CHEMBL628341,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12167,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19",1,CHEMBL622214,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12168,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30",1,CHEMBL623167,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12169,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54",1,CHEMBL623168,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12170,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19",1,CHEMBL623169,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12171,,Liver,,1,N,50597,2107.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31",1,CHEMBL623170,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12172,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47",1,CHEMBL627224,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12173,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21",1,CHEMBL875634,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12174,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74",1,CHEMBL627225,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12175,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23",1,CHEMBL627226,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12176,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30",1,CHEMBL626083,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12177,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39",1,CHEMBL626084,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12178,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66",1,CHEMBL626085,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12179,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49",1,CHEMBL626086,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12180,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35",1,CHEMBL626087,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12181,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44",1,CHEMBL626088,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12182,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52",1,CHEMBL626089,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12183,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17",1,CHEMBL626090,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12184,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33",1,CHEMBL626091,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12185,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13",1,CHEMBL626092,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12186,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11",1,CHEMBL626093,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12187,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36",1,CHEMBL626094,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12188,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54",1,CHEMBL626095,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12189,,Lung,,1,N,50597,2048.0,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26",1,CHEMBL626096,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12190,,,,1,U,22224,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,0,CHEMBL626097,Simiiformes,,A,314293.0,,,Autocuration,,BAO_0000218
12191,,,,1,N,50597,,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,1,CHEMBL626098,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12192,,Plasma,,1,U,22224,1969.0,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv,0,CHEMBL626099,,,A,,,,Autocuration,,BAO_0000218
12193,,Plasma,,1,U,22224,1969.0,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv,0,CHEMBL626100,,,A,,,,Autocuration,,BAO_0000218
12194,,Plasma,,1,N,50588,1969.0,AUC 0-inf in dog,1,CHEMBL626101,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12195,,Plasma,,1,N,50512,1969.0,AUC 0-inf in guinea pig,1,CHEMBL626102,Cavia porcellus,,A,10141.0,,,Intermediate,,BAO_0000218
12196,,Plasma,,1,N,50588,1969.0,AUC 0-t in dog,1,CHEMBL626103,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12197,,Plasma,,1,N,50512,1969.0,AUC 0-t in guinea pig,1,CHEMBL628391,Cavia porcellus,,A,10141.0,,,Intermediate,,BAO_0000218
12198,,,,1,N,50597,,The compound was tested for brain to plasma partition in rat,1,CHEMBL628392,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12199,,,,1,N,50597,,The compound was tested for brain to plasma partition in rat.,1,CHEMBL628393,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12200,,Blood,,1,U,22224,178.0,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure,0,CHEMBL628394,,,A,,,,Autocuration,,BAO_0000019
12201,,,,1,N,50588,,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.,1,CHEMBL628395,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12202,,,,1,U,22224,,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.,0,CHEMBL628396,Simiiformes,,A,314293.0,,,Autocuration,,BAO_0000218
12203,,,,1,N,50592,,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.,1,CHEMBL628397,Oryctolagus cuniculus,,A,9986.0,,,Intermediate,,BAO_0000218
12204,,,,1,N,50597,,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.,1,CHEMBL628398,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12205,,,,1,N,50797,,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey,1,CHEMBL628399,Macaca mulatta,,A,9544.0,,,Intermediate,,BAO_0000218
12206,,,,1,N,50588,,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose,1,CHEMBL628400,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
12207,,,,1,N,50597,,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose,1,CHEMBL874907,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12208,,,,1,U,22224,,Area under curve of the compound was determined,0,CHEMBL628401,,,A,,,,Autocuration,,BAO_0000019
12209,,Plasma,,1,U,22224,1969.0,AUC in monkeys at a dose of 1 mg/kg,0,CHEMBL628402,Simiiformes,,A,314293.0,,,Autocuration,,BAO_0000218
12210,,Plasma,,1,N,50597,1969.0,AUC in rats at a dose of 1 mg/kg,1,CHEMBL628403,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12211,,,,1,U,22224,,Compound was evaluated for the overall absorbance loss at pH of 2,0,CHEMBL628404,,,A,,,,Autocuration,,BAO_0000019
12212,,,,1,U,22224,,Compound was evaluated for the overall absorbance loss at pH of 4,0,CHEMBL628405,,,A,,,,Autocuration,,BAO_0000019
12213,,,,1,U,22224,,Compound was evaluated for the overall absorbance loss at pH of 7,0,CHEMBL628406,,,A,,,,Autocuration,,BAO_0000019
12214,,,,1,N,50597,,Compound was evaluated for its absorption in the rats,1,CHEMBL628407,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12215,,Urine,,1,N,50597,1088.0,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,1,CHEMBL628408,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12216,,Urine,,1,N,50597,1088.0,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.,1,CHEMBL629171,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12217,,Urine,,1,N,50597,1088.0,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,1,CHEMBL629172,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12218,,Urine,,1,N,50597,1088.0,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid,1,CHEMBL629173,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12219,,,,1,N,50597,,In vitro percent permeability into rat ileum,1,CHEMBL629174,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12220,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 10-17,1,CHEMBL629175,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12221,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 10-18,1,CHEMBL629176,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12222,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 10-19,1,CHEMBL629177,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12223,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 12-15,1,CHEMBL629178,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12224,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 13-19,1,CHEMBL631869,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12225,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 14-17,1,CHEMBL631870,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12226,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 15-18,1,CHEMBL631871,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12227,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 2-5,1,CHEMBL631872,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12228,,Ileum,,1,U,22224,2116.0,In vitro percent permeability into rat ileum; Range is 23-42,0,CHEMBL875775,,,A,,,,Autocuration,,BAO_0000221
12229,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 28-36,1,CHEMBL631873,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12230,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 29-35,1,CHEMBL631874,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12231,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 46-66,1,CHEMBL631875,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12232,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 50-68,1,CHEMBL631876,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12233,,,,1,N,50597,,In vitro percent permeability into rat ileum; Range is 78-81,1,CHEMBL631877,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12234,,,,1,N,50597,,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer,1,CHEMBL631878,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12235,,,,1,N,50597,,In vitro percent permeability into rat ileum; nd indicates not detected,1,CHEMBL631879,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12236,,,,1,N,50597,,In vitro percent permeability into rat ileum; nt indicates not detected,1,CHEMBL631880,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12237,,,,1,N,50597,,In vitro percent permeability into rat ileum; nt indicates not tested,1,CHEMBL631881,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12238,,,,1,N,50597,,Compound was tested for oral absorption in bile-duct cannulated rats,1,CHEMBL631882,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12239,,,,1,N,50597,,Compound was tested for oral absorption in bile-duct cannulated rats.,1,CHEMBL630749,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12240,,,,1,N,50587,,Oral absorption using Caco-2 cell monolayers.,1,CHEMBL630750,Homo sapiens,,A,9606.0,,,Intermediate,,BAO_0000218
12241,,,,1,N,50587,,Percent of the drug absorbed after administration to humans was determined,1,CHEMBL630253,Homo sapiens,,A,9606.0,,,Intermediate,,BAO_0000218
12242,,Plasma,,1,N,50597,1969.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.,1,CHEMBL630254,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12243,,Plasma,,1,N,50597,1969.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.,1,CHEMBL630255,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12244,,Plasma,,1,N,50597,1969.0,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.,1,CHEMBL630256,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
12245,,Liver,,1,N,50597,2107.0,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g",1,CHEMBL875781,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
