miller2_FiscalYear,miller2_SectionID,miller2_BranchName,miller2_DisabilityIssues(marker),miller2_OrganisationSub-class,miller2_CountryRegionName,miller2_ProjectBrowserCountryID,miller2_SectorPercent,miller2_AmountSpent,miller2_EnviromentalSustainability(marker),miller2_Biodiversity(marker),miller2_FundCentreID,miller2_FSTCPercent,miller2_SectorName,miller2_SectionName,miller2_ChildrenIssues(marker),miller2_CIDABusinessDeliveryModel(old),miller2_BranchID,miller2_TradeDevelopment(marker),miller2_CountryRegionID,miller2_ProgrammingProcess(new),miller2_ProjectNumber,miller2_GenderEquality(marker),miller2_OrganisationID,miller2_IndigenousIssues(marker),miller2_Desertification(marker),miller2_ParticipatoryDevelopmentAndGoodGovernance,miller2_UrbanIssues(marker),miller2_YouthIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_KnowledgeForDevelopment(marker),miller2_OrganisationName,miller2_OrganisationType,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_CountryRegionPercent,miller2_SectorID
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Canada,CA,0.2,36245.88,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,CA,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.1,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Canada,CA,0.25,45307.35,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,CA,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.1,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Canada,CA,0.1,18122.94,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,CA,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.1,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Colombia,CO,0.45,57087.261,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,CO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.07,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Colombia,CO,0.2,25372.116,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,CO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.07,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Colombia,CO,0.25,31715.145,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,CO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.07,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Colombia,CO,0.1,12686.058,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,CO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.07,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,India,IN,0.45,57087.261,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.07,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,India,IN,0.2,25372.116,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.07,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,India,IN,0.25,31715.145,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.07,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,India,IN,0.1,12686.058,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.07,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Jordan,JO,0.45,16310.646,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,JO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.02,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Jordan,JO,0.2,7249.1759999999995,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,JO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.02,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Jordan,JO,0.25,9061.47,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,JO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.02,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Jordan,JO,0.1,3624.5879999999997,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,JO,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.02,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mexico,MX,0.45,32621.292,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,MX,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.04,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mexico,MX,0.2,14498.351999999999,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,MX,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.04,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mexico,MX,0.25,18122.94,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,MX,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.04,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mexico,MX,0.1,7249.1759999999995,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,MX,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.04,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mozambique,MZ,0.45,16310.646,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,MZ,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mozambique,MZ,0.2,7249.1759999999995,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,MZ,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mozambique,MZ,0.25,9061.47,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,MZ,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Mozambique,MZ,0.1,3624.5879999999997,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,MZ,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Nigeria,NG,0.45,40776.615,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,NG,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.05,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Nigeria,NG,0.2,18122.94,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,NG,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.05,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Nigeria,NG,0.25,22653.675,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,NG,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.05,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Nigeria,NG,0.1,9061.47,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,NG,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.05,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Peru,PE,0.45,40776.615,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,PE,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.05,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Peru,PE,0.2,18122.94,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,PE,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.05,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Peru,PE,0.25,22653.675,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,PE,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.05,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Peru,PE,0.1,9061.47,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,PE,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.05,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,West Bank Gaza,PS,0.45,24465.968999999997,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,PS,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.03,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,West Bank Gaza,PS,0.2,10873.764,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,PS,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.03,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,West Bank Gaza,PS,0.25,13592.205,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,PS,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.03,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,West Bank Gaza,PS,0.1,5436.882,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,PS,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,3,Asia,0.03,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Africa MC,X1,0.45,195727.75199999998,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,X1,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.24,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Africa MC,X1,0.2,86990.112,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,X1,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.24,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Africa MC,X1,0.25,108737.64,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,X1,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.24,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Africa MC,X1,0.1,43495.056,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,X1,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.24,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Americas MC,X2,0.45,81553.23,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,X2,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.1,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Americas MC,X2,0.2,36245.88,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,X2,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.1,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Americas MC,X2,0.25,45307.35,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,X2,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.1,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Americas MC,X2,0.1,18122.94,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,X2,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,1,America,0.1,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,South Africa,ZA,0.45,57087.261,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,ZA,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.07,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,South Africa,ZA,0.2,25372.116,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,ZA,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.07,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,South Africa,ZA,0.25,31715.145,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,ZA,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.07,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,South Africa,ZA,0.1,12686.058,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,ZA,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.07,99820
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Zimbabwe,ZW,0.45,16310.646,0,0,6219,1.0,Democratic participation and civil society,Public Institutions & Elections,0,Responsive,B6100,0,ZW,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,15150
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Zimbabwe,ZW,0.2,7249.1759999999995,0,0,6219,1.0,Human rights,Public Institutions & Elections,0,Responsive,B6100,0,ZW,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,15160
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Zimbabwe,ZW,0.25,9061.47,0,0,6219,1.0,Employment policy and administrative management,Public Institutions & Elections,0,Responsive,B6100,0,ZW,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,16020
2009/2010,S6219,KFM Partnership for Develop. Innovation,0,UNION,Zimbabwe,ZW,0.1,3624.5879999999997,0,0,6219,1.0,Promotion of development awareness,Public Institutions & Elections,0,Responsive,B6100,0,ZW,Uncoded: Pre-APP,S063410PRG,2,1000273,0,0,1,0,0,0,0,Canadian Labour Congress,Canadian Non-Profit Making,Civil Society,2,Africa,0.02,99820
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,China,CN,0.6,22481.76,1,0,6161,1.0,Medical services,Health,0,Responsive,B6100,0,CN,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,3,Asia,0.2,12191
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,China,CN,0.4,14987.84,1,0,6161,1.0,Health education,Health,0,Responsive,B6100,0,CN,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,3,Asia,0.2,12261
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,India,IN,0.6,11240.88,1,0,6161,1.0,Medical services,Health,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,3,Asia,0.1,12191
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,India,IN,0.4,7493.92,1,0,6161,1.0,Health education,Health,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,3,Asia,0.1,12261
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,Nepal,NP,0.6,22481.76,1,0,6161,1.0,Medical services,Health,0,Responsive,B6100,0,NP,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,3,Asia,0.2,12191
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,Nepal,NP,0.4,14987.84,1,0,6161,1.0,Health education,Health,0,Responsive,B6100,0,NP,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,3,Asia,0.2,12261
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,"Tanzania,Un Rep",TZ,0.6,56204.4,1,0,6161,1.0,Medical services,Health,0,Responsive,B6100,0,TZ,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,2,Africa,0.5,12191
2009/2010,S6212,KFM Partnership for Develop. Innovation,0,NGO,"Tanzania,Un Rep",TZ,0.4,37469.6,1,0,6161,1.0,Health education,Health,0,Responsive,B6100,0,TZ,Uncoded: Pre-APP,S063412PRG,2,1002175,0,0,0,0,0,0,0,SEVA CANADA SOCIETY,Canadian Non-Profit Making,Civil Society,2,Africa,0.5,12261
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Bolivia,BO,0.1,4505.13,0,0,6160,1.0,Primary education,Sustainable Economic Growth,0,Responsive,B6100,0,BO,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,1,America,0.18,11220
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Bolivia,BO,0.1,4505.13,0,0,6160,1.0,Basic health care,Sustainable Economic Growth,0,Responsive,B6100,0,BO,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,1,America,0.18,12220
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Bolivia,BO,0.2,9010.26,0,0,6160,1.0,Basic drinking water supply,Sustainable Economic Growth,0,Responsive,B6100,0,BO,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,1,America,0.18,14031
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Bolivia,BO,0.2,9010.26,0,0,6160,1.0,Basic sanitation,Sustainable Economic Growth,0,Responsive,B6100,0,BO,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,1,America,0.18,14032
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Bolivia,BO,0.4,18020.52,0,0,6160,1.0,Food crop production,Sustainable Economic Growth,0,Responsive,B6100,0,BO,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,1,America,0.18,31161
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,India,IN,0.1,8259.405,0,0,6160,1.0,Primary education,Sustainable Economic Growth,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,3,Asia,0.33,11220
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,India,IN,0.1,8259.405,0,0,6160,1.0,Basic health care,Sustainable Economic Growth,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,3,Asia,0.33,12220
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,India,IN,0.2,16518.81,0,0,6160,1.0,Basic drinking water supply,Sustainable Economic Growth,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,3,Asia,0.33,14031
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,India,IN,0.2,16518.81,0,0,6160,1.0,Basic sanitation,Sustainable Economic Growth,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,3,Asia,0.33,14032
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,India,IN,0.4,33037.62,0,0,6160,1.0,Food crop production,Sustainable Economic Growth,0,Responsive,B6100,0,IN,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,3,Asia,0.33,31161
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Kenya,KE,0.1,8259.405,0,0,6160,1.0,Primary education,Sustainable Economic Growth,0,Responsive,B6100,0,KE,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,2,Africa,0.33,11220
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Kenya,KE,0.1,8259.405,0,0,6160,1.0,Basic health care,Sustainable Economic Growth,0,Responsive,B6100,0,KE,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,2,Africa,0.33,12220
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Kenya,KE,0.2,16518.81,0,0,6160,1.0,Basic drinking water supply,Sustainable Economic Growth,0,Responsive,B6100,0,KE,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,2,Africa,0.33,14031
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Kenya,KE,0.2,16518.81,0,0,6160,1.0,Basic sanitation,Sustainable Economic Growth,0,Responsive,B6100,0,KE,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,2,Africa,0.33,14032
2009/2010,S6215,KFM Partnership for Develop. Innovation,0,NGO,Kenya,KE,0.4,33037.62,0,0,6160,1.0,Food crop production,Sustainable Economic Growth,0,Responsive,B6100,0,KE,Uncoded: Pre-APP,S063413PRG,2,1001893,0,0,0,0,0,0,0,Canadian Baptist Ministries - The Sharing Way,Canadian Non-Profit Making,Civil Society,2,Africa,0.33,31161
