inventory_id,payment_date,payment_id,return_date,customer_id,pstaff_id,rental_date,rental_id,amount,rstaff_id
1019,2005-07-28 14:16:49,8889,2005-08-05 09:20:49,329,1,2005-07-28 14:16:49,7980,4.99,1
4147,2005-07-30 02:59:21,8892,2005-08-02 05:18:21,329,2,2005-07-30 02:59:21,8941,0.99,2
2722,2005-08-22 08:31:07,8905,2005-08-24 04:47:07,329,2,2005-08-22 08:31:07,15011,4.99,1
1135,2005-06-15 22:45:06,8910,2005-06-22 22:48:06,330,2,2005-06-15 22:45:06,1511,5.99,1
2701,2005-06-20 01:33:42,8911,2005-06-22 22:23:42,330,2,2005-06-20 01:33:42,2885,0.99,1
2675,2005-06-20 05:09:27,8912,2005-06-26 10:16:27,330,1,2005-06-20 05:09:27,2936,4.99,2
2442,2005-07-06 05:25:03,8914,2005-07-12 08:14:03,330,2,2005-07-06 05:25:03,3603,4.99,1
3473,2005-07-12 11:58:36,8921,2005-07-15 17:50:36,330,2,2005-07-12 11:58:36,6678,2.99,2
739,2005-07-12 13:40:37,8922,2005-07-15 15:23:37,330,1,2005-07-12 13:40:37,6719,2.99,2
896,2005-08-02 13:46:30,8926,2005-08-07 14:03:30,330,2,2005-08-02 13:46:30,11259,3.99,1
1586,2005-05-25 13:52:43,8932,2005-05-29 11:12:43,331,2,2005-05-25 13:52:43,87,0.99,2
2075,2005-05-31 00:06:20,8933,2005-05-31 21:29:20,331,1,2005-05-31 00:06:20,996,2.99,2
1836,2005-06-19 01:14:12,8935,2005-06-26 05:08:12,331,2,2005-06-19 01:14:12,2528,6.99,2
2188,2005-06-19 05:06:14,8936,2005-06-24 10:50:14,331,1,2005-06-19 05:06:14,2587,2.99,2
3129,2005-07-10 19:33:50,8944,2005-07-17 00:26:50,331,1,2005-07-10 19:33:50,5885,1.99,2
2837,2005-08-20 12:32:09,8953,2005-08-21 17:28:09,331,1,2005-08-20 12:32:09,13795,0.99,1
4090,2005-08-23 00:53:57,8957,2005-08-29 06:19:57,331,2,2005-08-23 00:53:57,15447,3.99,2
134,2005-08-23 03:30:51,8958,2005-08-28 22:09:51,331,1,2005-08-23 03:30:51,15521,2.99,1
3669,2005-07-07 16:47:53,8962,2005-07-16 22:22:53,332,1,2005-07-07 16:47:53,4302,6.99,2
3043,2005-07-27 03:32:41,8968,2005-08-04 08:32:41,332,2,2005-07-27 03:32:41,7049,7.99,2
4210,2005-07-27 22:58:17,8971,2005-07-29 23:14:17,332,2,2005-07-27 22:58:17,7578,4.99,1
2711,2005-08-01 08:54:26,8979,2005-08-08 14:04:26,332,2,2005-08-01 08:54:26,10439,0.99,1
343,2005-08-20 08:27:30,8983,2005-08-26 05:14:30,332,2,2005-08-20 08:27:30,13673,2.99,1
2003,2005-07-27 10:30:41,8999,2005-07-30 05:44:41,333,2,2005-07-27 10:30:41,7246,0.99,1
995,2005-07-29 17:45:45,9000,2005-08-01 13:53:45,333,1,2005-07-29 17:45:45,8719,4.99,1
1482,2005-07-30 18:03:13,9002,2005-08-08 23:57:13,333,2,2005-07-30 18:03:13,9338,10.99,2
1815,2005-07-31 19:24:55,9004,2005-08-03 22:51:55,333,1,2005-07-31 19:24:55,10062,2.99,2
1516,2005-08-01 23:46:58,9005,2005-08-09 19:42:58,333,2,2005-08-01 23:46:58,10844,4.99,2
2587,2005-08-22 19:59:42,9013,2005-08-24 15:03:42,333,1,2005-08-22 19:59:42,15313,4.99,2
2294,2005-05-25 00:22:55,9014,2005-05-30 04:28:55,334,1,2005-05-25 00:22:55,13,6.99,1
4163,2005-06-15 09:32:53,9017,2005-06-16 12:40:53,334,1,2005-06-15 09:32:53,1298,4.99,2
3940,2005-07-10 15:51:12,9023,2005-07-14 14:10:12,334,2,2005-07-10 15:51:12,5818,5.99,2
2882,2005-07-10 17:23:14,9024,2005-07-12 16:29:14,334,1,2005-07-10 17:23:14,5845,4.99,2
3134,2005-07-27 00:59:50,9027,2005-07-28 01:47:50,334,1,2005-07-27 00:59:50,6987,2.99,1
4144,2005-08-01 07:42:10,9031,2005-08-09 02:29:10,334,1,2005-08-01 07:42:10,10408,4.99,2
3137,2005-08-20 15:15:28,9037,2005-08-23 12:42:28,334,1,2005-08-20 15:15:28,13876,2.99,2
1542,2005-08-23 09:06:17,9042,2005-08-30 08:10:17,334,1,2005-08-23 09:06:17,15669,3.99,2
591,2005-07-07 20:56:47,9049,2005-07-16 00:51:47,335,1,2005-07-07 20:56:47,4387,8.99,1
4388,2005-07-29 23:40:10,9056,2005-08-02 18:07:10,335,1,2005-07-29 23:40:10,8855,2.99,2
81,2005-08-01 14:39:15,9060,2005-08-08 11:31:15,335,2,2005-08-01 14:39:15,10606,4.99,1
550,2005-08-19 17:31:36,9061,2005-08-21 13:47:36,335,2,2005-08-19 17:31:36,13267,0.99,1
3355,2005-08-20 06:45:32,9062,2005-08-25 02:40:32,335,1,2005-08-20 06:45:32,13622,1.99,1
2026,2006-02-14 15:16:03,9066,,335,2,2006-02-14 15:16:03,11541,0.99,1
3885,2005-06-21 11:17:35,9074,2005-06-22 12:51:35,336,2,2005-06-21 11:17:35,3349,0.99,2
1287,2005-07-07 17:55:53,9075,2005-07-13 16:43:53,336,2,2005-07-07 17:55:53,4323,5.99,2
3223,2005-07-11 21:58:53,9080,2005-07-17 21:18:53,336,2,2005-07-11 21:58:53,6382,6.99,2
127,2005-07-30 03:18:24,9084,2005-08-08 08:50:24,336,2,2005-07-30 03:18:24,8951,8.99,2
2141,2005-08-23 15:41:12,9095,2005-08-26 10:29:12,336,2,2005-08-23 15:41:12,15848,2.99,2
4450,2005-06-17 09:22:22,9100,2005-06-21 05:31:22,337,2,2005-06-17 09:22:22,1969,4.99,2
1146,2005-07-08 18:45:50,9105,2005-07-11 18:23:50,337,2,2005-07-08 18:45:50,4855,4.99,2
1544,2005-07-11 18:02:25,9108,2005-07-20 13:29:25,337,2,2005-07-11 18:02:25,6305,7.99,1
2362,2005-07-12 08:51:03,9109,2005-07-16 03:59:03,337,1,2005-07-12 08:51:03,6620,2.99,2
1559,2005-07-27 16:41:59,9110,2005-07-29 22:11:59,337,1,2005-07-27 16:41:59,7410,4.99,1
566,2005-08-01 20:34:51,9115,2005-08-04 00:02:51,337,2,2005-08-01 20:34:51,10765,0.99,1
4063,2005-08-17 08:34:22,9117,2005-08-25 11:56:22,337,1,2005-08-17 08:34:22,11734,3.99,2
2386,2005-08-19 18:57:05,9119,2005-08-28 22:28:05,337,2,2005-08-19 18:57:05,13305,6.99,1
1174,2005-06-16 20:58:59,9128,2005-06-20 21:31:59,338,1,2005-06-16 20:58:59,1807,5.99,2
1823,2005-06-17 08:33:02,9129,2005-06-21 14:00:02,338,2,2005-06-17 08:33:02,1952,4.99,2
315,2005-06-17 22:44:35,9130,2005-06-26 19:43:35,338,1,2005-06-17 22:44:35,2148,6.99,1
4026,2005-07-09 16:00:16,9138,2005-07-17 17:56:16,338,1,2005-07-09 16:00:16,5309,4.99,1
3075,2005-07-11 21:07:40,9140,2005-07-16 15:11:40,338,1,2005-07-11 21:07:40,6360,4.99,1
2061,2005-08-01 21:41:52,9144,2005-08-04 03:28:52,338,2,2005-08-01 21:41:52,10791,2.99,2
3085,2005-08-18 01:00:02,9149,2005-08-21 00:04:02,338,1,2005-08-18 01:00:02,12167,2.99,2
1589,2005-08-21 18:10:03,9151,2005-08-23 13:40:03,338,1,2005-08-21 18:10:03,14619,2.99,2
3033,2005-06-21 10:09:08,9159,2005-06-27 11:33:08,339,1,2005-06-21 10:09:08,3335,4.99,1
576,2005-07-10 11:09:12,9164,2005-07-16 07:31:12,339,1,2005-07-10 11:09:12,5720,3.99,1
1984,2005-07-12 12:12:43,9167,2005-07-21 10:49:43,339,2,2005-07-12 12:12:43,6682,7.99,2
1329,2005-07-27 10:27:33,9168,2005-07-30 13:09:33,339,2,2005-07-27 10:27:33,7244,2.99,1
2751,2005-07-30 12:54:03,9171,2005-08-06 17:22:03,339,2,2005-07-30 12:54:03,9208,5.99,2
2972,2005-08-17 01:02:06,9175,2005-08-22 21:44:06,339,1,2005-08-17 01:02:06,11550,2.99,1
4291,2005-08-19 14:53:22,9179,2005-08-27 19:03:22,339,1,2005-08-19 14:53:22,13199,3.99,2
2729,2005-08-20 05:15:20,9180,2005-08-28 07:36:20,339,1,2005-08-20 05:15:20,13575,5.99,2
1081,2005-08-20 19:13:06,9181,2005-08-24 21:24:06,339,1,2005-08-20 19:13:06,13985,0.99,2
1671,2005-08-21 18:59:17,9182,2005-08-23 13:19:17,339,1,2005-08-21 18:59:17,14636,4.99,2
470,2005-06-15 02:25:56,9184,2005-06-22 23:19:56,340,2,2005-06-15 02:25:56,1205,4.99,1
492,2005-06-18 00:34:45,9186,2005-06-26 18:40:45,340,1,2005-06-18 00:34:45,2177,5.99,1
3922,2005-06-19 06:55:01,9188,2005-06-25 03:21:01,340,2,2005-06-19 06:55:01,2607,5.99,2
3528,2005-06-19 10:36:53,9189,2005-06-26 15:15:53,340,1,2005-06-19 10:36:53,2653,5.99,1
2562,2005-08-01 03:42:40,9201,2005-08-01 23:36:40,340,1,2005-08-01 03:42:40,10292,2.99,2
1962,2005-08-01 17:11:52,9203,2005-08-08 19:34:52,340,2,2005-08-01 17:11:52,10674,3.99,1
175,2005-08-19 04:19:05,9207,2005-08-25 09:50:05,340,2,2005-08-19 04:19:05,12908,1.99,1
2760,2005-06-15 10:34:26,9215,2005-06-20 16:20:26,341,1,2005-06-15 10:34:26,1318,2.99,1
3419,2005-06-15 23:57:20,9216,2005-06-24 23:46:20,341,2,2005-06-15 23:57:20,1520,7.99,1
1991,2005-07-06 21:15:45,9222,2005-07-13 20:02:45,341,2,2005-07-06 21:15:45,3938,4.99,2
1144,2005-07-10 00:01:50,9224,2005-07-10 20:43:50,341,2,2005-07-10 00:01:50,5487,4.99,1
401,2005-07-27 19:05:40,9226,2005-08-05 14:47:40,341,2,2005-07-27 19:05:40,7473,2.99,1
3409,2005-07-29 15:28:24,9227,2005-08-05 20:04:24,341,1,2005-07-29 15:28:24,8661,2.99,2
3266,2005-08-19 10:06:53,9233,2005-08-28 09:56:53,341,2,2005-08-19 10:06:53,13074,8.99,2
2884,2005-08-23 18:43:31,9237,2005-08-31 00:26:31,341,2,2005-08-23 18:43:31,15938,6.99,2
2324,2005-07-10 05:28:50,9241,2005-07-12 00:02:50,342,1,2005-07-10 05:28:50,5617,0.99,2
1825,2005-08-01 02:18:12,9253,2005-08-02 22:32:12,342,1,2005-08-01 02:18:12,10242,4.99,2
748,2005-08-02 20:33:37,9255,2005-08-03 18:22:37,342,2,2005-08-02 20:33:37,11446,0.99,1
1537,2005-08-17 23:57:13,9257,2005-08-24 19:13:13,342,1,2005-08-17 23:57:13,12139,6.99,1
1103,2005-08-20 13:47:19,9264,2005-08-28 09:13:19,342,2,2005-08-20 13:47:19,13827,4.99,1
2275,2005-08-23 17:09:31,9269,2005-08-30 17:15:31,342,1,2005-08-23 17:09:31,15895,3.99,1
373,2005-05-25 17:22:10,9270,2005-05-31 19:47:10,343,2,2005-05-25 17:22:10,102,3.99,1
3344,2005-05-27 19:43:29,9271,2005-06-04 23:40:29,343,1,2005-05-27 19:43:29,455,3.99,2
3983,2005-06-17 02:57:34,9274,2005-06-19 00:00:34,343,2,2005-06-17 02:57:34,1879,0.99,1
2484,2005-06-17 06:04:25,9275,2005-06-18 09:15:25,343,2,2005-06-17 06:04:25,1922,0.99,2
2089,2005-07-08 00:22:06,9280,2005-07-16 20:16:06,343,1,2005-07-08 00:22:06,4472,7.99,1
3252,2005-07-09 06:09:51,9281,2005-07-10 03:55:51,343,2,2005-07-09 06:09:51,5097,4.99,2
2466,2005-08-17 01:34:32,9290,2005-08-24 05:47:32,343,2,2005-08-17 01:34:32,11570,2.99,1
2472,2005-08-19 18:02:18,9291,2005-08-24 22:15:18,343,2,2005-08-19 18:02:18,13279,4.99,2
3622,2005-08-21 18:17:59,9310,2005-08-23 14:16:59,344,1,2005-08-21 18:17:59,14621,0.99,1
4,2005-08-21 18:32:42,9311,2005-08-23 21:09:42,344,2,2005-08-21 18:32:42,14624,0.99,1
3421,2005-06-19 17:45:15,9318,2005-06-23 20:11:15,345,2,2005-06-19 17:45:15,2766,4.99,2
1252,2005-07-07 23:20:05,9321,2005-07-13 19:50:05,345,2,2005-07-07 23:20:05,4450,4.99,2
1346,2005-07-30 12:49:57,9328,2005-07-31 14:32:57,345,2,2005-07-30 12:49:57,9207,2.99,2
2577,2005-08-17 14:03:46,9331,2005-08-19 08:39:46,345,1,2005-08-17 14:03:46,11865,2.99,1
422,2005-08-18 12:41:41,9332,2005-08-22 16:38:41,345,1,2005-08-18 12:41:41,12485,4.99,2
4096,2005-08-21 21:00:03,9334,2005-08-30 16:59:03,345,1,2005-08-21 21:00:03,14702,10.99,1
3109,2005-07-09 21:12:50,9343,2005-07-14 16:25:50,346,1,2005-07-09 21:12:50,5428,4.99,2
2496,2005-07-12 20:46:35,9347,2005-07-21 00:26:35,346,2,2005-07-12 20:46:35,6881,8.99,2
70,2005-07-29 01:29:51,9349,2005-08-03 21:56:51,346,2,2005-07-29 01:29:51,8272,5.99,2
1143,2005-07-29 18:25:03,9352,2005-08-07 18:56:03,346,2,2005-07-29 18:25:03,8732,8.99,2
1538,2005-08-01 04:14:12,9356,2005-08-07 22:38:12,346,1,2005-08-01 04:14:12,10304,5.99,1
1064,2005-08-02 18:14:56,9360,2005-08-08 23:29:56,346,1,2005-08-02 18:14:56,11375,4.99,1
1599,2005-08-23 08:52:03,9365,2005-08-30 08:17:03,346,1,2005-08-23 08:52:03,15661,8.99,2
273,2005-06-16 14:11:52,9368,2005-06-25 08:49:52,347,2,2005-06-16 14:11:52,1711,8.99,1
537,2005-07-28 20:39:47,9381,2005-08-02 16:29:47,347,2,2005-07-28 20:39:47,8148,4.99,1
3042,2005-08-17 08:45:55,9390,2005-08-26 07:09:55,347,2,2005-08-17 08:45:55,11738,8.99,1
3494,2005-08-22 04:16:56,9394,2005-08-24 00:30:56,347,2,2005-08-22 04:16:56,14894,4.99,2
4099,2005-07-08 04:48:41,9405,2005-07-16 08:51:41,348,2,2005-07-08 04:48:41,4556,9.99,2
4340,2005-07-28 08:34:57,9414,2005-08-06 02:45:57,348,2,2005-07-28 08:34:57,7825,4.99,1
3222,2005-08-01 20:43:02,9419,2005-08-05 02:32:02,348,1,2005-08-01 20:43:02,10769,2.99,1
3826,2005-08-19 05:25:30,9425,2005-08-22 10:40:30,348,2,2005-08-19 05:25:30,12937,4.99,2
826,2005-07-07 10:52:39,9440,2005-07-11 13:19:39,349,1,2005-07-07 10:52:39,4190,2.99,1
2679,2005-07-09 21:22:00,9443,2005-07-10 21:18:00,349,1,2005-07-09 21:22:00,5433,4.99,2
4157,2005-07-27 01:26:14,9444,2005-08-01 20:10:14,349,1,2005-07-27 01:26:14,7002,4.99,1
253,2005-07-28 03:56:05,9446,2005-07-31 03:29:05,349,2,2005-07-28 03:56:05,7702,2.99,1
2246,2005-08-19 17:05:37,9455,2005-08-24 17:36:37,349,1,2005-08-19 17:05:37,13258,4.99,2
801,2005-08-23 15:22:15,9460,2005-08-31 14:54:15,349,1,2005-08-23 15:22:15,15833,6.99,1
2247,2005-08-23 19:19:06,9461,2005-08-31 23:34:06,349,1,2005-08-23 19:19:06,15955,5.99,1
2135,2005-06-20 15:13:40,9467,2005-06-21 12:03:40,350,1,2005-06-20 15:13:40,3079,2.99,1
2196,2005-06-21 00:39:39,9468,2005-06-22 05:12:39,350,2,2005-06-21 00:39:39,3206,0.99,1
2290,2005-07-10 14:06:44,9474,2005-07-14 19:55:44,350,1,2005-07-10 14:06:44,5786,1.99,2
2008,2005-07-11 23:03:02,9475,2005-07-19 23:09:02,350,2,2005-07-11 23:03:02,6408,3.99,2
2705,2005-08-23 14:35:10,9485,2005-08-29 19:06:10,350,1,2005-08-23 14:35:10,15807,0.99,2
1148,2005-07-06 16:26:04,9490,2005-07-10 15:08:04,351,1,2005-07-06 16:26:04,3836,2.99,1
3068,2005-07-08 14:24:00,9492,2005-07-12 16:16:00,351,1,2005-07-08 14:24:00,4756,1.99,1
1187,2005-07-10 20:58:22,9495,2005-07-17 01:15:22,351,1,2005-07-10 20:58:22,5912,3.99,2
4401,2005-07-11 11:06:50,9496,2005-07-19 09:03:50,351,2,2005-07-11 11:06:50,6180,3.99,2
4578,2005-07-12 11:28:22,9497,2005-07-15 09:30:22,351,1,2005-07-12 11:28:22,6664,4.99,1
4089,2005-07-12 16:04:40,9498,2005-07-20 15:05:40,351,2,2005-07-12 16:04:40,6777,5.99,2
1792,2005-08-01 11:04:46,9503,2005-08-02 12:10:46,351,2,2005-08-01 11:04:46,10501,2.99,2
1337,2005-08-22 13:44:32,9506,2005-08-29 14:19:32,351,2,2005-08-22 13:44:32,15142,4.99,1
887,2005-08-23 13:01:43,9509,2005-08-26 16:35:43,351,1,2005-08-23 13:01:43,15762,2.99,1
2936,2005-05-29 14:44:22,9510,2005-06-01 17:28:22,352,1,2005-05-29 14:44:22,784,2.99,2
3690,2005-06-15 21:58:00,9511,2005-06-17 21:50:00,352,1,2005-06-15 21:58:00,1498,0.99,1
2763,2005-07-11 19:10:38,9517,2005-07-19 14:46:38,352,2,2005-07-11 19:10:38,6329,5.99,2
883,2005-07-30 22:30:57,9524,2005-08-03 22:53:57,352,1,2005-07-30 22:30:57,9463,0.99,1
2262,2005-08-22 02:25:53,9531,2005-08-25 04:27:53,352,2,2005-08-22 02:25:53,14852,0.99,1
645,2005-07-12 08:20:02,9539,2005-07-21 09:16:02,353,1,2005-07-12 08:20:02,6610,3.99,2
3946,2005-08-17 07:09:59,9544,2005-08-19 04:31:59,353,2,2005-08-17 07:09:59,11698,4.99,1
2447,2005-08-23 08:29:53,9549,2005-08-25 07:23:53,353,2,2005-08-23 08:29:53,15650,0.99,2
2395,2005-05-26 01:27:11,9552,2005-06-03 00:30:11,354,2,2005-05-26 01:27:11,158,1.99,2
1666,2005-07-07 02:36:33,9559,2005-07-09 08:32:33,354,2,2005-07-07 02:36:33,4034,0.99,2
2813,2005-07-07 23:18:58,9560,2005-07-15 20:40:58,354,1,2005-07-07 23:18:58,4449,5.99,2
278,2005-07-26 23:17:51,9568,2005-08-03 21:12:51,354,1,2005-07-26 23:17:51,6939,5.99,2
3571,2005-07-29 08:40:36,9573,2005-08-06 08:28:36,354,2,2005-07-29 08:40:36,8477,8.99,2
975,2005-08-21 05:30:54,9582,2005-08-26 07:02:54,354,2,2005-08-21 05:30:54,14245,0.99,1
1240,2005-08-22 01:58:42,9583,2005-08-29 22:32:42,354,1,2005-08-22 01:58:42,14840,5.99,2
2085,2005-05-31 15:22:51,9587,2005-06-07 14:32:51,355,1,2005-05-31 15:22:51,1110,3.99,1
1081,2005-06-15 21:39:54,9588,2005-06-16 20:33:54,355,2,2005-06-15 21:39:54,1488,0.99,1
285,2005-07-11 08:06:59,9594,2005-07-12 09:01:59,355,1,2005-07-11 08:06:59,6127,0.99,1
2720,2005-07-27 05:28:32,9598,2005-07-31 07:52:32,355,2,2005-07-27 05:28:32,7108,4.99,1
2402,2005-08-20 13:33:47,9603,2005-08-25 18:09:47,355,2,2005-08-20 13:33:47,13821,1.99,1
1367,2006-02-14 15:16:03,9606,,355,1,2006-02-14 15:16:03,14760,0.99,1
2098,2005-07-08 06:48:26,9612,2005-07-11 07:06:26,356,2,2005-07-08 06:48:26,4599,4.99,1
2558,2005-07-10 01:05:41,9613,2005-07-11 02:05:41,356,1,2005-07-10 01:05:41,5513,0.99,2
3288,2005-07-30 04:10:18,9620,2005-08-07 01:06:18,356,1,2005-07-30 04:10:18,8975,5.99,2
891,2005-07-31 00:56:09,9622,2005-08-05 05:44:09,356,2,2005-07-31 00:56:09,9523,3.99,2
4286,2005-07-31 13:53:37,9623,2005-08-06 15:45:37,356,2,2005-07-31 13:53:37,9883,6.99,1
2978,2005-08-01 08:30:11,9624,2005-08-07 06:18:11,356,1,2005-08-01 08:30:11,10427,3.99,2
1649,2005-08-17 00:39:54,9626,2005-08-24 20:46:54,356,1,2005-08-17 00:39:54,11535,3.99,2
766,2005-08-17 20:21:35,9628,2005-08-22 17:16:35,356,2,2005-08-17 20:21:35,12037,4.99,2
2432,2005-08-19 23:50:45,9632,2005-08-27 22:01:45,356,2,2005-08-19 23:50:45,13442,5.99,2
2306,2005-08-23 12:43:42,9635,2005-08-27 17:45:42,356,2,2005-08-23 12:43:42,15754,5.99,2
2870,2005-06-17 09:23:59,9642,2005-06-25 13:20:59,357,2,2005-06-17 09:23:59,1971,1.99,2
3900,2005-07-12 19:03:19,9650,2005-07-15 23:48:19,357,1,2005-07-12 19:03:19,6839,0.99,1
461,2005-07-27 15:01:17,9652,2005-08-04 20:28:17,357,1,2005-07-27 15:01:17,7366,5.99,1
763,2005-07-28 16:39:56,9653,2005-07-30 18:44:56,357,2,2005-07-28 16:39:56,8041,2.99,1
2203,2005-08-01 06:49:05,9656,2005-08-04 01:51:05,357,2,2005-08-01 06:49:05,10391,2.99,2
3808,2005-08-01 20:32:42,9659,2005-08-03 22:14:42,357,2,2005-08-01 20:32:42,10764,0.99,2
1248,2005-07-31 02:37:44,9676,2005-08-02 07:07:44,358,1,2005-07-31 02:37:44,9568,0.99,2
2036,2005-08-01 00:33:27,9677,2005-08-07 20:15:27,358,1,2005-08-01 00:33:27,10193,2.99,1
4260,2005-08-18 11:14:35,9681,2005-08-27 09:09:35,358,1,2005-08-18 11:14:35,12452,6.99,1
3445,2005-08-20 20:16:35,9683,2005-08-28 17:23:35,358,1,2005-08-20 20:16:35,14004,7.99,2
1655,2005-05-28 04:30:05,9686,2005-06-03 10:01:05,359,1,2005-05-28 04:30:05,528,3.99,2
2555,2005-07-27 05:01:08,9695,2005-08-02 07:49:08,359,2,2005-07-27 05:01:08,7098,0.99,2
3620,2005-07-27 05:42:58,9696,2005-08-02 05:35:58,359,1,2005-07-27 05:42:58,7115,0.99,2
752,2005-08-21 05:56:36,9703,2005-08-26 06:14:36,359,1,2005-08-21 05:56:36,14258,1.99,1
1113,2005-08-21 17:40:05,9704,2005-08-29 18:16:05,359,2,2005-08-21 17:40:05,14598,5.99,2
4148,2005-06-15 21:48:35,9711,2005-06-17 17:18:35,360,2,2005-06-15 21:48:35,1492,0.99,1
129,2005-06-19 02:08:10,9713,2005-06-23 23:32:10,360,2,2005-06-19 02:08:10,2541,3.99,1
1513,2005-06-19 18:19:33,9714,2005-06-28 22:29:33,360,2,2005-06-19 18:19:33,2780,6.99,1
2220,2005-07-08 01:20:22,9716,2005-07-16 21:23:22,360,1,2005-07-08 01:20:22,4487,7.99,2
1737,2005-07-27 10:44:55,9722,2005-08-01 16:12:55,360,1,2005-07-27 10:44:55,7251,2.99,1
4033,2005-07-27 23:23:31,9723,2005-08-04 02:54:31,360,2,2005-07-27 23:23:31,7588,9.99,1
3646,2005-07-28 11:32:57,9725,2005-08-03 13:30:57,360,2,2005-07-28 11:32:57,7908,3.99,2
3404,2005-07-29 05:08:57,9727,2005-08-03 02:49:57,360,2,2005-07-29 05:08:57,8361,2.99,1
1858,2005-07-30 15:25:19,9728,2005-08-01 15:35:19,360,1,2005-07-30 15:25:19,9283,4.99,2
2619,2005-07-30 18:29:26,9729,2005-07-31 19:43:26,360,2,2005-07-30 18:29:26,9352,0.99,1
113,2005-07-31 04:30:02,9730,2005-08-06 23:34:02,360,1,2005-07-31 04:30:02,9623,2.99,1
2961,2005-08-02 00:07:20,9732,2005-08-04 02:35:20,360,2,2005-08-02 00:07:20,10857,2.99,1
3317,2005-08-17 01:04:31,9734,2005-08-24 00:44:31,360,2,2005-08-17 01:04:31,11553,4.99,1
2745,2005-08-19 00:21:52,9737,2005-08-22 22:13:52,360,2,2005-08-19 00:21:52,12795,0.99,2
2649,2005-08-20 15:55:20,9740,2005-08-26 17:26:20,360,2,2005-08-20 15:55:20,13894,7.99,2
1247,2005-05-27 07:42:29,9743,2005-06-04 11:20:29,361,1,2005-05-27 07:42:29,368,5.99,2
2897,2005-05-31 16:37:14,9744,2005-06-04 12:53:14,361,2,2005-05-31 16:37:14,1120,4.99,1
1271,2005-08-01 08:03:55,9759,2005-08-04 08:44:55,361,1,2005-08-01 08:03:55,10414,0.99,2
1585,2005-08-19 12:22:52,9767,2005-08-21 14:04:52,361,1,2005-08-19 12:22:52,13135,0.99,2
2133,2006-02-14 15:16:03,9772,,361,1,2006-02-14 15:16:03,13298,3.98,2
2258,2005-07-10 03:21:02,9782,2005-07-14 07:40:02,362,2,2005-07-10 03:21:02,5563,1.99,1
1326,2005-07-10 09:26:49,9783,2005-07-19 07:17:49,362,2,2005-07-10 09:26:49,5690,5.99,2
4404,2005-07-28 18:06:46,9789,2005-08-04 18:54:46,362,1,2005-07-28 18:06:46,8081,2.99,1
3758,2005-07-29 15:31:33,9792,2005-07-30 09:39:33,362,1,2005-07-29 15:31:33,8662,0.99,2
2761,2005-07-31 10:21:32,9794,2005-08-07 09:20:32,362,1,2005-07-31 10:21:32,9784,4.99,2
3166,2005-08-21 08:33:42,9801,2005-08-23 03:27:42,362,2,2005-08-21 08:33:42,14336,4.99,1
1252,2005-08-21 23:11:42,9802,2005-08-28 22:12:42,362,1,2005-08-21 23:11:42,14752,5.99,1
3927,2005-06-16 03:19:09,9808,2005-06-18 21:55:09,363,2,2005-06-16 03:19:09,1569,4.99,2
2170,2005-07-10 09:07:19,9813,2005-07-16 11:17:19,363,2,2005-07-10 09:07:19,5687,3.99,2
2428,2005-07-12 20:37:13,9818,2005-07-19 20:13:13,363,2,2005-07-12 20:37:13,6878,4.99,2
4275,2005-07-27 10:58:32,9819,2005-07-29 08:58:32,363,1,2005-07-27 10:58:32,7256,2.99,2
1764,2005-08-18 01:51:44,9828,2005-08-26 01:01:44,363,2,2005-08-18 01:51:44,12189,5.99,1
3005,2005-08-20 09:32:56,9830,2005-08-28 05:22:56,363,1,2005-08-20 09:32:56,13706,9.99,2
3579,2005-08-22 07:32:23,9832,2005-08-30 11:39:23,363,1,2005-08-22 07:32:23,14983,5.99,2
1747,2005-08-19 04:24:35,9853,2005-08-27 07:13:35,364,2,2005-08-19 04:24:35,12912,3.99,2
2106,2005-08-22 17:48:10,9857,2005-08-27 23:32:10,364,1,2005-08-22 17:48:10,15242,0.99,1
37,2005-05-25 19:37:47,9858,2005-06-01 23:29:47,365,2,2005-05-25 19:37:47,120,5.99,2
1307,2005-06-19 00:48:22,9863,2005-06-24 19:10:22,365,1,2005-06-19 00:48:22,2525,2.99,2
822,2005-07-12 07:57:45,9866,2005-07-16 05:41:45,365,1,2005-07-12 07:57:45,6604,4.99,2
1120,2005-07-28 21:28:32,9869,2005-07-30 02:10:32,365,1,2005-07-28 21:28:32,8168,4.99,1
4379,2005-07-29 20:29:34,9870,2005-08-04 02:19:34,365,2,2005-07-29 20:29:34,8782,4.99,1
3508,2005-08-18 08:20:08,9877,2005-08-21 08:50:08,365,2,2005-08-18 08:20:08,12375,4.99,2
4081,2005-06-15 16:30:22,9882,2005-06-21 11:07:22,366,2,2005-06-15 16:30:22,1401,1.99,2
2430,2005-06-18 02:44:37,9883,2005-06-18 23:37:37,366,2,2005-06-18 02:44:37,2214,0.99,2
3001,2005-07-06 16:19:56,9885,2005-07-13 11:38:56,366,1,2005-07-06 16:19:56,3834,2.99,2
3989,2005-07-11 21:18:16,9890,2005-07-17 00:21:16,366,1,2005-07-11 21:18:16,6366,4.99,1
1197,2005-07-12 14:17:55,9892,2005-07-21 10:11:55,366,2,2005-07-12 14:17:55,6738,5.99,2
706,2005-07-30 02:18:19,9901,2005-08-05 00:49:19,366,2,2005-07-30 02:18:19,8928,2.99,2
3428,2005-08-02 16:59:09,9905,2005-08-10 20:41:09,366,2,2005-08-02 16:59:09,11337,2.99,2
