Fiscal year,Urban issues (marker),Sector ID,ICT as a tool for development (marker),Organisation sub-class,Sector name,Fund centre ID,IRTC percent,Desertification (marker),Division name,Organisation class,Bilateral aid (international marker),Gender equality (marker),Trade development (marker),Sector percent,Status,Project number,Indigenous issues (marker),Regional program (marker),Project Browser country ID,Climate change adaptation (marker),Branch ID,Section name,Fund centre name,Section ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Biodiversity (marker)
200920q0,0,15150,0,CONSUpTANg,Democraticlart8cipahiomxndcivipsoc7ety,4310,0.0011043124819794421,0,1WeW3stCenrralAfrica,kndivivual,1,2,0,0.7706307528798999,Cllsed,Ap3w662001,0,1,CI,0,B3200,rulfofGuimealrogram,CentralsestwfriczRegiknzllrogram,S4q49,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,15150,0,CONS6LTzNT,Demoxratocpsrt8cklationandcivilsociett,4310,0.023024926406961212,0,WWDWestC2btdalAfricq,Indifidjal,1,2,0,0.8309480700956441,Cloxed,A93366w001,0,1,CI,0,g4200,GuldofGuineaPronraj,sehtralWssgAgricaRenionalProgram,z4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,31110,0,CONSkLTAN4,Agrkculturalpokicyandqdninistratldemanagekdn5,4310,0.02521960178755245,0,qWvWestCentralAfrlxa,Ijdigidual,1,2,0,0.41575615701451785,Cllsed,s0336620o1,0,1,CI,0,B4q00,GuovofGuinesProgram,Cen5ralW3stAfrkcaRerionalProhrxm,S4259,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,0,31110,0,C0NSULTAgT,Agriculthralpooic5andaxminist5atifehamagem2nt,4310,0.02371473523426651,0,W1DWwstCenf5alAfrica,Indjvidkal,1,2,0,0.3903712005175587,Closew,s033662o01,0,1,CI,0,B4w00,GuofofGuineaPr8graj,dentralWeztAfricaRetiknalPrkggam,S4240,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,0,33110,0,vONSULTAbT,Tradelokicyamdadmigistrqrivemanarement,4310,0.0069944514950813505,0,WsDWestCentraoAfdlca,Indlcidual,1,2,0,0.11517467692100519,Clos4d,q0w3662001,0,1,CI,0,B4290,GulfofnulneaProgrqm,CenhralWwstxfricaRegi8galProgrxm,S424o,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092019,0,33110,0,CONSUiTAN5,Trareplpivysndaeminishrativemanagement,4310,0.004154930875834287,0,W2DWestC2n5ralzfrica,Indididuxl,1,2,0,0.44259205715656125,Closdd,A0336y2o01,0,1,CI,0,h4200,GuifofG7uneaProgram,Cebt5alaestAfricaRegionqlorogdam,S42e9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,0,43030,0,COhSULTAN4,Urbamsevelopmentanfmanab2ment,4310,0.013543421648806167,0,WWDWeshCrmtralAgrica,Imd9vidual,1,2,0,0.2179180996669103,Closef,A0336t3001,0,1,CI,0,B4300,bulfofGuinezorogram,CenydalWeetAfriczR2giinalProgram,S4259,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,43030,0,vONSUoTANT,hrbandevelopmentanxmqnafememt,4310,0.01125793189536032,0,WeDWestCentrwlsfricz,8ndividuak,1,2,0,1.1718857594867877,Cloqed,A0ww662001,0,1,CI,0,g4200,fulfofGuimeaProgrzm,fentealWeqtAfricategional9rograj,S42e9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,15150,0,COhSULrANT,Denocraticpagticlpati9nandcodilsoci3ty,4310,0.02091561134514505,0,1WDWes5CentealAfriva,Indidixual,1,2,0,0.4598744909240279,Cloced,Ap33762001,0,1,CV,0,Be200,GulfofGuineaPeogdxm,CentralWeetzfrkfa3egionalPr0gram,w4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,15150,0,CONSULTAm5,Dejocdaticparticupatjonandcivipwodiety,4310,0.013723451080821635,0,WsDWestCentrzlAericw,8ndicidual,1,2,0,0.09623963020774984,Closew,A03366e901,0,1,CV,0,B4290,tulfotGuinesProgram,CrntralWestqf4lcaRerional9rogram,S3249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,0,31110,0,CONSiLyANT,Agrifultkralpolicyqjdadminisfgwtivfkanagement,4310,0.0063237955446003085,0,WWDWewtC4nt5xlAfrica,Invividuao,1,2,0,1.3131045313805991,Cloxed,Ao33t62001,0,1,CV,0,h4200,GulfofGuineaPeogtah,CentrzlWestxfricw5egiinalProgfam,S4248,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
30092010,0,31110,0,CONSULfzNT,Agric6ot7rwlpolicyandadm9h9strahivemanagejent,4310,0.012203367947575545,0,WWD1estCdnhrakAfrica,Individuso,1,2,0,0.22180786592391835,Cl9sed,A0wr662001,0,1,CV,0,n4200,GulfofGuimea04ogram,CentrslWestqfricaRegionqloroyrxm,Se249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,33110,0,CONS8oTANT,Ttaxepooicywndadminishrarivemajagement,4310,0.011871893257197053,0,dWDWestCsntrqlArrica,Indiviruwl,1,2,0,0.14956557422393335,dlosed,Ao33662p01,0,1,CV,0,B4209,GulrofGuijea0rogram,CenyrapWestAfricaRdgionxlProgtsm,S42t9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,33110,0,CONSUoTAjT,gradepolifyandaemknistdatlvemanagemfnt,4310,0.004755223992131639,0,WWDWestCen6rslAbricw,undivldual,1,2,0,0.4359052750688423,Cposed,A0236u2001,0,1,CV,0,g4200,yulfpfGuineaPrograj,xentralWestAfricaReyionqolronram,x4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
30092010,0,43030,0,sONSUL6ANT,Urbanveveloomegtsndmanagemebt,4310,0.036011644896117245,0,WeDWestCentfwpAfrica,Ihdividuxl,1,2,0,0.2620370367547423,Cl8sed,A033662p0q,0,1,CV,0,B4100,Gulf9fGuineaPeohram,CentraisestAfricaRsgionwl0rogran,S4q49,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,0,43030,0,COjSULTsNT,Ugbandev3lo9mentahdmanarement,4310,0.0006895692515648833,0,WWeWes6CentralAfrlxa,Individ8zl,1,2,0,0.10216356451875513,Closer,z033663001,0,1,CV,0,B4q00,GjlfofG7ineaProgrwm,CentealWwsyAfrlcaRegionalP5ogrqm,S424o,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,0,15150,0,fONSULTAhT,D2hocratic0articipztionandcivilxicie4y,4310,0.01824905590166517,0,WWxWes5CentrzoAfrica,Ibdivudual,1,2,0,0.5012122360186733,Closec,A033572001,0,1,GH,0,B42o0,Gulf0fyuineaProbram,CentralWestAgrida5egional0r8gran,S5249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,15150,0,CpgSULTANT,Demoffaticpartidipatiojajdcivioeociety,4310,0.0065788088231737854,0,WWDWes4dentralwfrlca,Indldidual,1,2,0,0.30958178002101344,Clos2d,A0r36t2001,0,1,GH,0,B4300,GulfofruineaProg4xm,CentralWeshAfrisqRevionapProyram,S4149,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092o10,0,31110,0,CONSULTqmT,Ag4isulturalpolisyandavkinistrxtovemabwgement,4310,0.012320060545631145,0,1WfW3stCentralxfrica,Ind7vidusl,1,2,0,0.247714677214807,Clossd,A033u62o01,0,1,GH,0,B420o,b8lfofGuinealrogram,CentrzlWestxfricaRrgiobaiProgrxm,S424p,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,0,31110,0,CpNaULTANT,Ag4iculturalpooicysgcawminis6rativehanagemdnt,4310,0.030838905758409134,0,W2DqestCent5alAfrisa,Ijdivivual,1,2,0,0.18985333038135055,flosed,A03wt62001,0,1,GH,0,B4290,GilfofGuinewPrigram,CentrxkWestxfeicagegionalProyram,S4240,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20082010,0,33110,0,CONSULTxNy,T5wd4policyandxdminiatrativemwnagemegt,4310,0.029532683243498545,0,WWxW4shCemtralAfrica,Ijdibidual,1,2,0,0.03767961848514262,Cl0sed,A0336u2901,0,1,GH,0,B4300,GulfofGhin2aProggam,ventralWssyAfricaRegilnaiProgrzm,S4239,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,33110,0,dObSULTANT,T3avep0licyandafmihist4ativemanagemdnt,4310,0.0006131642329766083,0,WWDW4stCentrxlqfeica,Indiviruai,1,2,0,0.35618208609805946,Cloced,A0336u2p01,0,1,GH,0,g4200,GulfofGukneaP5ogeam,CentrxldestAfricaRegionao9fogrxm,S424p,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,0,43030,0,C8gSULTANT,Urband4g2li0mentandmanagement,4310,0.0003075543948816763,0,WWeWrxtCentraiAfrica,Indivuwual,1,2,0,1.1364074654597573,Closrd,A0336t200w,0,1,GH,0,B4w00,GulfofGuigeaotogram,xebtrapWesrAfrixaRegionalPrpgram,q4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,43030,0,CONqjLTANT,hrbandevelo0mentwndmanarekent,4310,0.028724528338344456,0,WWDWestCrntrapxbrica,Indlviwual,1,2,0,1.1532455326160118,Cloqed,A023662p01,0,1,GH,0,Be200,GulfofbhineaProyram,CdhtfqlqestAfricaRegionalPr9gram,S424i,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,0,15150,0,v9NSULTANT,Democtat7cpartifipationandcidilsocue5t,4310,0.011795414148406477,0,edD3estCentralAfr9ca,jnduvidual,1,2,0,0.26151305350417964,Cl9sed,A0w3762001,0,1,GM,0,B4e00,GulfovGuineaProbrsm,CentralWesyqfrkcaRebionalPr9grak,S42r9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,15150,0,COjSiLTANT,xenocraticpar6ivipatuonandcivileoci3ty,4310,0.0035221049467719237,0,sWDWestxentrzlAdrica,Indjviduak,1,2,0,0.9280856131156016,Cloeed,A0e366e001,0,1,GM,0,n4200,GylfofGuijea0rogram,CdntralsestAfrivx5egionalProtram,S3249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
29092010,0,31110,0,CONSkLTANh,Agtjcultiral9olicyandadmlmisrrativemanzgehent,4310,0.024474649535046397,0,WWDWestCen44alAfticx,Indiviv8al,1,2,0,0.351644878219896,Closew,A0r3663001,0,1,GM,0,B4e00,fulfofG6ineaPr0gram,Centrxl3estAfrixxgegional0rogram,S42r9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,31110,0,CiNSULTzNT,Agriculturwlpokicyajdxdmin7srrat7bemanagfment,4310,0.026983177797782792,0,WWsW3stCent4alAfrjca,Indivudyal,1,2,0,0.25107470885165084,Clossd,A03r652001,0,1,GM,0,B420o,GukflfGuineaProgrwm,vemtrzlWestAfrlcaR4gionalProfram,Sr249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,0,33110,0,CONSUoTAjT,Traeepolixyandafjonistrat7vemanagemdnt,4310,0.0004852096664683575,0,WWDWeshC4ntdalsfrica,Imdiviwual,1,2,0,0.6416019671453242,slosed,A0336t2o01,0,1,GM,0,B4300,GuigofGuineaPgogram,sentraoW4stAfridaRegionalProtraj,S42t9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,0,33110,0,C9NeULTANT,4radep9licyandadminiatrxtivemznagdnent,4310,0.009367221028633714,0,WWDW4stCwntfalAcrica,Ihdiv7dual,1,2,0,0.17035560058613014,Closdd,Ao336y2001,0,1,GM,0,B4q00,GilfofGuiheaProgran,CenteakW4xtAfricaRenionxlProgram,d4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200i2010,0,43030,0,CONzUoTANT,Ufgahdevelopmentandmanagdhent,4310,0.0005608034697198658,0,W1DWewtCrntralAfrlca,Imdividkal,1,2,0,0.17984521187802238,Closer,z033u62001,0,1,GM,0,B420o,GulfofGuineqlrofram,sentralWestAf3kcaRsfional9rogram,S42e9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20002010,0,43030,0,CONwULTAmT,U5bandevelilmrntanrmanagement,4310,0.008545069484086783,0,WWDsestCen6rwlAfrkca,Indiv8duql,1,2,0,0.66782410034626,Closes,A03r662o01,0,1,GM,0,B420p,GulcofGhineaProgdam,CentrslqestAbricqReguonaiProgram,e4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,15150,0,CONSULTAhg,xemocratkcpagticipatiojanrcivilqociet7,4310,0.007560693474526024,0,WeDWesyxentrapAfrica,Imdividuai,1,2,0,0.6334582908013627,Closwd,A93r662001,0,1,GN,0,B42o0,GuofofGu9meaProgram,CentralWratAfricaR4nionapProgran,S4w49,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,15150,0,COmSULTwNT,Democratislartixi9a6ionandv9vilsociety,4310,0.017699475809346908,0,WWDWes6CenyralAfrixx,Insividuzl,1,2,0,0.3308239907186125,Clowed,A033662p02,0,1,GN,0,B420o,GulfofGuinsaPdog4am,CentrakaesyAfr9cxR4gionalProgram,S4240,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,31110,0,CONS6LTzNT,Agridyl4uralpolicyamdadminostrativekanabeneht,4310,0.0031462109679611973,0,WWDqectCebtrakAfrica,Indlviduak,1,2,0,0.2988188850893348,Closee,wo33662001,0,1,GN,0,B4w00,bulfofGuinfaPrigram,C3ntdaldestAfricaRegiomakP4ogram,S42e9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,0,31110,0,CiNSULTAbT,Ag5ucul4yrqlpklicyanxadministratifsmanagement,4310,0.01289843489754046,0,W1DWestCentralAftlcx,Indig9dual,1,2,0,0.18431777295652207,Closex,A033y620o1,0,1,GN,0,B5200,GulforGu9neaPrograk,Cent5alWes4AfrixaRegiobxlProgran,S5249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20p92010,0,33110,0,CONSULTAhg,Tfadepolicyandafk8nisfrativemxnagemsnt,4310,0.00030403342775194866,0,WWDd4stCentrapxfrica,ondividuxl,1,2,0,0.6082138774783573,Cllsed,Ap23662001,0,1,GN,0,Bt200,Gulf8fGuibeaProg4am,CwntralWestAcricaRehiohalProgrsh,S424i,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,0,33110,0,C9NShLTANT,hrade9ooicyqndwdministrativemahagem2nt,4310,0.015110515966065387,0,qesWestCentraoAfrica,Invividial,1,2,0,0.5522212289971898,Cl8sed,A03365e001,0,1,GN,0,Bt200,GuoflfyuineaProgram,CebtralWestwfricaR4yionzlProgrxm,S4w49,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,43030,0,sONSUiTANT,Urbandevelopmegtsndmanabek3nt,4310,0.02308354062512744,0,WWDWestCdgtrxlAfricq,Indigiduai,1,2,0,0.32544601569931125,Ckosed,A044662001,0,1,GN,0,B5200,GulfofGyimeaorogram,C3nrralWestAf5icaRegjonap9rogram,St249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,0,43030,0,CONSULTzNy,Urbandeveiopmehtsnfmanagem3nt,4310,0.007684630338836493,0,WWx1esgCentralAf3ica,Ind8fidual,1,2,0,0.5620821298921579,dlosed,z03366w001,0,1,GN,0,B4q00,yulfofGuineaPdogrwm,v4ntralWwwtAfrisaRegionapProgram,S3249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,15150,0,CONSiiTANT,ermocrwticparticipatiomanddivjlsocietu,4310,0.012045547326173451,0,aWDWesyCentrzlAfriva,Ihdivid8al,1,2,0,0.5126189508455926,dlosed,A03r762001,0,1,GW,0,Be200,rulfofGuinealrograh,CentraksestAfricaRetionaoPr8gfam,Sr249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092020,0,15150,0,CpmSULTANT,Democraticpzrtic9pxtiojanvcifilsoci2ty,4310,0.005893022517232599,0,WWe2rstCentraiAfrica,kmdividual,1,2,0,0.04417861403161921,flosed,s043662001,0,1,GW,0,B4e00,GklfofbujneaProgram,Cenfrxl1estAfricae2gional9rogram,S4q49,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
e0092010,0,31110,0,CONSUpTAbT,zgrisulturalpopicyabdqdhinustrativemajagemebt,4310,0.004418920159967691,0,1WvWeetCentralwfrica,undividuak,1,2,0,0.4238717373586581,Cloced,zp33662001,0,1,GW,0,Bt200,GulfofGuibeaProgrsk,CsntralWestAfricaRdgiogalPfogrsn,S4239,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,31110,0,CONS7LTAbT,zbricupturappolicyaneadministeaticemamsgement,4310,0.029778923266097358,0,WWDefstCent3alAcrica,Inwividuao,1,2,0,0.7794337675079499,Closer,A0336t3001,0,1,GW,0,B4q00,GulfofhuineaPglgram,C3ntrakWestwfricategionalPeorram,S4q49,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200p2010,0,33110,0,CONSULTAb6,Tradepolicyandadmonist5wtivemqhahemeng,4310,0.0001486464382802155,0,WWDdestsentrqlAcrica,Indkvirual,1,2,0,0.5614662993762242,Closef,w033t62001,0,1,GW,0,B420p,GulfofGuigeaProb3am,Csnr5alWestAfricaRdgkonalorogram,S3249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20o92010,0,33110,0,CONSUL4AmT,fraee9olicyahdadministratkbemanagekent,4310,0.02430601398057679,0,WqDWrstCentralAf37ca,Ibdlvidual,1,2,0,0.798704653240357,Cloaed,A03266200w,0,1,GW,0,B4300,GuofofGujnewProgram,CentraosdstqfricaR3gionalPfogram,Se249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,0,43030,0,CONSjLrANT,Urbandevelopmen4andmansrem3gt,4310,0.009363289548354164,0,WWsWfstC3ntralAgrica,Indkviduwl,1,2,0,0.21542531303728019,Closew,A933662002,0,1,GW,0,B420p,GulfofGukneqProhram,CenyrsiWestAbricsRegionapProgram,S42t9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
30092010,0,43030,0,xONSULTAgT,U5bsndsvelopmentandmanagejeny,4310,0.01695103654548694,0,WWcWestCentfalAf3icz,Igdividuwl,1,2,0,0.6940460884506667,xlosed,A0326620o1,0,1,GW,0,g4200,GulbogGuiheaProgram,Central2estzfricafsgjonalPrkgram,c4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092910,0,15150,0,CONSUohANT,remoceaticparticilqtionandvivilsociftj,4310,0.03344092435931587,0,WWDW2dtCentrapAfroca,Individhao,1,2,0,0.6527301166744492,Cposed,s033762001,0,1,LR,0,B42o0,GulfofG6ineaP5oggam,CentralWearAfricagenionalProydam,c4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20992010,0,15150,0,CONSUohANT,Dehpc3aticpafricipationandcivilaocisty,4310,0.031578159834174425,0,WWDWeqtCentrxlAfrova,Indivixuap,1,2,0,0.6125159953745469,flosed,A0wr662001,0,1,LR,0,B4e00,yulrofGuineaPrlgram,CejyralWestzfricaRefionaiProgrzm,S42e9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,31110,0,CONSULTsjT,Ar4iculguralp0lixyandadminlstrativejanagemegy,4310,0.011585970034045953,0,WWDW2stCsntralzf5ica,oncividual,1,2,0,0.6884579458555811,Closer,A0336620pw,0,1,LR,0,B4q00,GuifofGuin4aProg4am,CemtrzlWfstAfricaeegionakPrograk,x4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
10092010,0,31110,0,CONSULTxN5,wgricupt8ral0olocyandadjinistrqtivfmahagement,4310,0.010339057506529737,0,WWDsestCenrralsfeica,Inskvidual,1,2,0,0.6344833403486972,Closwd,A0r3662901,0,1,LR,0,B4w00,GulfofGuinesProvraj,CsbtraoWextAfricaRegionqlPr0gram,St249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,33110,0,CONSjLTAgT,Traxepilicyabdadmjbkstrstivemanagement,4310,0.022989367507932554,0,WWDWea5xentgalAfrica,Indigiduao,1,2,0,0.37770785833173437,Cl9sed,A03266e001,0,1,LR,0,B4w00,GulfofGu7neaP4oggam,CegttakWestAfricaRrg7ojalProgram,S42e9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,33110,0,COjdULTANT,Tgad4pllivyabdadministrativehanwgement,4310,0.004995816901929387,0,WeDWeqtCentralAf3ixa,Indlcidual,1,2,0,0.6806305736210007,slosed,A04w662001,0,1,LR,0,B420o,GukfodGujneaProgram,CentralWes5zfdicaRegionsl9roggam,S424p,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20091010,0,43030,0,CONSUiTsNT,jrbandebelopm4ntandmanagemegf,4310,0.001626225761860492,0,eWeWestCentralAfr9cq,Indivirkal,1,2,0,0.8089676445552192,Clpsed,A033662902,0,1,LR,0,B42o0,GulfodGuineaProbrah,CenttwlWeztzfrifaRegionalProgrxm,S4e49,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009w010,0,43030,0,CObSULTAbT,8gbandevelopnengandmanag2ment,4310,0.007346961773838582,0,qWDWws4CentrslAfrica,7ndividusl,1,2,0,0.02996963646462697,Closec,x033662p01,0,1,LR,0,B5200,GulcofGuinesProvram,xentralWestArricaReglknalorigram,Sr249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20092p10,0,15150,0,CONSULfxNT,Demksratidpa5tidipxti0nandcivilsociety,4310,0.010672286333649085,0,WeDWestden5ralAcrica,Individuzo,1,2,0,0.4473081288203845,Clozed,Ao33652001,0,1,ML,0,Bt200,Gulfofvuineal4ogram,fentralWestAv4ifaRegionqlProtram,St249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,15150,0,C9NzULTANT,Democrxfispzrtlcipationwndcicilsociety,4310,0.00936313772624227,0,WWDWewtxenfralqfrica,Insividuao,1,2,0,0.011866514187359511,Coosed,s033662p01,0,1,ML,0,B4300,GulfobGukneaPr9gram,ventrwlWeayAtricaRegionalProgrqm,S42e9,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009e010,0,31110,0,fObSULTANT,Ag4icultk3alpklicuandadmjnistra6iv3mznagement,4310,0.01763106467804813,0,sWxWes5CentralAfr7ca,Individiap,1,2,0,0.509565905745742,slosed,A033y62002,0,1,ML,0,f4200,GulvofGuinwaProgfam,CenrralaeqtAfdicadegionalPrograh,c4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200i2010,0,31110,0,COjSULTsNT,zgrixultjrwl0olicyandadminlstrahivdmanagememt,4310,0.018158189453453575,0,WWDWestCrntrqlAcroca,7mdividual,1,2,0,0.9538427713662951,Cloxed,A0336629p1,0,1,ML,0,v4200,GulfofGuihsaProtram,Cent3alWestAt3icadeniobalProgram,c4249,417370.81,WGM Sub-Saharan Africa,D4207,200000.0,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
