assay_id,tissue_id,src_id,assay_tissue,doc_id,assay_subcellular_fraction,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
3472,,1,,17200,,Inhibitory constant against 5-hydroxytryptamine 3 receptor using [3H]GR-65630 radioligand,B,,,,,,
3473,,1,,17358,,Tested for 5-hydroxytryptamine 3 receptor agonist activity,F,,,,,,
3474,,1,,16700,,The binding affinity towards 5-hydroxytryptamine 3 receptor; No affinity,B,,,,,,
3475,,1,,1980,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H](R)-zacopride from ondansetron-treated NG-108-15 cell membranes,B,,,,,,
3476,,1,,1980,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of [3H]-BRL 43694 from NG-108-15 cell membranes,B,,,,,,
3477,,1,,12409,,Binding affinity against the 5-hydroxytryptamine 3 receptor,B,,,,,,
3478,,1,,4365,,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,,,,
3479,,1,,4365,,Percent efficacy against 5-hydroxytryptamine 3A receptor,F,,,,,,
3480,,1,,4365,,Binding affinity against human 5-hydroxytryptamine 3A receptor,B,,,,,,
3481,,1,,6769,,Response at rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes,F,,,Rattus norvegicus,10116.0,,Oocytes
3482,,1,,6769,,Ability to block serotonin (30 uM)-evoked responses at rat 5HT3-alpha receptor expressed in xenopus oocytes,F,,,Rattus norvegicus,10116.0,,Oocytes
3483,,1,,6769,,Effect on rat 5-hydroxytryptamine 3a receptor expressed in xenopus oocytes at concentration up to 100 uM,F,,,Rattus norvegicus,10116.0,,Oocytes
3484,2116.0,1,Ileum,809,,5-hydroxytryptamine 4 receptor agonist activity as percent maximum 5-HT effect in response to electrical stimulation in male guinea pig ileum,F,,,Cavia porcellus,10141.0,,
3485,2116.0,1,Ileum,809,,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum,F,,,Cavia porcellus,10141.0,,
3486,,1,,14290,,5-hydroxytryptamine 4 receptor agonist activity is expressed as percent of the maximum 5-HT response,F,,,Cavia porcellus,10141.0,,
3487,2116.0,1,Ileum,17358,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in electrically stimulated longitudinal muscle preparation of guinea pig ileum,B,,,Cavia porcellus,10141.0,,
3488,,1,,17358,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in guinea pig distal colon preparation,B,,,Cavia porcellus,10141.0,,
3489,2116.0,1,Ileum,17358,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in isolated guinea pig ileum longitudinal muscle preparation,B,,,Cavia porcellus,10141.0,,
3490,2116.0,1,Ileum,17386,,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization,B,,,,,,
3491,,1,,3269,,Affinity against 5-hydroxytryptamine 7 receptor,B,,,,,,
3492,,1,,7721,,Ability to displace [3H]5-HT binding from 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,,Cavia porcellus,10141.0,,
3493,,1,,7721,,Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand,B,,,Cavia porcellus,10141.0,,
3494,2116.0,1,Ileum,9117,,Evaluated for inhibition of 5-hydroxytryptamine receptor on guinea pig ileum at 10 uM; No effect,B,,,Cavia porcellus,10141.0,,
3495,,1,,7721,,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor site using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,,Cavia porcellus,10141.0,,
3496,,1,,7721,,"Ability to displace [3H]5-HT binding to 5-hydroxytryptamine receptor using 1 uM LSD as masking ligand, activity is expressed as Kd.",B,,,Cavia porcellus,10141.0,,
3497,,1,,15796,,5-HT level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,,Cavia porcellus,10141.0,,
3498,,1,,15796,,5-hydroxytryptamine level in K+ induced 5-hydroxytryptamine release in guinea pig cortex.,F,,,Cavia porcellus,10141.0,,
3499,2081.0,1,Cardiac atrium,15650,,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor in the presence of 10 nM compound in isolated human atrial myocytes,B,,,Homo sapiens,9606.0,,
3500,2081.0,1,Cardiac atrium,15650,,Concentration required to produce half-maximal response against 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes,B,,,Homo sapiens,9606.0,,
3501,,1,,6866,,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine",F,,,Homo sapiens,9606.0,,
3502,2081.0,1,Cardiac atrium,15650,,",Antagonism of stimulation of 5-hydroxytryptamine receptor on the L-type calcium current (I Ca) in isolated human atrial myocytes",F,,,Homo sapiens,9606.0,,
3503,,1,,10063,,Ability (10 ug/kg) to inhibit binding of [125I]iododexetimide to 5-hydroxytryptamine receptor in mice,B,,,Mus musculus,10090.0,,
3504,,1,,12665,,Percent inhibition of radioligand [3H]-LSD binding to 5-HT receptor at 10 uM concentration,B,,,Mus musculus,10090.0,,
3505,,1,,7504,,5-hydroxytryptamine receptor binding affinity was determined in rats,B,,,,,,
3506,,1,,7504,,Binding affinity at rat 5-hydroxytryptamine receptor.,B,,,,,,
3507,,1,,7038,,Affinity against 5-hydroxytryptamine receptors in rat fundus model,B,,,,,,
3508,,1,,7626,,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation,B,,,,,,
3509,,1,,7626,,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation; Not determined,B,,,,,,
3510,945.0,1,Stomach,7185,,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation,F,,,,,,
3511,945.0,1,Stomach,7185,,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation (resulted in discoloration in the oxygenated muscle bath to give varying results).,F,,,,,,
3512,,1,,7185,,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,F,,,,,,
3513,,1,,6960,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2,B,,,,,,
3514,,1,,6960,,"Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2; Valid pA2, can not be determined because of slope of Schild plot.",B,,,,,,
3515,10000000.0,1,Hippocampus,12416,,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,B,,,,,,
3516,,1,,15753,,Binding affinity for rat 5-hydroxytryptamine transporter.,B,,,,,,
3517,,1,,8062,,Evaluated for inhibition of specific [3H]5-HT receptor binding in rat cortex.,B,,,,,,
3518,,1,,9036,,Binding affinity at serotonin 5-HT1-type site receptor in rat cortex by displacing [3H]5-HT,B,,,Rattus norvegicus,10116.0,,
3519,,1,,15067,,Compound was tested for its inhibitory activity against 5-hydroxytryptamine receptor,B,,,Rattus norvegicus,10116.0,,
3520,955.0,1,Brain,15753,,Inhibitory activity against [3H]- 5-hydroxytryptamine reuptake in whole rat brain minus cerebellum,F,,,Rattus norvegicus,10116.0,,
3521,2037.0,1,Cerebellum,15753,,Inhibition of [3H]5-HT reuptake in whole rat brain (minus cerebellum) homogenate.,F,,,Rattus norvegicus,10116.0,,
3522,,1,,15295,,Displacement of [3H]-citalopram from rat forebrain membrane 5-hydroxytryptamine receptor at 10e-7 M,B,,,Rattus norvegicus,10116.0,,
3523,,1,,6347,,Percent binding affinity against 5-hydroxytryptamine receptor,B,,,Rattus norvegicus,10116.0,,
3524,,1,,6763,,Ability to displace 0.4 nM [3H]paroxetine binding to 5-hydroxytryptamine receptor in rat frontal cortex,B,,,,,,
3525,,1,,12092,,The binding affinity was measured on 5-hydroxytryptamine receptor uptake receptor using [3H]- paroxetine as radioligand.,B,,,Rattus norvegicus,10116.0,,
3526,,1,,1579,,Affinity against 5-hydroxytryptamine receptor was determined,B,,,Rattus norvegicus,10116.0,,
3527,945.0,1,Stomach,1579,,Affinity against 5-hydroxytryptamine receptor was determined in rat stomach fundus strip,B,,,Rattus norvegicus,10116.0,,
3528,,1,,5963,,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,B,In vitro,,Homo sapiens,9606.0,,
3529,,1,,5963,,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,B,In vitro,,Homo sapiens,9606.0,,
3530,,1,,5030,,Ability to compete with radioactive ligands specific to the Serotonergic 5-HT receptor at 10 uM; NA means compound failed to compete,B,,,,,,
3531,,1,,15796,,Inhibition of 5-hydroxytryptamine reuptake,B,,,,,,
3532,,1,,15413,,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding",F,,,,,,
3533,,1,,15413,,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 1)",F,,,,,,
3534,,1,,15413,,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 2)",F,,,,,,
3535,,1,,12409,,Tested for 5-hydroxytryptamine receptor uptake,F,,,,,,
3536,,1,,16909,,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,B,,,Homo sapiens,9606.0,,CHO
3537,,1,,16909,,Antagonistic affinity tested against isolated human cloned alpha-1d adrenoceptor subtype,F,,,Homo sapiens,9606.0,,
3538,,1,,15629,,In vitro binding affinity towards 5-hydroxytryptamine receptor 1A receptor by using [3H]8-OH-DPAT in rat hippocampal membranes.,B,,,Homo sapiens,9606.0,,
3539,,1,,15629,,Tested in vitro for % inhibition against 5-hydroxytryptamine receptor 1A,B,,,,,,
3540,,1,,15629,,In vitro binding affinity at 5-hydroxytryptamine receptor 1A receptor in rat hippocampal membranes by [3H]8-OH-DPAT displacement.,B,,,,,,
3541,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 0.10 umol/kg,F,,,,,,
3542,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 10 umol/kg,F,,,,,,
3543,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 0.32 umol/kg,F,,,,,,
3544,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 3.2 umol/kg,F,,,,,,
3545,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 32 umol/kg,F,,,,,,
3546,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 0.032 umol/kg,F,,,,,,
3547,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 1.0 umol/kg,F,,,,,,
3548,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 10 umol/kg,F,,,,,,
3549,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 100 umol/kg,F,,,,,,
3550,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 3.2 umol/kg,F,,,,,,
3551,2435.0,1,Striatum,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 32 umol/kg,F,,,,,,
3552,349.0,1,Limbic system,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.032 umol/kg,F,,,,,,
3553,349.0,1,Limbic system,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,F,,,,,,
3554,349.0,1,Limbic system,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.32 umol/kg,F,,,,,,
3555,349.0,1,Limbic system,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 1.0 umol/kg,F,,,,,,
3556,349.0,1,Limbic system,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 10 umol/kg,F,,,,,,
3557,349.0,1,Limbic system,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 100 umol/kg,F,,,,,,
3558,349.0,1,Limbic system,10034,,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 3.2 umol/kg,F,,,,,,
3559,,1,,1274,,Binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,,
3560,,1,,17358,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,F,,,,,,
3561,,1,,14532,,Inhibitory activity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand at 10e-5 M concentration,B,,,,,,
3562,,1,,16989,,Binding affinity towards Serotonin 5-hydroxytryptamine 4 receptor,B,,,,,,
3563,,1,,17200,,Inhibitory constant against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 radioligand,B,,,,,,
3564,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 4 receptor,B,,,,,,
3565,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,,,,,,
3566,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,B,,,,,,
3567,,1,,15650,,Binding affinity was determined against cloned 5-hydroxytryptamine 4A receptor isoform expressed in COS-7 cells,B,,,,,,COS-7
3568,,1,,15650,,Binding affinity was determined against cloned 5-hydroxytryptamine 4B receptor isoform expressed in COS-7 cells,B,,,,,,COS-7
3569,,1,,15650,,Binding affinity was determined against cloned 5-hydroxytryptamine 4C receptor isoform expressed in COS-7 cells,B,,,,,,COS-7
3570,,1,,15650,,Binding affinity was determined against cloned 5-hydroxytryptamine 4D receptor isoform expressed in COS-7 cells,B,,,,,,COS-7
3571,,1,,17046,,Binding affinity of compound towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,,,,,,C6
3572,,1,,17046,,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,B,,,,,,C6
3573,,1,,15650,,Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808,B,,,,,,C6
3574,,1,,17046,,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand; Not determined,B,,,,,,C6
3575,,1,,17066,,Binding affinity towards 5-hydroxytryptamine 5 receptor,B,,,,,,
3576,,1,,17200,,Inhibitory constant against human 5-hydroxytryptamine 5A receptor using [3H]LSD radioligand,B,,,,,,
3577,,1,,16146,,Binding affinity against 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,,
3578,,1,,15250,,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 5A receptor stably expressed in CHO cells,B,,,,,,CHO
3579,,1,,6491,,Affinity towards human 5-hydroxytryptamine 5A serotonin receptor,B,,,Homo sapiens,9606.0,,
3580,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,,
3581,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 5A receptor was evaluated using [3H]-5-CT as radioligand,B,,,Homo sapiens,9606.0,,
3582,,1,,4234,,Binding affinity to cloned human 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,,
3583,,1,,6013,,Binding affinity towards 5-HT5A receptor,B,,,,,,
3584,,1,,17175,,Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,,,,,,
3585,,1,,15818,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 5A receptor,B,,,,,,
3586,,1,,6166,,Binding affinity towards cloned human 5-HT5A receptor was determined,B,,,,,,
3587,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,,HEK293
3588,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,,,,,,HEK293
3589,,1,,5213,,Compound was tested for its binding affinity in 5-hydroxytryptamine 5A receptor (using human cloned receptors in HEK 293 and [3H]5-CTas a radioligand ),B,,,,,,HEK293
3590,,1,,17066,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor,B,,,Mus musculus,10090.0,,
3591,,1,,17066,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,,,Mus musculus,10090.0,,
3592,,1,,17066,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]- LSD as radioligand,B,,,Mus musculus,10090.0,,
3593,,1,,17066,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]LSD as radioligand,B,,,Mus musculus,10090.0,,
3594,,1,,17066,,Binding affinity towards murine 5-hydroxytryptamine 5A receptor,B,,,Mus musculus,10090.0,,
3595,,1,,17175,,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor using LSD as radioligand,B,,,,,,
3596,,1,,16190,,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,,,,,,HEK293
3597,,1,,16190,,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,B,,,,,,HEK293
3598,,1,,4820,,Binding affinity towards 5-HT5a receptor,B,,,,,,
3599,,1,,17066,,Binding affinity towards 5-hydroxytryptamine 5A receptor,B,,,Homo sapiens,9606.0,,
3600,,1,,17066,,Binding affinity for rodent 5-hydroxytryptamine 5A receptor,B,,,,,,
3601,,1,,17175,,Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand,B,,,,,,
3602,,1,,16633,,Binding affinities against 5-hydroxytryptamine 5A receptor,B,,,,,,
3603,,1,,16633,,Binding affinities towards 5-hydroxytryptamine 5A receptor,B,,,,,,
3604,,1,,16700,,The binding affinity towards 5-hydroxytryptamine 5A receptor; No affinity,B,,,,,,
3605,,1,,4639,,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.01 uM,F,,,Cavia porcellus,10141.0,,
3606,,1,,5486,,Binding affinity towards 5-HT3 receptor by the displacement of [3H]GR-65630] in human recombinant receptors in mammalian cell,B,,,,,,
3607,,1,,16146,,Inhibition of human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,,
3608,,1,,17273,,Binding affinity towards 5-hydroxytryptamine 6 receptor using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,,
3609,,1,,17687,,Inhibition against human 5-hydroxytryptamine 6 receptor,B,,,,,,
3610,,1,,6491,,Affinity towards human 5-hydroxytryptamine 6 serotonin receptor,B,,,Homo sapiens,9606.0,,
3611,,1,,16190,,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,B,,,,,,HeLa
3612,,1,,17066,,Binding affinity towards [3H]LSD-labeled human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,,
3613,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,,
3614,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [125I]-2-iodo LSD as radioligand,B,,,Homo sapiens,9606.0,,
3615,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [3H]-LSD as radioligand,B,,,Homo sapiens,9606.0,,
3616,,1,,3555,,Binding affinity against 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,,
3617,,1,,5808,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,,
3618,,1,,6013,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,,
3619,,1,,15818,,"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand",B,,,,,,HEK293
3620,,1,,16209,,Binding affinity towards human 5-hydroxytryptamine 6 receptor using [3H]LSD as radioligand,B,,,,,,
3621,,1,,3935,,Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells using [3H]-lysergic acid diethylamide as radioligand,B,,,,,,HEK293
3622,,1,,15818,,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,,
3623,,1,,3805,,Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,,,Homo sapiens,9606.0,,HEK293
3624,,1,,16441,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD,B,,,,,,
3625,,1,,16441,,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD; ND is No Data.,B,,,,,,
3626,,1,,6786,,Ability to displace [3H]LSD from human 5-hydroxytryptamine 6 receptor transiently expressed in COS-7 cells,B,,,,,,COS-7
3627,,1,,4234,,In vitro binding affinity to human 5-hydroxytryptamine 6 receptor,B,,,Homo sapiens,9606.0,,
3628,,1,,17085,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 6 receptor,B,,,,,,
3629,,1,,17200,,Inhibitory constant against human 5-hydroxytryptamine 6 receptor using [3H]LSD radioligand,B,,,,,,
3630,,1,,17451,,Antagonism assessed in a functional cAMP binding assay using 5-CT to stimulate human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,B,,,,,,HEK293
3631,,1,,3935,,The compound was tested for antagonist activity by inhibition of human 5-HT6 stimulated adenylate cyclase,F,,,,,,
3632,,1,,5033,,Ability to displace the radioligand [3H]LSD from human 5-hydroxytryptamine 6 receptor,B,,,,,,
3633,,1,,4540,,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,,,,,,
3634,,1,,4540,,Binding affinity to human cloned 5-HT6 receptor in HeLa cells using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,,HeLa
3635,,1,,4540,,Binding affinity to human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]- LSD as radioligand,B,,,Homo sapiens,9606.0,,HeLa
3636,,1,,17296,,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells,B,,,,,,HeLa
3637,,1,,17296,,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,,,,,,HeLa
3638,,1,,17296,,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,B,,,,,,HeLa
3639,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,,,CHO
3640,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,B,,,,,,HEK293
3641,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand; ND means no data.,B,,,,,,HEK293
3642,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,B,,,,,,HEK293
3643,,1,,15779,,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HeLa cells using [3H]LSD as radioligand;ND means no data.,B,,,,,,HeLa
3644,,1,,6166,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,,
3645,,1,,17451,,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD as radioligand,B,,,,,,HeLa
3646,,1,,15316,,Compound was evaluated for its ability to displace [3H]LSD binding from human recombinant 5-hydroxytryptamine 6 receptor,B,,,,,,
3647,,1,,4199,,Binding affinity against human 5-hydroxytryptamine 6 receptor,B,,,,,,
3648,,1,,15146,,Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD,B,,,,,,HeLa
3649,,1,,5213,,Compound was tested for its binding affinity in 5-hydroxytryptamine 6 receptor (using human cloned receptors in HeLa and [3H]LSD as a radioligand ),B,,,,,,
3650,,1,,16429,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 6 receptor in mammalian cells using 3[H]LSD as the radioligand,B,,,,,,
3651,,1,,14818,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]5-LSD.,B,,,,,,HeLa
3652,,1,,4829,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=3",B,,,,,,HeLa
3653,,1,,4829,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=9",B,,,,,,HeLa
3654,,1,,4829,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]LSD as radioligand; n=3",B,,,,,,HeLa
3655,,1,,15250,,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 6 receptor stably expressed in CHO cells,B,,,,,,CHO
3656,,1,,14423,,Binding affinity against 5-hydroxytryptamine 6 receptor from CHO cell membranes using [3H]5-HT as the radioligand.,B,,,,,,
3657,,1,,15086,,The compound was tested for binding affinity against 5-hydroxytryptamine 6 receptor,B,,,,,,
3658,,1,,4342,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor was determined,B,,,,,,
3659,,1,,16190,,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells,B,,,Homo sapiens,9606.0,,HeLa
3660,,1,,4820,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,,
3661,,1,,4639,,Percentage of displacement at 5-hydroxytryptamine 6 receptor at 10e-8 M,B,,,,,,
3662,,1,,17066,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,F,,,Homo sapiens,9606.0,,
3663,,1,,6011,,Inhibition of binding towards 5-hydroxytryptamine 6 receptor at 100 nM concentration,B,,,,,,
3664,,1,,17066,,Binding affinity towards human 5-hydroxytryptamine 6 receptor,B,,,,,,
3665,,1,,17515,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor; inactive at 10 uM,B,,,,,,
3666,,1,,5014,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor,B,,,,,,
3667,,1,,4373,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 6 receptor was determined,B,,,,,,
3668,,1,,17066,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor,F,,,,,,
3669,,1,,17066,,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,F,,,,,,
3670,,1,,4373,,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,B,,,,,,
