assays_assay_id,assays_assay_organism,assays_tissue_id,assays_chembl_id,assays_description,assays_assay_test_type,assays_doc_id,assays_assay_tissue,assays_tid,assays_variant_id,assays_assay_category,assays_bao_format,assays_src_assay_id,assays_curated_by,assays_assay_subcellular_fraction,assays_assay_tax_id,assays_relationship_type,assays_confidence_score,assays_src_id,assays_cell_id
11536,Rattus norvegicus,,CHEMBL628436,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,14608,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11537,Rattus norvegicus,,CHEMBL628437,Biodistribution was measured in rat cortex by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,14608,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11538,Rattus norvegicus,948.0,CHEMBL628438,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,14608,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11539,Rattus norvegicus,948.0,CHEMBL628439,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,14608,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11540,Rattus norvegicus,948.0,CHEMBL628440,Biodistribution was measured in rat heart by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,14608,Heart,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11541,Rattus norvegicus,10000000.0,CHEMBL628441,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,14608,Hippocampus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11542,Rattus norvegicus,10000000.0,CHEMBL628442,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,14608,Hippocampus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11543,Rattus norvegicus,10000000.0,CHEMBL628443,Biodistribution was measured in rat hippocampus by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,14608,Hippocampus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11544,Rattus norvegicus,2113.0,CHEMBL628444,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,14608,Kidney,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11545,Rattus norvegicus,2113.0,CHEMBL628445,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,14608,Kidney,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11546,Rattus norvegicus,2113.0,CHEMBL877504,Biodistribution was measured in rat kidney by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,14608,Kidney,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11547,Rattus norvegicus,2107.0,CHEMBL628446,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,14608,Liver,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11548,Rattus norvegicus,2107.0,CHEMBL626874,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,14608,Liver,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11549,Rattus norvegicus,2107.0,CHEMBL626875,Biodistribution was measured in rat liver by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,14608,Liver,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11550,Rattus norvegicus,2048.0,CHEMBL626876,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,14608,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11551,Rattus norvegicus,2048.0,CHEMBL626877,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 30 min,In vivo,14608,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11552,Rattus norvegicus,2048.0,CHEMBL626878,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 60 min,In vivo,14608,Lung,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11553,Rattus norvegicus,2385.0,CHEMBL626879,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 2 min,In vivo,14608,Muscle tissue,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11554,Simiiformes,1969.0,CHEMBL626880,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of monkey after oral administration of 0.05 mmol/kg,In vivo,8918,Plasma,22224,,,BAO_0000218,,Autocuration,,314293.0,U,0,1,
11555,Mus musculus,1969.0,CHEMBL626881,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of mouse after oral administration of 0.05 mmol/kg,In vivo,8918,Plasma,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11556,Rattus norvegicus,1969.0,CHEMBL626882,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of rat after oral administration of 0.05 mmol/kg,In vivo,8918,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11557,Canis lupus familiaris,1969.0,CHEMBL626883,Peak plasma concentration was measured in dogs,In vivo,14470,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11558,Rattus norvegicus,,CHEMBL626884,Pharmacokinetic Parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,In vivo,14393,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11559,Rattus norvegicus,,CHEMBL626885,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,In vivo,14886,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11560,Rattus norvegicus,,CHEMBL626886,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,In vivo,14886,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11561,Rattus norvegicus,,CHEMBL626887,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,In vivo,14886,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11562,Rattus norvegicus,,CHEMBL626888,Pharmacokinetic parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,In vivo,14393,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11563,Canis lupus familiaris,,CHEMBL626889,Pharmacokinetic parameter Cmax determined after intravenous administration of 15 mg/kg to dog,In vivo,13465,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11564,Simiiformes,,CHEMBL626761,Pharmacokinetic parameter Cmax determined after intravenous administration of 25 mg/kg to monkey,In vivo,13465,,22224,,,BAO_0000218,,Autocuration,,314293.0,U,0,1,
11565,Canis lupus familiaris,,CHEMBL626762,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg abd antacid (CaCO3 dosed orally 10 min prior to and 60 min postdosing) to dog,In vivo,13465,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11566,Canis lupus familiaris,,CHEMBL626763,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg to dog,In vivo,13465,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11567,Rattus norvegicus,,CHEMBL626764,Pharmacokinetic parameter Cmax determined after intravenous administration of 50 mg/kg to rat,In vivo,13465,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11568,Rattus norvegicus,,CHEMBL626765,Pharmacokinetic parameter Cmax determined after intravenous administration of 60 mg/kg to rat,In vivo,13465,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11569,Canis lupus familiaris,,CHEMBL626766,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to dog,In vivo,13465,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11570,Rattus norvegicus,,CHEMBL626767,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat,In vivo,13465,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11571,Rattus norvegicus,,CHEMBL626768,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat; No levels,In vivo,13465,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11572,Canis lupus familiaris,,CHEMBL626769,Pharmacokinetic parameter Cmax determined after peroral administration of 15 mg/kg to dog,In vivo,13465,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11573,Canis lupus familiaris,,CHEMBL874463,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to dog,In vivo,13465,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11574,Simiiformes,,CHEMBL626770,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey,In vivo,13465,,22224,,,BAO_0000218,,Autocuration,,314293.0,U,0,1,
11575,Simiiformes,,CHEMBL626771,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey; No levels,In vivo,13465,,22224,,,BAO_0000218,,Autocuration,,314293.0,U,0,1,
11576,Rattus norvegicus,,CHEMBL626772,Pharmacokinetic parameter Cmax determined after peroral administration of 50 mg/kg to rat,In vivo,13465,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11577,Macaca fascicularis,,CHEMBL626773,Pharmacokinetic parameter Cmax for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,In vivo,14731,,100710,,,BAO_0000218,,Intermediate,,9541.0,N,1,1,
11578,Mus musculus,,CHEMBL626774,Pharmacokinetic parameter Cmax for the compound was evaluated in nude mice after oral administration. ,In vivo,14731,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11579,Canis lupus familiaris,,CHEMBL626775,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 375 mg/kg,In vivo,13376,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11580,Canis lupus familiaris,,CHEMBL626776,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 500 mg/kg,In vivo,13376,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11581,Rattus norvegicus,,CHEMBL626777,Maximum concentration (Cmax) in rat when administered orally,In vivo,14443,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11582,Simiiformes,1969.0,CHEMBL626778,Maximal concentration in monkey plasma after 25 mg/kg oral dose,In vivo,13465,Plasma,22224,,,BAO_0000218,,Autocuration,,314293.0,U,0,1,
11583,Rattus norvegicus,,CHEMBL626779,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.17-0.20)",In vivo,16359,,22224,,,BAO_0000218,,Autocuration,,10116.0,U,0,1,
11584,Rattus norvegicus,,CHEMBL626780,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.4-0.8)",In vivo,16359,,22224,,,BAO_0000218,,Autocuration,,10116.0,U,0,1,
11585,,1969.0,CHEMBL626781,Cmax in rat plasma after single 5 mg/kg oral cassette gavage dose,In vivo,15618,Plasma,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
11586,Rattus norvegicus,,CHEMBL632164,Pharmacokinetic profile Cmax was evaluated in rats,In vivo,14554,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11587,Canis lupus familiaris,,CHEMBL632165,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in dog (25 mg/kg),In vivo,11537,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11588,Mus musculus,,CHEMBL632166,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in mice (50 mg/kg),In vivo,11537,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11589,Canis lupus familiaris,,CHEMBL632167,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to dog (25 mg/kg),In vivo,11537,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11590,Mus musculus,,CHEMBL632168,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to mice (50 mg/kg),In vivo,11537,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11591,Rattus norvegicus,1969.0,CHEMBL632169,Cmax in rat plasma,In vivo,2021,Plasma,22224,,,BAO_0000218,,Autocuration,,10116.0,U,0,1,
11592,Canis lupus familiaris,1969.0,CHEMBL632170,Cmax in dog plasma after 30mg/kg oral dose,In vivo,5932,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11593,Rattus norvegicus,1969.0,CHEMBL632171,Cmax in rat plasma after 30mg/kg oral dose,In vivo,5932,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11594,Rattus norvegicus,1969.0,CHEMBL632172,Plasma level in rats at 30 mg/kg,In vivo,17320,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11595,Mus musculus,1969.0,CHEMBL632173,Tested for maximum plasma concentration in mice,In vivo,15831,Plasma,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11596,Rattus norvegicus,,CHEMBL632174,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",In vivo,15078,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11597,Rattus norvegicus,,CHEMBL632175,The Cmax values in female wistar rats.,In vivo,14941,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11598,Canis lupus familiaris,1969.0,CHEMBL632176,The Peak plasma concentration was measured in dogs after oral administration of 1 mg/kg dose,In vivo,15343,Plasma,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11599,Rattus norvegicus,1969.0,CHEMBL632177,The Peak plasma concentration was measured in rats after oral administration of 1 mg/kg dose,In vivo,15343,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11600,Rattus norvegicus,1969.0,CHEMBL632178,The compound tested for maximum observed plasma concentration in rats and is expressed in microgram/mL.,In vivo,14856,Plasma,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11601,Rattus norvegicus,,CHEMBL632179,The compound was tested for Cmax value pharmacokinetic parameter in the male Sprague-Dawley rat.,In vivo,13129,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11602,Rattus norvegicus,178.0,CHEMBL632180,The compound was tested for maximum blood level reached in rats at 15.9 uM/kg after peroral administration.,In vivo,13098,Blood,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11603,Rattus norvegicus,178.0,CHEMBL632181,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after intravenous administration.,In vivo,13098,Blood,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11604,Rattus norvegicus,178.0,CHEMBL632182,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after peroral administration.,In vivo,13098,Blood,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11605,Mus musculus,178.0,CHEMBL632183,The maximum concentration observed (Cmax) in the blood sample at indicated time point (tmax) at a dose 50 mg/Kg administered orally in mice.,In vivo,15478,Blood,22224,,,BAO_0000218,,Autocuration,,10090.0,U,0,1,
11606,Canis lupus familiaris,,CHEMBL632184,The maximum concentration of the compound was measured in dog at dose 5 mg/kg after peroral administration.,In vivo,15341,,50588,,,BAO_0000218,,Intermediate,,9615.0,N,1,1,
11607,Rattus norvegicus,,CHEMBL874470,The maximum concentration of the compound was measured in rat at dose 1 mg/kg after peroral administration.,In vivo,15341,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11608,Rattus norvegicus,,CHEMBL631302,"Distribution in rat skin 15 min after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11609,Rattus norvegicus,,CHEMBL631303,"Distribution in rat skin 1 hr after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11610,Rattus norvegicus,,CHEMBL631304,"Distribution in rat skin 2 hr after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11611,Rattus norvegicus,,CHEMBL631305,"Distribution in rat skin 30 min after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11612,Rattus norvegicus,,CHEMBL631306,"Distribution in rat skin 4 hr after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11613,Rattus norvegicus,,CHEMBL631307,"Distribution in rat skin 5 min after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11614,Rattus norvegicus,,CHEMBL631308,"Distribution in rat skin 6 hr after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11615,Rattus norvegicus,,CHEMBL625557,"Distribution in rat skin 8 hr after intravenous administration, injected dose/gm",,8684,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11616,Rattus norvegicus,2106.0,CHEMBL625558,"Distribution in rat spleen 15 min after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11617,Rattus norvegicus,2106.0,CHEMBL625559,"Distribution in rat spleen 1 hr after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11618,Rattus norvegicus,2106.0,CHEMBL625560,"Distribution in rat spleen 2 hr after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11619,Rattus norvegicus,2106.0,CHEMBL625561,"Distribution in rat spleen 30 min after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11620,Rattus norvegicus,2106.0,CHEMBL625562,"Distribution in rat spleen 4 hr after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11621,Rattus norvegicus,2106.0,CHEMBL875320,"Distribution in rat spleen 5 min after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11622,Rattus norvegicus,2106.0,CHEMBL625563,"Distribution in rat spleen 6 hr after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11623,Rattus norvegicus,2106.0,CHEMBL625564,"Distribution in rat spleen 8 hr after intravenous administration, injected dose/gm",,8684,Spleen,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11624,Rattus norvegicus,995.0,CHEMBL625565,"Distribution in rat uterus 15 min after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11625,Rattus norvegicus,995.0,CHEMBL625566,"Distribution in rat uterus 1 hr after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11626,Rattus norvegicus,995.0,CHEMBL625567,"Distribution in rat uterus 2 hr after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11627,Rattus norvegicus,995.0,CHEMBL625568,"Distribution in rat uterus 30 min after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11628,Rattus norvegicus,995.0,CHEMBL628217,"Distribution in rat uterus 4 hr after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11629,Rattus norvegicus,995.0,CHEMBL628218,"Distribution in rat uterus 5 min after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11630,Rattus norvegicus,995.0,CHEMBL628219,"Distribution in rat uterus 6 hr after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11631,Rattus norvegicus,995.0,CHEMBL628220,"Distribution in rat uterus 8 hr after intravenous administration, injected dose/gm",,8684,Uterus,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11632,,,CHEMBL628221,Distribution in the blood after 120 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11633,,,CHEMBL628222,Distribution in the blood after 15 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11634,,,CHEMBL628223,Distribution in the blood after 30 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11635,,,CHEMBL628224,Distribution in the blood after 5 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11636,,,CHEMBL628225,Distribution in the blood after 60 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11637,,,CHEMBL628226,Distribution in the blood after 90 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11638,,,CHEMBL628227,Distribution in the bone after 120 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11639,,,CHEMBL875481,Distribution in the bone after 15 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11640,,,CHEMBL628228,Distribution in the bone after 30 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11641,,,CHEMBL628229,Distribution in the bone after 5 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11642,,,CHEMBL628230,Distribution in the bone after 60 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11643,,,CHEMBL628231,Distribution in the bone after 90 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11644,,,CHEMBL628232,Distribution in the heart after 120 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11645,,,CHEMBL628233,Distribution in the heart after 15 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11646,,,CHEMBL628234,Distribution in the heart after 30 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11647,,,CHEMBL628235,Distribution in the heart after 5 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11648,,,CHEMBL628236,Distribution in the heart after 60 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11649,,,CHEMBL628237,Distribution in the heart after 90 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11650,,,CHEMBL628238,Distribution in the kidneys after 120 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11651,,,CHEMBL628239,Distribution in the kidneys after 15 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11652,,,CHEMBL628240,Distribution in the kidneys after 30 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11653,,,CHEMBL628241,Distribution in the kidneys after 5 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11654,,,CHEMBL628242,Distribution in the kidneys after 60 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11655,,,CHEMBL875482,Distribution in the kidneys after 90 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11656,,,CHEMBL628243,Distribution in the liver after 120 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11657,,,CHEMBL628244,Distribution in the liver after 15 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11658,,,CHEMBL628245,Distribution in the liver after 30 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11659,,,CHEMBL628246,Distribution in the liver after 5 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11660,,,CHEMBL628247,Distribution in the liver after 60 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11661,,,CHEMBL628248,Distribution in the liver after 90 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11662,,,CHEMBL628249,Distribution in the lung after 120 min of intravenous administration,,8926,,22224,,,BAO_0000019,,Autocuration,,,U,0,1,
11663,Mus musculus,,CHEMBL625452,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, iv and the total drug exposure was determined. (0-24hr)",,14839,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11664,Mus musculus,,CHEMBL625453,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, perorally and the total drug exposure was determined (0-24hr)",,14839,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11665,Mus musculus,,CHEMBL625454,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, iv and the total drug exposure was determined. (0-24hr)",,14839,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11666,Mus musculus,,CHEMBL623844,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, perorally and the total drug exposure was determined (0-24hr)",,14839,,50594,,,BAO_0000218,,Intermediate,,10090.0,N,1,1,
11667,Rattus norvegicus,,CHEMBL623845,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 1 mg/kg (normalized to a 1 mg/kg dose) in rat,,12178,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11668,Rattus norvegicus,,CHEMBL623846,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 2.5 mg/kg (normalized to a 1 mg/kg dose) in rat,,12178,,50597,,,BAO_0000218,,Intermediate,,10116.0,N,1,1,
11669,,,CHEMBL623847,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 5.0 mg/kg (normalized to a 1 mg/kg dose) GP,,12178,,22224,,,BAO_0000218,,Autocuration,,,U,0,1,
11670,Macaca fascicularis,,CHEMBL623848,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using HPLC assay,,12186,,100710,,,BAO_0000218,,Intermediate,,9541.0,N,1,1,
11671,Macaca fascicularis,,CHEMBL623849,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,,12186,,100710,,,BAO_0000218,,Intermediate,,9541.0,N,1,1,
11672,Macaca fascicularis,,CHEMBL623850,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using HPLC assay,,12186,,100710,,,BAO_0000218,,Intermediate,,9541.0,N,1,1,
11673,Macaca fascicularis,,CHEMBL623851,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,,12186,,100710,,,BAO_0000218,,Intermediate,,9541.0,N,1,1,
11674,Simiiformes,,CHEMBL623852,Integrated area under the plasma drug level-time curve was determined in portal circulation after intraduodenal dose of 10 mg/kg in monkey,,12187,,22224,,,BAO_0000218,,Autocuration,,314293.0,U,0,1,
11675,Mustela putorius furo,,CHEMBL624551,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret,,12187,,50506,,,BAO_0000218,,Intermediate,,9669.0,N,1,1,
