assays_SASI,assays_CHEI,assays_ASI,assays_BFO,assays_AST,assays_ASSUBCFRAC,assays_VARII,assays_ASTI,assays_ASSTI,assays_ASOR,assays_ASST,assays_Descr,assays_CUB,assays_CONSC,assays_ASCETY,assays_RELT,assays_Ti,assays_TISI,assays_ASSCA,assays_DOI,assays_ASTTY,assays_CI,assays_SI
,CHEMBL628391,12197,BAO_0000218,A,,,10141.0,Plasma,Cavia porcellus,,AUC 0-t in guinea pig,Intermediate,1,,N,50512,1969.0,,17237,,,1
,CHEMBL628392,12198,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,The compound was tested for brain to plasma partition in rat,Intermediate,1,,N,50597,,,15194,,,1
,CHEMBL628393,12199,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,The compound was tested for brain to plasma partition in rat.,Intermediate,1,,N,50597,,,15194,,,1
,CHEMBL628394,12200,BAO_0000019,A,,,,Blood,,,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure,Autocuration,0,,U,22224,178.0,,8787,,,1
,CHEMBL628395,12201,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.,Intermediate,1,,N,50588,,,17025,,,1
,CHEMBL628396,12202,BAO_0000218,A,,,314293.0,,Simiiformes,,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.,Autocuration,0,,U,22224,,,17025,,,1
,CHEMBL628397,12203,BAO_0000218,A,,,9986.0,,Oryctolagus cuniculus,,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.,Intermediate,1,,N,50592,,,17025,,,1
,CHEMBL628398,12204,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.,Intermediate,1,,N,50597,,,17025,,,1
,CHEMBL628399,12205,BAO_0000218,A,,,9544.0,,Macaca mulatta,,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey,Intermediate,1,,N,50797,,,4236,,,1
,CHEMBL628400,12206,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose,Intermediate,1,,N,50588,,,15343,,,1
,CHEMBL874907,12207,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose,Intermediate,1,,N,50597,,,15343,,,1
,CHEMBL628401,12208,BAO_0000019,A,,,,,,,Area under curve of the compound was determined,Autocuration,0,,U,22224,,,17720,,,1
,CHEMBL628402,12209,BAO_0000218,A,,,314293.0,Plasma,Simiiformes,,AUC in monkeys at a dose of 1 mg/kg,Autocuration,0,,U,22224,1969.0,,17788,,,1
,CHEMBL628403,12210,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,AUC in rats at a dose of 1 mg/kg,Intermediate,1,,N,50597,1969.0,,17788,,,1
,CHEMBL628404,12211,BAO_0000019,A,,,,,,,Compound was evaluated for the overall absorbance loss at pH of 2,Autocuration,0,,U,22224,,,8778,,,1
,CHEMBL628405,12212,BAO_0000019,A,,,,,,,Compound was evaluated for the overall absorbance loss at pH of 4,Autocuration,0,,U,22224,,,8778,,,1
,CHEMBL628406,12213,BAO_0000019,A,,,,,,,Compound was evaluated for the overall absorbance loss at pH of 7,Autocuration,0,,U,22224,,,8778,,,1
,CHEMBL628407,12214,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound was evaluated for its absorption in the rats,Intermediate,1,,N,50597,,,2249,,,1
,CHEMBL628408,12215,BAO_0000218,A,,,10116.0,Urine,Rattus norvegicus,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,Intermediate,1,,N,50597,1088.0,,8881,,,1
,CHEMBL629171,12216,BAO_0000218,A,,,10116.0,Urine,Rattus norvegicus,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.,Intermediate,1,,N,50597,1088.0,,8881,,,1
,CHEMBL629172,12217,BAO_0000218,A,,,10116.0,Urine,Rattus norvegicus,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,Intermediate,1,,N,50597,1088.0,,8881,,,1
,CHEMBL629173,12218,BAO_0000218,A,,,10116.0,Urine,Rattus norvegicus,,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid,Intermediate,1,,N,50597,1088.0,,8881,,,1
,CHEMBL629174,12219,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL629175,12220,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 10-17,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL629176,12221,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 10-18,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL629177,12222,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 10-19,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL629178,12223,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 12-15,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631869,12224,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 13-19,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631870,12225,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 14-17,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631871,12226,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 15-18,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631872,12227,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 2-5,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL875775,12228,BAO_0000221,A,,,,Ileum,,,In vitro percent permeability into rat ileum; Range is 23-42,Autocuration,0,,U,22224,2116.0,,15286,,,1
,CHEMBL631873,12229,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 28-36,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631874,12230,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 29-35,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631875,12231,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 46-66,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631876,12232,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 50-68,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631877,12233,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; Range is 78-81,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631878,12234,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631879,12235,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; nd indicates not detected,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631880,12236,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; nt indicates not detected,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631881,12237,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,In vitro percent permeability into rat ileum; nt indicates not tested,Intermediate,1,,N,50597,,,15286,,,1
,CHEMBL631882,12238,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound was tested for oral absorption in bile-duct cannulated rats,Intermediate,1,,N,50597,,,13770,,,1
,CHEMBL630749,12239,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Compound was tested for oral absorption in bile-duct cannulated rats.,Intermediate,1,,N,50597,,,13770,,,1
,CHEMBL630750,12240,BAO_0000218,A,,,9606.0,,Homo sapiens,,Oral absorption using Caco-2 cell monolayers.,Intermediate,1,,N,50587,,,5202,,,1
,CHEMBL630253,12241,BAO_0000218,A,,,9606.0,,Homo sapiens,,Percent of the drug absorbed after administration to humans was determined,Intermediate,1,,N,50587,,,14920,,,1
,CHEMBL630254,12242,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.,Intermediate,1,,N,50597,1969.0,,14103,,,1
,CHEMBL630255,12243,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.,Intermediate,1,,N,50597,1969.0,,14103,,,1
,CHEMBL630256,12244,BAO_0000218,A,,,10116.0,Plasma,Rattus norvegicus,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.,Intermediate,1,,N,50597,1969.0,,14103,,,1
,CHEMBL875781,12245,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g",Intermediate,1,,N,50597,2107.0,,13751,In vivo,,1
,CHEMBL630257,12246,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g",Intermediate,1,,N,50597,2107.0,,13751,In vivo,,1
,CHEMBL630258,12247,BAO_0000218,A,,,10116.0,Liver,Rattus norvegicus,,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g",Intermediate,1,,N,50597,2107.0,,13751,In vivo,,1
,CHEMBL630259,12248,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue",Intermediate,1,,N,50597,,,15807,,,1
,CHEMBL630260,12249,BAO_0000218,A,,,10116.0,Striatum,Rattus norvegicus,,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue",Intermediate,1,,N,50597,2435.0,,15807,,,1
,CHEMBL630261,12250,BAO_0000218,A,,,10116.0,Striatum,Rattus norvegicus,,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue",Intermediate,1,,N,50597,2435.0,,15807,,,1
,CHEMBL630262,12251,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630263,12252,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630264,12253,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630265,12254,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630266,12255,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630267,12256,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time,Intermediate,1,,N,50597,2113.0,,14950,,,1
,CHEMBL630268,12257,BAO_0000218,A,,,10116.0,Kidney,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time,Intermediate,1,,N,50597,2113.0,,14950,,,1
,CHEMBL630269,12258,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 1 hour time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630270,12259,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 2 hours time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630141,12260,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 1 hour time,Intermediate,1,,N,50597,2048.0,,14950,,,1
,CHEMBL630142,12261,BAO_0000218,A,,,10116.0,Lung,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 2 hours time,Intermediate,1,,N,50597,2048.0,,14950,,,1
,CHEMBL630143,12262,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 0.5 hours time,Intermediate,1,,N,50597,2385.0,,14950,,,1
,CHEMBL630144,12263,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 4 hours time,Intermediate,1,,N,50597,2385.0,,14950,,,1
,CHEMBL630145,12264,BAO_0000218,A,,,10116.0,Prostate gland,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 0.5 hours time,Intermediate,1,,N,50597,2367.0,,14950,,,1
,CHEMBL630146,12265,BAO_0000218,A,,,10116.0,Prostate gland,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 4 hours time,Intermediate,1,,N,50597,2367.0,,14950,,,1
,CHEMBL630147,12266,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630148,12267,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 1 hours time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630149,12268,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 2 hours time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL630150,12269,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 1 hour time,Intermediate,1,,N,50597,2106.0,,14950,,,1
,CHEMBL630151,12270,BAO_0000218,A,,,10116.0,Spleen,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 2 hours time,Intermediate,1,,N,50597,2106.0,,14950,,,1
,CHEMBL632031,12271,BAO_0000218,A,,,10116.0,Thyroid gland,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 0.5 hours time,Intermediate,1,,N,50597,2046.0,,14950,,,1
,CHEMBL632032,12272,BAO_0000218,A,,,10116.0,Thyroid gland,Rattus norvegicus,,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 4 hours time,Intermediate,1,,N,50597,2046.0,,14950,,,1
,CHEMBL632033,12273,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat fat at 1 hour time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL632034,12274,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat kidney at 1 hour time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL632035,12275,BAO_0000218,A,,,10116.0,Muscle tissue,Rattus norvegicus,,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat muscle at 1 hour time,Intermediate,1,,N,50597,2385.0,,14950,,,1
,CHEMBL632036,12276,BAO_0000218,A,,,10116.0,,Rattus norvegicus,,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat prostrateat 1 hour time,Intermediate,1,,N,50597,,,14950,,,1
,CHEMBL632037,12277,BAO_0000218,A,,,10116.0,Thyroid gland,Rattus norvegicus,,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat thyroid at 1 hour time,Intermediate,1,,N,50597,2046.0,,14950,,,1
,CHEMBL632038,12278,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,Intermediate,1,,N,50597,178.0,,8631,,,1
,CHEMBL632039,12279,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,Intermediate,1,,N,50597,178.0,,8631,,,1
,CHEMBL632040,12280,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,Intermediate,1,,N,50597,178.0,,8631,,,1
,CHEMBL632041,12281,BAO_0000218,A,,,10116.0,Blood,Rattus norvegicus,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,Intermediate,1,,N,50597,178.0,,8631,,,1
,CHEMBL632042,12282,BAO_0000218,A,,,9615.0,Blood,Canis lupus familiaris,,"Concentration of compound in blood of dog 2, after administering intravenously",Intermediate,1,,N,50588,178.0,,9614,,,1
,CHEMBL632043,12283,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,"Concentration of compound in left ventricle of dog 1, after administering intravenously",Intermediate,1,,N,50588,,,9614,,,1
,CHEMBL632044,12284,BAO_0000218,A,,,9615.0,,Canis lupus familiaris,,"Concentration of compound in left ventricle of dog 2, after administering intravenously",Intermediate,1,,N,50588,,,9614,,,1
,CHEMBL632045,12285,BAO_0000218,A,,,9615.0,Liver,Canis lupus familiaris,,"Concentration of compound in liver of dog 1, after administering intravenously",Intermediate,1,,N,50588,2107.0,,9614,,,1
,CHEMBL632046,12286,BAO_0000218,A,,,9615.0,Liver,Canis lupus familiaris,,"Concentration of compound in liver of dog 2, after administering intravenously",Intermediate,1,,N,50588,2107.0,,9614,,,1
,CHEMBL632047,12287,BAO_0000218,A,,,9615.0,Lung,Canis lupus familiaris,,"Concentration of compound in lung of dog 1, after administering intravenously",Intermediate,1,,N,50588,2048.0,,9614,,,1
,CHEMBL632048,12288,BAO_0000218,A,,,9615.0,Lung,Canis lupus familiaris,,"Concentration of compound in lung of dog 2, after administering intravenously",Intermediate,1,,N,50588,2048.0,,9614,,,1
,CHEMBL632049,12289,BAO_0000218,A,,,9615.0,Muscle tissue,Canis lupus familiaris,,"Concentration of compound in muscle of dog 1, after administering intravenously",Intermediate,1,,N,50588,2385.0,,9614,,,1
,CHEMBL876418,12290,BAO_0000218,A,,,9615.0,Muscle tissue,Canis lupus familiaris,,"Concentration of compound in muscle of dog 2, after administering intravenously",Intermediate,1,,N,50588,2385.0,,9614,,,1
,CHEMBL632050,12291,BAO_0000218,A,,,9615.0,Spleen,Canis lupus familiaris,,"Concentration of compound in spleen of dog 1,after administering intravenously",Intermediate,1,,N,50588,2106.0,,9614,,,1
,CHEMBL632051,12292,BAO_0000218,A,,,9615.0,Spleen,Canis lupus familiaris,,"Concentration of compound in spleen of dog 2, after administering intravenously",Intermediate,1,,N,50588,2106.0,,9614,,,1
,CHEMBL632052,12293,BAO_0000218,F,,,,,,,Concentration of liberated compound in serum after 120 min at the dose of 50 mg/kg (po).,Autocuration,0,,U,22224,,,10353,,,1
,CHEMBL632053,12294,BAO_0000218,F,,,,,,,Concentration of liberated compound in serum after 240 min at the dose of 50 mg/kg (po).,Autocuration,0,,U,22224,,,10353,,,1
,CHEMBL632054,12295,BAO_0000218,A,,,,,,,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,Autocuration,0,,U,22224,,,10353,,,1
,CHEMBL632055,12296,BAO_0000218,F,,,,,,,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,Autocuration,0,,U,22224,,,10353,,,1
,CHEMBL631181,12297,BAO_0000218,F,,,,,,,Concentration of liberated compound in serum after 60 min at the dose of 50 mg/kg (po).,Autocuration,0,,U,22224,,,10353,,,1
,CHEMBL631182,12298,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous after 1.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL631183,12299,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL631184,12300,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL629774,12301,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL629775,12302,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL876549,12303,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628172,12304,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628173,12305,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628174,12306,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous after 1.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628175,12307,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 4.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628176,12308,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628177,12309,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628178,12310,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628179,12311,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628180,12312,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg i intravenous dosage after 1.0 hr; insufficient gastric juice produced,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628181,12313,BAO_0000218,A,,,,,,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 2.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628182,12314,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628183,12315,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628184,12316,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr; ND means not determined,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628185,12317,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL875617,12318,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628186,12319,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr; ND means not determined,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628187,12320,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628188,12321,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628189,12322,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628190,12323,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr; ND means not determined,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL628191,12324,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL626513,12325,BAO_0000218,A,,,,,,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr; ND means not determined,Autocuration,0,,U,22224,,,9196,,,1
,CHEMBL626514,12326,BAO_0000218,A,,,10116.0,Thyroid gland,Rattus norvegicus,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 19-24",Intermediate,1,,N,50597,2046.0,,8608,,,1
