assay_id,assay_organism,chembl_id,curated_by,assay_tissue,description,assay_category,relationship_type,assay_tax_id,doc_id,tid,assay_type,assay_test_type,assay_strain,assay_cell_type,assay_subcellular_fraction,confidence_score
3301,Cavia porcellus,CHEMBL619752,Intermediate,,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,,D,10141.0,15194,20033,B,,,,,9
3302,Cavia porcellus,CHEMBL875096,Intermediate,Ileum,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,,D,10141.0,13961,20033,F,,,,,9
3303,,CHEMBL619004,Autocuration,,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,,H,,5486,108,B,,,,,8
3304,,CHEMBL619005,Autocuration,,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,,H,,16209,168,B,,,,,8
3305,,CHEMBL619006,Autocuration,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,,H,,17085,168,B,,,,,8
3306,,CHEMBL619007,Autocuration,,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,,H,,4199,168,B,,,HeLa,,8
3307,,CHEMBL619008,Autocuration,,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,,H,,15146,168,B,,,,,8
3308,,CHEMBL619009,Autocuration,,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,,H,,5213,168,B,,,,,8
3309,,CHEMBL619010,Autocuration,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",,H,,4829,168,B,,,HeLa,,8
3310,,CHEMBL619011,Autocuration,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,,H,,17358,10622,B,,,,,8
3311,,CHEMBL619012,Autocuration,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,,H,,17358,10622,B,,,,,8
3312,,CHEMBL619013,Autocuration,,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,,H,,16946,10622,B,,,,,8
3313,,CHEMBL619014,Autocuration,,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,,H,,17358,10622,B,,,,,8
3314,,CHEMBL857503,Autocuration,Cardiac atrium,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,,H,,268,11249,F,,,,,8
3315,,CHEMBL619015,Autocuration,Cardiac atrium,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,,H,,268,11249,F,,,,,8
3316,,CHEMBL619016,Autocuration,,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,,H,,15086,11249,B,,,,,8
3317,,CHEMBL619017,Autocuration,Hippocampus,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,,H,,14875,11249,B,,,,,8
3318,Sus scrofa,CHEMBL619018,Autocuration,Hippocampus,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,,H,9823.0,13267,168,B,,,,,8
3319,Oryctolagus cuniculus,CHEMBL619019,Autocuration,,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,,H,9986.0,13047,168,B,,,,,8
3320,Rattus norvegicus,CHEMBL619020,Expert,,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,,D,10116.0,1650,10623,B,,,,,9
3321,,CHEMBL619021,Autocuration,,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,,H,,567,10623,F,,,,,8
3322,,CHEMBL619022,Autocuration,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,,H,,17358,10623,B,,,,,8
3323,,CHEMBL619023,Autocuration,,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,,H,,188,10623,B,,,,,8
3324,,CHEMBL619024,Autocuration,,lntrinsic activity relative to 5-HT receptor,,H,,670,10623,F,,,,,8
3325,,CHEMBL619025,Autocuration,,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,,H,,204,10623,F,,,,,8
3326,,CHEMBL619026,Expert,,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,,H,,1946,10623,F,,,,,8
3327,,CHEMBL619027,Autocuration,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,,H,,6398,10623,F,,,,,8
3328,,CHEMBL619028,Autocuration,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,,H,,6398,10623,F,,,,,8
3329,,CHEMBL619029,Autocuration,,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,,H,,17358,10623,F,,,,,8
3330,,CHEMBL619030,Autocuration,,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,,H,,6398,10623,F,,,,,8
3331,,CHEMBL619031,Expert,,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,,H,,11752,10623,B,,,,,8
3332,,CHEMBL619032,Autocuration,,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,,H,,809,10623,F,,,,,8
3333,Rattus norvegicus,CHEMBL619033,Expert,,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,,D,10116.0,14178,10623,B,,,,,9
3334,,CHEMBL619034,Autocuration,,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,,H,,567,10623,B,,,,,8
3335,,CHEMBL619035,Autocuration,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,,H,,1946,10623,B,,,,,8
3336,,CHEMBL619036,Autocuration,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,,H,,1946,10623,B,,,,,8
3337,Rattus norvegicus,CHEMBL619037,Expert,,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,,D,10116.0,13961,10623,B,,,,,9
3338,,CHEMBL619038,Autocuration,Striatum,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,,H,,6238,10623,B,,,,,8
3339,,CHEMBL619039,Autocuration,,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,,H,,14290,10623,B,,,,,8
3340,,CHEMBL619040,Expert,,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,,H,,14290,10623,B,,,,,8
3341,Rattus norvegicus,CHEMBL619041,Expert,Striatum,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,D,10116.0,809,10623,B,,,,,9
3342,,CHEMBL619042,Autocuration,Striatum,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,,H,,1578,10623,B,,,,,8
3343,,CHEMBL619043,Expert,Striatum,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,,H,,16709,10623,B,,,,,8
3344,,CHEMBL619044,Expert,Striatum,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatum by [3H]GR-113808 displacement.,,H,,1946,10623,B,,,,,8
3345,,CHEMBL619045,Expert,Striatum,In vitro affinity at serotonergic 5-hydroxytryptamine 4 receptor by radioligand binding assay using [3H]GR-113808 in rat striatum membranes.,,H,,15253,10623,B,,,,,8
3346,,CHEMBL619046,Expert,Striatum,In vitro binding affinity to 5-hydroxytryptamine 4 receptor in rat striatum membrane,,H,,4535,10623,B,,,,,8
3347,,CHEMBL619047,Expert,,Binding affinity at 5-hydroxytryptamine 4 receptor in rat striatal membranes by [3H]GR-113808 displacement.,,H,,13961,10623,B,,,,,8
3348,,CHEMBL619048,Autocuration,Brain,Tested for potency against 5-hydroxytryptamine 4 receptor agonist in rat brain,,H,,17358,10623,F,,,,,8
3349,,CHEMBL859398,Autocuration,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat,,H,,15847,10623,F,,,,,8
3350,,CHEMBL619049,Autocuration,,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 4 receptor of rat; ND means not done,,H,,15847,10623,F,,,,,8
3351,,CHEMBL857886,Autocuration,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae,,H,,670,10623,F,,,,,8
3352,,CHEMBL619050,Autocuration,,5-hydroxytryptamine 4 receptor agonist activity in the rat esophageal muscularis mucosae; Not tested,,H,,670,10623,F,,,,,8
3353,,CHEMBL620591,Autocuration,,Antagonist activity against 5-hydroxytryptamine 4 receptor mediated relaxation of rat carbachol contracted esophageal muscularis mucosae,,H,,1317,10623,F,,,,,8
3354,Rattus norvegicus,CHEMBL620592,Expert,,Binding affinity against rat 5-hydroxytryptamine 4 receptor,,D,10116.0,12936,10623,B,,,,,9
3355,,CHEMBL620593,Expert,Striatum,pKi against 5-hydroxytryptamine 4 receptor in rat striatum membrane,,H,,4535,10623,B,,,,,8
3356,Rattus norvegicus,CHEMBL620594,Expert,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-5 M.,,D,10116.0,14424,10623,F,,,,,9
3357,,CHEMBL875079,Expert,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-6 M.,,H,,14424,10623,F,,,,,8
3358,,CHEMBL620595,Expert,,Antagonistic activity by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,H,,14424,10623,F,,,,,8
3359,Rattus norvegicus,CHEMBL620596,Expert,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-8 M.,,D,10116.0,14424,10623,F,,,,,9
3360,,CHEMBL620597,Autocuration,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-7 M.,,H,,14424,10623,F,,,,,8
3361,,CHEMBL620598,Expert,,Antagonistic activity evaluated by ability to block serotonin induced relaxation (via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 3*10e-8 M.,,H,,14424,10623,F,,,,,8
3362,,CHEMBL620599,Expert,,Antagonistic activity evaluated by ability to block serotonin induced relaxation via 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 0.1 mg/kg (p.o.),,H,,14424,10623,F,,,,,8
3363,,CHEMBL620600,Autocuration,,Antagonistic activity of compound was evaluated by ability to block serotonin induced relaxation (mediated by activation of 5-hydroxytryptamine 4 receptor) in carbamylcholine (10e-6 M) contracted esophagus at a concentration of 10e-7 M.,,H,,14424,10623,F,,,,,8
3364,Rattus norvegicus,CHEMBL620601,Autocuration,,Estimate from relaxation of carbachol-contracted rat esophageal muscularis mucosae,,H,10116.0,1980,168,F,,,,,8
3365,,CHEMBL620602,Autocuration,,Compound was tested for agonistic activity against 5-hydroxytryptamine 4 receptor on guinea colon at a concentration 0.1 uM,,H,,4639,168,F,,,,,8
3366,,CHEMBL620603,Autocuration,,Tested for affinity towards 5-hydroxytryptamine 4 receptor,,H,,17358,168,B,,,,,8
3367,,CHEMBL620604,Autocuration,,Tested for affinity towards 5-hydroxytryptamine 4 receptor.,,H,,17358,168,B,,,,,8
3368,,CHEMBL620605,Autocuration,,Compound was tested for 5-hydroxytryptamine 4 binding affinity,,H,,17358,168,B,,,,,8
3369,,CHEMBL620606,Autocuration,,Compound was tested for its affinity towards 5-hydroxytryptamine 4 receptor,,H,,1558,168,B,,,,,8
3370,,CHEMBL620607,Autocuration,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,H,,17358,168,F,,,,,8
3371,,CHEMBL620608,Autocuration,,In vitro binding affinity towards 5-HT4 receptor was determined,,H,,16117,168,B,,,,,8
3372,,CHEMBL620609,Autocuration,,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,H,,17358,168,F,,,,,8
3373,,CHEMBL620610,Autocuration,,Tested for agonist activity against 5-hydroxytryptamine 4 receptor,,H,,17358,168,F,,,,,8
3374,,CHEMBL620611,Autocuration,,Tested for selectivity for 5-hydroxytryptamine 4 receptor,,H,,17358,168,B,,,,,8
3375,,CHEMBL620612,Autocuration,,Tested for 5-hydroxytryptamine 4 binding affinity against cisapride,,H,,17358,168,B,,,,,8
3376,,CHEMBL620613,Autocuration,,Tested for 5-hydroxytryptamine 4 binding affinity against renzapride,,H,,17358,168,B,,,,,8
3377,,CHEMBL620614,Autocuration,,Tested for 5-hydroxytryptamine 4 binding affinity against zacopride,,H,,17358,168,B,,,,,8
3378,,CHEMBL620615,Expert,,Binding affinity against 5-Hydroxytryptamine 4 receptor,,H,,1274,168,B,,,,,8
3379,,CHEMBL857075,Autocuration,,Compound was evaluated for the displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 recognition sites in rat brain membranes,,H,,10728,104698,B,,,,Brain membranes,6
3380,,CHEMBL620616,Autocuration,,Compound was evaluated for the displacement of [3H]Q-ICS-205-930 from 5-HT3 recognition sites in rat brain membranes,,H,,11695,104698,B,,,,Brain membranes,6
3381,,CHEMBL619411,Autocuration,,Displacement of [3H]Q-ICS-205-930 from 5-hydroxytryptamine 3 receptor recognition sites in rat brain membranes,,H,,11695,104698,B,,,,Brain membranes,6
3382,,CHEMBL619412,Autocuration,,Displacement of [3H]-Q-ICS 205-930 binding to 5-hydroxytryptamine 3 receptor from rat cortex homogenate,,H,,12490,104698,B,,,,,6
3383,Rattus norvegicus,CHEMBL619413,Autocuration,,Displacement of [3H]-Q-ICS 205-930 from rat cortex homogenate 5-hydroxytryptamine 3 receptor,,D,10116.0,11828,104698,B,,,,,7
3384,,CHEMBL619414,Autocuration,Hippocampus,Binding affinity of 5-hydroxytryptamine 3 receptor using [3H]granisetron in rat hippocampus and entorhinal cortex,,H,,12253,104698,B,,,,,6
3385,,CHEMBL619415,Autocuration,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]GR-65630 as radioligand in rat cortex,,H,,10561,104698,B,,,,,6
3386,,CHEMBL619416,Autocuration,,Binding affinity to 5-hydroxytryptamine 3 receptor using [3H]quipazine as radioligand in rat cortex,,H,,10561,104698,B,,,,,6
3387,,CHEMBL619417,Autocuration,,Rat 5-hydroxytryptamine 3 receptor (5-HT3) antagonist,,H,,14432,104698,F,,,,,6
3388,Rattus norvegicus,CHEMBL619418,Autocuration,,Binding affinity against rat 5-hydroxytryptamine 3 receptor,,D,10116.0,12936,104698,B,,,,,7
3389,Rattus norvegicus,CHEMBL619419,Autocuration,,Binding affinity against 5-Hydroxytryptamine 3 receptor,,D,10116.0,1274,104698,B,,,,,7
3390,,CHEMBL619420,Autocuration,,Binding affinity for 5-hydroxytryptamine 3 receptor by displacement of racemic [3H]zacopride from rat cortex,,H,,1980,104698,B,,,,,6
3391,,CHEMBL619421,Autocuration,,Binding affinity to 5-hydroxytryptamine 3 receptor was determined in rat cerebro cortical membranes using [3H]quipazine.,,H,,670,104698,B,,,,,6
3392,Rattus norvegicus,CHEMBL619422,Autocuration,,Displacement of [3H]granisetron from 5-hydroxytryptamine 3 receptor of rat cortex,,D,10116.0,968,104698,B,,,,,7
3393,,CHEMBL619423,Autocuration,,In vitro by displacement of [3H]LY-278584 from 5-hydroxytryptamine 3 receptor on rat entorhinal cortex,,H,,14287,104698,B,,,,,6
3394,,CHEMBL875080,Autocuration,,Tested for its binding affinity by measuring its ability to displace [3H]granisetron from 5-hydroxytryptamine 3 receptor in rat cortex,,H,,567,104698,B,,,,,6
3395,,CHEMBL619424,Autocuration,,The binding affinity (pKi) measured against 5-hydroxytryptamine 1A receptor of rat cortex using [3H]8-OH-DPAT as radioligand,,H,,13267,104698,B,,,,,6
3396,,CHEMBL619425,Autocuration,,Binding affinity at 5-hydroxytryptamine 3 receptor in rat cortical membrane by [3H]graniestron displacement.,,H,,14826,104698,B,,,,,6
3397,,CHEMBL619426,Autocuration,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand,,H,,15194,104698,B,,,,,6
3398,,CHEMBL619427,Autocuration,,The compound was tested for the binding affinity against 5-hydroxytryptamine 3 receptor using [3H]zacopride as radioligand.,,H,,15194,104698,B,,,,,6
3399,Rattus norvegicus,CHEMBL619645,Autocuration,,pKi value for inhibition of [3H]LY-278584 binding to 5-hydroxytryptamine 3 receptor,,D,10116.0,10394,104698,B,,,,,7
3400,,CHEMBL619646,Expert,,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",,D,,13657,10576,B,,,,,9
3401,,CHEMBL619647,Autocuration,Brain,Compound was tested for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat brain using [3H]zacopride as the radioligand.,,H,,1879,12020,F,,,,,8
3402,,CHEMBL619648,Autocuration,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor,,H,,1879,12020,F,,,,,8
3403,,CHEMBL619165,Autocuration,,Compound was tested in vitro for its antagonistic activity against 5-hydroxytryptamine 3 receptor in rat CNS.,,H,,1879,12020,F,,,,,8
3404,,CHEMBL620719,Autocuration,,Compound was evaluated in vivo for the antagonistic activity towards 5-hydroxytryptamine 3 receptor,,H,,204,12020,F,In vivo,,,,8
3405,,CHEMBL872924,Autocuration,,Compound was tested for its binding affinity towards 5-HT-3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,H,,1879,12020,B,,,,,8
3406,,CHEMBL620720,Autocuration,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor,,H,,1879,12020,B,,,,,8
3407,,CHEMBL620721,Autocuration,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using (S)-[125I]-zacopride as the radioligand.,,H,,1879,12020,B,,,,,8
3408,,CHEMBL620722,Autocuration,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 3 receptor in whole rat brain using [125I]DAIZAC as the radioligand.,,H,,1879,12020,B,,,,,8
3409,,CHEMBL620723,Autocuration,,"Concentration that inhibits the binding of radioligand, [3H]-ICS 205930, to 5-hydroxytryptamine 3 receptor from rat cortex",,H,,10641,104698,B,,,,,6
3410,,CHEMBL620724,Autocuration,,In Vitro Binding affinity againist 5-hydroxytryptamine 3 receptor by displacing [3H]-Q-ICS 205-930 from rat cortex homogenates,,H,,773,12020,B,,,,,8
3411,,CHEMBL620725,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 (5-HT3) receptor in rat brain cortical membranes using radioligand [3H]quipazine,,H,,11952,104698,B,,,,,6
3412,Rattus norvegicus,CHEMBL620726,Autocuration,,Antagonist activity (100 ug/kg) for the Bezold Jarisch reflex evoked by 30 (ug/Kg) of 5-hydroxytryptamine 3 receptor in ethylurethane anesthetized rats i.v.,,D,10116.0,14145,12020,F,,,,,9
3413,,CHEMBL620727,Expert,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,H,,17066,144,B,,,,,8
3414,,CHEMBL620728,Autocuration,,Compound was evaluated for 5-hydroxytryptamine 3 receptor binding,,H,,6398,104714,B,,,,,4
3415,,CHEMBL620729,Autocuration,,Binding affinity towards 5-hydroxytryptamine 3 receptor by displacement of [3H]2 in Neuroblastoma-Glioma NG-108-15 cells,,U,,10321,22226,B,,,,,0
3416,,CHEMBL858288,Autocuration,,Tested for 5-hydroxytryptamine 3 receptor antagonist activity by inhibiting the 5-HT evoked Bezold-Jarisch reflex,,H,,511,104714,F,,,,,4
3417,,CHEMBL620730,Autocuration,,Compound was tested for binding affinity towards 5-hydroxytryptamine 3 receptor,,H,,4639,104714,B,,,,,4
3418,,CHEMBL620731,Autocuration,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,H,,4639,104714,B,,,,,4
3419,Cavia porcellus,CHEMBL620732,Autocuration,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 0.3 uM,,H,10141.0,4639,104714,F,,,,,4
3420,Cavia porcellus,CHEMBL618042,Autocuration,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,H,10141.0,4639,104714,F,,,,,4
3421,Cavia porcellus,CHEMBL618043,Autocuration,,Compound was tested for antagonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 30 uM,,H,10141.0,4639,104714,F,,,,,4
3422,,CHEMBL618044,Autocuration,,Compound was tested for its affinity towards 5-hydroxytryptamine 3 receptor,,H,,1558,104714,B,,,,,4
3423,,CHEMBL618045,Autocuration,,Evaluated for the 5-hydroxytryptamine 3 receptor antagonistic activity in Bezold-Jarisch model expressed as inhibition of the reflex bradycardia induced by an intravenous injection,,H,,268,104714,F,,,,,4
3424,,CHEMBL618046,Autocuration,,Compound was measured for its binding affinity at 5-hydroxytryptamine 3 receptor at a concentration of 10 uM using [3H]BRL-43694 as radioligand,,H,,2474,104714,B,,,,,4
3425,,CHEMBL618047,Autocuration,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); A: agonist,,H,,5067,104714,F,,,,,4
3426,,CHEMBL875084,Autocuration,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: agonist,,H,,5067,104714,F,,,,,4
3427,,CHEMBL618048,Autocuration,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); ANT: antagonist,,H,,5067,104714,F,,,,,4
3428,,CHEMBL618049,Autocuration,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); NA means data not available,,H,,5067,104714,B,,,,,4
3429,,CHEMBL619764,Autocuration,,Intrinsic activity towards 5-hydroxytryptamine 3 receptor was determined by Benzold-Jarisch reflex (peripheral assay); PA: Partial agonist,,H,,5067,104714,F,,,,,4
3430,,CHEMBL619765,Autocuration,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; A: agonist,,H,,5067,104714,F,,,,,4
3431,,CHEMBL619766,Autocuration,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; ANT: Antagonist,,H,,5067,104714,F,,,,,4
3432,,CHEMBL619767,Autocuration,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA: not active,,H,,5067,104714,B,,,,,4
3433,,CHEMBL619768,Autocuration,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; NA means data not available,,H,,5067,104714,B,,,,,4
3434,,CHEMBL619769,Autocuration,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; PA: Partial agonist,,H,,5067,104714,F,,,,,4
3435,,CHEMBL619770,Autocuration,,Intrinsic activity towards CNS 5-hydroxytryptamine 3 receptor was determined; na means data not available,,H,,5067,104714,B,,,,,4
3436,,CHEMBL619771,Autocuration,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,H,,5067,104714,B,,,,,4
3437,,CHEMBL619772,Autocuration,,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor using [3H]-BRL-43694 (1 nM) ligand in NG cells 108-15 was determined,,H,,14331,104714,B,,,,,4
3438,,CHEMBL619773,Autocuration,,Binding affinity of compound towards 5-hydroxytryptamine 3 receptor; NA: not active,,H,,5067,104714,B,,,,,4
3439,,CHEMBL619774,Autocuration,,Binding affinity for 5-HT3 receptor of NG108-15 cells using [3H]GR-65630,,H,,6179,104714,B,,,NG108-15,,4
3440,,CHEMBL875083,Autocuration,,Binding affinity to 5-HT3 serotonin receptor in NG 108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand.,,H,,4265,104714,B,,,,,4
3441,,CHEMBL620718,Autocuration,,Binding affinity to 5-HT3 serotonin receptor in NG108-15 neuroblastoma glioma cells using [3H]GR-65630 radioligand,,H,,4265,104714,B,,,NG108-15,,4
3442,,CHEMBL618127,Autocuration,,Compound was tested for 5-hydroxytryptamine 3 receptor binding affinity,,H,,17358,104714,B,,,,,4
3443,,CHEMBL618128,Autocuration,,Compound was tested for selectivity against 5-hydroxytryptamine 3 receptor binding affinity,,H,,17358,104714,B,,,,,4
3444,,CHEMBL618129,Autocuration,,Compound was tested for the inhibition of [3H]GR-65630 binding to 5-hydroxytryptamine 3 receptor expressed in NG 108-15 cells,,H,,13628,104714,B,In vitro,,,,4
3445,,CHEMBL618130,Autocuration,,In vitro Binding affinity towards 5-hydroxytryptamine 3 receptor was determined,,H,,4612,104714,B,,,,,4
3446,,CHEMBL618131,Autocuration,,Tested for 5-hydroxytryptamine 3 receptor antagonist activity,,H,,17358,104714,F,,,,,4
3447,Cavia porcellus,CHEMBL618132,Autocuration,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 1 uM,,H,10141.0,4639,104714,F,,,,,4
3448,Cavia porcellus,CHEMBL618133,Autocuration,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM,,H,10141.0,4639,104714,F,,,,,4
3449,Cavia porcellus,CHEMBL618134,Autocuration,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 10 uM in the presence of 30 uM MDL 72222,,H,10141.0,4639,104714,F,,,,,4
3450,Cavia porcellus,CHEMBL618135,Autocuration,,Compound was tested for agonistic activity against 5-hydroxytryptamine 3 receptor on guinea pig colon at a concentration of 3 uM,,H,10141.0,4639,104714,F,,,,,4
3451,,CHEMBL618136,Autocuration,,Binding affinity for the 5-hydroxytryptamine 3 receptor was evaluated in vitro by examining its ability to displace [3H]-BRL 43694.,,H,,511,104714,B,,,,,4
3452,,CHEMBL618137,Autocuration,,Binding affinity towards 5-hydroxytryptamine 3 receptor,,H,,1479,104714,B,,,,,4
3453,,CHEMBL618138,Autocuration,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 3 receptor using radioligand binding assay,,H,,1317,104714,B,,,,,4
3454,,CHEMBL618139,Autocuration,,Tested against 5-hydroxytryptamine 3 receptor in experiment 1,,H,,12146,104714,B,,,,,4
3455,,CHEMBL618140,Autocuration,,Tested against 5-hydroxytryptamine 3 receptor in experiment 2,,H,,12146,104714,B,,,,,4
3456,,CHEMBL618141,Autocuration,,Binding affinity against 5-hydroxytryptamine 3 receptor was measured using [3H]granisetron as radioligand,,H,,13969,104714,B,,,,,4
3457,,CHEMBL873478,Expert,,Binding affinity for 5-hydroxytryptamine 2C receptor,,H,,13392,108,B,,,,,8
