ASSI,ASSORGA,CUB,CHEI,CI,ASSCA,T,TII,ASSTY,VAI,Descri,ASSSUBCEFR,RELT,CONFSCO,SI,SRASSI,BAFO
14322,,Autocuration,CHEMBL629191,,,22224,2385.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in muscle,,U,0,1,,BAO_0000218
14323,,Autocuration,CHEMBL629192,,,22224,2367.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (d),,U,0,1,,BAO_0000218
14324,,Autocuration,CHEMBL629193,,,22224,2385.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (d)/muscle,,U,0,1,,BAO_0000218
14325,,Autocuration,CHEMBL629194,,,22224,2367.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v),,U,0,1,,BAO_0000218
14326,,Autocuration,CHEMBL629195,,,22224,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/blood,,U,0,1,,BAO_0000218
14327,,Autocuration,CHEMBL629373,,,22224,2385.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/muscle,,U,0,1,,BAO_0000218
14328,,Autocuration,CHEMBL629374,,,22224,2106.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in spleen,,U,0,1,,BAO_0000218
14329,,Autocuration,CHEMBL629375,,,22224,2367.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked)i n prostate (d)/biood,,U,0,1,,BAO_0000218
14330,,Autocuration,CHEMBL629376,,,22224,1255.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bladder,,U,0,1,,BAO_0000218
14331,,Autocuration,CHEMBL629377,,,22224,178.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in blood,,U,0,1,,BAO_0000218
14332,,Autocuration,CHEMBL629378,,,22224,1474.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bone,,U,0,1,,BAO_0000218
14333,,Autocuration,CHEMBL629379,,,22224,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in fat,,U,0,1,,BAO_0000218
14334,,Autocuration,CHEMBL629151,,,22224,2113.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in kidney,,U,0,1,,BAO_0000218
14335,,Autocuration,CHEMBL629152,,,22224,2107.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in liver,,U,0,1,,BAO_0000218
14336,,Autocuration,CHEMBL629153,,,22224,2048.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in lung,,U,0,1,,BAO_0000218
14337,,Autocuration,CHEMBL629154,,,22224,2385.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in muscle,,U,0,1,,BAO_0000218
14338,,Autocuration,CHEMBL629155,,,22224,2367.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d),,U,0,1,,BAO_0000218
14339,,Autocuration,CHEMBL629156,,,22224,2367.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/biood,,U,0,1,,BAO_0000218
14340,,Autocuration,CHEMBL629157,,,22224,2385.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/muscle,,U,0,1,,BAO_0000218
14341,,Autocuration,CHEMBL629158,,,22224,2367.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v),,U,0,1,,BAO_0000218
14342,,Autocuration,CHEMBL629159,,,22224,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/blood,,U,0,1,,BAO_0000218
14343,,Autocuration,CHEMBL629160,,,22224,2385.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/muscle,,U,0,1,,BAO_0000218
14344,,Autocuration,CHEMBL629161,,,22224,2106.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in spleen,,U,0,1,,BAO_0000218
14345,,Autocuration,CHEMBL629162,,,22224,1255.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bladder,,U,0,1,,BAO_0000218
14346,,Autocuration,CHEMBL629163,,,22224,178.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in blood,,U,0,1,,BAO_0000218
14347,,Autocuration,CHEMBL629164,,,22224,1474.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bone,,U,0,1,,BAO_0000218
14348,,Autocuration,CHEMBL629165,,,22224,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in fat,,U,0,1,,BAO_0000218
14349,,Autocuration,CHEMBL629166,,,22224,2107.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in liver,,U,0,1,,BAO_0000218
14350,,Autocuration,CHEMBL629167,,,22224,2048.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in lung,,U,0,1,,BAO_0000218
14351,,Autocuration,CHEMBL629168,,,22224,2385.0,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in muscle,,U,0,1,,BAO_0000218
14352,,Autocuration,CHEMBL629169,,,22224,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM,,U,0,1,,BAO_0000019
14353,,Autocuration,CHEMBL629170,,,22224,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM; no inhibition is observed at this concentration,,U,0,1,,BAO_0000019
14354,,Autocuration,CHEMBL631153,,,22224,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM,,U,0,1,,BAO_0000019
14355,,Autocuration,CHEMBL875121,,,22224,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM; too active and complete inhibition is observed,,U,0,1,,BAO_0000019
14356,,Autocuration,CHEMBL631154,,,22224,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM,,U,0,1,,BAO_0000019
14357,,Autocuration,CHEMBL631155,,,22224,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM; too active and complete inhibition is observed,,U,0,1,,BAO_0000019
14358,,Autocuration,CHEMBL631156,,,22224,,A,,Hydrolysis rate constant was determined,,U,0,1,,BAO_0000019
14359,,Autocuration,CHEMBL631157,,,22224,,A,,"K2, The intrinsic biomolecular reactivation rate constant on VX at 25 degree Centigrade",,U,0,1,,BAO_0000019
14360,,Autocuration,CHEMBL631158,,,22224,,A,,"K2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,U,0,1,,BAO_0000019
14361,,Autocuration,CHEMBL631159,,,22224,,A,,"K2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,U,0,1,,BAO_0000019
14362,,Autocuration,CHEMBL631160,,,22224,,A,,Observed second order rate constant,,U,0,1,,BAO_0000019
14363,,Autocuration,CHEMBL631161,,,22224,,A,,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,,U,0,1,,BAO_0000019
14364,,Autocuration,CHEMBL631162,,,22224,,A,,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,,U,0,1,,BAO_0000019
14365,,Autocuration,CHEMBL630313,,,22224,,A,,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,,U,0,1,,BAO_0000019
14366,,Autocuration,CHEMBL630314,,,22224,,A,,"k2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,U,0,1,,BAO_0000019
14367,,Autocuration,CHEMBL630315,,,22224,,A,,"k2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,U,0,1,,BAO_0000019
14368,,Autocuration,CHEMBL630316,,,22224,,A,,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14369,,Autocuration,CHEMBL630986,,,22224,,A,,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14370,,Autocuration,CHEMBL630987,,,22224,,A,,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14371,,Autocuration,CHEMBL630988,,,22224,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0(or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14372,,Autocuration,CHEMBL630989,,,22224,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14373,,Autocuration,CHEMBL630990,,,22224,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14374,,Autocuration,CHEMBL630991,,,22224,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14375,,Autocuration,CHEMBL630992,,,22224,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14376,,Autocuration,CHEMBL630993,,,22224,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14377,,Autocuration,CHEMBL630994,,,22224,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,0,1,,BAO_0000019
14378,Rattus norvegicus,Intermediate,CHEMBL630995,,,50597,,A,,Rate constants of compound was determined at muscarinic receptor in the rat cerebral cortex,,N,1,1,,BAO_0000218
14379,,Autocuration,CHEMBL629252,,,22224,,A,,Association constant for compound at 31 degree C was determined,,U,0,1,,BAO_0000019
14380,,Autocuration,CHEMBL629253,,,22224,,A,,Calculated antagonist equilibrium dissociation constant of the compound,,U,0,1,,BAO_0000019
14381,,Autocuration,CHEMBL629944,,,22224,,A,,Calculated antagonist equilibrium dissociation constant of the compound; No statistically significant antagonism observed,,U,0,1,,BAO_0000019
14382,Cavia porcellus,Intermediate,CHEMBL629945,,,50512,3126.0,A,,Dissociation constants vs LTE4 on guinea pig trachea,,N,1,1,,BAO_0000218
14383,,Autocuration,CHEMBL629946,,,22224,,A,,"Tested for hydrolysis in presence of boric acid by UV spectrophotometry, dissociation constant was evaluated at the pH < 8",,U,0,1,,BAO_0000019
14384,,Autocuration,CHEMBL629947,,,22224,,A,,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 8.5",,U,0,1,,BAO_0000019
14385,,Autocuration,CHEMBL629948,,,22224,,A,,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 9.5",,U,0,1,,BAO_0000019
14386,,Autocuration,CHEMBL856024,,,22224,,A,,"Tested for hydrolysis in presence of phenylboronic acid, rate constant was evaluated at the pH 9.5",,U,0,1,,BAO_0000019
14387,,Autocuration,CHEMBL629949,,,22224,,A,,Affinity constant KD value was derived from TMP,,U,0,1,,BAO_0000019
14388,,Autocuration,CHEMBL629950,,,22224,,A,,Apparent dissociation (binding) rate constant was evaluated,,U,0,1,,BAO_0000019
14389,,Autocuration,CHEMBL630127,,,22224,,P,,Dissociation constant (KD) of the compound,,U,0,1,,BAO_0000100
14390,,Autocuration,CHEMBL630128,,,22224,,P,,Dissociation constant determined by heteronuclear 1H/15N correlation NMR spectroscopy,,U,0,1,,BAO_0000100
14391,,Autocuration,CHEMBL630129,,,22224,,P,,Dissociation constant from ESR titration experiments,,U,0,1,,BAO_0000100
14392,,Autocuration,CHEMBL630130,,,22224,,,,Dissociation constant was evaluated which is similar to Ki (inhibitory constant),,U,0,1,,BAO_0000019
14393,,Autocuration,CHEMBL875234,,,22224,,P,,Dissociation constant was evaluated.,,U,0,1,,BAO_0000100
14394,,Autocuration,CHEMBL630131,,,22224,,P,,Dissociation constant was reported,,U,0,1,,BAO_0000100
14395,Rattus norvegicus,Intermediate,CHEMBL630132,,,50597,,A,,Dissociation constant was determined in rat pituitary cells.,,N,1,1,,BAO_0000218
14396,,Autocuration,CHEMBL630133,,,22224,,A,,Equilibrium dissociation constant of CA complex for enantiomer 1 of compound,,U,0,1,,BAO_0000019
14397,,Autocuration,CHEMBL630134,,,22224,,A,,Equilibrium dissociation constant of CA complex for enantiomer 2 of compound,,U,0,1,,BAO_0000019
14398,,Autocuration,CHEMBL630135,,,22224,,A,,Equilibrium dissociation constant of the compound,,U,0,1,,BAO_0000019
14399,,Autocuration,CHEMBL630136,,,22224,,A,,Equilibrium dissociation constant was determined,,U,0,1,,BAO_0000019
14400,,Autocuration,CHEMBL630137,,,22224,,A,,Kinetic constant KD was evaluated,,U,0,1,,BAO_0000019
14401,,Autocuration,CHEMBL630138,,,22224,,A,,Tested for dissociation constant of the compound; Value ranges from 0.1-0.3,,U,0,1,,BAO_0000019
14402,,Autocuration,CHEMBL630139,,,22224,,A,,Equilibrium association constant interacting with unilamellar vesicles of electroneutral in PBS buffer at pH 7.4,,U,0,1,,BAO_0000019
14403,,Autocuration,CHEMBL630140,,,22224,,A,,Rate constant for hydrolysis in aqueous acetone.,,U,0,1,,BAO_0000019
14404,,Autocuration,CHEMBL875235,,,22224,,A,,Disassociation constant (KI) was obtained from Cheng and Prusoff equation for quercetin trypsin complex,,U,0,1,,BAO_0000019
14405,Rattus norvegicus,Intermediate,CHEMBL876439,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.43/2.86,,N,1,1,,BAO_0000218
14406,Rattus norvegicus,Intermediate,CHEMBL630605,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.44/2.68,,N,1,1,,BAO_0000218
14407,Rattus norvegicus,Intermediate,CHEMBL630606,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.45/1.55,,N,1,1,,BAO_0000218
14408,Rattus norvegicus,Intermediate,CHEMBL630607,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.48/0.95,,N,1,1,,BAO_0000218
14409,Rattus norvegicus,Intermediate,CHEMBL630608,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.5/1.79,,N,1,1,,BAO_0000218
14410,Rattus norvegicus,Intermediate,CHEMBL630609,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.51/0.66,,N,1,1,,BAO_0000218
14411,Rattus norvegicus,Intermediate,CHEMBL630610,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.52/2.02,,N,1,1,,BAO_0000218
14412,Rattus norvegicus,Intermediate,CHEMBL630611,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.61//0.37,,N,1,1,,BAO_0000218
14413,Rattus norvegicus,Intermediate,CHEMBL629552,,,50597,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.71/0.36,,N,1,1,,BAO_0000218
14414,Rattus norvegicus,Intermediate,CHEMBL629733,,,50597,,A,,Mean sodium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,N,1,1,,BAO_0000218
14415,Rattus norvegicus,Intermediate,CHEMBL629734,,,50597,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,N,1,1,,BAO_0000218
14416,Rattus norvegicus,Intermediate,CHEMBL629735,,,50597,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,,N,1,1,,BAO_0000218
14417,Rattus norvegicus,Intermediate,CHEMBL629736,,,50597,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,,N,1,1,,BAO_0000218
14418,Rattus norvegicus,Intermediate,CHEMBL629737,,,50597,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,,N,1,1,,BAO_0000218
14419,Rattus norvegicus,Intermediate,CHEMBL629738,,,50597,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,,N,1,1,,BAO_0000218
14420,Rattus norvegicus,Intermediate,CHEMBL629739,,,50597,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,,N,1,1,,BAO_0000218
14421,Rattus norvegicus,Intermediate,CHEMBL629740,,,50597,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,,N,1,1,,BAO_0000218
14422,Rattus norvegicus,Intermediate,CHEMBL629741,,,50597,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,,N,1,1,,BAO_0000218
14423,Rattus norvegicus,Intermediate,CHEMBL629742,,,50597,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,,N,1,1,,BAO_0000218
14424,Rattus norvegicus,Intermediate,CHEMBL629743,,,50597,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,,N,1,1,,BAO_0000218
14425,Rattus norvegicus,Intermediate,CHEMBL629744,,,50597,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,,N,1,1,,BAO_0000218
14426,Rattus norvegicus,Intermediate,CHEMBL629745,,,50597,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,,N,1,1,,BAO_0000218
14427,Rattus norvegicus,Intermediate,CHEMBL629746,,,50597,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,,N,1,1,,BAO_0000218
14428,Rattus norvegicus,Intermediate,CHEMBL629747,,,50597,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,,N,1,1,,BAO_0000218
14429,Rattus norvegicus,Intermediate,CHEMBL629748,,,50597,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,,N,1,1,,BAO_0000218
14430,Rattus norvegicus,Intermediate,CHEMBL629749,,,50597,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,,N,1,1,,BAO_0000218
14431,Rattus norvegicus,Intermediate,CHEMBL629750,,,50597,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,,N,1,1,,BAO_0000218
14432,Rattus norvegicus,Intermediate,CHEMBL629751,,,50597,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,,N,1,1,,BAO_0000218
14433,Rattus norvegicus,Intermediate,CHEMBL629752,,,50597,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,,N,1,1,,BAO_0000218
14434,Rattus norvegicus,Intermediate,CHEMBL629753,,,50597,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,,N,1,1,,BAO_0000218
14435,Rattus norvegicus,Intermediate,CHEMBL629754,,,50597,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,,N,1,1,,BAO_0000218
14436,Rattus norvegicus,Intermediate,CHEMBL629755,,,50597,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,,N,1,1,,BAO_0000218
14437,Rattus norvegicus,Intermediate,CHEMBL629756,,,50597,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,,N,1,1,,BAO_0000218
14438,Rattus norvegicus,Intermediate,CHEMBL629757,,,50597,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,,N,1,1,,BAO_0000218
14439,Rattus norvegicus,Intermediate,CHEMBL629758,,,50597,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,,N,1,1,,BAO_0000218
14440,Rattus norvegicus,Intermediate,CHEMBL629759,,,50597,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,,N,1,1,,BAO_0000218
14441,Rattus norvegicus,Intermediate,CHEMBL629760,,,50597,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,,N,1,1,,BAO_0000218
14442,Rattus norvegicus,Intermediate,CHEMBL876443,,,50597,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,,N,1,1,,BAO_0000218
14443,Canis lupus familiaris,Intermediate,CHEMBL629761,,,50588,,A,,Na+ excretion mequiv /kg in 6 conscious female dogs administered perorally during 0-6 hr,,N,1,1,,BAO_0000218
14444,Canis lupus familiaris,Intermediate,CHEMBL629762,,,50588,,A,,Na+ excretion mequiv /kg in conscious female dogs administered perorally during 0-6 hr,,N,1,1,,BAO_0000218
14445,Mus musculus,Intermediate,CHEMBL629763,,,50594,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,N,1,1,,BAO_0000218
14446,Mus musculus,Intermediate,CHEMBL629764,,,50594,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,N,1,1,,BAO_0000218
14447,Mus musculus,Intermediate,CHEMBL629765,,,50594,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,N,1,1,,BAO_0000218
14448,Mus musculus,Intermediate,CHEMBL629766,,,50594,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 50 ml/kg perorally,,N,1,1,,BAO_0000218
14449,Mus musculus,Intermediate,CHEMBL629767,,,50594,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,N,1,1,,BAO_0000218
14450,Canis lupus familiaris,Intermediate,CHEMBL629768,,,50588,,A,,Na+ excretion mequiv/kg in 4 conscious female dogs administered perorally during 0-6 hr,,N,1,1,,BAO_0000218
14451,Mus musculus,Intermediate,CHEMBL629769,,,50594,,A,,Na+ excretion mequiv/kg in 4 saline-loaded mice administered at a dose 50 ml/kg perorally,,N,1,1,,BAO_0000218
14452,Canis lupus familiaris,Intermediate,CHEMBL629770,,,50588,,A,,Na+ excretion mequiv/kg in 6 conscious female dogs administered perorally during 0-6 hr,,N,1,1,,BAO_0000218
14453,Canis lupus familiaris,Intermediate,CHEMBL629771,,,50588,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 0.3 ml/kg perorally,,N,1,1,,BAO_0000218
14454,Mus musculus,Intermediate,CHEMBL629772,,,50594,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,N,1,1,,BAO_0000218
14455,Mus musculus,Intermediate,CHEMBL629773,,,50594,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,N,1,1,,BAO_0000218
14456,Mus musculus,Intermediate,CHEMBL625455,,,50594,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,N,1,1,,BAO_0000218
14457,Mus musculus,Intermediate,CHEMBL625456,,,50594,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 250 ml/kg perorally,,N,1,1,,BAO_0000218
14458,Mus musculus,Intermediate,CHEMBL625457,,,50594,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 3 ml/kg perorally,,N,1,1,,BAO_0000218
14459,Rattus norvegicus,Intermediate,CHEMBL625458,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 25.9 uM/Kg of drug,,N,1,1,,BAO_0000218
14460,Rattus norvegicus,Intermediate,CHEMBL625459,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 259 uM/Kg of drug,,N,1,1,,BAO_0000218
14461,Rattus norvegicus,Intermediate,CHEMBL875483,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 26.5 uM/Kg of drug,,N,1,1,,BAO_0000218
14462,Rattus norvegicus,Intermediate,CHEMBL634779,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 265 uM/Kg of drug,,N,1,1,,BAO_0000218
14463,Rattus norvegicus,Intermediate,CHEMBL625460,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27 uM/Kg of drug,,N,1,1,,BAO_0000218
14464,Rattus norvegicus,Intermediate,CHEMBL626117,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27.9 uM/Kg of drug,,N,1,1,,BAO_0000218
14465,Rattus norvegicus,Intermediate,CHEMBL626118,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 270 uM/Kg of drug,,N,1,1,,BAO_0000218
14466,Rattus norvegicus,Intermediate,CHEMBL628342,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 279 uM/Kg of drug,,N,1,1,,BAO_0000218
14467,Rattus norvegicus,Intermediate,CHEMBL628343,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.2 uM/Kg of drug,,N,1,1,,BAO_0000218
14468,Rattus norvegicus,Intermediate,CHEMBL628344,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.22 uM/Kg of drug,,N,1,1,,BAO_0000218
14469,Rattus norvegicus,Intermediate,CHEMBL628345,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.9 uM/Kg of drug,,N,1,1,,BAO_0000218
14470,Rattus norvegicus,Intermediate,CHEMBL628346,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 282 uM/Kg of drug,,N,1,1,,BAO_0000218
14471,Rattus norvegicus,Intermediate,CHEMBL628347,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 289 uM/Kg of drug,,N,1,1,,BAO_0000218
14472,Rattus norvegicus,Intermediate,CHEMBL628348,,,50597,1088.0,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.40 uM/Kg of drug,,N,1,1,,BAO_0000218
