Fiscal year,Participatory development and good governance,Climate change adaptation (marker),CFLI (marker),Project number,Continent ID,Division ID,Organisation sub-class,Branch ID,Status,Continent name,Project Browser country ID,Organisation type,Children issues (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),Gender equality (marker),FSTC percent,ICT as a tool for development (marker),Bilateral aid (international marker),Enviromental sustainability (marker),IRTC percent,Sector percent,Sector name,Fund centre name,Regional program (marker),Section ID,PBA type,CIDA business delivery model (old),Branch name,Urban issues (marker),Organisation ID,Biodiversity (marker),Indigenous issues (marker),CountryRegion ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),Programming process (new),Climate change mitigation (marker),Desertification (marker),Trade development (marker)
2009/2010,1,0,0,A033339001,1,D4400,FEDERAL,B4400,Closed,America,NI,Foreign Non-Profit Making,0,0,18576296.49,1,1.0,0,1,0,0.0,0.2,Small and medium-sized enterprises (SME) development,Nicaragua,0,S4403,Not PBA,Responsive,NGM Americas,0,1014920,0,0,NI,NDD Americas Programming,Central Americas Section,4410,18576296.49,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033339001,1,D4400,CONSULTANT,B4400,Closed,America,NI,Canadian Profit Making,0,0,18576296.49,1,1.0,0,1,0,0.0,0.2,Small and medium-sized enterprises (SME) development,Nicaragua,0,S4403,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,NI,NDD Americas Programming,Central Americas Section,4410,18576296.49,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,LK,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,150,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,MN,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,160,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,CN,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,160,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,LA,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,170,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,MY,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,170,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,KH,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,170,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,TH,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,170,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,ID,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,170,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,PH,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,170,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,3,D4100,CROWN CORPORATIONS,B4100,Closed,Asia,VN,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,170,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033348001,4,D4100,CROWN CORPORATIONS,B4100,Closed,Oceania,PG,Canadian Non-Profit Making,0,0,1897438.0,0,1.0,0,1,1,0.0,1.0,Environmental policy and administrative management,SEA Regional,1,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001363,0,0,270,OAD Asia Programming,OAI Indonesia and SEA Regional,4105,1897438.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033349001,1,D4400,FEDERAL,B4400,Operational,America,HT,Canadian Non-Profit Making,0,1,10715000.0,0,0.8,0,1,0,0.0,0.5,Public finance management,Haiti,0,S4449,Not PBA,Directive,NGM Americas,0,10850,0,0,HT,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,10715000.0,Uncoded: Pre-APP,0,0,1
2009/2010,1,0,0,A033349001,1,D4400,FEDERAL,B4400,Operational,America,HT,Canadian Non-Profit Making,0,1,10715000.0,0,0.8,0,1,0,0.0,0.5,Financial policy and administrative management,Haiti,0,S4449,Not PBA,Directive,NGM Americas,0,10850,0,0,HT,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,10715000.0,Uncoded: Pre-APP,0,0,1
2009/2010,0,0,0,A033350001,3,D4100,VOLUNTEER SENDING AGENCY,B4100,Operational,Asia,VN,Canadian Non-Profit Making,0,0,5100000.0,0,1.0,0,1,0,0.0,1.0,Multi-sector aid for basic social services,Vietnam,0,S4107,Not PBA,Directive,OGM Asia Pacific,0,1001245,0,0,VN,OAD Asia Programming,OAV Vietnam,4112,4550000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033361001,2,D4207,FEDERAL,B4200,Closed,Africa,SN,Canadian Non-Profit Making,2,0,3886012.69,2,1.0,0,1,0,0.0,0.1,Education facilities and training,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,SN,WWD West & Central Africa,Senegal Program,4238,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033361001,2,D4207,CONSULTANT,B4200,Closed,Africa,SN,Canadian Profit Making,2,0,3886012.69,2,1.0,0,1,0,0.0,0.1,Education facilities and training,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,SN,WWD West & Central Africa,Senegal Program,4238,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033361001,2,D4207,FEDERAL,B4200,Closed,Africa,SN,Canadian Non-Profit Making,2,0,3886012.69,2,1.0,0,1,0,0.0,0.9,Teacher training,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,SN,WWD West & Central Africa,Senegal Program,4238,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033361001,2,D4207,CONSULTANT,B4200,Closed,Africa,SN,Canadian Profit Making,2,0,3886012.69,2,1.0,0,1,0,0.0,0.9,Teacher training,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,SN,WWD West & Central Africa,Senegal Program,4238,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033362001,2,D4207,FEDERAL,B4200,Closed,Africa,SN,Canadian Non-Profit Making,0,0,13589989.05,2,1.0,0,1,0,0.0,1.0,Primary education,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,SN,WWD West & Central Africa,Senegal Program,4238,13589989.05,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033362001,2,D4207,CONSULTANT,B4200,Closed,Africa,SN,Canadian Profit Making,0,0,13589989.05,2,1.0,0,1,0,0.0,1.0,Primary education,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,SN,WWD West & Central Africa,Senegal Program,4238,13589989.05,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033363001,2,D4207,FEDERAL,B4200,Closed,Africa,SN,Canadian Non-Profit Making,0,0,4827382.53,2,1.0,0,1,0,0.0,1.0,Primary education,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,SN,WWD West & Central Africa,Senegal Program,4238,4827382.53,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033363001,2,D4207,CONSULTING SERVICES,B4200,Closed,Africa,SN,Canadian Profit Making,0,0,4827382.53,2,1.0,0,1,0,0.0,1.0,Primary education,Senegal,0,S4233,Other PBA,Directive,WGM Sub-Saharan Africa,0,1004696,0,0,SN,WWD West & Central Africa,Senegal Program,4238,4827382.53,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033369001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,1581465.0,2,0.4,0,1,0,0.0,0.1,Basic health care,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000821,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033369001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,1581465.0,2,0.4,0,1,0,0.0,0.1,Health education,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000821,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033369001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,1581465.0,2,0.4,0,1,0,0.0,0.1,Health personnel development,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000821,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033369001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,1581465.0,2,0.4,0,1,0,0.0,0.1,Family planning,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000821,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033369001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,1581465.0,2,0.4,0,1,0,0.0,0.6,Reconstruction relief and rehabilitation,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000821,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033371001,3,D4100,UNITED NATIONS,B4100,Closed,Asia,KH,Foreign Non-Profit Making,0,0,1200000.0,0,1.0,0,1,0,0.0,0.9,Public sector policy and administrative management,Cambodia,0,S4107,Not PBA,Responsive,OGM Asia Pacific,0,1001304,0,0,KH,OAD Asia Programming,OAV Vietnam,4108,1200000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033371001,3,D4100,UNITED NATIONS,B4100,Closed,Asia,KH,Foreign Non-Profit Making,0,0,1200000.0,0,1.0,0,1,0,0.0,0.1,Public finance management,Cambodia,0,S4107,Not PBA,Responsive,OGM Asia Pacific,0,1001304,0,0,KH,OAD Asia Programming,OAV Vietnam,4108,1200000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033372001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,6852083.41,3,1.0,0,1,0,0.0,0.3,Democratic participation and civil society,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000106,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6852083.41,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033372001,3,D4100,CONSULTANT,B4100,Closed,Asia,PK,Canadian Profit Making,0,0,6852083.41,3,1.0,0,1,0,0.0,0.3,Democratic participation and civil society,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,Information not available,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6852083.41,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033372001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,6852083.41,3,1.0,0,1,0,0.0,0.5,Business support services and institutions,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000106,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6852083.41,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033372001,3,D4100,CONSULTANT,B4100,Closed,Asia,PK,Canadian Profit Making,0,0,6852083.41,3,1.0,0,1,0,0.0,0.5,Business support services and institutions,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,Information not available,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6852083.41,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033372001,3,D4100,NGO,B4100,Closed,Asia,PK,Canadian Non-Profit Making,0,0,6852083.41,3,1.0,0,1,0,0.0,0.2,Cottage industries and handicrafts,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,1000106,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6852083.41,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033372001,3,D4100,CONSULTANT,B4100,Closed,Asia,PK,Canadian Profit Making,0,0,6852083.41,3,1.0,0,1,0,0.0,0.2,Cottage industries and handicrafts,Pakistan,0,S4141,Not PBA,Responsive,OGM Asia Pacific,0,Information not available,0,0,PK,OAD Asia Programming,"OAA Afghanistan, Pakistan and Sri Lanka",4124,6852083.41,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033373002,2,D4270,FEDERAL,B4200,Closed,Africa,ET,Canadian Non-Profit Making,0,0,126047.02,2,1.0,0,1,0,0.0,0.9,Basic health care,Ethiopia,0,S4227,Other PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,ET,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,126047.02,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033373002,2,D4270,FEDERAL,B4200,Closed,Africa,ET,Canadian Non-Profit Making,0,0,126047.02,2,1.0,0,1,0,0.0,0.1,Democratic participation and civil society,Ethiopia,0,S4227,Other PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,ET,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4229,126047.02,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384004,2,D4270,INTERNATIONAL NGO,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,1365265.0,0,1.0,0,1,0,0.0,0.3,Basic drinking water supply,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1000285,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,1365265.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384004,2,D4270,INTERNATIONAL NGO,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,1365265.0,0,1.0,0,1,0,0.0,0.3,Basic sanitation,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1000285,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,1365265.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384004,2,D4270,INTERNATIONAL NGO,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,1365265.0,0,1.0,0,1,0,0.0,0.2,Agricultural inputs,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1000285,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,1365265.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384004,2,D4270,INTERNATIONAL NGO,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,1365265.0,0,1.0,0,1,0,0.0,0.2,Agricultural education/training,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1000285,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,1365265.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384005,2,D4270,NGO,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,2027164.0,0,1.0,0,1,0,0.0,0.5,Basic health care,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1001618,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,900592.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384005,2,D4270,NGO,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,2027164.0,0,1.0,0,1,0,0.0,0.25,Basic drinking water supply,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1001618,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,900592.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384005,2,D4270,NGO,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,2027164.0,0,1.0,0,1,0,0.0,0.25,Basic sanitation,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1001618,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,900592.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033384008,2,D4270,SPECIALIZED INSTITUTE,B4200,Closed,Africa,SD,Foreign Non-Profit Making,0,0,100000.0,0,0.0,0,1,0,0.0,1.0,Material relief assistance and services,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1002854,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,100000.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033385001,2,D4270,FEDERAL,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,2509592.45,2,1.0,0,1,0,0.0,1.0,Public sector policy and administrative management,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,10050,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,2509592.45,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033385001,2,D4270,SPECIALIZED INSTITUTE,B4200,Closed,Africa,SD,Canadian Non-Profit Making,0,0,2509592.45,2,1.0,0,1,0,0.0,1.0,Public sector policy and administrative management,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1000852,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,2509592.45,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A033385001,2,D4270,CONSULTING SERVICES,B4200,Closed,Africa,SD,Canadian Profit Making,0,0,2509592.45,2,1.0,0,1,0,0.0,1.0,Public sector policy and administrative management,South Sudan,0,S4232,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1013910,0,0,SD,WED Southern & Eastern Africa,South Sudan Program,4232,2509592.45,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033388PRE,3,D4100,FEDERAL,B4100,Terminating,Asia,VN,Canadian Non-Profit Making,0,0,414802.35,2,1.0,0,1,0,0.0,1.0,Advanced technical and managerial training,Vietnam,0,S4107,Not PBA,Directive,OGM Asia Pacific,0,10050,0,0,VN,OAD Asia Programming,OAV Vietnam,4112,412784.15,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033388PRE,3,D4100,CONSULTING SERVICES,B4100,Terminating,Asia,VN,Canadian Profit Making,0,0,414802.35,2,1.0,0,1,0,0.0,1.0,Advanced technical and managerial training,Vietnam,0,S4107,Not PBA,Directive,OGM Asia Pacific,0,1004542,0,0,VN,OAD Asia Programming,OAV Vietnam,4112,412784.15,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033388PRE,3,D4100,CONSULTING SERVICES,B4100,Terminating,Asia,VN,Canadian Profit Making,0,0,414802.35,2,1.0,0,1,0,0.0,1.0,Advanced technical and managerial training,Vietnam,0,S4107,Not PBA,Directive,OGM Asia Pacific,0,1015217,0,0,VN,OAD Asia Programming,OAV Vietnam,4112,412784.15,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033388PRE,3,D4100,CONSULTANT,B4100,Terminating,Asia,VN,Canadian Profit Making,0,0,414802.35,2,1.0,0,1,0,0.0,1.0,Advanced technical and managerial training,Vietnam,0,S4107,Not PBA,Directive,OGM Asia Pacific,0,Information not available,0,0,VN,OAD Asia Programming,OAV Vietnam,4112,412784.15,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,FEDERAL,B4400,Closed,America,GY,Canadian Non-Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Basic nutrition,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,30410,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,CONSULTANT,B4400,Closed,America,GY,Canadian Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Basic nutrition,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,FEDERAL,B4400,Closed,America,GY,Canadian Non-Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Infectious disease control,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,30410,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,CONSULTANT,B4400,Closed,America,GY,Canadian Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Infectious disease control,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,FEDERAL,B4400,Closed,America,GY,Canadian Non-Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Basic drinking water supply,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,30410,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,CONSULTANT,B4400,Closed,America,GY,Canadian Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Basic drinking water supply,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,FEDERAL,B4400,Closed,America,GY,Canadian Non-Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Basic sanitation,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,30410,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,CONSULTANT,B4400,Closed,America,GY,Canadian Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.1,Basic sanitation,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,FEDERAL,B4400,Closed,America,GY,Canadian Non-Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.2,Business support services and institutions,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,30410,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,CONSULTANT,B4400,Closed,America,GY,Canadian Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.2,Business support services and institutions,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,FEDERAL,B4400,Closed,America,GY,Canadian Non-Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.2,Mineral/mining policy and administrative management,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,30410,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,CONSULTANT,B4400,Closed,America,GY,Canadian Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.2,Mineral/mining policy and administrative management,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,FEDERAL,B4400,Closed,America,GY,Canadian Non-Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.2,Environmental policy and administrative management,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,30410,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A033393001,1,D4400,CONSULTANT,B4400,Closed,America,GY,Canadian Profit Making,0,0,2334066.47,0,0.400000001,0,1,0,0.0,0.2,Environmental policy and administrative management,Caribbean Regional - Guyana,0,S4429,Not PBA,Responsive,NGM Americas,0,Information not available,0,0,GY,NDD Americas Programming,Caricom - Adm,4438,2334066.47,Uncoded: Pre-APP,0,0,0
