ammontare,noleggio_id,data_pagamento,cliente_id,personale_id,pagamento_id
8.99,3203,2005-06-21 00:34:56,158,2,4297
2.99,6416,2005-07-11 23:29:14,158,1,4301
5.99,6901,2005-07-12 21:46:33,158,2,4302
2.99,7952,2005-07-28 13:23:49,158,2,4305
6.99,11103,2005-08-02 08:09:54,158,1,4312
0.99,11272,2005-08-02 14:20:27,158,1,4313
2.99,11420,2005-08-02 19:47:56,158,1,4314
1.99,12070,2005-08-17 21:46:47,158,2,4315
5.99,12421,2005-08-18 10:04:06,158,2,4316
2.99,475,2005-05-27 22:16:26,159,2,4324
0.99,5656,2005-07-10 07:31:07,159,2,4332
4.99,9917,2005-07-31 14:55:11,159,1,4339
1.99,13270,2005-08-19 17:41:16,159,2,4341
0.99,13933,2005-08-20 17:17:07,159,1,4342
8.99,14575,2005-08-21 16:51:34,159,2,4343
0.99,15197,2005-08-22 16:14:25,159,1,4344
4.99,2314,2005-06-18 09:03:19,160,2,4345
2.99,2465,2005-06-18 20:07:02,160,1,4346
2.99,2873,2005-06-20 00:41:25,160,2,4347
6.99,6364,2005-07-11 21:14:48,160,2,4350
0.99,7500,2005-07-27 20:16:03,160,2,4352
4.99,8184,2005-07-28 22:22:35,160,1,4353
2.99,11803,2005-08-17 11:42:08,160,1,4362
3.99,477,2005-05-27 22:33:33,161,2,4373
4.99,3948,2005-07-06 21:45:53,161,1,4380
0.99,4187,2005-07-07 10:41:31,161,2,4381
2.99,7003,2005-07-27 01:32:06,161,1,4386
4.99,9135,2005-07-30 10:06:53,161,1,4388
0.99,10355,2005-08-01 05:47:37,161,1,4391
0.99,14150,2005-08-21 02:23:03,161,2,4396
4.99,688,2005-05-29 00:45:24,162,1,4404
4.99,1339,2005-06-15 12:21:56,162,2,4405
2.99,4982,2005-07-09 00:30:52,162,2,4410
5.99,10093,2005-07-31 20:30:32,162,2,4416
4.99,5549,2005-07-10 02:58:29,163,2,4430
1.99,6831,2005-07-12 18:44:04,163,1,4433
0.99,8040,2005-07-28 16:39:43,163,2,4436
4.99,11940,2005-08-17 16:56:28,163,2,4441
5.99,14427,2005-08-21 11:26:06,163,2,4446
7.98,11754,2006-02-14 15:16:03,163,2,4449
4.99,1713,2005-06-16 14:28:33,164,2,4452
2.99,6558,2005-07-12 05:16:07,164,2,4458
3.99,8135,2005-07-28 20:03:25,164,2,4463
4.99,338,2005-05-27 03:42:52,165,2,4467
3.99,2013,2005-06-17 12:03:01,165,1,4468
5.99,3784,2005-07-06 13:57:56,165,1,4471
4.99,5472,2005-07-09 23:16:40,165,1,4474
4.99,12643,2005-08-18 18:21:06,165,2,4484
5.99,2874,2005-06-20 00:42:26,166,1,4491
0.99,3085,2005-06-20 15:42:33,166,1,4492
2.99,3642,2005-07-06 07:18:20,166,1,4494
6.99,4389,2005-07-07 20:58:58,166,2,4495
4.99,5184,2005-07-09 10:14:34,166,1,4497
7.99,13901,2005-08-20 16:06:53,166,2,4510
5.99,14261,2005-08-21 06:07:24,166,2,4511
5.99,2381,2005-06-18 15:00:30,167,2,4521
4.99,3518,2005-07-06 00:56:03,167,2,4522
0.99,4493,2005-07-08 01:40:24,167,2,4523
4.99,5413,2005-07-09 20:28:42,167,1,4527
3.99,10285,2005-08-01 03:35:11,167,2,4537
3.99,15003,2005-08-22 08:11:24,167,1,4543
0.99,404,2005-05-27 13:31:51,168,2,4548
5.99,4363,2005-07-07 19:43:28,168,2,4553
5.99,5907,2005-07-10 20:41:41,168,1,4556
3.99,6809,2005-07-12 17:51:54,168,2,4559
1.99,8883,2005-07-30 00:24:48,168,2,4563
4.99,9899,2005-07-31 14:12:36,168,2,4567
10.99,11627,2005-08-17 04:25:47,168,1,4570
8.99,13018,2005-08-19 08:04:50,168,1,4574
2.99,14090,2005-08-21 00:11:16,168,1,4577
2.99,15683,2005-08-23 09:38:17,168,2,4580
0.99,15894,2006-02-14 15:16:03,168,1,4581
2.99,3261,2005-06-21 04:07:41,169,1,4585
4.99,6453,2005-07-12 00:59:53,169,2,4590
4.99,8558,2005-07-29 11:24:49,169,2,4594
5.99,11898,2005-08-17 15:24:12,169,1,4597
2.99,211,2005-05-26 08:33:10,170,1,4604
2.99,5808,2005-07-10 15:17:33,170,2,4616
2.99,9817,2005-07-31 11:33:31,170,1,4619
9.99,10102,2005-07-31 20:49:10,170,1,4620
0.99,11039,2005-08-02 06:00:53,170,1,4622
3.99,12706,2005-08-18 20:44:34,170,2,4623
3.99,12967,2005-08-19 06:37:51,170,1,4624
6.99,13862,2005-08-20 14:57:01,170,2,4626
4.99,2004,2005-06-17 11:43:38,171,2,4632
5.99,2599,2005-06-19 06:06:07,171,2,4635
5.99,9084,2005-07-30 08:14:29,171,2,4646
4.99,10622,2005-08-01 15:12:00,171,2,4647
6.99,13087,2005-08-19 10:33:52,171,2,4650
1.99,14270,2005-08-21 06:22:18,171,1,4653
0.99,837,2005-05-30 00:02:08,172,1,4658
7.99,6246,2005-07-11 14:57:51,172,2,4665
6.99,7122,2005-07-27 06:03:18,172,1,4668
2.99,7135,2005-07-27 06:34:32,172,1,4669
5.99,9218,2005-07-30 13:14:35,172,2,4675
4.99,13320,2005-08-19 19:35:33,172,2,4682
4.99,13937,2005-08-20 17:22:51,172,2,4684
4.99,14991,2005-08-22 07:50:44,172,1,4685
3.99,16038,2005-08-23 22:14:31,172,2,4688
2.99,1188,2005-06-15 01:04:07,173,2,4691
4.99,3336,2005-06-21 10:14:27,173,1,4695
2.99,5488,2005-07-10 00:02:06,173,1,4700
3.99,5615,2005-07-10 05:18:51,173,1,4702
4.99,6021,2005-07-11 02:10:18,173,2,4703
2.99,8299,2005-07-29 02:56:00,173,2,4705
4.99,8808,2005-07-29 21:39:07,173,2,4706
6.99,12282,2005-08-18 04:54:20,173,1,4712
5.99,2326,2005-06-18 10:14:22,174,1,4722
4.99,5414,2005-07-09 20:29:36,174,2,4725
7.99,8348,2005-07-29 04:49:26,174,2,4727
4.99,8754,2005-07-29 19:18:30,174,1,4728
2.99,10363,2005-08-01 06:01:52,174,1,4731
1.99,15892,2005-08-23 17:01:00,174,1,4737
0.99,1495,2005-06-15 21:54:31,175,2,4739
7.99,6865,2005-07-12 20:02:40,175,2,4744
2.99,8244,2005-07-29 00:35:34,175,1,4747
4.99,8264,2005-07-29 01:18:50,175,1,4748
7.99,10229,2005-08-01 01:45:26,175,2,4752
0.99,12509,2005-08-18 13:21:52,175,1,4755
0.0,13161,2006-02-14 15:16:03,175,2,4762
1.99,663,2005-05-28 21:23:02,176,1,4766
7.99,1741,2005-06-16 16:31:37,176,1,4769
2.99,8279,2005-07-29 01:43:37,176,1,4786
2.99,10862,2005-08-02 00:17:34,176,1,4790
0.99,4760,2005-07-08 14:48:07,177,1,4805
3.99,7493,2005-07-27 19:55:46,177,1,4808
0.99,8139,2005-07-28 20:16:30,177,1,4810
0.99,10710,2005-08-01 18:44:36,177,1,4814
6.99,11662,2005-08-17 05:27:37,177,2,4817
2.99,14849,2005-08-22 02:15:26,177,2,4821
0.99,14883,2005-08-22 03:55:02,177,2,4822
6.99,1292,2005-06-15 09:03:52,178,1,4823
2.99,5015,2005-07-09 01:54:24,178,1,4832
2.99,5984,2005-07-11 00:44:36,178,1,4835
4.99,6347,2005-07-11 20:18:53,178,2,4836
5.99,6554,2005-07-12 05:07:26,178,1,4837
4.99,9879,2005-07-31 13:45:32,178,2,4847
2.99,13127,2005-08-19 12:04:03,178,1,4856
4.99,7609,2005-07-28 00:11:00,179,1,4875
4.99,9491,2005-07-30 23:45:23,179,2,4878
0.99,9893,2005-07-31 14:07:21,179,2,4879
3.99,10569,2005-08-01 13:18:23,179,2,4882
0.99,11342,2005-08-02 17:11:35,179,1,4883
7.99,14082,2005-08-20 23:42:00,179,2,4888
7.99,4826,2005-07-08 17:44:25,180,2,4894
0.99,5773,2005-07-10 13:31:09,180,2,4897
3.99,5860,2005-07-10 18:08:49,180,1,4898
2.99,7274,2005-07-27 11:35:34,180,1,4899
2.99,13283,2005-08-19 18:10:19,180,1,4907
0.99,14109,2005-08-21 00:52:58,180,1,4910
4.99,15039,2005-08-22 09:37:54,180,1,4912
6.99,579,2005-05-28 11:19:23,181,2,4914
4.99,3469,2005-06-21 22:48:59,181,2,4918
6.99,10362,2005-08-01 05:55:13,181,2,4932
6.99,10773,2005-08-01 20:53:45,181,1,4935
4.99,11224,2005-08-02 12:40:38,181,2,4936
7.99,12363,2005-08-18 07:52:49,181,1,4937
4.99,13118,2005-08-19 11:39:58,181,2,4941
2.99,13008,2006-02-14 15:16:03,181,2,4947
6.99,3697,2005-07-06 10:07:22,182,1,4955
0.99,4349,2005-07-07 19:02:37,182,1,4957
0.99,4784,2005-07-08 16:09:56,182,2,4960
4.99,12573,2005-08-18 15:32:57,182,1,4968
0.99,382,2005-05-27 10:12:00,183,1,4974
5.99,2471,2005-06-18 20:31:00,183,2,4977
0.99,4134,2005-07-07 08:14:24,183,2,4980
4.99,6569,2005-07-12 05:47:40,183,1,4985
5.99,9672,2005-07-31 06:34:06,183,2,4987
0.99,12451,2005-08-18 11:04:42,183,2,4992
3.99,12831,2005-08-19 01:40:43,183,2,4994
2.99,13482,2005-08-20 01:14:30,183,1,4995
4.99,534,2005-05-28 06:15:25,184,2,4998
0.99,4314,2005-07-07 17:38:31,184,1,5002
2.99,12454,2005-08-18 11:19:02,184,2,5012
4.99,2459,2005-06-18 19:44:08,185,1,5023
2.99,4524,2005-07-08 03:10:48,185,1,5027
1.99,6418,2005-07-11 23:36:27,185,1,5030
8.99,8684,2005-07-29 16:16:33,185,1,5035
2.99,9473,2005-07-30 23:04:13,185,2,5037
2.99,12312,2005-08-18 06:07:26,185,1,5039
2.99,1300,2005-06-15 09:36:19,186,1,5046
4.99,6067,2005-07-11 04:34:49,186,2,5051
3.99,7915,2005-07-28 11:49:46,186,1,5053
0.99,11982,2005-08-17 18:13:07,186,1,5060
6.99,13168,2005-08-19 13:37:28,186,1,5063
3.99,13853,2005-08-20 14:47:02,186,1,5065
7.99,252,2005-05-26 14:39:53,187,1,5074
5.99,2742,2005-06-19 16:05:47,187,1,5080
3.99,6057,2005-07-11 04:03:40,187,1,5087
7.99,7967,2005-07-28 13:56:51,187,2,5091
8.99,12307,2005-08-18 05:48:23,187,2,5094
0.99,1927,2005-06-17 06:48:19,188,2,5103
4.99,2733,2005-06-19 15:21:53,188,2,5105
3.99,3848,2005-07-06 16:47:32,188,2,5106
2.99,4150,2005-07-07 08:43:22,188,2,5107
5.99,13787,2005-08-20 12:15:23,188,1,5120
2.99,14399,2005-08-21 10:33:23,188,1,5121
4.99,15474,2005-08-23 01:39:10,188,2,5125
6.99,3108,2005-06-20 17:28:43,189,1,5131
2.99,3346,2005-06-21 11:06:53,189,1,5132
5.99,6193,2005-07-11 11:46:57,189,1,5136
4.99,7469,2005-07-27 18:57:40,189,1,5137
2.99,7790,2005-07-28 07:22:35,189,2,5139
3.99,13766,2005-08-20 11:42:01,189,1,5146
1.99,15773,2005-08-23 13:24:57,189,1,5147
2.99,693,2005-05-29 01:42:31,190,1,5150
4.99,2057,2005-06-17 15:31:58,190,1,5153
6.99,11158,2005-08-02 09:58:28,190,2,5164
2.99,12270,2005-08-18 04:32:05,190,1,5169
0.99,14065,2005-08-20 22:40:47,190,2,5171
0.99,1278,2005-06-15 08:09:12,191,1,5179
2.99,1677,2005-06-16 11:07:11,191,1,5180
2.99,7520,2005-07-27 21:02:02,191,1,5189
4.99,9964,2005-07-31 16:17:39,191,1,5192
0.99,14361,2006-02-14 15:16:03,191,1,5195
1.99,895,2005-05-30 08:50:43,192,1,5196
3.99,2760,2005-06-19 17:16:33,192,1,5197
2.99,3902,2005-07-06 19:25:18,192,1,5198
4.99,4469,2005-07-08 00:18:32,192,1,5199
0.99,8051,2005-07-28 16:56:16,192,2,5204
5.99,13125,2005-08-19 11:57:49,192,1,5212
4.99,14146,2005-08-21 02:13:31,192,2,5213
4.99,2846,2005-06-19 22:52:14,193,2,5224
8.99,3297,2005-06-21 07:08:19,193,1,5226
4.99,8379,2005-07-29 05:29:40,193,1,5229
4.99,12658,2005-08-18 19:05:42,193,2,5235
4.99,15164,2005-08-22 14:47:53,193,2,5240
4.99,334,2005-05-27 03:03:07,194,2,5244
3.99,2807,2005-06-19 19:32:53,194,1,5250
0.99,13515,2005-08-20 02:29:47,194,1,5258
4.99,15937,2005-08-23 18:43:22,194,2,5261
2.99,4315,2005-07-07 17:40:26,195,1,5263
4.99,5228,2005-07-09 12:26:01,195,1,5264
4.99,6175,2005-07-11 10:44:37,195,2,5266
0.99,8479,2005-07-29 08:42:04,195,2,5269
4.99,9994,2005-07-31 17:30:31,195,1,5272
4.99,10911,2005-08-02 01:58:36,195,2,5273
2.99,11787,2005-08-17 10:59:00,195,2,5275
11.99,16040,2005-08-23 22:19:33,195,2,5280
1.99,1053,2005-05-31 07:12:44,196,1,5284
0.99,2681,2005-06-19 12:15:27,196,1,5288
4.99,4999,2005-07-09 01:12:57,196,2,5294
4.99,5143,2005-07-09 08:07:07,196,2,5295
0.99,8266,2005-07-29 01:20:16,196,2,5300
6.99,9721,2005-07-31 08:28:46,196,1,5304
4.99,9804,2005-07-31 11:07:39,196,1,5305
0.99,12430,2005-08-18 10:32:41,196,2,5309
5.99,14698,2005-08-21 20:49:58,196,1,5314
1.99,649,2005-05-28 19:35:45,197,2,5319
2.99,683,2005-05-29 00:09:48,197,1,5320
3.99,903,2005-05-30 10:11:29,197,1,5322
0.99,918,2005-05-30 11:32:24,197,1,5323
8.99,1605,2005-06-16 06:17:55,197,2,5327
4.99,1919,2005-06-17 05:40:52,197,2,5328
2.99,2781,2005-06-19 18:24:42,197,2,5331
8.99,4486,2005-07-08 01:09:09,197,1,5332
4.99,4739,2005-07-08 13:25:57,197,2,5333
4.99,9378,2005-07-30 19:12:54,197,2,5337
4.99,9585,2005-07-31 03:05:55,197,2,5339
4.99,582,2005-05-28 11:33:46,198,1,5357
2.99,639,2005-05-28 18:25:02,198,2,5358
2.99,4588,2005-07-08 06:18:01,198,2,5363
4.99,6889,2005-07-12 21:01:22,198,2,5368
5.99,8145,2005-07-28 20:34:41,198,1,5373
2.99,10147,2005-07-31 22:18:43,198,1,5376
5.99,13768,2005-08-20 11:43:43,198,1,5387
2.99,14380,2005-08-21 09:53:52,198,2,5389
6.99,15256,2005-08-22 18:20:07,198,1,5391
2.99,4499,2005-07-08 02:08:48,199,1,5397
4.99,4976,2005-07-09 00:03:30,199,1,5399
4.99,6782,2005-07-12 16:23:25,199,2,5403
2.99,10196,2005-08-01 00:34:51,199,1,5409
8.99,10850,2005-08-01 23:53:45,199,1,5411
2.99,11454,2005-08-02 21:04:39,199,1,5412
1.99,1296,2005-06-15 09:23:59,200,2,5419
6.99,1899,2005-06-17 04:29:15,200,2,5421
3.99,2667,2005-06-19 11:28:46,200,2,5423
3.99,3190,2005-06-20 23:27:15,200,1,5425
4.99,6181,2005-07-11 11:10:11,200,1,5430
8.99,11356,2005-08-02 17:42:40,200,1,5437
10.99,14034,2005-08-20 21:31:52,200,1,5439
4.99,15691,2005-08-23 09:53:54,200,2,5441
5.99,15742,2005-08-23 12:11:37,200,2,5442
6.99,15961,2005-08-23 19:35:42,200,1,5443
6.99,2359,2005-06-18 13:04:42,201,2,5450
7.99,3364,2005-06-21 12:37:46,201,1,5452
6.99,3708,2005-07-06 10:23:27,201,2,5454
0.99,7106,2005-07-27 05:21:24,201,1,5455
0.99,9355,2005-07-30 18:35:25,201,2,5457
3.99,10865,2005-08-02 00:22:46,201,2,5459
9.99,13613,2005-08-20 06:23:53,201,2,5463
5.99,15974,2005-08-23 20:06:04,201,2,5469
2.99,1474,2005-06-15 20:55:42,202,1,5470
2.99,5838,2005-07-10 17:04:56,202,2,5478
2.99,7613,2005-07-28 00:13:58,202,1,5479
0.99,8930,2005-07-30 02:28:38,202,2,5483
8.99,9467,2005-07-30 22:45:34,202,2,5485
0.99,15095,2005-08-22 11:41:35,202,1,5494
4.99,15772,2005-08-23 13:22:56,202,2,5495
0.99,314,2005-05-26 23:09:41,203,1,5496
4.99,1217,2005-06-15 03:24:14,203,1,5497
2.99,1715,2005-06-16 14:37:12,203,1,5498
7.99,2939,2005-06-20 05:18:16,203,2,5499
6.99,7787,2005-07-28 07:19:02,203,2,5503
0.99,8039,2005-07-28 16:35:16,203,1,5504
0.99,12519,2005-08-18 13:42:14,203,1,5511
4.99,13841,2005-08-20 14:25:18,203,2,5512
2.99,15798,2005-08-23 14:23:03,203,2,5514
2.99,15991,2005-08-23 20:27:34,203,2,5515
0.99,251,2005-05-26 14:35:40,204,2,5516
4.99,1871,2005-06-17 02:25:12,204,1,5522
4.99,2734,2005-06-19 15:36:27,204,2,5525
0.99,4043,2005-07-07 03:09:50,204,1,5526
4.99,4979,2005-07-09 00:24:34,204,1,5527
6.99,6694,2005-07-12 12:39:23,204,1,5533
7.99,11261,2005-08-02 13:54:26,204,1,5541
2.99,13899,2005-08-20 16:05:11,204,2,5546
0.99,14871,2005-08-22 03:23:24,204,1,5548
11.99,15415,2005-08-22 23:48:56,204,2,5550
5.99,2237,2005-06-18 04:17:44,205,2,5554
4.99,10086,2005-07-31 20:14:08,205,2,5562
4.99,14391,2005-08-21 10:16:27,205,2,5565
6.99,14490,2005-08-21 13:54:15,205,2,5567
0.99,1872,2005-06-17 02:27:03,206,2,5569
3.99,8549,2005-07-29 11:12:13,206,1,5583
2.99,9474,2005-07-30 23:05:44,206,2,5584
10.99,13263,2005-08-19 17:26:55,206,2,5590
0.99,13696,2005-08-20 09:16:15,206,2,5592
0.99,659,2005-05-28 20:27:53,207,1,5598
6.99,826,2005-05-29 21:56:15,207,2,5599
3.99,1945,2005-06-17 07:51:26,207,2,5602
9.99,3687,2005-07-06 09:38:33,207,2,5604
2.99,4018,2005-07-07 01:10:33,207,1,5605
5.99,4713,2005-07-08 12:12:33,207,2,5606
5.99,6465,2005-07-12 01:17:11,207,2,5612
3.99,10234,2005-08-01 01:56:20,207,2,5618
0.99,10300,2005-08-01 04:08:11,207,2,5619
3.99,13954,2005-08-20 18:02:41,207,2,5628
4.99,100,2005-05-25 16:50:28,208,1,5630
2.99,3811,2005-07-06 15:20:37,208,2,5636
2.99,5693,2005-07-10 09:35:43,208,2,5640
0.99,7315,2005-07-27 13:14:56,208,1,5643
2.99,7984,2005-07-28 14:27:51,208,2,5645
1.99,8742,2005-07-29 18:56:12,208,1,5646
3.99,9298,2005-07-30 16:27:53,208,2,5647
4.99,10762,2005-08-01 20:28:39,208,2,5649
6.99,11805,2005-08-17 11:48:47,208,2,5652
0.99,11819,2005-08-17 12:25:17,208,2,5653
9.99,340,2005-05-27 03:55:25,209,2,5656
2.99,3504,2005-07-06 00:18:29,209,2,5663
4.99,4907,2005-07-08 21:01:41,209,1,5667
0.99,6210,2005-07-11 12:36:43,209,1,5670
4.99,8067,2005-07-28 17:20:17,209,1,5675
8.99,8759,2005-07-29 19:22:37,209,2,5676
6.99,10811,2005-08-01 22:41:15,209,2,5682
8.99,13796,2005-08-20 12:32:32,209,1,5684
4.99,3563,2005-07-06 02:57:01,210,2,5691
2.99,4306,2005-07-07 17:12:32,210,1,5694
0.99,5957,2005-07-10 23:24:02,210,2,5701
0.99,7909,2005-07-28 11:38:08,210,2,5705
8.99,8336,2005-07-29 04:20:42,210,2,5706
0.99,8738,2005-07-29 18:32:47,210,2,5708
6.99,14639,2005-08-21 19:01:39,210,2,5715
8.99,15942,2005-08-23 18:48:40,210,2,5718
8.99,2812,2005-06-19 19:58:16,211,2,5720
6.99,3437,2005-06-21 19:20:17,211,2,5721
5.99,5668,2005-07-10 08:11:05,211,1,5727
3.99,5699,2005-07-10 09:48:04,211,2,5728
1.99,6722,2005-07-12 13:44:03,211,1,5732
1.99,14812,2005-08-22 01:10:32,211,2,5748
0.99,1379,2005-06-15 15:05:10,212,2,5754
2.99,1637,2005-06-16 08:29:58,212,1,5755
6.99,5115,2005-07-09 07:07:18,212,1,5760
2.99,7828,2005-07-28 08:40:46,212,2,5761
7.99,12156,2005-08-18 00:27:33,212,1,5766
0.99,12467,2005-08-18 11:40:09,212,2,5767
2.99,14563,2005-08-21 16:23:53,212,1,5769
2.99,15920,2005-08-23 18:05:10,212,2,5772
0.99,1489,2005-06-15 21:41:38,213,1,5774
4.99,1936,2005-06-17 07:15:41,213,2,5775
4.99,5159,2005-07-09 08:55:52,213,2,5786
2.99,6725,2005-07-12 13:47:17,213,2,5788
4.99,8542,2005-07-29 11:01:50,213,2,5791
2.99,9340,2005-07-30 18:07:16,213,2,5793
1.99,242,2005-05-26 13:05:08,214,1,5801
2.99,1093,2005-05-31 12:32:26,214,2,5804
0.99,1112,2005-05-31 15:51:39,214,2,5805
4.99,1275,2005-06-15 07:55:43,214,2,5806
2.99,2868,2005-06-20 00:08:58,214,2,5808
3.99,4984,2005-07-09 00:35:31,214,2,5811
7.99,6602,2005-07-12 07:50:24,214,1,5813
4.99,11474,2005-08-02 21:53:08,214,2,5820
4.99,12463,2005-08-18 11:31:34,214,2,5821
4.99,13864,2005-08-20 14:59:55,214,1,5827
0.99,14567,2005-08-21 16:27:25,214,1,5829
4.99,1080,2005-05-31 10:55:26,215,2,5833
2.99,5886,2005-07-10 19:36:25,215,1,5841
2.99,11729,2005-08-17 08:14:41,215,1,5847
0.99,14126,2005-08-21 01:32:17,215,2,5851
2.99,15610,2005-08-23 06:56:15,215,2,5854
6.99,1461,2005-06-15 20:32:08,216,2,5859
2.99,3432,2005-06-21 19:02:03,216,1,5863
8.99,8859,2005-07-29 23:44:43,216,2,5868
0.99,9096,2005-07-30 08:39:23,216,1,5869
0.99,13424,2005-08-19 23:10:09,216,2,5873
2.99,14638,2005-08-21 19:01:36,216,2,5874
2.99,15199,2005-08-22 16:17:49,216,2,5877
8.99,1141,2005-05-31 19:42:02,217,2,5882
4.99,8332,2005-07-29 04:16:00,217,2,5890
5.99,10581,2005-08-01 13:52:30,217,1,5895
4.99,12210,2005-08-18 02:27:29,217,2,5900
0.99,15116,2005-08-22 12:35:40,217,2,5902
8.99,7236,2005-07-27 10:09:39,218,1,5911
0.99,414,2005-05-27 14:48:20,219,1,5922
0.99,4678,2005-07-08 10:30:40,219,2,5925
7.99,5739,2005-07-10 11:51:50,219,2,5930
4.99,9712,2005-07-31 08:13:11,219,1,5939
2.99,11328,2005-08-02 16:42:38,219,1,5940
5.99,14588,2005-08-21 17:25:53,219,1,5944
4.99,14688,2005-08-21 20:32:37,219,1,5945
4.99,15283,2005-08-22 19:16:04,219,1,5946
0.99,1832,2005-06-16 22:35:20,220,1,5950
4.99,8398,2005-07-29 06:12:40,220,1,5959
7.99,9384,2005-07-30 19:25:35,220,2,5960
4.99,10778,2005-08-01 21:11:39,220,2,5963
3.99,11153,2005-08-02 09:54:19,220,1,5966
4.99,12896,2005-08-19 03:52:44,220,1,5970
4.99,15706,2005-08-23 10:32:52,220,2,5974
4.99,226,2005-05-26 10:44:04,221,2,5975
2.99,2331,2005-06-18 10:50:09,221,1,5977
10.99,2660,2005-06-19 10:50:02,221,1,5979
4.99,4293,2005-07-07 15:53:47,221,1,5981
4.99,4649,2005-07-08 09:32:05,221,2,5982
5.99,5920,2005-07-10 21:33:58,221,2,5985
6.99,9320,2005-07-30 17:16:39,221,1,5990
4.99,11693,2005-08-17 06:56:56,221,1,5994
6.99,2603,2005-06-19 06:21:25,222,2,6009
6.99,5592,2005-07-10 04:26:13,222,2,6012
2.99,6129,2005-07-11 08:15:09,222,2,6014
2.99,14350,2005-08-21 08:58:38,222,2,6023
2.99,524,2005-05-28 03:57:28,223,2,6024
4.99,2334,2005-06-18 10:56:24,223,1,6026
5.99,3513,2005-07-06 00:45:57,223,1,6027
2.99,5996,2005-07-11 01:18:33,223,2,6030
4.99,11040,2005-08-02 06:03:22,223,2,6034
0.99,13576,2005-08-20 05:19:56,223,1,6036
4.99,14496,2005-08-21 14:07:35,223,2,6037
5.99,15546,2005-08-23 04:20:38,223,2,6039
2.99,4697,2005-07-08 11:19:14,224,1,6046
2.99,12969,2005-08-19 06:38:59,224,1,6055
5.99,14271,2005-08-21 06:23:29,224,2,6058
7.99,4824,2005-07-08 17:37:39,225,1,6068
3.99,6526,2005-07-12 04:21:20,225,1,6074
7.99,8054,2005-07-28 17:02:18,225,1,6078
5.99,11395,2005-08-02 18:47:44,225,2,6086
5.99,14444,2005-08-21 12:07:25,225,2,6088
2.99,5282,2005-07-09 15:01:23,226,1,6093
0.99,14739,2005-08-21 22:33:22,226,2,6104
5.99,16033,2005-08-23 22:06:15,226,1,6109
5.99,3576,2005-07-06 03:40:01,227,1,6116
4.99,13374,2006-02-14 15:16:03,227,2,6133
2.99,2934,2005-06-20 05:05:53,228,2,6138
3.99,3433,2005-06-21 19:07:19,228,2,6139
4.99,5320,2005-07-09 16:23:32,228,1,6148
1.99,6141,2005-07-11 08:52:16,228,2,6150
8.99,7509,2005-07-27 20:37:19,228,2,6152
0.99,12304,2005-08-18 05:44:29,228,1,6156
0.99,3208,2005-06-21 00:50:03,229,1,6162
4.99,4515,2005-07-08 02:42:03,229,1,6167
2.99,5623,2005-07-10 05:41:38,229,1,6169
0.99,7305,2005-07-27 12:57:06,229,2,6173
0.99,7629,2005-07-28 01:00:09,229,2,6175
0.99,13306,2005-08-19 18:57:29,229,2,6180
5.99,13679,2005-08-20 08:39:34,229,1,6182
4.99,15740,2005-08-23 12:07:51,229,1,6183
2.99,15912,2005-08-23 17:47:40,229,2,6184
4.99,1078,2005-05-31 10:28:33,230,1,6187
0.99,2675,2005-06-19 11:52:15,230,2,6192
0.99,2777,2005-06-19 18:16:26,230,1,6193
4.99,6126,2005-07-11 08:06:56,230,2,6199
2.99,6251,2005-07-11 15:06:20,230,1,6200
2.99,11914,2005-08-17 16:04:42,230,2,6212
1.99,12079,2005-08-17 22:04:17,230,1,6213
7.99,12523,2005-08-18 13:45:41,230,2,6214
0.99,12542,2005-08-18 14:21:11,230,2,6215
8.99,512,2005-05-28 03:07:50,231,1,6221
9.99,3561,2005-07-06 02:54:33,231,2,6223
0.99,4969,2005-07-08 23:51:26,231,2,6226
2.99,5096,2005-07-09 06:08:23,231,1,6227
7.99,11202,2005-08-02 11:51:57,231,1,6235
6.99,13983,2005-08-20 19:08:32,231,2,6240
4.99,14478,2005-08-21 13:33:28,231,1,6242
3.99,15389,2005-08-22 22:51:13,231,1,6244
0.99,1619,2005-06-16 07:14:13,232,2,6247
8.99,2833,2005-06-19 21:34:54,232,1,6248
2.99,6309,2005-07-11 18:13:24,232,1,6250
0.99,7707,2005-07-28 04:07:47,232,2,6253
2.99,7990,2005-07-28 14:43:08,232,1,6255
0.99,11861,2005-08-17 13:53:47,232,2,6264
2.99,12853,2005-08-19 02:15:32,232,2,6265
2.99,2424,2005-06-18 17:35:08,233,1,6272
4.99,2443,2005-06-18 18:52:30,233,2,6273
2.99,3832,2005-07-06 16:12:23,233,1,6274
2.99,6794,2005-07-12 16:38:23,233,1,6280
8.99,7056,2005-07-27 03:46:27,233,1,6281
4.99,7387,2005-07-27 15:54:19,233,2,6282
5.99,8385,2005-07-29 05:39:16,233,2,6283
0.99,8596,2005-07-29 12:48:54,233,2,6285
0.99,9574,2005-07-31 02:49:20,233,1,6286
0.99,15821,2005-08-23 15:03:58,233,2,6292
5.99,1993,2005-06-17 10:59:24,234,2,6297
5.99,2511,2005-06-18 23:45:30,234,2,6299
4.99,3199,2005-06-21 00:12:40,234,2,6301
5.99,10133,2005-07-31 21:55:07,234,2,6304
0.99,10541,2005-08-01 12:24:54,234,2,6305
4.99,11050,2005-08-02 06:17:16,234,1,6308
4.99,12863,2005-08-19 02:35:59,234,2,6313
0.99,15778,2006-02-14 15:16:03,234,1,6318
