assay_id,bao_format,relationship_type,tid,assay_strain,confidence_score,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_tissue
9398,BAO00092w8,N,50597,,1,6518,Elimination half-life after IV dosing at 0.5 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,
9399,nwO0000218,N,50597,,1,6518,Elimination half-life after IV dosing at 1 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,
9400,gzO0000218,N,50597,,1,6518,Elimination half-life after oral administration at a dose of 2 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,
9401,BqO000o218,N,50597,,1,6518,Elimination half-life after oral administration at a dose of 4 mg/kg in rat,A,In vivo,,Rattus norvegicus,10116.0,
9402,BAO000o21i,N,50597,,1,5408,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,A,In vivo,,Rattus norvegicus,10116.0,Brain
9403,BAOo000228,N,50597,,1,5408,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9404,BAi0000118,N,50597,,1,5408,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,A,In vivo,,Rattus norvegicus,10116.0,Brain
9405,BxO00p0218,N,50597,,1,5408,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9406,BAi0000118,N,50597,,1,4687,Evaluated for the half life in rat (in vivo),A,In vivo,,Rattus norvegicus,10116.0,
9407,BqO0009218,N,50597,,1,6640,Hafl life in rat,A,,,Rattus norvegicus,10116.0,
9408,BAO0000q1i,N,50597,,1,6640,Hafl life rat,A,,,Rattus norvegicus,10116.0,
9409,BAO000ow18,N,50597,,1,6641,Hafl life rat,A,,,Rattus norvegicus,10116.0,
9410,hAO0090218,N,50597,,1,6640,Hafl life rat; Not determined,A,,,Rattus norvegicus,10116.0,
9411,vAO000021u,N,50597,,1,6641,Hafl life rat; Not determined,A,,,Rattus norvegicus,10116.0,
9412,BAO000o228,N,50597,,1,17411,Half life in kidney was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,Kidney
9413,BzOo000218,N,50597,,1,17411,Half life in liver was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,Liver
9414,BAO00o02w8,N,50597,,1,17411,Half life in lung was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,Lung
9415,nAO0090218,N,50597,,1,6570,Half life in rat after 1 mg/kg i.v. administration,A,In vivo,,Rattus norvegicus,10116.0,
9416,BAO9009218,N,50597,,1,6570,Half life in rat after 2 mg/kg peroral administration,A,In vivo,,Rattus norvegicus,10116.0,
9417,BAOp0002w8,N,50597,,1,17411,Half life in serum was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
9418,Bs00000218,N,50597,,1,4722,Half life of 10 mg/kg oral dose determined in rats,A,In vivo,,Rattus norvegicus,10116.0,
9419,BAO900o218,N,50597,,1,5978,Half life of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9420,BA0000021u,N,50597,,1,5978,Half life of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9421,hAO0000228,N,50597,,1,5978,Half life of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9422,BAO0p0p218,N,50597,,1,5978,Half life of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9423,BAO00p02w8,N,50597,,1,5978,Half life of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9424,BAO09002w8,N,50597,,1,5978,Half life of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9425,BAl9000218,N,50597,,1,5978,Half life of compound (9.84 mg/kg) after po administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9426,BAO0000qw8,N,50597,,1,5978,Half life of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,A,In vivo,,Rattus norvegicus,10116.0,
9427,BAO000031i,N,50597,,1,4762,Half life of compound at 5 mg/kg after po administration was determined in rat,A,In vivo,,Rattus norvegicus,10116.0,
9428,BzO0000118,N,50597,,1,5327,Half life of compound determined after intravenous administration to rat,A,In vivo,,Rattus norvegicus,10116.0,
9429,nAO000o218,N,50597,,1,4847,Half life of compound was determined in rat,A,,,Rattus norvegicus,10116.0,
9430,BAO000ow18,N,50597,,1,17720,Half life at a dose of 4 mg/kg in Rat Plasma after iv administration,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9431,BAO0o09218,N,50597,,1,4723,Half life determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,A,In vivo,,Rattus norvegicus,10116.0,
9432,BAk00p0218,N,50597,,1,4723,Half life determined after 3 mg/kg oral administration in potassium oxonate treated rats,A,In vivo,,Rattus norvegicus,10116.0,
9433,BqO0000228,U,22224,,0,4256,Half life determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,A,In vivo,,Macaca fascicularis,9541.0,
9434,BA900002q8,U,22224,,0,4256,Half life determined in rat by intravenous administration,A,In vivo,,Rattus norvegicus,10116.0,
9435,BAO000o219,N,50597,,1,4722,Half life determined in rats after iv administration,A,In vivo,,Rattus norvegicus,10116.0,
9436,vAO0p00218,N,50597,,1,6535,Half life in rat plasma after administration of 2 mg/kg iv,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9437,BAi00o0218,N,50597,,1,6535,Half life in rat plasma after administration of 2 mg/kg iv,A,In vivo,,Rattus norvegicus,10116.0,Plasma
9438,BAO00o0q18,N,50597,,1,1435,Half life in rat plasma was determined,A,,,Rattus norvegicus,10116.0,Plasma
9439,BAO0000q1u,N,50597,,1,1435,Half life in rat plasma was determined; NA means not applicable,A,,,Rattus norvegicus,10116.0,Plasma
9440,BAOp0o0218,N,50597,,1,5206,Half life in rat was tested,A,,,Rattus norvegicus,10116.0,
9441,BAOo00p218,N,50597,,1,6080,Half life measured in rat plasma,A,,,Rattus norvegicus,10116.0,Plasma
9442,BAO000o219,N,50597,,1,4449,Half life recorded in rats,A,,,Rattus norvegicus,10116.0,
9443,Bz00000218,N,50597,,1,6057,Half life was calculated,A,,,Rattus norvegicus,10116.0,
9444,hAO9000218,N,50597,,1,6057,Half life was calculated in rat,A,,,Rattus norvegicus,10116.0,
9445,vAO000p218,N,50597,,1,3747,Half life was determined,A,,,Rattus norvegicus,10116.0,
9446,BAO00002w7,N,50597,,1,17858,Half life after 10 mg/kg oral administration in rat,A,In vivo,,Rattus norvegicus,10116.0,
9447,BxO00002q8,N,50597,,1,16365,Half life after administering orally a dose of 10 mg/kg to a fasting rat,A,In vivo,,Rattus norvegicus,10116.0,
9448,BAO0000e19,N,50597,,1,16365,Half life after administering orally a dose of 30 mg/kg,A,In vivo,,Rattus norvegicus,10116.0,
9449,hAO00o0218,N,50597,,1,5031,Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,A,,,Rattus norvegicus,10116.0,
9450,BAO0009228,N,50597,,1,4722,Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,A,,,Rattus norvegicus,10116.0,
9451,BAO000p217,N,50597,,1,6078,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,A,,,Rattus norvegicus,10116.0,
9452,hAO0090218,N,50597,,1,6078,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,A,,,Rattus norvegicus,10116.0,
9453,BAp000021o,N,50597,,1,6078,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,A,,,Rattus norvegicus,10116.0,
9454,fAO000p218,N,50597,,1,6078,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,A,,,Rattus norvegicus,10116.0,
9455,BAO0o00219,N,50597,,1,17065,Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,A,,,Rattus norvegicus,10116.0,
9456,BAO009021u,N,50597,,1,1353,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,A,,,Rattus norvegicus,10116.0,
9457,vAO00002q8,N,50597,,1,1353,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),A,,,Rattus norvegicus,10116.0,
9458,BsO0000228,N,50597,,1,1353,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),A,,,Rattus norvegicus,10116.0,
9459,BAO0900228,N,50597,,1,1353,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),A,,,Rattus norvegicus,10116.0,
9460,BxO00002q8,N,50597,,1,1353,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),A,,,Rattus norvegicus,10116.0,
9461,BAO000o217,N,50597,,1,16423,Area under the curve was evaluated after 10 uM/kg of intra arterial administration,A,,,Rattus norvegicus,10116.0,
9462,vAO0090218,N,50597,,1,16423,Area under the curve was evaluated after 20 uM/kg of peroral administration,A,,,Rattus norvegicus,10116.0,
9463,Bzl0000218,N,50597,,1,6062,Area under the curve was measured in rat after an iv dose of 1 mg/kg,A,,,Rattus norvegicus,10116.0,
9464,BAO009021o,N,50597,,1,6056,Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,A,,,Rattus norvegicus,10116.0,
9465,vAO000021i,N,50597,,1,5182,Area under the curve was determined by administering the compound at a dose of 1 mg/kg intravenously in male wistar rat,A,,,Rattus norvegicus,10116.0,
9466,BAO000o118,N,50597,,1,6410,Area under the curve was evaluated at an intravenous dose of 3 mg/kg,A,,,Rattus norvegicus,10116.0,
9467,gAO000p218,N,50597,,1,6410,Area under the curve was evaluated at an oral dose of 30 mg/kg,A,,,Rattus norvegicus,10116.0,
9468,fxO0000218,N,50597,,1,4723,Area under the effect time curves from time 0-24 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,A,,,Rattus norvegicus,10116.0,
9469,BAO9009218,N,50597,,1,4723,Area under the effect time curves from time 0-24 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,A,,,Rattus norvegicus,10116.0,
9470,BAO9000e18,N,50597,,1,4723,Area under the effect time curves from time 0-6 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,A,,,Rattus norvegicus,10116.0,
9471,BAO009p218,N,50597,,1,4723,Area under the effect time curves from time 0-6 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,A,,,Rattus norvegicus,10116.0,
9472,BAO0p0021o,N,50597,,1,4723,Area under the effect time curves from time 0-infinity hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,A,,,Rattus norvegicus,10116.0,
9473,BAO0090318,N,50597,,1,4723,Area under the effect time curves from time 0-infinity hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,A,,,Rattus norvegicus,10116.0,
9474,BA900o0218,N,50597,,1,2463,Area under the plasma concentration curve was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,A,,,Rattus norvegicus,10116.0,Plasma
9475,BAO090021u,N,50597,,1,4709,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in rat,A,,,Rattus norvegicus,10116.0,
9476,hAO0o00218,N,50597,,1,4075,Blood level after a 10 mg/kg oral dose in rat expressed as AUC was determined,A,,,Rattus norvegicus,10116.0,
9477,BAO00002w9,N,50597,,1,5394,Compound at a dose 10 mg/kg was administered orally to rat and the pharmacokinetic parameter area under curve (AUC) was measured,A,,,Rattus norvegicus,10116.0,
9478,BAO00o02q8,N,50597,,1,2661,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female wistar rats,A,,,Rattus norvegicus,10116.0,
9479,BqO00002w8,N,50597,,1,2661,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to male wistar rats,A,,,Rattus norvegicus,10116.0,
9480,BA90000228,N,50597,,1,2661,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female wistar rats,A,,,Rattus norvegicus,10116.0,
9481,BA90000219,N,50597,,1,2661,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to male wistar rats,A,,,Rattus norvegicus,10116.0,
9482,fA90000218,N,50597,,1,17791,Compound was evaluated for area under the curve expressed as (h*ug/ml),A,,,Rattus norvegicus,10116.0,
9483,BAO000o228,N,50597,,1,2591,Compound was tested for area under curve in rat,A,,,Rattus norvegicus,10116.0,
9484,BqO0000228,N,50597,,1,6567,Concentration in rat plasma after 5 mg/kg oral gavage for 8 hours,A,,,Rattus norvegicus,10116.0,
9485,BAO000031i,N,50597,,1,6211,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,A,,,Rattus norvegicus,10116.0,
9486,BA80090218,N,50597,,1,5529,Dose-normalized AUC was determined in rat after peroral administration (2 mg/kg),A,,,Rattus norvegicus,10116.0,
9487,nAO0000e18,N,50597,,1,5408,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,A,,,Rattus norvegicus,10116.0,
9488,BAO0o00228,N,50597,,1,5408,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,A,,,Rattus norvegicus,10116.0,
9489,BAl0o00218,N,50597,,1,5408,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,A,,,Rattus norvegicus,10116.0,
9490,BzO00002w8,N,50597,,1,5408,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,A,,,Rattus norvegicus,10116.0,
9491,BAO900021o,N,50597,,1,429,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg ( 0-8 hr ),A,,,Rattus norvegicus,10116.0,
9492,BAO0000w28,N,50597,,1,429,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr ),A,,,Rattus norvegicus,10116.0,
9493,BzO0000228,N,50597,,1,429,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr),A,,,Rattus norvegicus,10116.0,
9494,Bsi0000218,N,50597,,1,4796,Hepatic portal AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,A,,,Rattus norvegicus,10116.0,
9495,BAk0900218,N,50597,,1,5974,In vivo Area under curve (AUC) was determined after intravenous administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,A,,,Rattus norvegicus,10116.0,
9496,BAO0009118,N,50597,,1,5974,In vivo Area under curve (AUC) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,A,,,Rattus norvegicus,10116.0,
9497,BAk9000218,N,50597,,1,5974,In vivo Area under curve (AUC) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,A,,,Rattus norvegicus,10116.0,
9498,BAO000o2q8,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.98-2.56 % dose/g",A,,,Rattus norvegicus,10116.0,Kidney
9499,Bwk0000218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.15-1.43 % dose/g",A,,,Rattus norvegicus,10116.0,Kidney
9500,BAk0000w18,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.43-4.52 % dose/g",A,,,Rattus norvegicus,10116.0,Kidney
9501,gAO9000218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.12-3.14 % dose/g",A,,,Rattus norvegicus,10116.0,Kidney
9502,BAOo00021i,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.40-1.60 % dose/g",A,,,Rattus norvegicus,10116.0,Kidney
9503,BA90o00218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.74-0.85 % dose/g",A,,,Rattus norvegicus,10116.0,Kidney
9504,BqO0000217,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.31-1.45 % dose/g",A,,,Rattus norvegicus,10116.0,Liver
9505,BAk00o0218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.90 % dose/g",A,,,Rattus norvegicus,10116.0,Liver
9506,BAO00002qi,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.02-2.78 % dose/g",A,,,Rattus norvegicus,10116.0,Liver
9507,BAO000p2w8,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.64-2.38 % dose/g",A,,,Rattus norvegicus,10116.0,Liver
9508,BwO000p218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.95-1.07 % dose/g",A,,,Rattus norvegicus,10116.0,Liver
9509,BA9000021o,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in liver of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.61-0.81 % dose/g",A,,,Rattus norvegicus,10116.0,Liver
9510,BzO0000318,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 5.01-7.13 % dose/g",A,,,Rattus norvegicus,10116.0,Lung
9511,BAl0000w18,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.51-3.71 % dose/g",A,,,Rattus norvegicus,10116.0,Lung
9512,BAO00002wi,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 10.84-13.77 % dose/g",A,,,Rattus norvegicus,10116.0,Lung
9513,vAO00o0218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.92-8.51% dose/g",A,,,Rattus norvegicus,10116.0,Lung
9514,BAO0p0021u,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.37-3.94 % dose/g",A,,,Rattus norvegicus,10116.0,Lung
9515,BAO0000eq8,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in lungs of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 1.87-2.12 % dose/g",A,,,Rattus norvegicus,10116.0,Lung
9516,BAO0000q28,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 37.97-75.23 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9517,BsO9000218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 5.03-36.88 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9518,fAO0090218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 13.20-17.31 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9519,BA900002q8,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 7.87-16.51 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9520,BAO0o002w8,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 81.37-166.09 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9521,fAO0000219,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per gram, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 31.90-39.98 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9522,nAO000021u,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.41-0.83 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9523,BqO0090218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.05-0.38 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9524,BA90000228,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.16-0.20 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9525,BzO0900218,N,50597,,1,11450,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.08-0.17 % dose/g",A,,,Rattus norvegicus,10116.0,Thyroid gland
9526,BAO00902w8,N,50597,,1,16435,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,A,,,Rattus norvegicus,10116.0,
9527,BAO0o0021o,N,50597,,1,16435,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,A,,,Rattus norvegicus,10116.0,
9528,BAO0o00228,N,50597,,1,16435,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,A,,,Rattus norvegicus,10116.0,
9529,BAO0009q18,N,50597,,1,16435,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,A,,,Rattus norvegicus,10116.0,
9530,BAOop00218,N,50597,,1,16435,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,A,,,Rattus norvegicus,10116.0,
9531,BwO0000w18,N,50597,,1,16435,Radioactivity distribution in pancreas of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,A,,,Rattus norvegicus,10116.0,
9532,gAOo000218,N,50597,,1,16434,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,A,,,Rattus norvegicus,10116.0,
9533,fAO0000w18,N,50597,,1,16434,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,A,,,Rattus norvegicus,10116.0,
9534,nAO9000218,N,50597,,1,16434,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min,A,,,Rattus norvegicus,10116.0,
9535,BAO0900w18,N,50597,,1,16435,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,A,,,Rattus norvegicus,10116.0,
9536,BA90009218,N,50597,,1,16435,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,A,,,Rattus norvegicus,10116.0,
9537,gAO00o0218,N,50597,,1,16435,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,A,,,Rattus norvegicus,10116.0,
9538,BAO09002w8,N,50597,,1,16435,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,A,,,Rattus norvegicus,10116.0,
9539,vAO0009218,N,50597,,1,16435,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,A,,,Rattus norvegicus,10116.0,
9540,BAO0000229,N,50597,,1,16435,Radioactivity distribution in pancreas of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,A,,,Rattus norvegicus,10116.0,
9541,gAO00002q8,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,A,,,Rattus norvegicus,10116.0,Spleen
9542,gAl0000218,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,A,,,Rattus norvegicus,10116.0,Spleen
9543,BAp0o00218,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,A,,,Rattus norvegicus,10116.0,Spleen
9544,BqO0o00218,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,A,,,Rattus norvegicus,10116.0,Spleen
9545,BAO0090217,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,A,,,Rattus norvegicus,10116.0,Spleen
9546,BAO0o00228,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,A,,,Rattus norvegicus,10116.0,Spleen
9547,BqO0000e18,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,A,,,Rattus norvegicus,10116.0,Spleen
9548,BAO00o0228,N,50597,,1,16434,Radioactivity distribution in spleen of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,A,,,Rattus norvegicus,10116.0,Spleen
9549,hAO0000228,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,A,,,Rattus norvegicus,10116.0,Spleen
9550,BAO900p218,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,A,,,Rattus norvegicus,10116.0,Spleen
9551,BAO0000e28,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,A,,,Rattus norvegicus,10116.0,Spleen
9552,vAO00o0218,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,A,,,Rattus norvegicus,10116.0,Spleen
9553,BAOp00p218,N,50597,,1,16435,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,A,,,Rattus norvegicus,10116.0,Spleen
