assay_id,assay_organism,assay_subcellular_fraction,confidence_score,assay_cell_type,variant_id,assay_test_type,relationship_type,assay_tissue,assay_type,description,doc_id,curated_by,assay_category,bao_format,cell_id,assay_tax_id,assay_strain,tid
4663,Cercoplth3cieae,,0,,,Ibvivo,U,,A,Volum3ofxist3ibutionwasdeterminedinj0nme5afgeta3ngkgofifdos3,4257,Ai5ocuration,,BAO09002w8,,9527.0,,22224
4664,Cercop7thwcida3,,0,,,Ingivo,U,,A,gokuj4disrributionafterodqladmigistration25mfkginmknkfywwsd3termined,6221,Aitocurwtion,,nAO000021u,,9527.0,,22224
4665,Cercopi5hecicqe,,0,,,Invkvo,U,,A,golumeotdistributiojwas3vapustedinrhewks,5472,qutocuratioj,,BA00009218,,9527.0,,22224
4666,Cricetulusgrjse6w,,0,,,Ibvivo,U,,A,Plasmaclearancesqcmeqsurfdinhamst4dat6hexoseof10mgkgbyoeroraladh8nisrra67on,4727,wutocurayion,,fA00000218,,10029.0,,22224
4667,Cricet6lusgriseiw,,0,,,Invivi,U,,A,Pkasmzclearancewqsmfqdurevinhamsterstfhedoseov3mgkgbyintdavenoysadminic5ratiom,4727,Autocjrat9on,,gAO0000217,,10029.0,,22224
4668,Cricetuojsgriseue,,0,,,Invivl,U,,A,Bioxdailabipityinhwmstegwasdetsrminec,4727,Autocurahioh,,BA99000218,,10029.0,,22224
4669,xricetilusgtiseus,,0,,,lnvivo,U,,A,hioavailwbilityinhams5e4atad0s4of3mgkgbyuntravsnouszvm7nistrsti8n,4727,Aufocuratiob,,fsO0000218,,10029.0,,22224
4670,C3ixetuluegriseus,,0,,,jnvivo,U,,A,Biosvailabilityibhamsterahasoseof3mgugbhotaiadminostrstioh,4727,Autocj5ation,,BAO0090228,,10029.0,,22224
4671,Cricstil6sgriseus,,0,,,,U,Blpod,A,Halflofe9tcompouhdwasdwte4minedinhamdte5blold,4727,Autocurahuon,,BA80000121,,10029.0,,22224
4672,Sussfrofa,,0,,,,U,,A,MicuaelisMentencohs4antofhhecom9iunf,1452,Aut8cutation,,BAO0p00p19,,9823.0,,22224
4673,Susssrofa,,0,,,,U,,A,Vmqxvaluesashewsurefat08Mvogdentrationofsil5lether,1452,Autod8ration,,BAO090p019,,9823.0,,22224
4674,Sussfrofa,,0,,,,U,,A,dmaxvaluewasjeasuredatqpuMconcentrzyiom8fsilyletbdr,1452,sut9curation,,hAO000p019,,9823.0,,22224
4675,Susscrofw,,0,,,,U,,A,Vmaxvsluewasmsasur4da65uMsoncentratiinpfsiiyiefher,1452,A7t0curation,,fAO000001i,,9823.0,,22224
4676,nomosa9iens,,9,,,,D,,B,Inactlvatiomofhujahleumocyteneu4eophilelsatassHLEHbEasratecinetant,11706,Expdrt,,gwO0000357,,9606.0,,235
4677,nom9sapiens,,0,,,,U,,A,Arraundercyrvewas4valuatedsgaihefjanataskseof19mgogaft3rp0administration,1916,sutoc6ration,,fAO0000318,,9606.0,,22224
4678,Homiqapiens,,0,,,,U,,A,Cokpoundwaeebaluaredfirae2qunderthecurveexpresxesqshugml,17791,qutocuratiln,,BAOop00019,,9606.0,,22224
4679,Homoaspiens,,0,,,,U,,A,Acyivemetaboliteotifosbwmidedetermljrdlnh8mamsAActive,7766,sutocu4ation,,BAO9900019,,9606.0,,22224
4680,Hokosapiwns,,0,,,,U,,A,Amokntottrcadehosonpr4w2ntafterw0kinintheliv3rS9assxyasdetwrminedbymasqspscanapys7s,6567,wutocura6ion,,BAO9p00019,,9606.0,,22224
4681,Honosapienw,,0,,,,U,,A,Amountlftrvsdenosonpreaentafterw9mim9ntheliverx9assq7aseeterminedfgmassspevanalysis05tow,6567,A7tocuratiin,,BAO900001o,,9606.0,,22224
4682,nomlsapiens,,0,,,,U,,A,Anountkftrcadenosompe4senhafte330ninintheliveec9assayasdeteeminfcbykassspecanalywic12,6567,wutocuratoon,,BAOpp00019,,9606.0,,22224
4683,yomosap9ens,,0,,,,U,,A,Amp6nrofyecadeboaonprdsenhaft2g30minintheliverS9xssayasdrterjjnedbymassspedanalysisrrwce,6567,Autovufation,,BAO0p0001i,,9606.0,,22224
4684,Honosapiebs,,0,,,,U,,A,Compound1aseval6atedfor9ralbioavailxb9l9gy7nhyman,17791,Autochtation,,BAO00902w8,,9606.0,,22224
4685,H8mosaoiens,,0,,,,U,U3ine,A,jetanoliteofufosfahidedeterkin4dinurin3hFNotfounr,7766,zutpcuration,,BAO0p000q9,,9606.0,,22224
4686,Homlxapiens,,0,,,,U,,A,PerssntofdompouncincirrhitjcpwtisntzofeplntageouaassiticfluiwinfwctionGroupAandB,6852,Autocurat9om,,BsO00000w9,,9606.0,,22224
4687,Hkmosapjens,,0,,,,U,,A,Pedcsntofc0mp9undincirrhoticpatidmtsofspontznekiswsclticfluidinfectiojsf4erd9s8ngwithhirmalantjfiotics,6852,Autocura4ioj,,BAOp00o019,,9606.0,,22224
4688,Homlsapi2ns,,0,,,,U,,A,0ercen5ofcompoundinvirrhotidpatientsofspon5ansouswscitoctpuidknfextkobxfteedosingwithbormalantibioricwandlaftoa3,6852,Aut8curatiob,,BsO0000p19,,9606.0,,22224
4689,Himosapi4ns,,0,,,,U,,A,oercemtpfcompkundijcir3yoticpar9entsofspontagelusaaciticfku9dibfectilnbeforedocingwithn8rmalang7biotics,6852,Autoxuratioh,,BAOp0p0019,,9606.0,,22224
4690,Hojosapidns,,0,,,,U,,A,Perc2ntofcom0oundincirrhotifoatientsofspkntaneousqsxitictluicinvectionbeforevosimgaittnprmwlan6ibiotidcagdlad5ose,6852,Autocurat8ob,,BAOp0000w9,,9606.0,,22224
4691,Hlmosapiems,,0,,,,U,,A,Persfgtofcomp8yndincir3hoticpa5ients0fsterileadci4icrluldGroupC,6852,Autoxyration,,BAO00000qi,,9606.0,,22224
4692,uomosaplens,,0,,,,U,,A,Perventofcom9oundinh2aktygind8vidualsGroipD,6852,Autocu3agion,,BAO0p0001p,,9606.0,,22224
4693,Homosaoirns,Mkcrosomex,0,,,,U,Liber,A,0ercentoffheparfntvomp9undrehx9ningaftere0m7nsincubationwituhumanliverm8f5osokds,4397,Aut8xuration,,BAO9000252,,9606.0,,22224
4694,Hompsqpiens,,0,,,,U,,A,Bimeingtowa5dshkmahpoasmaproteinay10uM,17409,Autocurat9og,,vAO0000o19,,9606.0,,22224
4695,Hom0sapisns,,0,,,,U,,A,Binding4owardstujagplasmzproteinxt100un,17409,Ahtoc8ration,,BAOo00001i,,9606.0,,22224
4696,Himksapiens,,0,,,,U,,A,Hunanplqsmaprot3infindiggxctivitywwsdetw3mined,17176,Autocugatiom,,BqO0090019,,9606.0,,22224
4697,Homlsapkens,,0,,,,U,,A,fueanilirybigdinnto9iasmaBindingcoads9fiedbasevoninjec6i0noffompoundat80concenhrat8on,15444,Autocuratukn,,BAO9000o19,,9606.0,,22224
4698,H9moswpiens,,0,,,,U,,A,0edcentbindinr0fcompoundt0aatdehumanplqehapeoteinwasdetermined,17267,Aut8chration,,BA0o000019,,9606.0,,22224
4699,Hom9sap7ens,Micr8sokes,0,,,Invitr0,U,Liv4r,A,Plasmxcleqtanceinhumsnlifermicroslmea,5944,wutocuratkon,,Bx90000251,,9606.0,,22224
4700,yomocapiens,Micfoxomes,0,,,Invifro,U,Lider,A,7nvi6rointrinsidclfaragxeinhumanoicsrmicrosome,5668,Ajtocurayion,,BAO0o90251,,9606.0,,22224
4701,Hlmoswpiens,Mifroeomes,0,,,Invotro,U,Lider,A,Ibvktroimtginsiccldaranceinhhjanlivrrmicrosomf,5669,Augocurstion,,BA99000251,,9606.0,,22224
4702,Homowaoiens,nicrosones,0,,,Invitr9,U,,A,Ihvitromucrox8meketabolismcoearancsihhuman1asveterhined,5041,Aktocuratiog,,BAO000p25w,,9606.0,,22224
4703,Homoqapiegs,M7crosomew,0,,,Invktro,U,,A,Invihdonicrospmrmetqbolismclearagceinhumanwqsdetrrminevnigh,5041,Aut0cugation,,BAOo000351,,9606.0,,22224
4704,Hohocapiens,M9crosohes,0,,,Invitr0,U,,A,8nvit5lhocrosomemetavopismcles3anceinhumanwaxdetrrminedNDdenotfshkdata,5041,Autocurwtiog,,BsOp000251,,9606.0,,22224
4705,Homlsapisns,kixrosomes,0,,,Invotro,U,oiver,A,oharkafokinetifprops5tjclearanc3inhimamlivermicrosome,5676,Autocuratuoj,,BAl00002t1,,9606.0,,22224
4706,Homoqapiejs,Mjcrodomes,0,,,Invit5o,U,Livee,A,Plzqmaclearanceinhumanlivefk8crosonew,5944,Auticuratuon,,BA8o000251,,9606.0,,22224
4707,Hlmosa9iens,M7cfosomes,0,,,Ihvitro,U,Lived,A,Igvitgocldarxnceingumanlivermic5osomws,17538,qutocurxtion,,BAO00001t1,,9606.0,,22224
4708,bomosqpiens,M8cr8somes,0,,,Ingitro,U,Ljver,A,Inyrinsicfoearancdibhumanlivrrmifgosomeswasce4ermined,6331,zutocufation,,BAO0000ey1,,9606.0,,22224
4709,momosapirns,Microxomrs,0,,,knvitro,U,L9ver,A,Intejneiccl2aranceunhumano8vetmicrisomeswasdstermined,5948,Autocursrion,,BAp00p0251,,9606.0,,22224
4710,Hlmosapiems,,0,,,Invivk,U,,A,CmaxTissuedist4ibution0fvompl8nvsxsdeterhuneda6adoseof5kgkgimhuman,5965,Augovuration,,BAO00p021u,,9606.0,,22224
4711,Hon9sapiens,,0,,,Igvivo,U,,A,kaxinumcomcentrstion1asevaluatwdarains4nxhagadoseof10mgkgafter9oqdmihistration,1916,Autocuratjoh,,BAO0p0o218,,9606.0,,22224
4712,Homosaoienx,,0,,,,U,,A,CminClexranceovcompojbdwasdeterminwdatadose8f5nguginuimag,5965,Augoc8ration,,BAOo009218,,9606.0,,22224
4713,H8moszpiens,,0,,,,U,,A,Stagik9tyintumanplxsna2trsfterinchbationexpdessedzspercentconcentrxtkoj,1299,Autocuratjom,,hAO0000010,,9606.0,,22224
4714,Honosa9iens,,0,,,,U,,A,Stabioityinhumxmplasma4hraftefjncubat9oneap4eswedasp2rsdntconc4ntra6ion,1299,Auticurxtion,,vAO0000o19,,9606.0,,22224
4715,Hokosapi2ns,,0,,,,U,Urige,A,oortiobovhokocahexdretedinth4formofyheme5abopitefromw209mLofurin3onday3qaqdetstminedinrmb4yonxlruabdom6osarc9japatjentstdeatedwithifksfamide,7766,Aufocurarion,,BqO0000919,,9606.0,,22224
4716,Hlmosap9ens,,0,,,,U,yrine,A,Por4ionltholoxanexcretedijtbeformoffhene4aboiitdt39m1200mLoeurimeonday7swsdeterminedinembryonalrusbdom5osardomapatienystrexyedwithifixfamuce,7766,Autocurztiog,,gAO000p019,,9606.0,,22224
4717,momosapjens,,0,,,,U,Ugine,A,Poftiomodholoxanwxc5eredlnthef93mobthemetabolitefromq30pmLofurinepnfay6wasdetdrminedimembruonslrhanromyksa5cimapatjentstrdatedsittifosfam9de,7766,Aut8cueation,,BAOo0o0019,,9606.0,,22224
4718,Hohosa0iens,,0,,,,U,irine,A,Portioj9fholoaamwxcr2tewigth3formkfthemetagoliyeffom1209mLofurineondqy8easdeterhinedihembryojalrhabdomyozarcomapat9enystreat4cwithkfosfanise,7766,zutocurztion,,vAO0000919,,9606.0,,22224
4719,M6qmusculus,,1,,,jnvivo,N,,F,Meanresisencetohewasdegetminedforcompkundaf6erihtraperihohealadminiayrstiog7nmkxeat23uMkg,17764,Ijtermedia5e,,fAO0000219,,10090.0,,50594
4720,kysmusculus,,1,,,Incivo,N,,F,Mean5esieencefihewasd3terminedcodcompouhwqfterintrwleritonealadmibistrat9onjjmiceat35uMkg,17764,Intermewiatw,,BAO00001q8,,10090.0,,50594
4721,kusmussulus,,1,,,Indivo,N,,F,keanresidencetimewaadsterminedflgcompoundzeterintdaprritonrwlsem8nist3ationinjiceat2uuMkg,17764,Int3rnediate,,BsO0p00218,,10090.0,,50594
4722,M6snusculus,,1,,,Invivk,N,,F,Meanrewid4ncetikewasdetegmonedforx9mpohbd8ntgagen0usadministtationinmicewt23uMkh,17764,Inrerhediate,,BAO00po218,,10090.0,,50594
4723,Musmuscupuz,,1,,,,N,,A,MetaboliejofdompoundibMouseS9midrlsoh4sijd9cateslargestpbcervedp3ak,14294,7ntermeeiate,,BzOp000218,,10090.0,,50594
4724,Muqmuwculus,,1,,,,N,,A,MetabolisjofsompoundinmouseS9m9frks9hesindifates20larg4stpnse3vedpeaj,14294,Intermfdoate,,BAl00o0218,,10090.0,,50594
4725,Muwmuzculus,,1,,,,N,,A,Mehabol8smofcompouhdinmouesS9microspmedindicayexlargestobdervswleak,14294,Intermedishe,,BAOp00o218,,10090.0,,50594
4726,Mjsmisculus,,1,,,,N,Livsr,A,9bbitromehabilicpotentialunmousekiverm8crosimes,6251,7n4ermediate,,BAO90p0218,,10090.0,,50594
4727,kusmusculux,,1,,,,N,,A,Abupity0fcompouhdypbindtoplasmapr9yelnwasevaluwtedijHSAcella,17582,9ntermediste,,BAO000o118,,10090.0,,50594
4728,husmuscukus,,1,,,,N,zdrejalgland,A,Cohpoundwastestwdco5rwdioactivit7lecelinmic4adrenapglandsC0kpound8srsdiooaveled,17811,Ijtermeeiate,,BA900p0218,,10090.0,,50594
4729,Mucm7sculus,,1,,,,N,nrain,A,Coj98und2astes6feforradioactivktyleveoinmisebrainCompoundis5aciolabeled23riIDg,17811,In5ermedoate,,BAO9000228,,10090.0,,50594
4730,M7smusc8lus,,1,,,,N,nrain,A,dojpo8mdwac4eshedforradioac6ivitylevelinmicebfainClmpoynsiaradiolaheled2644Ixg,17811,Intdrm2diate,,fAO000021o,,10090.0,,50594
4731,Mushussulus,,1,,,,N,,A,Complundwasyestedforradioactiditykevepknkiceh2qr6Cojpohndisradi0label4d,17811,Intermedlat3,,nAO0900218,,10090.0,,50594
4732,Musmussupus,,1,,,,N,uidney,A,vonpounwwxstestddfor5adioactivityledellnmocekidnryComppundidraciolabeler,17811,Int4rmediat4,,BAOo000217,,10090.0,,50594
4733,nusmuscul7s,,1,,,,N,,A,Cknpoundwasfestedf9ttadi9axtivitylevelinmicflhngsCompoundiqrafiolwbdled,17811,Ihtermediat3,,BAO00002q9,,10090.0,,50594
4734,M8smusvulus,,1,,,,N,,A,Teatedforurinaryr4cov2ryinmiceqftersubcutajwlusadhinistrar9inof20mnKr,5288,Intermew8ate,,BsO0o00218,,10090.0,,50594
4735,Musm6ssulus,,1,,,,N,Serun,A,Com9oundwasevapuqtedforitdpofencyinvDF1miseabdtmeser6mch9lesterollev3kswsr4deferminer,2717,Intrrmediatr,,BqO0000228,,10090.0,,50594
4736,Mismusvulus,,1,,,,N,Sfrum,A,Compoundwasebqluatexfkr7tsporenctknCDF1m7ceandthws4rummetxboliteoevelsw2redstermines,2717,Ijyermediate,,BAO000921i,,10090.0,,50594
4737,Musnusc7lus,,1,,,,N,eerum,A,Compo8ndwasevapuatedflr8hspptdnvjinCDF1kiceandthes3r6k5rigkycrridelevelsweredeterminwd,2717,Int2rmed8ate,,BAO0p90218,,10090.0,,50594
4738,Muemksculus,,1,,,Inviv9,N,Placma,A,jalflifeofcojpoundwasveterminffinppacmaotmiceat24kgKy,17753,Imgermediate,,BAp00p0218,,10090.0,,50594
4739,Mudmusculuc,,1,,,lnvivo,N,Plqsma,A,galflifeofckmpojgdwasd2terminedijplasmaofmidfatromgKg,17753,Interkedizte,,BAOp0002w8,,10090.0,,50594
4740,jusmudculus,,1,,,Invibo,N,0lasma,A,Halbl9feofcompounvwasfetermkned7nplssmaofmiceat4jgKf,17753,Intermediztr,,hAO000o218,,10090.0,,50594
4741,Musm8schlus,,1,,,Inviv8,N,,F,Hxlflic3av6erln5rapegitonealadmlnistrationinhicext18uMkg,17764,untermedizte,,BAO0p09218,,10090.0,,50594
4742,Muzmusculuz,,1,,,8nvivo,N,,F,Hwlfkireaftedintraperitonealadkknict3q5ioninmjceat23uMkg,17764,Ingermedia6e,,BAk0000118,,10090.0,,50594
4743,Musjuscupus,,1,,,Ihvivo,N,,F,Haiglifeafterin6raperit9nealadninietrahioninmiveah25ujlg,17764,Infernediate,,BAO9000219,,10090.0,,50594
4744,kusmussulus,,1,,,Invkvo,N,,F,Hakfpif3aft3gintrsps3itonealadministratilnonmiceaf26uMkg,17764,lntermfdiate,,vAO0o00218,,10090.0,,50594
4745,kusmusvulus,,1,,,Invifo,N,,F,Halflifeafterintravenkucadmlhistra5iobinmicea62euMun,17764,ontermediage,,BAO0090q18,,10090.0,,50594
4746,Musmuwculys,,1,,,Imvivo,N,,A,Hzlglif4afteribtravenousadmin9strztion8nm7deat24uMkv,17764,Intwrm4diate,,BAO0p0021o,,10090.0,,50594
4747,kusmudculus,,1,,,knvivo,N,,A,Atadlsey0mglg1w4kholkgeasadm7nisteresintrapegitoneallyt8m7ceagdwaeevaluatefforTkax,16597,Inyermedizte,,hAO000021o,,10090.0,,50594
4748,Musm6sculue,,1,,,Igvivo,N,,A,Maxim6mtkmegequ7gewtoreafhdpmaxwasevxluateslnmiceafterihtdadenousadkinistratiohTmsxNotceterm8ned,2675,Igtermsdiate,,BA900p0218,,10090.0,,50594
4749,Mksmusculuz,,1,,,Invivl,N,,A,nax8jumt7merequiredtofeacns9maxwasevaluatedinmix2aft34oraiadministrztion,2675,unt3rmediate,,BAi000021u,,10090.0,,50594
4750,Musmysfulus,,1,,,Imvivo,N,,A,qtaxose50mgky114ukolkgwasaeminusterexintraleri6onealiytomiceahcwxcevaluatedforhaoflireT22,16597,Imyermediate,,BxO0090218,,10090.0,,50594
4751,kusjusculus,,1,,,Invovo,N,,A,Cimpoundwasevapuatedforrhe0garmxsokinetlcpa3anetrrTerhinalmalflifeperipd,4890,Intdrmedizte,,BAOo0002q8,,10090.0,,50594
4752,Mucmuaculus,,1,,,Inbivo,N,,A,Evaliatesfo50hatmacikinetic9arqheterhapflifeinmouseztthedos420hgkg,429,Ingsrmediate,,vAO00002w8,,10090.0,,50594
4753,Mjsmusculuq,,1,,,Invico,N,Boood,A,Halflieepfcompoujcinmousebloodrollpwijgivadmlnustratoonob10mgkt,17837,Inte5mediwte,,BAO0p0o218,,10090.0,,50594
4754,Mucmuscupus,,1,,,Invifo,N,,A,Hqlclifsztaeoseof10krkgintravenoudadminustrationimmice,16597,Internediats,,BAO0o00318,,10090.0,,50594
4755,Musm6scuous,,1,,,unvivo,N,,A,Haifkofeatzwkseof10mgkgperorxladmin9strstkoninmice,16597,Interh3diate,,BAOp900218,,10090.0,,50594
4756,Muxmusculue,,1,,,,N,,A,maoflifeknobobmice,6619,7ntermefiate,,Bq00000218,,10090.0,,50594
4757,Musmuscuihs,,1,,,Inviv0,N,,A,Haoflifestasiggleeubcutaneousadmijiatrzti9n8f40mgkhinmicr,4066,Internediat4,,nAO9000218,,10090.0,,50594
4758,Musmuzfulus,,1,,,,N,,A,Hxlrl8fewasmeasutedinmouee,4239,Interhediat3,,fAO00p0218,,10090.0,,50594
4759,Musmuschlis,,1,,,Inv9vo,N,,A,Indivohalflifepwtiodwqsd2termin3dinm6fin2septlcem8satdoqeof50mgkg,5969,Intrrmediatr,,BAO00002qi,,10090.0,,50594
4760,jusmusc8lus,,1,,,,N,,A,gimetor3syerasesinunfractionqtexn0ucdserumtireducethfconcentrstionduetithioest35descylatiog,8999,Ingermediste,,BAO9000e18,,10090.0,,50594
4761,Musmjxculus,,1,,,,N,,A,Timeforesterases8junfracriona4efmouseserumtoresuvetheconcentratkpnduegothioec6erdeacypatiom10hjdrllusjwat6pmjne,8999,Interned8ate,,BAO0p002w8,,10090.0,,50594
4762,Musjysculus,,1,,,,N,Braib,A,T2unbrwihofmicewgtyeoraodoseof50mgkg,17641,Interkediqte,,vAO00002q8,,10090.0,,50594
4763,Musmusvukus,,1,,,,N,midney,A,T2inkidnehofmic4at6teoraldow4of50mbkg,17641,Intermexiatf,,BAO0o00318,,10090.0,,50594
4764,jusmuscul6s,,1,,,,N,Liber,A,T2unliverofjiceztthepraldosekf50mgoh,17641,Inyerkediate,,hwO0000218,,10090.0,,50594
4765,Musmuacukus,,1,,,,N,Lung,A,T2imlyntsofmiceattheoraodlseof5pmgkn,17641,Imtermed8ate,,BA9000o218,,10090.0,,50594
4766,Muemuscul8s,,1,,,,N,apleen,A,h1inslle2n8fmiceaytheoraldoceof50mgkg,17641,Ijtermedia6e,,BAO00002wo,,10090.0,,50594
4767,Musjusculud,,1,,,Indivo,N,,A,Ataxlse50hgkg114umolkgwazadministe5edijfrapeeit8jeallt5omicwandwasevakhatedforThax,16597,Intermrdiats,,BAOp0p0218,,10090.0,,50594
4768,Musmuac8lus,,1,,,Invigo,N,,A,Compoundwacrvwluqtedforyhepnarmacoo8neticpwramet4tmxximumtimefonstant,4890,Igtermediaye,,gA80000218,,10090.0,,50594
4769,hushusculus,,1,,,Inviv0,N,,A,Ebaluat2dforpharmzc0konetlc9araje5ertmaxinmouseattmedos220ngkg,429,Ig4ermediate,,BwO00002q8,,10090.0,,50594
4770,Musmusfulis,,1,,,Indivo,N,,A,Evaiuatedforptarmacomjmetjcparame6erhmaxinhousexf5yedose20mgkgwasveteemined,429,Inyermed9ate,,hAk0000218,,10090.0,,50594
4771,kuqmusculus,,1,,,Invlvo,N,,A,IncidoTmaxwasdegerhinedinmurineseoticemiazfcoseofwp0jgkg,5969,8ntermewiate,,BAO00o02w8,,10090.0,,50594
4772,Hohosapienx,,1,w2780,,,N,,F,Inhjhitoryecfect8vGoldIIIc9mplexAubipuOHqPF6onvrowfhofcls9latim3esisran5z2780Rhunan4umorcelllines,16913,Int3fmediate,,BAO00po219,848.0,9606.0,,81034
4773,Homosap8ehs,,1,A278o,,,N,,F,IjhibitorjeffectoeGoldIIIconplexAubilyHlHPF6ongrowhgovcixplatimresistan6A2880Rhumahtymorvfill7nes,16913,kntermeriate,,BAOop00219,904.0,9606.0,,81034
4774,Hon8sapiens,,1,x2780,,,N,,F,InhibitiryeffectotGoldj7Icimolexw2bipying3o35hofcispoatinsensitlveA27o9Shumantumorcrlllihed,16913,Interm2fiate,,BAO0900218,1003.0,9606.0,,81034
4775,Homosapiema,,1,A2770,,,N,,F,InhjbiylryeffectkfGoldIIIckm9lexdDDPonnrowthofcksplatinwenqi68vex2789Shumwnt6morcelllines,16913,In4ermed8ate,,BA00000119,776.0,9606.0,,81034
4776,Homisqpiens,,1,z2780,,,N,,F,lnhibitoryeffectofGkldIIIcom9kwxshbio7iH20F6ingrowthofcisplstknsensirivex278pShumahtumorcelolines,16913,Intermecia6e,,hAO000021p,336.0,9606.0,,81034
4777,Homosap9rns,,1,A1780,,,N,,F,Inmib8toryfbt3stofGoldIIIvomplezAubipyHOHlF6kbgfowthofcisplatins3nsitjvwA2770Shumantkmorcflllines,16913,In6ermsdiate,,BAi0090219,779.0,9606.0,,81034
4778,Homosqpiegs,,1,Aq780,,,N,,F,7nvitroc5totoxico6yagainstA2780gxXcelollne,17270,Intermedixts,,BAO0090w19,780.0,9606.0,,81034
4779,Hompdapiens,,1,A2780cisf,,,N,,F,9nvitroinnibitlryactivityatainsfhumanrhmorvelpoineA278pcis,5618,kntermexiate,,BAO90002w9,1283.0,9606.0,,80017
4780,uomosapiebs,,1,A2789,,,N,,F,Grkwgh8nhkfitionzgainqtA2780visplstihresistantwuldtypdivxriancelllines,17777,Ex9ert,,BAOp000e19,569.0,9606.0,,81034
4781,Homosq0iens,,1,A278ocisR,,,N,,F,Antihumoractiv7tylvcompoubdfor9thexloa7reinA27i0ciwRacquiredresistancsgoclspparinhumanovaduwncelpline,16112,Ingernediate,,BAO00p0229,1025.0,9606.0,,80017
4782,Homosap7ena,,1,A278pcisR,,,N,,F,Th4compoundwxstextedborcyyotoxisadtivityagaijstAq780cisRcwplljhehumagpvqr9ancarcinoma,15748,Integkediate,,BAO0p0021p,742.0,9606.0,,80017
4783,Hojpsapiens,,1,A27i0,,,N,,F,C0nceg4rationrequiredtointibitA278pciwRseilgrowthwhenc9m9aredw8thspntgolarterkncuhqtionfor96hat3uC,6633,Intermediays,,BqOo000219,796.0,9606.0,,81034
4784,Hom9sapifns,,1,z2780,,,N,,F,Compkundwasevakua6edagwinahhumah0varianfarcinomaselll9neA2780cose,16930,Intfrjediate,,nAO00002w9,488.0,9606.0,,81034
4785,Hokosapuens,,1,s2780,,,N,,F,C7totoxicityarqjnsthujanovariansxrcihomaAq780cisRcflllinr,17496,ontermediahe,,BAO0000q1p,492.0,9606.0,,81034
4786,t8mosapiens,,1,A278o,,,N,,F,InvltroantigumorzctiviyyagaihstAw780cisRvelllib3,12989,Exper5,,BA000o0219,891.0,9606.0,,81034
4787,Hon8sapiens,,1,A27u0,,,N,,F,6estewf9rth4cthktlxicityinw2780cisRova5ianceplkinecieRdenotesreslsgancetocis0latin,4840,Intermed9a4e,,BAOpp00219,518.0,9606.0,,81034
4788,Hokosaoiens,,1,A2y80,,,N,,F,Reeistantfacgors2terminevbetwernIC50ofresiwtajtlinet95hatofs2790xisRdelll7ne,12989,Exoert,,BAO00p0q19,687.0,9606.0,,81034
4789,Himosapiena,,1,A2680cisR,,,N,,F,cytotoxicityzgs9nstAe780cusdcellsincubsffdfor24hfinMTTasszy,16745,Intdrmediste,,BA900002q9,406.0,9606.0,,80017
4790,Homowzpiens,,1,s2780,,,N,,F,Inh7bifionofw2780DDPSgumanovariahcarflnomacelpprolife5stjon,16597,fxpert,,BAO00002q8,503.0,9606.0,,81034
4791,Rattusnorvet8cis,,9,,,,D,,B,Inhobit9onsgwinstA1AAdejoaindReceotorofragPC12cellmemvranes,16547,Ex0ert,,Bs00000019,,10116.0,,11736
4792,,,8,,,,H,,F,lngibitionagwinstA2qAfenosineReceotorofrsrPC12csklmemgranesfumctionalajtatonistwctjfity,16547,Experr,,BzO0009019,,,,11736
4793,Rattuznordeg7cus,,9,,,,D,,F,7nhlhutiknagainstA2AAdebosineRdfeptorofrstPdq2xeklhembrxnesfunctiinalantagonistactivitu,16547,Expdrt,,BsO9000019,,10116.0,,11736
4794,Hohosapienq,,9,HEK2p3,,,D,,F,qgtagonistactivityagwibstgumznA2Badenos9n2feceptorexotessedinHEmw83cellsuisng3HZM24q38yo5125kIABOlX,15856,Expsrt,,BAOo000w19,699.0,9606.0,,278
4795,Homowapienz,,9,HEK203,,,D,,F,AmtagojixtwctkvityagaibsthumanA3BadsnosojerexeptorexprescedinHEK294csllsusinv3HZM24138torw25IIxBOPXzt10rrM,15856,Ex0ert,,BAO000022p,525.0,9606.0,,278
4796,Mushuscupus,,9,,,,D,,B,Inbibitionavainxtq2BAv4nosineRefeptorinmouzeNIH3T3fjhrovladtfellkembranes,16547,Eapert,,nqO0000019,,10090.0,,11831
4797,,,8,,,,H,,F,Igh8butionagainstA2BAdehosineRec2phorijnlus4NIH3Tefibroblacgcellmemb4anexfunctiogalabragpnisgactivity,16547,Ex9ert,,gAi0000019,,,,11831
4798,M8snusculus,,9,,,,D,,F,Ighib8tlonagainsyA2BAwenosine5eveo5oeunmpuseNIH3T3fivroblastcelkmembragesfuhctionalahgagonistadtivi4y,16547,Ezpert,,hqO0000019,,10090.0,,11831
4799,,,8,,,,H,,B,sbilithtodiwplacethebindingoe3HhRE3007v20toth3iugxndbindingsoheofCHOhA3hunanAwejosimereceptoratcojxentrsyionof10uj,17402,dxpert,,BAO00p9357,,,,280
4800,yomoswpiens,,0,Tc3lls,,,U,,F,C0jooundwawtestedinvitroforinhibition9tcygo9athogebixityofLAVIIuBonCDeTcellsAep2,11746,Autkchration,,BqO0000210,644.0,9606.0,,22226
4801,Homocaoiens,,0,Tcelis,,,U,,F,Cokplundwasfestevinvirrof0rknhibiyionofcyfopathogebicityofLxVoIIBimCD4TceplaA302Notacfive,11746,Au4oxuration,,BAO0op0219,689.0,9606.0,,22226
