ASI,Des,CI,BFO,CURAB,ASSSUBCELFR,ASCT,T,RELAT,CONFSC,SRI,SASSI,CHEI,TISI,VAI
8087,Compound was evaluated for area under curve when administered through oral route in mouse,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL623465,,
8088,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623466,,
8089,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623467,,
8090,Plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623468,,
8091,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622660,,
8092,Plasma clearance rate in Sprague-Dawley rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622661,,
8093,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622662,,
8094,Pharmacokinetic property (total body clearance) in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622663,,
8095,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622664,,
8096,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622665,,
8097,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622666,,
8098,Cl in rat i.v. at 2 mg/kg concentration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621615,,
8099,Clearance of compound after intravenous administration in rats at 24 uM/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621616,,
8100,Clearance was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621617,,
8101,Clearance by intravenous administration of 3.4 mg/kg in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621618,,
8102,Clearance was evaluated after i.v. administration in rat at a dose of 1 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621619,,
8103,Clearance rate after i.v. administration in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621620,,
8104,Clearance was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621786,,
8105,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621787,,
8106,Clearance (Cl) of compound after 2 h iv infusion of 8.4 mg/kg in three rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621788,,
8107,Clearance (Cl) after oral administration in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621789,,
8108,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621790,,
8109,Compound was tested for plasma clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621791,1969.0,
8110,In vitro microsome metabolism clearance in rat was determined,,BAO_0000218,Intermediate,Microsomes,,50597,N,1,1,,CHEMBL621792,,
8111,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,,BAO_0000218,Intermediate,Microsomes,,50597,N,1,1,,CHEMBL621793,,
8112,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621794,,
8113,In vivo plasma clearance was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621795,1969.0,
8114,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621796,,
8115,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,401.0,BAO_0000218,Intermediate,,Hepatocyte,50597,N,1,1,,CHEMBL621797,2107.0,
8116,Pharmacokinetic property (Plasma clearance) was measured in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621798,,
8117,Pharmacokinetic property (clearance) in rat i.v.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621799,,
8118,"Plasma Clearance was evaluated in rats, iv",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621800,,
8119,Plasma clearance (in vivo) in rats was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621801,,
8120,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621802,,
8121,Plasma clearance was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618596,,
8122,Plasma clearance in rat after peroral administration at 10 mg/kg concentration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618597,,
8123,Plasma clearance in rat after peroral administration at 5 mg/kg concentration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618598,,
8124,Plasma clearance in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618599,,
8125,Plasma clearance rate determined in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618600,,
8126,Plasma clearance was determined in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618601,,
8127,Plasma clearance was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618602,,
8128,Plasma clearance value in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618603,,
8129,Clearance rate constant using isolated perfused rat liver (IPRL) assay,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618604,2107.0,
8130,Clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618605,,
8131,Total body clearance in rat i.v. at 2 mg/kg concentration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618606,,
8132,Clearance of compound in rats after intravenous administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618607,,
8133,Clearance after iv administration to rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618608,,
8134,Clearance at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618609,,
8135,Clearance at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618610,,
8136,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618611,,
8137,Clearance at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618612,,
8138,Clearance at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618613,,
8139,Clearance at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621076,,
8140,Clearance at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621077,,
8141,"Clearance in fischer rats at 5 mg/kg dose, administered intravenously",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621078,,
8142,Clearance in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621251,,
8143,Clearance in rat after oral administration at 10 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621252,,
8144,Clearance in rat.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621253,,
8145,Clearance rate following an oral dose of 20 mg/kg in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621254,,
8146,Compound was evaluated for the rate of clearance in rat upon intravenous administration.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621255,,
8147,Compound was tested for plasma clearance in rats after 5 mg/kg of intravenous dosing,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621256,1969.0,
8148,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621257,2107.0,
8149,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621258,2107.0,
8150,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621259,2107.0,
8151,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621260,2107.0,
8152,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL876494,2107.0,
8153,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621261,2107.0,
8154,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621262,2107.0,
8155,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621263,2107.0,
8156,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621264,2107.0,
8157,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621265,2385.0,
8158,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621266,2385.0,
8159,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621267,2385.0,
8160,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621268,2385.0,
8161,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621269,2385.0,
8162,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621270,2385.0,
8163,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621271,2385.0,
8164,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621272,2385.0,
8165,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 1 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621273,2385.0,
8166,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 4 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621274,2385.0,
8167,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 15 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL876495,2385.0,
8168,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 30 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621275,2385.0,
8169,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621276,2385.0,
8170,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621277,2385.0,
8171,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621278,160.0,
8172,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621279,160.0,
8173,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621280,160.0,
8174,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621281,2106.0,
8175,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621282,2106.0,
8176,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621283,2106.0,
8177,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621284,2106.0,
8178,Biodistribution in rat spleen in the presence of 50 Gd/kg at 15 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621285,2106.0,
8179,Biodistribution in rat spleen in the presence of 50 Gd/kg at 2 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621286,2106.0,
8180,Biodistribution in rat spleen in the presence of 50 Gd/kg at 6 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623220,2106.0,
8181,Biodistribution in rat spleen in the presence of NCA Gd/0.01 M lip,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623221,2106.0,
8182,Biodistribution in rat spleen in the presence of NCAGd/0.01 M lig,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL876029,2106.0,
8183,Biodistribution in rat stomach in the presence of 50 Gd/kg at 15 min,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623222,945.0,
8184,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL623223,945.0,
8185,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621445,945.0,
8186,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621446,178.0,
8187,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL621447,178.0,
8188,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619681,178.0,
8189,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619682,178.0,
8190,Biodistribution of [123I]-label in rat blood was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619683,178.0,
8191,Biodistribution of [123I]-label in rat brain was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619684,955.0,
8192,Biodistribution of [123I]-label in rat brain was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619685,955.0,
8193,Biodistribution of [123I]-label in rat brain was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619686,955.0,
8194,Biodistribution of [123I]-label in rat brain was reported at 24 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619687,955.0,
8195,Biodistribution of [123I]-label in rat brain was reported at 4 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619688,955.0,
8196,Biodistribution of [123I]-label in rat heart was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619689,948.0,
8197,Biodistribution of [123I]-label in rat heart was reported at 1 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619690,948.0,
8198,Biodistribution of [123I]-label in rat heart was reported at 2 hr post injection. Value shown is %ID/g of tissue,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619691,948.0,
8199,Terminal phase volume of distribution was measured in rat after an iv dose of 1 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619692,,
8200,Apparent volume of the central plasma compartment (Vc) of compound determined in rat after iv administration at a dose of 10 mg/kg,,BAO_0000218,Expert,,,50597,N,1,1,,CHEMBL619693,,
8201,Vc value after IV dose at a dose of 5 mg/kg in rats.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619694,,
8202,Apparent volume of distribution at 10 mg/kg in rat upon intravenous administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619695,,
8203,Compound was evaluated for pharmacokinetic parameter volume of distribution,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619696,,
8204,Compound was evaluated for volume of distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619697,,
8205,Steady state volume distribution was determined; steady state(ss),,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619698,,
8206,Steady state volume of distribution after iv administration to rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619699,,
8207,Steady state volume of distribution dosing at 3 mg/kg iv,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619700,,
8208,The compound was evaluated for volume of distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619701,,
8209,The compound was tested for volume of distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL619702,,
8210,The compound was tested for volume of distribution in rat at dose of 3-10 mgkg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620335,,
8211,Volume distribution (VD) after oral administration in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620336,,
8212,Volume distribution of compound in male Sprague-Dawley rats following an intravenous bolus dose at 10-20 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620337,,
8213,Volume distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620520,,
8214,Volume distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620521,,
8215,Volume distribution in rat after peroral administration at 10 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL875825,,
8216,Volume distribution in rat after peroral administration at 5 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620522,,
8217,Volume distribution was evaluated after i.v. administration in rat at a dose of 1 mg/kg,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620523,,
8218,Volume of distribution in rat.,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620524,,
8219,Volume of distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620525,,
8220,Volume of distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620526,,
8221,Volume of distribution in rat by iv administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620527,,
8222,Volume of distribution in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620528,,
8223,Volume of distribution was determined in female Sprague-Dawley rats following intravenous (iv) administration of drug (1 mg/kg).,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620529,,
8224,Volume distribution at the dose of 2 mg/kg in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620530,,
8225,Steady state volume of distribution was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620531,,
8226,Compound was tested for its plasma volume distribution in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po,,BAO_0000218,Intermediate,,,22224,U,0,1,,CHEMBL620532,,
8227,Compound was tested for its plasma volume distribution in Sprague Dawley rats,,BAO_0000218,Intermediate,,,22224,U,0,1,,CHEMBL620533,,
8228,Compound was tested for its plasma volume distribution in Sprague Dawley rats; ND is not determined,,BAO_0000218,Intermediate,,,22224,U,0,1,,CHEMBL620534,,
8229,Mean (%CV) PK parameters for Vdss(mL/kg).,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620535,,
8230,Pharmacokinetic parameter Vdss was determined at 2 mg/kg i.v. dose in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL875826,,
8231,Pharmacokinetic parameter Vdss was determined at 5 mg/kg i.v. dose in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620536,,
8232,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL620537,,
8233,Pharmacokinetic parameter volume of distribution was reported in Sprague-Dawley rat; ND=Not determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618526,,
8234,Pharmacokinetic property (Vdss) for the compound (5 mg/kg iv) was determined in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618527,,
8235,Pharmacokinetic property (Vdss) in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618528,,
8236,Pharmacokinetic property (vdss) was measured in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618529,,
8237,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618530,,
8238,Volume of distribution in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618531,,
8239,The pharmacokinetic parameter volume of distribution in vivo in rats,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618532,,
8240,Vdss at a dose of 4 mg/kg in Rat Plasma after iv administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618533,,
8241,Vdss in rat i.v. at 2 mg/kg concentration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618534,,
8242,Volume distribution after intravenous administration (1 mg/kg) in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618535,,
8243,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618536,,
8244,Volume distribution of compound was determined as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618537,,
8245,Volume distribution at a dose of 10 uM/kg in rat was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618538,,
8246,Volume distribution in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618539,,
8247,Volume distribution was calculated in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618540,,
8248,Volume distribution was determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618541,,
8249,Volume of distribution after intravenous administration was evaluated in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL618542,,
8250,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622544,,
8251,"Volume of distribution at steady state was determined in rats at 10 mg/kg, p.o. dose; n/a: not applicable",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622545,,
8252,"Volume of distribution at steady state was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622546,,
8253,"Volume of distribution at steady state was determined in rats at 2 mg/kg, i.v. dose",,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622547,,
8254,Volume of distribution in steady state was determined in rat,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622548,,
8255,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622549,,
8256,Volume of distribution in steady state was determined in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622550,,
8257,Compound was evaluated for area under curve when administered through oral route to mouse,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL622551,,
8258,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622552,,
8259,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622553,,
8260,Compound was evaluated for its bioavailability after oral administration (100 mg) to Beagle dogs,,BAO_0000218,Autocuration,,,22224,U,0,1,,CHEMBL622554,,
8261,Compound was evaluated for its bioavailability after oral administration (200 mg) to Beagle dogs,,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL622555,,
8262,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL622556,,
8263,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL622557,,
8264,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg intramuscular administration to mice,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL622558,178.0,
8265,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to mice,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL622559,178.0,
8266,Compound was evaluated in vivo in for its concentration using Area under the time-concentration curve after 40 mg/kg peroral administration to dogs.,,BAO_0000218,Intermediate,,,50588,N,1,1,,CHEMBL622560,,
8267,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622561,,
8268,Compound was tested for area under concentration -time curve from time 0 to time infinity in three male Wistar rats at a single 5 mg/kg oral gavage dose. ,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622562,,
8269,Compound was tested for area under concentration -time curve from time 0 to time of last detectable concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,,BAO_0000218,Intermediate,,,50597,N,1,1,,CHEMBL622563,,
8270,Concentration of compound in Central nervous system,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL622564,,
8271,Concentration of compound in Central nervous system; Not detectable,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL622565,,
8272,"Concentration of diester in the blood, following oral administration in mice",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL622566,,
8273,"Concentration of monoester in the blood, following oral administration in mice",,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL624515,,
8274,Concentration of the 9-[2-(Phosphonomethoxy)ethoxy]adenine in the blood following oral administration in mice,,BAO_0000218,Intermediate,,,50594,N,1,1,,CHEMBL624516,,
8275,Evaluated for Pharmacokinetic property: Area under the curve,,BAO_0000019,Autocuration,,,22224,U,0,1,,CHEMBL624517,,
