assays_chembl_id,assays_doc_id,assays_assay_category,assays_assay_id,assays_assay_cell_type,assays_assay_tax_id,assays_assay_test_type,assays_tid,assays_assay_strain,assays_assay_type,assays_assay_organism,assays_bao_format,assays_description,assays_cell_id,assays_src_assay_id,assays_relationship_type,assays_confidence_score,assays_curated_by,assays_assay_tissue,assays_src_id,assays_variant_id,assays_tissue_id,assays_assay_subcellular_fraction
CHEMBL622126,5472,,10733,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability,,,N,1,Intermediate,,1,,,
CHEMBL620455,6141,,10734,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,,N,1,Intermediate,,1,,,
CHEMBL620456,4390,,10735,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL620457,5472,,10736,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL620458,5472,,10737,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability was evaluated; Not tested,,,N,1,Intermediate,,1,,,
CHEMBL620459,5438,,10738,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability,,,N,1,Intermediate,,1,,,
CHEMBL620460,4883,,10739,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat by oral dosing,,,N,1,Intermediate,,1,,,
CHEMBL620461,1908,,10740,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (dose 10 mg/kg p.o.),,,N,1,Intermediate,,1,,,
CHEMBL620462,4853,,10741,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley),,,N,1,Intermediate,,1,,,
CHEMBL620463,4853,,10742,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,,N,1,Intermediate,,1,,,
CHEMBL620464,4853,,10743,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),,,N,1,Intermediate,,1,,,
CHEMBL620465,4853,,10744,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),,,N,1,Intermediate,,1,,,
CHEMBL620466,4853,,10745,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),,,N,1,Intermediate,,1,,,
CHEMBL620467,4853,,10746,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL620468,4853,,10747,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL620469,12873,,10748,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,,,N,1,Intermediate,,1,,,
CHEMBL620470,12873,,10749,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,,,N,1,Intermediate,,1,,,
CHEMBL620471,3169,,10750,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL620472,6305,,10751,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL620473,4762,,10752,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,,,N,1,Intermediate,,1,,,
CHEMBL620474,17847,,10753,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL620475,6211,,10754,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),,,N,1,Intermediate,,1,,,
CHEMBL620476,6011,,10755,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL620477,6317,,10756,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL620478,6644,,10757,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL618768,6644,,10758,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL618769,6644,,10759,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat after oral administration at 13 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL618770,6644,,10760,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL618771,6113,,10761,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability (dose 20 mg/kg p.o.),,,N,1,Intermediate,,1,,,
CHEMBL618772,5937,,10762,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL618773,5711,,10763,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat at 10 mg/kg of the compound,,,N,1,Intermediate,,1,,,
CHEMBL875842,17717,,10764,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,,,N,1,Intermediate,,1,,,
CHEMBL618774,17717,,10765,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability in rat (dose 3 mg/kg i.v.),,,N,1,Intermediate,,1,,,
CHEMBL618775,17717,,10766,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,,,N,1,Intermediate,,1,,,
CHEMBL618776,17717,,10767,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (dose 60 mg/kg p.o.),,,N,1,Intermediate,,1,,,
CHEMBL618777,4722,,10768,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Percent bioavailability (F) in rats after iv administration,,,N,1,Intermediate,,1,,,
CHEMBL618778,4722,,10769,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL618779,4353,,10770,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability in rat (dose 5 uM/kg p.o.),,,N,1,Intermediate,,1,,,
CHEMBL618780,15662,,10771,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability,,,N,1,Intermediate,,1,,,
CHEMBL618781,4756,,10772,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability in rat (dose 2 mg/kg p.o.),,,N,1,Intermediate,,1,,,
CHEMBL618782,4756,,10773,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,,,N,1,Intermediate,,1,,,
CHEMBL618783,3436,,10774,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (dose 20 mg/kg),,,N,1,Intermediate,,1,,,
CHEMBL618784,17800,,10775,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL618785,15762,,10776,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Percent oral bioavailability evaluated in rat,,,N,1,Intermediate,,1,,,
CHEMBL618786,5089,,10777,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL618787,5089,,10778,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Percent oral bioavailability in rat; Not determined,,,N,1,Intermediate,,1,,,
CHEMBL618788,3185,,10779,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL618789,5145,,10780,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability in rat,,,N,1,Intermediate,,1,,,
CHEMBL618790,3457,,10781,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property (oral bioavailability) in rat (dose given as a solution),,,N,1,Intermediate,,1,,,
CHEMBL618791,3457,,10782,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property (oral bioavailability) in rat (dose given as a suspension),,,N,1,Intermediate,,1,,,
CHEMBL875843,5983,,10783,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL618792,5739,,10784,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Oral bioavailability in rat (dose 20 mg/kg p.o.),,,N,1,Intermediate,,1,,,
CHEMBL623395,3579,,10785,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Cmax at a dose of 30 mg/kg in rat,,,N,1,Intermediate,,1,,,
CHEMBL623396,17788,,10786,,314293.0,In vivo,22224,,A,Simiiformes,BAO_0000218,Cmax in monkeys at a dose of 1 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL623397,14956,,10787,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Cmax in rat,,,N,1,Intermediate,,1,,,
CHEMBL623398,17788,,10788,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Cmax in rats at a dose of 1 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL623399,9750,,10789,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Cmax was measured in mice after an oral dose of 50 mg/kg.,,,N,1,Intermediate,,1,,,
CHEMBL623400,12767,,10790,,,In vivo,22224,,A,,BAO_0000218,"Cmax value at a dose of 12.7 uM/kg, po",,,U,0,Autocuration,,1,,,
CHEMBL623401,12767,,10791,,,In vivo,22224,,A,,BAO_0000218,"Cmax value at a dose of 6.3 uM/kg, iv",,,U,0,Autocuration,,1,,,
CHEMBL623402,12767,,10792,,,In vivo,22224,,A,,BAO_0000218,"Cmax value at a dose of 7.1 uM/kg, iv",,,U,0,Autocuration,,1,,,
CHEMBL623403,12703,,10793,,,In vivo,22224,,A,,BAO_0000218,Cmax value of compound was determined after 1 hr,,,U,0,Autocuration,,1,,,
CHEMBL623404,15778,,10794,,,In vivo,22224,,A,,BAO_0000218,Cmax value of the compound,,,U,0,Autocuration,,1,,,
CHEMBL625997,12818,,10795,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Cmax value administered intraintestinal in rats.,,,N,1,Intermediate,,1,,,
CHEMBL625998,14964,,10796,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Cmax value administered perorally was determined in rat; Not determined,,,N,1,Intermediate,,1,,,
CHEMBL625999,15808,,10797,,,In vivo,22224,,A,,BAO_0000218,Cmax value at the dose of 2.3 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL626000,15808,,10798,,,In vivo,22224,,A,,BAO_0000218,Cmax value at the dose of 5 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL626001,15778,,10799,,,In vivo,22224,,A,,BAO_0000218,Cmax value in the period of 8 hr after dosing. ,,,U,0,Autocuration,,1,,,
CHEMBL626002,3715,,10800,,,In vivo,22224,,A,,BAO_0000218,Cmax value at a oral dose of 20 mg/kg; Not tested,,,U,0,Autocuration,,1,,,
CHEMBL626003,3715,,10801,,,In vivo,22224,,A,,BAO_0000218,Cmax value at a oral dose of 20 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL626004,1446,,10802,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,,,N,1,Intermediate,,1,,,
CHEMBL626005,15240,,10803,,10141.0,In vivo,50512,,A,Cavia porcellus,BAO_0000218,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,,,N,1,Intermediate,,1,,,
CHEMBL626006,15240,,10804,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,,,N,1,Intermediate,,1,,,
CHEMBL626007,14810,,10805,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626008,14239,,10806,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626009,12555,,10807,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,,,N,1,Intermediate,Liver,1,,2107.0,
CHEMBL626010,10754,,10808,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,,,N,1,Intermediate,,1,,,
CHEMBL626011,10754,,10809,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626012,10754,,10810,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626013,10754,,10811,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626014,10754,,10812,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL877496,10754,,10813,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626015,14600,,10814,,9615.0,In vivo,50588,,F,Canis lupus familiaris,BAO_0000218,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,,,N,1,Intermediate,,1,,,
CHEMBL626016,14600,,10815,,9615.0,In vivo,50588,,F,Canis lupus familiaris,BAO_0000218,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,,,N,1,Intermediate,,1,,,
CHEMBL626017,14600,,10816,,9615.0,In vivo,50588,,F,Canis lupus familiaris,BAO_0000218,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,,,N,1,Intermediate,,1,,,
CHEMBL626018,13543,,10817,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Bioavailability as maximal plasma concentration in dogs,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626692,13543,,10818,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Bioavailability as maximal plasma concentration in dogs,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626693,13543,,10819,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Bioavailability as maximal plasma concentration in rats,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626694,13543,,10820,,10116.0,In vivo,22224,,A,Rattus norvegicus,BAO_0000218,Bioavailability as maximal plasma concentration in rats,,,U,0,Autocuration,Plasma,1,,1969.0,
CHEMBL626695,14600,,10821,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626696,14600,,10822,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626697,14600,,10823,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626859,14600,,10824,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626860,14600,,10825,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626861,14600,,10826,,9615.0,In vivo,50588,,A,Canis lupus familiaris,BAO_0000218,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL626296,14681,,10827,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,,,N,1,Intermediate,,1,,,
CHEMBL626297,15905,,10828,,,In vivo,22224,,A,,BAO_0000218,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,,,U,0,Autocuration,,1,,,
CHEMBL626298,15905,,10829,,,In vivo,22224,,A,,BAO_0000218,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,,,U,0,Autocuration,Plasma,1,,1969.0,
CHEMBL626299,13304,,10830,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626300,15137,,10831,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626301,15137,,10832,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626962,15137,,10833,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626963,15137,,10834,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626964,15137,,10835,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626965,14839,,10836,,9541.0,In vivo,100710,,A,Macaca fascicularis,BAO_0000218,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626966,14839,,10837,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626967,14839,,10838,,10090.0,In vivo,50594,,A,Mus musculus,BAO_0000218,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626968,14839,,10839,,9541.0,In vivo,100710,,A,Macaca fascicularis,BAO_0000218,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626969,8418,,10840,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL627126,8418,,10841,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631276,8418,,10842,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631277,8418,,10843,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631278,8418,,10844,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL874457,8418,,10845,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631279,8418,,10846,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631280,8418,,10847,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631281,8418,,10848,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631968,8418,,10849,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631969,8418,,10850,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631970,8418,,10851,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631971,8418,,10852,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL631972,8418,,10853,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL630435,8418,,10854,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL630436,8418,,10855,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL630437,8418,,10856,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL630438,8418,,10857,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL630439,8418,,10858,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,,,N,1,Intermediate,Heart,1,,948.0,
CHEMBL630440,8418,,10859,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL630441,8418,,10860,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL630442,8418,,10861,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625234,8418,,10862,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625235,8418,,10863,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,,,N,1,Intermediate,Kidney,1,,2113.0,
CHEMBL625236,8418,,10864,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,,,N,1,Intermediate,Kidney,1,,2113.0,
