assays_ASSI,assays_CONSC,assays_VARI,assays_TISI,assays_RELATIT,assays_CURAB,assays_ASSTIS,assays_ASSCET,assays_ASSSUBCELFR,assays_Ti,assays_SI,assays_SRASI,assays_CHEI,assays_CEI,assays_BFO
11819,0,,2106.0,U,Autocuration,Spleen,,,22224,1,,CHEMBL628075,,BAO_0000019
11820,0,,2106.0,U,Autocuration,Spleen,,,22224,1,,CHEMBL628076,,BAO_0000019
11821,1,,1235.0,N,Intermediate,Adrenal cortex,,,50597,1,,CHEMBL628077,,BAO_0000218
11822,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628078,,BAO_0000218
11823,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL628079,,BAO_0000218
11824,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL628080,,BAO_0000218
11825,1,,2046.0,N,Intermediate,Thyroid gland,,,50597,1,,CHEMBL628081,,BAO_0000218
11826,1,,1235.0,N,Intermediate,Adrenal cortex,,,50597,1,,CHEMBL628082,,BAO_0000218
11827,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL874647,,BAO_0000218
11828,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL626406,,BAO_0000218
11829,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL626407,,BAO_0000218
11830,1,,2046.0,N,Intermediate,Thyroid gland,,,50597,1,,CHEMBL626408,,BAO_0000218
11831,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626409,,BAO_0000218
11832,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626410,,BAO_0000218
11833,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626411,,BAO_0000218
11834,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626412,,BAO_0000218
11835,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626413,,BAO_0000218
11836,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626414,,BAO_0000218
11837,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626415,,BAO_0000218
11838,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL626416,,BAO_0000218
11839,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627062,,BAO_0000218
11840,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627063,,BAO_0000218
11841,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627064,,BAO_0000218
11842,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627227,,BAO_0000218
11843,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627228,,BAO_0000218
11844,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL627229,,BAO_0000218
11845,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625792,,BAO_0000218
11846,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625793,,BAO_0000218
11847,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625794,,BAO_0000218
11848,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL625795,,BAO_0000218
11849,1,,,N,Intermediate,,,,50594,1,,CHEMBL625796,,BAO_0000218
11850,1,,,N,Intermediate,,,,50588,1,,CHEMBL625797,,BAO_0000218
11851,1,,,N,Intermediate,,,,50588,1,,CHEMBL625798,,BAO_0000218
11852,0,,,U,Autocuration,,,,22224,1,,CHEMBL875613,,BAO_0000218
11853,0,,,U,Autocuration,,,,22224,1,,CHEMBL625799,,BAO_0000218
11854,0,,,U,Autocuration,,,,22224,1,,CHEMBL625800,,BAO_0000218
11855,0,,,U,Autocuration,,,,22224,1,,CHEMBL625801,,BAO_0000218
11856,0,,,U,Autocuration,,,,22224,1,,CHEMBL625802,,BAO_0000218
11857,0,,,U,Autocuration,,,,22224,1,,CHEMBL625803,,BAO_0000218
11858,0,,,U,Autocuration,,,,22224,1,,CHEMBL625804,,BAO_0000019
11859,0,,,U,Autocuration,,,,22224,1,,CHEMBL622530,,BAO_0000218
11860,1,,,N,Intermediate,,,,50594,1,,CHEMBL622531,,BAO_0000218
11861,1,,,N,Intermediate,,,,50594,1,,CHEMBL622532,,BAO_0000218
11862,1,,,N,Intermediate,,,,50594,1,,CHEMBL623176,,BAO_0000218
11863,1,,,N,Intermediate,,,,50594,1,,CHEMBL623177,,BAO_0000218
11864,1,,,N,Intermediate,,,,50594,1,,CHEMBL623178,,BAO_0000218
11865,1,,,N,Intermediate,,,,50594,1,,CHEMBL623179,,BAO_0000218
11866,1,,,N,Intermediate,,,,50594,1,,CHEMBL623180,,BAO_0000218
11867,1,,,N,Intermediate,,,,50594,1,,CHEMBL623181,,BAO_0000218
11868,1,,,N,Intermediate,,,,50594,1,,CHEMBL624131,,BAO_0000218
11869,1,,,N,Intermediate,,,,50594,1,,CHEMBL624132,,BAO_0000218
11870,1,,,N,Intermediate,,,,50594,1,,CHEMBL624133,,BAO_0000218
11871,1,,,N,Intermediate,,,,50594,1,,CHEMBL624846,,BAO_0000218
11872,1,,,N,Intermediate,,,,50594,1,,CHEMBL624847,,BAO_0000218
11873,1,,,N,Intermediate,,,,50594,1,,CHEMBL624848,,BAO_0000218
11874,1,,,N,Intermediate,,,,50594,1,,CHEMBL625012,,BAO_0000218
11875,1,,,N,Intermediate,,,,50594,1,,CHEMBL625013,,BAO_0000218
11876,1,,,N,Intermediate,,,,50594,1,,CHEMBL625014,,BAO_0000218
11877,1,,,N,Intermediate,,,,50594,1,,CHEMBL625015,,BAO_0000218
11878,1,,,N,Intermediate,,,,50594,1,,CHEMBL625016,,BAO_0000218
11879,1,,,N,Intermediate,,,,50594,1,,CHEMBL625017,,BAO_0000218
11880,1,,,N,Intermediate,,,,50594,1,,CHEMBL625018,,BAO_0000218
11881,1,,,N,Intermediate,,,,50594,1,,CHEMBL625019,,BAO_0000218
11882,1,,,N,Intermediate,,,,50594,1,,CHEMBL625020,,BAO_0000218
11883,1,,,N,Intermediate,,,,50594,1,,CHEMBL625021,,BAO_0000218
11884,1,,,N,Intermediate,,,,50597,1,,CHEMBL625022,,BAO_0000218
11885,1,,,N,Intermediate,,,,50594,1,,CHEMBL625023,,BAO_0000218
11886,1,,,N,Intermediate,,,,100710,1,,CHEMBL625024,,BAO_0000218
11887,1,,,N,Intermediate,,,,100710,1,,CHEMBL627626,,BAO_0000218
11888,0,,955.0,U,Autocuration,Brain,,,22224,1,,CHEMBL627627,,BAO_0000218
11889,0,,1977.0,U,Autocuration,Serum,,,22224,1,,CHEMBL627628,,BAO_0000218
11890,0,,955.0,U,Autocuration,Brain,,,22224,1,,CHEMBL627629,,BAO_0000218
11891,0,,1977.0,U,Autocuration,Serum,,,22224,1,,CHEMBL627630,,BAO_0000218
11892,0,,,U,Autocuration,,,,22224,1,,CHEMBL627631,,BAO_0000019
11893,0,,,U,Autocuration,,,,22224,1,,CHEMBL629515,,BAO_0000218
11894,1,,2106.0,N,Intermediate,Spleen,,,50594,1,,CHEMBL629516,,BAO_0000218
11895,1,,2106.0,N,Intermediate,Spleen,,,50594,1,,CHEMBL629517,,BAO_0000218
11896,1,,2106.0,N,Intermediate,Spleen,,,50594,1,,CHEMBL629518,,BAO_0000218
11897,1,,,N,Intermediate,,,,50594,1,,CHEMBL877499,,BAO_0000218
11898,1,,,N,Intermediate,,,,50594,1,,CHEMBL629519,,BAO_0000218
11899,1,,,N,Intermediate,,,,50594,1,,CHEMBL629520,,BAO_0000218
11900,1,,,N,Intermediate,,,,50594,1,,CHEMBL629521,,BAO_0000218
11901,1,,,N,Intermediate,,,,50594,1,,CHEMBL629522,,BAO_0000218
11902,1,,,N,Intermediate,,,,50594,1,,CHEMBL629523,,BAO_0000218
11903,1,,,N,Intermediate,,,,50594,1,,CHEMBL629524,,BAO_0000218
11904,1,,,N,Intermediate,,,,50594,1,,CHEMBL629525,,BAO_0000218
11905,1,,,N,Intermediate,,,,50594,1,,CHEMBL629526,,BAO_0000218
11906,1,,,N,Intermediate,,,,50594,1,,CHEMBL629527,,BAO_0000218
11907,1,,,N,Intermediate,,,,50594,1,,CHEMBL629528,,BAO_0000218
11908,1,,,N,Intermediate,,,,50594,1,,CHEMBL629529,,BAO_0000218
11909,1,,,N,Intermediate,,,,50594,1,,CHEMBL629530,,BAO_0000218
11910,1,,,N,Intermediate,,,,50594,1,,CHEMBL629531,,BAO_0000218
11911,1,,,N,Intermediate,,,,50594,1,,CHEMBL628656,,BAO_0000218
11912,1,,,N,Intermediate,,,,50594,1,,CHEMBL628657,,BAO_0000218
11913,1,,,N,Intermediate,,,,50597,1,,CHEMBL628658,,BAO_0000218
11914,1,,,N,Intermediate,,,,50597,1,,CHEMBL628659,,BAO_0000218
11915,1,,,N,Intermediate,,,,50597,1,,CHEMBL877500,,BAO_0000218
11916,1,,,N,Intermediate,,,,50597,1,,CHEMBL628660,,BAO_0000218
11917,1,,,N,Intermediate,,,,50597,1,,CHEMBL628661,,BAO_0000218
11918,1,,,N,Intermediate,,,,50597,1,,CHEMBL628662,,BAO_0000218
11919,1,,,N,Intermediate,,,,50597,1,,CHEMBL628663,,BAO_0000218
11920,1,,,N,Intermediate,,,,50597,1,,CHEMBL628664,,BAO_0000218
11921,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628665,,BAO_0000218
11922,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628666,,BAO_0000218
11923,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628667,,BAO_0000218
11924,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628668,,BAO_0000218
11925,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628669,,BAO_0000218
11926,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628670,,BAO_0000218
11927,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL628671,,BAO_0000218
11928,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL628672,,BAO_0000218
11929,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL630300,,BAO_0000218
11930,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL629787,,BAO_0000218
11931,1,,10000001.0,N,Intermediate,Bone,,,50597,1,,CHEMBL629788,,BAO_0000218
11932,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629789,,BAO_0000218
11933,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629790,,BAO_0000218
11934,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629791,,BAO_0000218
11935,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629792,,BAO_0000218
11936,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629793,,BAO_0000218
11937,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629794,,BAO_0000218
11938,1,,,N,Intermediate,,,,50597,1,,CHEMBL874459,,BAO_0000218
11939,1,,,N,Intermediate,,,,50597,1,,CHEMBL629795,,BAO_0000218
11940,1,,,N,Intermediate,,,,50597,1,,CHEMBL629796,,BAO_0000218
11941,1,,,N,Intermediate,,,,50597,1,,CHEMBL629797,,BAO_0000218
11942,1,,,N,Intermediate,,,,50597,1,,CHEMBL629798,,BAO_0000218
11943,1,,2369.0,N,Intermediate,Adrenal gland,,,50597,1,,CHEMBL629799,,BAO_0000218
11944,1,,2369.0,N,Intermediate,Adrenal gland,,,50597,1,,CHEMBL629800,,BAO_0000218
11945,1,,2369.0,N,Intermediate,Adrenal gland,,,50597,1,,CHEMBL629801,,BAO_0000218
11946,1,,2369.0,N,Intermediate,Adrenal gland,,,50597,1,,CHEMBL629802,,BAO_0000218
11947,1,,2369.0,N,Intermediate,Adrenal gland,,,50597,1,,CHEMBL629803,,BAO_0000218
11948,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL629804,,BAO_0000218
11949,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL629805,,BAO_0000218
11950,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL629806,,BAO_0000218
11951,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL629807,,BAO_0000218
11952,1,,178.0,N,Intermediate,Blood,,,50597,1,,CHEMBL629808,,BAO_0000218
11953,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629809,,BAO_0000218
11954,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629810,,BAO_0000218
11955,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629811,,BAO_0000218
11956,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629812,,BAO_0000218
11957,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629813,,BAO_0000218
11958,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL874460,,BAO_0000218
11959,1,,,N,Intermediate,,,,50597,1,,CHEMBL629814,,BAO_0000218
11960,1,,,N,Intermediate,,,,50597,1,,CHEMBL629815,,BAO_0000218
11961,1,,,N,Intermediate,,,,50597,1,,CHEMBL629816,,BAO_0000218
11962,1,,,N,Intermediate,,,,50597,1,,CHEMBL629817,,BAO_0000218
11963,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL626643,,BAO_0000218
11964,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL626644,,BAO_0000218
11965,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL626806,,BAO_0000218
11966,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL626807,,BAO_0000218
11967,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627261,,BAO_0000218
11968,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627262,,BAO_0000218
11969,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627263,,BAO_0000218
11970,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627264,,BAO_0000218
11971,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL627265,,BAO_0000218
11972,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL627266,,BAO_0000218
11973,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL627267,,BAO_0000218
11974,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL627268,,BAO_0000218
11975,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627269,,BAO_0000218
11976,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627270,,BAO_0000218
11977,1,,,N,Intermediate,,,,50597,1,,CHEMBL627271,,BAO_0000218
11978,1,,,N,Intermediate,,,,50597,1,,CHEMBL627946,,BAO_0000218
11979,1,,,N,Intermediate,,,,50597,1,,CHEMBL875472,,BAO_0000218
11980,1,,,N,Intermediate,,,,50597,1,,CHEMBL627947,,BAO_0000218
11981,1,,,N,Intermediate,,,,50597,1,,CHEMBL627948,,BAO_0000218
11982,1,,,N,Intermediate,,,,50597,1,,CHEMBL628113,,BAO_0000218
11983,1,,,N,Intermediate,,,,50597,1,,CHEMBL628114,,BAO_0000218
11984,1,,,N,Intermediate,,,,50597,1,,CHEMBL628115,,BAO_0000218
11985,1,,,N,Intermediate,,,,50597,1,,CHEMBL628116,,BAO_0000218
11986,1,,,N,Intermediate,,,,50597,1,,CHEMBL628117,,BAO_0000218
11987,1,,,N,Intermediate,,,,50597,1,,CHEMBL628118,,BAO_0000218
11988,1,,,N,Intermediate,,,,50597,1,,CHEMBL628119,,BAO_0000218
11989,1,,,N,Intermediate,,,,50597,1,,CHEMBL628120,,BAO_0000218
11990,1,,,N,Intermediate,,,,50597,1,,CHEMBL628121,,BAO_0000218
11991,1,,,N,Intermediate,,,,50597,1,,CHEMBL628122,,BAO_0000218
11992,1,,,N,Intermediate,,,,50597,1,,CHEMBL627297,,BAO_0000218
11993,1,,,N,Intermediate,,,,50597,1,,CHEMBL627298,,BAO_0000218
11994,1,,,N,Intermediate,,,,50597,1,,CHEMBL627299,,BAO_0000218
11995,1,,,N,Intermediate,,,,50597,1,,CHEMBL627300,,BAO_0000218
11996,1,,,N,Intermediate,,,,50597,1,,CHEMBL627301,,BAO_0000218
11997,1,,,N,Intermediate,,,,50597,1,,CHEMBL627302,,BAO_0000218
11998,1,,,N,Intermediate,,,,50597,1,,CHEMBL627303,,BAO_0000218
11999,1,,,N,Intermediate,,,,50597,1,,CHEMBL627304,,BAO_0000218
12000,1,,,N,Intermediate,,,,50597,1,,CHEMBL627305,,BAO_0000218
12001,1,,,N,Intermediate,,,,50597,1,,CHEMBL627306,,BAO_0000218
12002,1,,,N,Intermediate,,,,50597,1,,CHEMBL623982,,BAO_0000218
12003,1,,,N,Intermediate,,,,50597,1,,CHEMBL623983,,BAO_0000218
12004,1,,,N,Intermediate,,,,50597,1,,CHEMBL623984,,BAO_0000218
12005,1,,,N,Intermediate,,,,50597,1,,CHEMBL623985,,BAO_0000218
12006,1,,,N,Intermediate,,,,50597,1,,CHEMBL623986,,BAO_0000218
12007,1,,,N,Intermediate,,,,50597,1,,CHEMBL623987,,BAO_0000218
12008,1,,,N,Intermediate,,,,50597,1,,CHEMBL623988,,BAO_0000218
12009,1,,,N,Intermediate,,,,50597,1,,CHEMBL623989,,BAO_0000218
12010,1,,,N,Intermediate,,,,50597,1,,CHEMBL622215,,BAO_0000218
12011,1,,,N,Intermediate,,,,50597,1,,CHEMBL622216,,BAO_0000218
12012,1,,,N,Intermediate,,,,50597,1,,CHEMBL877481,,BAO_0000218
12013,0,,,U,Autocuration,,,,22224,1,,CHEMBL622217,,BAO_0000218
12014,1,,,N,Intermediate,,,,50594,1,,CHEMBL622218,,BAO_0000218
12015,1,,,N,Intermediate,,,,50597,1,,CHEMBL622219,,BAO_0000218
12016,0,,,U,Autocuration,,,,22224,1,,CHEMBL622220,,BAO_0000019
12017,1,,,N,Intermediate,,,,50588,1,,CHEMBL622221,,BAO_0000218
12018,1,,,N,Intermediate,,,,50594,1,,CHEMBL622222,,BAO_0000218
12019,1,,,N,Intermediate,,,,50588,1,,CHEMBL622223,,BAO_0000218
12020,1,,,N,Intermediate,,,,50594,1,,CHEMBL622224,,BAO_0000218
12021,0,,,U,Autocuration,,,,22224,1,,CHEMBL622225,,BAO_0000019
12022,0,,,U,Autocuration,,,,22224,1,,CHEMBL622226,,BAO_0000019
12023,1,,,N,Intermediate,,,,50512,1,,CHEMBL624154,,BAO_0000218
12024,1,,,N,Intermediate,,,,50597,1,,CHEMBL624155,,BAO_0000218
12025,1,,,N,Intermediate,,,,50597,1,,CHEMBL624156,,BAO_0000218
12026,1,,,N,Intermediate,,,,50597,1,,CHEMBL624157,,BAO_0000218
12027,1,,,N,Intermediate,,,,50597,1,,CHEMBL624158,,BAO_0000218
12028,1,,,N,Intermediate,,,,50597,1,,CHEMBL624159,,BAO_0000218
12029,1,,,N,Intermediate,,,,50597,1,,CHEMBL624160,,BAO_0000218
12030,1,,,N,Intermediate,,,,50597,1,,CHEMBL624161,,BAO_0000218
12031,1,,,N,Intermediate,,,,50597,1,,CHEMBL624162,,BAO_0000218
12032,1,,,N,Intermediate,,,,50588,1,,CHEMBL624163,,BAO_0000218
12033,1,,,N,Intermediate,,,,50597,1,,CHEMBL624164,,BAO_0000218
12034,1,,,N,Intermediate,,,,50597,1,,CHEMBL624165,,BAO_0000218
12035,1,,,N,Intermediate,,,,50597,1,,CHEMBL624166,,BAO_0000218
12036,1,,,N,Intermediate,,,,50597,1,,CHEMBL624167,,BAO_0000218
12037,1,,,N,Intermediate,,,,50597,1,,CHEMBL624168,,BAO_0000218
12038,1,,,N,Intermediate,,,,50597,1,,CHEMBL624169,,BAO_0000218
12039,1,,,N,Intermediate,,,,50587,1,,CHEMBL624170,,BAO_0000218
12040,0,,,U,Autocuration,,,,22224,1,,CHEMBL624171,,BAO_0000218
12041,0,,,U,Autocuration,,,,22224,1,,CHEMBL624172,,BAO_0000218
12042,1,,,N,Intermediate,,,,50588,1,,CHEMBL624173,,BAO_0000218
12043,1,,,N,Intermediate,,,,50587,1,,CHEMBL877488,,BAO_0000218
12044,1,,,N,Intermediate,,,,50597,1,,CHEMBL624174,,BAO_0000218
12045,0,,,U,Autocuration,,,,22224,1,,CHEMBL624175,,BAO_0000218
12046,0,,,U,Autocuration,,,,22224,1,,CHEMBL624176,,BAO_0000218
12047,1,,,N,Intermediate,,,,50588,1,,CHEMBL624177,,BAO_0000218
12048,1,,,N,Intermediate,,,,50587,1,,CHEMBL624178,,BAO_0000218
12049,1,,,N,Intermediate,,,,50597,1,,CHEMBL624179,,BAO_0000218
12050,1,,,N,Intermediate,,,,50597,1,,CHEMBL627689,,BAO_0000218
12051,1,,,N,Intermediate,,,,50587,1,,CHEMBL627690,,BAO_0000218
12052,0,,,U,Autocuration,,,,22224,1,,CHEMBL627691,,BAO_0000019
12053,0,,,U,Autocuration,,,,22224,1,,CHEMBL627692,,BAO_0000019
12054,0,,,U,Autocuration,,,,22224,1,,CHEMBL627693,,BAO_0000019
12055,1,,,N,Intermediate,,,,50597,1,,CHEMBL627694,,BAO_0000218
12056,1,,,N,Intermediate,,,,50597,1,,CHEMBL627695,,BAO_0000218
12057,0,,,U,Autocuration,,,,22224,1,,CHEMBL627696,,BAO_0000218
12058,1,,,N,Intermediate,,,,50597,1,,CHEMBL627697,,BAO_0000218
12059,1,,,N,Intermediate,,,,50597,1,,CHEMBL627698,,BAO_0000218
12060,1,,,N,Intermediate,,,,50597,1,,CHEMBL627699,,BAO_0000218
12061,1,,,N,Intermediate,,,,50597,1,,CHEMBL627700,,BAO_0000218
12062,1,,,N,Intermediate,,,,50597,1,,CHEMBL627701,,BAO_0000218
12063,0,,,U,Autocuration,,,,22224,1,,CHEMBL627702,,BAO_0000218
12064,0,,,U,Autocuration,,,,22224,1,,CHEMBL627703,,BAO_0000218
12065,0,,,U,Autocuration,,,,22224,1,,CHEMBL626873,,BAO_0000218
12066,1,,,N,Intermediate,,,,50597,1,,CHEMBL629583,,BAO_0000218
12067,1,,,N,Intermediate,,,,50588,1,,CHEMBL629584,,BAO_0000218
12068,1,,,N,Intermediate,,,,50588,1,,CHEMBL629585,,BAO_0000218
12069,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629586,,BAO_0000218
12070,1,,955.0,N,Intermediate,Brain,,,50597,1,,CHEMBL629587,,BAO_0000218
12071,1,,,N,Intermediate,,,,50597,1,,CHEMBL629588,,BAO_0000218
12072,1,,,N,Intermediate,,,,50597,1,,CHEMBL629589,,BAO_0000218
12073,1,,,N,Intermediate,,,,50597,1,,CHEMBL629590,,BAO_0000218
12074,1,,,N,Intermediate,,,,50597,1,,CHEMBL629591,,BAO_0000218
12075,1,,,N,Intermediate,,,,50597,1,,CHEMBL629592,,BAO_0000218
12076,1,,,N,Intermediate,,,,50597,1,,CHEMBL629593,,BAO_0000218
12077,1,,,N,Intermediate,,,,50597,1,,CHEMBL629594,,BAO_0000218
12078,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL629595,,BAO_0000218
12079,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL630290,,BAO_0000218
12080,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL627137,,BAO_0000218
12081,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL627138,,BAO_0000218
12082,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL627139,,BAO_0000218
12083,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL627140,,BAO_0000218
12084,1,,948.0,N,Intermediate,Heart,,,50597,1,,CHEMBL627141,,BAO_0000218
12085,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL627142,,BAO_0000218
12086,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL627143,,BAO_0000218
12087,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL874449,,BAO_0000218
12088,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL627144,,BAO_0000218
12089,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL627145,,BAO_0000218
12090,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL627146,,BAO_0000218
12091,1,,2113.0,N,Intermediate,Kidney,,,50597,1,,CHEMBL627147,,BAO_0000218
12092,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627148,,BAO_0000218
12093,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL627149,,BAO_0000218
12094,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL632160,,BAO_0000218
12095,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL632161,,BAO_0000218
12096,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL632162,,BAO_0000218
12097,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL632163,,BAO_0000218
12098,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL874469,,BAO_0000218
12099,1,,2048.0,N,Intermediate,Lung,,,50597,1,,CHEMBL627182,,BAO_0000218
12100,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627183,,BAO_0000218
12101,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627184,,BAO_0000218
12102,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627185,,BAO_0000218
12103,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627186,,BAO_0000218
12104,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627187,,BAO_0000218
12105,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627188,,BAO_0000218
12106,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627189,,BAO_0000218
12107,1,,,N,Intermediate,,,,50597,1,,CHEMBL627190,,BAO_0000218
12108,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627191,,BAO_0000218
12109,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627192,,BAO_0000218
12110,1,,2107.0,N,Intermediate,Liver,,,50597,1,,CHEMBL627193,,BAO_0000218
12111,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL874590,,BAO_0000218
12112,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627194,,BAO_0000218
12113,1,,2385.0,N,Intermediate,Muscle tissue,,,50597,1,,CHEMBL627195,,BAO_0000218
12114,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL627196,,BAO_0000218
12115,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL627197,,BAO_0000218
12116,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL627198,,BAO_0000218
12117,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL627199,,BAO_0000218
12118,1,,992.0,N,Intermediate,Female gonad,,,50597,1,,CHEMBL627200,,BAO_0000218
12119,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL627201,,BAO_0000218
12120,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL627202,,BAO_0000218
12121,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL627203,,BAO_0000218
12122,1,,1969.0,N,Intermediate,Plasma,,,50597,1,,CHEMBL627204,,BAO_0000218
12123,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL627205,,BAO_0000218
12124,1,,2106.0,N,Intermediate,Spleen,,,50597,1,,CHEMBL627206,,BAO_0000218
