ASTY,SI,SRASSI,CEI,RELATTY,CUB,ASTIS,ASCETY,ASSCAT,Ti,Descri,ASSTETY,CHI,CONFSCO,BAFOR,ASI,DOI,ASSSUBCFR,ASSTI,TII,VAI,ASST,ASORGA
A,1,,,N,Intermediate,Muscle tissue,,,50597,Biodistribution studied in the muscle of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,In vivo,CHEMBL627270,1,BAO_0000218,11976,10911,,10116.0,2385.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 0.95-1.44",,CHEMBL627271,1,BAO_0000218,11977,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 1.39-2.43",,CHEMBL627946,1,BAO_0000218,11978,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.47-2.96",,CHEMBL875472,1,BAO_0000218,11979,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-3.69",,CHEMBL627947,1,BAO_0000218,11980,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 2.67-4.31",,CHEMBL627948,1,BAO_0000218,11981,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 30 minutes intravenous administration; dose/g, range 3.17-4.70",,CHEMBL628113,1,BAO_0000218,11982,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration.; dose/g, range 2.20-2.97",,CHEMBL628114,1,BAO_0000218,11983,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 0.90-1.46",,CHEMBL628115,1,BAO_0000218,11984,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.72-3.52",,CHEMBL628116,1,BAO_0000218,11985,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.78-3.62",,CHEMBL628117,1,BAO_0000218,11986,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 2.82-3.86",,CHEMBL628118,1,BAO_0000218,11987,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 5 minutes intravenous administration; dose/g, range 3.80-5.74",,CHEMBL628119,1,BAO_0000218,11988,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.05-1.57",,CHEMBL628120,1,BAO_0000218,11989,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 1.93-3.58",,CHEMBL628121,1,BAO_0000218,11990,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 2.88-4.32",,CHEMBL628122,1,BAO_0000218,11991,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3-3.70",,CHEMBL627297,1,BAO_0000218,11992,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.21-3.92",,CHEMBL627298,1,BAO_0000218,11993,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats heart after 60 minutes intravenous administration; dose/g, range 3.51-5.44",,CHEMBL627299,1,BAO_0000218,11994,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 0.24-0.31",,CHEMBL627300,1,BAO_0000218,11995,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 10.5-14.4",,CHEMBL627301,1,BAO_0000218,11996,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.28-7.41",,CHEMBL627302,1,BAO_0000218,11997,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 6.47-10.2",,CHEMBL627303,1,BAO_0000218,11998,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 7.21-7.95",,CHEMBL627304,1,BAO_0000218,11999,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 30 minutes intravenous administration; dose/g, range 8.28-10.72",,CHEMBL627305,1,BAO_0000218,12000,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 1.04-2.56",,CHEMBL627306,1,BAO_0000218,12001,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 10.7-16.9",,CHEMBL623982,1,BAO_0000218,12002,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 11.7-14.6",,CHEMBL623983,1,BAO_0000218,12003,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 14.4-20.1",,CHEMBL623984,1,BAO_0000218,12004,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 4.78-9.72",,CHEMBL623985,1,BAO_0000218,12005,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 5 minutes intravenous administration; dose/g, range 9.87-11.9",,CHEMBL623986,1,BAO_0000218,12006,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 0.17-0.25",,CHEMBL623987,1,BAO_0000218,12007,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 3.33-4.68",,CHEMBL623988,1,BAO_0000218,12008,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.59-8.81",,CHEMBL623989,1,BAO_0000218,12009,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 4.62-5.60",,CHEMBL622215,1,BAO_0000218,12010,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.02-6.57",,CHEMBL622216,1,BAO_0000218,12011,8608,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats kidneys after 60 minutes intravenous administration; dose/g, range 5.67-8.41",,CHEMBL877481,1,BAO_0000218,12012,8608,,10116.0,,,,Rattus norvegicus
A,1,,,U,Autocuration,,,,22224,Pharmacokinetic parameter was evaluated which is represented as AUC when administered orally a dose of 5 mg/kg; range (4.2-8.8),,CHEMBL622217,0,BAO_0000218,12013,16359,,,,,,
A,1,,,N,Intermediate,,,,50594,Pharmacokinetic parameters was measured at 55 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),,CHEMBL622218,1,BAO_0000218,12014,13701,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50597,Pharmacokinetic profile AUC was evaluated in rats,,CHEMBL622219,1,BAO_0000218,12015,14554,,10116.0,,,,Rattus norvegicus
A,1,,,U,Autocuration,,,,22224,Pharmacokinetic property (Area under curve),,CHEMBL622220,0,BAO_0000019,12016,6241,,,,,,
A,1,,,N,Intermediate,,,,50588,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in dog (25 mg/kg).",,CHEMBL622221,1,BAO_0000218,12017,11537,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50594,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration in mice (50 mg/kg).",,CHEMBL622222,1,BAO_0000218,12018,11537,,10090.0,,,,Mus musculus
A,1,,,N,Intermediate,,,,50588,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to dog (25 mg/kg).",,CHEMBL622223,1,BAO_0000218,12019,11537,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50594,"Pharmacokinetic property(AUC- area under curve, (micro g/mL/h)) after oral administration to mice (50 mg/kg).",,CHEMBL622224,1,BAO_0000218,12020,11537,,10090.0,,,,Mus musculus
A,1,,,U,Autocuration,,,,22224,Plasma concentration (AUC) was determined,,CHEMBL622225,0,BAO_0000019,12021,13118,,,,,,
A,1,,,U,Autocuration,,,,22224,Plasma concentration (AUC) was determined; Not detectable,,CHEMBL622226,0,BAO_0000019,12022,13118,,,,,,
A,1,,,N,Intermediate,,,,50512,Prolongation of time to collapse in guinea pig treated with aerosolized histamine was measured in vivo as area under curve (AUC),,CHEMBL624154,1,BAO_0000218,12023,9562,,10141.0,,,,Cavia porcellus
A,1,,,N,Intermediate,,,,50597,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg,,CHEMBL624155,1,BAO_0000218,12024,10363,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg; Not significant,,CHEMBL624156,1,BAO_0000218,12025,10363,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 60 mg/kg,,CHEMBL624157,1,BAO_0000218,12026,10363,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 7.5 mg/kg,,CHEMBL624158,1,BAO_0000218,12027,10363,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 1,,CHEMBL624159,1,BAO_0000218,12028,12504,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 2,,CHEMBL624160,1,BAO_0000218,12029,12504,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 3,,CHEMBL624161,1,BAO_0000218,12030,12504,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Tested for area under the curve (AUC) after intravenous bolus administration of 100 mg/kg in rat 4,,CHEMBL624162,1,BAO_0000218,12031,12504,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50588,Tested for pharmacokinetic parameter in fasted Beagle dogs (Area Under Curve value) iv administration.,,CHEMBL624163,1,BAO_0000218,12032,13317,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50597,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",,CHEMBL624164,1,BAO_0000218,12033,15078,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,The AUC(0-infinity) values in female wistar rats.,,CHEMBL624165,1,BAO_0000218,12034,14941,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",,CHEMBL624166,1,BAO_0000218,12035,15078,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose in mice",,CHEMBL624167,1,BAO_0000218,12036,15078,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,The AUC(0-t)values in female wistar rats.,,CHEMBL624168,1,BAO_0000218,12037,14941,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,The Area under the concentration time curve of compound was measured on rats,,CHEMBL624169,1,BAO_0000218,12038,14067,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50587,The area under curve (100 mg/kg) administered orally in humans,,CHEMBL624170,1,BAO_0000218,12039,14215,,9606.0,,,,Homo sapiens
A,1,,,U,Autocuration,,,,22224,The area under curve (12.5 mg/kg) administered intravenously in marmoset,,CHEMBL624171,0,BAO_0000218,12040,14215,,9481.0,,,,Callithrix
A,1,,,U,Autocuration,,,,22224,The area under curve (12.5 mg/kg) administered intravenously in monkey,,CHEMBL624172,0,BAO_0000218,12041,14215,,314293.0,,,,Simiiformes
A,1,,,N,Intermediate,,,,50588,The area under curve (15 mg/kg) administered intravenously in dog,,CHEMBL624173,1,BAO_0000218,12042,14215,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50587,The area under curve (200 mg/kg) administered orally in humans,,CHEMBL877488,1,BAO_0000218,12043,14215,,9606.0,,,,Homo sapiens
A,1,,,N,Intermediate,,,,50597,The area under curve (25 mg/kg) administered intravenously in rat,,CHEMBL624174,1,BAO_0000218,12044,14215,,10116.0,,,,Rattus norvegicus
A,1,,,U,Autocuration,,,,22224,The area under curve (25 mg/kg) administered orally in marmoset,,CHEMBL624175,0,BAO_0000218,12045,14215,,9481.0,,,,Callithrix
A,1,,,U,Autocuration,,,,22224,The area under curve (25 mg/kg) administered orally in monkey,,CHEMBL624176,0,BAO_0000218,12046,14215,,314293.0,,,,Simiiformes
A,1,,,N,Intermediate,,,,50588,The area under curve (30 mg/kg) administered orally in dog,,CHEMBL624177,1,BAO_0000218,12047,14215,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50587,The area under curve (400 mg/kg) administered orally in humans,,CHEMBL624178,1,BAO_0000218,12048,14215,,9606.0,,,,Homo sapiens
A,1,,,N,Intermediate,,,,50597,The area under curve (50 mg/kg) administered orally in fasted rat,,CHEMBL624179,1,BAO_0000218,12049,14215,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,The area under curve (50 mg/kg) administered orally in rat,,CHEMBL627689,1,BAO_0000218,12050,14215,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50587,The area under curve (800 mg/kg) administered orally in humans,,CHEMBL627690,1,BAO_0000218,12051,14215,,9606.0,,,,Homo sapiens
A,1,,,U,Autocuration,,,,22224,The compound was evaluated for area under the curve,,CHEMBL627691,0,BAO_0000019,12052,11324,,,,,,
A,1,,,U,Autocuration,,,,22224,The compound was evaluated for area under the curve in marmosets,,CHEMBL627692,0,BAO_0000019,12053,11324,,9481.0,,,,Callithrix
A,1,,,U,Autocuration,,,,22224,The compound was evaluated for area under the curve in marmosets,,CHEMBL627693,0,BAO_0000019,12054,11324,,9481.0,,,,Callithrix
A,1,,,N,Intermediate,,,,50597,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,,CHEMBL627694,1,BAO_0000218,12055,13875,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po) in conscious spontaneously hypertensive rat,,CHEMBL627695,1,BAO_0000218,12056,13875,,10116.0,,,,Rattus norvegicus
A,1,,,U,Autocuration,,,,22224,The compound was tested for the area of the change in MABP versus time curve at dose 10 mg/kg (po),,CHEMBL627696,0,BAO_0000218,12057,13875,,,,,,
A,1,,,N,Intermediate,,,,50597,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,,CHEMBL627697,1,BAO_0000218,12058,13875,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,The compound was tested for the area of the change in MABP versus time curve at dose 30 mg/kg (po) in conscious spontaneously hypertensive rat,,CHEMBL627698,1,BAO_0000218,12059,13875,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,The compound was tested for the area of the change in MABP versus time curve at dose 5 mg/kg (po) in conscious spontaneously hypertensive rat,,CHEMBL627699,1,BAO_0000218,12060,13875,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Total absorption was estimated by area under curve (AUC) after intravenous administration in rat,,CHEMBL627700,1,BAO_0000218,12061,13807,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,Total drug exposure is determined after oral dosing in rats.,,CHEMBL627701,1,BAO_0000218,12062,14127,,10116.0,,,,Rattus norvegicus
A,1,,,U,Autocuration,,,,22224,Total drug exposure (5 mg/kg) when administered intravenously,,CHEMBL627702,0,BAO_0000218,12063,15116,,,,,,
A,1,,,U,Autocuration,,,,22224,Total drug exposure (5 mg/kg) when administered orally,,CHEMBL627703,0,BAO_0000218,12064,15116,,,,,,
A,1,,,U,Autocuration,,,,22224,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,,CHEMBL626873,0,BAO_0000218,12065,15604,,314293.0,,,,Simiiformes
A,1,,,N,Intermediate,,,,50597,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,,CHEMBL629583,1,BAO_0000218,12066,15604,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50588,area under curve in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,,CHEMBL629584,1,BAO_0000218,12067,15604,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,,,,50588,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in dog,,CHEMBL629585,1,BAO_0000218,12068,15604,,9615.0,,,,Canis lupus familiaris
A,1,,,N,Intermediate,Brain,,,50597,"Biodistribution in brain of mature female Dawley rat after 5min, expressed as percent injected dose/g",In vivo,CHEMBL629586,1,BAO_0000218,12069,13751,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Brain,,,50597,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",In vivo,CHEMBL629587,1,BAO_0000218,12070,13751,,10116.0,955.0,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Biodistribution in fat of mature female Dawley rat after 10min, expressed as percent injected dose/g",In vivo,CHEMBL629588,1,BAO_0000218,12071,13751,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Biodistribution in fat of mature female Dawley rat after 15min, expressed as percent injected dose/g",In vivo,CHEMBL629589,1,BAO_0000218,12072,13751,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Biodistribution in fat of mature female Dawley rat after 1h, expressed as percent injected dose/g",In vivo,CHEMBL629590,1,BAO_0000218,12073,13751,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Biodistribution in fat of mature female Dawley rat after 3 h, expressed as percent injected dose/g",In vivo,CHEMBL629591,1,BAO_0000218,12074,13751,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Biodistribution in fat of mature female Dawley rat after 30min, expressed as percent injected dose/g",In vivo,CHEMBL629592,1,BAO_0000218,12075,13751,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Biodistribution in fat of mature female Dawley rat after 45min, expressed as percent injected dose/g",In vivo,CHEMBL629593,1,BAO_0000218,12076,13751,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,,,,50597,"Biodistribution in fat of mature female Dawley rat after 5min, expressed as percent injected dose/g",In vivo,CHEMBL629594,1,BAO_0000218,12077,13751,,10116.0,,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in heart of mature female Dawley rat after 10min, expressed as percent injected dose/g",In vivo,CHEMBL629595,1,BAO_0000218,12078,13751,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in heart of mature female Dawley rat after 15min, expressed as percent injected dose/g",In vivo,CHEMBL630290,1,BAO_0000218,12079,13751,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in heart of mature female Dawley rat after 1h, expressed as percent injected dose/g",In vivo,CHEMBL627137,1,BAO_0000218,12080,13751,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in heart of mature female Dawley rat after 3 h, expressed as percent injected dose/g",In vivo,CHEMBL627138,1,BAO_0000218,12081,13751,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in heart of mature female Dawley rat after 30min, expressed as percent injected dose/g",In vivo,CHEMBL627139,1,BAO_0000218,12082,13751,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in heart of mature female Dawley rat after 45min, expressed as percent injected dose/g",In vivo,CHEMBL627140,1,BAO_0000218,12083,13751,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Heart,,,50597,"Biodistribution in heart of mature female Dawley rat after 5min, expressed as percent injected dose/g",In vivo,CHEMBL627141,1,BAO_0000218,12084,13751,,10116.0,948.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in kidney of mature female Dawley rat after 10min, expressed as percent injected dose/g",In vivo,CHEMBL627142,1,BAO_0000218,12085,13751,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in kidney of mature female Dawley rat after 15min, expressed as percent injected dose/g",In vivo,CHEMBL627143,1,BAO_0000218,12086,13751,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in kidney of mature female Dawley rat after 1h, expressed as percent injected dose/g",In vivo,CHEMBL874449,1,BAO_0000218,12087,13751,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in kidney of mature female Dawley rat after 3 h, expressed as percent injected dose/g",In vivo,CHEMBL627144,1,BAO_0000218,12088,13751,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in kidney of mature female Dawley rat after 30min, expressed as percent injected dose/g",In vivo,CHEMBL627145,1,BAO_0000218,12089,13751,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in kidney of mature female Dawley rat after 45min, expressed as percent injected dose/g",In vivo,CHEMBL627146,1,BAO_0000218,12090,13751,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Kidney,,,50597,"Biodistribution in kidney of mature female Dawley rat after 5min, expressed as percent injected dose/g",In vivo,CHEMBL627147,1,BAO_0000218,12091,13751,,10116.0,2113.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Liver,,,50597,"Biodistribution in liver of mature female Dawley rat after 10min, expressed as percent injected dose/g",In vivo,CHEMBL627148,1,BAO_0000218,12092,13751,,10116.0,2107.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in lung of mature female Dawley rat after 10min, expressed as percent injected dose/g",In vivo,CHEMBL627149,1,BAO_0000218,12093,13751,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in lung of mature female Dawley rat after 15min, expressed as percent injected dose/g",In vivo,CHEMBL632160,1,BAO_0000218,12094,13751,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in lung of mature female Dawley rat after 1h, expressed as percent injected dose/g",In vivo,CHEMBL632161,1,BAO_0000218,12095,13751,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in lung of mature female Dawley rat after 3 h, expressed as percent injected dose/g",In vivo,CHEMBL632162,1,BAO_0000218,12096,13751,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in lung of mature female Dawley rat after 30min, expressed as percent injected dose/g",In vivo,CHEMBL632163,1,BAO_0000218,12097,13751,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in lung of mature female Dawley rat after 45min, expressed as percent injected dose/g",In vivo,CHEMBL874469,1,BAO_0000218,12098,13751,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Lung,,,50597,"Biodistribution in lung of mature female Dawley rat after 5min, expressed as percent injected dose/g",In vivo,CHEMBL627182,1,BAO_0000218,12099,13751,,10116.0,2048.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Muscle tissue,,,50597,"Biodistribution in muscle of mature female Dawley rat after 10min, expressed as percent injected dose/g",In vivo,CHEMBL627183,1,BAO_0000218,12100,13751,,10116.0,2385.0,,,Rattus norvegicus
A,1,,,N,Intermediate,Muscle tissue,,,50597,"Biodistribution in muscle of mature female Dawley rat after 15min, expressed as percent injected dose/g",In vivo,CHEMBL627184,1,BAO_0000218,12101,13751,,10116.0,2385.0,,,Rattus norvegicus
