assay_id,assay_organism,tid,assay_category,assay_tissue,src_id,assay_type,tissue_id,variant_id,cell_id,chembl_id,assay_tax_id,src_assay_id,doc_id,assay_strain,assay_cell_type,description,assay_test_type,assay_subcellular_fraction
2731,,108,,,1,B,,,,CHEMBL617290,,,5088,,,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,,
2732,,108,,,1,B,,,449.0,CHEMBL617291,,,16659,,CHO,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,,
2733,,108,,,1,B,,,449.0,CHEMBL617292,,,16659,,CHO,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells; ND is no data,,
2734,,108,,,1,B,,,723.0,CHEMBL617293,,,17451,,NIH3T3,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,
2735,Homo sapiens,108,,,1,F,,,449.0,CHEMBL617294,9606.0,,6857,,CHO,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,
2736,,108,,,1,B,,,,CHEMBL617295,,,3857,,,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,,
2737,,108,,,1,B,,,,CHEMBL617296,,,12861,,,Binding activity radioligand.,,
2738,,108,,,1,B,,,,CHEMBL617297,,,12861,,,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,,
2739,,108,,,1,B,,,449.0,CHEMBL617298,,,5104,,CHO,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand,,
2740,,108,,,1,B,,,449.0,CHEMBL617299,,,5105,,CHO,Binding affinity at human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells by [3H]mesulergine displacement.,,
2741,,108,,,1,B,,,449.0,CHEMBL617300,,,5105,,CHO,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand; NT means not tested,,
2742,,108,,,1,B,,,,CHEMBL617454,,,5254,,,Binding affinity against 5-HT2C receptor,,
2743,,108,,,1,B,,,722.0,CHEMBL617505,,,13267,,HEK293,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,,
2744,Homo sapiens,108,,,1,B,,,722.0,CHEMBL617506,9606.0,,14157,,HEK293,Displacement of [3H]mesulergine from 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells,,
2745,Homo sapiens,108,,,1,B,,,722.0,CHEMBL617507,9606.0,,12936,,HEK293,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,,
2746,,108,,,1,B,,,,CHEMBL617508,,,14068,,,Binding affinity against human 5-hydroxytryptamine 2C receptor using displacement of [3H]DOB,,
2747,Homo sapiens,108,,,1,B,,,722.0,CHEMBL857982,9606.0,,12936,,HEK293,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,,
2748,Homo sapiens,108,,,1,B,,,722.0,CHEMBL617509,9606.0,,4540,,HEK293,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand,,
2749,Homo sapiens,108,,,1,B,,,722.0,CHEMBL617510,9606.0,,4540,,HEK293,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand; Nd means not determined,,
2750,,108,,,1,B,,,,CHEMBL617511,,,6166,,,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor was determined,,
2751,,108,,,1,B,,,722.0,CHEMBL617512,,,17296,,HEK293,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptors in HEK 293 cells using [3H]mesulergine as radioligand,,
2752,,108,,,1,B,,,722.0,CHEMBL617749,,,17296,,HEK293,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]mesulergine as radioligand,,
2753,,108,,,1,B,,,722.0,CHEMBL617750,,,15779,,HEK293,Binding affinity towards 5-HT2C (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,
2754,,108,,,1,B,,,722.0,CHEMBL617751,,,15779,,HEK293,Binding affinity towards 5-hydroxytryptamine 2C receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,
2755,,108,,,1,B,,,722.0,CHEMBL617752,,,14391,,HEK293,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells using [3H]mesulergine as radioligand,,
2756,,108,,,1,B,,,722.0,CHEMBL617753,,,15779,,HEK293,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand",,
2757,,108,,,1,B,,,722.0,CHEMBL617754,,,15851,,HEK293,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2C in HEK293 cells, using [3H]mesulergine as radioligand.",,
2758,Homo sapiens,108,,,1,B,,,722.0,CHEMBL617755,9606.0,,15851,,HEK293,Displacement of [3H]mesulergine from human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells; compound insoluble,,
2759,,108,,,1,B,,,722.0,CHEMBL617756,,,15779,,HEK293,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand; no data",,
2760,,108,,,1,B,,,722.0,CHEMBL617757,,,3832,,HEK293,Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by displacement of [3H]mesulergine,,
2761,,108,,,1,B,,,722.0,CHEMBL617758,,,3833,,HEK293,In vitro binding affinity at human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by [3H]mesulergine displacement.,,
2762,,108,,,1,B,,,723.0,CHEMBL617759,,,17451,,NIH3T3,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand,,
2763,,108,,,1,B,,,722.0,CHEMBL617760,,,4199,,HEK293,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine as the radioligand,,
2764,,108,,,1,B,,,485.0,CHEMBL617761,,,1883,,CHO-K1,Displacement of [3H]mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO-K1 cells,,
2765,Homo sapiens,108,,,1,B,,,,CHEMBL617762,9606.0,,4321,,,Binding affinity against 5-hydroxytryptamine 2C receptor,,
2766,,108,,,1,B,,,,CHEMBL617763,,,14875,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 2C receptor,,
2767,,108,,,1,B,,,722.0,CHEMBL857983,,,15146,,HEK293,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine,,
2768,,108,,,1,B,,,722.0,CHEMBL617764,,,5213,,HEK293,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2C receptor in HEK 293 using [3H]mesulergine as a radioligand,,
2769,,108,,,1,B,,,308.0,CHEMBL617765,,,16404,,HeLa,Inhibitory constant on human 5-hydroxytryptamine 2C receptor transfected in to HeLa cells,,
2770,,108,,,1,F,,,,CHEMBL617766,,,13267,,,Selectivity as the ratio of Ki value towards 5-hydroxytryptamine 2C receptor to that of pA2 value towards 5-hydroxytryptamine 2B receptor,,
2771,,108,,Hippocampus,1,F,10000000.0,,,CHEMBL617767,,,13267,,,The binding affinity (pKi) measured against 5-hydroxytryptamine 3 receptor of rat hippocampus and entorhinal cortex using [3H]granisetron as radioligand,,
2772,,108,,,1,B,,,722.0,CHEMBL617768,,,14818,,HEK293,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2C receptor in HEK293 cells using [3H]mesulergine.,,
2773,,108,,,1,B,,,722.0,CHEMBL617769,,,4829,,HEK293,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]5-mesulergine as radioligand",,
2774,,11864,,,1,B,,,,CHEMBL858023,,,13463,,,Binding affinity analysed on 5-HT 2C in human clone using [3H]mesulergine as radioligand,,
2775,,11864,,Stomach,1,B,945.0,,,CHEMBL617770,,,13463,,,Binding affinity analysed on 5-HT 2C in rat stomach fundus,,
2776,,11864,,Stomach,1,B,945.0,,,CHEMBL617771,,,13463,,,Binding affinity analysed towards 5-HT 2C in rat stomach fundus,,
2777,,11864,,,1,F,,,625.0,CHEMBL617772,,,12652,,A9,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2C receptor in A9 cells,,
2778,,11864,,,1,B,,,723.0,CHEMBL617773,,,4682,,NIH3T3,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,,
2779,,11864,,,1,B,,,723.0,CHEMBL617850,,,4682,,NIH3T3,Binding affinity to 5-hydroxytryptamine 2C receptor measured using radioligand [3H]Mesulergine in stably transfected NIH3T3 cells,,
2780,,11864,,,1,B,,,723.0,CHEMBL617851,,,4682,,NIH3T3,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,,
2781,,11864,,,1,F,,,,CHEMBL617852,,,12652,,,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2C receptor,,
2782,Mus musculus,12689,,Stomach,1,B,945.0,,,CHEMBL858024,10090.0,,13463,,,Binding affinity analysed on 5-HT 2C in rat stomach fundus.,,
2783,Rattus norvegicus,12689,,Stomach,1,B,945.0,,,CHEMBL617853,10116.0,,13463,,,Binding affinity towards 5-HT 2C receptor in rat stomach fundus,,
2784,,108,,,1,B,,,,CHEMBL617854,,,13969,,,Binding affinity against 5-Hydroxytryptamine 2C Receptor was measured using [3H]N-methyl-mesulergine as radioligand,,
2785,Sus scrofa,108,,,1,B,,,,CHEMBL873477,9823.0,,13392,,,Binding affinity for 5-hydroxytryptamine 2C receptor,,
2786,,108,,,1,B,,,,CHEMBL617855,,,13392,,,Binding affinity towards 5-hydroxytryptamine 2C receptor,,
2787,,108,,,1,B,,,,CHEMBL617856,,,14430,,,Affinity towards 5-hydroxytryptamine 2C receptor in membranes from pig choroid plexus using [3H]N-methyl-mesulergine,,
2788,,108,,,1,B,,,,CHEMBL617857,,,1742,,,Compound was tested for its ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor in pig cortex,,
2789,,108,,,1,B,,,,CHEMBL617858,,,14286,,,In vitro inhibitory concentration against radioligand [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in pig cortical membrane,,
2790,,108,,,1,B,,,,CHEMBL617859,,,5619,,,Binding affinity towards pig 5-hydroxytryptamine 2C receptor,,
2791,,108,,,1,B,,,,CHEMBL617860,,,15086,,,The compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,,
2792,,108,,,1,B,,,,CHEMBL617861,,,12861,,,Binding activity radioligand.,,
2793,,108,,,1,B,,,,CHEMBL617862,,,12861,,,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,,
2794,,108,,,1,B,,,,CHEMBL617863,,,12861,,,Binding activity against 5-hydroxytryptamine 3 receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,,
2795,,108,,,1,B,,,,CHEMBL617864,,,12827,,,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT,,
2796,,108,,,1,B,,,,CHEMBL617649,,,12827,,,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT; Not determined,,
2797,Sus scrofa,108,,,1,F,,,,CHEMBL617650,9823.0,,12919,,,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,,
2798,Sus scrofa,108,,,1,F,,,,CHEMBL617651,9823.0,,12919,,,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,,
2799,Sus scrofa,108,,,1,B,,,,CHEMBL617652,9823.0,,16429,,,In vitro binding affinity at 5-hydroxytryptamine 2C receptor in pig choroid plexus using 3[H]mesulergine as the radioligand,,
2800,Sus scrofa,108,,,1,B,,,,CHEMBL857072,9823.0,,773,,,In Vitro Binding affinity againist 5-hydroxytryptamine 2C receptor by displacing [3H]mesulergine from pig cortex,,
2801,Sus scrofa,108,,,1,B,,,,CHEMBL617653,9823.0,,5033,,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2C receptor,,
2802,,12687,,,1,B,,,,CHEMBL617654,,,12861,,,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,,
2803,,12689,,,1,F,,,,CHEMBL617655,,,14093,,,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2C receptor,,
2804,,12689,,,1,B,,,,CHEMBL617656,,,14970,,,Binding affinity towards 5-HT2C receptor from rat using [3H]mesulergine as radioligand,,
2805,,12689,,,1,B,,,,CHEMBL617657,,,14970,,,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand,,
2806,,12689,,,1,B,,,,CHEMBL617658,,,14970,,,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand; Not tested,,
2807,Rattus norvegicus,12689,,,1,B,,,,CHEMBL617659,10116.0,,14178,,,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2C receptor,,
2808,Rattus norvegicus,12689,,,1,B,,,,CHEMBL617838,10116.0,,14178,,,Inhibition of radiolabeled [3H]mesulergine ligand binding to 5-hydroxytryptamine 2C receptor,,
2809,Rattus norvegicus,12689,,,1,B,,,,CHEMBL617839,10116.0,,14229,,,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in rat brain membranes,,Brain membranes
2810,,12689,,,1,B,,,,CHEMBL617840,,,16532,,,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine; Not tested,,
2811,,12689,,,1,B,,,,CHEMBL617841,,,14826,,,Ability to displace [3H]mesulergine bound to 5-hydroxytryptamine 2C receptor in rat cortex,,
2812,,12689,,,1,B,,,,CHEMBL875915,,,17211,,,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-HT2C receptor,,
2813,,12689,,,1,B,,,,CHEMBL617842,,,17211,,,Displacement of [3H]mesulergine (0.5 nM) from rat 5-hydroxytryptamine 2C receptor expressed in SR-3T3 cells,In vitro,
2814,,12689,,,1,B,,,723.0,CHEMBL617843,,,13246,,NIH3T3,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor in NIH3T3 cell line membranes,,
2815,,12689,,,1,B,,,,CHEMBL617844,,,13246,,,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor.,,
2816,,12689,,,1,B,,,,CHEMBL617845,,,12457,,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2C receptor,,
2817,,12689,,,1,B,,,723.0,CHEMBL617846,,,12457,,NIH3T3,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2C receptor,,
2818,,12689,,,1,B,,,,CHEMBL617847,,,4707,,,Binding affinity towards rat 5-hydroxytryptamine 2C receptor was determined using [125I]- DOI as radioligand,,
2819,,12689,,,1,B,,,,CHEMBL617848,,,13297,,,Binding affinity against 5-hydroxytryptamine 2C receptor,,
2820,,12689,,,1,B,,,,CHEMBL617849,,,16633,,,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,
2821,,12689,,,1,B,,,,CHEMBL621507,,,16133,,,Binding affinity against rat 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,
2822,,12689,,,1,B,,,,CHEMBL621508,,,16326,,,Binding affinity at cloned rat 5-hydroxytryptamine 2C receptor using [3H]DOI as radioligand,,
2823,,12689,,,1,B,,,,CHEMBL621509,,,14423,,,Binding affinity against 5-hydroxytryptamine 2C receptor from rat cortex using [3H]mesulergine as the radioligand.,,
2824,,12689,,,1,B,,,,CHEMBL621510,,,15412,,,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex,,
2825,,12689,,,1,B,,,,CHEMBL621511,,,15412,,,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex.,,
2826,,12689,,,1,B,,,625.0,CHEMBL621512,,,15558,,A9,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,,
2827,,12689,,,1,B,,,,CHEMBL621513,,,16633,,,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,
2828,,12689,,,1,B,,,,CHEMBL621514,,,6013,,,Binding affinity towards cloned rat 5-hydroxytryptamine 2C receptor from fundus tissue by [3H]mesulergine displacement.,,
2829,,12689,,,1,B,,,,CHEMBL621515,,,17175,,,Binding affinity towards rat 5-hydroxytryptamine 2C receptor expressed in A-9 cells using [3H]mesulergine as radioligand,In vitro,
2830,,12689,,,1,B,,,,CHEMBL621516,,,12469,,,Binding affinity was measured on 5-hydroxytryptamine 2C receptor in J1 cells transfected with rat 5-HT2C gene labeled with [3H]mesulergine,,
2831,,12689,,Caudate-putamen,1,B,5383.0,,,CHEMBL621517,,,3682,,,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2C receptor in homogenate of caudate putamen tissue from rat brain,,
2832,,12689,,,1,B,,,,CHEMBL621518,,,4932,,,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2C receptor in cloned rat cell culture,,
2833,,12689,,,1,B,,,,CHEMBL621519,,,4932,,,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2C receptor in cloned rat prefrontal cortex homogenate; ND denotes no data,,
2834,,12689,,,1,B,,,,CHEMBL621520,,,3935,,,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2C receptor,,
2835,,12689,,,1,B,,,,CHEMBL621521,,,15818,,,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2C receptor,,
2836,,12689,,,1,B,,,,CHEMBL621522,,,15818,,,Compound was evaluated for its binding affinity towards rat r5-hydroxytryptamine 2C receptor,,
2837,,12689,,,1,B,,,,CHEMBL621523,,,14749,,,Binding affinity against rat 5-hydroxytryptamine 2C receptor in A-9 cells.,,
2838,,12689,,,1,B,,,,CHEMBL621524,,,15740,,,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2C receptor,,
2839,Rattus norvegicus,12689,,,1,B,,,,CHEMBL621525,10116.0,,17133,,,In vitro binding to 5-hydroxytryptamine 2C receptor using [125 I]-DOI,,
2840,,12689,,,1,B,,,,CHEMBL872921,,,16532,,,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine,,
2841,,12689,,,1,B,,,,CHEMBL621526,,,12369,,,The compound evaluated for its affinity against 5-hydroxytryptamine 2C receptor,,
2842,,12689,,,1,B,,,,CHEMBL621527,,,12369,,,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesulergine.,,
2843,Rattus norvegicus,12689,,,1,B,,,,CHEMBL617865,10116.0,,2309,,,Binding affinity against 5-hydroxytryptamine 2C receptor in rat choroid plexus using [3H]N-methyl-mesulergine,,
2844,,12689,,,1,B,,,,CHEMBL617866,,,12953,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor,,
2845,,12689,,,1,B,,,,CHEMBL617867,,,12953,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor from rat cortex using [3H]-citalopram as radioligand; Nonactive at 10 uM,,
2846,,12689,,,1,B,,,,CHEMBL617487,,,12953,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand; Nonactive at 10 uM,,
2847,,12689,,,1,B,,,,CHEMBL617488,,,12953,,,Binding affinity for 5-hydroxytryptamine 2C receptor,,
2848,,12689,,,1,B,,,,CHEMBL617489,,,17133,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 2C receptor using [125 I]-DOI as radioligand; Not determined,,
2849,,12689,,,1,B,,,,CHEMBL617490,,,17211,,,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT denotes not tested,,
2850,,12689,,,1,B,,,,CHEMBL617491,,,17211,,,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT=not tested,,
2851,,12689,,,1,B,,,,CHEMBL617492,,,14025,,,Affinity pKi for 5-hydroxytryptamine 2C receptor was measured in rat cortex homogenates.,,
2852,,12689,,,1,B,,,,CHEMBL617493,,,14998,,,Binding affinity against 5-hydroxytryptamine 2C receptor in rat cortex homogenates.,,
2853,,12689,,,1,B,,,,CHEMBL617494,,,4342,,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2C receptor was determined,,
2854,Rattus norvegicus,12689,,,1,B,,,,CHEMBL617495,10116.0,,13735,,,Displacement of [3H]mesulergine from rat 5-HT2C receptor expressed in HEK293,,
2855,,12689,,,1,B,,,,CHEMBL617496,,,13181,,,Binding affinity was determined against cloned human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,,
2856,,12689,,,1,B,,,485.0,CHEMBL617497,,,1883,,CHO-K1,Compound was evaluated for displacement of [3H]mesulergine from cloned rat 5-hydroxytryptamine 2C receptor in transfected CHO-K1 cells.,,
2857,,12689,,,1,B,,,,CHEMBL617498,,,15194,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,
2858,,12689,,,1,B,,,,CHEMBL617499,,,15194,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand.,,
2859,,12689,,,1,F,,,,CHEMBL617500,,,14579,,,Compound tested for relative response using 0.1 uM 5-HT as agonist against 5-hydroxytryptamine 2C receptor,,
2860,,108,,,1,B,,,,CHEMBL617501,,,4639,,,Compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,,
2861,,108,,,1,B,,,,CHEMBL617502,,,4820,,,Binding affinity towards 5-hydroxytryptamine 2C receptor,,
2862,,227,,,1,B,,,,CHEMBL617503,,,14442,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand; Not Tested,,
2863,,227,,,1,B,,,,CHEMBL617504,,,14755,,,Binding activity against cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand.,,
2864,,227,,,1,B,,,,CHEMBL617406,,,14744,,,Binding affinity against the cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand,,
2865,Homo sapiens,227,,,1,B,,,,CHEMBL617407,9606.0,,6857,,,Affinity for human 5-hydroxytryptamine 2B receptor expressed in mammalian cell line,,
2866,,227,,,1,B,,,,CHEMBL617408,,,16209,,,Binding affinity towards human 5-hydroxytryptamine 2B receptor using [3H]5-HT as radioligand,,
2867,,227,,,1,B,,,,CHEMBL617409,,,15363,,,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,,
2868,,227,,,1,B,,,,CHEMBL617410,,,15363,,,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,,
2869,,227,,,1,B,,,,CHEMBL617411,,,15363,,,Compound was tested for the displacement of [3H]5-HT from cloned human 5-hydroxytryptamine 2B receptor,,
2870,,227,,,1,B,,,,CHEMBL617412,,,17085,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2B receptor,,
2871,Homo sapiens,227,,,1,B,,,,CHEMBL617774,9606.0,,17200,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2B receptor using with [125I]- DOI radioligand,,
2872,Homo sapiens,227,,,1,B,,,722.0,CHEMBL617775,9606.0,,15851,,HEK293,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,,
2873,Homo sapiens,227,,,1,B,,,722.0,CHEMBL617776,9606.0,,15851,,HEK293,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,,
2874,Homo sapiens,227,,,1,F,,,449.0,CHEMBL617777,9606.0,,6857,,CHO,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,
2875,Homo sapiens,227,,,1,F,,,449.0,CHEMBL617778,9606.0,,6857,,CHO,Rleative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,
2876,,227,,,1,B,,,722.0,CHEMBL617779,,,15779,,HEK293,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",,
2877,,227,,,1,B,,,722.0,CHEMBL617780,,,15851,,HEK293,Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells using [3H]5-HT as radioligand.,,
2878,,227,,,1,B,,,722.0,CHEMBL617781,,,15779,,HEK293,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand; no data",,
2879,Homo sapiens,227,,,1,B,,,722.0,CHEMBL617782,9606.0,,14157,,HEK293,Displacement of [3H]5-HT from 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells,,
2880,Homo sapiens,227,,,1,B,,,722.0,CHEMBL617783,9606.0,,4540,,HEK293,Binding affinity to human cloned 5-HT2B receptor in HEK 293 cells using [3H]- -5-HT as radioligand,,
2881,,227,,,1,B,,,,CHEMBL617784,,,6166,,,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor was determined,,
2882,,227,,,1,B,,,722.0,CHEMBL617785,,,15779,,HEK293,Binding affinity towards 5-hydroxytryptamine 2B receptor (human cloned receptor) in HEK 293 cells using [3H]5-HT as radioligand.,,
2883,,227,,,1,B,,,722.0,CHEMBL857984,,,14391,,HEK293,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells using [3H]5-HT as radioligand,,
2884,,227,,,1,B,,,722.0,CHEMBL617786,,,3832,,HEK293,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,,
2885,,227,,,1,B,,,722.0,CHEMBL617787,,,3833,,HEK293,In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.,,
2886,Homo sapiens,227,,,1,B,,,722.0,CHEMBL617788,9606.0,,15851,,HEK293,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells,,
2887,Homo sapiens,227,,,1,B,,,722.0,CHEMBL617789,9606.0,,15851,,HEK293,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; compound is insoluble,,
2888,,227,,,1,B,,,722.0,CHEMBL617790,,,4199,,HEK293,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,,
2889,,227,,,1,B,,,485.0,CHEMBL617791,,,1883,,CHO-K1,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,,
2890,,227,,,1,B,,,,CHEMBL617608,,,4321,,,Binding affinity against 5-hydroxytryptamine 2B receptor,,
