assay_id,assay_subcellular_fraction,assay_tax_id,assay_cell_type,assay_strain,bao_format,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tissue,tid
2803,,,,,BAO0o90019,14093,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2C receptor,F,,,,,12689
2804,,,,,nqO0000357,14970,Binding affinity towards 5-HT2C receptor from rat using [3H]mesulergine as radioligand,B,,,,,12689
2805,,,,,BA8000p357,14970,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand,B,,,,,12689
2806,,,,,BzO000o357,14970,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand; Not tested,B,,,,,12689
2807,,5230.0,,,BAO000o35y,14178,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2C receptor,B,,,Rattus norvegicus,,12689
2808,,74697.0,,,BAOo00035y,14178,Inhibition of radiolabeled [3H]mesulergine ligand binding to 5-hydroxytryptamine 2C receptor,B,,,Rattus norvegicus,,12689
2809,frainmembrajes,33107.0,,,BAO0p002e9,14229,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in rat brain membranes,B,,,Rattus norvegicus,,12689
2810,,,,,BAOpp00357,16532,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine; Not tested,B,,,,,12689
2811,,,,,vAO0o00019,14826,Ability to displace [3H]mesulergine bound to 5-hydroxytryptamine 2C receptor in rat cortex,B,,,,,12689
2812,,,,,nqO0000019,17211,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-HT2C receptor,B,,,,,12689
2813,,,,,gAk0000219,17211,Displacement of [3H]mesulergine (0.5 nM) from rat 5-hydroxytryptamine 2C receptor expressed in SR-3T3 cells,B,In vitro,,,,12689
2814,,,NIH363,,BAO0009q19,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor in NIH3T3 cell line membranes,B,,,,,12689
2815,,,,,BAO0o00457,13246,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor.,B,,,,,12689
2816,,,,,BAO00903r7,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2C receptor,B,,,,,12689
2817,,,NIH3Tr,,BAO0o002w9,12457,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2C receptor,B,,,,,12689
2818,,,,,BAO0009457,4707,Binding affinity towards rat 5-hydroxytryptamine 2C receptor was determined using [125I]- DOI as radioligand,B,,,,,12689
2819,,,,,hAk0000357,13297,Binding affinity against 5-hydroxytryptamine 2C receptor,B,,,,,12689
2820,,,,,BAO900035u,16633,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,B,,,,,12689
2821,,,,,BAO00003r6,16133,Binding affinity against rat 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,,,,,12689
2822,,,,,BAO09003r7,16326,Binding affinity at cloned rat 5-hydroxytryptamine 2C receptor using [3H]DOI as radioligand,B,,,,,12689
2823,,,,,BAO9900019,14423,Binding affinity against 5-hydroxytryptamine 2C receptor from rat cortex using [3H]mesulergine as the radioligand.,B,,,,,12689
2824,,,,,BAp0900019,15412,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex,B,,,,,12689
2825,,,,,BA90o00019,15412,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex.,B,,,,,12689
2826,,,A9,,BAO00p02w9,15558,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,B,,,,,12689
2827,,,,,BxO0000257,16633,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,B,,,,,12689
2828,,,,,BAk0p00357,6013,Binding affinity towards cloned rat 5-hydroxytryptamine 2C receptor from fundus tissue by [3H]mesulergine displacement.,B,,,,,12689
2829,,,,,BxO0000218,17175,Binding affinity towards rat 5-hydroxytryptamine 2C receptor expressed in A-9 cells using [3H]mesulergine as radioligand,B,In vitro,,,,12689
2830,,,,,BAOo009219,12469,Binding affinity was measured on 5-hydroxytryptamine 2C receptor in J1 cells transfected with rat 5-HT2C gene labeled with [3H]mesulergine,B,,,,,12689
2831,,,,,BAOp0000w9,3682,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2C receptor in homogenate of caudate putamen tissue from rat brain,B,,,,Caudate-putamen,12689
2832,,,,,gAO0p00357,4932,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2C receptor in cloned rat cell culture,B,,,,,12689
2833,,,,,BAO00090q9,4932,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2C receptor in cloned rat prefrontal cortex homogenate; ND denotes no data,B,,,,,12689
2834,,,,,BwO0000457,3935,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2C receptor,B,,,,,12689
2835,,,,,BxO00p0357,15818,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2C receptor,B,,,,,12689
2836,,,,,BxOp000357,15818,Compound was evaluated for its binding affinity towards rat r5-hydroxytryptamine 2C receptor,B,,,,,12689
2837,,,,,hAO0900219,14749,Binding affinity against rat 5-hydroxytryptamine 2C receptor in A-9 cells.,B,,,,,12689
2838,,,,,BAp0000367,15740,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2C receptor,B,,,,,12689
2839,,27779.0,,,gAO00003y7,17133,In vitro binding to 5-hydroxytryptamine 2C receptor using [125 I]-DOI,B,,,Rattus norvegicus,,12689
2840,,,,,BwOp000357,16532,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine,B,,,,,12689
2841,,,,,BAi0009357,12369,The compound evaluated for its affinity against 5-hydroxytryptamine 2C receptor,B,,,,,12689
2842,,,,,BAO9090219,12369,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesulergine.,B,,,,,12689
2843,,29587.0,,,BAO000o029,2309,Binding affinity against 5-hydroxytryptamine 2C receptor in rat choroid plexus using [3H]N-methyl-mesulergine,B,,,Rattus norvegicus,,12689
2844,,,,,gAO0000457,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor,B,,,,,12689
2845,,,,,BAO00000q0,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor from rat cortex using [3H]-citalopram as radioligand; Nonactive at 10 uM,B,,,,,12689
2846,,,,,BAO00003t8,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand; Nonactive at 10 uM,B,,,,,12689
2847,,,,,BA80900357,12953,Binding affinity for 5-hydroxytryptamine 2C receptor,B,,,,,12689
2848,,,,,BwO0009357,17133,Tested in vitro for its ability to bind to 5-hydroxytryptamine 2C receptor using [125 I]-DOI as radioligand; Not determined,B,,,,,12689
2849,,,,,BA90o00019,17211,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT denotes not tested,B,,,,,12689
2850,,,,,BAOo0000q9,17211,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-hydroxytryptamine 2C receptor; NT=not tested,B,,,,,12689
2851,,,,,hAOo000019,14025,Affinity pKi for 5-hydroxytryptamine 2C receptor was measured in rat cortex homogenates.,B,,,,,12689
2852,,,,,fAO0000919,14998,Binding affinity against 5-hydroxytryptamine 2C receptor in rat cortex homogenates.,B,,,,,12689
2853,,,,,Bz80000357,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2C receptor was determined,B,,,,,12689
2854,,42508.0,,,hAO00000q9,13735,Displacement of [3H]mesulergine from rat 5-HT2C receptor expressed in HEK293,B,,,Rattus norvegicus,,12689
2855,,,,,hAO0000r57,13181,Binding affinity was determined against cloned human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,B,,,,,12689
2856,,,CHpK1,,BsO0900219,1883,Compound was evaluated for displacement of [3H]mesulergine from cloned rat 5-hydroxytryptamine 2C receptor in transfected CHO-K1 cells.,B,,,,,12689
2857,,,,,BAO00003y6,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,B,,,,,12689
2858,,,,,BAO00004r7,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand.,B,,,,,12689
2859,,,,,BsO00000w9,14579,Compound tested for relative response using 0.1 uM 5-HT as agonist against 5-hydroxytryptamine 2C receptor,F,,,,,12689
2860,,,,,BAko000357,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,B,,,,,108
2861,,,,,BwO000p357,4820,Binding affinity towards 5-hydroxytryptamine 2C receptor,B,,,,,108
2862,,,,,BAO00o0257,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2B receptor using [3H]rauwolscine as radioligand; Not Tested,B,,,,,227
2863,,,,,BAO9o00357,14755,Binding activity against cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand.,B,,,,,227
2864,,,,,nAO0p00357,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2B receptor using [3H]5-HT as the radioligand,B,,,,,227
2865,,50716.0,,,BAO0o00o19,6857,Affinity for human 5-hydroxytryptamine 2B receptor expressed in mammalian cell line,B,,,Homo sapiens,,227
2866,,,,,BAO0pp0357,16209,Binding affinity towards human 5-hydroxytryptamine 2B receptor using [3H]5-HT as radioligand,B,,,,,227
2867,,,,,BAO00op357,15363,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,B,,,,,227
2868,,,,,BAO000036i,15363,Compound was tested for the displacement of [3H]5-HT from clone human 5-hydroxytryptamine 2B receptor,B,,,,,227
2869,,,,,BA8p000357,15363,Compound was tested for the displacement of [3H]5-HT from cloned human 5-hydroxytryptamine 2B receptor,B,,,,,227
2870,,,,,BA9000o019,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2B receptor,B,,,,,227
2871,,22210.0,,,BAO000025i,17200,Inhibitory constant against cloned human 5-hydroxytryptamine 2B receptor using with [125I]- DOI radioligand,B,,,Homo sapiens,,227
2872,,26174.0,HwK293,,fAOp000219,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,B,,,Homo sapiens,,227
2873,,3731.0,mEK293,,BqO00002q9,15851,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; ND = no data,B,,,Homo sapiens,,227
2874,,18935.0,CHO,,BA80009219,6857,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,Homo sapiens,,227
2875,,2945.0,CHO,,BAOo00021o,6857,Rleative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,F,,,Homo sapiens,,227
2876,,,H3K293,,vAO0090219,15779,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,227
2877,,,HEK2p3,,BAO009021o,15851,Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells using [3H]5-HT as radioligand.,B,,,,,227
2878,,,HEl293,,BAO9000210,15779,"Binding affinities towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand; no data",B,,,,,227
2879,,48883.0,HEK203,,BsO9000219,14157,Displacement of [3H]5-HT from 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells,B,,,Homo sapiens,,227
2880,,55022.0,HEK2p3,,gAO000p219,4540,Binding affinity to human cloned 5-HT2B receptor in HEK 293 cells using [3H]- -5-HT as radioligand,B,,,Homo sapiens,,227
2881,,,,,BAO00p035u,6166,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor was determined,B,,,,,227
2882,,,mEK293,,BAO9o00219,15779,Binding affinity towards 5-hydroxytryptamine 2B receptor (human cloned receptor) in HEK 293 cells using [3H]5-HT as radioligand.,B,,,,,227
2883,,,HEj293,,BA90000e19,14391,Binding affinity towards cloned human 5-hydroxytryptamine 2B receptor expressed in HEK 293 cells using [3H]5-HT as radioligand,B,,,,,227
2884,,,HEKe93,,vzO0000219,3832,Binding affinity towards human cloned 5-HT2B receptor of HEK293 cells by displacement of [3H]5-HT,B,,,,,227
2885,,,HsK293,,BsO9000219,3833,In vitro binding affinity at human cloned 5-hydroxytryptamine 2B receptor of HEK293 cells by [3H]5-HT displacement.,B,,,,,227
2886,,33499.0,HEKq93,,BAO000022o,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells,B,,,Homo sapiens,,227
2887,,49440.0,HEK2p3,,BAOpp00219,15851,Displacement of [3H]5-HT from human 5-hydroxytryptamine 2B receptor expressed in HEK293 cells; compound is insoluble,B,,,Homo sapiens,,227
2888,,,HEK283,,BAp0000218,4199,Compound was evaluated for binding affinity against human cloned 5-HT2B receptor in HEK 293 cells using [3H]5-HT as the radioligand,B,,,,,227
2889,,,CHOo1,,BzOo000219,1883,Displacement of [3H]-5-5HT from human cloned 5-hydroxytryptamine 2B receptor expressed in CHO-K1 cells,B,,,,,227
2890,,,,,BAO009p357,4321,Binding affinity against 5-hydroxytryptamine 2B receptor,B,,,,,227
2891,,,HEK2o3,,gzO0000219,15146,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 2B receptor in HEK 293 cells using [3H]5-HT,B,,,,,227
2892,,,HEK393,,BAO00po219,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2B receptor in HEK 293 using [3H]ketanserin as a radioligand,B,,,,,227
2893,,,HEi293,,gqO0000219,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2B receptors in HEK293 cells using [3H]5-HT.,B,,,,,227
2894,,,HEi293,,BAl0000210,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,227
2895,,,HEK2i3,,BAO0000w1p,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2B receptor in HEK293 cells, using [3H]5-HT as radioligand",B,,,,,227
2896,,21651.0,,,BzO9000019,14025,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 2B receptor in the endothelium intact rabbit jugular vein.,B,,,Oryctolagus cuniculus,,227
2897,,,,,fAp0000019,13463,Binding affinity analysed for 5-HT 2B receptor in rat stomach fundus,B,,,,Stomach,12688
2898,,,,,BA800003r7,7259,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,B,,,,Stomach,12688
2899,,,,,BwO000035i,7259,Affinity against serotonergic receptor in the isolated rat stomach fundus,B,,,,Stomach,12688
2900,,4971.0,,,BAO00p001i,7185,Antagonistic activity against 5-hydroxytryptamine 2B receptor obtained from rat stomach fundus preparation,F,,,Rattus norvegicus,Stomach,12688
2901,,74732.0,,,nAk0000019,7185,Antagonistic against 5-hydroxytryptamine 2B receptor,F,,,Rattus norvegicus,,12688
2902,,,,,hAO0o00019,13267,Antagonistic affinity measured as pA2 value on 5-hydroxytryptamine 2B receptor of the rat stomach fundus,F,,,,Stomach,12688
2903,,15986.0,,,gAO000035u,13735,Inhibition of 5-HT binding to 5-HT2B receptor of Rat stomach fundus,B,,,Rattus norvegicus,Stomach,12688
2904,,,,,BAO0000p1o,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor,F,,,,,12688
2905,,,,,hAO000001o,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B receptor ) receptor; No data,F,,,,,12688
2906,,,,,BAO00po019,15738,Compound was evaluated for antagonism against serotonin (5-hydroxytryptamine 2B) receptor,F,,,,,12688
2907,,71853.0,,,BAOp000257,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,Stomach,12688
2908,,36207.0,,,BzO0000367,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,Stomach,12688
2909,,12895.0,,,fAl0000357,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,Stomach,12688
2910,,67400.0,,,fAO0000367,12936,Inhibitory potency against rat stomach fundus 5-hydroxytryptamine 2B receptor,B,,,Rattus norvegicus,Stomach,12688
2911,,,,,BqO0o00019,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,,Stomach,12688
2912,,,,,BApp000019,16404,Negative log concentration of antagonist was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,,Stomach,12688
2913,,,,,BAi0p00019,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is No Data.,F,,,,Stomach,12688
2914,,,,,hAO00o0019,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus; ND is not determined.,F,,,,Stomach,12688
2915,,82365.0,,,nAO000o019,16404,Antagonistic activity on 5-hydroxytryptamine 2B receptor of Rat stomach fundus;ND is not determined,F,,,Rattus norvegicus,Stomach,12688
2916,,,,,BAO0000p1p,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat thoracic aorta; ND is not determined,F,,,,Thoracic aorta,12688
2917,,,,,BAOp000358,7483,The binding affinity of compound to 5-HT receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,12688
2918,,,,,BAp0000257,7483,The binding affinity to 5-hydroxytryptamine 2B receptor of rat fundus,B,,,,,12688
2919,,,,,BA89000357,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus was expressed as pA2 value; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,12688
2920,,,,,BA80000347,7483,The binding affinity of compound to 5-hydroxytryptamine 2B receptor of rat fundus; Unable to determine valid PA2 value due to slope of Schild plot,B,,,,,12688
2922,,5640.0,,,BAO0p00p19,16404,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2B receptor of Rat stomach fundus,F,,,Rattus norvegicus,Stomach,12688
2923,,,,,BAO0o00367,6347,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,227
2924,,,,,BA0000o357,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2B receptor was determined,B,,,,,227
2925,,,,,BsO0o00357,4373,Binding affinity for 5-hydroxytryptamine 2B receptor was determined,B,,,,,227
2926,,,,,BAO00o0e57,4687,Evaluated for the binding affinity to 5-HT 2B receptor,B,,,,,227
2927,,,,,BA80090357,16946,Ability to displace [3H]5-HT from 5-hydroxytryptamine 2B receptor,B,,,,,227
2928,,,,,BAp0000356,16633,Binding affinities against 5-hydroxytryptamine 2B receptor,B,,,,,227
2929,,,,,BAO9o00357,16633,Binding affinities towards 5-hydroxytryptamine 2B receptor,B,,,,,227
2930,,,,,BAOo000w57,16633,Binding affinity towards 5-hydroxytryptamine 2B receptor using [125I]DOI as radioligand,B,,,,,227
2931,,,,,BAO00003yi,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,,,,,108
2932,,699.0,,,BAO0900257,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,,,Bos taurus,,108
2933,,66877.0,,,BAO000045u,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10E-6 M,B,,,Bos taurus,,108
2934,,30265.0,,,BAOp000358,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at a concentration of 10e-6 M,B,,,Bos taurus,,108
2935,,20530.0,,,BA000003y7,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor at concentration of 10e-6 M,B,,,Bos taurus,,108
2936,,61786.0,,,nAO0000347,16404,Inhibitory constant was determined on 5-hydroxytryptamine 2C receptor of Bovine choroid plexus,B,,,Bos taurus,,108
2937,,28295.0,,,BAOo009357,15026,In vitro ability to displace [3H]mesulergine binding from 5-hydroxytryptamine 2C receptor from bovine choroid plexus.,B,,,Bos taurus,,108
2938,,11738.0,,,BAO00o03y7,15738,In vitro affinity against serotonin (5-hydroxytryptamine 2C) receptor,B,,,Bos taurus,,108
2939,,51474.0,,,BAO0o00p19,16312,Binding affinity against guinea pig cortex 5-HT2C receptor in the presence of [3H]mesulergine,B,,,Cavia porcellus,,108
2940,,8780.0,,,BwO0000356,5486,Binding affinity towards 5-HT4 receptor by the displacement of [3H]GR-113808 in guinea-pig striatum,B,,,Cavia porcellus,Striatum,20033
2941,,,,,BAO90003t7,5254,Binding affinity against 5-HT1A receptor,B,,,,,51
2942,,,CHO,,BAi000o219,3857,Agonistic activity for 5-HT2c (5-HT2C) by measuring [3H]inositol monophosphate fromation in CHO cells in which the human 5-HT2C receptor subtype was stably expressed,F,,,,,108
2943,,33485.0,CHO,,BAO0p002w9,6857,Functional activity against human 5-hydroxytryptamine 2C receptor expressed in CHO cells using fluorometric imaging plate reader,F,,,Homo sapiens,,108
2944,,,,,BAO0000q1p,4176,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2c receptor cell line,F,,,,,108
2945,,,CHO,,BAO00002w8,6347,Agonistic binding efficacy against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand,B,,,,,108
2946,,,CHO,,BwO0090219,6347,"Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI radioligand, expressed as Emax",B,,,,,108
2947,,15512.0,,,vAO000p357,16146,Inhibition of human 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,,108
2948,,,,,BAO0o0p357,3805,In vitro binding affinity against human 5-hydroxytryptamine 2C receptor at a concentration of 100 (nM),B,,,,,108
2949,,,,,BAOo00001o,3857,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,B,,,,,108
2950,,,,,hzO0000357,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor,B,,,,,108
2951,,,,,fAO0000e57,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,,,,,108
2952,,,,,BwO000p357,5635,Intrinsic efficacy against 5-hydroxytryptamine 2C receptor; Intrinsic efficacy (%) not determined,B,,,,,108
2953,,,CHO,,BAOp00o219,4012,Displacement of [H]-mesulergine from CHO cells expressing human 5-hydroxytryptamine 2C receptor.,B,,,,,108
2954,,,CHO,,BAO0p0021o,6366,Ability to displace [3H]- mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells,B,,,,,108
2955,,,CHO,,BAi00002q9,15949,Ability to displace [3H]mesulergine binding to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,108
2956,,,CHO,,vAO00002q9,17211,Ability to displace [3H]mesulergine (0.5 nM) from CHO cells of human 5-hydroxytryptamine 2C receptor,B,,,,,108
2957,,53295.0,,,BqO00o0357,6491,Affinity towards human 5-hydroxytryptamine 2C serotonin receptor,B,,,Homo sapiens,,108
2958,,,,,BAO00000wp,14093,Agonist activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand,F,,,,,108
2959,,,,,BAO0000pw9,13481,Agonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,F,,,,,108
2960,,45845.0,CHO,,BAOpo00219,6347,Agonistic binding affinity against human 5-hydroxytryptamine 2C receptor in CHO cells using [125I]- DOI ,B,,,Rattus norvegicus,,108
2961,,,,,BwO00000q9,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand,F,,,,,108
2962,,,,,nAO000o019,14093,Antagonist activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine radioligand; Not tested,F,,,,,108
2963,,,,,BA80p00019,13481,Antagonistic activity at cloned human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,F,,,,,108
2964,,,,,BAO0090e57,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [125 I]DOI as radioligand,B,,,,,108
2965,,,,,BAO00o035y,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand,B,,,,,108
2966,,,,,BAO00p0356,14442,Binding ability of compound at cloned human 5-hydroxytryptamine 2C receptor using [3H]- mesulergine as radioligand;not tested,B,,,,,108
2967,,,,,BAO000025i,14755,Binding activity against cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand.,B,,,,,108
2968,,,,,BAO00pp357,14744,Binding affinity against the cloned human 5-hydroxytryptamine 2C receptor using [125I]DOI as the radioligand,B,,,,,108
2969,,,CHO,,BAO0990219,16659,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,B,,,,,108
2970,,40444.0,,,BAO0000918,6857,Affinity for human 5-hydroxytryptamine 2C receptor expressed in mammalian cell line,B,,,Homo sapiens,,108
2971,,,,,BzO000p357,5635,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI radioligand.,B,,,,,108
2972,,5563.0,,,gAO00003y7,4234,Binding affinity to cloned human 5-hydroxytryptamine 2C receptor,B,,,Homo sapiens,,108
2973,,,,,hAO0900357,16209,Binding affinity towards human 5-HT2C receptor was determined using [125I]- DOI as radioligand,B,,,,,108
2974,Membrwnes,6323.0,,,BAO000p248,5778,Binding affinity for 5-HT3 receptor by displacement of [3H]-LY 278584 in rat cerebral cortex membranes,B,,,Rattus norvegicus,,104698
2975,,,,,BAOp000e23,5094,Binding affinity towards rat 5-hydroxytryptamine 3 receptor was evaluated,B,,,,,104698
2976,,32028.0,,,hAO000o019,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 in rat posterior cortex,B,,,Rattus norvegicus,,104698
2977,,,,,BA80000018,1578,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex,B,,,,,104698
2978,,,,,BzO000001p,809,Binding affinity against 5-hydroxytryptamine 3 receptor using [3H]BRL-43694 as radioligand in rat posterior cortex; Not tested,B,,,,,104698
2979,,,,,BAO000o21o,12469,Binding affinity was measured on 5-hydroxytryptamine 3 receptor in NG-108 cells labeled with [3H]GR-65630,B,,,,,104698
2980,,,,,BAO0090o19,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex,B,,,,,104698
2981,,,,,BAl0000p19,14290,Binding affinity was measured on 5-hydroxytryptamine 3 receptor using [3H]-BRL 43694 as radioligand in rat posterior cortex.,B,,,,,104698
2982,,,,,BAO00o0123,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-5-HT,B,,,,,104698
2983,,,,,BAOp0o0223,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]GR-65630,B,,,,,104698
2984,,,,,nAO0000222,10609,Binding affinity for central 5-hydroxytryptamine 3 receptor was determined by displacement of [3H]-ketanserin,B,,,,,104698
