Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion name,CountryRegion percent,Sector ID,Sector name,Sector percent
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,4913.85,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,14032,Basic sanitation,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,20910.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,15110,Public sector policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,10455.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,15130,Legal and judicial development,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,20910.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,15150,Democratic participation and civil society,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,20910.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,15153,Media and free flow of information,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,20910.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,15160,Human rights,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,4182.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,16020,Employment policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,3554.7,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,16050,Multi-sector aid for basic social services,0.017
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,2091.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,32140,Cottage industries and handicrafts,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,2509.2,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,32161,Agro-industries,0.012
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,20910.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,33110,Trade policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,10455.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,33120,Trade facilitation,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,26764.8,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,33140,Multilateral trade negotiations,0.128
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,6273.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,33181,Trade education/training,0.03
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HN,Closed,8364.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HN,Honduras,0.034,99820,Promotion of development awareness,0.04
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,2460.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,11220,Primary education,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,2460.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,11330,Vocational training,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,3690.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,11430,Advanced technical and managerial training,0.015
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,4920.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,12110,Health policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,4920.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,12281,Health personnel development,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,5166.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,13040,STD control including HIV/AIDS,0.021
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,5781.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,14031,Basic drinking water supply,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,5781.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,14032,Basic sanitation,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,24600.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,15110,Public sector policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,12300.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,15130,Legal and judicial development,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,24600.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,15150,Democratic participation and civil society,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,24600.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,15153,Media and free flow of information,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,24600.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,15160,Human rights,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,4920.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,16020,Employment policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,4182.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,16050,Multi-sector aid for basic social services,0.017
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,2460.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,32140,Cottage industries and handicrafts,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,2952.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,32161,Agro-industries,0.012
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,24600.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,33110,Trade policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,12300.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,33120,Trade facilitation,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,31488.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,33140,Multilateral trade negotiations,0.128
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,7380.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,33181,Trade education/training,0.03
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,HT,Closed,9840.0,1,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,America,HT,Haiti,0.04,99820,Promotion of development awareness,0.04
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,11220,Primary education,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,11330,Vocational training,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,4612.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,11430,Advanced technical and managerial training,0.015
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,12110,Health policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,12281,Health personnel development,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,6457.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,13040,STD control including HIV/AIDS,0.021
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,7226.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,14031,Basic drinking water supply,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,7226.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,14032,Basic sanitation,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,15110,Public sector policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,15375.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,15130,Legal and judicial development,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,15150,Democratic participation and civil society,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,15153,Media and free flow of information,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,15160,Human rights,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,16020,Employment policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,5227.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,16050,Multi-sector aid for basic social services,0.017
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,32140,Cottage industries and handicrafts,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,3690.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,32161,Agro-industries,0.012
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,30750.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,33110,Trade policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,15375.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,33120,Trade facilitation,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,39360.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,33140,Multilateral trade negotiations,0.128
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,9225.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,33181,Trade education/training,0.03
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,ID,Closed,12300.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,ID,Indonesia,0.05,99820,Promotion of development awareness,0.04
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,615.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,11220,Primary education,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,615.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,11330,Vocational training,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,922.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,11430,Advanced technical and managerial training,0.015
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1230.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,12110,Health policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1230.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,12281,Health personnel development,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1291.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,13040,STD control including HIV/AIDS,0.021
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1445.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,14031,Basic drinking water supply,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1445.25,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,14032,Basic sanitation,0.0235
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,15110,Public sector policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,15130,Legal and judicial development,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,15150,Democratic participation and civil society,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,15153,Media and free flow of information,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,15160,Human rights,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1230.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,16020,Employment policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1045.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,16050,Multi-sector aid for basic social services,0.017
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,615.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,32140,Cottage industries and handicrafts,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,738.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,32161,Agro-industries,0.012
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,33110,Trade policy and administrative management,0.1
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,33120,Trade facilitation,0.05
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,7872.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,33140,Multilateral trade negotiations,0.128
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,1845.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,33181,Trade education/training,0.03
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,IQ,Closed,2460.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,IQ,Iraq,0.01,99820,Promotion of development awareness,0.04
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,11220,Primary education,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,3075.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,11330,Vocational training,0.01
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,4612.5,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,11430,Advanced technical and managerial training,0.015
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,12110,Health policy and administrative management,0.02
2009/2010,0,1,0,Not PBA,Governance & Human Rights,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,NGO,KH,Closed,6150.0,3,0,0,0,0,0,0,0,2,1000715,Canadian Catholic Organization for Development and Peace,Civil Society,Asia,KH,Cambodia,0.05,12281,Health personnel development,0.02
