ss_d,ss_sbclllr_frctn,cnfdnc_scr,dscrptn,ss_rgnsm,ss_strn,vrnt_d,ss_tss,tss_d,cll_d,src_d,ss_tx_d,ss_tp,chmbl_d,td,ss_ctgr,rltnshp_tp,crtd_b,src_ss_d,b_frmt
12528,,1,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 4 hr (radiolabeled with [125I]-,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL624887,50597,,N,Intermediate,,BAO_0000218
12529,,1,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [123I]-,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL624888,50597,,N,Intermediate,,BAO_0000218
12530,,1,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 5 minute (radiolabeled with [125I]-,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL624889,50597,,N,Intermediate,,BAO_0000218
12531,,1,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [123I]-,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL624890,50597,,N,Intermediate,,BAO_0000218
12532,,1,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 60 minute (radiolabeled with [125I]-,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL621964,50597,,N,Intermediate,,BAO_0000218
12533,,1,Concentration was measured in kidney tissue of unfasted Fischer 344 rats administered intravenously after 2 minute (radiolabeled with [125I]-,Rattus norvegicus,,,Kidney,2113.0,,1,10116.0,A,CHEMBL621965,50597,,N,Intermediate,,BAO_0000218
12534,,1,Concentration was measured in liver tissue f unfasted Fischer 344 rats administered intravenously after 10 minute (radiolabeled with [125I]-,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL621966,50597,,N,Intermediate,,BAO_0000218
12535,,1,Concentration was measured in liver tissue f unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [123I]-,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL621967,50597,,N,Intermediate,,BAO_0000218
12536,,1,Concentration was measured in liver tissue f unfasted Fischer 344 rats administered intravenously after 30 minute (radiolabeled with [125I]-,Rattus norvegicus,,,Liver,2107.0,,1,10116.0,A,CHEMBL622164,50597,,N,Intermediate,,BAO_0000218
12537,,0,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; acid insoluble (nucleic acids),,,,,,,1,,A,CHEMBL623097,22224,,U,Autocuration,,BAO_0000019
12538,,0,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; acid insoluble (protein),,,,,,,1,,A,CHEMBL623098,22224,,U,Autocuration,,BAO_0000019
12539,,0,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; acid soluble,,,,,,,1,,A,CHEMBL623099,22224,,U,Autocuration,,BAO_0000019
12540,,0,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells; total uptake,,,,,,,1,,A,CHEMBL623100,22224,,U,Autocuration,,BAO_0000019
12541,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated Number of new tumors observed",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL628673,50597,,N,Intermediate,,BAO_0000218
12542,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated complete percent remission indicates tumor not palpable.",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL628674,50597,,N,Intermediate,,BAO_0000218
12543,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated number of tumors at the beginning of the test.",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL628675,50597,,N,Intermediate,,BAO_0000218
12544,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated of percent static tumors indicates size of tumor 51-150% of the initial size",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL627644,50597,,N,Intermediate,,BAO_0000218
12545,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated partial percent remission indicates reduction of initial tumor size <=50%.",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL627645,50597,,N,Intermediate,,BAO_0000218
12546,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated percent progress in tumor size indicates >150% of the initial size",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL627646,50597,,N,Intermediate,,BAO_0000218
12547,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated percent static tumors indicates size of tumor 51-150% of the initial size",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL627647,50597,,N,Intermediate,,BAO_0000218
12548,,1,"Effect was evaluated on the (DMBA)-induced carcinoma of the 8 Sprague-Dawley Rat, calculated percent tumor area measured as the average on the 28th day of therapy.",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL627648,50597,,N,Intermediate,,BAO_0000218
12549,,1,Free level in rat plasma,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL627649,50597,,N,Intermediate,,BAO_0000218
12550,,0,Level reaching in blood plasma of rat or human was determined,,,,,,,1,,A,CHEMBL628313,22224,,U,Autocuration,,BAO_0000019
12551,,1,Log (Cbrain/Cblood) in rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL628314,50597,,N,Intermediate,,BAO_0000218
12552,,0,Mean percentage of compound transport through P-glycoprotein; expressed as p-glycoprotein affinity,,,,,,,1,,A,CHEMBL628315,22224,,U,Autocuration,,BAO_0000019
12553,,0,Mean percentage of compound transport through membrane; expressed as membrane transport,,,,,,,1,,A,CHEMBL628316,22224,,U,Autocuration,,BAO_0000019
12554,,0,Metabolic breakdown to the o-sulfate of p-chloroaniline (2-amino-5-chlorophenyl sulfate) by giving 100 mg/kg oral doses of the compound,,,,,,,1,,A,CHEMBL628317,22224,,U,Autocuration,,BAO_0000218
12555,,0,Michaelis-Menten constant was measured in the inactivation of HPK; Km x 10 e5,,,,,,,1,,A,CHEMBL628473,22224,,U,Autocuration,,BAO_0000019
12556,,0,"Michaelis-Menten constant was measured in the inactivation of HPK; Km x 10 e5, ND=Not determined",,,,,,,1,,A,CHEMBL628474,22224,,U,Autocuration,,BAO_0000019
12557,,0,Michaelis-Menten constant was measured in the inactivation of trypsin; Km x 10 e5,,,,,,,1,,A,CHEMBL628475,22224,,U,Autocuration,,BAO_0000019
12558,,0,Net water uptake by a carrier mediated transport (%cm) mechanism,,,,,,,1,,A,CHEMBL628476,22224,,U,Autocuration,,BAO_0000019
12559,,0,Peak concentration was determined in portal circulation after intraduodenal dose of 10 mg/kg in monkey,Simiiformes,,,,,,1,314293.0,A,CHEMBL628477,22224,,U,Autocuration,,BAO_0000218
12560,,1,Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret,Mustela putorius furo,,,,,,1,9669.0,A,CHEMBL628478,50506,,N,Intermediate,,BAO_0000218
12561,,1,"Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret, determined by renin inhibition assay",Mustela putorius furo,,,,,,1,9669.0,A,CHEMBL628479,50506,,N,Intermediate,,BAO_0000218
12562,,0,Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey,Simiiformes,,,,,,1,314293.0,A,CHEMBL628480,22224,,U,Autocuration,,BAO_0000218
12563,,0,"Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey, determined by renin inhibition assay",Simiiformes,,,,,,1,314293.0,A,CHEMBL628481,22224,,U,Autocuration,,BAO_0000218
12564,,1,Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL628482,50597,,N,Intermediate,,BAO_0000218
12565,,1,"Peak concentration was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat, determined by renin inhibition assay",Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL628483,50597,,N,Intermediate,,BAO_0000218
12566,,1,"Peak plasma concentration at a dose of 10 mg/kg, ip route in rat suspended in carboxymethyl cellulose (CMC);ND is defined as no-data.",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL628484,50597,,N,Intermediate,,BAO_0000218
12567,,1,"Peak plasma concentration at a dose of 100 mg/kg, os route in rat suspended in carboxymethyl cellulose (CMC)",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL628485,50597,,N,Intermediate,,BAO_0000218
12568,,1,"Peak plasma concentration at a dose of 20 mg/kg, oral route in monkey (Macaca fascicularis) suspended in carboxymethyl cellulose (CMC);Range is between (5.5-6)",Macaca fascicularis,,,Plasma,1969.0,,1,9541.0,A,CHEMBL628486,100710,,N,Intermediate,,BAO_0000218
12569,,1,"Peak plasma concentration at a dose of 200 mg/kg, oral route in human",Homo sapiens,,,Plasma,1969.0,,1,9606.0,A,CHEMBL628487,50587,,N,Intermediate,,BAO_0000218
12570,,1,"Peak plasma concentration at a dose of 25 mg/kg, ip route in rat suspended in carboxymethyl cellulose (CMC);ND is defined as no-data.",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL628488,50597,,N,Intermediate,,BAO_0000218
12571,,1,"Peak plasma concentration at a dose of 25 mg/kg, os route in rat suspended in carboxymethyl cellulose (CMC)",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL628489,50597,,N,Intermediate,,BAO_0000218
12572,,1,"Peak plasma concentration at a dose of 50 mg/kg, os route in rat suspended in carboxymethyl cellulose (CMC)",Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL628490,50597,,N,Intermediate,,BAO_0000218
12573,,1,Peak plasma drug level after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using HPLC assay,Macaca fascicularis,,,,,,1,9541.0,A,CHEMBL628491,100710,,N,Intermediate,,BAO_0000218
12574,,1,Peak plasma drug level after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using HPLC assay,Macaca fascicularis,,,,,,1,9541.0,A,CHEMBL877507,100710,,N,Intermediate,,BAO_0000218
12575,,0,Peak plasma drug level after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,,,,,,,1,,A,CHEMBL628492,22224,,U,Autocuration,,BAO_0000218
12576,,0,% metabolized in monkey S-9 after 2 hours (10 ug/mL),Simiiformes,,,,,,1,314293.0,A,CHEMBL628493,22224,,U,Autocuration,,BAO_0000019
12577,,0,% metabolized in monkey S-9 after 2 hours (1 ug/ml),Simiiformes,,,,,,1,314293.0,A,CHEMBL628494,22224,,U,Autocuration,,BAO_0000019
12578,,0,% metabolized in monkey S-9 after 2 hours (10 ug/ml),Simiiformes,,,,,,1,314293.0,A,CHEMBL628495,22224,,U,Autocuration,,BAO_0000019
12579,,1,Permeability in Caco-2 assay at 10E-6,Homo sapiens,,,,,,1,9606.0,A,CHEMBL628496,50587,,N,Intermediate,,BAO_0000218
12580,,0,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,,,,Brain,955.0,,1,,A,CHEMBL628497,22224,,U,Autocuration,,BAO_0000218
12581,,0,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,,,,Brain,955.0,,1,,A,CHEMBL628498,22224,,U,Autocuration,,BAO_0000218
12582,,0,Plasma protein binding was determined,,,,,,,1,,A,CHEMBL628499,22224,,U,Autocuration,,BAO_0000019
12583,,0,Brain concentration after 2 hr at a dose of 100 mg/kg when administered perorally,,,,,,,1,,A,CHEMBL627656,22224,,U,Autocuration,,BAO_0000218
12584,,0,Brain concentration after 2 hr at a dose of 10 mg/kg when administered intraperitoneally,,,,,,,1,,A,CHEMBL627657,22224,,U,Autocuration,,BAO_0000218
12585,,0,Brain concentration after 2 hr at a dose of 10 mg/kg when administered intravenously,,,,,,,1,,A,CHEMBL626808,22224,,U,Autocuration,,BAO_0000218
12586,,0,Brain concentration after 2 hr at a dose of 10 mg/kg when administered perorally,,,,,,,1,,A,CHEMBL626809,22224,,U,Autocuration,,BAO_0000218
12587,,0,Brain concentration after 4 hr at a dose of 100 mg/kg when administered perorally,,,,,,,1,,A,CHEMBL626810,22224,,U,Autocuration,,BAO_0000218
12588,,0,Brain concentration after 4 hr at a dose of 10 mg/kg when administered intraperitoneally,,,,,,,1,,A,CHEMBL626811,22224,,U,Autocuration,,BAO_0000218
12589,,0,Brain concentration after 4 hr at a dose of 10 mg/kg when administered intravenously,,,,,,,1,,A,CHEMBL874465,22224,,U,Autocuration,,BAO_0000218
12590,,0,Brain concentration after 4 hr at a dose of 10 mg/kg when administered perorally,,,,,,,1,,A,CHEMBL626812,22224,,U,Autocuration,,BAO_0000218
12591,,0,Brain concentration after 6 hr at a dose of 100 mg/kg when administered perorally,,,,,,,1,,A,CHEMBL626813,22224,,U,Autocuration,,BAO_0000218
12592,,0,Brain concentration after 6 hr at a dose of 10 mg/kg when administered perorally,,,,,,,1,,A,CHEMBL626814,22224,,U,Autocuration,,BAO_0000218
12593,,0,Bullaticin index relates the IC50 values by normalizing to the value of bullatacin for easy comparison.,,,,,,,1,,A,CHEMBL626815,22224,,U,Autocuration,,BAO_0000019
12594,,0,Partition coefficient (logP),,,,,,,1,,A,CHEMBL628566,22224,,U,Autocuration,,BAO_0000019
12595,,0,Calculated partition coefficient (clogP) (CLOGP3 V3.4),,,,,,,1,,P,CHEMBL628567,22229,,U,Autocuration,,BAO_0000100
12596,,0,Calculated partition coefficient (clogP),,,,,,,1,,P,CHEMBL628568,22229,,U,Autocuration,,BAO_0000100
12597,,1,C max in dog,Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL628569,50588,,N,Intermediate,,BAO_0000218
12598,,1,C max in guinea pig,Cavia porcellus,,,,,,1,10141.0,A,CHEMBL628570,50512,,N,Intermediate,,BAO_0000218
12599,,0,C max value was evaluated,,,,,,,1,,A,CHEMBL628571,22224,,U,Autocuration,,BAO_0000218
12600,,0,Cmax value after oral dose of 0.1 mg//kg,,,,,,,1,,A,CHEMBL628572,22224,,U,Autocuration,,BAO_0000218
12601,,0,Cmax value after oral dose of 0.3 mg/kg,,,,,,,1,,A,CHEMBL628573,22224,,U,Autocuration,,BAO_0000218
12602,,0,Cmax value after oral dose of 1 mg/kg,,,,,,,1,,A,CHEMBL628574,22224,,U,Autocuration,,BAO_0000218
12603,,0,Cmax value after oral dose of 10 mg/kg,,,,,,,1,,A,CHEMBL628575,22224,,U,Autocuration,,BAO_0000218
12604,,0,Cmax value after oral dose of 23.4 mg/kg,,,,,,,1,,A,CHEMBL628576,22224,,U,Autocuration,,BAO_0000218
12605,,0,Cmax value after oral dose of 3 mg/kg,,,,,,,1,,A,CHEMBL628577,22224,,U,Autocuration,,BAO_0000218
12606,,0,Cmax value after oral dose of 3.87 mg/kg,,,,,,,1,,A,CHEMBL628578,22224,,U,Autocuration,,BAO_0000218
12607,,1,Cmax value in female Beagle dogs,Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL874466,50588,,N,Intermediate,,BAO_0000218
12608,,1,Cmax value in male rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL628579,50597,,N,Intermediate,,BAO_0000218
12609,,1,Cmax value in rat plasma when administered 20 mg/kg perorally,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL628580,50597,,N,Intermediate,,BAO_0000218
12610,,1,Maximal plasma concentration in dogs at 10mg/kg oral dose 0.05M citric acid,Canis lupus familiaris,,,Plasma,1969.0,,1,9615.0,A,CHEMBL628581,50588,,N,Intermediate,,BAO_0000218
12611,,1,Maximal plasma concentration in dogs at 10mg/kg oral dose 0.05M citric acid,Canis lupus familiaris,,,Plasma,1969.0,,1,9615.0,A,CHEMBL628582,50588,,N,Intermediate,,BAO_0000218
12612,,1,Peak concentration of compound at Time = 0 was determined in dog at 5 mg/kg intravenously admn.,Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL628583,50588,,N,Intermediate,,BAO_0000218
12613,,0,Peak concentration of compound at Time = 0 was determined in monkey at 5 mg/kg intravenously admn.,Simiiformes,,,,,,1,314293.0,A,CHEMBL625782,22224,,U,Autocuration,,BAO_0000218
12614,,1,Peak concentration of compound at Time = 0 was determined in rabbit at 5 mg/kg intravenously admn.,Oryctolagus cuniculus,,,,,,1,9986.0,A,CHEMBL625783,50592,,N,Intermediate,,BAO_0000218
12615,,1,Peak concentration of compound at Time = 0 was determined in rat at 5 mg/kg intravenously admn.,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL625784,50597,,N,Intermediate,,BAO_0000218
12616,,1,Total plasma concentration at 24 hr at a dose of 10 mg/kg when administered orally to rhesus monkey,Macaca mulatta,,,Plasma,1969.0,,1,9544.0,A,CHEMBL625785,50797,,N,Intermediate,,BAO_0000218
12617,,1,C5min (nM) value was determined in rats after intravenous dose of 5 mg/kg,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL625786,50597,,N,Intermediate,,BAO_0000218
12618,,0,C6h was measured as concentration obtained after 6 hr of oral administration in air pouch exudate,,,,,,,1,,A,CHEMBL874467,22224,,U,Autocuration,,BAO_0000019
12619,,1,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL625787,50588,,N,Intermediate,,BAO_0000218
12620,,1,cytotoxicity against HIV protease enzyme.,Human immunodeficiency virus,,,,,,1,12721.0,A,CHEMBL625964,50677,,N,Intermediate,,BAO_0000218
12621,,1,Apparent clearance in mice after intravenous administration of 105.1 mg/kg of dose,Mus musculus,,,,,,1,10090.0,A,CHEMBL625965,50594,,N,Intermediate,,BAO_0000218
12622,,1,Apparent clearance in mice after oral administration of 100 mg/kg of dose,Mus musculus,,,,,,1,10090.0,A,CHEMBL625966,50594,,N,Intermediate,,BAO_0000218
12623,,1,The plasma clearance in dog.,Canis lupus familiaris,,,Plasma,1969.0,,1,9615.0,A,CHEMBL625967,50588,,N,Intermediate,,BAO_0000218
12624,,1,The plasma clearance in rat.,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL625968,50597,,N,Intermediate,,BAO_0000218
12625,,1,Clearance from plasma in male Sprague-Dawley rats,Rattus norvegicus,,,Plasma,1969.0,,1,10116.0,A,CHEMBL625969,50597,,N,Intermediate,,BAO_0000218
12626,,1,Clearance from plasma in male cynomolgus monkeys,Macaca fascicularis,,,Plasma,1969.0,,1,9541.0,A,CHEMBL625970,100710,,N,Intermediate,,BAO_0000218
12627,,1,"Clearance of compound (5 mg/kg, intravenously), in dog plasma",Canis lupus familiaris,,,Plasma,1969.0,,1,9615.0,A,CHEMBL625971,50588,,N,Intermediate,,BAO_0000218
12628,,1,Clearance of compound in dog plasma,Canis lupus familiaris,,,Plasma,1969.0,,1,9615.0,A,CHEMBL625972,50588,,N,Intermediate,,BAO_0000218
12629,,1,Clearance of compound in human plasma,Homo sapiens,,,Plasma,1969.0,,1,9606.0,A,CHEMBL625973,50587,,N,Intermediate,,BAO_0000218
12630,,1,Clearance of compound when administered intravenously as a mixture (five-in-one dose) to a single dog.,Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL625974,50588,,N,Intermediate,,BAO_0000218
12631,,1,Clearance of compound when administered intravenously as an individual dose to a single dog.,Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL625975,50588,,N,Intermediate,,BAO_0000218
12632,,1,"Clearance (10 mg/kg, intravenously) in dog plasma",Canis lupus familiaris,,,Plasma,1969.0,,1,9615.0,A,CHEMBL625976,50588,,N,Intermediate,,BAO_0000218
12633,,1,Clearance value in dog,Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL625977,50588,,N,Intermediate,,BAO_0000218
12634,,1,Clearance value in guinea pig,Cavia porcellus,,,,,,1,10141.0,A,CHEMBL625978,50512,,N,Intermediate,,BAO_0000218
12635,,1,Clearance values in rats after iv administration.,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL874468,50597,,N,Intermediate,,BAO_0000218
12636,,0,Compound was tested for plasma clearance on administered orally as aqueous solutions at 1 mpk and by iv at 0.2 mpk,,,,Plasma,1969.0,,1,,A,CHEMBL625421,22224,,U,Autocuration,,BAO_0000218
12637,,1,In vivo clearance (5 mg/kg) was determined in rabbits,Oryctolagus cuniculus,,,,,,1,9986.0,A,CHEMBL625422,50592,,N,Intermediate,,BAO_0000218
12638,,1,Plasma Clearance rate was determined for the compound in rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL625423,50597,,N,Intermediate,,BAO_0000218
12639,,0,Plasma Clearance rate was determined for the compound in squirrel monkeys,Saimiri,,,,,,1,9520.0,A,CHEMBL625424,22224,,U,Autocuration,,BAO_0000218
12640,,1,Plasma clearance in rat,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL625425,50597,,N,Intermediate,,BAO_0000218
12641,,0,Plasma clearance of the compound,,,,,,,1,,A,CHEMBL625426,22224,,U,Autocuration,,BAO_0000218
12642,,1,Plasma clearance in guinea pigs at 2 mg/kg after iv administration,Cavia porcellus,,,,,,1,10141.0,A,CHEMBL625427,50512,,N,Intermediate,,BAO_0000218
12643,,1,Plasma clearance in guinea pigs at 3 mg/kg after iv administration,Cavia porcellus,,,,,,1,10141.0,A,CHEMBL625428,50512,,N,Intermediate,,BAO_0000218
12644,,0,Plasma clearance was determined,,,,,,,1,,A,CHEMBL625429,22224,,U,Autocuration,,BAO_0000218
12645,,1,Plasma clearance rate (CL) was determined in dogs after intravenous administration of 25 mg/kg of the compound.,Canis lupus familiaris,,,,,,1,9615.0,A,CHEMBL625430,50588,,N,Intermediate,,BAO_0000218
12646,,1,Plasma clearance rate was determined for the compound in rats,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL625431,50597,,N,Intermediate,,BAO_0000218
12647,,0,Plasma clearance rate was determined for the compound in squirrel monkeys,Saimiri,,,,,,1,9520.0,A,CHEMBL627307,22224,,U,Autocuration,,BAO_0000218
12648,,0,Slow clearance (CL) was determined,,,,,,,1,,A,CHEMBL627308,22224,,U,Autocuration,,BAO_0000218
12649,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,,,,,,,1,,A,CHEMBL627309,22224,,U,Autocuration,,BAO_0000218
12650,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr; insufficient gastric juice produced,,,,,,,1,,A,CHEMBL627310,22224,,U,Autocuration,,BAO_0000218
12651,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr,,,,,,,1,,A,CHEMBL627311,22224,,U,Autocuration,,BAO_0000218
12652,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,,,,,,,1,,A,CHEMBL627312,22224,,U,Autocuration,,BAO_0000218
12653,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr,,,,,,,1,,A,CHEMBL627313,22224,,U,Autocuration,,BAO_0000218
12654,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,,,,,,,1,,A,CHEMBL627314,22224,,U,Autocuration,,BAO_0000218
12655,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 4.0 hr,,,,,,,1,,A,CHEMBL627315,22224,,U,Autocuration,,BAO_0000218
12656,,0,Concentration of thiocyanates in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,,,,,,,1,,A,CHEMBL627316,22224,,U,Autocuration,,BAO_0000218
12657,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,,,,,,,1,,A,CHEMBL627317,22224,,U,Autocuration,,BAO_0000218
12658,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,,,,,,,1,,A,CHEMBL627318,22224,,U,Autocuration,,BAO_0000218
12659,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.5 hr,,,,,,,1,,A,CHEMBL627999,22224,,U,Autocuration,,BAO_0000218
12660,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,,,,,,,1,,A,CHEMBL628000,22224,,U,Autocuration,,BAO_0000218
12661,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,,,,,,,1,,A,CHEMBL628001,22224,,U,Autocuration,,BAO_0000218
12662,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,,,,,,,1,,A,CHEMBL628002,22224,,U,Autocuration,,BAO_0000218
12663,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,,,,,,,1,,A,CHEMBL625610,22224,,U,Autocuration,,BAO_0000218
12664,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,,,,,,,1,,A,CHEMBL625611,22224,,U,Autocuration,,BAO_0000218
12665,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,,,,,,,1,,A,CHEMBL625612,22224,,U,Autocuration,,BAO_0000218
12666,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr,,,,,,,1,,A,CHEMBL625613,22224,,U,Autocuration,,BAO_0000218
12667,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,,,,,,,1,,A,CHEMBL875479,22224,,U,Autocuration,,BAO_0000218
12668,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,,,,,,,1,,A,CHEMBL625614,22224,,U,Autocuration,,BAO_0000218
12669,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 4.0 hr,,,,,,,1,,A,CHEMBL625615,22224,,U,Autocuration,,BAO_0000218
12670,,0,Concentration of unlabelled compound in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr,,,,,,,1,,A,CHEMBL626302,22224,,U,Autocuration,,BAO_0000218
12671,,1,Cumulative concentration 6b and compound 1 detected in blood of rat 1 hr after an oral dose of 200 mg/kg of the compound,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL626303,50597,,N,Intermediate,,BAO_0000218
12672,,1,Cumulative concentration 6b and compound 1 detected in blood of rat 3 hr after an oral dose of 200 mg/kg of the compound,Rattus norvegicus,,,Blood,178.0,,1,10116.0,A,CHEMBL627420,50597,,N,Intermediate,,BAO_0000218
12673,,1,Degradation of compound in incubations at 25 uM with normal rat liver microsomes after 1 hour relative to initial concentration of 1 uM,Rattus norvegicus,,,,,,1,10116.0,A,CHEMBL627421,50597,,N,Intermediate,,BAO_0000218
