ss_d,chmbl_d,crtd_b,ss_tss,tss_d,ss_sbclllr_frctn,dc_d,cll_d,b_frmt,vrnt_d,ss_cll_tp,ss_strn,td,rltnshp_tp,cnfdnc_scr,src_d,src_ss_d
5900,CHEMBL620291,Intermediate,Intestine,160.0,,7767,,BAO_0000218,,,,50594,N,1,1,
5901,CHEMBL620292,Intermediate,Intestine,160.0,,7767,,BAO_0000218,,,,50594,N,1,1,
5902,CHEMBL620293,Intermediate,Spleen,2106.0,,7767,,BAO_0000218,,,,50594,N,1,1,
5903,CHEMBL620294,Intermediate,Spleen,2106.0,,7767,,BAO_0000218,,,,50594,N,1,1,
5904,CHEMBL618614,Intermediate,Spleen,2106.0,,7767,,BAO_0000218,,,,50594,N,1,1,
5905,CHEMBL618615,Intermediate,Stomach,945.0,,7767,,BAO_0000218,,,,50594,N,1,1,
5906,CHEMBL618616,Intermediate,Stomach,945.0,,7767,,BAO_0000218,,,,50594,N,1,1,
5907,CHEMBL618617,Expert,,,,2036,622.0,BAO_0000219,,A 172,,80012,N,1,1,
5908,CHEMBL618618,Intermediate,,,,2357,622.0,BAO_0000219,,A 172,,80012,N,1,1,
5909,CHEMBL618619,Intermediate,,,,1457,623.0,BAO_0000219,,A204,,80014,N,1,1,
5910,CHEMBL618620,Intermediate,,,,4379,478.0,BAO_0000219,,A2780,,81034,N,1,1,
5911,CHEMBL618621,Intermediate,,,,1093,455.0,BAO_0000219,,A-375,,80018,N,1,1,
5912,CHEMBL618622,Intermediate,,,,12152,455.0,BAO_0000219,,A-375,,80018,N,1,1,
5913,CHEMBL618623,Expert,,,,16464,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5914,CHEMBL618624,Intermediate,,,,16464,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5915,CHEMBL618625,Expert,,,,16582,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5916,CHEMBL618626,Intermediate,,,,16464,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5917,CHEMBL618627,Intermediate,,,,10413,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5918,CHEMBL618628,Intermediate,,,,6418,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5919,CHEMBL618629,Expert,,,,17134,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5920,CHEMBL618630,Expert,,,,16132,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5921,CHEMBL618631,Intermediate,,,,16132,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5922,CHEMBL618632,Intermediate,,,,16780,797.0,BAO_0000219,,A-427,,80019,N,1,1,
5923,CHEMBL618633,Expert,,,,4085,500.0,BAO_0000219,,A-431,,80852,N,1,1,
5924,CHEMBL619315,Intermediate,,,,1276,624.0,BAO_0000219,,A498,,80021,N,1,1,
5925,CHEMBL619316,Expert,,,,3498,624.0,BAO_0000219,,A498,,80021,N,1,1,
5926,CHEMBL619317,Intermediate,,,,1169,624.0,BAO_0000219,,A498,,80021,N,1,1,
5927,CHEMBL619318,Intermediate,,,,4450,624.0,BAO_0000219,,A498,,80021,N,1,1,
5928,CHEMBL619319,Intermediate,,,,3311,624.0,BAO_0000219,,A498,,80021,N,1,1,
5929,CHEMBL619739,Intermediate,,,,4461,624.0,BAO_0000219,,A498,,80021,N,1,1,
5930,CHEMBL619740,Intermediate,,,,3311,624.0,BAO_0000219,,A498,,80021,N,1,1,
5931,CHEMBL883158,Intermediate,,,,3311,624.0,BAO_0000219,,A498,,80021,N,1,1,
5932,CHEMBL884012,Intermediate,,,,1457,624.0,BAO_0000219,,A498,,80021,N,1,1,
5933,CHEMBL619741,Intermediate,,,,3664,624.0,BAO_0000219,,A498,,80021,N,1,1,
5934,CHEMBL619742,Intermediate,,,,15895,624.0,BAO_0000219,,A498,,80021,N,1,1,
5935,CHEMBL876610,Intermediate,,,,11843,646.0,BAO_0000219,,A549,,80682,N,1,1,
5936,CHEMBL619743,Intermediate,,,,11843,646.0,BAO_0000219,,A549,,80682,N,1,1,
5937,CHEMBL619744,Intermediate,,,,17705,646.0,BAO_0000219,,A549,,80682,N,1,1,
5938,CHEMBL619745,Intermediate,,,,17705,646.0,BAO_0000219,,A549,,80682,N,1,1,
5939,CHEMBL619746,Intermediate,,,,4369,646.0,BAO_0000219,,A549,,80682,N,1,1,
5940,CHEMBL619747,Intermediate,,,,4369,646.0,BAO_0000219,,A549,,80682,N,1,1,
5941,CHEMBL619748,Intermediate,,,,4369,646.0,BAO_0000219,,A549,,80682,N,1,1,
5942,CHEMBL619749,Intermediate,,,,4369,646.0,BAO_0000219,,A549,,80682,N,1,1,
5943,CHEMBL619750,Intermediate,,,,4369,646.0,BAO_0000219,,A549,,80682,N,1,1,
5944,CHEMBL624014,Intermediate,,,,4369,646.0,BAO_0000219,,A549,,80682,N,1,1,
5945,CHEMBL624015,Intermediate,,,,4369,646.0,BAO_0000219,,A549,,80682,N,1,1,
5946,CHEMBL885344,Expert,,,,4787,646.0,BAO_0000219,,A549,,80682,N,1,1,
5947,CHEMBL623224,Intermediate,,,,4787,646.0,BAO_0000219,,A549,,80682,N,1,1,
5948,CHEMBL623225,Intermediate,,,,6513,646.0,BAO_0000219,,A549,,80682,N,1,1,
5949,CHEMBL622698,Intermediate,,,,6690,646.0,BAO_0000219,,A549,,80682,N,1,1,
5950,CHEMBL622699,Intermediate,,,,6690,646.0,BAO_0000219,,A549,,80682,N,1,1,
5951,CHEMBL622700,Expert,,,,12263,646.0,BAO_0000219,,A549,,80682,N,1,1,
5952,CHEMBL622701,Intermediate,,,,1054,646.0,BAO_0000219,,A549,,80682,N,1,1,
5953,CHEMBL622702,Intermediate,,,,1359,646.0,BAO_0000219,,A549,,80682,N,1,1,
5954,CHEMBL622703,Intermediate,,,,3547,646.0,BAO_0000219,,A549,,80682,N,1,1,
5955,CHEMBL622704,Expert,,,,5771,646.0,BAO_0000219,,A549,,80682,N,1,1,
5956,CHEMBL622705,Intermediate,,,,14425,646.0,BAO_0000219,,A549,,80682,N,1,1,
5957,CHEMBL622706,Intermediate,,,,14425,646.0,BAO_0000219,,A549,,80682,N,1,1,
5958,CHEMBL622707,Intermediate,,,,14425,646.0,BAO_0000219,,A549,,80682,N,1,1,
5959,CHEMBL622708,Intermediate,,,,14425,646.0,BAO_0000219,,A549,,80682,N,1,1,
5960,CHEMBL622709,Intermediate,,,,5280,646.0,BAO_0000219,,A549,,80682,N,1,1,
5961,CHEMBL622710,Intermediate,,,,15176,646.0,BAO_0000219,,A549,,80682,N,1,1,
5962,CHEMBL622711,Intermediate,,,,15300,646.0,BAO_0000219,,A549,,80682,N,1,1,
5963,CHEMBL622712,Intermediate,,,,17824,646.0,BAO_0000218,,A549,,80682,N,1,1,
5964,CHEMBL622713,Intermediate,,,,17824,646.0,BAO_0000218,,A549,,80682,N,1,1,
5965,CHEMBL622714,Intermediate,,,,17824,646.0,BAO_0000218,,A549,,80682,N,1,1,
5966,CHEMBL622715,Intermediate,,,,17824,646.0,BAO_0000218,,A549,,80682,N,1,1,
5967,CHEMBL622716,Intermediate,,,,17824,646.0,BAO_0000218,,A549,,80682,N,1,1,
5968,CHEMBL622717,Intermediate,,,,17824,646.0,BAO_0000219,,A549,,80682,N,1,1,
5969,CHEMBL622718,Intermediate,,,,17528,646.0,BAO_0000218,,A549,,80682,N,1,1,
5970,CHEMBL622719,Expert,,,,6870,646.0,BAO_0000219,,A549,,80682,N,1,1,
5971,CHEMBL622720,Intermediate,,,,6870,646.0,BAO_0000219,,A549,,80682,N,1,1,
5972,CHEMBL622721,Intermediate,,,,6870,646.0,BAO_0000219,,A549,,80682,N,1,1,
5973,CHEMBL622722,Intermediate,,,,6870,646.0,BAO_0000219,,A549,,80682,N,1,1,
5974,CHEMBL876030,Intermediate,,,,16726,646.0,BAO_0000219,,A549,,80682,N,1,1,
5975,CHEMBL620206,Intermediate,,,,6170,646.0,BAO_0000219,,A549,,80682,N,1,1,
5976,CHEMBL620207,Expert,,,,6583,646.0,BAO_0000219,,A549,,80682,N,1,1,
5977,CHEMBL620208,Expert,,,,6583,646.0,BAO_0000219,,A549,,80682,N,1,1,
5978,CHEMBL620209,Expert,,,,6583,646.0,BAO_0000219,,A549,,80682,N,1,1,
5979,CHEMBL620210,Expert,,,,6583,646.0,BAO_0000219,,A549,,80682,N,1,1,
5980,CHEMBL621639,Expert,,,,6583,646.0,BAO_0000219,,A549,,80682,N,1,1,
5981,CHEMBL621640,Intermediate,,,,17321,646.0,BAO_0000219,,A549,,80682,N,1,1,
5982,CHEMBL621641,Expert,,,,17528,646.0,BAO_0000219,,A549,,80682,N,1,1,
5983,CHEMBL621642,Expert,,,,12888,646.0,BAO_0000219,,A549,,80682,N,1,1,
5984,CHEMBL621643,Intermediate,,,,4312,646.0,BAO_0000219,,A549,,80682,N,1,1,
5985,CHEMBL621644,Intermediate,,,,4312,646.0,BAO_0000219,,A549,,80682,N,1,1,
5986,CHEMBL621645,Intermediate,,,,4312,646.0,BAO_0000219,,A549,,80682,N,1,1,
5987,CHEMBL621646,Intermediate,,,,17737,646.0,BAO_0000219,,A549,,80682,N,1,1,
5988,CHEMBL621647,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5989,CHEMBL621648,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5990,CHEMBL621649,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5991,CHEMBL621650,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5992,CHEMBL621651,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5993,CHEMBL621652,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5994,CHEMBL621653,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5995,CHEMBL621654,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5996,CHEMBL621655,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
5997,CHEMBL621656,Intermediate,,,,16907,,BAO_0000218,,,,50588,N,1,1,
5998,CHEMBL621657,Intermediate,,,,5944,,BAO_0000218,,,,50588,N,1,1,
5999,CHEMBL621658,Intermediate,,,,5944,,BAO_0000218,,,,50588,N,1,1,
6000,CHEMBL621659,Intermediate,,,,5944,,BAO_0000218,,,,50588,N,1,1,
6001,CHEMBL621660,Intermediate,,,,5944,,BAO_0000218,,,,50588,N,1,1,
6002,CHEMBL621661,Intermediate,,,,2959,,BAO_0000218,,,,50588,N,1,1,
6003,CHEMBL621662,Intermediate,,,,6241,,BAO_0000218,,,,50588,N,1,1,
6004,CHEMBL621663,Intermediate,,,,6241,,BAO_0000218,,,,50588,N,1,1,
6005,CHEMBL621664,Intermediate,,,,2652,,BAO_0000218,,,,50588,N,1,1,
6006,CHEMBL621665,Intermediate,Plasma,1969.0,,1806,,BAO_0000218,,,,50588,N,1,1,
6007,CHEMBL621666,Intermediate,Plasma,1969.0,,1806,,BAO_0000218,,,,50588,N,1,1,
6008,CHEMBL621667,Intermediate,,,,1021,,BAO_0000218,,,,50588,N,1,1,
6009,CHEMBL876738,Intermediate,,,,1021,,BAO_0000218,,,,50588,N,1,1,
6010,CHEMBL621668,Intermediate,,,,1021,,BAO_0000218,,,,50588,N,1,1,
6011,CHEMBL621669,Intermediate,,,,5444,,BAO_0000218,,,,50588,N,1,1,
6012,CHEMBL621670,Intermediate,,,,5444,,BAO_0000218,,,,50588,N,1,1,
6013,CHEMBL621671,Intermediate,,,,5444,,BAO_0000218,,,,50588,N,1,1,
6014,CHEMBL622360,Intermediate,,,,5444,,BAO_0000218,,,,50588,N,1,1,
6015,CHEMBL622361,Intermediate,,,,5444,,BAO_0000218,,,,50588,N,1,1,
6016,CHEMBL622362,Intermediate,Plasma,1969.0,,5130,,BAO_0000218,,,,50588,N,1,1,
6017,CHEMBL622363,Intermediate,Plasma,1969.0,,3249,,BAO_0000218,,,,50588,N,1,1,
6018,CHEMBL622364,Intermediate,Plasma,1969.0,,5473,,BAO_0000218,,,,50588,N,1,1,
6019,CHEMBL622365,Intermediate,Plasma,1969.0,,5474,,BAO_0000218,,,,50588,N,1,1,
6020,CHEMBL622533,Intermediate,Plasma,1969.0,,4657,,BAO_0000218,,,,50588,N,1,1,
6021,CHEMBL622534,Intermediate,,,,3031,,BAO_0000218,,,,50588,N,1,1,
6022,CHEMBL622535,Intermediate,,,,4527,,BAO_0000218,,,,50588,N,1,1,
6023,CHEMBL876739,Intermediate,,,,4186,,BAO_0000218,,,,50588,N,1,1,
6024,CHEMBL622536,Intermediate,,,,5007,,BAO_0000218,,,,50588,N,1,1,
6025,CHEMBL622537,Intermediate,Plasma,1969.0,,3132,,BAO_0000218,,,,50588,N,1,1,
6026,CHEMBL622538,Intermediate,,,,5006,,BAO_0000218,,,,50588,N,1,1,
6027,CHEMBL627867,Intermediate,,,,4727,,BAO_0000218,,,,50588,N,1,1,
6028,CHEMBL627868,Intermediate,,,,1916,,BAO_0000218,,,,50588,N,1,1,
6029,CHEMBL627869,Intermediate,Plasma,1969.0,,1918,,BAO_0000218,,,,50588,N,1,1,
6030,CHEMBL627870,Intermediate,,,,3045,,BAO_0000218,,,,50588,N,1,1,
6031,CHEMBL627871,Intermediate,Plasma,1969.0,,9579,,BAO_0000218,,,,50588,N,1,1,
6032,CHEMBL627872,Intermediate,Plasma,1969.0,,9579,,BAO_0000218,,,,50588,N,1,1,
6033,CHEMBL627873,Intermediate,Plasma,1969.0,,933,,BAO_0000218,,,,50588,N,1,1,
6034,CHEMBL627874,Intermediate,Plasma,1969.0,,17839,,BAO_0000218,,,,50588,N,1,1,
6035,CHEMBL627875,Intermediate,Plasma,1969.0,,17839,,BAO_0000218,,,,50588,N,1,1,
6036,CHEMBL627876,Intermediate,Plasma,1969.0,,17839,,BAO_0000218,,,,50588,N,1,1,
6037,CHEMBL627877,Intermediate,Plasma,1969.0,,17839,,BAO_0000218,,,,50588,N,1,1,
6038,CHEMBL627878,Intermediate,Plasma,1969.0,,6348,,BAO_0000218,,,,50588,N,1,1,
6039,CHEMBL627879,Intermediate,Plasma,1969.0,,16367,,BAO_0000218,,,,50588,N,1,1,
6040,CHEMBL875355,Intermediate,Plasma,1969.0,,1337,,BAO_0000218,,,,50588,N,1,1,
6041,CHEMBL627880,Intermediate,Plasma,1969.0,,1337,,BAO_0000218,,,,50588,N,1,1,
6042,CHEMBL627881,Intermediate,Plasma,1969.0,,5199,,BAO_0000218,,,,50588,N,1,1,
6043,CHEMBL627882,Intermediate,Plasma,1969.0,,17650,,BAO_0000218,,,,50588,N,1,1,
6044,CHEMBL627883,Intermediate,Plasma,1969.0,,6679,,BAO_0000218,,,,50588,N,1,1,
6045,CHEMBL628526,Intermediate,Plasma,1969.0,,5356,,BAO_0000218,,,,50588,N,1,1,
6046,CHEMBL628527,Intermediate,Plasma,1969.0,,5356,,BAO_0000218,,,,50588,N,1,1,
6047,CHEMBL628528,Intermediate,Plasma,1969.0,,6227,,BAO_0000218,,,,50588,N,1,1,
6048,CHEMBL628529,Intermediate,Plasma,1969.0,,6227,,BAO_0000218,,,,50588,N,1,1,
6049,CHEMBL628530,Intermediate,Plasma,1969.0,,6227,,BAO_0000218,,,,50588,N,1,1,
6050,CHEMBL625243,Intermediate,Plasma,1969.0,,6227,,BAO_0000218,,,,50588,N,1,1,
6051,CHEMBL625244,Expert,Plasma,1969.0,,3598,,BAO_0000218,,,,50588,N,1,1,
6052,CHEMBL625245,Intermediate,,,,4368,,BAO_0000218,,,,50588,N,1,1,
6053,CHEMBL625246,Intermediate,,,,6265,,BAO_0000218,,,,50588,N,1,1,
6054,CHEMBL625247,Intermediate,Stomach,945.0,,7767,,BAO_0000218,,,,50594,N,1,1,
6055,CHEMBL625248,Intermediate,Urine,1088.0,,7767,,BAO_0000218,,,,50594,N,1,1,
6056,CHEMBL625249,Intermediate,Urine,1088.0,,7767,,BAO_0000218,,,,50594,N,1,1,
6057,CHEMBL625250,Intermediate,Urine,1088.0,,7767,,BAO_0000218,,,,50594,N,1,1,
6058,CHEMBL625251,Intermediate,,,,17811,,BAO_0000218,,,,50594,N,1,1,
6059,CHEMBL875356,Intermediate,,,,17811,,BAO_0000218,,,,50594,N,1,1,
6060,CHEMBL625252,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6061,CHEMBL625253,Intermediate,Blood,178.0,,17827,,BAO_0000218,,,,50594,N,1,1,
6062,CHEMBL625254,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6063,CHEMBL625255,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6064,CHEMBL625256,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6065,CHEMBL625257,Intermediate,Blood,178.0,,17827,,BAO_0000218,,,,50594,N,1,1,
6066,CHEMBL625258,Intermediate,Blood,178.0,,17827,,BAO_0000218,,,,50594,N,1,1,
6067,CHEMBL625259,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6068,CHEMBL625260,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6069,CHEMBL625261,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6070,CHEMBL625262,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6071,CHEMBL622639,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6072,CHEMBL622640,Intermediate,,,,17257,,BAO_0000218,,,,50594,N,1,1,
6073,CHEMBL622812,Intermediate,,,,17257,,BAO_0000218,,,,50594,N,1,1,
6074,CHEMBL622813,Intermediate,,,,17257,,BAO_0000218,,,,50594,N,1,1,
6075,CHEMBL622814,Intermediate,,,,17257,,BAO_0000218,,,,50594,N,1,1,
6076,CHEMBL622815,Intermediate,,,,17827,,BAO_0000218,,,,50594,N,1,1,
6077,CHEMBL625342,Intermediate,,,,3760,,BAO_0000218,,,,50594,N,1,1,
6078,CHEMBL625343,Intermediate,,,,3760,,BAO_0000218,,,,50594,N,1,1,
6079,CHEMBL877591,Intermediate,,,,17409,,BAO_0000218,,,,50594,N,1,1,
6080,CHEMBL625344,Intermediate,,,,17409,,BAO_0000218,,,,50594,N,1,1,
6081,CHEMBL625345,Intermediate,,,,2675,,BAO_0000218,,,,50594,N,1,1,
6082,CHEMBL625346,Intermediate,,,,2675,,BAO_0000218,,,,50594,N,1,1,
6083,CHEMBL625347,Intermediate,,,,3132,,BAO_0000218,,,,50594,N,1,1,
6084,CHEMBL625348,Intermediate,,,,3132,,BAO_0000218,,,,50594,N,1,1,
6085,CHEMBL625349,Intermediate,,,,16597,,BAO_0000218,,,,50594,N,1,1,
6086,CHEMBL625350,Intermediate,,,,2862,,BAO_0000218,,,,50594,N,1,1,
6087,CHEMBL882952,Intermediate,,,,17764,,BAO_0000218,,,,50594,N,1,1,
6088,CHEMBL625351,Intermediate,Brain,955.0,,846,,BAO_0000218,,,,50594,N,1,1,
6089,CHEMBL625352,Intermediate,Brain,955.0,,846,,BAO_0000218,,,,50594,N,1,1,
6090,CHEMBL877592,Intermediate,Brain,955.0,,846,,BAO_0000218,,,,50594,N,1,1,
6091,CHEMBL625353,Intermediate,Brain,955.0,,846,,BAO_0000218,,,,50594,N,1,1,
6092,CHEMBL625354,Intermediate,Brain,955.0,,846,,BAO_0000218,,,,50594,N,1,1,
6093,CHEMBL626019,Intermediate,Brain,955.0,,846,,BAO_0000218,,,,50594,N,1,1,
6094,CHEMBL626020,Intermediate,Heart,948.0,,846,,BAO_0000218,,,,50594,N,1,1,
6095,CHEMBL626021,Intermediate,Heart,948.0,,846,,BAO_0000218,,,,50594,N,1,1,
6096,CHEMBL626022,Intermediate,Heart,948.0,,846,,BAO_0000218,,,,50594,N,1,1,
6097,CHEMBL626192,Intermediate,Heart,948.0,,846,,BAO_0000218,,,,50594,N,1,1,
6098,CHEMBL626193,Intermediate,,,,1276,646.0,BAO_0000219,,A549,,80682,N,1,1,
6099,CHEMBL626194,Expert,,,,3498,646.0,BAO_0000219,,A549,,80682,N,1,1,
6100,CHEMBL626195,Intermediate,,,,1169,646.0,BAO_0000219,,A549,,80682,N,1,1,
6101,CHEMBL626196,Intermediate,,,,4450,646.0,BAO_0000219,,A549,,80682,N,1,1,
6102,CHEMBL626197,Intermediate,,,,358,646.0,BAO_0000219,,A549,,80682,N,1,1,
6103,CHEMBL626198,Intermediate,,,,358,646.0,BAO_0000219,,A549,,80682,N,1,1,
6104,CHEMBL626199,Intermediate,,,,358,646.0,BAO_0000219,,A549,,80682,N,1,1,
6105,CHEMBL626200,Intermediate,,,,358,646.0,BAO_0000219,,A549,,80682,N,1,1,
6106,CHEMBL626201,Intermediate,,,,358,646.0,BAO_0000219,,A549,,80682,N,1,1,
6107,CHEMBL626202,Intermediate,,,,358,646.0,BAO_0000219,,A549,,80682,N,1,1,
6108,CHEMBL626203,Intermediate,,,,358,646.0,BAO_0000219,,A549,,80682,N,1,1,
6109,CHEMBL626204,Intermediate,,,,15167,646.0,BAO_0000219,,A549,,80682,N,1,1,
6110,CHEMBL624701,Intermediate,,,,4139,646.0,BAO_0000219,,A549,,80682,N,1,1,
6111,CHEMBL624702,Intermediate,,,,833,646.0,BAO_0000219,,A549,,80682,N,1,1,
6112,CHEMBL624703,Expert,,,,15718,646.0,BAO_0000219,,A549,,80682,N,1,1,
6113,CHEMBL624704,Intermediate,,,,12373,646.0,BAO_0000219,,A549,,80682,N,1,1,
6114,CHEMBL624705,Intermediate,,,,637,646.0,BAO_0000219,,A549,,80682,N,1,1,
6115,CHEMBL624706,Expert,,,,14867,646.0,BAO_0000219,,A549,,80682,N,1,1,
6116,CHEMBL624707,Intermediate,,,,4461,646.0,BAO_0000219,,A549,,80682,N,1,1,
6117,CHEMBL624708,Intermediate,,,,5406,646.0,BAO_0000219,,A549,,80682,N,1,1,
6118,CHEMBL624709,Intermediate,,,,4457,646.0,BAO_0000219,,A549,,80682,N,1,1,
6119,CHEMBL884107,Expert,,,,1386,646.0,BAO_0000219,,A549,,80682,N,1,1,
6120,CHEMBL624710,Intermediate,,,,3265,646.0,BAO_0000219,,A549,,80682,N,1,1,
6121,CHEMBL624711,Intermediate,,,,2359,646.0,BAO_0000219,,A549,,80682,N,1,1,
6122,CHEMBL624712,Intermediate,,,,4457,646.0,BAO_0000219,,A549,,80682,N,1,1,
6123,CHEMBL624713,Expert,,,,12454,646.0,BAO_0000219,,A549,,80682,N,1,1,
6124,CHEMBL624714,Intermediate,,,,1481,646.0,BAO_0000219,,A549,,80682,N,1,1,
6125,CHEMBL624715,Intermediate,,,,1750,646.0,BAO_0000219,,A549,,80682,N,1,1,
6126,CHEMBL624716,Intermediate,,,,5065,646.0,BAO_0000219,,A549,,80682,N,1,1,
6127,CHEMBL619505,Expert,,,,808,646.0,BAO_0000219,,A549,,80682,N,1,1,
6128,CHEMBL619506,Expert,,,,16364,646.0,BAO_0000219,,A549,,80682,N,1,1,
6129,CHEMBL619507,Intermediate,,,,1847,646.0,BAO_0000219,,A549,,80682,N,1,1,
6130,CHEMBL619508,Expert,,,,1747,646.0,BAO_0000219,,A549,,80682,N,1,1,
6131,CHEMBL619509,Intermediate,,,,1003,646.0,BAO_0000219,,A549,,80682,N,1,1,
6132,CHEMBL619510,Expert,,,,15313,646.0,BAO_0000219,,A549,,80682,N,1,1,
6133,CHEMBL619511,Intermediate,,,,3122,646.0,BAO_0000219,,A549,,80682,N,1,1,
6134,CHEMBL619512,Intermediate,,,,16049,646.0,BAO_0000219,,A549,,80682,N,1,1,
6135,CHEMBL619513,Expert,,,,17134,646.0,BAO_0000219,,A549,,80682,N,1,1,
6136,CHEMBL619514,Intermediate,,,,6406,646.0,BAO_0000219,,A549,,80682,N,1,1,
6137,CHEMBL619515,Intermediate,,,,627,646.0,BAO_0000219,,A549,,80682,N,1,1,
6138,CHEMBL619516,Intermediate,,,,12307,646.0,BAO_0000219,,A549,,80682,N,1,1,
6139,CHEMBL884005,Intermediate,,,,17861,646.0,BAO_0000219,,A549,,80682,N,1,1,
6140,CHEMBL619517,Expert,,,,6682,646.0,BAO_0000219,,A549,,80682,N,1,1,
6141,CHEMBL619518,Intermediate,,,,6663,646.0,BAO_0000219,,A549,,80682,N,1,1,
6142,CHEMBL619519,Intermediate,,,,2454,646.0,BAO_0000219,,A549,,80682,N,1,1,
6143,CHEMBL876489,Intermediate,,,,14709,646.0,BAO_0000219,,A549,,80682,N,1,1,
6144,CHEMBL619520,Expert,,,,15718,646.0,BAO_0000219,,A549,,80682,N,1,1,
6145,CHEMBL619521,Intermediate,,,,15718,646.0,BAO_0000219,,A549,,80682,N,1,1,
6146,CHEMBL619522,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6147,CHEMBL619523,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6148,CHEMBL619524,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6149,CHEMBL619525,Intermediate,,,,17130,646.0,BAO_0000219,,A549,,80682,N,1,1,
6150,CHEMBL619526,Intermediate,,,,6630,646.0,BAO_0000219,,A549,,80682,N,1,1,
6151,CHEMBL619527,Intermediate,,,,16726,646.0,BAO_0000219,,A549,,80682,N,1,1,
6152,CHEMBL619528,Intermediate,,,,17846,646.0,BAO_0000219,,A549,,80682,N,1,1,
6153,CHEMBL619529,Expert,,,,3415,646.0,BAO_0000219,,A549,,80682,N,1,1,
6154,CHEMBL619530,Expert,,,,3415,646.0,BAO_0000219,,A549,,80682,N,1,1,
6155,CHEMBL876490,Intermediate,,,,5609,646.0,BAO_0000219,,A549,,80682,N,1,1,
6156,CHEMBL619531,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6157,CHEMBL619532,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6158,CHEMBL619533,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6159,CHEMBL619534,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6160,CHEMBL620164,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6161,CHEMBL620165,Intermediate,,,,17206,646.0,BAO_0000219,,A549,,80682,N,1,1,
6162,CHEMBL620166,Expert,,,,16295,646.0,BAO_0000219,,A549,,80682,N,1,1,
6163,CHEMBL620167,Intermediate,,,,16825,646.0,BAO_0000219,,A549,,80682,N,1,1,
6164,CHEMBL620168,Expert,,,,3439,646.0,BAO_0000219,,A549,,80682,N,1,1,
6165,CHEMBL620338,Intermediate,,,,10870,646.0,BAO_0000219,,A549,,80682,N,1,1,
6166,CHEMBL620339,Intermediate,,,,4845,646.0,BAO_0000219,,A549,,80682,N,1,1,
6167,CHEMBL620340,Intermediate,,,,5822,646.0,BAO_0000219,,A549,,80682,N,1,1,
6168,CHEMBL620341,Intermediate,,,,5822,646.0,BAO_0000219,,A549,,80682,N,1,1,
6169,CHEMBL876491,Intermediate,,,,5822,646.0,BAO_0000219,,A549,,80682,N,1,1,
6170,CHEMBL620342,Intermediate,,,,16381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6171,CHEMBL620343,Intermediate,,,,16381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6172,CHEMBL620344,Intermediate,,,,16381,646.0,BAO_0000219,,A549,,80682,N,1,1,
6173,CHEMBL620345,Intermediate,,,,5609,646.0,BAO_0000219,,A549,,80682,N,1,1,
6174,CHEMBL620346,Intermediate,,,,4644,646.0,BAO_0000219,,A549,,80682,N,1,1,
6175,CHEMBL620347,Intermediate,,,,4644,646.0,BAO_0000219,,A549,,80682,N,1,1,
