assay_id,chembl_id,confidence_score,doc_id,curated_by,assay_category,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
4279,CHEMBL618390,8,9295,Autocuration,,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,B,,,,,,RBL-1
4280,CHEMBL618391,8,9295,Autocuration,,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,B,,,,,,RBL-1
4281,CHEMBL618392,8,9295,Autocuration,,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,B,,,,,,RBL-1
4282,CHEMBL618393,8,165,Autocuration,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,B,,,,,,RBL-1
4283,CHEMBL618394,8,11311,Autocuration,,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,B,,,,,,
4284,CHEMBL618395,8,10489,Expert,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,Homo sapiens,9606.0,,,RBL-1
4285,CHEMBL618396,9,10489,Expert,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),B,,Rattus norvegicus,10116.0,,,RBL-1
4286,CHEMBL858253,9,10489,Expert,,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),B,,Rattus norvegicus,10116.0,,,RBL-1
4287,CHEMBL618397,9,14799,Autocuration,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,B,,Rattus norvegicus,10116.0,,,
4288,CHEMBL618398,8,9295,Autocuration,,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),B,,Glycine max,3847.0,,,
4289,CHEMBL618399,0,16811,Autocuration,,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",B,,,,,,
4290,CHEMBL618400,8,168,Expert,,In vitro inhibition of 5-Lipoxygenase; Inactive.,B,,,,,,
4291,CHEMBL618401,8,6309,Autocuration,,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,B,,,,,,
4292,CHEMBL618402,8,6309,Autocuration,,Inhibitory concentration against 5-lipoxygenase; No inhibition,B,,,,,,
4293,CHEMBL876400,8,3092,Autocuration,,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,B,,,,,,RBL-1
4294,CHEMBL618403,8,168,Expert,,Inhibitory activity against 5-lipoxygenase.,B,,,,,,
4295,CHEMBL618404,8,168,Autocuration,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,B,,,,,,
4296,CHEMBL618405,8,168,Autocuration,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,B,,,,,,
4297,CHEMBL618406,8,168,Autocuration,,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,B,,,,,,
4298,CHEMBL618407,8,12338,Expert,,Inhibitory concentration against arachidonic acid 5-lipoxygenation,F,,,,,,
4299,CHEMBL618408,8,4501,Autocuration,,Tested for the inhibitory activity against 5-lipoxygenase,B,,,,,,
4300,CHEMBL618409,8,1132,Autocuration,,Compound was tested for its inhibitory activity against 5-lipoxygenase,B,,,,,,
4301,CHEMBL618410,8,2117,Autocuration,,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,B,,,,,,
4302,CHEMBL618411,8,168,Autocuration,,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,B,,,,,,
4303,CHEMBL618412,8,168,Autocuration,,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,B,,,,,,
4304,CHEMBL618413,8,13575,Autocuration,,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,B,,,,,,RBL-1
4305,CHEMBL618414,8,11089,Autocuration,,,B,,,,,,
4306,CHEMBL618415,8,216,Autocuration,,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),B,,,,,,
4307,CHEMBL618416,8,13165,Autocuration,,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,B,,,,,,
4308,CHEMBL876401,8,3278,Autocuration,,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,B,,,,,,
4309,CHEMBL618417,8,3278,Expert,,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,B,,,,,,
4310,CHEMBL618418,8,11966,Autocuration,,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,B,,,,,,
4311,CHEMBL618419,8,175,Autocuration,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",B,,,,,,
4312,CHEMBL618420,8,175,Autocuration,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",B,,,,,,
4313,CHEMBL618421,8,13449,Autocuration,,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,B,,,,,,
4314,CHEMBL618422,8,12014,Autocuration,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,B,,,,,,
4315,CHEMBL618423,8,12014,Autocuration,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),B,,,,,,
4316,CHEMBL618424,8,12014,Autocuration,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),B,,,,,,
4317,CHEMBL618425,2,99,Intermediate,,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,B,,,,,,
4318,CHEMBL618426,0,4349,Autocuration,,The dark toxicity against 543 human galactophore carcinoma cells,F,,Homo sapiens,9606.0,,,
4319,CHEMBL618427,1,4071,Expert,,Tested in vitro for cytotoxicity against 56 human tumor cell lines,F,,Homo sapiens,9606.0,,,Panel (56 tumour cell lines)
4320,CHEMBL618428,1,17589,Expert,,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,F,,Homo sapiens,9606.0,,,5637
4321,CHEMBL618429,1,15002,Intermediate,,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,F,,Homo sapiens,9606.0,,,5637
4322,CHEMBL618430,1,13958,Intermediate,,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",F,,Homo sapiens,9606.0,,,5637
4323,CHEMBL618431,1,17589,Expert,,Growth inhibition against human 5637 cell lines,F,,Homo sapiens,9606.0,,,5637
4324,CHEMBL883799,1,16748,Expert,,Antitumor activity against human bladder carcinoma 5637 cells.,F,,Homo sapiens,9606.0,,,5637
4325,CHEMBL618432,1,16747,Intermediate,,Antitumor activity against human bladder carcinoma 5637 cells,F,,Homo sapiens,9606.0,,,5637
4326,CHEMBL618433,1,16747,Intermediate,,Antitumor activity against human bladder carcinoma 5637 cells,F,,Homo sapiens,9606.0,,,5637
4327,CHEMBL618434,9,15285,Expert,,In vitro inhibition of bovine trypsin(Trp).,B,,Bos taurus,9913.0,,,
4328,CHEMBL618435,8,3726,Expert,,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,B,,Cercopithecidae,9527.0,,,CV-1
4329,CHEMBL876402,8,5033,Autocuration,,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,B,,,,,,
4330,CHEMBL618436,6,11756,Autocuration,,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,F,,,,,,
4331,CHEMBL618437,0,11953,Autocuration,,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,F,In vivo,,,,,
4332,CHEMBL618438,9,5033,Intermediate,,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,B,,Cavia porcellus,10141.0,,,
4333,CHEMBL883800,8,11347,Expert,,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,Rattus norvegicus,10116.0,,,
4334,CHEMBL618439,8,11347,Expert,,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,A,,Rattus norvegicus,10116.0,,,
4335,CHEMBL618440,0,1229,Intermediate,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,,
4336,CHEMBL618441,0,1229,Intermediate,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,F,,,,,,
4337,CHEMBL618442,8,17588,Expert,,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,B,,Trypanosoma brucei,5691.0,,,
4338,CHEMBL618443,8,17588,Autocuration,,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,B,,Trypanosoma brucei,5691.0,,,
4339,CHEMBL619158,8,17588,Expert,,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,B,,Ovis aries,9940.0,,,
4340,CHEMBL620974,8,17588,Autocuration,,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,B,,Ovis aries,9940.0,,,
4341,CHEMBL620975,8,16485,Autocuration,,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,B,,,,,,
4342,CHEMBL620976,0,4337,Intermediate,,Average inhibitory concentration against 60 human cell lines was reported,F,,Homo sapiens,9606.0,,,
4343,CHEMBL620977,0,4112,Expert,,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,F,,Homo sapiens,9606.0,,,
4344,CHEMBL620978,1,16160,Intermediate,,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,F,,Homo sapiens,9606.0,,,Panel NCI-60 (60 carcinoma cell lines)
4345,CHEMBL620979,1,16160,Intermediate,,Cancer specificity was measured from the +/- value under average log LC50 60-cell line. ,F,,Homo sapiens,9606.0,,,Panel NCI-60 (60 carcinoma cell lines)
4346,CHEMBL620980,1,17376,Expert,,In vitro mean growth inhibitory activity against 60-cell panel,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4347,CHEMBL620981,1,17376,Expert,,In vitro mean growth lethal concentration against 60-cell panel,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4348,CHEMBL620982,1,17376,Expert,,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4349,CHEMBL620983,1,17376,Expert,,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4350,CHEMBL620984,4,3241,Autocuration,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,,,
4351,CHEMBL620985,4,3241,Autocuration,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,F,,,,,,
4352,CHEMBL620986,8,3725,Expert,,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,B,,,,,,
4353,CHEMBL620987,1,10805,Expert,,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,F,,Plasmodium falciparum,5833.0,,,
4354,CHEMBL620988,1,10805,Expert,,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,F,,Plasmodium falciparum,5833.0,,,
4355,CHEMBL620989,1,10805,Expert,,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase.,F,,Plasmodium falciparum,5833.0,,,
4356,CHEMBL620990,1,10805,Expert,,Substrate affinity for Plasmodium falciparum 68 neutral proteinase.,F,,Plasmodium falciparum,5833.0,,,
4357,CHEMBL620991,1,10805,Intermediate,,Reaction velocity for Plasmodium falciparum 68 neutral proteinase.,F,,Plasmodium falciparum,5833.0,,,
4358,CHEMBL620992,1,10144,Intermediate,,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,6C3HED
4359,CHEMBL620993,1,10144,Intermediate,,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,6C3HED
4360,CHEMBL620994,1,10144,Intermediate,,Percent inhibition against 6C3HED lymphosarcoma at dose 200 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,6C3HED
4361,CHEMBL620995,1,10144,Intermediate,,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,6C3HED
4362,CHEMBL620996,1,10144,Intermediate,,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,6C3HED
4363,CHEMBL875581,1,10144,Intermediate,,Percent inhibition against 6C3HED lymphosarcoma at dose 6 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,6C3HED
4364,CHEMBL620997,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 100 mg/kg,F,In vivo,Mus musculus,10090.0,,,
4365,CHEMBL620998,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 150 mg/kg,F,In vivo,Mus musculus,10090.0,,,
4366,CHEMBL620999,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 1600 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,Mus musculus,10090.0,,,
4367,CHEMBL621000,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 200 mg/kg,F,In vivo,Mus musculus,10090.0,,,
4368,CHEMBL621001,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 225 mg/kg,F,In vivo,Mus musculus,10090.0,,,
4369,CHEMBL621002,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 270 mg/kg,F,In vivo,Mus musculus,10090.0,,,
4370,CHEMBL621003,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 275 mg/kg,F,In vivo,Mus musculus,10090.0,,,
4371,CHEMBL621004,0,10685,Autocuration,,"Antitumor activity in vivo against the 6C3HED lymphosarcoma, dosed for 10 days at 300 mg/kg",F,In vivo,Mus musculus,10090.0,,,
4372,CHEMBL621005,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (intraperitoneal dosing for 8 days),F,In vivo,Mus musculus,10090.0,,,
4373,CHEMBL621006,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 300 mg/kg (ip dosing daily for 8 days),F,In vivo,Mus musculus,10090.0,,,
4374,CHEMBL621007,0,10685,Autocuration,,Antitumor activity in vivo against the 6C3HED lymphosarcoma dosed for 10 days at 600 mg/kg,F,In vivo,Mus musculus,10090.0,,,
4375,CHEMBL621008,0,10144,Autocuration,,Percent inhibition against 6C3HED lymphosarcoma at dose 100 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,
4376,CHEMBL621009,0,10144,Autocuration,,Percent inhibition against 6C3HED lymphosarcoma at dose 12.5 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,
4377,CHEMBL857705,0,10144,Autocuration,,Percent inhibition against 6C3HED lymphosarcoma at dose 25 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,
4378,CHEMBL619828,0,10144,Autocuration,,Percent inhibition against 6C3HED lymphosarcoma at dose 50 mg/kg in C3H mice,F,,Mus musculus,10090.0,,,
4379,CHEMBL619829,0,10685,Autocuration,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 100 mg/kg dosage administered for 8 days intraperitoneally,F,,Mus musculus,10090.0,,,
4380,CHEMBL619830,0,10685,Autocuration,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 10 days intraperitoneally,F,,Mus musculus,10090.0,,,
4381,CHEMBL619831,0,10685,Autocuration,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 200 mg/kg dosage administered for 8 days intraperitoneally,F,,Mus musculus,10090.0,,,
4382,CHEMBL619832,0,10685,Autocuration,,Tested on 6C3HED lymphosarcoma and percent inhibition was determined at 50 mg/kg dosage administered for 8 days intraperitoneally,F,,Mus musculus,10090.0,,,
4383,CHEMBL619833,0,10685,Autocuration,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 100 mg/kg dosage administered for 8 days intraperitoneally; 0/10,A,,Mus musculus,10090.0,,,
4384,CHEMBL619834,0,10685,Autocuration,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 8 days perorally; 1/10,A,,Mus musculus,10090.0,,,
4385,CHEMBL619835,0,10685,Autocuration,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 200 mg/kg dosage administered for 10 days intraperitoneally; 1/10,A,,Mus musculus,10090.0,,,
4386,CHEMBL619836,0,10685,Autocuration,,Tested on 6 C3 HED lymphosarcoma and number of drug related deaths/total animals in treatment group was determined at 50 mg/kg dosage administered for 8 days perorally; 3/10,A,,Mus musculus,10090.0,,,
4387,CHEMBL619837,1,8831,Intermediate,,"Compound was evaluated for the antitumor activity against 6C3HED lymphosarcoma for ip administration and daily x 8 schedule; Number of toxic deaths over total number of mice per group (T/C), 0/10 at dose of 35 mg/kg",F,,Mus musculus,10090.0,,,6C3HED
4388,CHEMBL619838,0,11704,Autocuration,,In vivo antitumor activity against 6C3HED tumor type after intraperitoneal administration of 400 mg/kg,F,In vivo,,,,,
4389,CHEMBL619839,1,11704,Intermediate,,In vivo antitumor activity against 6C3HED tumor type was expressed as toxic deaths/total treated mice at 400 mg/kg dose; 2/10,A,,Mus musculus,10090.0,,,
4390,CHEMBL619840,1,10685,Intermediate,,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line,F,In vivo,Mus musculus,10090.0,,,6C3HED
4391,CHEMBL619841,1,10685,Intermediate,,Antitumor activity in vivo expressed as percent of inhibition in 6C3HED-lymphosarcoma tumor cell line; 95-100% inhibition,F,In vivo,Mus musculus,10090.0,,,6C3HED
4392,CHEMBL857704,1,11368,Expert,,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 150 mg/kg given orally(daily x 8),F,,Mus musculus,10090.0,,,6C3HED
4393,CHEMBL619842,1,11368,Intermediate,,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 200 mg/kg given orally(daily x 8),F,,Mus musculus,10090.0,,,6C3HED
4394,CHEMBL619843,1,11368,Expert,,Inhibition of tumor growth of 6C3HED lymphosarcoma tumor cell line in mice at a dose of 300 mg/kg given orally (daily x 8),F,,Mus musculus,10090.0,,,6C3HED
4395,CHEMBL619844,0,17763,Autocuration,,"Inhibition of Staphylococcus aureus 7,8-dihydroneopterin aldolase",B,,Staphylococcus aureus,1280.0,,,
4396,CHEMBL857855,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at a concentration of 5 uM,B,,Rattus norvegicus,10116.0,,Liver,
4397,CHEMBL619845,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,,Rattus norvegicus,10116.0,,Liver,
4398,CHEMBL619846,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 1 uM,B,,Rattus norvegicus,10116.0,,Liver,
4399,CHEMBL619847,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 20 uM,B,,Rattus norvegicus,10116.0,,Liver,
4400,CHEMBL619848,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 25 uM,B,,Rattus norvegicus,10116.0,,Liver,
4401,CHEMBL620893,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 50 uM,B,,Rattus norvegicus,10116.0,,Liver,
4402,CHEMBL620894,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 5 uM,B,,Rattus norvegicus,10116.0,,Liver,
4403,CHEMBL620895,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 10 uM,B,,Rattus norvegicus,10116.0,,Liver,
4404,CHEMBL620896,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,,Rattus norvegicus,10116.0,,Liver,
4405,CHEMBL620897,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,,Liver,
4406,CHEMBL620898,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,,Rattus norvegicus,10116.0,,Liver,
4407,CHEMBL620899,0,7411,Autocuration,,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,,Rattus norvegicus,10116.0,,Liver,
4408,CHEMBL620900,0,347,Autocuration,,The apparent total plasma clearance in monkey,A,In vivo,Cercopithecidae,9527.0,,Plasma,
4409,CHEMBL620901,0,3341,Autocuration,,Compound was evaluated for Hepatic clearance in monkey,A,In vivo,Cercopithecidae,9527.0,,,
4410,CHEMBL620902,0,17853,Autocuration,,Lower clearance in monkey (i.v.) at 0.5 mpk,A,In vivo,Cercopithecidae,9527.0,,,
4411,CHEMBL620903,0,4514,Autocuration,,Plasma clearance in rhesus monkey,A,In vivo,Cercopithecidae,9527.0,,,
4412,CHEMBL620904,0,6062,Autocuration,,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,A,In vivo,Cercopithecidae,9527.0,,,
4413,CHEMBL620905,0,6821,Autocuration,,Plasma clearance of compound was determined in monkey,A,In vivo,Cercopithecidae,9527.0,,,
4414,CHEMBL620906,0,6057,Autocuration,,Plasma clearance was calculated in rhesus monkey,A,In vivo,Cercopithecidae,9527.0,,,
4415,CHEMBL875420,0,5145,Autocuration,,Plasma clearance in rhesus monkey,A,In vivo,Cercopithecidae,9527.0,,,
4416,CHEMBL620907,0,6641,Autocuration,,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,In vivo,Cercopithecidae,9527.0,,,
4417,CHEMBL620908,0,5472,Autocuration,,Plasma clearance was evaluated in rhesus,A,In vivo,Cercopithecidae,9527.0,,,
4418,CHEMBL620909,0,4257,Autocuration,,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,A,In vivo,Cercopithecidae,9527.0,,,
4419,CHEMBL620910,0,5546,Autocuration,,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,In vivo,Cercopithecidae,9527.0,,,
4420,CHEMBL620911,0,5334,Autocuration,,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,In vivo,Cercopithecidae,9527.0,,,
4421,CHEMBL620912,0,5334,Autocuration,,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,In vivo,Cercopithecidae,9527.0,,,
4422,CHEMBL620913,0,17509,Autocuration,,Cmax 24 hr after 2 mg/kg oral administration in monkeys,A,In vivo,Cercopithecidae,9527.0,,,
4423,CHEMBL620914,0,6535,Autocuration,,Cmax in monkey after administration of 1 mg/kg iv,A,In vivo,Cercopithecidae,9527.0,,,
4424,CHEMBL620915,0,5668,Autocuration,,Cmax was determine after peroral administration at 10 mpk in Rhesus,A,In vivo,Cercopithecidae,9527.0,,,
4425,CHEMBL620916,0,5922,Autocuration,,Cmax in cynomolgus monkey by iv administration,A,In vivo,Cercopithecidae,9527.0,,,
4426,CHEMBL620917,0,5922,Autocuration,,Cmax in cynomolgus monkey by po administration,A,In vivo,Cercopithecidae,9527.0,,,
4427,CHEMBL620918,0,6078,Autocuration,,Cmax value evaluated in monkey,A,In vivo,Cercopithecidae,9527.0,,,
4428,CHEMBL620919,0,2661,Autocuration,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,In vivo,Cercopithecidae,9527.0,,,
4429,CHEMBL620920,0,3249,Autocuration,,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,A,In vivo,Cercopithecidae,9527.0,,Plasma,
4430,CHEMBL620921,0,3249,Autocuration,,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,A,In vivo,Cercopithecidae,9527.0,,Plasma,
4431,CHEMBL620922,0,5553,Autocuration,,Maximal plasma concentration in squirrel monkeys,A,In vivo,Cercopithecidae,9527.0,,Plasma,
4432,CHEMBL620923,0,1916,Autocuration,,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,In vivo,Cercopithecidae,9527.0,,,
4433,CHEMBL620924,0,6227,Autocuration,,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,A,In vivo,Cercopithecidae,9527.0,,Plasma,
4434,CHEMBL620925,0,4809,Autocuration,,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,In vivo,Cercopithecidae,9527.0,,,
4435,CHEMBL620926,0,5355,Autocuration,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,A,In vivo,Cercopithecidae,9527.0,,,
4436,CHEMBL620927,0,5355,Autocuration,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,A,In vivo,Cercopithecidae,9527.0,,,
4437,CHEMBL620928,0,5355,Autocuration,,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,A,In vivo,Cercopithecidae,9527.0,,,
4438,CHEMBL620929,0,5355,Autocuration,,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,A,In vivo,Cercopithecidae,9527.0,,,
4439,CHEMBL620930,0,6221,Autocuration,,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,A,In vivo,Cercopithecidae,9527.0,,Plasma,
4440,CHEMBL620931,0,167,Autocuration,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,A,,Cercopithecidae,9527.0,,,
4441,CHEMBL620932,0,167,Autocuration,,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,A,,Cercopithecidae,9527.0,,,
4442,CHEMBL620933,0,4257,Autocuration,,Absolute bioavailability was evaluated in monkey,A,In vivo,monkey,9443.0,,,
4443,CHEMBL620934,0,6221,Autocuration,,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,A,In vivo,monkey,9443.0,,,
4444,CHEMBL620935,0,17667,Autocuration,,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,A,In vivo,monkey,9443.0,,,
4445,CHEMBL620936,0,17267,Autocuration,,Bioavailability of compound was determined in rhesus monkey,A,In vivo,Macaca mulatta,9544.0,,,
4446,CHEMBL620937,0,4256,Autocuration,,Bioavailability determined after oral administration in marmoset,A,In vivo,marmosets,38020.0,,,
4447,CHEMBL620938,0,4256,Autocuration,,Oral bioavailability in cynomolgus monkey,A,In vivo,Macaca fascicularis,9541.0,,,
