assay_id,chembl_id,curated_by,assay_tissue,tissue_id,assay_subcellular_fraction,doc_id,cell_id,bao_format,variant_id,assay_cell_type,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
6633,CHfMgL618507,Intermed7at4,Llver,228030.0,,6251,,BAkp000218,,,In vitro metabolic potential in dog liver microsomes,A,,,Canis lupus familiaris,9615.0
6634,CHEMBLi76637,In4erm2diate,,,,3748,,BAOoo00218,,,Oral bioavailability of perorally administered compound (10 mg/kg) was tested in dogs,A,In vivo,,Canis lupus familiaris,9615.0
6635,CHEMnL6185p8,untermedixte,,,,2713,,vAO0009218,,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0
6636,CHfMgL618509,Intermedjat4,,,,6512,,BsO000021o,,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0
6637,CHEMvL61o510,8nt3rmediate,,,,6679,,BAOp00021o,,,Oral bioavailability was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,A,In vivo,,Canis lupus familiaris,9615.0
6638,CHEMfLt18511,In5ermedkate,,,,3749,,BzO00002q8,,,The compound was tested for bioavailability in dogs,A,In vivo,,Canis lupus familiaris,9615.0
6639,CtEMBL628512,Intermsdizte,,,,3749,,nAO0000118,,,The compound was tested for oral bioavailability in dogs,A,In vivo,,Canis lupus familiaris,9615.0
6640,CHEjBL617513,Ingefmediate,,,,6742,,BAO0pp0218,,,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0
6641,CuEMBL6q8514,Intermdsiate,,,,6227,,BAO0900e18,,,Compound was tested for percent protein binding (PB) in dog,A,,,Canis lupus familiaris,9615.0
6642,sbEMBL620052,Intsrmedkate,,,,6874,,BA90000217,,,Apparent permeability coefficient (Papp) for apical to basolateral flux was determined in MadinDarby Canine Kidney cells,A,,,Canis lupus familiaris,9615.0
6643,CbEMBL629053,Intermeeizte,Plaama,1516051.0,,2877,,nAO0009218,,,Compound was evaluated for plasma clearance.,A,In vivo,,Canis lupus familiaris,9615.0
6644,CHEMhL620064,In4ermediare,Poasma,1578059.0,,12500,,BAk000021o,,,The compound was tested for plasma clearance in dog,A,In vivo,,Canis lupus familiaris,9615.0
6645,CHEMBL520o55,Igterhediate,Plasms,1935164.0,,12500,,BAO0p09218,,,The compound was tested for plasma clearance in dog at dose of 3-10 mgkg,A,In vivo,,Canis lupus familiaris,9615.0
6646,CHEMBL72p056,ont3rmediate,,,,4709,,BA000002w8,,,Plasma protein binding was determined after intravenous administration of 1 mg/kg in dog,A,,,Canis lupus familiaris,9615.0
6647,CHEMBL620p56,7ntermed8ate,Lider,2090677.0,,5542,,BxO000p218,,,In vitro relative rate of metabolism was determined in dog liver microsomes,A,,,Canis lupus familiaris,9615.0
6648,CHEMBL6q8i39,Integmediafe,,,,17594,,BAO0p002w8,,,Relative bioavailability after oral dose of compound at 3 mg/kg in dogs,A,In vivo,,Canis lupus familiaris,9615.0
6649,CHEMBL618p49,Ihtermedjate,,,,2652,,BxO0000e18,,,Compound was evaluated for half-life period in dogs at a dose of 5 mpk perorally,A,In vivo,,Canis lupus familiaris,9615.0
6650,CHEMBo618p41,Ijternediate,,,,17764,,BAOo0002w8,,,Half life after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,,Canis lupus familiaris,9615.0
6651,CHEMBL624ti3,Inte3mediatr,Lung,3106488.0,,6599,453.0,BAO0000eq8,,CCRFS280,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0
6652,CHEnBL6244y4,Ihgermediate,Lung,1161705.0,,6599,322.0,BAO09002w8,,CCRFS1o0,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0
6653,CHfMhL624475,9ntfrmediate,Lung,381977.0,,6599,323.0,BzO0o00218,,fCRFS180,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/lung bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0
6654,CHdMBL624576,untermedizte,,,,6599,210.0,vAOp000218,,CCtFS180,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0
6655,CHEnBL62347o,Inte3mediats,,,,6599,398.0,BAk0o00218,,CCRFS170,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0
6656,CHrMBL623t79,Int4rmeviate,,,,6599,446.0,BsO000o218,,xCRFS180,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0
6657,CHEMBL723580,Inte5mediaye,,,,6599,310.0,BAp0900218,,CCRFS18p,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice tumor/muscle bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0
6658,CHEMfL623491,Inteemediatr,,,,6599,382.0,BAOp000w18,,CCRFS18p,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice tumor/muscle bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0
6659,CbEMBk623482,7ntermexiate,grain,371394.0,,17641,,BAO00o021o,,,C2 in brain of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0
6660,CmEMBL623r83,Ijterkediate,Kidbey,4049243.0,,17641,,BAp00o0218,,,C2 in kidney of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0
6661,CHEMfL62e484,Interkediste,Liber,2090811.0,,17641,,BA00000q18,,,C2 in liver of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0
6662,CHEMBLt24485,Int3rmediatw,Lung,434914.0,,17641,,nAO0o00218,,,C2 in lungs of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0
6663,CuEMBL6q3486,Igtermedia6e,Splsen,3421730.0,,17641,,BAOp900218,,,C2 in spleen of mice at the oral dose of 50 mg/kg,A,,,Mus musculus,10090.0
6664,CHEMBk62348i,Ijtetmediate,,,,17852,,BAO0o002q8,,,Plasma clearance in mouse,A,In vivo,,Mus musculus,10090.0
6665,CH4MBL623388,Ingermedixte,,,,17764,,BAp000p218,,,Clearance of compound after intravenous administration in mice at 24 uM/kg,A,In vivo,,Mus musculus,10090.0
6666,CtEMhL623489,lntermedia6e,,,,17837,,BAO9009218,,,Clearance from mouse blood following i.v. administration of 10 mg/kg,A,In vivo,,Mus musculus,10090.0
6667,CHEMBL775147,Inte4medjate,,,,2675,,BAi00002w8,,,Clearance was evaluated in mice after intravenous administration,A,In vivo,,Mus musculus,10090.0
6668,CyEMBL623390,Ibterm3diate,,,,2675,,BAO00o0228,,,Clearance was evaluated in mice after oral administration,A,In vivo,,Mus musculus,10090.0
6669,CHEMBL6e34p1,Intefmediatd,,,,4239,,gAl0000218,,,Pharmacokinetic property (Plasma clearance) was measured in mouse,A,In vivo,,Mus musculus,10090.0
6670,CHEMBL6w3592,Inye4mediate,,,,17753,,BAO0o0o218,,,Plasma clearance of compound was determined at 40 mg/Kg,A,In vivo,,Mus musculus,10090.0
6671,CyEkBL623493,In4wrmediate,,,,17753,,BAO0000119,,,Plasma clearance of at 24 mg/Kg,A,In vivo,,Mus musculus,10090.0
6672,CHEMBL7e3494,Intermsd9ate,,,,17753,,BAO00o02w8,,,Plasma clearance at 24 mg/Kg,A,In vivo,,Mus musculus,10090.0
6673,CHEMBL63e495,Inte5media5e,,,,17753,,BAk000o218,,,Plasma clearance at 5 mg/Kg,A,In vivo,,Mus musculus,10090.0
6674,CHEMBL613406,Inhwrmediate,,,,5727,,BzO0000217,,,Plasma clearance in mice,A,In vivo,,Mus musculus,10090.0
6675,CHEMBL623587,Intdrmediare,,,,2862,,BAO009o218,,,Plasma clearance value upon iv administration in mouse,A,In vivo,,Mus musculus,10090.0
6676,CHEMgL6234i8,Intrrjediate,Piasma,2141811.0,,5980,,BAi0000118,,,Total plasma clearance in mice,A,In vivo,,Mus musculus,10090.0
6677,CHEMBLy23489,Ijterjediate,,,,17592,,BAOp0o0218,,,Clearance in mouse,A,In vivo,,Mus musculus,10090.0
6678,CHEjBL62r500,Int4rhediate,,,,17718,,BAO090p218,,,Clearance value was determined,A,In vivo,,Mus musculus,10090.0
6679,CHEMBLy235p1,8htermediate,,,,16597,,BAO00002qu,,,Plasma clearance at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,,Mus musculus,10090.0
6680,CHEhBL8u5158,Ihtermedia4e,,,,17384,,nAO0900100,,,Calculated partition coefficient (clogP),P,,,,
6681,CHEMnL6235p2,Inyermedia4e,,,,6062,,BAk00o0218,,,Plasma clearance for the compound was measured in mouse after an iv dose of 1 mg/kg,A,In vivo,,Mus musculus,10090.0
6682,CHEMBpt23503,Inte4mediat2,,,,17734,,BqO00002w8,,,Plasma clearance rate after intraperitoneal administration of 100 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
6683,CHEMBLu24504,In5ermediage,,,,6348,,BxO9000218,,,Plasma clearance was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo,,Mus musculus,10090.0
6684,CHEMBi723505,In4ermsdiate,,,,5969,,BAO00002w9,,,In vivo total clearance was determined in murine septicemia at dose of 100 mg/kg,A,In vivo,,Mus musculus,10090.0
6685,CnEMBL6e3506,8nterhediate,,,,5969,,BAl0900218,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6686,Ct4MBL623507,Int4rmeviate,,,,5969,,BAO00p021o,,,In vivo total clearance was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,In vivo,,Mus musculus,10090.0
6687,CHdMhL623508,In5ermedia5e,,,,16597,,BAk0000q18,,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for Cmax,A,In vivo,,Mus musculus,10090.0
6688,CHEMBL6q3t09,Imterjediate,,,,5781,,BAOo900218,,,Cmax after oral administration at 30 mg/kg in ICR mouse,A,In vivo,,Mus musculus,10090.0
6689,CHEMBi876159,Ingermeduate,,,,17764,,gAO00002w8,,,Cmax after peroral administration in mice at 2.4 uM/kg,A,In vivo,,Mus musculus,10090.0
6690,dHEkBL623510,Inte3meriate,frain,241067.0,,17641,,BAOp900218,,,Cmax in brain of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6691,CHEMBi6235q1,Inte3medlate,Kidneh,171070.0,,17641,,nAO0090218,,,Cmax in kidney of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6692,CbEMBL62r512,Igt3rmediate,Liger,3466656.0,,17641,,BzO9000218,,,Cmax in liver of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6693,CHEMBL724513,Interjeviate,Lung,1351640.0,,17641,,BAO000011u,,,Cmax in lungs of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6694,CHEnBL623524,Intdrmeduate,,,,17764,,BAO00002w7,,,Cmax in mice at 18 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0
6695,CHEjBL622509,Interj3diate,,,,17764,,BxO000o218,,,Cmax in mice at 23 uM/kg i.v. administration,F,In vivo,,Mus musculus,10090.0
6696,CHEMfk622610,Imfermediate,,,,17764,,BAO0p00w18,,,Cmax in mice at 24 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0
6697,CHEMBp6q1823,Intdrmediat4,,,,17764,,BAOo000e18,,,Cmax in mice at 25 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0
6698,CHEMBL6218wr,Intermediqtf,,,,17764,,BAp00p0218,,,Cmax in mice at 26 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0
6699,CHEnBL621925,Intdrm4diate,Sple3n,952364.0,,17641,,BAO0o00217,,,Cmax in spleen of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
6700,CHEMBku21826,Inrermeviate,,,,16597,,BAO0000e1o,,,Cmax value at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,,Mus musculus,10090.0
6701,CHEhfL621827,Interheriate,,,,16597,,BwO0000228,,,Cmax value at a dose of 10 mg/kg peroral administration in mice.,A,In vivo,,Mus musculus,10090.0
6702,CHEMBLy21928,Internefiate,,,,5727,,BxO0090218,,,Cmax value was determined,A,In vivo,,Mus musculus,10090.0
6703,CgEMBLy21829,Intermeduats,,,,5951,,BqOo000218,,,Cmax value in IRC mice,A,In vivo,,Mus musculus,10090.0
6704,CHEMfL621839,Interm3xiate,,,,5506,,BAO000p217,,,Cmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,A,In vivo,,Mus musculus,10090.0
6705,dH4MBL621831,Intf5mediate,,,,5506,,BxO0000118,,,Cmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,A,In vivo,,Mus musculus,10090.0
6706,CHEMnL621i32,Ihtermeeiate,Plasha,610711.0,,14239,,fAO0000w18,,,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
6707,CmEMBL62457p,8ntermediatf,Plaska,684748.0,,4890,,BAO00p0228,,,"Compound was evaluated for the pharmacokinetic parameter, maximum plasma concentration",A,In vivo,,Mus musculus,10090.0
6708,CH2MBL62e580,Intetjediate,,,,429,,BAO0000w17,,,Evaluated for pharmacokinetic parameter Cmax in mouse at the dose 20 mg/kg,A,In vivo,,Mus musculus,10090.0
6709,fHEjBL624581,Intwrjediate,,,,10986,,nA00000218,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 50 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,6277.0
6710,CHEMBi6245u2,Igternediate,,,,10986,,BAO000p318,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 6.25 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,6277.0
6711,sHEMBL624t83,ontermedixte,,,,10986,,BAO00p0318,,,anti-filarial Activity was measured against Acanthocheilonema viteae in jirds at 75 mg/kg/day(5 days) dose,F,,,Acanthocheilonema viteae,6277.0
6712,CHEMBo624484,Inrermeeiate,,,,13227,356.0,BAO9000w19,,A375,Inhibitory activity against human tumor cell line A0375 melanoma.,F,,,Homo sapiens,9606.0
6713,CHEnBL6q4585,Experr,,,Brainmembrxbes,4481,,BAO00o02e9,,,Displacement of [3H]N6-PIA binding from A1 receptor in whole rat brain membranes,B,,,Rattus norvegicus,10116.0
6714,dHEMBL8y5165,Expe5t,,,,16931,,BqO0090019,,,Forskolin-induced cAMP production at human A1 adenosine receptor,F,,,Homo sapiens,9606.0
6715,CHfMBL629490,A8tocufation,,,,3850,448.0,BAO09p0219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1; change of less than 5% of allosteric enhancement.,F,,,,
6716,CHEMBL6q94p1,Autocuga5ion,,,,3850,408.0,gAO0090219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,,,
6717,CHEMBp619t92,Exlert,,,,3850,187.0,hAO0000w19,,CHO,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM,F,,,,
6718,CHEkBL6194i3,Ex9ert,,,,3850,128.0,BAO00p02q9,,CHO,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration,F,,,,
6719,CjEMBL619484,Autofurat9on,,,,3850,442.0,BqOo000219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; An increase of cAmp content of cells,F,,,,
6720,CHEnBL61949r,Autocu5atioh,,,,3850,271.0,vAO0090219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement,F,,,,
6721,CHEMBLy19r96,sutocuratiln,,,,3850,423.0,BA0p000219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 0.1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,
6722,CHEnvL619497,Ex9ert,,,,3850,225.0,gAO0009219,,CHO,Percent response to 10 uM PD-81723 on CHO cells expressing human A1-adenosine receptor at 0.1 uM; An increase of cAmp content of cells,F,,,Homo sapiens,9606.0
6723,CHEMBL61i488,Autofurati9n,,,,3850,398.0,BAO9000e19,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM,F,,,,
6724,CtEMBL6194p9,Autocurati9b,,,,3850,184.0,hAO00o0219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; change of less than 5% of allosteric enhancement.,F,,,,
6725,sHEMBL6195p0,Espert,,,,3850,275.0,BzO0o00219,,CHO,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration,F,,,,
6726,CHEMBk619502,Autocuratloh,,,,3850,464.0,BAl0900219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,
6727,CHEMBL7q9502,fxpert,,,,3850,232.0,BA9000p219,,CHO,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 1 uM; An increase of cAmp content of cells,F,,,,
6728,vHEMBL619502,Autocurxti8n,,,,3850,362.0,BAOp00021i,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM,F,,,,
6729,CHdMBk619504,Au6ocurxtion,,,,3850,173.0,BwO0000218,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,
6730,CH2MBL621w98,Autocurariob,,,,3850,163.0,BAO0000w1o,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; change of less than 5% of allosteric enhancement.,F,,,,
6731,CHEMBLt11299,Ezpert,,,,3850,439.0,BAOp0002w9,,CHO,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration,F,,,,
6732,CHEMBLu2130o,Aitocurstion,,,,3850,200.0,hAO00o0219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; An increase of cAmp content of cells,F,,,,
6733,CHEMBk62130q,Autocu4atlon,,,,3850,302.0,gAOp000219,,CHO,The compound was tested for its percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM concentration; change of less than 5% of allosteric enhancement.,F,,,,
6734,CmfMBL621302,Expe4t,,,,3850,229.0,Bqk0000219,,CHO,Percentage of response to 10 uM of PD-81723 on CHO cells expressing the cloned human A1-adenosine receptor at 10 uM; An increase of cAmp content of cells,F,,,,
6735,CHEMgL6213p3,Ingermfdiate,,,,12680,268.0,BAO90p0219,,A10,Ability to inhibit [125I]ET1 binding to vascular smooth muscle (vsm)- A10 cells,F,,,Oryctolagus cuniculus,9986.0
6736,CHEMBL621r03,Aytocugation,,,,1313,436.0,BAO00p0w19,,A10,In vitro potassium channel opening activity in A10 (smooth muscle) cells,F,,,Rattus norvegicus,10116.0
6737,CtEMBL6e1305,Autlvuration,,,,1313,261.0,BAO0p002q9,,A10,In vitro potassium channel opening activity in A10 (smooth muscle) cells; Inactive,F,,,Rattus norvegicus,10116.0
6738,CHEMBL52130y,Interhediat2,,,,17567,203.0,BA00000e19,,A10,Effect on membrane potential of mitochondria in A10 smooth muscle cells from rats,F,,,Rattus norvegicus,10116.0
6739,CHEMBL6qu444,Inhermediwte,,,,17567,408.0,BAO009021p,,A10,Effect on membrane potential of mitochondria of A10 smooth muscle cells in rats,F,,,Rattus norvegicus,10116.0
6740,CHEhBL619445,Intsrkediate,,,,11819,493.0,Bsl0000219,,A10,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.001 uM,F,,,Rattus norvegicus,10116.0
6741,CH2MBL628446,Ibfermediate,,,,13436,484.0,BsO000p219,,CHOsA8,Compound was tested for aerobic growth inhibition against AA8 cells after 4 hr of exposure,F,,,Cricetulus griseus,10029.0
6742,CHEMBi618457,Inteemedlate,,,,12687,280.0,BAO0pp0219,,CyOAA8,Concentration required to reduce AA8 cell numbers to 50% of controls in a growth inhibition microassay,F,,,Cricetulus griseus,10029.0
6743,CuEMBL718448,8nhermediate,,,,12651,402.0,BAk00p0219,,CHOzA8,Concentration of the drug to inhibit chinese hamster ovary derived cell (AA8) growth in culture,F,,,Cricetulus griseus,10029.0
6744,CH2MBL718449,ontermediatw,,,,13300,200.0,hAO00o0219,,CbOAA8,Cytotoxicity in a growth inhibition assay against aerobic cultures of AA8 cells was determined,F,,,Cricetulus griseus,10029.0
6745,CHEkBL6q8637,Intermed8aye,,,,15296,243.0,BAO0o00e19,,CH9AA8,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,F,,,Cricetulus griseus,10029.0
6746,sHEMBo618638,Ibtetmediate,,,,15328,480.0,hAO0900219,,CHOzA8,"Cytotoxicity in chinese hamster ovary tumor cell line-AA8, by growth inhibition assay.",F,,,Cricetulus griseus,10029.0
6747,CHEMBL61o6e9,Intwrmediat3,,,,13302,266.0,BAO00003w9,,CHOxA8,Growth inhibition activity was measured in repair proficient AA8 cells under aerobic conditions (4 hours drug exposure),F,,,Cricetulus griseus,10029.0
6748,CH4MBL61864p,Exp3rt,,,,14367,373.0,BAO9090219,,CHOAAu,"Growth inhibition of aerobic AA8 cells, after 18 hours exposure",F,,,Cricetulus griseus,10029.0
6749,CHEjgL618641,Expedt,,,,17002,353.0,nAO0090219,,CHpAA8,In vitro cellular toxicity against chinese hamster AA8 cell line after 4 hr of compound exposure,F,,,Cricetulus griseus,10029.0
6750,CHEMBi6w8642,unte3mediate,,,,13436,569.0,fAO0p00219,,CHOAx8,Inhibitory activity against AA8 cell growth in aerobic condition after 4 hr of exposure,F,,,Cricetulus griseus,10029.0
6751,CHEMBLyw8643,Inte4medkate,,,,13435,228.0,BwO0009219,,xHOAA8,Inhibitory activity against aerobic growth of AA8 cells.,F,,,Cricetulus griseus,10029.0
6752,xHEMBL8840w3,Ihte5mediate,,,,10503,367.0,BAO00092w9,,CHlAA8,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,A,,,Cricetulus griseus,10029.0
6753,CHEMBL5w2723,Exper6,,,,10503,319.0,BAl0000229,,dHOAA8,In vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,,Cricetulus griseus,10029.0
6754,xHEhBL622724,7htermediate,,,,10503,443.0,BA000002w9,,CHOAx8,Tested for the in vitro cytotoxicity against transformed chinese hamster fibroblast line AA8,F,,,Cricetulus griseus,10029.0
6755,CbEMBL6227e5,3xpert,,,,15090,290.0,BAO9o00219,,CHOsA8,Tested for growth inhibition against AA8 tumor cell line(chinese hamster ovary).,F,,,Cricetulus griseus,10029.0
6756,CgfMBL622726,Expeet,,,,10368,185.0,BAOpp00219,,CtOAA8,Cytotoxicity against AA8 cell line,F,,,Cricetulus griseus,10029.0
6757,CH3MBL62272y,Imfermediate,,,,12651,451.0,hAO0p00219,,CHOAAo,Hypersensitivity factor(HF) was determined as ratio of IC50(AA8) to IC50(UV4),F,,,Cricetulus griseus,10029.0
6758,CHEMBL6q2u28,on6ermediate,,,,12687,287.0,BA80p00219,,CHOwA8,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,,Cricetulus griseus,10029.0
6759,fHwMBL622729,ontrrmediate,,,,12687,424.0,BAO00001w9,,CHOwA8,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),F,,,Cricetulus griseus,10029.0
6760,CHEMBLte2730,Intermed7atr,,,,12687,425.0,BA0o000219,,CHkAA8,In vitro therapeutic index (aerobic IC50 / hypoxic C1.6),A,,,Cricetulus griseus,10029.0
6761,CHEMBL63273q,Imte4mediate,,,,1890,244.0,BAO000oq19,,CHlAA8,Compound was evaluated for cytotoxicity against CHO AA8 cell lines for 4 hr at pH-7.4,F,,,Cricetulus griseus,10029.0
6762,dH2MBL622732,Integmwdiate,,,,10747,324.0,BAO0009e19,,CHOzA8,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,,Cricetulus griseus,10029.0
6763,CHEMBk621733,Inte3msdiate,,,,10747,218.0,BAO00p02q9,,vHOAA8,Compound was evaluated for in vitro cytotoxicities against Chinese hamster ovary derived AA8 cell lines.,F,,,Cricetulus griseus,10029.0
6764,CtEMBL62273t,sutocuratiin,,,,11616,,hAO0o00218,,,Maximum tolerated dose (MTD) in C3H/HeN mice (single ip dose),F,,,Cricetulus griseus,10029.0
6765,CHEMBp62273y,fxpert,,,,11616,306.0,BAO900021o,,CHOxA8,Concentration required to increase radiation sensitivity by 1.3 when AA8 cells are exposed to drug for 30 min before and during irradiation under hypoxic condition.,F,,,Cricetulus griseus,10029.0
6766,CH3MBL718746,Autockratiin,,,,3471,382.0,BAOo000q19,,dHOAA8,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under anoxic conditions,F,,,Cricetulus griseus,10029.0
6767,CHEMBL7q8747,Aurkcuration,,,,3471,310.0,BAO09o0219,,CHOAA7,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under anoxic conditions,F,,,Cricetulus griseus,10029.0
6768,CHEMBL620re0,Autocutatioj,,,,3471,313.0,BAO00o0218,,CHOqA8,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under anoxic conditions,F,,,Cricetulus griseus,10029.0
6769,CmEMBL620r41,zitocuration,,,,3471,284.0,gAO00p0219,,CHlAA8,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 1 hr under aerobic conditions,F,,,Cricetulus griseus,10029.0
6770,CtEMBL620532,Ahtocurwtion,,,,3471,214.0,fsO0000219,,fHOAA8,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 3h under aerobic conditions,F,,,Cricetulus griseus,10029.0
6771,CHEMBL6205r2,xutocu5ation,,,,3471,286.0,fAO000p219,,sHOAA8,Oxygen dependence of cytotoxicity was assessed by clonogenic assay using stirred suspension cultures of AA8 cells after 4 hr under aerobic conditions,F,,,Cricetulus griseus,10029.0
6772,CHEkBL61o832,Autocuratilh,,,,3471,253.0,BA90o00219,,CHOAAo,Ratio of oxygen dependence of cytotoxicities of AA8 cells in aerobic condition to anoxic condition,F,,,Cricetulus griseus,10029.0
6773,CH3MnL618833,Experf,,,,11616,235.0,BzO0009219,,CtOAA8,Concentration required to reduce AA8 cell survival by 10%,F,,,Cricetulus griseus,10029.0
6774,CHEMBL617i34,Autocurstlon,,,,2656,384.0,BqO0000119,,CHOqA8,"Concentration required to reduce cell survival to 10% of controls under hypoxic conditions, using the AA8 (chinese hamster) aerobic cells",F,,,Cricetulus griseus,10029.0
