rental_rate,film_id,length,original_language_id,rating,language,description,replacement_cost,title,release_year,rental_duration
2.99,361,89,,NC-17,English,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,25.99,GLEAMING JAWBREAKER,2006,5
2.99,362,115,,PG-13,English,A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station,13.99,GLORY TRACY,2006,7
0.99,363,54,,R,English,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,12.99,GO PURPLE,2006,3
2.99,364,73,,NC-17,English,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,14.99,GODFATHER DIARY,2006,3
4.99,365,154,,R,English,A Taut Documentary of a Database Administrator And a Waitress who must Reach a Mad Scientist in A Baloon Factory,21.99,GOLD RIVER,2006,4
0.99,366,93,,G,English,A Insightful Drama of a Mad Scientist And a Hunter who must Defeat a Pastry Chef in New Orleans,29.99,GOLDFINGER SENSIBILITY,2006,3
0.99,367,153,,R,English,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,20.99,GOLDMINE TYCOON,2006,6
2.99,368,84,,R,English,A Insightful Character Study of a Mad Cow And a Forensic Psychologist who must Conquer a A Shark in A Manhattan Penthouse,20.99,GONE TROUBLE,2006,7
4.99,369,56,,PG,English,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,22.99,GOODFELLAS SALUTE,2006,4
2.99,370,108,,R,English,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory,26.99,GORGEOUS BINGO,2006,4
4.99,371,129,,G,English,A Epic Panorama of a Mad Scientist And a Monkey who must Redeem a Secret Agent in Berlin,17.99,GOSFORD DONNIE,2006,5
4.99,372,140,,R,English,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,26.99,GRACELAND DYNAMITE,2006,5
2.99,373,156,,G,English,A Lacklusture Epistle of a Girl And a A Shark who must Meet a Mad Scientist in Ancient China,14.99,GRADUATE LORD,2006,7
0.99,374,117,,PG,English,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,29.99,GRAFFITI LOVE,2006,3
2.99,375,85,,NC-17,English,A Unbelieveable Saga of a Teacher And a Monkey who must Fight a Girl in An Abandoned Mine Shaft,17.99,GRAIL FRANKENSTEIN,2006,4
0.99,376,155,,G,English,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,20.99,GRAPES FURY,2006,4
0.99,377,135,,G,English,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,20.99,GREASE YOUTH,2006,7
2.99,378,93,,NC-17,English,A Astounding Character Study of a Secret Agent And a Robot who must Build a A Shark in Berlin,24.99,GREATEST NORTH,2006,5
0.99,379,166,,R,English,A Amazing Reflection of a A Shark And a Butler who must Chase a Hunter in The Canadian Rockies,14.99,GREEDY ROOTS,2006,7
2.99,380,176,,PG,English,A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station,11.99,GREEK EVERYONE,2006,7
4.99,381,150,,R,English,A Intrepid Display of a Madman And a Feminist who must Pursue a Pioneer in The First Manned Space Station,25.99,GRINCH MASSAGE,2006,7
0.99,382,137,,PG,English,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,21.99,GRIT CLOCKWORK,2006,3
0.99,383,111,,NC-17,English,A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft,13.99,GROOVE FICTION,2006,6
4.99,384,49,,R,English,A Epic Drama of a Cat And a Explorer who must Redeem a Moose in Australia,19.99,GROSSE WONDERFUL,2006,5
4.99,385,139,,PG-13,English,A Brilliant Panorama of a Astronaut And a Technical Writer who must Discover a Butler in A Manhattan Penthouse,26.99,GROUNDHOG UNCUT,2006,6
4.99,386,53,,NC-17,English,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,12.99,GUMP DATE,2006,3
0.99,387,100,,G,English,A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico,27.99,GUN BONNIE,2006,7
0.99,388,70,,NC-17,English,A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert,16.99,GUNFIGHT MOON,2006,5
2.99,389,127,,PG-13,English,A Touching Saga of a Robot And a Boy who must Kill a Man in Ancient Japan,9.99,GUNFIGHTER MUSSOLINI,2006,3
4.99,390,84,,R,English,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,20.99,GUYS FALCON,2006,4
2.99,391,146,,PG-13,English,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,25.99,HALF OUTFIELD,2006,6
4.99,392,51,,NC-17,English,A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia,13.99,HALL CASSIDY,2006,5
2.99,393,47,,PG-13,English,A Amazing Panorama of a Forensic Psychologist And a Technical Writer who must Fight a Dentist in A U-Boat,19.99,HALLOWEEN NUTS,2006,6
2.99,394,146,,R,English,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,21.99,HAMLET WISDOM,2006,7
0.99,395,108,,R,English,A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia,28.99,HANDICAP BOONDOCK,2006,4
4.99,396,62,,G,English,A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin,18.99,HANGING DEEP,2006,5
2.99,397,107,,NC-17,English,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,26.99,HANKY OCTOBER,2006,5
4.99,398,47,,NC-17,English,A Stunning Reflection of a Girl And a Secret Agent who must Succumb a Boy in A MySQL Convention,21.99,HANOVER GALAXY,2006,5
2.99,399,100,,G,English,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,23.99,HAPPINESS UNITED,2006,6
2.99,400,72,,R,English,A Emotional Character Study of a Hunter And a Car who must Kill a Woman in Berlin,15.99,HARDLY ROBBERS,2006,7
0.99,401,168,,NC-17,English,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,10.99,HAROLD FRENCH,2006,6
0.99,402,52,,G,English,A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert,15.99,HARPER DYING,2006,3
4.99,403,121,,PG-13,English,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,18.99,HARRY IDAHO,2006,5
0.99,404,107,,PG,English,A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station,26.99,HATE HANDICAP,2006,4
4.99,405,76,,NC-17,English,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,13.99,HAUNTED ANTITRUST,2006,6
0.99,406,181,,R,English,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,22.99,HAUNTING PIANIST,2006,5
0.99,407,47,,PG-13,English,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,12.99,HAWK CHILL,2006,5
4.99,408,69,,R,English,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,28.99,HEAD STRANGER,2006,4
4.99,409,59,,G,English,A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies,9.99,HEARTBREAKERS BRIGHT,2006,3
2.99,410,48,,PG,English,A Intrepid Story of a Butler And a Car who must Vanquish a Man in New Orleans,19.99,HEAVEN FREEDOM,2006,7
4.99,411,49,,NC-17,English,A Beautiful Yarn of a Forensic Psychologist And a Frisbee who must Battle a Moose in A Jet Boat,13.99,HEAVENLY GUN,2006,5
4.99,412,102,,G,English,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,25.99,HEAVYWEIGHTS BEAST,2006,6
2.99,413,169,,NC-17,English,A Action-Packed Yarn of a Womanizer And a Lumberjack who must Chase a Sumo Wrestler in A Monastery,16.99,HEDWIG ALTER,2006,7
2.99,414,75,,PG,English,A Taut Reflection of a A Shark And a Dentist who must Battle a Boat in Soviet Georgia,23.99,HELLFIGHTERS SIERRA,2006,3
2.99,415,84,,R,English,A Fateful Saga of a Waitress And a Hunter who must Outrace a Sumo Wrestler in Australia,23.99,HIGH ENCINO,2006,3
0.99,416,110,,R,English,A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert,10.99,HIGHBALL POTTER,2006,6
0.99,417,93,,G,English,A Epic Display of a Hunter And a Feminist who must Sink a Car in A U-Boat,29.99,HILLS NEIGHBORS,2006,5
0.99,418,157,,PG-13,English,A Emotional Drama of a Husband And a Girl who must Outgun a Composer in The First Manned Space Station,27.99,HOBBIT ALIEN,2006,5
2.99,419,141,,G,English,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,19.99,HOCUS FRIDA,2006,4
4.99,420,128,,PG,English,A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies,27.99,HOLES BRANNIGAN,2006,7
4.99,421,78,,PG-13,English,A Insightful Reflection of a Waitress And a Madman who must Pursue a Boy in Ancient Japan,10.99,HOLIDAY GAMES,2006,7
4.99,422,136,,NC-17,English,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,25.99,HOLLOW JEOPARDY,2006,7
0.99,423,69,,PG,English,A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat,29.99,HOLLYWOOD ANONYMOUS,2006,7
0.99,424,149,,R,English,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,12.99,HOLOCAUST HIGHBALL,2006,6
0.99,425,88,,R,English,A Action-Packed Display of a Feminist And a Pioneer who must Pursue a Dog in A Baloon Factory,20.99,HOLY TADPOLE,2006,6
4.99,426,185,,R,English,A Touching Panorama of a Man And a Secret Agent who must Challenge a Teacher in A MySQL Convention,15.99,HOME PITY,2006,7
0.99,427,103,,R,English,A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse,19.99,HOMEWARD CIDER,2006,5
2.99,428,141,,PG-13,English,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,21.99,HOMICIDE PEACH,2006,6
0.99,429,84,,R,English,A Taut Story of a Waitress And a Crocodile who must Outrace a Lumberjack in A Shark Tank,29.99,HONEY TIES,2006,3
0.99,430,49,,G,English,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,23.99,HOOK CHARIOTS,2006,7
2.99,431,176,,G,English,A Astounding Display of a Explorer And a Boat who must Vanquish a Car in The First Manned Space Station,12.99,HOOSIERS BIRDCAGE,2006,3
2.99,432,139,,NC-17,English,A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank,22.99,HOPE TOOTSIE,2006,4
2.99,433,95,,PG,English,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,23.99,HORN WORKING,2006,4
0.99,434,139,,R,English,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,25.99,HORROR REIGN,2006,3
4.99,435,181,,PG-13,English,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,28.99,HOTEL HAPPINESS,2006,6
0.99,436,122,,NC-17,English,A Fateful Story of a Explorer And a Feminist who must Meet a Technical Writer in Soviet Georgia,14.99,HOURS RAGE,2006,4
2.99,437,109,,R,English,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,13.99,HOUSE DYNAMITE,2006,7
2.99,438,68,,NC-17,English,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,22.99,HUMAN GRAFFITI,2006,3
4.99,439,151,,PG-13,English,A Touching Yarn of a Frisbee And a Dentist who must Fight a Composer in Ancient Japan,28.99,HUNCHBACK IMPOSSIBLE,2006,4
0.99,440,105,,G,English,A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft,21.99,HUNGER ROOF,2006,6
2.99,441,125,,PG-13,English,A Emotional Drama of a Mad Cow And a Boat who must Redeem a Secret Agent in A Shark Tank,21.99,HUNTER ALTER,2006,5
2.99,442,65,,NC-17,English,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,24.99,HUNTING MUSKETEERS,2006,6
2.99,443,49,,PG,English,A Lacklusture Epistle of a Database Administrator And a Woman who must Meet a Hunter in An Abandoned Mine Shaft,11.99,HURRICANE AFFAIR,2006,6
4.99,444,83,,NC-17,English,A Emotional Reflection of a Sumo Wrestler And a Monkey who must Conquer a Robot in The Sahara Desert,22.99,HUSTLER PARTY,2006,3
2.99,445,100,,G,English,A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat,11.99,HYDE DOCTOR,2006,5
4.99,446,150,,PG,English,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,19.99,HYSTERICAL GRAIL,2006,5
2.99,447,131,,R,English,A Fast-Paced Tale of a Butler And a Moose who must Overcome a Pioneer in A Manhattan Penthouse,28.99,ICE CROSSING,2006,5
2.99,448,172,,PG-13,English,A Fast-Paced Drama of a Student And a Crocodile who must Meet a Database Administrator in The Outback,25.99,IDAHO LOVE,2006,3
2.99,449,119,,PG-13,English,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,12.99,IDENTITY LOVER,2006,4
2.99,450,84,,NC-17,English,A Insightful Drama of a Car And a Composer who must Fight a Man in A Monastery,29.99,IDOLS SNATCHERS,2006,5
4.99,451,160,,NC-17,English,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,12.99,IGBY MAKER,2006,7
0.99,452,122,,R,English,A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft,15.99,ILLUSION AMELIE,2006,4
2.99,453,178,,PG-13,English,A Lacklusture Panorama of a Secret Agent And a Crocodile who must Discover a Madman in The Canadian Rockies,17.99,IMAGE PRINCESS,2006,3
0.99,454,180,,PG-13,English,A Epic Character Study of a Frisbee And a Moose who must Outgun a Technical Writer in A Shark Tank,20.99,IMPACT ALADDIN,2006,6
4.99,455,103,,NC-17,English,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,11.99,IMPOSSIBLE PREJUDICE,2006,7
4.99,456,167,,NC-17,English,A Fateful Saga of a Womanizer And a Student who must Defeat a Butler in A Monastery,18.99,INCH JET,2006,6
0.99,457,157,,NC-17,English,A Thrilling Tale of a Technical Writer And a Boy who must Face a Pioneer in A Monastery,21.99,INDEPENDENCE HOTEL,2006,5
0.99,458,135,,NC-17,English,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,26.99,INDIAN LOVE,2006,4
4.99,459,74,,NC-17,English,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,23.99,INFORMER DOUBLE,2006,4
4.99,460,178,,PG-13,English,A Beautiful Drama of a Pioneer And a Crocodile who must Challenge a Student in The Outback,26.99,INNOCENT USUAL,2006,3
0.99,461,123,,NC-17,English,A Epic Display of a Butler And a Dog who must Vanquish a Crocodile in A Manhattan Penthouse,14.99,INSECTS STONE,2006,3
2.99,462,78,,NC-17,English,A Astounding Saga of a Mad Scientist And a Hunter who must Pursue a Robot in A Baloon Factory,17.99,INSIDER ARIZONA,2006,5
2.99,463,116,,PG,English,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,21.99,INSTINCT AIRPORT,2006,4
2.99,464,107,,PG-13,English,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat,13.99,INTENTIONS EMPIRE,2006,3
4.99,465,59,,R,English,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,17.99,INTERVIEW LIAISONS,2006,4
4.99,466,63,,PG-13,English,A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention,20.99,INTOLERABLE INTENTIONS,2006,6
0.99,467,181,,G,English,A Fanciful Character Study of a Explorer And a Mad Scientist who must Vanquish a Squirrel in A Jet Boat,10.99,INTRIGUE WORST,2006,6
2.99,468,97,,PG,English,A Lacklusture Character Study of a Mad Scientist And a Womanizer who must Outrace a Explorer in A Monastery,12.99,INVASION CYCLONE,2006,5
4.99,469,46,,PG,English,A Fast-Paced Documentary of a Mad Cow And a Boy who must Pursue a Dentist in A Baloon,27.99,IRON MOON,2006,7
4.99,470,79,,R,English,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,24.99,ISHTAR ROCKETEER,2006,4
2.99,471,84,,NC-17,English,A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House,23.99,ISLAND EXORCIST,2006,7
4.99,472,174,,G,English,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,24.99,ITALIAN AFRICAN,2006,3
2.99,473,181,,PG-13,English,A Insightful Reflection of a Womanizer And a Husband who must Conquer a Pastry Chef in A Baloon,16.99,JACKET FRISCO,2006,5
2.99,474,174,,NC-17,English,A Insightful Panorama of a Squirrel And a Mad Cow who must Confront a Student in The First Manned Space Station,21.99,JADE BUNCH,2006,6
0.99,475,135,,G,English,A Awe-Inspiring Epistle of a Feminist And a Girl who must Sink a Girl in The Outback,29.99,JAPANESE RUN,2006,6
2.99,476,130,,NC-17,English,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,9.99,JASON TRAP,2006,5
0.99,477,118,,PG,English,A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat,15.99,JAWBREAKER BROOKLYN,2006,5
2.99,478,112,,G,English,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,10.99,JAWS HARRY,2006,4
0.99,479,128,,PG,English,A Astounding Reflection of a Explorer And a Dentist who must Pursue a Student in Nigeria,12.99,JEDI BENEATH,2006,7
2.99,480,84,,R,English,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia,29.99,JEEPERS WEDDING,2006,3
2.99,481,58,,PG,English,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,22.99,JEKYLL FROGMEN,2006,4
0.99,482,102,,R,English,A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India,12.99,JEOPARDY ENCINO,2006,3
2.99,483,171,,NC-17,English,A Amazing Yarn of a Hunter And a Butler who must Defeat a Boy in A Jet Boat,29.99,JERICHO MULAN,2006,3
2.99,484,172,,NC-17,English,A Touching Character Study of a Pastry Chef And a Database Administrator who must Reach a A Shark in Ancient Japan,13.99,JERK PAYCHECK,2006,3
4.99,485,60,,PG,English,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,16.99,JERSEY SASSY,2006,6
4.99,486,59,,R,English,A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat,14.99,JET NEIGHBORS,2006,7
4.99,487,124,,PG-13,English,A Epic Character Study of a Feminist And a Student who must Meet a Woman in A Baloon,29.99,JINGLE SAGEBRUSH,2006,6
0.99,488,105,,NC-17,English,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,23.99,JOON NORTHWEST,2006,3
0.99,489,54,,PG-13,English,A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California,14.99,JUGGLER HARDLY,2006,4
2.99,490,121,,G,English,A Intrepid Yarn of a Husband And a Womanizer who must Pursue a Mad Scientist in New Orleans,13.99,JUMANJI BLADE,2006,4
0.99,491,74,,NC-17,English,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,18.99,JUMPING WRATH,2006,4
0.99,492,134,,NC-17,English,A Boring Character Study of a Boy And a Woman who must Battle a Astronaut in Australia,11.99,JUNGLE CLOSER,2006,6
0.99,493,92,,R,English,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,18.99,KANE EXORCIST,2006,5
0.99,494,120,,PG-13,English,A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention,21.99,KARATE MOON,2006,4
2.99,495,169,,PG,English,A Stunning Yarn of a Woman And a Frisbee who must Escape a Waitress in A U-Boat,10.99,KENTUCKIAN GIANT,2006,5
0.99,496,179,,PG-13,English,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,10.99,KICK SAVANNAH,2006,3
0.99,497,54,,G,English,A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback,15.99,KILL BROTHERHOOD,2006,4
2.99,498,161,,R,English,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,11.99,KILLER INNOCENT,2006,7
4.99,499,184,,NC-17,English,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,24.99,KING EVOLUTION,2006,3
4.99,500,163,,PG-13,English,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,11.99,KISS GLORY,2006,5
4.99,501,141,,R,English,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,9.99,KISSING DOLLS,2006,3
2.99,502,71,,PG-13,English,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,21.99,KNOCK WARLOCK,2006,4
2.99,503,171,,R,English,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,24.99,KRAMER CHOCOLATE,2006,3
0.99,504,46,,PG-13,English,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,25.99,KWAI HOMEWARD,2006,5
2.99,505,46,,PG-13,English,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,24.99,LABYRINTH LEAGUE,2006,6
4.99,506,67,,PG,English,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,14.99,LADY STAGE,2006,4
0.99,507,113,,NC-17,English,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,13.99,LADYBUGS ARMAGEDDON,2006,4
4.99,508,144,,PG-13,English,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,18.99,LAMBS CINCINATTI,2006,6
0.99,509,78,,NC-17,English,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,26.99,LANGUAGE COWBOY,2006,5
4.99,510,181,,G,English,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,29.99,LAWLESS VISION,2006,6
0.99,511,175,,NC-17,English,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,23.99,LAWRENCE LOVE,2006,7
4.99,512,110,,PG-13,English,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,25.99,LEAGUE HELLFIGHTERS,2006,5
2.99,513,153,,PG-13,English,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,21.99,LEATHERNECKS DWARFS,2006,6
2.99,514,69,,PG-13,English,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,17.99,LEBOWSKI SOLDIERS,2006,6
4.99,515,113,,PG,English,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,14.99,LEGALLY SECRETARY,2006,7
0.99,516,59,,PG,English,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,18.99,LEGEND JEDI,2006,7
0.99,517,167,,NC-17,English,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,28.99,LESSON CLEOPATRA,2006,3
4.99,518,140,,PG,English,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,15.99,LIAISONS SWEET,2006,5
2.99,519,138,,G,English,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,27.99,LIBERTY MAGNIFICENT,2006,3
2.99,520,91,,NC-17,English,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,28.99,LICENSE WEEKEND,2006,7
4.99,521,147,,NC-17,English,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,28.99,LIES TREATMENT,2006,7
2.99,522,137,,NC-17,English,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,9.99,LIFE TWISTED,2006,4
0.99,523,174,,R,English,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,21.99,LIGHTS DEER,2006,7
0.99,524,50,,PG,English,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,13.99,LION UNCUT,2006,6
0.99,525,140,,R,English,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,29.99,LOATHING LEGALLY,2006,4
2.99,526,120,,R,English,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,10.99,LOCK REAR,2006,7
4.99,527,85,,PG,English,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,24.99,LOLA AGENT,2006,4
2.99,528,155,,NC-17,English,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,25.99,LOLITA WORLD,2006,4
2.99,529,67,,G,English,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,12.99,LONELY ELEPHANT,2006,3
2.99,530,108,,PG-13,English,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,27.99,LORD ARIZONA,2006,5
0.99,531,137,,R,English,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,18.99,LOSE INCH,2006,3
4.99,532,80,,PG,English,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,28.99,LOSER HUSTLER,2006,5
2.99,533,98,,PG-13,English,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,21.99,LOST BIRD,2006,4
0.99,534,70,,PG-13,English,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,18.99,LOUISIANA HARRY,2006,5
0.99,535,181,,R,English,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,21.99,LOVE SUICIDES,2006,6
2.99,536,65,,PG,English,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,18.99,LOVELY JINGLE,2006,3
2.99,537,75,,G,English,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,29.99,LOVER TRUMAN,2006,3
0.99,538,162,,PG-13,English,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,19.99,LOVERBOY ATTACKS,2006,7
2.99,539,152,,NC-17,English,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,21.99,LUCK OPUS,2006,7
2.99,540,97,,PG-13,English,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,10.99,LUCKY FLYING,2006,7
2.99,541,74,,NC-17,English,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,21.99,LUKE MUMMY,2006,5
2.99,542,52,,G,English,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,28.99,LUST LOCK,2006,3
