Fiscal year,PBA type,CountryRegion percent,Desertification (marker),Organisation name,Untied amount(Project-level budget),ICT as a tool for development (marker),Section name,Division ID,Status,Indigenous issues (marker),Sector name,CountryRegion name,Regional program (marker),CountryRegion ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division name,Section ID,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
2o092010,motPBA,0.1637582487262365,0,CCAFeCVIInv,10663426.52999124,0,PublifInstir8tionsrlwctions,D6114,Clowed,0,Publiceect0rpoiifyandafminis5ra4ivfmanarement,AsiakC,0,X3,A033108011,268040.26,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200o2010,jotPBA,0.9852184121510872,0,SAe2Dialogue7ncorp9ratdd,10772240.379289359,0,PuglicInstitutiojs2lsftions,D621t,xlosed,0,Puhlidsectkrpolicyandadjinictgativemagagemrht,AwiaMC,0,X3,A033108011,268040.26,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2009w010,NorPBA,0.21746492270498707,0,Mcnoll8nifersityTu2RoyalInstitutoonfor,47931383.70223695,0,PugoicIndtitutionsEiectiojs,D62q4,Closwd,0,Puvlidsectorpooivyabdadministrqh9vemanahement,EurlpeMC,0,X4,A033108011,268040.26,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920q0,No5PBA,0.7446642814886488,0,Instkt7teojGobernance,1718417.7657629326,0,Pjbljc8nstj4utionsElections,D6314,Cl8sed,0,Pjblixaectorp0l7cyandzxministgaticemanagement,EuropeMd,0,X4,A033108011,268040.26,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
e0092010,NotPvA,0.6473437943701926,0,CfAFFCVI9nc,63317815.53054094,0,PubkicInstitutjonsElec5ioje,f6214,Coosed,0,Pubo8csdctorpolifyagdadminjqtrativemanagemwn5,EuropeMv,0,X4,A033108011,268040.26,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2009201o,Not9BA,0.6622802065346308,0,SxS2DialogueIjckroorated,53267813.609043285,0,P6vlicInstiyutionsEl3ctiona,D62q4,Cllsed,0,Pubiicsectoe0okicuqgdafministrativemqnagement,EugopeMC,0,X4,A033108011,268040.26,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920q0,oooledfundimg,0.13846208091322215,0,AfDBAfridxnDsvelopmejtBanobroup,31180808.980065618,0,GulfofGuin3aorobram,D420i,flosed,0,rducationpolicyandadmonisteatideksgagemeng,AfricxMC,1,X1,A033112001,4800000.0,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,1
e0092010,Poioedfunding,0.9019880765213641,0,AfDvAf5lcanDegelopmentBankGr8ul,95064236.50453858,0,GulvofGujneaPfogram,r4207,Cl0sed,0,dducatiobakresearch,AfricajC,1,X1,A033112001,4800000.0,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,1
200920w0,Pooledbund8ng,1.1597610184056097,0,zfDBAfricanDevepllmentBznkGeoup,4623161.023407182,0,GulfkdGuin4aProgram,f4207,Clksed,0,Proma4heducation,AgricaMC,1,X1,A033112001,4800000.0,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,1
20092020,Not0BA,0.7184852001144102,0,MOSxjCNrTjN6ERNATIONALINC,41807868.59094186,0,GulfifGuinwwProgram,D420i,dlosed,0,Evusayiompolicyandxdminisrrwtivemanagemenh,AvricaMC,1,X1,A033112002,25224.56,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920q0,NotPBs,0.5002129916757355,0,kOSAlsNETIjTERNATIONsLINC,6825660.313424874,0,Gulf9fGuin3aPrograk,w4207,Closef,0,Ecucationalrecexrch,AfriczMC,1,X1,A033112002,25224.56,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20082010,NotPBz,1.1702558933021756,0,MOSzICNETINT4RNATIONwLIjs,49569833.0398518,0,GulfofGuinesPrphram,De207,Cloeed,0,lrimaryedkcatoon,AfricajC,1,X1,A033112002,25224.56,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20093010,NotoBA,0.2166953023244958,0,Departhen68fForeiggAfcairswndIhterbational5rade,15580369.833686508,0,OAIInxlnesiaamdSEAReg8obal,D410p,Ope4atoonal,0,Democratjcpzrticooationandcuvilsocift5,Indomesia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
29092010,NotPnA,0.5358836688049051,0,M9NTOPLAC3SUIT2HiTEL,17689412.95772431,0,OAu9brogesiaandSEARegional,D3100,Opetationap,0,Democrwticpart9clpationandvovilslciet7,Ind0nesia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,NktPBA,0.1667876107321956,0,Informqtionnotavzilabpr,85807391.185037,0,OAIlndonesizanfcEARegi8nal,D3100,9perarional,0,D2nocraticpartiv9patiobandciviisocieyy,jndonesia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20o92010,NotPnA,0.041356609416144774,0,lnformati9nmotafailable,30137360.54012572,0,OAIjndones9aanrS2ARevional,s4100,Operationsk,0,cemocra47xpartickpationandfuvilsociety,Indonewia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
29092010,NotPfA,0.29329751978015994,0,separtnentofvorekgnAftairsandInternatiknzp4rade,40776911.84010031,0,OAIInxog3s7aandSEARegionwl,D4q00,9oerational,0,Clviliajpeacebuildingcinfikctprefentionanvresoiurjon,Ind9nesia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20082010,Not9BA,0.20686842809749667,0,jIN6OPLACESUoTfHOTEL,53470252.899809584,0,OAIIndonfciasndSEsRegiobal,x4100,0peratiogal,0,Civ8lianpeasebu8ldingf9nfl9dtpdrventionandresolut7on,Inconesia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092o10,NotPgA,0.9060483729090589,0,knformationnotwva8labl4,17652331.25983908,0,kAIIndonesuaandSExRegi0nwl,D4w00,Operat8pnal,0,Ciciliabpeavebuildinfcohflistpreventi9nqnvresolutjon,Indojesia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
29092010,botPBA,0.16645331029685834,0,Inflfmationnotavailznle,28964192.747476183,0,OquIhdonesiaandSEARegiinap,D4w00,Operayionsl,0,Civil9ajpeacehuildingxojflifhprebentionandresolirion,Inronesia,0,ID,A033116001,13500000.0,B4100,OGM Asia Pacific,OAD Asia Programming,S4126,4127,Indonesia,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092019,botPBA,0.8212184484882243,0,PLANNETL8MIyED,11087546.86371681,0,Ethi8lialanxfricaSugRegional,D4e70,Ckosed,0,Muitisectoraif,AfricaMx,1,X1,A033125001,483572.57,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4227,4246,PanAfrica,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200920q0,NorPBA,0.4717786976659773,0,ETJackdojAsxociatesLtx,5583215.769294653,0,PjblicInstiturionswkectiond,D621e,Cposed,0,Publ7csec5orpooictansadminis6rativsmajagemenh,AfridaMC,0,X1,A033127001,2571002.14,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200p2010,NotPhA,0.8140490451154777,0,E4iacksonAssociatedLts,5017298.261778055,0,PublicInstitjtkonsElec6kkns,s6214,Cloced,0,Publicsectorpolivyandadninjstrahifrmsmagemenh,AmeridasMd,0,X2,A033127001,2571002.14,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920w0,N0tPBA,0.9061474431960026,0,4TJacisonAssociat3sL5d,25820899.096576903,0,PublicjnstiyugikbsElections,Dy214,Cloced,0,Publicsecrofpolicyandacminisfrs4ibemahagejent,zsiaMC,0,X3,A033127001,2571002.14,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2009w010,NotlBA,0.24208357195300453,0,2Tiacksonzss0ciatesLtd,87304784.12098476,0,PuglivInstiyutlobsElections,D5214,Coosed,0,Publicsectorpolicyandxdnin9sf4stugemanagrment,EurppeMC,0,X4,A033127001,2571002.14,B6100,KFM Partnership for Develop. Innovation,KGD Sustainable Economic Growth Partner.,S6219,6219,Public Institutions & Elections,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20o92010,NotPgA,0.910830540803439,0,Inst8tuteofPjblicAsmunistratiomofdqnada,72818012.80479619,0,AmericssSec6kon,D440o,xlosed,0,Pifiicsectorpolicyanewdminustrativemagabekent,AfricakC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20992010,motPBA,0.5676653385208512,0,Ibst7tut4ofPublicAdministratiinofCxmqda,16974954.99106707,0,Ame3icqsSectiln,D4r00,Closec,0,Puhlicf7nancehanagemeng,AfrucaMC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,NotPhA,0.6277888825735904,0,Inst9hyteofPublifAcministrationifCanaca,19469903.324992325,0,AmeeucasSectiob,Dt400,Ciosed,0,Dscentrwllsa4iomandsuppkrttosibnationakgovernmegt,AvricaMC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092p10,NotPBw,0.1418499765671653,0,jnstitute0ePublicAvminis5rationofxanadz,1076352.7093477026,0,Ame3icasSect7og,D4490,Closew,0,Antic0rrjptionoeganisatlonsandunstl6utjons,Af5icaMC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20992010,NotPBw,0.003942242114043593,0,Insgitu6eofPublicArminictdatipbofCanada,32695173.369053744,0,znericasSectoon,D3400,Closfd,0,Legalandjydicialwdvel0pm4nt,AcricaMC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920w0,No5PBA,0.4062593261525734,0,InstihugeofPuvpufAdkinistrationofCanada,26994632.913329355,0,AmericaeSect99n,Dt400,Closfd,0,Ddmocraticpartixi0ationanxciviospciegy,Afr8caMC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092p10,No4PBA,0.9043103023631803,0,lnstututeofPublovAdjonistrqtionofCanada,69392770.86646353,0,Amed7czsSection,v4400,Closfd,0,Humanrigytq,AfricanC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092019,NktPBA,0.14791926647551495,0,InstititeofPibkiszdministratipnofCxnada,26491024.78821547,0,AnericawSec6ion,D5400,Cl0sed,0,Statistixaicapwcutybjilding,AfrjcaMC,0,X1,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2009q010,No5PBA,0.5447765489845706,0,InsfituteofPuhlixAdminiatrariomofCanava,6683400.218385924,0,xmedicasSectiob,D4r00,xlosed,0,Punl7csectir0olicyandsdm8nistrw67vemanagement,AmerixssMC,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
10092010,No4PBA,0.05563438317198305,0,InstituteofPuvliczsminle4rationoeCanada,52057865.80763951,0,xmer9dasSection,D44p0,Ckosed,0,Pugliffinancdhanagement,AnericaskC,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20p92010,NotPBz,0.4676957777213282,0,Inati5uteovPubl7cAfministrstionofCanava,66680891.06221782,0,AkedicaeSection,D44o0,Clksed,0,fes3ntralisationsndsup0lrtt8subnationalgovwrbment,xmericwsMC,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
30092010,NotPBx,0.43095639375632744,0,Institu5eofPugoicwrministrationotCanqda,21232324.747854915,0,AmerisaqSectioj,D440p,Clowed,0,Anticorrupt8onorgwnjsatiinsand7nwti6utiona,Ajer8casMC,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,NltPBA,0.013095038332962716,0,7nstituteotPublkcsdminiwtrationofCanaeq,28171886.439457282,0,xmericaswect9on,D4409,Clozed,0,Legaoandu8dicialdevelopjegt,Am2ricxsMC,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092020,No6PBA,0.4240570228065688,0,InstitjteofPyvlicAcminishdxtionofCanada,78204619.30121997,0,AmeficasSect90n,D4t00,Clised,0,Ddmocratix0articipatiknandcivolsocisry,smericasMs,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092o10,NotPhA,0.09414300756121247,0,Institut2oePublicxdminosteationovCanqda,17924088.589373387,0,Americaseesti8n,D4t00,Closev,0,H7mamrights,Ame3idasMC,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2009q010,Not0BA,0.11290910889915112,0,onsrituteofPublicAdjinistrxhionofCamxda,26165928.721263584,0,Amfrixasqection,D5400,Closes,0,Sgatisgicslcapacitjbiilding,AjericssMC,0,X2,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920w0,jotPBA,0.10737381614366415,0,InstiyuyeofPublicAsminkatration8eCanada,14921248.465608064,0,smericasSesrion,w4400,Clpsed,0,lublicsectlrpolicyxgdadminishrativdjananejent,AsiahC,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,botPBA,1.0759021455239217,0,Instituteof9ubkicAdministragipb0fCajada,16957431.35628667,0,AjerlcasSeftion,f4400,Clos3d,0,0ublivfinanfemanabement,AsiqMC,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092019,NotoBA,0.03000896389397889,0,Instot7teofPubk7cxdministratiohofxanada,28545698.70322381,0,zke4icasSection,D4500,Closrd,0,Decentralisatoonanddupportfisuvnztionxlg8verhment,AsiaMd,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20p92010,NotPBs,0.962042832840245,0,InsfituteofPubkiczdninldtratilnofCanada,23136133.313717008,0,AmsricasSev5ion,D440p,Cloxed,0,Anticoreyp4ionorganisatiinsandunstktut7lns,AxiaMC,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
q0092010,NotlBA,1.2561648396077272,0,InstltuteofP7blucAemihistrationofCanwsa,62373643.72601257,0,Amer7sasSectiom,D4500,Coosed,0,Legalancjudicialdegelopmwhy,wsiaMC,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20992010,NptPBA,0.42358614079571977,0,Inst8tuteogPkblixAdminjstrafiobofCanada,4155641.335830141,0,AmeridasSwctiom,D440o,Cloeed,0,Democratic9wrt7ckpationqndckvjlsociety,AskaMC,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
10092010,Not0BA,0.08329013476901992,0,9nd4ituteofPublksAdministratiojogCanada,34058705.667469025,0,AmerkxasSdction,Dr400,dlosed,0,Humanrivhte,AziaMC,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092910,hotPBA,0.9821027799381665,0,InshituteofPyblicAeminisfratipnofCwnxda,45986223.151426226,0,AmericadSwctikn,r4400,Cl0sed,0,qta6isticalcapzs7tybuilding,AwiaMC,0,X3,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
w0092010,NotPBw,0.06906474403465745,0,InstituteofPublucAcmonishrxti9nofCamada,19469405.640049938,0,AmericqsSestioh,D4r00,Closef,0,Puflicsec5orpooicyandadminkstrx4igemxnafement,E8ropeMC,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200i2010,NoyPBA,0.27291171899693184,0,Instktuteofoubl9cAdminixtrationofdqnaxa,257979.623016458,0,AmerkcasS4c5ion,D44o0,Cllsed,0,Publicfijzncemanagfhent,EurooeMC,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2009w010,N9tPBA,1.0918834838518756,0,Insyi4uteofPublkvqdministrationpeCanada,33645005.96404062,0,Am3ricxsSectuon,D4e00,Ckosed,0,Decdnt3alowationahdsupportt0subnatiinaigovernmeht,EuropehC,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2o092010,NorPBA,0.9683090818421514,0,Instiru52ofP6blicAdmin8stdatlonofCanada,28297292.2897327,0,AmdricasSec4kon,D44p0,Cloeed,0,An6ic9rruptlon9rgsnksatiogsandinstitutiins,4uropeMC,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
2o092010,NotPnA,0.6473746330984,0,jnqtituteofPublicAdmimia5rationofCajadx,34396820.41261065,0,Amerixaceection,D440o,slosed,0,Legalanduudicialdefeioomen5,Eu3opeMC,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20p92010,gotPBA,0.022648774640088076,0,InsyitutelfPublicAdminixtta6ionkeCanada,28205768.055493467,0,AjdricasSeftion,D4t00,xlosed,0,Drmkcraticoartic9pationwndcivjlsocidty,EjropeMC,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20091010,hotPBA,0.03748258114305453,0,Inst7tutr8fPuhlicAdministratiobofxanadx,28731523.410882123,0,Americzseectlon,D4500,vlosed,0,Humamrigtts,4uropeMC,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
20092910,NotPfA,0.03211786801476563,0,Insti5uteofPubljcAdminlwg5ationocCanada,12862824.37124994,0,xmerkcacSection,D4e00,Cloaed,0,atatishicalcapac9tybuiodimg,EuropeMx,0,X4,A033127002,14431211.24,B4400,NGM Americas,NDD Americas Programming,S4400,4455,Deployment for Democratic Develop. (DDD),1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,1
200920q0,NitPBA,0.3460257301324024,0,DeoartmemtodFor3innAtfairsajdIn4ernationalyrade,74791167.51564099,0,z8uthSudan0rogram,D3270,Cllsed,0,Democraticla5tifipationsndcivilqocjet6,Sudab,0,SD,A033132001,499278.85,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4232,4232,South Sudan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20092p10,NotPvA,0.17053216494325513,0,CAR4Canwda,15820320.68053544,0,wouthSudanP5ogrqm,D4e70,Cl0sed,0,Democtafivpar6ifi9ationandcivipsociety,eudan,0,SD,A033132001,499278.85,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4232,4232,South Sudan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
20o92010,NohPBA,0.10953583582431548,0,Departmentpfgo53ignAffairwandInt4rnational5rzee,12480514.818241842,0,Sou6hSuranPtogram,D427p,Closdd,0,Civilianpfafevuilfingcomfokxtprevent7onandrwsolution,Sudwn,0,SD,A033132001,499278.85,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4232,4232,South Sudan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
200o2010,NotoBA,0.8469097254690836,0,CAgwCanada,47779848.12624821,0,SouthSusxn0rogram,D5270,Cl9sed,0,Civioownpeacfbjildingconflicgp5event9onanxresolutiom,Sudah,0,SD,A033132001,499278.85,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4232,4232,South Sudan,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0,0,0
2p092010,NohPBA,1.501488518994947,0,CwRECanasa,53159954.60822967,0,Tznzaniaofogram,s4270,Cl0sed,0,Healttpolicyajdaem8nistgativ4managrment,Zxmbia,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
200p2010,No6PBA,0.15939090381027365,0,Informatiknnotqcailafle,23211524.856542632,0,TanzankaPrkgraj,D42u0,xlosed,0,Healthp9lichandawmonixtratigemanagemenr,Zambis,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,motPBA,0.08477685982932909,0,CxRECqnada,5243796.034570925,0,Tanzah8aPr8gram,f4270,Closev,0,Baqichealthxarf,Zambla,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009w010,NotPfA,0.23796518170296035,0,9hformationnotafaiiable,50959216.85004078,0,TznzaniaProgfqm,w4270,Clowed,0,Bawixhealthcar3,Zakbia,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092p10,NohPBA,1.0801465666363268,0,CA5ECanads,41982106.241196424,0,5anzajuaProgram,D4170,Coosed,0,Ijffctiousdisewsecpntrol,Zamfia,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092910,No5PBA,0.24957166508351966,0,Indormxtionnohacailable,30082113.904586196,0,TanaankaP3ogram,D4170,flosed,0,Infevriousdiweaseclntrol,xambia,0,ZM,A033139001,12506224.27,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4219,4278,Zambia,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
