ss_tp,ss_tx_d,ss_sbclllr_frctn,chmbl_d,ss_rgnsm,dscrptn,vrnt_d,dc_d,rltnshp_tp,cll_d,crtd_b,ss_ctgr,ss_strn,ss_tss,tss_d,ss_cll_tp,src_d,cnfdnc_scr,src_ss_d,b_frmt,ss_d,ss_tst_tp,td
A,9541.0,,CHEMBL628148,Macaca fascicularis,Compound was tested for plasma concentration in CM-monkeys 7 hours after oral administration (50 mg/kg); Not determined,,17248,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12138,,100710
A,9615.0,,CHEMBL628149,Canis lupus familiaris,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg),,17248,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12139,,50588
A,9615.0,,CHEMBL628150,Canis lupus familiaris,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 1,,17248,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12140,,50588
A,9615.0,,CHEMBL628318,Canis lupus familiaris,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg) in experiment 2,,17248,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12141,,50588
A,9615.0,,CHEMBL628319,Canis lupus familiaris,Compound was tested for plasma concentration in dogs 7 hours after oral administration (30 mg/kg); Not applicable,,17248,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12142,,50588
A,9615.0,,CHEMBL875609,Canis lupus familiaris,"Concentration after 8 hour (bioavailability in dog, compound was delivered orally in 0.05 M citric acid at 10 mg/Kg. n=2 )",,15592,N,,Intermediate,,,,,,1,1,,BAO_0000218,12143,,50588
A,,,CHEMBL628320,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10,,7040,U,,Autocuration,,,,,,1,0,,BAO_0000019,12144,,22224
A,,,CHEMBL628321,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 10.5,,7040,U,,Autocuration,,,,,,1,0,,BAO_0000019,12145,,22224
A,,,CHEMBL628322,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 6.8,,7040,U,,Autocuration,,,,,,1,0,,BAO_0000019,12146,,22224
A,,,CHEMBL628323,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.2,,7040,U,,Autocuration,,,,,,1,0,,BAO_0000019,12147,,22224
A,,,CHEMBL628324,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 7.6,,7040,U,,Autocuration,,,,,,1,0,,BAO_0000019,12148,,22224
A,,,CHEMBL628325,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 8.2,,7040,U,,Autocuration,,,,,,1,0,,BAO_0000019,12149,,22224
A,,,CHEMBL628326,,Concentration distributed until decomposition of N-acetyl-N-hydroxy-p-aminophenol at pH 9.6,,7040,U,,Autocuration,,,,,,1,0,,BAO_0000019,12150,,22224
A,9615.0,,CHEMBL628327,Canis lupus familiaris,"Concentration of compound in adrenal medulla of dog 2, after administering intravenously",,9614,N,,Intermediate,,,Adrenal medulla,1236.0,,1,1,,BAO_0000218,12151,,50588
A,9615.0,,CHEMBL628328,Canis lupus familiaris,"Concentration of compound in adrenal medulla of dog1, after administering intravenously",,9614,N,,Intermediate,,,Adrenal medulla,1236.0,,1,1,,BAO_0000218,12152,,50588
A,9615.0,,CHEMBL628329,Canis lupus familiaris,"Concentration of compound in blood of dog 1, after administering intravenously",,9614,N,,Intermediate,,,Blood,178.0,,1,1,,BAO_0000218,12153,,50588
A,10116.0,,CHEMBL628330,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration.; dose/g, range 0.23-0.29",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12154,,50597
A,10116.0,,CHEMBL628331,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.22-0.30",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12155,,50597
A,10116.0,,CHEMBL628332,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.55-0.71",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12156,,50597
A,10116.0,,CHEMBL628333,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 0.57-0.72",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12157,,50597
A,10116.0,,CHEMBL628334,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12158,,50597
A,10116.0,,CHEMBL628335,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12159,,50597
A,10116.0,,CHEMBL628336,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12160,,50597
A,10116.0,,CHEMBL628337,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12161,,50597
A,10116.0,,CHEMBL628338,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12162,,50597
A,10116.0,,CHEMBL875610,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12163,,50597
A,10116.0,,CHEMBL628339,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12164,,50597
A,10116.0,,CHEMBL628340,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12165,,50597
A,10116.0,,CHEMBL628341,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12166,,50597
A,10116.0,,CHEMBL622214,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12167,,50597
A,10116.0,,CHEMBL623167,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12168,,50597
A,10116.0,,CHEMBL623168,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12169,,50597
A,10116.0,,CHEMBL623169,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12170,,50597
A,10116.0,,CHEMBL623170,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31",,8608,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12171,,50597
A,10116.0,,CHEMBL627224,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12172,,50597
A,10116.0,,CHEMBL875634,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12173,,50597
A,10116.0,,CHEMBL627225,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12174,,50597
A,10116.0,,CHEMBL627226,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12175,,50597
A,10116.0,,CHEMBL626083,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12176,,50597
A,10116.0,,CHEMBL626084,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12177,,50597
A,10116.0,,CHEMBL626085,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12178,,50597
A,10116.0,,CHEMBL626086,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12179,,50597
A,10116.0,,CHEMBL626087,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12180,,50597
A,10116.0,,CHEMBL626088,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12181,,50597
A,10116.0,,CHEMBL626089,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12182,,50597
A,10116.0,,CHEMBL626090,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12183,,50597
A,10116.0,,CHEMBL626091,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12184,,50597
A,10116.0,,CHEMBL626092,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12185,,50597
A,10116.0,,CHEMBL626093,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12186,,50597
A,10116.0,,CHEMBL626094,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12187,,50597
A,10116.0,,CHEMBL626095,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12188,,50597
A,10116.0,,CHEMBL626096,Rattus norvegicus,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26",,8608,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12189,,50597
A,314293.0,,CHEMBL626097,Simiiformes,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,,15604,U,,Autocuration,,,,,,1,0,,BAO_0000218,12190,,22224
A,10116.0,,CHEMBL626098,Rattus norvegicus,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,,15604,N,,Intermediate,,,,,,1,1,,BAO_0000218,12191,,50597
A,,,CHEMBL626099,,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv,,1806,U,,Autocuration,,,Plasma,1969.0,,1,0,,BAO_0000218,12192,,22224
A,,,CHEMBL626100,,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv,,1806,U,,Autocuration,,,Plasma,1969.0,,1,0,,BAO_0000218,12193,,22224
A,9615.0,,CHEMBL626101,Canis lupus familiaris,AUC 0-inf in dog,,17237,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12194,,50588
A,10141.0,,CHEMBL626102,Cavia porcellus,AUC 0-inf in guinea pig,,17237,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12195,,50512
A,9615.0,,CHEMBL626103,Canis lupus familiaris,AUC 0-t in dog,,17237,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12196,,50588
A,10141.0,,CHEMBL628391,Cavia porcellus,AUC 0-t in guinea pig,,17237,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12197,,50512
A,10116.0,,CHEMBL628392,Rattus norvegicus,The compound was tested for brain to plasma partition in rat,,15194,N,,Intermediate,,,,,,1,1,,BAO_0000218,12198,,50597
A,10116.0,,CHEMBL628393,Rattus norvegicus,The compound was tested for brain to plasma partition in rat.,,15194,N,,Intermediate,,,,,,1,1,,BAO_0000218,12199,,50597
A,,,CHEMBL628394,,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure,,8787,U,,Autocuration,,,Blood,178.0,,1,0,,BAO_0000019,12200,,22224
A,9615.0,,CHEMBL628395,Canis lupus familiaris,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.,,17025,N,,Intermediate,,,,,,1,1,,BAO_0000218,12201,,50588
A,314293.0,,CHEMBL628396,Simiiformes,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.,,17025,U,,Autocuration,,,,,,1,0,,BAO_0000218,12202,,22224
A,9986.0,,CHEMBL628397,Oryctolagus cuniculus,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.,,17025,N,,Intermediate,,,,,,1,1,,BAO_0000218,12203,,50592
A,10116.0,,CHEMBL628398,Rattus norvegicus,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.,,17025,N,,Intermediate,,,,,,1,1,,BAO_0000218,12204,,50597
A,9544.0,,CHEMBL628399,Macaca mulatta,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey,,4236,N,,Intermediate,,,,,,1,1,,BAO_0000218,12205,,50797
A,9615.0,,CHEMBL628400,Canis lupus familiaris,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose,,15343,N,,Intermediate,,,,,,1,1,,BAO_0000218,12206,,50588
A,10116.0,,CHEMBL874907,Rattus norvegicus,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose,,15343,N,,Intermediate,,,,,,1,1,,BAO_0000218,12207,,50597
A,,,CHEMBL628401,,Area under curve of the compound was determined,,17720,U,,Autocuration,,,,,,1,0,,BAO_0000019,12208,,22224
A,314293.0,,CHEMBL628402,Simiiformes,AUC in monkeys at a dose of 1 mg/kg,,17788,U,,Autocuration,,,Plasma,1969.0,,1,0,,BAO_0000218,12209,,22224
A,10116.0,,CHEMBL628403,Rattus norvegicus,AUC in rats at a dose of 1 mg/kg,,17788,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12210,,50597
A,,,CHEMBL628404,,Compound was evaluated for the overall absorbance loss at pH of 2,,8778,U,,Autocuration,,,,,,1,0,,BAO_0000019,12211,,22224
A,,,CHEMBL628405,,Compound was evaluated for the overall absorbance loss at pH of 4,,8778,U,,Autocuration,,,,,,1,0,,BAO_0000019,12212,,22224
A,,,CHEMBL628406,,Compound was evaluated for the overall absorbance loss at pH of 7,,8778,U,,Autocuration,,,,,,1,0,,BAO_0000019,12213,,22224
A,10116.0,,CHEMBL628407,Rattus norvegicus,Compound was evaluated for its absorption in the rats,,2249,N,,Intermediate,,,,,,1,1,,BAO_0000218,12214,,50597
A,10116.0,,CHEMBL628408,Rattus norvegicus,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,,8881,N,,Intermediate,,,Urine,1088.0,,1,1,,BAO_0000218,12215,,50597
A,10116.0,,CHEMBL629171,Rattus norvegicus,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.,,8881,N,,Intermediate,,,Urine,1088.0,,1,1,,BAO_0000218,12216,,50597
A,10116.0,,CHEMBL629172,Rattus norvegicus,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,,8881,N,,Intermediate,,,Urine,1088.0,,1,1,,BAO_0000218,12217,,50597
A,10116.0,,CHEMBL629173,Rattus norvegicus,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid,,8881,N,,Intermediate,,,Urine,1088.0,,1,1,,BAO_0000218,12218,,50597
A,10116.0,,CHEMBL629174,Rattus norvegicus,In vitro percent permeability into rat ileum,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12219,,50597
A,10116.0,,CHEMBL629175,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 10-17,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12220,,50597
A,10116.0,,CHEMBL629176,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 10-18,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12221,,50597
A,10116.0,,CHEMBL629177,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 10-19,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12222,,50597
A,10116.0,,CHEMBL629178,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 12-15,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12223,,50597
A,10116.0,,CHEMBL631869,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 13-19,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12224,,50597
A,10116.0,,CHEMBL631870,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 14-17,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12225,,50597
A,10116.0,,CHEMBL631871,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 15-18,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12226,,50597
A,10116.0,,CHEMBL631872,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 2-5,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12227,,50597
A,,,CHEMBL875775,,In vitro percent permeability into rat ileum; Range is 23-42,,15286,U,,Autocuration,,,Ileum,2116.0,,1,0,,BAO_0000221,12228,,22224
A,10116.0,,CHEMBL631873,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 28-36,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12229,,50597
A,10116.0,,CHEMBL631874,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 29-35,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12230,,50597
A,10116.0,,CHEMBL631875,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 46-66,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12231,,50597
A,10116.0,,CHEMBL631876,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 50-68,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12232,,50597
A,10116.0,,CHEMBL631877,Rattus norvegicus,In vitro percent permeability into rat ileum; Range is 78-81,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12233,,50597
A,10116.0,,CHEMBL631878,Rattus norvegicus,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12234,,50597
A,10116.0,,CHEMBL631879,Rattus norvegicus,In vitro percent permeability into rat ileum; nd indicates not detected,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12235,,50597
A,10116.0,,CHEMBL631880,Rattus norvegicus,In vitro percent permeability into rat ileum; nt indicates not detected,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12236,,50597
A,10116.0,,CHEMBL631881,Rattus norvegicus,In vitro percent permeability into rat ileum; nt indicates not tested,,15286,N,,Intermediate,,,,,,1,1,,BAO_0000218,12237,,50597
A,10116.0,,CHEMBL631882,Rattus norvegicus,Compound was tested for oral absorption in bile-duct cannulated rats,,13770,N,,Intermediate,,,,,,1,1,,BAO_0000218,12238,,50597
A,10116.0,,CHEMBL630749,Rattus norvegicus,Compound was tested for oral absorption in bile-duct cannulated rats.,,13770,N,,Intermediate,,,,,,1,1,,BAO_0000218,12239,,50597
A,9606.0,,CHEMBL630750,Homo sapiens,Oral absorption using Caco-2 cell monolayers.,,5202,N,,Intermediate,,,,,,1,1,,BAO_0000218,12240,,50587
A,9606.0,,CHEMBL630253,Homo sapiens,Percent of the drug absorbed after administration to humans was determined,,14920,N,,Intermediate,,,,,,1,1,,BAO_0000218,12241,,50587
A,10116.0,,CHEMBL630254,Rattus norvegicus,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.,,14103,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12242,,50597
A,10116.0,,CHEMBL630255,Rattus norvegicus,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.,,14103,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12243,,50597
A,10116.0,,CHEMBL630256,Rattus norvegicus,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.,,14103,N,,Intermediate,,,Plasma,1969.0,,1,1,,BAO_0000218,12244,,50597
A,10116.0,,CHEMBL875781,Rattus norvegicus,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g",,13751,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12245,In vivo,50597
A,10116.0,,CHEMBL630257,Rattus norvegicus,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g",,13751,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12246,In vivo,50597
A,10116.0,,CHEMBL630258,Rattus norvegicus,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g",,13751,N,,Intermediate,,,Liver,2107.0,,1,1,,BAO_0000218,12247,In vivo,50597
A,10116.0,,CHEMBL630259,Rattus norvegicus,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue",,15807,N,,Intermediate,,,,,,1,1,,BAO_0000218,12248,,50597
A,10116.0,,CHEMBL630260,Rattus norvegicus,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue",,15807,N,,Intermediate,,,Striatum,2435.0,,1,1,,BAO_0000218,12249,,50597
A,10116.0,,CHEMBL630261,Rattus norvegicus,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue",,15807,N,,Intermediate,,,Striatum,2435.0,,1,1,,BAO_0000218,12250,,50597
A,10116.0,,CHEMBL630262,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported,,14950,N,,Intermediate,,,,,,1,1,,BAO_0000218,12251,,50597
A,10116.0,,CHEMBL630263,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time,,14950,N,,Intermediate,,,,,,1,1,,BAO_0000218,12252,,50597
A,10116.0,,CHEMBL630264,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time,,14950,N,,Intermediate,,,,,,1,1,,BAO_0000218,12253,,50597
A,10116.0,,CHEMBL630265,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time,,14950,N,,Intermediate,,,,,,1,1,,BAO_0000218,12254,,50597
A,10116.0,,CHEMBL630266,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time,,14950,N,,Intermediate,,,,,,1,1,,BAO_0000218,12255,,50597
A,10116.0,,CHEMBL630267,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time,,14950,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,12256,,50597
A,10116.0,,CHEMBL630268,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time,,14950,N,,Intermediate,,,Kidney,2113.0,,1,1,,BAO_0000218,12257,,50597
A,10116.0,,CHEMBL630269,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 1 hour time,,14950,N,,Intermediate,,,,,,1,1,,BAO_0000218,12258,,50597
A,10116.0,,CHEMBL630270,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 2 hours time,,14950,N,,Intermediate,,,,,,1,1,,BAO_0000218,12259,,50597
A,10116.0,,CHEMBL630141,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 1 hour time,,14950,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12260,,50597
A,10116.0,,CHEMBL630142,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 2 hours time,,14950,N,,Intermediate,,,Lung,2048.0,,1,1,,BAO_0000218,12261,,50597
A,10116.0,,CHEMBL630143,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 0.5 hours time,,14950,N,,Intermediate,,,Muscle tissue,2385.0,,1,1,,BAO_0000218,12262,,50597
A,10116.0,,CHEMBL630144,Rattus norvegicus,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 4 hours time,,14950,N,,Intermediate,,,Muscle tissue,2385.0,,1,1,,BAO_0000218,12263,,50597
