assays_assay_id,assays_assay_organism,assays_tid,assays_tissue_id,assays_assay_category,assays_src_id,assays_assay_test_type,assays_src_assay_id,assays_curated_by,assays_doc_id,assays_description,assays_assay_subcellular_fraction,assays_relationship_type,assays_assay_cell_type,assays_assay_type,assays_assay_strain,assays_chembl_id,assays_cell_id,assays_bao_format,assays_variant_id
14075,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 19.5 uM/Kg of drug,,N,,A,,CHEMBL875471,,BAO_0000218,
14076,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 195 uM/Kg of drug,,N,,A,,CHEMBL627255,,BAO_0000218,
14077,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 21.7 uM/Kg of drug,,N,,A,,CHEMBL627256,,BAO_0000218,
14078,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 217 uM/Kg of drug,,N,,A,,CHEMBL627257,,BAO_0000218,
14079,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 23.9 uM/Kg of drug,,N,,A,,CHEMBL627258,,BAO_0000218,
14080,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 239 uM/Kg of drug,,N,,A,,CHEMBL627259,,BAO_0000218,
14081,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 24.9 uM/Kg of drug,,N,,A,,CHEMBL627260,,BAO_0000218,
14082,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 249 uM/Kg of drug,,N,,A,,CHEMBL623256,,BAO_0000218,
14083,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 25.9 uM/Kg of drug,,N,,A,,CHEMBL874413,,BAO_0000218,
14084,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 259 uM/Kg of drug,,N,,A,,CHEMBL623257,,BAO_0000218,
14085,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 26.5 uM/Kg of drug,,N,,A,,CHEMBL623258,,BAO_0000218,
14086,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 265 uM/Kg of drug,,N,,A,,CHEMBL623259,,BAO_0000218,
14087,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27 uM/Kg of drug,,N,,A,,CHEMBL623260,,BAO_0000218,
14088,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27.9 uM/Kg of drug,,N,,A,,CHEMBL623261,,BAO_0000218,
14089,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 270 uM/Kg of drug,,N,,A,,CHEMBL623262,,BAO_0000218,
14090,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 279 uM/Kg of drug,,N,,A,,CHEMBL623263,,BAO_0000218,
14091,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.2 uM/Kg of drug,,N,,A,,CHEMBL623264,,BAO_0000218,
14092,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.22 uM/Kg of drug,,N,,A,,CHEMBL623265,,BAO_0000218,
14093,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.9 uM/Kg of drug,,N,,A,,CHEMBL623266,,BAO_0000218,
14094,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 282 uM/Kg of drug,,N,,A,,CHEMBL623267,,BAO_0000218,
14095,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 289 uM/Kg of drug,,N,,A,,CHEMBL623268,,BAO_0000218,
14096,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.40 uM/Kg of drug,,N,,A,,CHEMBL623269,,BAO_0000218,
14097,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.76 uM/Kg of drug,,N,,A,,CHEMBL623270,,BAO_0000218,
14098,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 30.2 uM/Kg of drug,,N,,A,,CHEMBL623271,,BAO_0000218,
14099,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 302 uM/Kg of drug,,N,,A,,CHEMBL623272,,BAO_0000218,
14100,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 31.6 uM/Kg of drug,,N,,A,,CHEMBL623273,,BAO_0000218,
14101,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 316 uM/Kg of drug,,N,,A,,CHEMBL623274,,BAO_0000218,
14102,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 32.4 uM/Kg of drug,,N,,A,,CHEMBL874414,,BAO_0000218,
14103,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 324 uM/Kg of drug,,N,,A,,CHEMBL623275,,BAO_0000218,
14104,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.0 uM/Kg of drug,,N,,A,,CHEMBL629150,,BAO_0000218,
14105,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.1 uM/Kg of drug,,N,,A,,CHEMBL623276,,BAO_0000218,
14106,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.8 uM/Kg of drug,,N,,A,,CHEMBL623277,,BAO_0000218,
14107,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 341 uM/Kg of drug,,N,,A,,CHEMBL623112,,BAO_0000218,
14108,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 348 uM/Kg of drug,,N,,A,,CHEMBL623113,,BAO_0000218,
14109,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 37.6 uM/Kg of drug,,N,,A,,CHEMBL623800,,BAO_0000218,
14110,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,12582,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 58.4 uM/Kg of drug,,N,,A,,CHEMBL623801,,BAO_0000218,
14111,Rattus norvegicus,50597,2106.0,,1,In vivo,,Intermediate,12017,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",,N,,A,,CHEMBL623802,,BAO_0000218,
14112,Rattus norvegicus,50597,995.0,,1,In vivo,,Intermediate,12017,Biodistribution in uterus of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,,A,,CHEMBL623803,,BAO_0000218,
14113,Rattus norvegicus,50597,995.0,,1,In vivo,,Intermediate,12017,Biodistribution in uterus of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,,A,,CHEMBL623970,,BAO_0000218,
14114,Rattus norvegicus,50597,995.0,,1,In vivo,,Intermediate,12017,Biodistribution in uterus of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,,N,,A,,CHEMBL623971,,BAO_0000218,
14115,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 10 min post injection (Average of three to five animals),,N,,A,,CHEMBL623972,,BAO_0000218,
14116,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 30 min post injection (Average of three to five animals),,N,,A,,CHEMBL623973,,BAO_0000218,
14117,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 5 min post injection (Average of three to five animals),,N,,A,,CHEMBL623974,,BAO_0000218,
14118,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 60 min post injection (Average of three to five animals),,N,,A,,CHEMBL623975,,BAO_0000218,
14119,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 10 min post injection (Average of three to five animals),,N,,A,,CHEMBL623976,,BAO_0000218,
14120,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 30 min post injection (Average of three to five animals),,N,,A,,CHEMBL623977,,BAO_0000218,
14121,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 5 min post injection (Average of three to five animals),,N,,A,,CHEMBL623978,,BAO_0000218,
14122,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 60 min post injection (Average of three to five animals),,N,,A,,CHEMBL623979,,BAO_0000218,
14123,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 10 min post injection (Average of three to five animals),,N,,A,,CHEMBL623980,,BAO_0000218,
14124,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 30 min post injection (Average of three to five animals),,N,,A,,CHEMBL623981,,BAO_0000218,
14125,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 5 min post injection (Average of three to five animals),,N,,A,,CHEMBL626278,,BAO_0000218,
14126,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,14045,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 60 min post injection (Average of three to five animals),,N,,A,,CHEMBL626279,,BAO_0000218,
14127,Mus musculus,50594,,,1,In vivo,,Intermediate,14045,Biodistribution in mice bladder plus excreted urine was determined,,N,,A,,CHEMBL626280,,BAO_0000218,
14128,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse blood, 10 minutes post injection",,N,,A,,CHEMBL626281,,BAO_0000218,
14129,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse blood, 30 minutes post injection",,N,,A,,CHEMBL626282,,BAO_0000218,
14130,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse blood, 5 minutes post injection",,N,,A,,CHEMBL626283,,BAO_0000218,
14131,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse blood, 60 minutes post injection",,N,,A,,CHEMBL626284,,BAO_0000218,
14132,Mus musculus,50594,955.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse brain, 10 minutes post injection",,N,,A,,CHEMBL626285,,BAO_0000218,
14133,Mus musculus,50594,955.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse brain, 30 minutes post injection",,N,,A,,CHEMBL626286,,BAO_0000218,
14134,Mus musculus,50594,955.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse brain, 5 minutes post injection",,N,,A,,CHEMBL626287,,BAO_0000218,
14135,Mus musculus,50594,955.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse brain, 60 minutes post injection",,N,,A,,CHEMBL626288,,BAO_0000218,
14136,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse heart, 10 minutes post injection",,N,,A,,CHEMBL626289,,BAO_0000218,
14137,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse heart, 30 minutes post injection",,N,,A,,CHEMBL626290,,BAO_0000218,
14138,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse heart, 5 minutes post injection",,N,,A,,CHEMBL626291,,BAO_0000218,
14139,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse heart, 60 minutes post injection",,N,,A,,CHEMBL839888,,BAO_0000218,
14140,Mus musculus,50594,160.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse intestine, 10 minutes post injection",,N,,A,,CHEMBL626292,,BAO_0000218,
14141,Mus musculus,50594,160.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse intestine, 30 minutes post injection",,N,,A,,CHEMBL626293,,BAO_0000218,
14142,Mus musculus,50594,160.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse intestine, 5 minutes post injection",,N,,A,,CHEMBL626294,,BAO_0000218,
14143,Mus musculus,50594,160.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse intestine, 60 minutes post injection",,N,,A,,CHEMBL626295,,BAO_0000218,
14144,Mus musculus,50594,2107.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse liver, 10 minutes post injection",,N,,A,,CHEMBL627659,,BAO_0000218,
14145,Mus musculus,50594,2107.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse liver, 30 minutes of post injection",,N,,A,,CHEMBL627660,,BAO_0000218,
14146,Mus musculus,50594,2107.0,,1,,,Intermediate,14045,"Percentage biodistribution in mouse liver, 5 minutes post injection",,N,,A,,CHEMBL627661,,BAO_0000218,
14147,Mus musculus,50594,2107.0,,1,In vivo,,Intermediate,14045,Biodistribution in mice liver at 60 minutes of post injection,,N,,A,,CHEMBL627662,,BAO_0000218,
14148,Mus musculus,50594,2048.0,,1,In vivo,,Intermediate,14045,Biodistribution in mice lungs at 10 min of post injection,,N,,A,,CHEMBL627663,,BAO_0000218,
14149,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mouse lung, 30 minutes post injection",,N,,A,,CHEMBL627664,,BAO_0000218,
14150,Mus musculus,50594,,,1,,,Intermediate,14045,"Percentage biodistribution in mousee lung, 5 minutes post injection",,N,,A,,CHEMBL627665,,BAO_0000218,
14151,Mus musculus,50594,2048.0,,1,In vivo,,Intermediate,14045,Biodistribution in mice lungs at 60 min of post injection,,N,,A,,CHEMBL627666,,BAO_0000218,
14152,Mus musculus,50594,2106.0,,1,,,Intermediate,14045,Percentage biodistribution in mouse spleen,,N,,A,,CHEMBL627667,,BAO_0000218,
14153,Mus musculus,50594,945.0,,1,,,Intermediate,14045,Percentage biodistribution in mouse stomach,,N,,A,,CHEMBL627668,,BAO_0000218,
14154,Mus musculus,50594,1088.0,,1,,,Intermediate,11745,Mean biodistribution and elimination data in urine was reported 24 h after administering compound intravenously in tumor-bearing female BALB-C mice.,,N,,A,,CHEMBL627669,,BAO_0000218,
14155,,22224,1255.0,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bladder,,U,,A,,CHEMBL627670,,BAO_0000218,
14156,,22224,178.0,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in blood,,U,,A,,CHEMBL627671,,BAO_0000218,
14157,,22224,1474.0,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bone,,U,,A,,CHEMBL627672,,BAO_0000218,
14158,,22224,,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in fat,,U,,A,,CHEMBL627673,,BAO_0000218,
14159,,22224,2113.0,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in kidney,,U,,A,,CHEMBL627674,,BAO_0000218,
14160,,22224,2107.0,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in liver,,U,,A,,CHEMBL627675,,BAO_0000218,
14161,,22224,2048.0,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in lung,,U,,A,,CHEMBL627676,,BAO_0000218,
14162,,22224,2385.0,,1,In vivo,,Autocuration,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in muscle,,U,,A,,CHEMBL627677,,BAO_0000218,
14163,,22224,,,1,,,Autocuration,8354,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator in the conditions of 25degreeC,pH 7.6",,U,,A,,CHEMBL627678,,BAO_0000019,
14164,Rattus norvegicus,50597,1977.0,,1,,,Intermediate,7095,Affinity for protein binding expressed as association constant in fresh rat serum,,N,,A,,CHEMBL627679,,BAO_0000218,
14165,,22224,,,1,,,Autocuration,12185,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,,U,,A,,CHEMBL627680,,BAO_0000019,
14166,,22224,,,1,,,Autocuration,12185,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,,U,,A,,CHEMBL627681,,BAO_0000019,
14167,,22224,,,1,,,Autocuration,12185,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,,U,,A,,CHEMBL627682,,BAO_0000019,
14168,,22224,,,1,,,Autocuration,12185,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,,U,,A,,CHEMBL627683,,BAO_0000019,
14169,,22224,,,1,,,Autocuration,12686,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4,,U,,A,,CHEMBL627684,,BAO_0000019,
14170,,22224,,,1,,,Autocuration,12686,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",,U,,A,,CHEMBL874441,,BAO_0000019,
14171,,22224,,,1,,,Autocuration,12686,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; No cyclization detected over 4 h,,U,,A,,CHEMBL627685,,BAO_0000019,
14172,,22224,,,1,,,Autocuration,12686,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",,U,,A,,CHEMBL627686,,BAO_0000019,
14173,,22224,,,1,,,Autocuration,8057,Apparent rate constant Koff for inactivation of dTMP synthase.,,U,,A,,CHEMBL627687,,BAO_0000019,
14174,,22224,,,1,,,Autocuration,15778,The irreversible inhibitor activity by second order rate equation.,,U,,A,,CHEMBL627688,,BAO_0000019,
14175,Rattus norvegicus,50597,,,1,,,Intermediate,12375,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 1 mg/kg concentration,,N,,A,,CHEMBL628038,,BAO_0000218,
14176,Rattus norvegicus,50597,,,1,,,Intermediate,12375,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 5 mg/kg concentration,,N,,A,,CHEMBL628039,,BAO_0000218,
14177,Rattus norvegicus,50597,,,1,,,Intermediate,12375,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at vehicle concentration,,N,,A,,CHEMBL628040,,BAO_0000218,
14178,,22224,,,1,,,Autocuration,13588,Dissociation rate calculated from the first-order equation using t1/2 value,,U,,A,,CHEMBL628041,,BAO_0000019,
14179,,22224,,,1,,,Autocuration,15039,The compound was tested for Binding constant against DNA,,U,,A,,CHEMBL630226,,BAO_0000019,
14180,,22224,,,1,,,Autocuration,9500,First order rate constant for cyclization of the compound,,U,,A,,CHEMBL628042,,BAO_0000019,
14181,,22224,,,1,,,Autocuration,10014,First order rate constant of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,,U,,A,,CHEMBL625232,,BAO_0000019,
14182,,22224,,,1,,,Autocuration,10014,First order rate constant of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,,U,,A,,CHEMBL625233,,BAO_0000019,
14183,,22224,,,1,,,Autocuration,568,Hydrolysis rate constant was determined,,U,,A,,CHEMBL625979,,BAO_0000019,
14184,,22224,,,1,,,Autocuration,10026,Observed first order rate constant,,U,,A,,CHEMBL625980,,BAO_0000019,
14185,,22224,,,1,,,Autocuration,10281,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,,U,,A,,CHEMBL625981,,BAO_0000019,
14186,,22224,,,1,,,Autocuration,10281,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,,U,,A,,CHEMBL625982,,BAO_0000019,
14187,,22224,,,1,,,Autocuration,9680,Second-order rate constant for attack on PNPA at 25 degree Centigrade,,U,,A,,CHEMBL625983,,BAO_0000019,
14188,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625984,,BAO_0000019,
14189,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625985,,BAO_0000019,
14190,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625986,,BAO_0000019,
14191,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625987,,BAO_0000019,
14192,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625988,,BAO_0000019,
14193,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625989,,BAO_0000019,
14194,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625990,,BAO_0000019,
14195,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625991,,BAO_0000019,
14196,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625992,,BAO_0000019,
14197,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL625993,,BAO_0000019,
14198,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL631973,,BAO_0000019,
14199,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632143,,BAO_0000019,
14200,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632144,,BAO_0000019,
14201,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632145,,BAO_0000019,
14202,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632146,,BAO_0000019,
14203,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632147,,BAO_0000019,
14204,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632148,,BAO_0000019,
14205,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632149,,BAO_0000019,
14206,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632150,,BAO_0000019,
14207,,22224,,,1,,,Autocuration,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,U,,A,,CHEMBL632151,,BAO_0000019,
14208,Homo sapiens,50587,,,1,,,Intermediate,3008,Metabolism (NADH oxidation) by recombinant human NAD(P)H: quinone oxidoreductase (NQO1) is evaluated; not detected,,N,,A,,CHEMBL632152,,BAO_0000218,
14209,Homo sapiens,50587,,,1,,,Intermediate,4509,Metabolism after 30 min of incubation with human liver microsomes in the absence of cofactor NADH (2.0 mM) at a concentration of 25 uM,,N,,A,,CHEMBL632153,,BAO_0000218,
14210,Homo sapiens,50587,,,1,,,Intermediate,4509,Metabolism after 30 min of incubation with human liver microsomes in the presence of cofactor NADH (2.0 mM) at a concentration of 25 uM,,N,,A,,CHEMBL632154,,BAO_0000218,
14211,Human herpesvirus 1,50602,,,1,,,Intermediate,8613,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day; Tested mice 10,,N,,A,,CHEMBL632155,,BAO_0000218,
14212,Human herpesvirus 1,50602,,,1,,,Intermediate,8613,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day; Total mice tested 10,,N,,A,,CHEMBL632156,,BAO_0000218,
14213,Human herpesvirus 1,50602,,,1,,,Intermediate,8613,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 3.1 mg/kg per day; Tested mice 10,,N,,A,,CHEMBL632157,,BAO_0000218,
