Fiscal year,Maximum CIDA contribution (project-level),Disability issues (marker),CountryRegion ID,Youth issues (marker),Gender equality (marker),Trade development (marker),Bilateral aid (international marker),FSTC percent,Status,Enviromental sustainability (marker),Organisation type,Sector ID,Knowledge for development (marker),Biodiversity (marker),Project number,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,222848.8,0,HN,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,A033881PRE,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,222848.8,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,222848.8,0,HN,0,2,0,1,1.0,Closed,0,Canadian Profit Making,12110,0,0,A033881PRE,B4400,NGM Americas,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4408,Honduras,222848.8,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4618941.36,0,HT,1,2,0,1,0.899999999,Closed,0,Foreign Non-Profit Making,11230,0,0,A033886001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4618941.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4618941.36,0,HT,1,2,0,1,0.899999999,Closed,0,Canadian Profit Making,11230,0,0,A033886001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4618941.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4618941.36,0,HT,1,2,0,1,0.899999999,Closed,0,Foreign Non-Profit Making,14031,0,0,A033886001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4618941.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4618941.36,0,HT,1,2,0,1,0.899999999,Closed,0,Canadian Profit Making,14031,0,0,A033886001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4618941.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4618941.36,0,HT,1,2,0,1,0.899999999,Closed,0,Foreign Non-Profit Making,14032,0,0,A033886001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4618941.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4618941.36,0,HT,1,2,0,1,0.899999999,Closed,0,Canadian Profit Making,14032,0,0,A033886001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4618941.36,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,13790000.0,0,HT,0,0,0,1,1.0,Operational,0,Canadian Non-Profit Making,15110,0,0,A033889001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13790000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,13790000.0,0,HT,0,0,0,1,1.0,Operational,0,Canadian Profit Making,15110,0,0,A033889001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13790000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,13790000.0,0,HT,0,0,0,1,1.0,Operational,0,Canadian Profit Making,15110,0,0,A033889001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13790000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,13790000.0,0,HT,0,0,0,1,1.0,Operational,0,Canadian Profit Making,15110,0,0,A033889001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13790000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,13790000.0,0,HT,0,0,0,1,1.0,Operational,0,Canadian Profit Making,15110,0,0,A033889001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13790000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,13790000.0,0,HT,0,0,0,1,1.0,Operational,0,Canadian Profit Making,15110,0,0,A033889001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13790000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,13790000.0,0,HT,0,0,0,1,1.0,Operational,0,Canadian Profit Making,15110,0,0,A033889001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,13790000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2500000.0,0,ZM,0,0,0,1,1.0,Closed,0,Foreign Non-Profit Making,15151,0,0,A033893001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4278,Zambia,2500000.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4998302.73,0,HT,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,43010,0,0,A033897001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4200000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,4998302.73,0,HT,0,0,0,1,1.0,Closed,0,Canadian Profit Making,43010,0,0,A033897001,B4400,NGM Americas,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,Haiti,4200000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,92238.45,0,CA,0,0,0,1,0.0,Closed,0,Canadian Non-Profit Making,99820,0,0,A033902001,B6100,KFM Partnership for Develop. Innovation,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2240,Journalism and Development Initiative,0.0,0.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X1,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X1,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15151,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X1,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15152,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X2,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X2,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15151,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X2,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15152,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X3,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X3,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15151,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X3,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15152,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X4,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X4,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15151,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3000000.0,0,X4,0,2,0,0,0.0,Closed,0,Foreign Non-Profit Making,15152,0,0,A033903001,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,0,5292,ECONOMIC GROWTH - CORE,3000000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X1,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15111,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X1,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15113,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X1,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X1,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15153,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X2,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15111,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X2,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15113,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X2,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X2,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15153,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X3,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15111,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X3,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15113,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X3,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X3,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15153,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X4,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15111,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X4,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15113,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X4,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15150,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1800000.0,0,X4,0,0,0,1,0.0,Closed,0,Foreign Non-Profit Making,15153,0,0,A033907001,B6100,KFM Partnership for Develop. Innovation,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,Public Institutions & Elections,1800000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,11110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,11110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,12110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,15110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,15110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,15110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,31110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,31110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,247018.58,0,ML,0,1,0,1,1.0,Closed,0,Canadian Profit Making,31110,0,0,A033910001,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,Mali,247018.58,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,125550000.0,0,ET,0,2,0,1,0.0,Closed,0,Foreign Non-Profit Making,11120,0,0,A033911002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,125550000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,125550000.0,0,ET,0,2,0,1,0.0,Closed,0,Foreign Non-Profit Making,12230,0,0,A033911002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,125550000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,125550000.0,0,ET,0,2,0,1,0.0,Closed,0,Foreign Non-Profit Making,31130,0,0,A033911002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,125550000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,125550000.0,0,ET,0,2,0,1,0.0,Closed,0,Foreign Non-Profit Making,31140,0,0,A033911002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,125550000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,125550000.0,0,ET,0,2,0,1,0.0,Closed,0,Foreign Non-Profit Making,31220,0,0,A033911002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,125550000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,125550000.0,0,ET,0,2,0,1,0.0,Closed,0,Foreign Non-Profit Making,52010,0,0,A033911002,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,125550000.0,0.0,0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Canadian Non-Profit Making,11120,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Uncoded,11120,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Canadian Non-Profit Making,12230,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Uncoded,12230,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Canadian Non-Profit Making,31130,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Uncoded,31130,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Canadian Non-Profit Making,31140,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Uncoded,31140,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Canadian Non-Profit Making,31220,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Uncoded,31220,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Canadian Non-Profit Making,52010,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,15121506.0,0,ET,0,2,0,1,0.5,Operational,0,Uncoded,52010,0,0,A033911003,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,15121506.0,0.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0
2009/2010,9221650.0,0,ET,0,2,0,1,1.0,Operational,1,Canadian Non-Profit Making,43010,0,0,A033914001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,7796650.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,9221650.0,0,ET,0,2,0,1,1.0,Operational,1,Canadian Profit Making,43010,0,0,A033914001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,7796650.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,9221650.0,0,ET,0,2,0,1,1.0,Operational,1,Canadian Profit Making,43010,0,0,A033914001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,7796650.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,9221650.0,0,ET,0,2,0,1,1.0,Operational,1,Canadian Profit Making,43010,0,0,A033914001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",0,4229,Ethiopia,7796650.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,500000.0,0,BD,0,2,0,1,1.0,Operational,0,Canadian Non-Profit Making,11120,0,0,A033919001,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,Bangladesh,500000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
