assay_id,assay_organism,assay_category,tissue_id,assay_tax_id,assay_test_type,assay_strain,src_id,src_assay_id,doc_id,relationship_type,tid,assay_cell_type,confidence_score,assay_tissue,assay_type,description,assay_subcellular_fraction,curated_by
3504,Mus musculus,,,10090.0,,,1,,12665,U,22226,,0,,B,Percent inhibition of radioligand [3H]-LSD binding to 5-HT receptor at 10 uM concentration,,Autocuration
3505,,,,,,,1,,7504,H,104705,,4,,B,5-hydroxytryptamine receptor binding affinity was determined in rats,,Autocuration
3506,,,,,,,1,,7504,H,104705,,4,,B,Binding affinity at rat 5-hydroxytryptamine receptor.,,Autocuration
3507,,,,,,,1,,7038,H,104705,,4,,B,Affinity against 5-hydroxytryptamine receptors in rat fundus model,,Autocuration
3508,,,,,,,1,,7626,H,104705,,4,,B,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation,,Autocuration
3509,,,,,,,1,,7626,H,104705,,4,,B,Affinity for 5-hydroxytryptamine receptor was determined using male Dawley rat fundus preparation; Not determined,,Autocuration
3510,,,945.0,,,,1,,7185,H,104705,,4,Stomach,F,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation,,Autocuration
3511,,,945.0,,,,1,,7185,H,104705,,4,Stomach,F,Antagonistic activity against serotonin 5-HT receptor obtained from rat stomach fundus preparation (resulted in discoloration in the oxygenated muscle bath to give varying results).,,Autocuration
3512,,,,,,,1,,7185,H,104705,,4,,F,Antagonistic activity of corresponding methoxy compound against serotonin 5-HT receptor,,Autocuration
3513,,,,,,,1,,6960,H,104705,,4,,B,Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2,,Autocuration
3514,,,,,,,1,,6960,H,104705,,4,,B,"Compound was evaluated for binding affinity towards 5-hydroxytryptamine receptor in isolated rat fundus preparation measured as pA2; Valid pA2, can not be determined because of slope of Schild plot.",,Autocuration
3515,,,10000000.0,,,,1,,12416,H,10576,,8,Hippocampus,B,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,,Autocuration
3516,,,,,,,1,,15753,H,12198,,8,,B,Binding affinity for rat 5-hydroxytryptamine transporter.,,Expert
3517,,,,,,,1,,8062,H,104705,,4,,B,Evaluated for inhibition of specific [3H]5-HT receptor binding in rat cortex.,,Autocuration
3518,Rattus norvegicus,,,10116.0,,,1,,9036,D,104705,,5,,B,Binding affinity at serotonin 5-HT1-type site receptor in rat cortex by displacing [3H]5-HT,,Autocuration
3519,Rattus norvegicus,,,10116.0,,,1,,15067,D,104705,,5,,B,Compound was tested for its inhibitory activity against 5-hydroxytryptamine receptor,,Autocuration
3520,Rattus norvegicus,,955.0,10116.0,,,1,,15753,D,12198,,9,Brain,F,Inhibitory activity against [3H]- 5-hydroxytryptamine reuptake in whole rat brain minus cerebellum,,Expert
3521,Rattus norvegicus,,2037.0,10116.0,,,1,,15753,D,12198,,9,Cerebellum,F,Inhibition of [3H]5-HT reuptake in whole rat brain (minus cerebellum) homogenate.,,Expert
3522,Rattus norvegicus,,,10116.0,,,1,,15295,D,104705,,5,,B,Displacement of [3H]-citalopram from rat forebrain membrane 5-hydroxytryptamine receptor at 10e-7 M,,Autocuration
3523,Rattus norvegicus,,,10116.0,,,1,,6347,D,104705,,5,,B,Percent binding affinity against 5-hydroxytryptamine receptor,,Autocuration
3524,,,,,,,1,,6763,U,22226,,0,,B,Ability to displace 0.4 nM [3H]paroxetine binding to 5-hydroxytryptamine receptor in rat frontal cortex,,Autocuration
3525,Rattus norvegicus,,,10116.0,,,1,,12092,D,104705,,5,,B,The binding affinity was measured on 5-hydroxytryptamine receptor uptake receptor using [3H]- paroxetine as radioligand.,,Autocuration
3526,Rattus norvegicus,,,10116.0,,,1,,1579,D,104705,,5,,B,Affinity against 5-hydroxytryptamine receptor was determined,,Autocuration
3527,Rattus norvegicus,,945.0,10116.0,,,1,,1579,D,104705,,5,Stomach,B,Affinity against 5-hydroxytryptamine receptor was determined in rat stomach fundus strip,,Autocuration
3528,Homo sapiens,,,9606.0,In vitro,,1,,5963,D,121,,9,,B,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,,Expert
3529,Homo sapiens,,,9606.0,In vitro,,1,,5963,D,121,,9,,B,Inhibition of [3H]5-HT uptake in HEK cells expressing human SERT,,Expert
3530,,,,,,,1,,5030,H,18065,,8,,B,Ability to compete with radioactive ligands specific to the Serotonergic 5-HT receptor at 10 uM; NA means compound failed to compete,,Autocuration
3531,,,,,,,1,,15796,H,121,,8,,B,Inhibition of 5-hydroxytryptamine reuptake,,Expert
3532,,,,,,,1,,15413,H,18065,,8,,F,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding",,Autocuration
3533,,,,,,,1,,15413,H,18065,,8,,F,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 1)",,Autocuration
3534,,,,,,,1,,15413,H,18065,,8,,F,"Receptor-linked G protein activation at 5-hydroxytryptamine receptor was determined by measuring the stimulation of [35S]GTP-gamma-S, binding (Experiment 2)",,Autocuration
3535,,,,,,,1,,12409,H,18065,,8,,F,Tested for 5-hydroxytryptamine receptor uptake,,Autocuration
3536,Homo sapiens,,,9606.0,,,1,,16909,D,51,CHO,9,,B,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,,Expert
3537,Homo sapiens,,,9606.0,,,1,,16909,D,51,,9,,F,Antagonistic affinity tested against isolated human cloned alpha-1d adrenoceptor subtype,,Expert
3538,Homo sapiens,,,9606.0,,,1,,15629,H,10576,,8,,B,In vitro binding affinity towards 5-hydroxytryptamine receptor 1A receptor by using [3H]8-OH-DPAT in rat hippocampal membranes.,,Autocuration
3539,,,,,,,1,,15629,H,10576,,8,,B,Tested in vitro for % inhibition against 5-hydroxytryptamine receptor 1A,,Autocuration
3540,,,,,,,1,,15629,H,10576,,8,,B,In vitro binding affinity at 5-hydroxytryptamine receptor 1A receptor in rat hippocampal membranes by [3H]8-OH-DPAT displacement.,,Expert
3541,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 0.10 umol/kg,,Autocuration
3542,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats corpus striatum at a dosage of 10 umol/kg,,Autocuration
3543,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 0.32 umol/kg,,Autocuration
3544,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 3.2 umol/kg,,Autocuration
3545,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP in rats in corpus striatum at a dosage of 32 umol/kg,,Autocuration
3546,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 0.032 umol/kg,,Autocuration
3547,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 1.0 umol/kg,,Autocuration
3548,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 10 umol/kg,,Autocuration
3549,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 100 umol/kg,,Autocuration
3550,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 3.2 umol/kg,,Autocuration
3551,,,2435.0,,,,1,,10034,H,10825,,8,Striatum,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in corpus striatum at a dosage of 32 umol/kg,,Autocuration
3552,,,349.0,,,,1,,10034,H,10825,,8,Limbic system,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.032 umol/kg,,Autocuration
3553,,,349.0,,,,1,,10034,H,10825,,8,Limbic system,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,,Autocuration
3554,,,349.0,,,,1,,10034,H,10825,,8,Limbic system,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.32 umol/kg,,Autocuration
3555,,,349.0,,,,1,,10034,H,10825,,8,Limbic system,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 1.0 umol/kg,,Autocuration
3556,,,349.0,,,,1,,10034,H,10825,,8,Limbic system,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 10 umol/kg,,Autocuration
3557,,,349.0,,,,1,,10034,H,10825,,8,Limbic system,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 100 umol/kg,,Autocuration
3558,,,349.0,,,,1,,10034,H,10825,,8,Limbic system,F,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 3.2 umol/kg,,Autocuration
3559,,,,,,,1,,1274,H,168,,8,,B,Binding affinity against 5-hydroxytryptamine 4 receptor,,Expert
3560,,,,,,,1,,17358,H,168,,8,,F,Tested for 5-hydroxytryptamine 4 receptor antagonist activity,,Autocuration
3561,,,,,,,1,,14532,H,168,,8,,B,Inhibitory activity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand at 10e-5 M concentration,,Autocuration
3562,,,,,,,1,,16989,H,168,,8,,B,Binding affinity towards Serotonin 5-hydroxytryptamine 4 receptor,,Expert
3563,,,,,,,1,,17200,H,168,,8,,B,Inhibitory constant against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 radioligand,,Autocuration
3564,,,,,,,1,,15779,H,168,,8,,B,Binding affinity towards 5-hydroxytryptamine 4 receptor,,Autocuration
3565,,,,,,,1,,15779,H,168,,8,,B,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,,Autocuration
3566,,,,,,,1,,15779,H,168,,8,,B,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,,Autocuration
3567,,,,,,,1,,15650,H,168,COS-7,8,,B,Binding affinity was determined against cloned 5-hydroxytryptamine 4A receptor isoform expressed in COS-7 cells,,Autocuration
3568,,,,,,,1,,15650,H,168,COS-7,8,,B,Binding affinity was determined against cloned 5-hydroxytryptamine 4B receptor isoform expressed in COS-7 cells,,Autocuration
3569,,,,,,,1,,15650,H,168,COS-7,8,,B,Binding affinity was determined against cloned 5-hydroxytryptamine 4C receptor isoform expressed in COS-7 cells,,Autocuration
3570,,,,,,,1,,15650,H,168,COS-7,8,,B,Binding affinity was determined against cloned 5-hydroxytryptamine 4D receptor isoform expressed in COS-7 cells,,Autocuration
3571,,,,,,,1,,17046,H,168,C6,8,,B,Binding affinity of compound towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,,Autocuration
3572,,,,,,,1,,17046,H,168,C6,8,,B,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,,Expert
3573,,,,,,,1,,15650,H,168,C6,8,,B,Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808,,Expert
3574,,,,,,,1,,17046,H,168,C6,8,,B,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand; Not determined,,Expert
3575,,,,,,,1,,17066,H,10624,,8,,B,Binding affinity towards 5-hydroxytryptamine 5 receptor,,Expert
3576,,,,,,,1,,17200,H,105,,8,,B,Inhibitory constant against human 5-hydroxytryptamine 5A receptor using [3H]LSD radioligand,,Autocuration
3577,Homo sapiens,,,9606.0,,,1,,16146,D,10624,,9,,B,Binding affinity against 5-hydroxytryptamine 5A receptor,,Expert
3578,,,,,,,1,,15250,H,10624,CHO,8,,B,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 5A receptor stably expressed in CHO cells,,Autocuration
3579,Homo sapiens,,,9606.0,,,1,,6491,D,10624,,9,,B,Affinity towards human 5-hydroxytryptamine 5A serotonin receptor,,Expert
3580,Homo sapiens,,,9606.0,,,1,,17066,D,10624,,9,,B,Binding affinity towards human 5-hydroxytryptamine 5A receptor,,Expert
3581,Homo sapiens,,,9606.0,,,1,,17066,D,10624,,9,,B,Binding affinity towards human 5-hydroxytryptamine 5A receptor was evaluated using [3H]-5-CT as radioligand,,Expert
3582,Homo sapiens,,,9606.0,,,1,,4234,D,10624,,9,,B,Binding affinity to cloned human 5-hydroxytryptamine 5A receptor,,Expert
3583,,,,,,,1,,6013,H,10624,,8,,B,Binding affinity towards 5-HT5A receptor,,Autocuration
3584,,,,,,,1,,17175,H,10624,,8,,B,Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand,,Expert
3585,,,,,,,1,,15818,H,10624,,8,,B,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 5A receptor,,Autocuration
3586,,,,,,,1,,6166,H,10624,,8,,B,Binding affinity towards cloned human 5-HT5A receptor was determined,,Autocuration
3587,,,,,,,1,,15779,H,10624,HEK293,8,,B,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,Autocuration
3588,,,,,,,1,,15779,H,10624,HEK293,8,,B,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,,Autocuration
3589,,,,,,,1,,5213,H,10624,HEK293,8,,B,Compound was tested for its binding affinity in 5-hydroxytryptamine 5A receptor (using human cloned receptors in HEK 293 and [3H]5-CTas a radioligand ),,Autocuration
3590,Mus musculus,,,10090.0,,,1,,17066,D,10625,,9,,B,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor,,Expert
3591,Mus musculus,,,10090.0,,,1,,17066,D,10625,,9,,B,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [125I]-2-iodo LSD as radioligand,,Expert
3592,Mus musculus,,,10090.0,,,1,,17066,D,10625,,9,,B,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]- LSD as radioligand,,Expert
3593,Mus musculus,,,10090.0,,,1,,17066,D,10625,,9,,B,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]LSD as radioligand,,Expert
3594,Mus musculus,,,10090.0,,,1,,17066,D,10625,,9,,B,Binding affinity towards murine 5-hydroxytryptamine 5A receptor,,Expert
3595,,,,,,,1,,17175,H,10625,,8,,B,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor using LSD as radioligand,,Expert
3596,,,,,,,1,,16190,H,10576,HEK293,8,,B,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,,Autocuration
3597,,,,,,,1,,16190,H,10626,HEK293,8,,B,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,,Autocuration
3598,,,,,,,1,,4820,H,10624,,8,,B,Binding affinity towards 5-HT5a receptor,,Expert
3599,Homo sapiens,,,9606.0,,,1,,17066,D,10624,,9,,B,Binding affinity towards 5-hydroxytryptamine 5A receptor,,Expert
3600,,,,,,,1,,17066,H,10624,,8,,B,Binding affinity for rodent 5-hydroxytryptamine 5A receptor,,Expert
3601,,,,,,,1,,17175,H,10624,,8,,B,Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand,,Expert
3602,,,,,,,1,,16633,H,10624,,8,,B,Binding affinities against 5-hydroxytryptamine 5A receptor,,Autocuration
3603,,,,,,,1,,16633,H,10624,,8,,B,Binding affinities towards 5-hydroxytryptamine 5A receptor,,Autocuration
3604,,,,,,,1,,16700,H,10624,,8,,B,The binding affinity towards 5-hydroxytryptamine 5A receptor; No affinity,,Autocuration
3605,Cavia porcellus,,,10141.0,,,1,,4639,H,104714,,4,,F,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.01 uM,,Autocuration
3606,,,,,,,1,,5486,H,104714,,4,,B,Binding affinity towards 5-HT3 receptor by the displacement of [3H]GR-65630] in human recombinant receptors in mammalian cell,,Autocuration
3607,Homo sapiens,,,9606.0,,,1,,16146,D,10627,,9,,B,Inhibition of human 5-hydroxytryptamine 6 receptor,,Expert
3608,Homo sapiens,,,9606.0,,,1,,17273,D,10627,,9,,B,Binding affinity towards 5-hydroxytryptamine 6 receptor using [3H]- LSD as radioligand,,Expert
3609,,,,,,,1,,17687,H,10627,,8,,B,Inhibition against human 5-hydroxytryptamine 6 receptor,,Autocuration
3610,Homo sapiens,,,9606.0,,,1,,6491,D,10627,,9,,B,Affinity towards human 5-hydroxytryptamine 6 serotonin receptor,,Expert
3611,,,,,,,1,,16190,H,10627,HeLa,8,,B,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,,Expert
3612,Homo sapiens,,,9606.0,,,1,,17066,D,10627,,9,,B,Binding affinity towards [3H]LSD-labeled human 5-hydroxytryptamine 6 receptor,,Expert
3613,Homo sapiens,,,9606.0,,,1,,17066,D,10627,,9,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,Expert
3614,Homo sapiens,,,9606.0,,,1,,17066,D,10627,,9,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [125I]-2-iodo LSD as radioligand,,Expert
3615,Homo sapiens,,,9606.0,,,1,,17066,D,10627,,9,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [3H]-LSD as radioligand,,Expert
3616,Homo sapiens,,,9606.0,,,1,,3555,D,10627,,9,,B,Binding affinity against 5-hydroxytryptamine 6 receptor,,Expert
3617,,,,,,,1,,5808,H,10627,,8,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,Expert
3618,,,,,,,1,,6013,H,10627,,8,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,Autocuration
3619,,,,,,,1,,15818,H,10627,HEK293,8,,B,"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand",,Expert
3620,,,,,,,1,,16209,H,10627,,8,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor using [3H]LSD as radioligand,,Autocuration
3621,,,,,,,1,,3935,H,10627,HEK293,8,,B,Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells using [3H]-lysergic acid diethylamide as radioligand,,Expert
3622,,,,,,,1,,15818,H,10627,,8,,B,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 6 receptor,,Autocuration
3623,Homo sapiens,,,9606.0,,,1,,3805,D,10627,HEK293,9,,B,Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,,Expert
3624,,,,,,,1,,16441,H,10627,,8,,B,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD,,Expert
3625,,,,,,,1,,16441,H,10627,,8,,B,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD; ND is No Data.,,Expert
3626,,,,,,,1,,6786,H,10627,COS-7,8,,B,Ability to displace [3H]LSD from human 5-hydroxytryptamine 6 receptor transiently expressed in COS-7 cells,,Expert
3627,Homo sapiens,,,9606.0,,,1,,4234,D,10627,,9,,B,In vitro binding affinity to human 5-hydroxytryptamine 6 receptor,,Expert
3628,,,,,,,1,,17085,H,10627,,8,,B,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 6 receptor,,Autocuration
3629,,,,,,,1,,17200,H,10627,,8,,B,Inhibitory constant against human 5-hydroxytryptamine 6 receptor using [3H]LSD radioligand,,Autocuration
3630,,,,,,,1,,17451,H,10627,HEK293,8,,B,Antagonism assessed in a functional cAMP binding assay using 5-CT to stimulate human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,,Autocuration
3631,,,,,,,1,,3935,H,10627,,8,,F,The compound was tested for antagonist activity by inhibition of human 5-HT6 stimulated adenylate cyclase,,Autocuration
3632,,,,,,,1,,5033,H,10627,,8,,B,Ability to displace the radioligand [3H]LSD from human 5-hydroxytryptamine 6 receptor,,Autocuration
3633,,,,,,,1,,4540,H,10627,,8,,B,Binding affinity against human 5-hydroxytryptamine 6 receptor,,Expert
3634,Homo sapiens,,,9606.0,,,1,,4540,D,10627,HeLa,9,,B,Binding affinity to human cloned 5-HT6 receptor in HeLa cells using [3H]- LSD as radioligand,,Expert
3635,Homo sapiens,,,9606.0,,,1,,4540,D,10627,HeLa,9,,B,Binding affinity to human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]- LSD as radioligand,,Expert
3636,,,,,,,1,,17296,H,10627,HeLa,8,,B,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells,,Autocuration
3637,,,,,,,1,,17296,H,10627,HeLa,8,,B,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,,Autocuration
3638,,,,,,,1,,17296,H,10627,HeLa,8,,B,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,,Autocuration
3639,,,,,,,1,,15779,H,10627,CHO,8,,B,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,Autocuration
3640,,,,,,,1,,15779,H,10627,HEK293,8,,B,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,Autocuration
3641,,,,,,,1,,15779,H,10627,HEK293,8,,B,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand; ND means no data.,,Autocuration
3642,,,,,,,1,,15779,H,10627,HEK293,8,,B,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,,Autocuration
3643,,,,,,,1,,15779,H,10627,HeLa,8,,B,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HeLa cells using [3H]LSD as radioligand;ND means no data.,,Autocuration
3644,,,,,,,1,,6166,H,10627,,8,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,Autocuration
3645,,,,,,,1,,17451,H,10627,HeLa,8,,B,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD as radioligand,,Autocuration
3646,,,,,,,1,,15316,H,10627,,8,,B,Compound was evaluated for its ability to displace [3H]LSD binding from human recombinant 5-hydroxytryptamine 6 receptor,,Autocuration
3647,,,,,,,1,,4199,H,10627,,8,,B,Binding affinity against human 5-hydroxytryptamine 6 receptor,,Expert
3648,,,,,,,1,,15146,H,10627,HeLa,8,,B,Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD,,Expert
3649,,,,,,,1,,5213,H,10627,,8,,B,Compound was tested for its binding affinity in 5-hydroxytryptamine 6 receptor (using human cloned receptors in HeLa and [3H]LSD as a radioligand ),,Autocuration
3650,,,,,,,1,,16429,H,10627,,8,,B,In vitro binding affinity at human recombinant 5-hydroxytryptamine 6 receptor in mammalian cells using 3[H]LSD as the radioligand,,Autocuration
3651,,,,,,,1,,14818,H,10627,HeLa,8,,B,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]5-LSD.,,Autocuration
3652,,,,,,,1,,4829,H,10627,HeLa,8,,B,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=3",,Autocuration
3653,,,,,,,1,,4829,H,10627,HeLa,8,,B,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=9",,Autocuration
3654,,,,,,,1,,4829,H,10627,HeLa,8,,B,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]LSD as radioligand; n=3",,Autocuration
3655,,,,,,,1,,15250,H,10628,CHO,8,,B,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 6 receptor stably expressed in CHO cells,,Autocuration
3656,,,,,,,1,,14423,H,10628,,8,,B,Binding affinity against 5-hydroxytryptamine 6 receptor from CHO cell membranes using [3H]5-HT as the radioligand.,,Autocuration
3657,,,,,,,1,,15086,H,10628,,8,,B,The compound was tested for binding affinity against 5-hydroxytryptamine 6 receptor,,Autocuration
3658,,,,,,,1,,4342,H,10628,,8,,B,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor was determined,,Autocuration
3659,Homo sapiens,,,9606.0,,,1,,16190,D,10627,HeLa,9,,B,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells,,Autocuration
3660,,,,,,,1,,4820,H,10627,,8,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,Expert
3661,,,,,,,1,,4639,H,10627,,8,,B,Percentage of displacement at 5-hydroxytryptamine 6 receptor at 10e-8 M,,Autocuration
3662,Homo sapiens,,,9606.0,,,1,,17066,D,10627,,9,,F,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,Expert
3663,,,,,,,1,,6011,H,10627,,8,,B,Inhibition of binding towards 5-hydroxytryptamine 6 receptor at 100 nM concentration,,Autocuration
3664,,,,,,,1,,17066,H,10627,,8,,B,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,Expert
3665,,,,,,,1,,17515,H,10627,,8,,B,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor; inactive at 10 uM,,Autocuration
3666,,,,,,,1,,5014,H,10627,,8,,B,Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor,,Autocuration
3667,,,,,,,1,,4373,H,10627,,8,,B,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 6 receptor was determined,,Autocuration
3668,,,,,,,1,,17066,H,10627,,8,,F,Antagonistic activity towards 5-hydroxytryptamine 6 receptor,,Expert
3669,,,,,,,1,,17066,H,10627,,8,,F,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,Expert
3670,,,,,,,1,,4373,H,10627,,8,,B,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,,Autocuration
3671,,,,,,,1,,4687,H,10627,,8,,B,Evaluated for the binding affinity towards 5-hydroxytryptamine 6 receptor,,Autocuration
3672,,,,,,,1,,16946,H,10627,,8,,B,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-6 M,,Autocuration
