assays_description,assays_assay_id,assays_assay_category,assays_chembl_id,assays_tid,assays_bao_format,assays_assay_cell_type,assays_cell_id,assays_assay_test_type,assays_src_id,assays_assay_strain,assays_tissue_id,assays_assay_organism,assays_variant_id,assays_assay_tax_id,assays_confidence_score,assays_curated_by,assays_relationship_type,assays_assay_type,assays_assay_tissue,assays_doc_id,assays_assay_subcellular_fraction,assays_src_assay_id
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),10924,,CHEMBL625555,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),10925,,CHEMBL625556,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration,10926,,CHEMBL624986,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),10927,,CHEMBL624987,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Oral diuretic activity was evaluated by measuring K+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),10928,,CHEMBL624988,50588,BAO_0000218,,,,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,6996,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -2/-14,10929,,CHEMBL624989,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; -4/-4,10930,,CHEMBL624990,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3 range; 4/7,10931,,CHEMBL874391,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 1/3/10 range; -3/0/4,10932,,CHEMBL624991,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; -6/0,10933,,CHEMBL624992,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 10/31,10934,,CHEMBL624993,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 11/-19,10935,,CHEMBL624994,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 14/6,10936,,CHEMBL624995,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/25,10937,,CHEMBL624996,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 19/3,10938,,CHEMBL624997,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 2/16,10939,,CHEMBL624998,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 6/2,10940,,CHEMBL624999,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 7/26,10941,,CHEMBL882955,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/49,10942,,CHEMBL625000,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 8/8,10943,,CHEMBL625001,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/30 range; 9/-18,10944,,CHEMBL625089,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 10/60 range; 13/23,10945,,CHEMBL625090,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3 range,10946,,CHEMBL625091,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a dose of 3/10 range; -7/-11,10947,,CHEMBL625092,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 1/3 dose range; 6/-7,10948,,CHEMBL625093,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 10/30 dose range; -13/19,10949,,CHEMBL625094,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a of 3/10 dose range; 30/47,10950,,CHEMBL625095,50588,BAO_0000218,,,In vivo,1,,1637.0,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,Artery,9025,,
Compound was evaluated for its bioavailability in the dogs,10951,,CHEMBL625096,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,2249,,
Compound was evaluated for its bioavailability in the rats,10952,,CHEMBL625097,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,2249,,
Compound was evaluated for oral bioavailability,10953,,CHEMBL882956,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,17515,,
Compound was evaluated for percentage of Oral bioavailability in rats,10954,,CHEMBL625098,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14541,,
Bioavailability in guinea pig,10955,,CHEMBL625099,22224,BAO_0000218,,,In vivo,1,,,Cavia porcellus,,10141.0,0,Autocuration,U,A,,12797,,
Compound was evaluated for the oral bioavailability in rat,10956,,CHEMBL625100,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12797,,
Compound was evaluated for the oral bioavailability in dog,10957,,CHEMBL625101,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,12797,,
Compound was evaluated for the oral bioavailability in rat,10958,,CHEMBL874396,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12797,,
Bioavailability in dog (dosed i.v.),10959,,CHEMBL625102,22224,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,0,Autocuration,U,F,,11727,,
Compound was tested for in vivo bioavailability in dog,10960,,CHEMBL625103,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,13249,,
Compound was tested for in vivo bioavailability in hamsters,10961,,CHEMBL625104,100712,BAO_0000218,,,In vivo,1,,,Cricetinae,,10026.0,1,Intermediate,N,A,,13249,,
Compound was tested for in vivo bioavailability in monkey,10962,,CHEMBL625105,22224,BAO_0000218,,,In vivo,1,,,Simiiformes,,314293.0,0,Autocuration,U,A,,13249,,
Compound was tested for in vivo bioavailability in rat,10963,,CHEMBL625106,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,13249,,
Oral bioavailability in mouse,10964,,CHEMBL625107,22224,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,0,Autocuration,U,A,,9552,,
Compound was tested for percent of oral bioavailability in mice; 56-74,10965,,CHEMBL625108,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,9552,,
Oral bioavailability in mouse (nude) (dose of 25 mg/kg),10966,,CHEMBL625109,22224,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,0,Autocuration,U,A,,14839,,
Bioavailability in cynomolgus monkey (dose 25 mg/kg i.v.),10967,,CHEMBL625110,22224,BAO_0000218,,,In vivo,1,,,Macaca fascicularis,,9541.0,0,Autocuration,U,A,,14839,,
Bioavailability in cynomolgus monkey (dose 5 mg/kg i.v.),10968,,CHEMBL625111,22224,BAO_0000218,,,In vivo,1,,,Macaca fascicularis,,9541.0,0,Autocuration,U,A,,14839,,
Oral bioavailability in mouse (nude) (dose 25 mg/kg i.v.),10969,,CHEMBL625112,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,14839,,
Oral bioavailability in nude mice,10970,,CHEMBL875334,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,14839,,
Bioavailability in monkey (i.d. dosing),10971,,CHEMBL628617,22224,BAO_0000218,,,In vivo,1,,,Primates,,9443.0,0,Autocuration,U,A,,11219,,
Bioavailability in rat,10972,,CHEMBL628618,22224,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,0,Autocuration,U,A,,9552,,
Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 10%,10973,,CHEMBL628619,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11732,,
Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 20%,10974,,CHEMBL628620,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,11732,,
"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 10 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",10975,,CHEMBL628621,100710,BAO_0000218,,,In vivo,1,,,Macaca fascicularis,,9541.0,1,Intermediate,N,A,,14839,,
"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",10976,,CHEMBL628622,100710,BAO_0000218,,,In vivo,1,,,Macaca fascicularis,,9541.0,1,Intermediate,N,A,,14839,,
"In vivo antitumor efficacy in cynomolgus monkeys by injecting a dose of 5 mg/kg, as HCl salt in saline solution, perorally and the maximum drug concentration was determined",10977,,CHEMBL628623,100710,BAO_0000218,,,In vivo,1,,,Macaca fascicularis,,9541.0,1,Intermediate,N,A,,14839,,
Maximal plasma concentration in cynomolgus monkeys after 10 mg/kg oral dose,10978,,CHEMBL628624,100710,BAO_0000218,,,In vivo,1,,1969.0,Macaca fascicularis,,9541.0,1,Intermediate,N,A,Plasma,14839,,
Maximal plasma concentration in nude mice after 25 mg/kg oral dose,10979,,CHEMBL628625,50594,BAO_0000218,,,In vivo,1,,1969.0,Mus musculus,,10090.0,1,Intermediate,N,A,Plasma,14839,,
Maximal plasma concentration in cynomolgus monkeys after 5 mg/kg oral dose,10980,,CHEMBL628626,100710,BAO_0000218,,,In vivo,1,,1969.0,Macaca fascicularis,,9541.0,1,Intermediate,N,A,Plasma,14839,,
Maximal plasma concentration in nude mice after 25 mg/kg oral dose,10981,,CHEMBL627041,50594,BAO_0000218,,,In vivo,1,,1969.0,Mus musculus,,10090.0,1,Intermediate,N,A,Plasma,14839,,
Maximal plasma concentration in nude mice after 25 mg/kg oral dose,10982,,CHEMBL627042,50594,BAO_0000218,,,In vivo,1,,1969.0,Mus musculus,,10090.0,1,Intermediate,N,A,Plasma,14839,,
Maximal plasma concentration in nude mice after 25 mg/kg oral dose,10983,,CHEMBL627043,50594,BAO_0000218,,,In vivo,1,,1969.0,Mus musculus,,10090.0,1,Intermediate,N,A,Plasma,14839,,
In vivo evaluation of maximum plasma concentration at a dose of 10 mg/kg,10984,,CHEMBL627044,22224,BAO_0000218,,,In vivo,1,,1969.0,,,,0,Autocuration,U,A,Plasma,13932,,
Cmax in mouse plasma,10985,,CHEMBL627045,50594,BAO_0000218,,,In vivo,1,,1969.0,Mus musculus,,10090.0,1,Intermediate,N,A,Plasma,11637,,
Max plasma concentration was measured by 40 mg/kg dose of peroral administration.,10986,,CHEMBL627046,22224,BAO_0000218,,,In vivo,1,,1969.0,,,,0,Autocuration,U,A,Plasma,11637,,
Maximal plasma concentration in rat,10987,,CHEMBL627047,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,13960,,
Maximal plasma level when administered 1 mg/kg perorally (po) in rat,10988,,CHEMBL627048,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,15905,,
Maximum concentration at an intraduodenal dose of 5.2 mg/kg in rat,10989,,CHEMBL627049,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14062,,
Maximum concentration at an intraduodenal dose of 6.6 mg/kg in rat,10990,,CHEMBL627050,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14062,,
Maximum concentration at an intravenous dose of 5.5 mg/kg in rat,10991,,CHEMBL627051,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14062,,
Maximum concentration at an intravenous dose of 6.5 mg/kg in rat,10992,,CHEMBL627052,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14062,,
Maximum concentration at an peroral dose of 6.2 mg/kg in rat,10993,,CHEMBL627053,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14062,,
Maximum concentration at an peroral dose of 6.3 mg/kg in rat,10994,,CHEMBL627054,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14062,,
Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,10995,,CHEMBL627055,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,15011,,
Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,10996,,CHEMBL627056,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,15011,,
Maximum concentration (Cmax) using 0.4% Methyl cellulose (MC) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg (micronized sample),10997,,CHEMBL627057,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,15011,,
Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered intravenously to nude mice at a dose of 25 mg/kg,10998,,CHEMBL627058,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,15011,,
Maximum concentration (Cmax) using 20%aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle. compound was administered orally to nude mice at a dose of 25 mg/kg,10999,,CHEMBL626211,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,15011,,
Maximum Concentration of the compound.,11000,,CHEMBL626212,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,10291,,
Maximum Concentration was measured after iv administration into Beagle dog,11001,,CHEMBL626213,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,14599,,
Maximum Concentration was measured after iv administration into Beagle dog.,11002,,CHEMBL626214,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,14599,,
Maximum Concentration was measured after po administration into Beagle dog,11003,,CHEMBL626215,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,14599,,
Maximum Concentration was measured after po administration into Beagle dog.,11004,,CHEMBL626216,50588,BAO_0000218,,,In vivo,1,,,Canis lupus familiaris,,9615.0,1,Intermediate,N,A,,14599,,
Maximum blood level reached after an dose of 10.6 uM/kg intravenously,11005,,CHEMBL626217,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,12767,,
Maximum blood level reached after an iv dose of 12.2 uM/kg,11006,,CHEMBL626218,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,12767,,
Maximum blood level reached after an oral dose 14.7 uM/kg oral route,11007,,CHEMBL626219,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,12767,,
Maximum blood level reached after an oral dose of 14.7 uM/kg intravenous route,11008,,CHEMBL626220,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,12767,,
Maximum blood level reached after an oral dose of 5.0 mg/kg,11009,,CHEMBL626221,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,12767,,
Maximum blood level reached at dose of 10.6 uM/kg orally,11010,,CHEMBL626222,22224,BAO_0000218,,,In vivo,1,,178.0,,,,0,Autocuration,U,A,Blood,12767,,
Maximum concentration (Cmax) in guinea pigs at 2 mg/kg after oral administration,11011,,CHEMBL626223,50512,BAO_0000218,,,In vivo,1,,,Cavia porcellus,,10141.0,1,Intermediate,N,A,,14706,,
Maximum concentration (Cmax) in guinea pigs at 3 mg/kg after oral administration,11012,,CHEMBL626224,50512,BAO_0000218,,,In vivo,1,,,Cavia porcellus,,10141.0,1,Intermediate,N,A,,14706,,
Maximum concentration achieved in rat brain when administered intraperitoneally at a dose of 10 mg/kg,11013,,CHEMBL626225,50597,BAO_0000218,,,In vivo,1,,955.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Brain,14793,,
Maximum concentration achieved in rat brain when administered intravenously at a dose of 10 mg/kg,11014,,CHEMBL626226,50597,BAO_0000218,,,In vivo,1,,955.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Brain,14793,,
Maximum concentration achieved in rat brain when administered perorally at a dose of 100 mg/kg,11015,,CHEMBL626227,50597,BAO_0000218,,,In vivo,1,,955.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Brain,14793,,
Maximum concentration achieved in rat brain when administered perorally at a dose of 10 mg/kg,11016,,CHEMBL626228,50597,BAO_0000218,,,In vivo,1,,955.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Brain,14793,,
Maximum concentration achieved in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,11017,,CHEMBL626229,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14793,,
Maximum concentration achieved in rat plasma when administered intravenously at a dose of 10 mg/kg,11018,,CHEMBL626921,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14793,,
Maximum concentration achieved in rat plasma when administered perorally at a dose of 100 mg/kg,11019,,CHEMBL876793,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14793,,
Maximum concentration achieved in rat plasma when administered perorally at a dose of 10 mg/kg,11020,,CHEMBL625309,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14793,,
Maximum concentration determined against Bacillus subtilis ATCC 6633 after oral administration in dog(25 mg/kg),11021,,CHEMBL625310,50278,BAO_0000218,,,In vivo,1,,,Bacillus subtilis,,1423.0,1,Intermediate,N,A,,10524,,
Maximum concentration determined in monkeys dosed intravenously with 30 mg/kg,11022,,CHEMBL625311,22224,BAO_0000218,,,In vivo,1,,,Simiiformes,,314293.0,0,Autocuration,U,A,,11871,,
Maximum concentration determined in rats dosed intravenously with 20 mg/kg,11023,,CHEMBL625312,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,11871,,
Maximum concentration for the bioavailability at a dose of 20 mg/kg administered orally,11024,,CHEMBL625313,22224,BAO_0000218,,,In vivo,1,,,,,,0,Autocuration,U,A,,3437,,
Maximum concentration in male CD-1 mice after sc administration of 20 mg/kg,11025,,CHEMBL625314,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,12038,,
Maximum concentration in male rats after iv administration of 20 mg/kg,11026,,CHEMBL625315,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,12038,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.06-1.29,11027,,CHEMBL625316,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.77-2.08,11028,,CHEMBL625317,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.54-0.89,11029,,CHEMBL625318,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.57-1.66,11030,,CHEMBL625319,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.06-2.71,11031,,CHEMBL625320,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.98-3.22,11032,,CHEMBL625321,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.73-1.45,11033,,CHEMBL625322,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.03-1.31,11034,,CHEMBL876801,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 6.76-10.44,11035,,CHEMBL625323,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.47-1.17,11036,,CHEMBL625324,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.12-1.44,11037,,CHEMBL625325,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.38-0.57,11038,,CHEMBL625326,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.75-1.14,11039,,CHEMBL625327,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 1.36-1.74,11040,,CHEMBL625328,50597,BAO_0000218,,,,1,,2107.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Liver,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.5,11041,,CHEMBL625329,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 3.10-3.77,11042,,CHEMBL625330,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.4-0.54,11043,,CHEMBL627774,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.58-0.86,11044,,CHEMBL627775,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.77-0.86,11045,,CHEMBL627949,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.86-1.13,11046,,CHEMBL627950,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 2.26-2.89,11047,,CHEMBL627951,50597,BAO_0000218,,,,1,,2048.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Lung,8418,,
