assays_ss_d,assays_ss_tst_tp,assays_vrnt_d,assays_b_frmt,assays_ss_cll_tp,assays_src_d,assays_crtd_b,assays_src_ss_d,assays_td,assays_cll_d,assays_ss_strn,assays_ss_tss,assays_ss_sbclllr_frctn,assays_rltnshp_tp,assays_cnfdnc_scr,assays_chmbl_d,assays_tss_d
13448,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL626832,
13449,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL626833,
13450,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL626834,
13451,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL626835,
13452,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL626836,
13453,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL626837,
13454,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL626838,
13455,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL626839,
13456,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL626840,
13457,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL626841,
13458,,,BAO_0000219,,1,Autocuration,,22224,,,,,U,0,CHEMBL626842,
13459,,,BAO_0000219,,1,Autocuration,,22224,,,,,U,0,CHEMBL626843,
13460,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626844,
13461,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL877495,
13462,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626845,
13463,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626846,
13464,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626847,
13465,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL628677,
13466,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL628678,
13467,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL628679,
13468,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL628680,
13469,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL628681,
13470,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL628682,
13471,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL628683,
13472,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL628684,
13473,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL877501,
13474,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL628685,
13475,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628686,178.0
13476,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL628687,178.0
13477,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL628688,
13478,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL628689,
13479,,,BAO_0000218,,1,Intermediate,,50597,,,Liver,,N,1,CHEMBL628690,2107.0
13480,,,BAO_0000218,,1,Intermediate,,50597,,,Liver,,N,1,CHEMBL629363,2107.0
13481,,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL629364,2106.0
13482,,,BAO_0000218,,1,Intermediate,,50597,,,Spleen,,N,1,CHEMBL629365,2106.0
13483,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629366,
13484,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL629367,1088.0
13485,,,BAO_0000218,,1,Intermediate,,50597,,,Feces,,N,1,CHEMBL629368,1988.0
13486,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL877502,1088.0
13487,,,BAO_0000218,,1,Intermediate,,50594,,,Cerebellum,,N,1,CHEMBL629369,2037.0
13488,,,BAO_0000218,,1,Intermediate,,50594,,,Brain,,N,1,CHEMBL629370,955.0
13489,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL629371,1088.0
13490,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL626276,1088.0
13491,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL626277,1088.0
13492,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL631250,1088.0
13493,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL631251,1088.0
13494,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL631252,1088.0
13495,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL631253,1088.0
13496,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL631254,1088.0
13497,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL631255,1088.0
13498,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL631256,1088.0
13499,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL631257,1088.0
13500,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628009,1088.0
13501,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628010,1088.0
13502,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628011,1088.0
13503,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628012,1088.0
13504,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628013,1088.0
13505,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628014,1088.0
13506,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628015,1088.0
13507,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628016,1088.0
13508,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL874461,1088.0
13509,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628017,1088.0
13510,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628018,1088.0
13511,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628019,1088.0
13512,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628020,1088.0
13513,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628021,1088.0
13514,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628022,1088.0
13515,,,BAO_0000218,,1,Intermediate,,50588,,,Urine,,N,1,CHEMBL628023,1088.0
13516,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL628024,1088.0
13517,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL628025,1088.0
13518,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL628026,1088.0
13519,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL628027,1088.0
13520,,,BAO_0000218,,1,Autocuration,,22224,,,Urine,,U,0,CHEMBL628028,1088.0
13521,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628029,1088.0
13522,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628030,1088.0
13523,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628031,1088.0
13524,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628032,1088.0
13525,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628033,1088.0
13526,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628034,1088.0
13527,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628035,1088.0
13528,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL628036,1088.0
13529,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL874462,1088.0
13530,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628037,
13531,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628123,
13532,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628124,
13533,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628125,
13534,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628126,
13535,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628127,
13536,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628128,
13537,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628129,
13538,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628130,
13539,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628131,
13540,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628132,
13541,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628133,
13542,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628134,
13543,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628135,
13544,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628136,
13545,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628137,
13546,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628138,
13547,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628139,
13548,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628140,
13549,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628141,
13550,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628142,
13551,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628143,
13552,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628144,
13553,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628145,
13554,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL628146,
13555,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL625355,
13556,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL625356,
13557,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL625357,
13558,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL625527,
13559,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL875473,
13560,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL625528,
13561,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL626304,
13562,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,Artery,,N,1,CHEMBL624138,1637.0
13563,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624139,
13564,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624140,
13565,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624141,
13566,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624142,
13567,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624143,
13568,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624144,
13569,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624145,
13570,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624146,
13571,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624147,
13572,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL883123,
13573,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL624148,
13574,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL874416,
13575,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624149,
13576,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL624150,
13577,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL624151,
13578,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL624152,
13579,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL622139,
13580,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL622140,
13581,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL622141,
13582,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL622142,
13583,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL622143,
13584,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL622144,
13585,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL877473,
13586,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL622145,
13587,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL622146,
13588,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL622147,
13589,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL622148,
13590,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL883124,
13591,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL622149,
13592,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL622150,
13593,,,BAO_0000100,,1,Autocuration,,22224,,,,,U,0,CHEMBL622151,
13594,,,BAO_0000100,,1,Autocuration,,22229,,,,,U,0,CHEMBL622152,
13595,,,BAO_0000019,,1,Autocuration,,22224,,,,,U,0,CHEMBL622153,
13596,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL877474,
13597,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622154,
13598,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,Plasma,,U,0,CHEMBL622155,1969.0
13599,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,Plasma,,U,0,CHEMBL622156,1969.0
13600,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622157,1969.0
13601,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622158,1969.0
13602,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622807,
13603,In vivo,,BAO_0000218,,1,Intermediate,,50797,,,,,N,1,CHEMBL622808,
13604,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622809,
13605,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622810,
13606,In vivo,,BAO_0000218,,1,Intermediate,,100712,,,,,N,1,CHEMBL876653,
13607,In vivo,,BAO_0000218,,1,Intermediate,,100712,,,,,N,1,CHEMBL622811,
13608,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622986,
13609,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622987,1969.0
13610,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622988,1969.0
13611,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622989,1969.0
13612,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622990,1969.0
13613,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,Plasma,,U,0,CHEMBL622991,1969.0
13614,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,Plasma,,N,1,CHEMBL622227,1969.0
13615,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,Plasma,,N,1,CHEMBL622228,1969.0
13616,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622229,
13617,In vivo,,BAO_0000218,,1,Intermediate,,50512,,,,,N,1,CHEMBL622230,
13618,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL622231,
13619,In vivo,,BAO_0000218,,1,Intermediate,,100710,,,,,N,1,CHEMBL622232,
13620,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622233,
13621,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622234,
13622,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622235,
13623,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622236,
13624,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622237,
13625,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL877482,
13626,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622238,
13627,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL622239,
13628,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,Blood,,U,0,CHEMBL622240,178.0
13629,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,Blood,,U,0,CHEMBL622241,178.0
13630,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631013,
13631,In vivo,,BAO_0000218,,1,Intermediate,,50797,,,,,N,1,CHEMBL631014,
13632,In vivo,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631015,
13633,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631016,
13634,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631017,
13635,In vivo,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631018,
13636,In vivo,,BAO_0000218,,1,Autocuration,,22224,,,,,U,0,CHEMBL631019,
13637,,,BAO_0000218,,1,Intermediate,,50594,,,Brain,,N,1,CHEMBL875761,955.0
13638,,,BAO_0000218,,1,Intermediate,,50594,,,Brain,,N,1,CHEMBL631020,955.0
13639,,,BAO_0000218,,1,Intermediate,,50594,,,Brain,,N,1,CHEMBL631669,955.0
13640,,,BAO_0000218,,1,Intermediate,,50594,,,Brain,,N,1,CHEMBL631670,955.0
13641,,,BAO_0000218,,1,Intermediate,,50594,,,Striatum,,N,1,CHEMBL631671,2435.0
13642,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631672,178.0
13643,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631673,178.0
13644,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631856,178.0
13645,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631857,178.0
13646,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631858,178.0
13647,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631859,178.0
13648,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631860,178.0
13649,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631861,178.0
13650,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631862,178.0
13651,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631863,178.0
13652,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631864,178.0
13653,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631865,178.0
13654,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL631866,178.0
13655,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL629360,178.0
13656,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL629361,178.0
13657,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL629362,178.0
13658,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL630740,178.0
13659,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL630741,178.0
13660,,,BAO_0000218,,1,Intermediate,,50597,,,Blood,,N,1,CHEMBL630742,178.0
13661,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL630743,
13662,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL630744,
13663,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL630745,
13664,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL630746,
13665,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL630747,
13666,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL630748,
13667,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL632056,
13668,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL632057,
13669,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL632058,
13670,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL632059,
13671,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL632060,
13672,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL632061,
13673,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629207,
13674,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629208,
13675,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629209,
13676,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629210,
13677,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629211,
13678,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629212,
13679,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629213,
13680,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL629214,1088.0
13681,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL629215,1088.0
13682,,,BAO_0000218,,1,Intermediate,,50597,,,Urine,,N,1,CHEMBL635154,1088.0
13683,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629216,
13684,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629217,
13685,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629218,
13686,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629219,
13687,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629220,
13688,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL629221,
13689,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631127,
13690,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631128,
13691,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631129,
13692,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631130,
13693,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631131,
13694,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631132,
13695,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631133,
13696,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631134,
13697,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL875120,
13698,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631135,
13699,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631136,
13700,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631137,
13701,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631138,
13702,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631139,
13703,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631140,
13704,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631141,
13705,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631142,
13706,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631143,
13707,,,BAO_0000218,,1,Intermediate,,50597,,,,,N,1,CHEMBL631144,
13708,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631145,
13709,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631146,
13710,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631147,
13711,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631148,
13712,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631149,
13713,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631150,
13714,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631151,
13715,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631152,
13716,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631443,
13717,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631444,
13718,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631445,
13719,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631446,
13720,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631447,
13721,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631448,
13722,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631449,
13723,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL631450,
13724,,,BAO_0000218,,1,Intermediate,,50588,,,,,N,1,CHEMBL629724,
13725,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Zone of skin,,N,1,CHEMBL629725,14.0
13726,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Zone of skin,,N,1,CHEMBL629726,14.0
13727,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Spleen,,N,1,CHEMBL629727,2106.0
13728,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Spleen,,N,1,CHEMBL630404,2106.0
13729,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Spleen,,N,1,CHEMBL630405,2106.0
13730,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Spleen,,N,1,CHEMBL630406,2106.0
13731,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Stomach,,N,1,CHEMBL630407,945.0
13732,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Stomach,,N,1,CHEMBL630573,945.0
13733,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Stomach,,N,1,CHEMBL630574,945.0
13734,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,Stomach,,N,1,CHEMBL630575,945.0
13735,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL630576,
13736,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL630577,
13737,In vivo,,BAO_0000218,,1,Intermediate,,50594,,,,,N,1,CHEMBL630578,
