assay_type,assay_organism,assay_tax_id,variant_id,assay_cell_type,src_id,curated_by,assay_subcellular_fraction,doc_id,assay_strain,relationship_type,assay_id,confidence_score,cell_id,assay_category,tid,assay_tissue,tissue_id,assay_test_type,bao_format,chembl_id,src_assay_id,description
A,Mus musculus,10090.0,,,1,Intermediate,,17837,,N,5677,1,,,50594,,,,BAO_0000218,CHEMBL621806,,Area under the curve of compound in mouse blood following i.v. administration of 10 mg/kg
A,Mus musculus,10090.0,,,1,Intermediate,,17837,,N,5678,1,,,50594,,,,BAO_0000218,CHEMBL621807,,Area under the curve of compound in mouse blood following p.o. administration of 30 mg/kg
A,Mus musculus,10090.0,,,1,Intermediate,,6062,,N,5679,1,,,50594,,,,BAO_0000218,CHEMBL621808,,Area under the curve was measured in mouse after an iv dose of 1 mg/kg
A,Mus musculus,10090.0,,,1,Intermediate,,4066,,N,5680,1,,,50594,,,,BAO_0000218,CHEMBL621809,,Area under the curve was determined for the compound at a single subcutaneous administration of 40 mg/kg in mice
A,Mus musculus,10090.0,,,1,Intermediate,,16597,,N,5681,1,,,50594,,,,BAO_0000218,CHEMBL621810,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot)
A,Mus musculus,10090.0,,,1,Intermediate,,14239,,N,5682,1,,,50594,,,,BAO_0000218,CHEMBL875164,,Compound was evaluated for the area under the concentration - time curve by administering intravenously at 25 mg/kg in mice
A,Mus musculus,10090.0,,,1,Intermediate,,14239,,N,5683,1,,,50594,,,,BAO_0000218,CHEMBL621811,,Compound was evaluated for the area under the concentration - time curve by administering orally at 25 mg/kg in mice
A,Mus musculus,10090.0,,,1,Intermediate,,4890,,N,5684,1,,,50594,,,,BAO_0000218,CHEMBL621812,,"Compound was evaluated for the pharmacokinetic parameter, area under curve"
A,Mus musculus,10090.0,,,1,Intermediate,,429,,N,5685,1,,,50594,,,,BAO_0000218,CHEMBL621813,,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr )
A,Mus musculus,10090.0,,,1,Intermediate,,429,,N,5686,1,,,50594,,,,BAO_0000218,CHEMBL621814,,Evaluated for pharmacokinetic parameter area under curve in mouse at the dose 20 mg/kg (0-4 hr)
A,Mus musculus,10090.0,,,1,Intermediate,,5969,,N,5687,1,,,50594,,,,BAO_0000218,CHEMBL621815,,In vivo area under curve (AUC) was determined in murine septicemia at dose of 100 mg/kg
A,Mus musculus,10090.0,,,1,Intermediate,,5969,,N,5688,1,,,50594,,,,BAO_0000218,CHEMBL621816,,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg
A,Mus musculus,10090.0,,,1,Intermediate,,5969,,N,5689,1,,,50594,,,,BAO_0000218,CHEMBL621817,,In vivo area under curve (AUC) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined
A,Mus musculus,10090.0,,,1,Intermediate,,6091,,N,5690,1,,,50594,,,,BAO_0000218,CHEMBL621818,,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse
A,Mus musculus,10090.0,,,1,Intermediate,,6091,,N,5691,1,,,50594,,,,BAO_0000218,CHEMBL621819,,Pharmacokinetic activity (AUC) in vivo after intravenous administration of 10 mg/kg in mouse;ND=Not determined
A,Mus musculus,10090.0,,,1,Intermediate,,6091,,N,5692,1,,,50594,,,,BAO_0000218,CHEMBL621820,,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice
A,Mus musculus,10090.0,,,1,Intermediate,,6091,,N,5693,1,,,50594,,,,BAO_0000218,CHEMBL621821,,Pharmacokinetic activity (AUC) in vivo after peroral administration of 10 mg/kg in mice;ND=Not determined
A,Mus musculus,10090.0,,,1,Intermediate,,6178,,N,5694,1,,,50594,,,,BAO_0000218,CHEMBL621822,,Pharmacokinetic property (AUC) was determined after ip administration of 32 mg/kg in mice
A,Mus musculus,10090.0,,,1,Intermediate,,6178,,N,5695,1,,,50594,,,,BAO_0000218,CHEMBL619474,,Pharmacokinetic property (AUC) was determined after po administration of 32 mg/kg in mice
A,Mus musculus,10090.0,,,1,Intermediate,,6619,,N,5696,1,,,50594,,,,BAO_0000218,CHEMBL619475,,"Reduction in area under curve was determined in DIO mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)"
A,Mus musculus,10090.0,,,1,Intermediate,,6619,,N,5697,1,,,50594,,,,BAO_0000218,CHEMBL619476,,"Reduction in area under curve was determined in ob/ob mice by oral glucose tolerance test following a single i.p. dose (10 mg/kg, 30 min pre-treatment)"
A,Mus musculus,10090.0,,,1,Intermediate,,3760,,N,5698,1,,,50594,,,,BAO_0000218,CHEMBL619477,,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered intravenously in mice"
A,Mus musculus,10090.0,,,1,Intermediate,,3760,,N,5699,1,,,50594,,,,BAO_0000218,CHEMBL619478,,"The area under concentration-time curve(AUC) was determined at 5 mg/kg of compound dose, administered perorally in mice"
A,Mus musculus,10090.0,,,1,Intermediate,,3760,,N,5700,1,,,50594,,,,BAO_0000218,CHEMBL619479,,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered intravenously in mice"
A,Mus musculus,10090.0,,,1,Intermediate,,3760,,N,5701,1,,,50594,,,,BAO_0000218,CHEMBL619480,,"The area under concentration-time curve(AUC) was determined at 50 mg/kg of compound dose, administered perorally in mice"
A,Mus musculus,10090.0,,,1,Intermediate,,3192,,N,5702,1,,,50594,,,,BAO_0000218,CHEMBL619481,,The area under curve in vivo in mouse blood level after oral administration at dose 50 mk/kg e-1
A,Mus musculus,10090.0,,,1,Intermediate,,3192,,N,5703,1,,,50594,,,,BAO_0000218,CHEMBL619482,,The area under curve in vivo in mouse blood level after subcutaneous administration at dose 50 mk/kg e-1
A,Mus musculus,10090.0,,,1,Intermediate,,2675,,N,5704,1,,,50594,,,,BAO_0000218,CHEMBL619483,,Area under the curve was evaluated in mice after intravenous administration
A,Mus musculus,10090.0,,,1,Intermediate,,2675,,N,5705,1,,,50594,,,,BAO_0000218,CHEMBL619484,,Area under the curve was evaluated in mice after oral administration
A,Mus musculus,10090.0,,,1,Intermediate,,16597,,N,5706,1,,,50594,Plasma,1969.0,,BAO_0000218,CHEMBL619485,,AUC total value at a dose of 10 mg/kg intravenous administration in mice.
A,Mus musculus,10090.0,,,1,Intermediate,,16597,,N,5707,1,,,50594,Plasma,1969.0,,BAO_0000218,CHEMBL619486,,AUC total value at a dose of 10 mg/kg peroral administration in mice.
A,Mus musculus,10090.0,,,1,Intermediate,,16597,,N,5708,1,,,50594,,,,BAO_0000218,CHEMBL619487,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for area under curve (AUCtot)
A,Mus musculus,10090.0,,,1,Intermediate,,17734,,N,5709,1,,,50594,,,,BAO_0000218,CHEMBL619488,,AUMC after intraperitoneal administration of 100 mg/kg in mice
A,Mus musculus,10090.0,,,1,Intermediate,,7767,,N,5710,1,,,50594,Blood,178.0,In vivo,BAO_0000218,CHEMBL620106,,Biodistribution in blood was determined in mice after iv administration at 15 min Value expressed as percent injected dose per gram
F,,,,9L,1,Intermediate,,15345,,N,5711,1,392.0,,80653,,,,BAO_0000219,CHEMBL620107,,The compound was tested in vitro for anticancer activity against 9L cells
F,Rattus norvegicus,10116.0,,,1,Autocuration,,2181,,U,5712,0,,,22226,,,,BAO_0000019,CHEMBL620283,,Anti proliferation activity determined; Weak effect
F,Rattus norvegicus,10116.0,,,1,Autocuration,,2181,,U,5713,0,,,22226,,,,BAO_0000219,CHEMBL875176,,Inhibition of cell growth by compound at a concentration of 100 uM in 9Ltk+ cells; Completely stopped the process
F,Rattus norvegicus,10116.0,,,1,Autocuration,,2181,,U,5714,0,,,22226,,,,BAO_0000219,CHEMBL620284,,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells
F,Rattus norvegicus,10116.0,,,1,Autocuration,,2181,,U,5715,0,,,22226,,,,BAO_0000219,CHEMBL623515,,Inhibition of cell growth by compound at a concentration of 10 uM in 9Ltk+ cells; Completely stopped the process
F,Mus musculus,10090.0,,,1,Autocuration,,10486,,U,5716,0,,,22226,,,,BAO_0000019,CHEMBL623516,,The cytotoxic activity was in vitro tested by 9PS assay method
F,Mus musculus,10090.0,,,1,Autocuration,,10486,,U,5717,0,,,22226,,,,BAO_0000019,CHEMBL623517,,The cytotoxic activity was in vitro tested by 9PS assay method.
A,,,,,1,Autocuration,,15508,,U,5718,0,,,22224,,,,BAO_0000019,CHEMBL857878,,Partition coefficient (logD6.5)
F,Homo sapiens,9606.0,,A2780,1,Expert,,5242,,N,5719,1,478.0,,81034,,,,BAO_0000219,CHEMBL623518,,Inhibitory concentration in vitro for cytotoxic activity against A 2780 human ovarian carcinoma cells
F,Homo sapiens,9606.0,,A-375,1,Intermediate,,16167,,N,5720,1,455.0,,80018,,,,BAO_0000219,CHEMBL624195,,Effective concentration against A 375 cell line growth (DFMO concentration is 5.0 mM)
F,Homo sapiens,9606.0,,A-431,1,Expert,,4782,,N,5721,1,500.0,,80852,,,,BAO_0000219,CHEMBL624196,,Inhibitory concentration required against A 431 human epidermoid carcinoma cell line
F,Homo sapiens,9606.0,,A-431,1,Expert,,16093,,D,5722,9,500.0,,9,,,,BAO_0000219,CHEMBL624197,,Inhibition of EGF-induced Tyrosine phosphorylation in A431 cells expressing EGF-R
F,Homo sapiens,9606.0,,A498,1,Intermediate,,2596,,N,5723,1,624.0,,80021,,,,BAO_0000219,CHEMBL624198,,Compound was evaluated for in vitro cytotoxicity against A 498 cancer cell line
F,Homo sapiens,9606.0,,A498,1,Intermediate,,2596,,N,5724,1,624.0,,80021,,,,BAO_0000219,CHEMBL621287,,in vitro cytotoxicity against A 498 cancer cell line
F,Homo sapiens,9606.0,,A498,1,Intermediate,,3239,,N,5725,1,624.0,,80021,,,,BAO_0000219,CHEMBL621288,,In vitro cytotoxic activity against renal (A 498) cancer cell line.
F,Homo sapiens,9606.0,,A498,1,Intermediate,,1847,,N,5726,1,624.0,,80021,,,,BAO_0000219,CHEMBL876496,,Cytotoxic activity against A 498 renal cancer cell lines.
F,Homo sapiens,9606.0,,A498,1,Intermediate,,10553,,N,5727,1,624.0,,80021,,,,BAO_0000219,CHEMBL621289,,In vitro cytotoxicity was determined against A 498 human renal tumor cell line using NCI screen
F,Staphylococcus aureus,1280.0,,,1,Autocuration,,16219,,U,5728,0,,,22226,,,,BAO_0000019,CHEMBL621290,,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i
F,Staphylococcus aureus,1280.0,,,1,Autocuration,,16219,,U,5729,0,,,22226,,,,BAO_0000019,CHEMBL621291,,Minimum inhibitory concentration against Staphylococcus aureus A 5177 MLSB-i
F,Staphylococcus aureus,1280.0,,,1,Autocuration,,16219,,U,5730,0,,,22226,,,,BAO_0000019,CHEMBL621292,,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c
F,Staphylococcus aureus,1280.0,,,1,Autocuration,,16219,,U,5731,0,,,22226,,,,BAO_0000019,CHEMBL621293,,Minimum inhibitory concentration against Staphylococcus aureus A 5278 MLSB-c
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4782,,N,5732,1,646.0,,80682,,,,BAO_0000219,CHEMBL621294,,Inhibitory concentration required against A 549 lung cancer cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,11805,,N,5733,1,646.0,,80682,,,,BAO_0000219,CHEMBL621295,,Growth inhibition of A 549 cell line by MTT reduction for 3 days of incubation time
F,Homo sapiens,9606.0,,A549,1,Intermediate,,11805,,N,5734,1,646.0,,80682,,,,BAO_0000219,CHEMBL884007,,Growth inhibition of A 549 cell line by MTT reduction for 7 days of incubation time
F,Homo sapiens,9606.0,,A549,1,Intermediate,,2007,,N,5735,1,646.0,,80682,,,,BAO_0000219,CHEMBL621296,,In vitro cytotoxicity against lung cancer A 549 cell lines
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4594,,N,5736,1,646.0,,80682,,,,BAO_0000219,CHEMBL621297,,Compound was tested for its cytotoxicity against A 549 cell line
F,Homo sapiens,9606.0,,A549,1,Expert,,6018,,N,5737,1,646.0,,80682,,,,BAO_0000219,CHEMBL839828,,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay."
F,Homo sapiens,9606.0,,A549,1,Intermediate,,6018,,N,5738,1,646.0,,80682,,,,BAO_0000219,CHEMBL620397,,"Cytotoxic activity against A 549 human lung tumor cell line, using sulforhodamine B (SRB) assay.; No data"
F,Homo sapiens,9606.0,,A549,1,Expert,,3599,,N,5739,1,646.0,,80682,,,,BAO_0000219,CHEMBL620398,,In vitro cytotoxic activity against A 549 (non-small cell lung) using SRB (sulforhodamine B) assay
F,Homo sapiens,9606.0,,A549,1,Intermediate,,2551,,N,5740,1,646.0,,80682,,,,BAO_0000219,CHEMBL620399,,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay
F,Homo sapiens,9606.0,,A549,1,Expert,,16132,,N,5741,1,646.0,,80682,,,,BAO_0000219,CHEMBL620400,,In vitro inhibition of A549 (human lung cancer) cell growth.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,16132,,N,5742,1,646.0,,80682,,,,BAO_0000219,CHEMBL620401,,Cytotoxic related antitumor activity against human cancer cell lines A 549; No data available
F,Homo sapiens,9606.0,,A549,1,Expert,,2551,,N,5743,1,646.0,,80682,,,,BAO_0000219,CHEMBL620402,,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay
F,Homo sapiens,9606.0,,A549,1,Expert,,2551,,N,5744,1,646.0,,80682,,,,BAO_0000219,CHEMBL620403,,Tested for in vitro cytotoxicity against A 549 (human lung) tumor cell line using sulforhodamine B (SRB) assay; not active (> 100 uM)
F,,,,,1,Autocuration,,11913,,U,5745,0,,,22226,,,,BAO_0000218,CHEMBL620404,,Tested against A II at (100 ng/kg iv) in Dawley rats (n=2). 24 h
F,,,,,1,Autocuration,,12621,,H,5746,4,,,104694,,,In vivo,BAO_0000218,CHEMBL620405,,The duration of action for the % peak inhibition of A II pressor response for dose of 0.1 mg/kg intravenous administration in conscious dogs.
F,,,,,1,Autocuration,,12621,,H,5747,4,,,104694,,,In vivo,BAO_0000218,CHEMBL620406,,The duration of action for the % peak inhibition of A II pressor response for dose of 1.0 mg/kg peroral administration in rhesus monkeys.
F,,,,,1,Autocuration,,12621,,H,5748,4,,,104694,,,In vivo,BAO_0000218,CHEMBL620407,,The duration of action for the % peak inhibition of angiotensin II pressor response for dose of 0.1 mg/kg peroral administration in conscious rats.
F,,,,,1,Autocuration,,12621,,H,5749,4,,,104694,,,In vivo,BAO_0000218,CHEMBL620408,,The compound was evaluated for the % peak inhibition of A II pressor response for dose of 0.3 mg/kg peroral administration in rhesus monkeys.
F,,,,,1,Autocuration,,12621,,H,5750,4,,,104694,,,In vivo,BAO_0000218,CHEMBL620409,,The compound was evaluated for the percentage of inhibition of A II pressor response in rats for peroral administration.
F,Homo sapiens,9606.0,,A498,1,Expert,,3600,,N,5751,1,624.0,,80021,,,,BAO_0000219,CHEMBL620410,,Inhibition of A-498 human Renal cell proliferation
F,Rattus norvegicus,10116.0,,,1,Autocuration,,1796,,U,5752,0,,,22226,,,,BAO_0000019,CHEMBL620411,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 0.1 uM"
F,Rattus norvegicus,10116.0,,,1,Autocuration,,1796,,U,5753,0,,,22226,,,,BAO_0000019,CHEMBL620412,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 1 uM"
F,Rattus norvegicus,10116.0,,,1,Autocuration,,1796,,U,5754,0,,,22226,,,,BAO_0000019,CHEMBL876596,,"Membrane potential change (fluorescence-based in vitro assay using DIBAC4 as indicator) in A-10 smooth muscle cell, to estimate potassium channel opening activity at 10 uM"
F,Homo sapiens,9606.0,,A 172,1,Expert,,16464,,N,5755,1,622.0,,80012,,,,BAO_0000219,CHEMBL620413,,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay
F,Homo sapiens,9606.0,,A 172,1,Intermediate,,16464,,N,5756,1,622.0,,80012,,,,BAO_0000219,CHEMBL620414,,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5
F,Homo sapiens,9606.0,,A 172,1,Intermediate,,16464,,N,5757,1,622.0,,80012,,,,BAO_0000219,CHEMBL620415,,Cytotoxicity against A-172 glioblastomas using MTT colorimetric assay; NE is no effect at 1x 10 E-5
F,Homo sapiens,9606.0,,A549,1,Expert,,13617,,N,5758,1,646.0,,80682,,,,BAO_0000219,CHEMBL620416,,Concentration required to inhibit growth of human tumor A549 (NSCL) cell line.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4584,,N,5759,1,646.0,,80682,,,,BAO_0000219,CHEMBL620417,,Concentration which produces 50% inhibition of growth of human lung carcinoma cell line A549
F,Homo sapiens,9606.0,,A549,1,Expert,,13799,,N,5760,1,646.0,,80682,,,,BAO_0000219,CHEMBL620418,,Cytotoxic activity evaluated against A549 tumor cells
F,Homo sapiens,9606.0,,A549,1,Intermediate,,16726,,N,5761,1,646.0,,80682,,,,BAO_0000219,CHEMBL620419,,Cytotoxic potentiation of Topotecan (TP) by the compound in human lung carcinoma A549 cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,16109,,N,5762,1,646.0,,80682,,,,BAO_0000219,CHEMBL620420,,Cytotoxicity against A549 cells when the drug is exposed for a time of 1 hr
F,Homo sapiens,9606.0,,A549,1,Intermediate,,16109,,N,5763,1,646.0,,80682,,,,BAO_0000219,CHEMBL620421,,Cytotoxicity against A549 cells when the drug is exposed for a time of 96 hrs
F,Homo sapiens,9606.0,,A549,1,Intermediate,,15474,,N,5764,1,646.0,,80682,,,,BAO_0000219,CHEMBL620422,,Cytotoxicity against A549 tumor cell line determined by WST-1 assay
F,Homo sapiens,9606.0,,A549,1,Intermediate,,6851,,N,5765,1,646.0,,80682,,,,BAO_0000219,CHEMBL620423,,Cytotoxicity of compound against A549 cell line
F,Homo sapiens,9606.0,,A549,1,Expert,,17534,,N,5766,1,646.0,,80682,,,,BAO_0000219,CHEMBL620424,,Cytotoxicity against human lung cell carcinoma A549 cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,2621,,N,5767,1,646.0,,80682,,,,BAO_0000219,CHEMBL620425,,Cytotoxicity against human lung carcinoma A549 cell line using MTT assay
F,Homo sapiens,9606.0,,A549,1,Intermediate,,830,,N,5768,1,646.0,,80682,,,,BAO_0000219,CHEMBL620426,,Cytotoxicity was evaluated in vitro against A549 (non-small cell lung carcinoma) human tumor cell lines
F,Homo sapiens,9606.0,,A549,1,Intermediate,,14255,,N,5769,1,646.0,,80682,,,,BAO_0000219,CHEMBL620427,,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum
F,Homo sapiens,9606.0,,A549,1,Intermediate,,14255,,N,5770,1,646.0,,80682,,,,BAO_0000219,CHEMBL620428,,In vitro antitumor activity against A549 human non-small lung carcinoma cells containing 10% fetal bovine serum; Not determined
F,Homo sapiens,9606.0,,A549,1,Intermediate,,1590,,N,5771,1,646.0,,80682,,,,BAO_0000219,CHEMBL620429,,In vitro antitumor activity against A549 human NSCLC lung carcinoma cells
F,Homo sapiens,9606.0,,A549,1,Expert,,6146,,N,5772,1,646.0,,80682,,,,BAO_0000219,CHEMBL620430,,In vitro concentration required to inhibit the TNF-alpha-induced RANTES production in A549 human lung epithelium cell line
F,Homo sapiens,9606.0,,A549,1,Expert,,17427,,N,5773,1,646.0,,80682,,,,BAO_0000219,CHEMBL839887,,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,5280,,N,5774,1,646.0,,80682,,,,BAO_0000219,CHEMBL620431,,In vitro cytotoxicity against parental and drug resistant lung human tumor cell line A549
F,Homo sapiens,9606.0,,A549,1,Intermediate,,16786,,N,5775,1,646.0,,80682,,,,BAO_0000219,CHEMBL884010,,In vitro cytotoxicity of compound against human A549 (non small cell lung) cancer cell line after 72 hr of drug exposure
F,Homo sapiens,9606.0,,A549,1,Intermediate,,5895,,N,5776,1,646.0,,80682,,,,BAO_0000219,CHEMBL620538,,In vitro cytotoxicity against A549 (human lung cancer)
F,Homo sapiens,9606.0,,A549,1,Expert,,14297,,N,5777,1,646.0,,80682,,,,BAO_0000219,CHEMBL620539,,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,17824,,N,5778,1,646.0,,80682,,,,BAO_0000218,CHEMBL623373,,In vivo antiproliferative activity against A549 cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,14368,,N,5779,1,646.0,,80682,,,,BAO_0000219,CHEMBL623374,,Inhibition of non-small-cell lung adenocarcinoma (A549)
F,Homo sapiens,9606.0,,A549,1,Intermediate,,14368,,N,5780,1,646.0,,80682,,,,BAO_0000219,CHEMBL623375,,Inhibition of non-small-cell lung adenocarcinoma (A549) after 48-h treatment
F,Homo sapiens,9606.0,,A549,1,Intermediate,,14254,,N,5781,1,646.0,,80682,,,,BAO_0000219,CHEMBL623376,,Inhibition of the growth against human non-small-lung carcinoma (A549) cell line after 72 hr exposure
F,Homo sapiens,9606.0,,A549,1,Intermediate,,15897,,N,5782,1,646.0,,80682,,,,BAO_0000219,CHEMBL623377,,Inhibitory activity against A549 cell line using MTT assay(Wild type p53)
F,Homo sapiens,9606.0,,A549,1,Intermediate,,13866,,N,5783,1,646.0,,80682,,,,BAO_0000219,CHEMBL623378,,Inhibitory activity against A549 epithelial Cancer cell line at the concentration 0-30 uM for 48 hr
F,Homo sapiens,9606.0,,A549,1,Intermediate,,13370,,N,5784,1,646.0,,80682,,,,BAO_0000219,CHEMBL623379,,Inhibitory activity of compound against human A549 lung carcinoma cell line.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4862,,N,5785,1,646.0,,80682,,,,BAO_0000219,CHEMBL623380,,Inhibitory activity against A549 lung cancer cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4862,,N,5786,1,646.0,,80682,,,,BAO_0000219,CHEMBL623381,,Inhibitory activity against Taxol-resistant A549 lung cancer cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4862,,N,5787,1,646.0,,80682,,,,BAO_0000219,CHEMBL623382,,Inhibitory activity against Taxol-resistant A549 lung cancer cell line; not determined
F,Homo sapiens,9606.0,,A549,1,Intermediate,,15970,,N,5788,1,646.0,,80682,,,,BAO_0000219,CHEMBL623383,,Inhibitory concentration against A549 (lung cancer) cell line
F,Homo sapiens,9606.0,,A549,1,Expert,,17713,,N,5789,1,646.0,,80682,,,,BAO_0000219,CHEMBL623384,,In vitro cytotoxicity against A-549 (human lung carcinoma) cell line.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4833,,N,5790,1,646.0,,80682,,,,BAO_0000219,CHEMBL623385,,Tested in vitro for inhibitory effect on the growth of human A-549 cancer cell line
F,Homo sapiens,9606.0,,A549,1,Expert,,13736,,N,5791,1,646.0,,80682,,,,BAO_0000219,CHEMBL623386,,Activity against A549 cancer cell line.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4312,,N,5792,1,646.0,,80682,,,,BAO_0000219,CHEMBL884105,,The compound was evaluated for cytotoxicity against A549 cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,5421,,N,5793,1,646.0,,80682,,,,BAO_0000219,CHEMBL623387,,The compound was examined for its ability to block tumor necrosis factor alpha (TNF alpha) induced IL-8 production in A549 human lung carcinoma cell line using an ELISA
F,Homo sapiens,9606.0,,A549,1,Intermediate,,5421,,N,5794,1,646.0,,80682,,,,BAO_0000219,CHEMBL621568,,The compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,14717,,N,5795,1,646.0,,80682,,,,BAO_0000219,CHEMBL621569,,Growth inhibitory activity was measured for human A549 tumor cell line.
F,Homo sapiens,9606.0,,A549,1,Intermediate,,4634,,N,5796,1,646.0,,80682,,,,BAO_0000219,CHEMBL621570,,Inhibitory activity against A549 lung cancer cell line
F,Homo sapiens,9606.0,,A549,1,Intermediate,,1149,,N,5797,1,646.0,,80682,,,,BAO_0000219,CHEMBL621571,,Inhibitory activity against A549 cell line; inactive
F,Homo sapiens,9606.0,,A549,1,Expert,,5421,,N,5798,1,646.0,,80682,,,,BAO_0000219,CHEMBL621572,,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM
F,Homo sapiens,9606.0,,A549,1,Expert,,5421,,N,5799,1,646.0,,80682,,,,BAO_0000219,CHEMBL621573,,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line at 20 uM
F,Homo sapiens,9606.0,,A549,1,Intermediate,,5421,,N,5800,1,646.0,,80682,,,,BAO_0000219,CHEMBL621574,,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration
F,Homo sapiens,9606.0,,A549,1,Intermediate,,3320,,N,5801,1,646.0,,80682,,,,BAO_0000219,CHEMBL621575,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-4 (M/L)
F,Homo sapiens,9606.0,,A549,1,Intermediate,,3320,,N,5802,1,646.0,,80682,,,,BAO_0000219,CHEMBL621576,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-5 (M/L)
F,Homo sapiens,9606.0,,A549,1,Intermediate,,3320,,N,5803,1,646.0,,80682,,,,BAO_0000219,CHEMBL621577,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-6 (M/L)
F,Homo sapiens,9606.0,,A549,1,Intermediate,,3320,,N,5804,1,646.0,,80682,,,,BAO_0000219,CHEMBL621578,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-7 (M/L)
F,Homo sapiens,9606.0,,A549,1,Intermediate,,3320,,N,5805,1,646.0,,80682,,,,BAO_0000219,CHEMBL621579,,In vitro cytotoxic activity against A549 tumor cell line by SRB assay at 72 hour at a concentration 10E-8 (M/L)
F,Homo sapiens,9606.0,,A549,1,Intermediate,,5726,,N,5806,1,646.0,,80682,,,,BAO_0000219,CHEMBL621580,,In vitro percent inhibition evaluated against human lung cancer (A549 cell line) at >20 ug/mL
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,17800,,N,5807,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621581,,Plasma clearance (in vivo) in mongrel dogs was determined
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5985,,N,5808,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621582,,Plasma clearance was measured in dog
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5530,,N,5809,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621583,,Plasma clearance in vivo in dog by intravenous administration at a dose of 0.2 mg/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,5530,,N,5810,1,,,50588,,,In vivo,BAO_0000218,CHEMBL621584,,Plasma clearance in vivo in dog by intravenous administration at a dose of 1 mg/kg
A,Canis lupus familiaris,9615.0,,,1,Intermediate,,4839,,N,5811,1,,,50588,Plasma,1969.0,In vivo,BAO_0000218,CHEMBL621585,,Tested for plasma clearance in dog
