Fiscal year,Youth issues (marker),Organisation name,PBA type,Gender equality (marker),Children issues (marker),FSTC percent,CountryRegion name,Knowledge for development (marker),Fund centre name,Branch name,Sector percent,Project Browser country ID,Enviromental sustainability (marker),ICT as a tool for development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,UNDP - United Nations Development Programme,Not PBA,2,0,1.0,Sudan,0,South Sudan,WGM Sub-Saharan Africa,1.0,SD,0,0,A033992001,Terminating,4500000.0,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,4500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,International Foundation for Electoral Systems,Not PBA,0,0,1.0,Sudan,0,South Sudan,WGM Sub-Saharan Africa,1.0,SD,0,0,A033992PRE,Closed,136919.72,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,0,1.0,Sudan,0,South Sudan,WGM Sub-Saharan Africa,1.0,SD,0,0,A033992PRE,Closed,136919.72,B4200,D4270,WED Southern & Eastern Africa,S4232,South Sudan Program,0,4232,0.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Turquoise Mountain Trust,Not PBA,0,0,1.0,Afghanistan,0,Afghanistan,OGM Asia Pacific,0.65,AF,0,0,A033997001,Closed,7702881.97,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,7702881.97,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Turquoise Mountain Trust,Not PBA,0,0,1.0,Afghanistan,0,Afghanistan,OGM Asia Pacific,0.35,AF,0,0,A033997001,Closed,7702881.97,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4125,7702881.97,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Policy Forum,Other PBA,2,0,0.8,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.15,TZ,0,0,A034001001,Terminating,825000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,825000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Policy Forum,Other PBA,2,0,0.8,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.3,TZ,0,0,A034001001,Terminating,825000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,825000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Policy Forum,Other PBA,2,0,0.8,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.35,TZ,0,0,A034001001,Terminating,825000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,825000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Policy Forum,Other PBA,2,0,0.8,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.05,TZ,0,0,A034001001,Terminating,825000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,825000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Policy Forum,Other PBA,2,0,0.8,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.05,TZ,0,0,A034001001,Terminating,825000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,825000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Policy Forum,Other PBA,2,0,0.8,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.1,TZ,0,0,A034001001,Terminating,825000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,825000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,2,0,1.0,Indonesia,0,Indonesia,OGM Asia Pacific,1.0,ID,1,0,A034002001,Terminating,5950000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,5950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,1,UNFPA - United Nations Population Fund,Not PBA,2,1,1.0,Niger,0,Niger,WGM Sub-Saharan Africa,0.8,NE,0,0,A034003001,Terminating,1200000.0,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4213,1200000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,1,UNFPA - United Nations Population Fund,Not PBA,2,1,1.0,Niger,0,Niger,WGM Sub-Saharan Africa,0.2,NE,0,0,A034003001,Terminating,1200000.0,B4200,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,0,4213,1200000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Haiti,0,Haiti,NGM Americas,1.0,HT,0,0,A034007001,Closed,493521.93,B4400,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,493521.93,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,Haiti,0,Haiti,NGM Americas,1.0,HT,0,0,A034007001,Closed,493521.93,B4400,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,493521.93,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,3,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.4,BO,0,0,A034014PRE,Operational,437113.15,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,437113.15,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,Not PBA,3,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.4,BO,0,0,A034014PRE,Operational,437113.15,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,437113.15,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,3,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.4,BO,0,0,A034014PRE,Operational,437113.15,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,437113.15,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,Not PBA,3,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.4,BO,0,0,A034014PRE,Operational,437113.15,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,437113.15,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,3,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.2,BO,0,0,A034014PRE,Operational,437113.15,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,437113.15,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Ingenieros y Arquitectos Asociados La Paz Ltd.,Not PBA,3,0,1.0,Bolivia,0,Bolivia,NGM Americas,0.2,BO,0,0,A034014PRE,Operational,437113.15,B4400,D4400,NDD Americas Programming,S4413,South America,0,4416,437113.15,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Justice Education Society of British Columbia,Not PBA,0,0,1.0,Ethiopia,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,ET,0,0,A034016001,Closed,4669980.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,4669980.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Justice Education Society of British Columbia,Not PBA,0,0,1.0,Guatemala,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,GT,0,0,A034016001,Closed,4669980.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,4669980.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Justice Education Society of British Columbia,Not PBA,0,0,1.0,Honduras,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,HN,0,0,A034016001,Closed,4669980.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,4669980.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Justice Education Society of British Columbia,Not PBA,0,0,1.0,El Salvador,0,Public Institutions & Elections,KFM Partnership for Develop. Innovation,1.0,SV,0,0,A034016001,Closed,4669980.0,B6100,D6214,KGD Sustainable Economic Growth Partner.,S6219,Public Institutions & Elections,0,6219,4669980.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,UNICEF - United Nations Children's Fund,Not PBA,2,2,1.0,Senegal,0,Senegal,WGM Sub-Saharan Africa,0.7,SN,0,0,A034026001,Terminating,9523000.0,B4200,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,9523000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,UNICEF - United Nations Children's Fund,Not PBA,2,2,1.0,Senegal,0,Senegal,WGM Sub-Saharan Africa,0.1,SN,0,0,A034026001,Terminating,9523000.0,B4200,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,9523000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,UNICEF - United Nations Children's Fund,Not PBA,2,2,1.0,Senegal,0,Senegal,WGM Sub-Saharan Africa,0.1,SN,0,0,A034026001,Terminating,9523000.0,B4200,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,9523000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,UNICEF - United Nations Children's Fund,Not PBA,2,2,1.0,Senegal,0,Senegal,WGM Sub-Saharan Africa,0.05,SN,0,0,A034026001,Terminating,9523000.0,B4200,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,9523000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,UNICEF - United Nations Children's Fund,Not PBA,2,2,1.0,Senegal,0,Senegal,WGM Sub-Saharan Africa,0.05,SN,0,0,A034026001,Terminating,9523000.0,B4200,D4207,WWD West & Central Africa,S4233,Senegal Program,0,4238,9523000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.2,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.05,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.3,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.15,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.05,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.15,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.05,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,Oxfam Canada,Not PBA,1,0,1.0,Indonesia,1,Indonesia,OGM Asia Pacific,0.05,ID,2,0,A034028001,Operational,7300000.0,B4100,D4100,OAD Asia Programming,S4126,OAI Indonesia and SEA Regional,0,4127,7300000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,1
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,BO,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.34,BO,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,BO,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,BR,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.34,BR,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,BR,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,CO,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.34,CO,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,CO,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,EC,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.34,EC,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,EC,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,PE,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.34,PE,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,1.0,South America,0,Peru,NGM Americas,0.33,PE,0,0,A034031001,Closed,500000.0,B4400,D4400,NDD Americas Programming,S4413,South America,0,4424,500000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Organization of American States,Not PBA,0,0,0.7,Haiti,0,Haiti,NGM Americas,0.25,HT,0,0,A034034001,Closed,15599843.0,B4400,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,15599843.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Organization of American States,Not PBA,0,0,0.7,Haiti,0,Haiti,NGM Americas,0.25,HT,0,0,A034034001,Closed,15599843.0,B4400,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,15599843.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Organization of American States,Not PBA,0,0,0.7,Haiti,0,Haiti,NGM Americas,0.25,HT,0,0,A034034001,Closed,15599843.0,B4400,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,15599843.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Organization of American States,Not PBA,0,0,0.7,Haiti,0,Haiti,NGM Americas,0.25,HT,0,0,A034034001,Closed,15599843.0,B4400,D4400,NDD Americas Programming,S4449,Ha�ti & Dominican Republic Section,0,4452,15599843.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.5,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,AMJ Campbell International,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.5,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.5,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.5,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,AMJ Campbell International,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,AMJ Campbell International,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.2,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,AMJ Campbell International,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Information not available,Not PBA,2,0,1.0,"Congo, Dem Rep.",0,Democratic Republic of Congo,WGM Sub-Saharan Africa,0.1,CD,1,0,A034037001,Closed,2000000.0,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4298,2000000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Burundi,0,Rwanda,WGM Sub-Saharan Africa,1.0,BI,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,D�M�NAGEMENT OUTAOUAIS INC.,Not PBA,2,0,1.0,Burundi,0,Rwanda,WGM Sub-Saharan Africa,1.0,BI,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Burundi,0,Rwanda,WGM Sub-Saharan Africa,1.0,BI,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Burundi,0,Rwanda,WGM Sub-Saharan Africa,1.0,BI,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Rwanda,0,Rwanda,WGM Sub-Saharan Africa,1.0,RW,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,D�M�NAGEMENT OUTAOUAIS INC.,Not PBA,2,0,1.0,Rwanda,0,Rwanda,WGM Sub-Saharan Africa,1.0,RW,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Rwanda,0,Rwanda,WGM Sub-Saharan Africa,1.0,RW,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Rwanda,0,Rwanda,WGM Sub-Saharan Africa,1.0,RW,1,0,A034038001,Closed,1723706.43,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4302,1723706.43,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Alternatives Inc.,Not PBA,0,0,0.0,Canada,0,Global Classroom Initiative,KFM Partnership for Develop. Innovation,1.0,CA,1,0,A034041001,Closed,51500.0,B6100,D6220,KED Engaging Canadians,S6222,Education and Knowledge,0,2239,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Central America,0,Caribbean Region,NGM Americas,0.1,BZ,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,World Bank,Not PBA,0,0,0.9,Central America,0,Caribbean Region,NGM Americas,0.2,BZ,0,0,A034045001,Operational,19950000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,19950000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
