assays_ASSI,assays_ASSUBCFRA,assays_ASTTY,assays_BAFO,assays_TISI,assays_CEI,assays_ASCTY,assays_T,assays_RELT,assays_CONFISC,assays_CUB,assays_SI,assays_SASSI,assays_CHI,assays_VARI
13957,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628432,
13958,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628433,
13959,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL628434,
13960,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL626789,
13961,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL626790,
13962,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL626791,
13963,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL626792,
13964,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL626793,
13965,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627436,
13966,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627437,
13967,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627438,
13968,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627439,
13969,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627440,
13970,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627602,
13971,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627603,
13972,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627604,
13973,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627605,
13974,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627606,
13975,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627607,
13976,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627608,
13977,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627609,
13978,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627610,
13979,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627611,
13980,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627612,
13981,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL627613,
13982,,,BAO_0000100,,,,22224,U,0,Autocuration,1,,CHEMBL627614,
13983,,,BAO_0000100,,,,22224,U,0,Autocuration,1,,CHEMBL627615,
13984,,,BAO_0000100,,,,22224,U,0,Autocuration,1,,CHEMBL627616,
13985,,,BAO_0000100,,,,22224,U,0,Autocuration,1,,CHEMBL627617,
13986,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627618,
13987,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627619,
13988,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627620,
13989,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627621,
13990,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627622,
13991,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627623,
13992,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627624,
13993,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627625,
13994,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628523,
13995,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628524,
13996,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628525,
13997,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625732,
13998,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625733,
13999,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625734,
14000,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625913,
14001,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625914,
14002,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625915,
14003,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625916,
14004,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625917,
14005,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625918,
14006,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625919,
14007,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625920,
14008,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL874453,
14009,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625921,
14010,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625922,
14011,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625923,
14012,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625924,
14013,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625925,
14014,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625926,
14015,,In vivo,BAO_0000218,2048.0,,,50597,N,1,Intermediate,1,,CHEMBL627704,
14016,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627705,
14017,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627706,
14018,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627707,
14019,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL627708,
14020,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628361,
14021,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628362,
14022,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL628363,
14023,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL628364,
14024,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL628365,
14025,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL874454,
14026,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL628531,
14027,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL628532,
14028,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL628533,
14029,,In vivo,BAO_0000218,2435.0,,,50597,N,1,Intermediate,1,,CHEMBL628534,
14030,,In vivo,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL628535,
14031,,In vivo,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL628536,
14032,,In vivo,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL628537,
14033,,In vivo,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL628538,
14034,,In vivo,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL628539,
14035,,In vivo,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL630297,
14036,,In vivo,BAO_0000218,2046.0,,,50597,N,1,Intermediate,1,,CHEMBL630298,
14037,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL630299,
14038,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL628094,
14039,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL628095,
14040,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL874648,
14041,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL628096,
14042,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL628097,
14043,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL628098,
14044,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628099,
14045,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628100,
14046,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628101,
14047,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628102,
14048,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628103,
14049,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628104,
14050,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628105,
14051,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628106,
14052,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL628107,
14053,,,BAO_0000218,1088.0,,,22224,U,0,Autocuration,1,,CHEMBL628108,
14054,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL628109,
14055,,,BAO_0000218,1088.0,,,22224,U,0,Autocuration,1,,CHEMBL625299,
14056,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL625300,
14057,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL625301,
14058,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL625302,
14059,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL874649,
14060,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625303,
14061,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL625463,
14062,,,BAO_0000218,2107.0,,,50587,N,1,Intermediate,1,,CHEMBL625464,
14063,,,BAO_0000218,,,,50587,N,1,Intermediate,1,,CHEMBL625465,
14064,,,BAO_0000218,1088.0,,,50588,N,1,Intermediate,1,,CHEMBL625466,
14065,,,BAO_0000218,1088.0,,,50588,N,1,Intermediate,1,,CHEMBL625467,
14066,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL625468,
14067,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL625469,
14068,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL625470,
14069,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL632418,
14070,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627250,
14071,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627251,
14072,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627252,
14073,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627253,
14074,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627254,
14075,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL875471,
14076,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627255,
14077,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627256,
14078,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627257,
14079,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627258,
14080,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627259,
14081,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL627260,
14082,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623256,
14083,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL874413,
14084,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623257,
14085,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623258,
14086,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623259,
14087,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623260,
14088,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623261,
14089,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623262,
14090,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623263,
14091,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623264,
14092,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623265,
14093,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623266,
14094,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623267,
14095,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623268,
14096,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623269,
14097,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623270,
14098,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623271,
14099,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623272,
14100,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623273,
14101,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623274,
14102,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL874414,
14103,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623275,
14104,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL629150,
14105,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623276,
14106,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623277,
14107,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623112,
14108,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623113,
14109,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623800,
14110,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL623801,
14111,,In vivo,BAO_0000218,2106.0,,,50597,N,1,Intermediate,1,,CHEMBL623802,
14112,,In vivo,BAO_0000218,995.0,,,50597,N,1,Intermediate,1,,CHEMBL623803,
14113,,In vivo,BAO_0000218,995.0,,,50597,N,1,Intermediate,1,,CHEMBL623970,
14114,,In vivo,BAO_0000218,995.0,,,50597,N,1,Intermediate,1,,CHEMBL623971,
14115,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL623972,
14116,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL623973,
14117,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL623974,
14118,,In vivo,BAO_0000218,178.0,,,50597,N,1,Intermediate,1,,CHEMBL623975,
14119,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL623976,
14120,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL623977,
14121,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL623978,
14122,,In vivo,BAO_0000218,955.0,,,50597,N,1,Intermediate,1,,CHEMBL623979,
14123,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623980,
14124,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL623981,
14125,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626278,
14126,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626279,
14127,,In vivo,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626280,
14128,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626281,
14129,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626282,
14130,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626283,
14131,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626284,
14132,,,BAO_0000218,955.0,,,50594,N,1,Intermediate,1,,CHEMBL626285,
14133,,,BAO_0000218,955.0,,,50594,N,1,Intermediate,1,,CHEMBL626286,
14134,,,BAO_0000218,955.0,,,50594,N,1,Intermediate,1,,CHEMBL626287,
14135,,,BAO_0000218,955.0,,,50594,N,1,Intermediate,1,,CHEMBL626288,
14136,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626289,
14137,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626290,
14138,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL626291,
14139,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL839888,
14140,,,BAO_0000218,160.0,,,50594,N,1,Intermediate,1,,CHEMBL626292,
14141,,,BAO_0000218,160.0,,,50594,N,1,Intermediate,1,,CHEMBL626293,
14142,,,BAO_0000218,160.0,,,50594,N,1,Intermediate,1,,CHEMBL626294,
14143,,,BAO_0000218,160.0,,,50594,N,1,Intermediate,1,,CHEMBL626295,
14144,,,BAO_0000218,2107.0,,,50594,N,1,Intermediate,1,,CHEMBL627659,
14145,,,BAO_0000218,2107.0,,,50594,N,1,Intermediate,1,,CHEMBL627660,
14146,,,BAO_0000218,2107.0,,,50594,N,1,Intermediate,1,,CHEMBL627661,
14147,,In vivo,BAO_0000218,2107.0,,,50594,N,1,Intermediate,1,,CHEMBL627662,
14148,,In vivo,BAO_0000218,2048.0,,,50594,N,1,Intermediate,1,,CHEMBL627663,
14149,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627664,
14150,,,BAO_0000218,,,,50594,N,1,Intermediate,1,,CHEMBL627665,
14151,,In vivo,BAO_0000218,2048.0,,,50594,N,1,Intermediate,1,,CHEMBL627666,
14152,,,BAO_0000218,2106.0,,,50594,N,1,Intermediate,1,,CHEMBL627667,
14153,,,BAO_0000218,945.0,,,50594,N,1,Intermediate,1,,CHEMBL627668,
14154,,,BAO_0000218,1088.0,,,50594,N,1,Intermediate,1,,CHEMBL627669,
14155,,In vivo,BAO_0000218,1255.0,,,22224,U,0,Autocuration,1,,CHEMBL627670,
14156,,In vivo,BAO_0000218,178.0,,,22224,U,0,Autocuration,1,,CHEMBL627671,
14157,,In vivo,BAO_0000218,1474.0,,,22224,U,0,Autocuration,1,,CHEMBL627672,
14158,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL627673,
14159,,In vivo,BAO_0000218,2113.0,,,22224,U,0,Autocuration,1,,CHEMBL627674,
14160,,In vivo,BAO_0000218,2107.0,,,22224,U,0,Autocuration,1,,CHEMBL627675,
14161,,In vivo,BAO_0000218,2048.0,,,22224,U,0,Autocuration,1,,CHEMBL627676,
14162,,In vivo,BAO_0000218,2385.0,,,22224,U,0,Autocuration,1,,CHEMBL627677,
14163,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627678,
14164,,,BAO_0000218,1977.0,,,50597,N,1,Intermediate,1,,CHEMBL627679,
14165,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627680,
14166,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627681,
14167,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627682,
14168,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627683,
14169,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627684,
14170,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL874441,
14171,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627685,
14172,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627686,
14173,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627687,
14174,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL627688,
14175,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628038,
14176,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628039,
14177,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628040,
14178,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628041,
14179,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL630226,
14180,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL628042,
14181,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625232,
14182,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625233,
14183,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625979,
14184,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625980,
14185,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625981,
14186,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625982,
14187,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625983,
14188,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625984,
14189,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625985,
14190,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625986,
14191,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625987,
14192,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625988,
14193,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625989,
14194,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625990,
14195,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625991,
14196,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625992,
14197,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL625993,
14198,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL631973,
14199,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632143,
14200,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632144,
14201,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632145,
14202,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632146,
14203,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632147,
14204,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632148,
14205,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632149,
14206,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632150,
14207,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL632151,
14208,,,BAO_0000218,,,,50587,N,1,Intermediate,1,,CHEMBL632152,
14209,,,BAO_0000218,,,,50587,N,1,Intermediate,1,,CHEMBL632153,
14210,,,BAO_0000218,,,,50587,N,1,Intermediate,1,,CHEMBL632154,
14211,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL632155,
14212,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL632156,
14213,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL632157,
14214,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL632158,
14215,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL632159,
14216,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL626305,
14217,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL626306,
14218,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL626307,
14219,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL626308,
14220,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL626479,
14221,,,BAO_0000218,,,,50602,N,1,Intermediate,1,,CHEMBL626480,
14222,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL626481,
14223,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL626482,
14224,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL626483,
14225,,,BAO_0000218,,,,50588,N,1,Intermediate,1,,CHEMBL626484,
14226,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL626485,
14227,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL626486,
14228,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL626487,
14229,,In vivo,BAO_0000218,1969.0,,,50588,N,1,Intermediate,1,,CHEMBL626488,
14230,,,BAO_0000218,1977.0,,,50597,N,1,Intermediate,1,,CHEMBL626489,
14231,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL626490,
14232,,,BAO_0000100,,,,22224,U,0,Autocuration,1,,CHEMBL626491,
14233,,,BAO_0000100,,,,22229,U,0,Autocuration,1,,CHEMBL626492,
14234,,,BAO_0000019,,,,22224,U,0,Autocuration,1,,CHEMBL626493,
14235,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626494,
14236,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL626495,
14237,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL626496,
14238,,In vivo,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626497,
14239,,In vivo,BAO_0000218,,,,22224,U,0,Autocuration,1,,CHEMBL626498,
14240,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626499,
14241,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626500,
14242,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL626501,
14243,,,BAO_0000218,1969.0,,,50597,N,1,Intermediate,1,,CHEMBL626502,
14244,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626503,
14245,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626504,
14246,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626505,
14247,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626506,
14248,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626507,
14249,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626508,
14250,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626509,
14251,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL875480,
14252,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626510,
14253,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626511,
14254,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL626512,
14255,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628208,
14256,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628209,
14257,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628210,
14258,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628211,
14259,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628212,
14260,,,BAO_0000218,,,,50597,N,1,Intermediate,1,,CHEMBL628213,
14261,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL628214,
14262,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL628215,
14263,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL628216,
14264,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL626595,
14265,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL626596,
14266,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL626597,
14267,,,BAO_0000218,1088.0,,,50597,N,1,Intermediate,1,,CHEMBL626598,
