ss_d,ss_rgnsm,src_d,tss_d,dc_d,b_frmt,src_ss_d,dscrptn,ss_sbclllr_frctn,ss_tp,ss_strn,rltnshp_tp,cnfdnc_scr,crtd_b,chmbl_d,cll_d,vrnt_d
11833,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.18-0.24",,A,,N,1,Intermediate,CHEMBL626411,,
11834,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.19-0.24",,A,,N,1,Intermediate,CHEMBL626412,,
11835,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.22-0.32",,A,,N,1,Intermediate,CHEMBL626413,,
11836,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 30 minutes intravenous administration; dose/g, range 0.25-0.32",,A,,N,1,Intermediate,CHEMBL626414,,
11837,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.10-0.14",,A,,N,1,Intermediate,CHEMBL626415,,
11838,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.25-0.34",,A,,N,1,Intermediate,CHEMBL626416,,
11839,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.27-0.33",,A,,N,1,Intermediate,CHEMBL627062,,
11840,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.32-0.46",,A,,N,1,Intermediate,CHEMBL627063,,
11841,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.40-0.45",,A,,N,1,Intermediate,CHEMBL627064,,
11842,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 5 minutes intravenous administration; dose/g, range 0.44-0.52",,A,,N,1,Intermediate,CHEMBL627227,,
11843,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.08-0.09",,A,,N,1,Intermediate,CHEMBL627228,,
11844,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.12-0.14",,A,,N,1,Intermediate,CHEMBL627229,,
11845,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.13-0.15",,A,,N,1,Intermediate,CHEMBL625792,,
11846,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.20",,A,,N,1,Intermediate,CHEMBL625793,,
11847,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.15-0.23",,A,,N,1,Intermediate,CHEMBL625794,,
11848,Rattus norvegicus,1,178.0,8608,BAO_0000218,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats blood after 60 minutes intravenous administration; dose/g, range 0.16-0.21",,A,,N,1,Intermediate,CHEMBL625795,,
11849,Mus musculus,1,,13792,BAO_0000218,,Pharmacokinetic parameter AUC for the compound after intravenous administration into BALB/c Mice in plasma samples.,,A,,N,1,Intermediate,CHEMBL625796,,
11850,Canis lupus familiaris,1,,13376,BAO_0000218,,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 375 mg/kg,,A,,N,1,Intermediate,CHEMBL625797,,
11851,Canis lupus familiaris,1,,13376,BAO_0000218,,Pharmacokinetic parameter AUC has been determined in fed Beagle dogs at a dose of 500 mg/kg,,A,,N,1,Intermediate,CHEMBL625798,,
11852,,1,,14380,BAO_0000218,,Pharmacokinetic parameter AUC evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,A,,U,0,Autocuration,CHEMBL875613,,
11853,,1,,14380,BAO_0000218,,Pharmacokinetic parameter AUC was evaluated in 0.5% methylcellulose suspension at a dose of 20 mg/kg orally,,A,,U,0,Autocuration,CHEMBL625799,,
11854,,1,,14380,BAO_0000218,,Pharmacokinetic parameter AUC was evaluated in 10% PEG suspension at a dose of 20 mg/kg orally,,A,,U,0,Autocuration,CHEMBL625800,,
11855,,1,,14380,BAO_0000218,,Pharmacokinetic parameter AUC was evaluated in 100% PEG solution at a dose of 20 mg/kg orally,,A,,U,0,Autocuration,CHEMBL625801,,
11856,,1,,14380,BAO_0000218,,Pharmacokinetic parameter AUC was evaluated in DMA:H2O solution at a dose of 20 mg/kg orally,,A,,U,0,Autocuration,CHEMBL625802,,
11857,,1,,14380,BAO_0000218,,Pharmacokinetic parameter AUC was evaluated in HP-beta-CD solution at a dose of 20 mg/kg orally,,A,,U,0,Autocuration,CHEMBL625803,,
11858,,1,,14380,BAO_0000019,,Pharmacokinetic parameter AUC was evaluated in Hp-beta-CD solution,,A,,U,0,Autocuration,CHEMBL625804,,
11859,,1,,14380,BAO_0000218,,Pharmacokinetic parameter AUC was evaluated in saline solution at a dose of 20 mg/kg orally,,A,,U,0,Autocuration,CHEMBL622530,,
11860,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h); not detected,,A,,N,1,Intermediate,CHEMBL622531,,
11861,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,A,,N,1,Intermediate,CHEMBL622532,,
11862,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL623176,,
11863,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),,A,,N,1,Intermediate,CHEMBL623177,,
11864,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,A,,N,1,Intermediate,CHEMBL623178,,
11865,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 112 mg/kg dose by intravenous administration using FMAddA as substrate in mice brain; AUC 0-r (mM.h); not detected,,A,,N,1,Intermediate,CHEMBL623179,,
11866,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC (mM.h),,A,,N,1,Intermediate,CHEMBL623180,,
11867,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL623181,,
11868,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL624131,,
11869,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration using 2`-F-ara-ddI as substrate in mice serum; AUC (mM.h),,A,,N,1,Intermediate,CHEMBL624132,,
11870,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL624133,,
11871,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h).,,A,,N,1,Intermediate,CHEMBL624846,,
11872,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 20 mg/kg dose by oral administration in mice serum.; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL624847,,
11873,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL624848,,
11874,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC (mM.h),,A,,N,1,Intermediate,CHEMBL625012,,
11875,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice serum; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL625013,,
11876,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain; AUC 0-r (mM.h); not detected,,A,,N,1,Intermediate,CHEMBL625014,,
11877,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC (mM.h),,A,,N,1,Intermediate,CHEMBL625015,,
11878,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL625016,,
11879,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral in mice brain; AUC (mM.h); not detected,,A,,N,1,Intermediate,CHEMBL625017,,
11880,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration in mice brain; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL625018,,
11881,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by intravenous administration mice serum.; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL625019,,
11882,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice brain.; AUC 0-r (mM.h),,A,,N,1,Intermediate,CHEMBL625020,,
11883,Mus musculus,1,,13701,BAO_0000218,,Pharmacokinetic parameter AUC was measured at 55 mg/kg dose by oral administration in mice serum.,,A,,N,1,Intermediate,CHEMBL625021,,
11884,Rattus norvegicus,1,,14393,BAO_0000218,,Pharmacokinetic parameter [area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,A,,N,1,Intermediate,CHEMBL625022,,
11885,Mus musculus,1,,14731,BAO_0000218,,Pharmacokinetic parameter area under the curve (0-24 hr) for the compound was evaluated in nude mice after oral administration. ,,A,,N,1,Intermediate,CHEMBL625023,,
11886,Macaca fascicularis,1,,14731,BAO_0000218,,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration,,A,,N,1,Intermediate,CHEMBL625024,,
11887,Macaca fascicularis,1,,14731,BAO_0000218,,Pharmacokinetic parameter area under the curve (0-48 h) for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,,A,,N,1,Intermediate,CHEMBL627626,,
11888,,1,955.0,13758,BAO_0000218,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in brain,,A,,U,0,Autocuration,CHEMBL627627,,
11889,,1,1977.0,13758,BAO_0000218,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered intravenously in serum,,A,,U,0,Autocuration,CHEMBL627628,,
11890,,1,955.0,13758,BAO_0000218,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in brain,,A,,U,0,Autocuration,CHEMBL627629,,
11891,,1,1977.0,13758,BAO_0000218,,Pharmacokinetic parameter after dosing of 100 mg/kg of compound administered orally in serum,,A,,U,0,Autocuration,CHEMBL627630,,
11892,,1,,16359,BAO_0000019,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/Kg orally; range (0.19-0.35),,A,,U,0,Autocuration,CHEMBL627631,,
11893,,1,,16359,BAO_0000218,,Pharmacokinetic parameter was evaluated which is represented as AUC when administered 5 mg/kg intravenously; range (2.1-2.3),,A,,U,0,Autocuration,CHEMBL629515,,
11894,Mus musculus,1,2106.0,15383,BAO_0000218,,In vivo biodistribution in mice spleen bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,A,,N,1,Intermediate,CHEMBL629516,,
11895,Mus musculus,1,2106.0,15383,BAO_0000218,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,A,,N,1,Intermediate,CHEMBL629517,,
11896,Mus musculus,1,2106.0,15383,BAO_0000218,,In vivo biodistribution in mice spleen bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,A,,N,1,Intermediate,CHEMBL629518,,
11897,Mus musculus,1,,15383,BAO_0000218,,In vivo biodistribution in mice tumor bearing intracerebral GL261 gliomas at the dose of 30 ug/day,,A,,N,1,Intermediate,CHEMBL877499,,
11898,Mus musculus,1,,15383,BAO_0000218,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 20 ug/g,,A,,N,1,Intermediate,CHEMBL629519,,
11899,Mus musculus,1,,15383,BAO_0000218,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 30 ug/g,,A,,N,1,Intermediate,CHEMBL629520,,
11900,Mus musculus,1,,15383,BAO_0000218,,In vivo biodistribution in mice tumor bearing subcutaneous B16 melanomas at the dose of 40 ug/g,,A,,N,1,Intermediate,CHEMBL629521,,
11901,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Blood (B),,A,,N,1,Intermediate,CHEMBL629522,,
11902,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Heart (H) and Lung (L),,A,,N,1,Intermediate,CHEMBL629523,,
11903,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and Muscle (M),,A,,N,1,Intermediate,CHEMBL629524,,
11904,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (KB) xenografts in Tumor (T) and blood (B),,A,,N,1,Intermediate,CHEMBL629525,,
11905,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Blood (B),,A,,N,1,Intermediate,CHEMBL629526,,
11906,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Heart (H) and Lung (L),,A,,N,1,Intermediate,CHEMBL629527,,
11907,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and Muscle (M),,A,,N,1,Intermediate,CHEMBL629528,,
11908,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (LS174T) xenografts in Tumor (T) and blood (B),,A,,N,1,Intermediate,CHEMBL629529,,
11909,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Blood (B),,A,,N,1,Intermediate,CHEMBL629530,,
11910,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Heart (H) and Lung (L),,A,,N,1,Intermediate,CHEMBL629531,,
11911,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and Muscle (M),,A,,N,1,Intermediate,CHEMBL628656,,
11912,Mus musculus,1,,14439,BAO_0000218,,Ratio of biodistributions in Athymic mice bearing human Tumor (TE671) xenografts in Tumor (T) and blood (B),,A,,N,1,Intermediate,CHEMBL628657,,
11913,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal Dawley rat after 30min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628658,,
11914,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal of mature female Dawley rat after 10min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628659,,
11915,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal of mature female Dawley rat after 15min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL877500,,
11916,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal of mature female Dawley rat after 1h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628660,,
11917,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628661,,
11918,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal of mature female Dawley rat after 30min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628662,,
11919,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal of mature female Dawley rat after 45min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628663,,
11920,Rattus norvegicus,1,,13751,BAO_0000218,,"Biodistribution in abdominal of mature female Dawley rat after 5min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628664,,
11921,Rattus norvegicus,1,178.0,13751,BAO_0000218,,"Biodistribution in blood of mature female Dawley rat after 10min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628665,,
11922,Rattus norvegicus,1,178.0,13751,BAO_0000218,,"Biodistribution in blood of mature female Dawley rat after 15min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628666,,
11923,Rattus norvegicus,1,178.0,13751,BAO_0000218,,"Biodistribution in blood of mature female Dawley rat after 1h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628667,,
11924,Rattus norvegicus,1,178.0,13751,BAO_0000218,,"Biodistribution in blood of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628668,,
11925,Rattus norvegicus,1,178.0,13751,BAO_0000218,,"Biodistribution in blood of mature female Dawley rat after 30min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628669,,
11926,Rattus norvegicus,1,178.0,13751,BAO_0000218,,"Biodistribution in blood of mature female Dawley rat after 45min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628670,,
11927,Rattus norvegicus,1,178.0,13751,BAO_0000218,,"Biodistribution in blood of mature female Dawley rat after 5min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628671,,
11928,Rattus norvegicus,1,10000001.0,13751,BAO_0000218,,"Biodistribution in bone of mature female Dawley rat after 10min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL628672,,
11929,Rattus norvegicus,1,10000001.0,13751,BAO_0000218,,"Biodistribution in bone of mature female Dawley rat after 1h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL630300,,
11930,Rattus norvegicus,1,10000001.0,13751,BAO_0000218,,"Biodistribution in bone of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629787,,
11931,Rattus norvegicus,1,10000001.0,13751,BAO_0000218,,"Biodistribution in bone of mature female Dawley rat after 30min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629788,,
11932,Rattus norvegicus,1,955.0,13751,BAO_0000218,,"Biodistribution in brain of mature female Dawley rat after 10min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629789,,
11933,Rattus norvegicus,1,955.0,13751,BAO_0000218,,"Biodistribution in brain of mature female Dawley rat after 15min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629790,,
11934,Rattus norvegicus,1,955.0,13751,BAO_0000218,,"Biodistribution in brain of mature female Dawley rat after 1h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629791,,
11935,Rattus norvegicus,1,955.0,13751,BAO_0000218,,"Biodistribution in brain of mature female Dawley rat after 3 h, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629792,,
11936,Rattus norvegicus,1,955.0,13751,BAO_0000218,,"Biodistribution in brain of mature female Dawley rat after 30min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629793,,
11937,Rattus norvegicus,1,955.0,13751,BAO_0000218,,"Biodistribution in brain of mature female Dawley rat after 45min, expressed as percent injected dose/g",,A,,N,1,Intermediate,CHEMBL629794,,
11938,Rattus norvegicus,1,,10677,BAO_0000218,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 2-3 hr time,,A,,N,1,Intermediate,CHEMBL874459,,
11939,Rattus norvegicus,1,,10677,BAO_0000218,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 3-4 hr time,,A,,N,1,Intermediate,CHEMBL629795,,
11940,Rattus norvegicus,1,,10677,BAO_0000218,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 4-5 hr time,,A,,N,1,Intermediate,CHEMBL629796,,
11941,Rattus norvegicus,1,,10677,BAO_0000218,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 5-6 hr time,,A,,N,1,Intermediate,CHEMBL629797,,
11942,Rattus norvegicus,1,,10677,BAO_0000218,,Biliary excretion after dosing at 10 mg/kg intravenously to conscious rats with Indwelling bile duct cannulae for 6-24 h time,,A,,N,1,Intermediate,CHEMBL629798,,
11943,Rattus norvegicus,1,2369.0,10911,BAO_0000218,,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629799,,
11944,Rattus norvegicus,1,2369.0,10911,BAO_0000218,,Biodistribution studied in the adrenals of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629800,,
11945,Rattus norvegicus,1,2369.0,10911,BAO_0000218,,Biodistribution studied in the adrenals of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629801,,
11946,Rattus norvegicus,1,2369.0,10911,BAO_0000218,,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour,,A,,N,1,Intermediate,CHEMBL629802,,
11947,Rattus norvegicus,1,2369.0,10911,BAO_0000218,,Biodistribution studied in the adrenals of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629803,,
11948,Rattus norvegicus,1,178.0,10911,BAO_0000218,,Biodistribution studied in the blood of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629804,,
11949,Rattus norvegicus,1,178.0,10911,BAO_0000218,,Biodistribution studied in the blood of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629805,,
11950,Rattus norvegicus,1,178.0,10911,BAO_0000218,,Biodistribution studied in the blood of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629806,,
11951,Rattus norvegicus,1,178.0,10911,BAO_0000218,,Biodistribution studied in the blood of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629807,,
11952,Rattus norvegicus,1,178.0,10911,BAO_0000218,,Biodistribution studied in the blood of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629808,,
11953,Rattus norvegicus,1,955.0,10911,BAO_0000218,,Biodistribution studied in the brain of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629809,,
11954,Rattus norvegicus,1,955.0,10911,BAO_0000218,,Biodistribution studied in the brain of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629810,,
11955,Rattus norvegicus,1,955.0,10911,BAO_0000218,,Biodistribution studied in the brain of immature Fischer female rats at 2 hou; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629811,,
11956,Rattus norvegicus,1,955.0,10911,BAO_0000218,,Biodistribution studied in the brain of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629812,,
11957,Rattus norvegicus,1,955.0,10911,BAO_0000218,,Biodistribution studied in the brain of immature Fischer female rats at 5 hou; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629813,,
11958,Rattus norvegicus,1,955.0,10911,BAO_0000218,,Biodistribution studied in the brain of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL874460,,
11959,Rattus norvegicus,1,,10911,BAO_0000218,,Biodistribution studied in the fat of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629814,,
11960,Rattus norvegicus,1,,10911,BAO_0000218,,Biodistribution studied in the fat of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629815,,
11961,Rattus norvegicus,1,,10911,BAO_0000218,,Biodistribution studied in the fat of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629816,,
11962,Rattus norvegicus,1,,10911,BAO_0000218,,Biodistribution studied in the fat of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL629817,,
11963,Rattus norvegicus,1,2113.0,10911,BAO_0000218,,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL626643,,
11964,Rattus norvegicus,1,2113.0,10911,BAO_0000218,,Biodistribution studied in the kidneys of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL626644,,
11965,Rattus norvegicus,1,2113.0,10911,BAO_0000218,,Biodistribution studied in the kidneys of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL626806,,
11966,Rattus norvegicus,1,2113.0,10911,BAO_0000218,,Biodistribution studied in the kidneys of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL626807,,
11967,Rattus norvegicus,1,2107.0,10911,BAO_0000218,,Biodistribution studied in the liver of immature Fischer female rats at 1 hr +E2; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627261,,
11968,Rattus norvegicus,1,2107.0,10911,BAO_0000218,,Biodistribution studied in the liver of immature Fischer female rats at 1 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627262,,
11969,Rattus norvegicus,1,2107.0,10911,BAO_0000218,,Biodistribution studied in the liver of immature Fischer female rats at 2 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627263,,
11970,Rattus norvegicus,1,2107.0,10911,BAO_0000218,,Biodistribution studied in the liver of immature Fischer female rats at 5 hour; activity is expressed as inductive dose / gram,,A,,N,1,Intermediate,CHEMBL627264,,
