ammontare,personale_id,noleggio_id,pagamento_id,cliente_id,data_pagamento
8.99,1,12205,11791,437,2005-08-18 02:21:08
1.99,1,13017,2819,104,2005-08-19 08:02:24
2.99,1,11654,5915,218,2005-08-17 05:06:19
2.99,1,8201,15198,567,2005-07-28 23:10:48
5.99,1,8043,15470,577,2005-07-28 16:45:44
4.99,1,8298,13287,493,2005-07-29 02:47:36
1.99,2,6814,15513,579,2005-07-12 18:11:58
10.99,2,15594,15208,567,2005-08-23 06:18:43
4.99,1,6653,668,25,2005-07-12 11:06:17
0.99,1,16000,1939,71,2005-08-23 20:44:36
2.99,1,6397,7773,287,2005-07-11 22:34:02
4.99,1,2682,14482,538,2005-06-19 12:18:17
1.99,1,12100,10615,391,2005-08-17 22:41:10
0.99,1,2422,14182,527,2005-06-18 17:28:57
4.99,2,11046,14168,526,2005-08-02 06:08:34
4.99,2,7868,1191,43,2005-07-28 10:08:55
4.99,2,4398,11513,426,2005-07-07 21:18:44
3.99,1,7493,4808,177,2005-07-27 19:55:46
2.99,1,1687,3782,140,2005-06-16 12:09:20
8.99,2,11067,2320,85,2005-08-02 07:03:24
2.99,2,2467,4804,177,2005-06-18 20:20:05
7.99,1,1424,6041,224,2005-06-15 18:08:14
5.99,1,13082,10494,387,2005-08-19 10:19:19
0.99,2,15038,84,3,2005-08-22 09:37:27
5.99,1,469,4181,154,2005-05-27 21:14:26
4.99,2,3126,115,5,2005-06-20 18:38:22
0.99,2,877,232,9,2005-05-30 05:48:59
2.99,1,6475,2004,74,2005-07-12 01:36:57
8.99,1,15540,5355,197,2005-08-23 04:12:52
1.99,2,8883,4563,168,2005-07-30 00:24:48
1.99,2,3213,14377,534,2005-06-21 01:05:19
3.99,1,5072,6848,254,2005-07-09 05:01:58
6.99,2,9902,5913,218,2005-07-31 14:24:33
2.99,2,1864,3507,130,2005-06-17 01:39:47
0.99,2,11531,7545,278,2005-08-17 00:30:04
2.99,2,7893,12944,479,2005-07-28 10:49:27
0.99,1,11212,9289,343,2005-08-02 12:18:29
8.99,1,991,15874,593,2005-05-30 23:29:22
4.99,1,11015,3743,138,2005-08-02 05:13:00
2.99,1,10492,9032,334,2005-08-01 10:42:28
5.99,1,8798,13821,513,2005-07-29 21:15:38
2.99,1,2979,15771,589,2005-06-20 08:31:05
3.99,1,3334,1795,66,2005-06-21 10:04:33
3.99,1,1697,9185,340,2005-06-16 12:55:20
0.99,2,6107,8256,304,2005-07-11 07:07:09
8.99,2,7672,14586,542,2005-07-28 02:49:41
4.99,2,4116,9516,352,2005-07-07 06:56:13
3.99,2,13892,9121,337,2005-08-20 15:50:17
2.99,1,10531,12406,459,2005-08-01 12:06:30
4.99,1,12302,13852,514,2005-08-18 05:41:39
0.99,1,6727,11011,407,2005-07-12 13:54:25
4.99,1,9773,10190,376,2005-07-31 09:56:56
7.99,2,11542,200,7,2005-08-17 00:51:32
9.99,2,3687,5604,207,2005-07-06 09:38:33
4.99,2,7480,9303,344,2005-07-27 19:19:53
0.99,1,9774,8311,306,2005-07-31 09:57:51
6.99,2,3438,14897,556,2005-06-21 19:31:40
8.99,2,10752,3998,147,2005-08-01 20:08:49
3.99,1,7037,4644,171,2005-07-27 03:06:44
0.99,1,12631,9178,339,2005-08-18 17:52:51
3.99,2,4923,477,18,2005-07-08 21:44:39
0.99,2,11254,8548,315,2005-08-02 13:43:49
4.99,2,9879,4847,178,2005-07-31 13:45:32
4.99,1,1657,5660,209,2005-06-16 10:06:49
3.99,2,1551,7247,268,2005-06-16 02:01:15
5.99,2,12295,14330,532,2005-08-18 05:15:46
0.99,1,6070,7223,267,2005-07-11 04:47:42
5.99,2,2847,4017,148,2005-06-19 22:54:01
4.99,2,6091,10375,383,2005-07-11 05:49:18
4.99,1,12504,1224,44,2005-08-18 13:17:07
4.99,1,14636,9182,339,2005-08-21 18:59:17
2.99,2,10259,15179,566,2005-08-01 02:52:05
3.99,2,11457,10259,379,2005-08-02 21:14:16
0.99,1,14087,7841,289,2005-08-20 23:53:40
4.99,1,7966,2487,91,2005-07-28 13:53:54
2.99,2,6484,14902,556,2005-07-12 02:04:10
3.99,1,9986,3348,124,2005-07-31 17:16:50
4.99,2,7971,12006,445,2005-07-28 14:00:47
4.99,1,14562,2899,107,2005-08-21 16:22:59
1.99,1,1685,2304,85,2005-06-16 12:06:57
4.99,2,12420,12902,477,2005-08-18 10:01:50
6.99,1,15464,1707,62,2005-08-23 01:15:18
4.99,2,8774,4387,161,2005-07-29 20:05:04
2.99,1,1663,5047,186,2005-06-16 10:14:15
4.99,2,6546,2835,105,2005-07-12 04:57:17
0.99,1,11910,11316,418,2005-08-17 15:44:37
5.99,2,3502,3390,126,2005-07-06 00:15:06
2.99,2,6190,8684,321,2005-07-11 11:36:18
9.99,1,13699,572,21,2005-08-20 09:26:14
2.99,2,12111,8600,317,2005-08-17 22:59:55
5.99,2,418,4110,151,2005-05-27 15:13:17
9.99,2,16011,10554,389,2005-08-23 21:11:33
2.99,2,6056,3930,145,2005-07-11 04:01:27
1.99,2,13945,7326,270,2005-08-20 17:43:56
4.99,1,5227,9781,362,2005-07-09 12:16:39
5.99,1,5560,6228,231,2005-07-10 03:13:24
8.99,1,7896,10540,389,2005-07-28 11:00:58
2.99,2,6285,11982,444,2005-07-11 16:52:07
4.99,2,5788,1713,63,2005-07-10 14:10:22
2.99,2,5116,8963,332,2005-07-09 07:10:12
4.99,2,1320,2273,84,2005-06-15 10:42:13
4.99,1,7932,12482,462,2005-07-28 12:24:54
6.99,2,911,9881,366,2005-05-30 10:50:22
2.99,2,10429,13775,511,2005-08-01 08:34:18
2.99,1,710,13939,518,2005-05-29 03:48:36
4.99,2,10075,12674,469,2005-07-31 19:58:42
5.99,1,12691,14391,534,2005-08-18 20:07:46
0.99,2,11748,15950,595,2005-08-17 09:04:02
7.99,1,12748,10115,373,2005-08-18 22:29:05
8.99,1,831,13712,509,2005-05-29 22:50:25
4.99,1,15428,10875,402,2005-08-23 00:11:52
4.99,1,2588,3863,143,2005-06-19 05:20:31
10.99,1,691,11667,433,2005-05-29 01:01:26
7.99,1,5253,14313,532,2005-07-09 13:41:17
0.99,1,2309,15427,576,2005-06-18 08:43:24
6.99,2,14969,3252,120,2005-08-22 06:49:15
0.99,1,4716,10599,391,2005-07-08 12:18:51
2.99,1,5529,15802,590,2005-07-10 02:11:13
2.99,1,6695,14757,550,2005-07-12 12:39:39
0.99,1,7635,11178,413,2005-07-28 01:08:11
4.99,1,11179,135,5,2005-08-02 10:50:06
1.99,2,14232,4797,176,2005-08-21 05:07:02
2.99,1,1571,1488,54,2005-06-16 03:22:00
0.99,1,5766,10984,406,2005-07-10 13:07:31
5.99,2,12112,15448,576,2005-08-17 23:00:31
2.99,1,15438,1287,46,2005-08-23 00:31:57
2.99,2,14911,7399,273,2005-08-22 04:51:42
5.99,1,6735,11567,428,2005-07-12 14:08:20
2.99,2,2858,7250,268,2005-06-19 23:17:11
3.99,1,15918,7097,262,2005-08-23 17:57:35
2.99,1,10193,9677,358,2005-08-01 00:33:27
0.99,1,9162,5010,184,2005-07-30 11:21:56
6.99,2,9329,15889,593,2005-07-30 17:42:38
0.99,2,11541,9066,335,2006-02-14 15:16:03
2.99,1,15310,9742,360,2005-08-22 19:56:41
0.99,2,14111,3525,130,2005-08-21 00:59:01
0.99,2,15019,12156,450,2005-08-22 08:52:53
2.99,1,10198,9903,366,2005-08-01 00:36:15
6.99,1,10953,13051,483,2005-08-02 03:28:38
2.99,2,4682,7105,263,2005-07-08 10:38:27
5.99,2,3602,2693,100,2005-07-06 05:23:10
0.99,2,7121,6798,252,2005-07-27 05:58:32
7.99,2,2110,4424,163,2005-06-17 19:45:49
4.99,1,14342,14987,559,2005-08-21 08:39:26
4.99,2,8188,269,10,2005-07-28 22:34:12
0.99,1,11717,15182,566,2005-08-17 07:44:09
4.99,1,10189,13724,509,2005-08-01 00:25:00
2.99,1,10380,14361,533,2005-08-01 06:34:36
0.99,2,13634,11142,411,2005-08-20 07:16:45
2.99,2,11450,5819,214,2005-08-02 20:45:54
9.99,1,786,11831,439,2005-05-29 15:17:28
2.99,2,7548,13071,484,2005-07-27 21:53:18
4.99,1,9471,11466,424,2005-07-30 23:02:36
0.99,1,4816,5607,207,2005-07-08 17:14:14
5.99,1,10241,4390,161,2005-08-01 02:12:25
2.99,2,16016,15955,595,2005-08-23 21:26:35
4.99,1,14878,11914,441,2006-02-14 15:16:03
5.99,2,10376,12826,474,2005-08-01 06:27:13
3.99,1,11184,6999,259,2005-08-02 11:01:26
2.99,2,94,5316,197,2005-05-25 16:03:42
6.99,1,14627,1355,49,2005-08-21 18:35:54
4.99,1,13740,573,21,2005-08-20 10:48:43
0.99,2,12099,5276,195,2005-08-17 22:38:54
4.99,2,1132,5360,198,2005-05-31 18:44:53
1.99,2,13153,11638,431,2005-08-19 13:09:47
0.99,1,16017,14427,535,2005-08-23 21:27:11
0.99,1,10412,8794,325,2005-08-01 07:57:16
2.99,2,12876,9629,356,2005-08-19 03:12:19
2.99,2,1193,15023,561,2005-06-15 01:24:20
3.99,1,3833,11247,416,2005-07-06 16:18:28
11.99,2,11479,6409,237,2005-08-02 22:18:13
4.99,1,8014,288,11,2005-07-28 15:32:07
4.99,1,5383,368,14,2005-07-09 19:14:32
4.99,1,4382,696,26,2005-07-07 20:41:03
4.99,2,1309,5420,200,2005-06-15 10:10:49
2.99,2,1131,3439,128,2005-05-31 18:44:19
6.99,1,6812,14843,553,2005-07-12 18:03:25
2.99,1,15837,7679,283,2005-08-23 15:29:41
2.99,2,4817,3929,145,2005-07-08 17:17:31
6.99,2,8902,11047,408,2005-07-30 01:08:06
5.99,2,7730,4224,155,2005-07-28 04:59:48
0.99,2,1379,5754,212,2005-06-15 15:05:10
5.99,1,14963,10416,384,2005-08-22 06:38:10
2.99,1,11327,9763,361,2005-08-02 16:40:47
2.99,1,280,4516,167,2005-05-26 18:36:58
0.99,2,6954,15645,584,2005-07-26 23:55:13
5.99,2,3510,11949,443,2005-07-06 00:27:41
4.99,2,957,11865,440,2005-05-30 17:53:29
3.99,1,7858,3898,144,2005-07-28 09:50:18
8.99,2,10704,15923,594,2005-08-01 18:38:02
7.99,2,5583,10601,391,2005-07-10 04:08:48
8.99,2,12165,650,24,2005-08-18 00:53:37
5.99,1,9686,10462,386,2005-07-31 06:50:06
7.99,1,4824,6068,225,2005-07-08 17:37:39
1.99,1,2720,13580,504,2005-06-19 14:51:55
2.99,2,1521,4059,149,2005-06-15 23:58:53
7.99,2,7048,15576,581,2005-07-27 03:31:48
2.99,2,12286,945,34,2005-08-18 04:57:59
4.99,2,16024,12812,473,2005-08-23 21:46:47
4.99,1,12517,14008,520,2005-08-18 13:40:20
2.99,1,7353,9651,357,2005-07-27 14:38:39
6.99,1,3289,3096,115,2005-06-21 06:41:48
2.99,1,12012,1883,69,2005-08-17 19:20:48
5.99,1,7207,1402,51,2005-07-27 09:13:26
0.99,1,6442,9720,360,2005-07-12 00:29:45
0.99,1,7129,5987,221,2005-07-27 06:18:01
4.99,1,4530,2152,79,2005-07-08 03:27:05
4.99,1,13915,3499,129,2005-08-20 16:42:53
2.99,2,9415,3768,139,2005-07-30 20:48:31
3.99,2,14551,14038,521,2005-08-21 15:57:25
4.99,1,10066,3327,123,2005-07-31 19:30:01
10.99,1,15073,9094,336,2005-08-22 11:01:15
4.99,2,3259,12912,478,2005-06-21 03:57:15
6.99,1,9500,6519,241,2005-07-30 23:58:36
5.99,2,15974,5469,201,2005-08-23 20:06:04
4.99,2,15279,9833,363,2005-08-22 19:08:49
0.99,2,8466,7723,285,2005-07-29 08:24:47
6.99,2,3815,12759,472,2005-07-06 15:26:36
0.99,1,6291,7079,262,2005-07-11 17:16:40
4.99,2,3586,13281,493,2005-07-06 04:24:42
4.99,2,15005,9064,335,2005-08-22 08:15:44
2.99,1,10260,12454,461,2005-08-01 02:58:07
2.99,2,9728,10797,399,2005-07-31 08:40:54
5.99,2,9109,7191,266,2005-07-30 08:58:24
2.99,2,30,11598,430,2005-05-25 04:01:32
0.99,2,6740,3765,139,2005-07-12 14:22:08
4.99,1,9935,270,10,2005-07-31 15:27:07
0.99,1,12386,5413,199,2005-08-18 08:45:57
4.99,2,3398,16034,599,2005-06-21 15:34:38
6.99,2,10518,14905,556,2005-08-01 11:44:08
2.99,1,7272,9846,364,2005-07-27 11:30:20
0.99,1,14174,813,29,2005-08-21 03:01:45
6.99,1,8267,3541,131,2005-07-29 01:21:02
7.99,1,1831,10368,383,2005-06-16 22:22:17
9.99,1,8393,13592,504,2005-07-29 06:02:11
6.99,1,13481,4289,157,2005-08-20 01:11:12
2.99,2,9896,15699,586,2005-07-31 14:09:48
2.99,1,15514,9916,366,2005-08-23 03:03:40
5.99,1,14970,14257,529,2005-08-22 06:49:29
3.99,1,11684,13934,517,2005-08-17 06:27:15
3.99,2,6960,11381,421,2005-07-27 00:08:33
0.99,2,15009,8800,325,2005-08-22 08:27:27
2.99,2,3333,2979,111,2005-06-21 10:01:36
4.99,1,802,9464,350,2005-05-29 17:38:59
2.99,2,14152,10265,379,2005-08-21 02:23:50
6.99,1,2916,15796,590,2005-06-20 04:01:04
4.99,2,9563,4536,167,2005-07-31 02:28:39
4.99,2,10530,14006,520,2005-08-01 12:01:17
2.99,1,8802,11018,407,2005-07-29 21:25:51
0.99,1,7811,9380,347,2005-07-28 08:06:01
2.99,2,11928,7063,261,2005-08-17 16:28:24
0.99,2,14,12025,446,2005-05-25 00:31:15
2.99,2,4256,3479,129,2005-07-07 14:14:36
2.99,1,13529,5236,193,2005-08-20 03:07:47
2.99,2,3481,3725,138,2005-07-05 23:13:07
4.99,2,11977,14447,536,2005-08-17 18:01:15
4.99,2,6902,13098,485,2005-07-12 21:57:16
4.99,1,12822,11529,426,2005-08-19 01:15:24
5.99,1,11095,7544,278,2005-08-02 08:03:20
1.99,2,12734,3270,121,2005-08-18 22:04:52
4.99,2,4107,5576,206,2005-07-07 06:36:32
5.99,1,9600,12535,464,2005-07-31 03:35:34
3.99,1,4141,12315,456,2005-07-07 08:19:20
6.99,2,12494,14072,522,2005-08-18 12:53:49
4.99,2,13835,3876,143,2005-08-20 14:06:33
9.99,2,3236,14753,550,2005-06-21 02:47:43
8.99,2,2850,7073,262,2005-06-19 23:06:28
3.99,2,4635,1773,65,2005-07-08 08:42:40
1.99,2,9300,15303,571,2005-07-30 16:33:12
2.99,1,312,3858,143,2005-05-26 22:52:19
4.99,2,10823,10961,405,2005-08-01 22:59:10
4.99,1,14836,11321,418,2005-08-22 01:52:26
0.99,2,2135,1070,39,2005-06-17 21:14:02
6.99,2,7439,2754,102,2005-07-27 17:42:31
4.99,2,9161,11680,433,2005-07-30 11:19:18
7.99,1,14138,3273,121,2005-08-21 01:59:37
4.99,2,9464,14385,534,2005-07-30 22:31:31
9.99,1,14069,5351,197,2005-08-20 22:51:25
0.99,2,11269,8068,297,2005-08-02 14:11:41
4.99,2,3435,15819,591,2005-06-21 19:14:58
4.99,1,4921,2945,109,2005-07-08 21:43:21
1.99,1,13063,139,5,2005-08-19 09:45:41
6.99,1,6239,3574,132,2005-07-11 14:20:48
0.99,1,15391,13033,482,2005-08-22 23:01:45
3.99,2,2299,754,28,2005-06-18 08:18:52
4.99,1,2015,13060,484,2005-06-17 12:16:29
6.99,2,6538,14239,529,2005-07-12 04:50:26
7.99,1,10210,10609,391,2005-08-01 00:58:52
5.99,2,13746,14014,520,2005-08-20 10:55:28
2.99,2,11223,15999,597,2005-08-02 12:34:27
4.99,1,10242,9253,342,2005-08-01 02:18:12
4.99,2,14507,4759,175,2005-08-21 14:32:45
4.99,1,15327,12157,450,2005-08-22 20:31:24
0.99,1,9373,4902,180,2005-07-30 19:05:36
4.99,1,2696,15987,597,2005-06-19 13:28:42
5.99,1,5449,7055,261,2005-07-09 22:12:01
10.99,2,3830,8419,310,2005-07-06 16:01:16
6.99,1,4100,8961,332,2005-07-07 06:20:52
2.99,1,12665,11122,410,2006-02-14 15:16:03
2.99,1,2207,2113,78,2005-06-18 02:19:21
2.99,2,15475,15071,562,2005-08-23 01:44:43
2.99,1,7442,2836,105,2005-07-27 17:47:00
4.99,1,6628,5731,211,2005-07-12 09:18:08
2.99,1,15563,10087,372,2005-08-23 05:08:58
4.99,1,7870,6489,240,2005-07-28 10:16:03
0.99,1,8036,11156,412,2005-07-28 16:27:43
0.99,2,3444,1234,45,2005-06-21 20:39:39
2.99,1,8712,1137,41,2005-07-29 17:30:06
4.99,2,10255,12404,459,2005-08-01 02:46:13
4.99,2,10902,13133,486,2005-08-02 01:35:46
5.99,1,8975,9620,356,2005-07-30 04:10:18
4.99,1,1942,3860,143,2005-06-17 07:43:39
3.99,2,15646,3088,114,2005-08-23 08:19:55
4.99,1,8341,8397,309,2005-07-29 04:42:01
5.99,1,10941,14300,531,2005-08-02 03:11:33
4.99,1,4355,11805,438,2005-07-07 19:21:19
5.99,1,4835,2583,95,2005-07-08 18:08:13
3.99,2,12196,2993,111,2005-08-18 02:08:48
0.99,1,10478,11281,417,2005-08-01 10:09:06
7.99,2,6682,9167,339,2005-07-12 12:12:43
0.99,1,587,1735,64,2005-05-28 12:05:33
3.99,1,14957,8751,323,2005-08-22 06:29:34
4.99,1,12949,7573,279,2005-08-19 05:55:52
2.99,1,2090,5329,197,2005-06-17 18:06:14
2.99,1,8473,8444,311,2005-07-29 08:36:53
2.99,1,5659,239,9,2005-07-10 07:45:40
0.99,1,15032,12609,467,2005-08-22 09:14:09
7.99,2,10265,13752,510,2005-08-01 03:05:04
2.99,2,9862,13822,513,2005-07-31 13:05:03
0.99,1,8233,2542,93,2005-07-29 00:16:23
8.99,1,15687,3027,112,2005-08-23 09:46:33
6.99,2,9632,5893,217,2005-07-31 05:02:23
4.99,2,10642,7970,294,2005-08-01 15:45:11
4.99,1,1586,3781,140,2005-06-16 04:51:18
0.99,1,9489,461,17,2005-07-30 23:43:32
3.99,2,4230,5556,205,2005-07-07 12:46:47
8.99,1,15520,4447,163,2005-08-23 03:30:45
4.99,1,9615,1378,50,2005-07-31 03:59:56
8.99,2,8425,13130,486,2005-07-29 07:06:21
2.99,2,12301,8602,317,2005-08-18 05:36:20
4.99,1,15740,6183,229,2005-08-23 12:07:51
4.99,1,8787,6019,222,2005-07-29 20:43:49
4.99,2,12717,4539,167,2005-08-18 21:15:40
5.99,1,2642,91,4,2005-06-19 09:39:01
5.99,1,8593,4925,181,2005-07-29 12:38:14
0.99,1,11551,4569,168,2005-08-17 01:03:49
3.99,1,15220,3468,128,2005-08-22 17:02:23
2.99,1,4601,15316,572,2005-07-08 06:49:10
2.99,1,7403,4435,163,2005-07-27 16:22:09
8.99,2,7338,6772,251,2005-07-27 14:13:34
4.99,1,642,4262,157,2005-05-28 18:49:12
4.99,1,643,6476,240,2005-05-28 18:52:11
2.99,2,15873,15483,577,2005-08-23 16:27:59
4.99,2,4090,1829,67,2005-07-07 05:47:33
3.99,1,11398,164,6,2005-08-02 18:55:15
1.99,2,12972,1531,55,2005-08-19 06:43:28
4.99,2,3235,1337,49,2005-06-21 02:46:17
2.99,1,15168,14178,526,2005-08-22 15:14:20
0.99,1,7013,12511,463,2005-07-27 02:03:21
6.99,2,3722,2251,83,2005-07-06 11:10:27
7.99,2,1808,12560,466,2005-06-16 20:59:35
2.99,2,7855,7801,288,2005-07-28 09:43:02
4.99,2,11349,1987,73,2005-08-02 17:21:49
5.99,1,11600,10828,400,2005-08-17 03:12:04
8.99,1,10746,13703,508,2005-08-01 19:58:49
1.99,2,2046,10127,374,2005-06-17 14:39:50
6.99,1,15488,10443,385,2005-08-23 02:06:01
8.99,2,3134,14457,537,2005-06-20 19:29:09
3.99,2,7993,9540,353,2005-07-28 14:56:41
4.99,2,6292,13614,505,2005-07-11 17:23:33
2.99,2,1581,2940,109,2005-06-16 04:28:45
4.99,1,13988,12578,466,2005-08-20 19:21:28
5.99,2,2510,10400,384,2005-06-18 23:44:21
0.99,2,5090,8027,296,2005-07-09 05:48:22
2.99,2,12681,13958,518,2005-08-18 19:48:06
5.99,2,7407,11100,410,2005-07-27 16:29:04
0.99,1,3763,5133,189,2005-07-06 12:56:31
4.99,2,3592,7737,286,2005-07-06 04:38:50
2.99,1,10150,11339,419,2005-07-31 22:22:00
2.99,1,3911,932,34,2005-07-06 20:09:11
4.99,1,6197,15967,596,2005-07-11 12:09:51
4.99,1,15551,9335,345,2005-08-23 04:28:25
2.99,1,3823,7156,265,2005-07-06 15:41:27
4.99,1,3688,10281,380,2005-07-06 09:41:53
10.99,2,10601,11366,420,2005-08-01 14:25:40
6.99,2,8671,15472,577,2005-07-29 15:49:37
0.99,2,7624,11225,415,2005-07-28 00:37:44
0.99,1,8409,8230,303,2005-07-29 06:41:22
4.99,1,7190,10065,372,2005-07-27 08:36:01
6.99,1,8437,2608,96,2005-07-29 07:23:43
2.99,1,7492,4223,155,2005-07-27 19:54:18
4.99,1,8706,13874,515,2005-07-29 17:19:15
4.99,2,11393,13504,501,2005-08-02 18:44:29
3.99,1,7859,14698,547,2005-07-28 09:57:17
0.99,2,7246,8999,333,2005-07-27 10:30:41
3.99,2,13999,6472,239,2005-08-20 19:53:32
7.99,2,8521,10869,402,2005-07-29 10:12:45
5.99,1,7846,8396,309,2005-07-28 09:21:18
2.99,2,7807,13589,504,2005-07-28 07:58:27
5.99,1,8217,5582,206,2005-07-28 23:44:13
6.99,1,15713,11665,432,2005-08-23 10:56:15
2.99,2,8656,12427,460,2005-07-29 15:05:52
0.99,2,854,9977,369,2005-05-30 01:56:11
3.99,1,6730,14319,532,2005-07-12 13:58:25
10.99,1,14034,5439,200,2005-08-20 21:31:52
0.99,2,14400,15257,569,2005-08-21 10:33:45
1.99,2,14574,1704,62,2005-08-21 16:50:34
3.99,2,2958,7020,260,2005-06-20 06:56:20
2.99,1,6891,13675,507,2005-07-12 21:07:35
0.99,2,7895,1834,67,2005-07-28 10:57:15
3.99,2,12428,3269,121,2005-08-18 10:24:21
0.99,1,10668,1609,58,2005-08-01 17:00:27
5.99,2,4776,15082,563,2005-07-08 15:44:20
5.99,2,5312,6962,258,2005-07-09 16:03:09
0.99,1,5536,5265,195,2005-07-10 02:29:42
3.99,2,10670,13794,512,2005-08-01 17:07:16
6.99,1,14304,11290,417,2005-08-21 07:23:10
0.99,2,6040,13768,511,2005-07-11 03:14:26
5.99,2,5368,13520,502,2005-07-09 18:41:59
4.99,2,1765,7371,273,2005-06-16 17:56:10
4.99,1,14147,9911,366,2005-08-21 02:14:03
2.99,1,13478,12576,466,2005-08-20 01:07:14
0.99,1,5071,312,12,2005-07-09 05:00:39
2.99,2,6560,1496,54,2005-07-12 05:22:06
0.99,1,11844,9964,368,2005-08-17 13:16:04
4.99,2,2484,13865,515,2005-06-18 21:25:23
6.99,2,1408,10716,396,2005-06-15 16:57:58
2.99,2,5464,11702,434,2005-07-09 22:58:14
6.99,1,7150,5187,191,2005-07-27 07:11:14
8.99,2,14022,4627,170,2005-08-20 21:08:49
5.99,1,13737,5438,200,2005-08-20 10:41:50
5.99,1,8058,10925,404,2005-07-28 17:07:49
4.99,1,11611,5218,192,2006-02-14 15:16:03
0.99,2,3244,1464,53,2005-06-21 03:01:10
4.99,2,257,10088,373,2005-05-26 15:27:05
1.99,1,5078,2120,78,2005-07-09 05:20:24
8.99,1,9770,8598,317,2005-07-31 09:52:40
2.99,2,1895,819,30,2005-06-17 04:25:12
0.99,1,502,4862,179,2005-05-28 01:34:43
7.99,1,12629,12408,459,2005-08-18 17:40:33
4.99,2,10173,8819,326,2005-07-31 23:36:59
4.99,1,3617,3359,125,2005-07-06 05:58:06
1.99,1,4255,262,10,2005-07-07 14:14:13
2.99,1,5636,35,2,2005-07-10 06:31:24
6.99,1,15899,15982,596,2005-08-23 17:16:28
8.99,2,8480,12598,467,2005-07-29 08:44:46
4.99,2,11025,11341,419,2005-08-02 05:39:12
4.99,1,5275,6725,249,2005-07-09 14:34:18
0.99,1,10424,2403,88,2005-08-01 08:22:54
1.99,1,8475,7029,260,2005-07-29 08:37:41
2.99,1,8229,13426,498,2005-07-29 00:09:08
4.99,2,15385,11717,434,2005-08-22 22:37:34
0.99,1,9554,13225,490,2005-07-31 02:06:49
4.99,1,14388,7431,274,2005-08-21 10:15:13
2.99,1,949,9943,368,2005-05-30 15:50:39
5.99,1,10467,11162,412,2005-08-01 09:45:58
4.99,2,11653,9680,358,2005-08-17 05:06:10
6.99,2,6700,5006,184,2005-07-12 12:47:22
5.99,2,8720,4901,180,2005-07-29 17:48:32
3.99,2,10546,9795,362,2005-08-01 12:44:17
9.99,2,13554,15255,569,2005-08-20 04:08:39
4.99,2,250,14507,539,2005-05-26 14:30:24
0.99,1,13830,1683,61,2005-08-20 13:57:59
4.99,1,4480,8026,296,2005-07-08 00:56:30
8.99,2,421,6655,246,2005-05-27 15:30:13
0.99,2,14537,10968,405,2005-08-21 15:24:24
7.99,1,6602,5813,214,2005-07-12 07:50:24
2.99,2,15150,4400,161,2005-08-22 14:12:05
0.99,2,9099,6749,250,2005-07-30 08:45:48
0.99,2,6168,2096,77,2005-07-11 10:21:38
0.99,2,8525,2986,111,2005-07-29 10:20:19
4.99,1,5910,12533,464,2005-07-10 20:51:34
5.99,2,11477,1307,47,2005-08-02 22:09:01
6.99,1,653,8826,327,2005-05-28 20:12:20
4.99,1,8494,2521,92,2005-07-29 09:04:32
2.99,2,12310,10439,385,2005-08-18 06:02:34
0.99,1,4478,9645,357,2005-07-08 00:39:08
7.99,2,11300,14820,552,2005-08-02 15:37:42
2.99,2,15869,9662,357,2005-08-23 16:22:20
4.99,1,10672,10166,375,2005-08-01 17:10:54
3.99,2,1522,3588,133,2005-06-16 00:17:39
3.99,1,4154,15913,594,2005-07-07 08:58:23
0.99,1,10985,5059,186,2005-08-02 04:30:19
2.99,2,11341,401,15,2005-08-02 17:09:24
2.99,2,8648,11255,416,2005-07-29 14:56:21
8.97,2,13534,2059,75,2006-02-14 15:16:03
4.99,1,1014,7584,280,2005-05-31 02:39:16
2.99,2,4918,5951,220,2005-07-08 21:37:31
5.99,2,13183,8184,301,2005-08-19 14:09:26
1.99,2,4895,6546,242,2005-07-08 20:22:05
4.99,1,13175,6470,239,2005-08-19 13:54:53
0.99,2,9158,435,16,2005-07-30 11:12:03
5.99,1,9157,501,19,2005-07-30 11:06:23
0.99,2,11926,13905,516,2005-08-17 16:25:02
2.99,2,11564,8981,332,2005-08-17 01:27:49
0.99,1,3034,8022,296,2005-06-20 12:15:50
0.99,1,1664,5860,216,2005-06-16 10:15:20
1.99,1,1181,14662,546,2005-06-15 00:42:17
0.99,2,5663,14265,530,2005-07-10 08:01:33
4.99,2,11027,11163,412,2005-08-02 05:47:10
0.99,1,13148,3711,137,2005-08-19 12:55:30
0.99,2,4105,11429,423,2005-07-07 06:31:00
4.99,1,15704,1938,71,2005-08-23 10:25:45
4.99,1,5845,9024,334,2005-07-10 17:23:14
0.99,2,10689,15223,568,2005-08-01 18:04:18
4.99,1,12757,4000,147,2005-08-18 22:57:45
2.99,2,13860,7457,275,2005-08-20 14:55:09
1.99,1,5177,12210,452,2005-07-09 09:43:21
0.99,2,15418,5568,205,2005-08-22 23:54:14
7.99,2,8187,2370,87,2005-07-28 22:33:53
5.99,2,8423,12632,468,2005-07-29 07:02:57
2.99,1,4692,7796,288,2005-07-08 11:07:06
4.99,2,5082,12699,470,2005-07-09 05:28:38
8.99,2,820,581,22,2005-05-29 21:07:22
2.99,1,12442,7325,270,2005-08-18 10:50:07
4.99,1,9283,9728,360,2005-07-30 15:25:19
2.99,2,4525,12360,458,2005-07-08 03:15:00
4.99,1,14986,7551,278,2005-08-22 07:37:24
4.99,1,1920,2023,75,2005-06-17 06:00:23
