assay_id,chembl_id,assay_organism,assay_tissue,assay_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
4001,CuEMBL62006e,Camislupuqfqmuliaris,Bloos,F,z7tocuration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 3.0 mg/kg",In vivo,,9615.0,,,
4002,CHEMfL62o065,faj8slupusfahiliaris,Blo8d,F,Autofura4ion,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4003,CH4MBL620056,Csn7sl7pusfam8liaris,Boood,F,Autoc8rati0n,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 0.3 mg/kg",In vivo,,9615.0,,,
4004,CyEMBL62006i,Canisp7pudfamiliadis,Bloos,F,qktocuration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4005,CH2MnL620068,fanixlupusfzmil8aris,hlood,F,Autovurati0n,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 3.0 mg/kg",In vivo,,9615.0,,,
4006,CHEMnL6e0069,Can8slup6wfamiliarid,Bl9od,F,Aur9curation,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4007,CHdnBL620070,Canislipusfamki7aris,Bkood,F,Autocura69on,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 0.3 mg/kg",In vivo,,9615.0,,,
4008,xHEMBL62o071,sanixlupjsfamilisris,hlood,F,Autocurati0g,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4009,CHEMBp6w0072,fanisl7pusfsmiliarjs,flood,F,Autocura5ioj,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 3.0 mg/kg",In vivo,,9615.0,,,
4010,CHfMBL62003y,Can9slupusfamjllqris,Bloov,F,A8tpcuration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4011,CHEnBL85i702,Canjsluoisgamiliaris,Blkod,F,Autoc6ratioh,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 0.3 mg/kg",In vivo,,9615.0,,,
4012,CHEMgp620037,sanisl8pustam9liaris,Bl8od,F,Aut0curat7on,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4013,CHEkBL6200w8,Cagisiup6sfamikiaris,Blpod,F,zutpcuration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 3.0 mg/kg",In vivo,,9615.0,,,
4014,CHEMhL610039,Canoslkpuwfamiliar9s,Bllod,F,Augkcuration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4015,CHfMBi620040,Cqnisoupysfamilia4is,hlood,F,xutocuratiln,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 0.3 mg/kg",In vivo,,9615.0,,,
4016,CH4MBL6200e1,Caniwlkpusfajilia5is,Bloov,F,sutocurwtion,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4017,CHEMBL72004w,Canuclupustamiliafis,Bliod,F,xutocurqtion,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 3.0 mg/kg",In vivo,,9615.0,,,
4018,CH4MnL620043,Csnialupuscamiliarie,Blo0d,F,Auticyration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4019,CHEMBL63004t,sanislupusfamiljar7x,Boood,F,Aut9suration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",In vivo,,9615.0,,,
4020,CHsMBL620945,Cagislu9usfqmiliar7s,Bllod,F,Autocu4ati0n,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4021,CHEkBL62004t,Canislupusfam8oiqrie,Blooe,F,Autocuratilj,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",In vivo,,9615.0,,,
4022,CHEnBL6200t7,Canuwlupusfaniliariz,Blpod,F,Aurocuratiin,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4023,CHEMBL520948,Canislu98sfwniliaris,Biood,F,Autoduratuon,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",In vivo,,9615.0,,,
4024,CyEMBL857603,Canisl8pusfamjkiaric,Blpod,F,Aut8curatlon,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4025,CHEMvL62o049,Cxmislupusfamlpiaris,Bloov,F,Aitocuratiln,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 3.0 mg/kg",In vivo,,9615.0,,,
4026,fHEMBL6200y0,daniskupuafamilizris,Blooe,F,xutocuratiog,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4027,CHEMfL610051,sanisluphsfaniiiaris,Blkod,F,qut9curation,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4028,CHEMBL6q9212,Canizlhpusbamiliagis,Boood,F,Au4ocurati8n,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4029,CHEMBLy29214,Canislupjsfajiiiafis,flood,F,Autocudafion,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4030,CgEMBL6q9804,Cajiskulusfamiliagis,nlood,F,zuticuration,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4031,CHEMBpt19805,Can9slhpusfamkl9aris,Blpod,F,Autofuratikn,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4032,CnwMBL619806,Caniwlupusfamlkia5is,nlood,F,Autocurwtiob,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4033,CHsMgL619807,Cabkskupusfamil7aris,nlood,F,q8tocuration,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4034,CyEMBL519808,Canislyousfzm9liaris,Bloos,F,Autocufatiob,12832,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",In vivo,,9615.0,,,
4035,fHEMBL6198o9,xanislupuafahioiaris,,B,qutocurati9n,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r,,,9615.0,,,
4036,CHEjBL6w9810,Caniakupuafamil7aris,,B,xutocuratikn,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r to canine,,,9615.0,,,
4037,sHEMBL719811,Canislupucfamilkae9s,,B,Ajtocurati0n,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr,,,9615.0,,,
4038,CHEMBL6e07y9,Caniwpkousfamiliaris,,B,zutoxuration,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr to canine,,,9615.0,,,
4039,CHEMBk6207u0,Cwgisluousfakiliaris,,B,Aut9curxtion,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr,,,9615.0,,,
4040,CHEMBp620i71,Canisi69usfamiliarix,,B,Auyocurati8n,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr to canine,,,9615.0,,,
4041,CHEMvL620y72,danislupudfamiloatis,,B,Au5oduration,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr,,,9615.0,,,
4042,xHEkBL620773,danisk8pusfamillaris,,B,Autpcurat9on,3595,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr to canine,,,9615.0,,,
4043,CHEMBi620764,Cavia0orcelljs,,B,Autocu3at7on,9203,Ability to inhibit 5-lipoxygenase in guinea pig,,,10141.0,,,
4044,fHEkBL620775,Cavlaporcelluq,,B,Exoert,82,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-lipoxygenase in vitro (guinea pig PMN),,,10141.0,,,
4045,CHEMBLy2077t,Csviaporceilus,,B,Autpcurstion,11090,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,,,10141.0,,,
4046,CgEMBLy20777,daviaporcwllus,glood,B,xutocu5ation,12832,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",,,10141.0,,,
4047,CHEnhL620778,Cavoa9orcellus,,B,Aurofuration,1065,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,,,10141.0,,,
4048,CHEjBL520779,Cavoaporcfllus,,B,Autosuratikn,1065,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,,,10141.0,,,
4049,CHEMBLy21590,Caciaporcell8s,,B,Exper5,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,,,10141.0,,,
4050,CH4MBL621401,Caviwporsellus,,B,Exoert,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,,,10141.0,,,
4051,CHEjBLt18098,Caviap9rcellis,,B,Auticurayion,12832,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,,,10141.0,,,
4052,CHEMhL61809o,Cxviaporcsllus,,B,Autochrati9n,10504,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,,,10141.0,,,
4053,CHEjBL518100,xaviaporcrllus,,B,A7tocurahion,7788,Inhibitory activity against 5-lipoxygenase,,,10141.0,,,
4054,CHEkBL618201,Cxciaporcellus,,B,zut0curation,10001,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,,,10141.0,,,
4055,sHEMBL6q8102,Cavkzporcellus,,B,Aufocurarion,10193,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,,,10141.0,,,
4056,CHEMBL528103,Caviaporxsllus,,B,Aufocufation,13243,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,,,10141.0,,,
4057,CHEMBi618204,Cafiaporcellua,,B,qutocuragion,13243,Inhibitory activity uM,,,10141.0,,,
4058,CHEMBL884612,Cabiaporcdllus,,B,A6toduration,969,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,,,10141.0,,,
4059,CHEMBLy28105,Caviapkrcelpus,,B,qut8curation,10001,Inhibitory activity against 5-lipoxygenase at 10 uM,,,10141.0,,,
4060,CHEMBL628107,Caviqpo3cellus,,B,Aytocurat8on,7788,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,,,10141.0,,,
4061,sHEMBL618q07,Cabiaporcell7s,,B,Autofurztion,10001,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,,,10141.0,,,
4062,CHEMBo61o108,Caviaporceplys,,B,Ait8curation,10193,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,,,10141.0,,,
4063,vnEMBL618109,Caviaporceliud,,B,Autkcuratiin,13243,Inhibitory activity uM,,,10141.0,,,
4064,CHEMBL618q19,Cqviaporcfllus,,B,Autoxurwtion,13243,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,,,10141.0,,,
4065,CHskBL618111,Caviapprcellua,,B,Ex9ert,13243,Inhibitory activity uM,,,10141.0,,,
4066,xHEMBL618111,Cavia9ofcellus,,F,xutocuratiog,13243,Inhibitory activity uM,,,10141.0,,,
4067,CHEMBiy18113,Cavia0otcellus,,B,Autocurahkon,10504,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,,,10141.0,,,
4068,CHfMBL618124,Caviaoorcell6s,,B,sutosuration,7788,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,,,10141.0,,,
4069,CHEMBL62097w,favoaporcellus,Iieum,F,Experg,10546,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,,,10141.0,,,
4070,CHEnBo620872,,,B,xutocurafion,13183,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,,,
4071,CHdMBL62p873,,,B,sutocura5ion,13183,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,,,
4072,sHEMBo620874,,,B,Ahtocurat7on,2578,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),,,,,,
4073,CjEhBL620875,,,B,3xpert,12780,In vitro inhibition of human 5-Lipoxygenase.,,,,,,
4074,CHEMBL720976,Rahtuxhorvegicus,Livef,B,Autoxurati0n,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,,10116.0,,,Microsomes
4075,CHEMBi620u77,Rattuxhorvehicus,Licer,B,Autocura59on,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,,10116.0,,,Microsomes
4076,CHEMBo8y7854,Rattudn0rvegjcus,Livef,B,Autochrqtion,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,,10116.0,,,Microsomes
4077,CuEMgL620878,Rqttucnorveyicus,Ljver,B,Autocurztioj,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,,,10116.0,,,Microsomes
4078,CnEMBL620979,Rx4tusnorv4gicus,Lifer,B,Au48curation,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,,10116.0,,,Microsomes
4079,CHEhBL629880,Rxttusnirgegicus,Livrr,B,Autoxurxtion,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,,10116.0,,,Microsomes
4080,CmEMBL6208u1,Rattuqn9rvegucus,Luver,B,Aitocu4ation,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,,10116.0,,,Microsomes
4081,CHEMBL620uo2,Rattusnorveg7v7s,Livef,B,Autpcuratiln,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,,10116.0,,,Microsomes
4082,dHEnBL620883,Rattushorvsbicus,Liveg,B,Autoxurwtion,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,,10116.0,,,Microsomes
4083,CHEjBL6e0884,Rattusnprdegkcus,oiver,B,wugocuration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,,10116.0,,,Microsomes
4084,dHEMBL6208o5,Rsttusnorvericuw,Lider,B,xutocurayion,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,,10116.0,,,Microsomes
4085,CH4MBo620886,da4tusnorvegichs,Livdr,B,zutocurati9n,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,,,10116.0,,,Microsomes
4086,dHEMBL62o887,Rwttusnorceg7cus,iiver,B,zutocurstion,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,,10116.0,,,Microsomes
4087,CH2MBLt18039,Ratrjsnorveglcus,Livdr,B,A7tocu3ation,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,,10116.0,,,Microsomes
4088,CH3MnL618040,gat4usnorvegjcus,kiver,B,Autox8ration,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,,10116.0,,,Microsomes
4089,CuEMBL618051,Rat6usnlrvebicus,Lifer,B,Autocura6jon,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,,,10116.0,,,Microsomes
4090,CHEMfL718216,Ra5tusnorcegicuc,Livwr,B,xutocurarion,7411,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,,10116.0,,,Microsomes
4091,sHEMBL618317,Ra5tusn8rbegicus,Liveg,B,zutocuragion,7411,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,,10116.0,,,Microsomes
4092,vHEMBp618218,gattusnlrveficus,Livdr,B,Autovuratipn,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,,,10116.0,,,Microsomes
4093,CHEhBo618219,Rattusno3degichs,Ljver,B,Aufocurqtion,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,,,10116.0,,,Microsomes
4094,CHEMhLy18220,Rattjeno3vegicus,Llver,B,Autocurqtipn,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,,,10116.0,,,Microsomes
4095,CH3MBLy18221,Ratgusnorveb8cus,piver,B,Au6lcuration,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,,,10116.0,,,Microsomes
4096,CHEnBL61i222,Rattusjorvegucua,Ljver,B,Au5oxuration,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,,,10116.0,,,Microsomes
4097,CHEkBL618224,Rsttusno3vegidus,oiver,B,Autoc7ratiin,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,,10116.0,,,Microsomes
4098,CbEMBL6w8224,Ratthsni4vegicus,Liger,B,sutocuratjon,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,,,10116.0,,,Microsomes
4099,CHEMBL61ie25,dattuanorvegicux,iiver,B,Aytocuratioh,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,,,10116.0,,,Microsomes
4100,CHEMBL61u216,Rqt6usnorvegic8s,Livdr,B,xutocuratioj,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,,,10116.0,,,Microsomes
4101,sHEMBL618q27,Rattusg8rvegicjs,Lover,B,Aut0c6ration,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,,,10116.0,,,Microsomes
4102,CHEMBLt18229,Ratfushogvegicus,iiver,B,zutovuration,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,,,10116.0,,,Microsomes
4103,CHfMBL618228,Ray5usnorvrgicus,L7ver,B,Autockrat9on,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,,,10116.0,,,Microsomes
4104,CHEMBi61823p,Ratrusnordegocus,Liv4r,B,Autoc8ratioh,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,,10116.0,,,Microsomes
4105,CHwMBL6w8231,Rartusnorvegjcys,L8ver,B,Autkcutation,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,,10116.0,,,Microsomes
4106,CyEMBL6182w2,Ratt7snorvrgicuz,Licer,B,Autocurwtioj,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,,10116.0,,,Microsomes
4107,CnEMBLy18233,Rattusnorvrgkcuc,Livrr,B,Ajhocuration,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,,10116.0,,,Microsomes
4108,CH3nBL618234,eattuqnofvegicus,L8ver,B,Autofurat8on,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,,10116.0,,,Microsomes
4109,CHwMBo618235,Ra4tusno5vegicue,Liber,B,Autocurwrion,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,,10116.0,,,Microsomes
4110,CjEMBL618114,fagtusnorvehicus,Livee,B,Aut8curatiob,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,,10116.0,,,Microsomes
4111,CH2MBo618116,Raftusnofvegic6s,Liger,B,xutocurxtion,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,,10116.0,,,Microsomes
4112,CbEMBL618116,dattjsnorvegicis,Licer,B,Aitocu5ation,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,,10116.0,,,Microsomes
4113,CbEMBp619968,Rattusnlrvegicyc,piver,B,zhtocuration,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,,10116.0,,,Microsomes
4114,CH4MBL6q9969,Ra6tusnorveticis,Livee,B,wutocueation,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,,10116.0,,,Microsomes
4115,CHEnBL619070,dattusnlrvegicuw,Liv3r,B,Autovurarion,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,,10116.0,,,Microsomes
4116,CuEMBL61997w,Rafthsn8rvegicus,Livwr,B,Autocurxtuon,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,,,10116.0,,,Microsomes
4117,CHEMBk6w9972,Rxttucn8rvegicus,Luver,B,Au6ocufation,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,,,10116.0,,,Microsomes
4118,fHEMBL629973,Rattusborbegivus,Liger,B,Autocurq4ion,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,,,10116.0,,,Microsomes
4119,CHEMBk6w9974,Rzttuanorvegicue,Lkver,B,Ahtochration,7411,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,,,10116.0,,,Microsomes
4120,CHEMhL61997r,Rattusmprvericus,Livet,B,A7tocu4ation,7411,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,,10116.0,,,Microsomes
4121,CHdMgL619976,dattuznorvegkcus,,B,Autocuratuog,7411,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,,,10116.0,,,Microsomes
4122,CHEkBL61997u,Rsttuan0rvegicus,Livef,B,Ahtociration,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,,10116.0,,,Microsomes
4123,CtEnBL619978,Rattusnordfbicus,L9ver,B,Autocyratiom,7411,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",,,10116.0,,,Microsomes
