assays_ss_d,assays_src_d,assays_ss_cll_tp,assays_cnfdnc_scr,assays_ss_rgnsm,assays_ss_tst_tp,assays_ss_ctgr,assays_ss_tx_d,assays_tss_d,assays_cll_d,assays_dscrptn,assays_ss_tss,assays_vrnt_d,assays_src_ss_d,assays_ss_sbclllr_frctn,assays_b_frmt,assays_td,assays_rltnshp_tp,assays_crtd_b,assays_chmbl_d
11106,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL623959
11107,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL623960
11108,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL623961
11109,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL623962
11110,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL624676
11111,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL624677
11112,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration,,,,,BAO_0000218,50588,N,Intermediate,CHEMBL624678
11113,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL624679
11114,1,,1,Canis lupus familiaris,,,9615.0,,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,,,,BAO_0000218,50588,N,Intermediate,CHEMBL624680
11115,1,,0,,In vivo,,,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 27%,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624849
11116,1,,0,,In vivo,,,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 4%,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624850
11117,1,,0,,In vivo,,,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 54%,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL874399
11118,1,,0,,In vivo,,,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 72%,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624851
11119,1,,0,,In vivo,,,,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 76%,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624852
11120,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat (dose 10 mg/kg),,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624853
11121,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat (Sprague-Dawley),,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624854
11122,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624855
11123,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rats was determined in vivo,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624856
11124,1,,0,Canis lupus familiaris,In vivo,,9615.0,,,Oral bioavailability in dog,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL882957
11125,1,,0,Simiiformes,In vivo,,314293.0,,,Oral bioavailability of compound in monkey,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL624857
11126,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability of compound in rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622202
11127,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Bioavailability in rat of PMEA prodrug,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL622203
11128,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability of compound was evaluated relative to that of PMEA in rat; Not determined due to lack of solubility,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625522
11129,1,,0,Macaca mulatta,In vivo,,9544.0,,,Serum conc at 3 hours following 25 mg/kg dose,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL622868
11130,1,,0,Macaca mulatta,In vivo,,9544.0,1088.0,,Urine conc 0-5 hours following 25 mg/kg dose,Urine,,,,BAO_0000218,22224,U,Autocuration,CHEMBL622869
11131,1,,0,Macaca mulatta,In vivo,,9544.0,1088.0,,Urine conc 0-24 hours following 25 mg/kg dose,Urine,,,,BAO_0000218,22224,U,Autocuration,CHEMBL622870
11132,1,,0,Chlorocebus aethiops,In vivo,,9534.0,,,Oral bioavailability in African green monkeys; 20-25,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL622871
11133,1,,1,Macaca fascicularis,In vivo,,9541.0,,,Oral bioavailability in cynomolgus monkey.,,,,,BAO_0000218,100710,N,Intermediate,CHEMBL620560
11134,1,,0,Canis lupus familiaris,In vivo,,9615.0,,,Oral bioavailability in dog,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620561
11135,1,,1,Canis lupus familiaris,In vivo,,9615.0,,,Oral bioavailability in dog at 10 mg/kg oral dose,,,,,BAO_0000218,50588,N,Intermediate,CHEMBL620562
11136,1,,1,Cricetinae,In vivo,,10026.0,,,Oral bioavailability in hamster at 10 mg/kg oral dose,,,,,BAO_0000218,100712,N,Intermediate,CHEMBL620563
11137,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat at 10 mg/kg oral dose,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL620564
11138,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL872265
11139,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620565
11140,1,,0,Eutheria,In vivo,,9347.0,,,Oral bioavailability,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620566
11141,1,,0,,In vivo,,,,,Oral bioavailability was determined; range 49-102%,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620567
11142,1,,1,Canis lupus familiaris,In vivo,,9615.0,,,Oral bioavailability was determined in dogs,,,,,BAO_0000218,50588,N,Intermediate,CHEMBL620568
11143,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620569
11144,1,,0,Eutheria,In vivo,,9347.0,,,Oral bioavailability,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620570
11145,1,,0,,In vivo,,,,,Oral bioavailability was determined; Not orally available,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620571
11146,1,,1,Mus musculus,In vivo,,10090.0,,,Percent bioavailability was administered by using 0.4% Methyl cellulose (MC) as vehicle to nude mice at a dose of 25 mg/kg (micronized sample),,,,,BAO_0000218,50594,N,Intermediate,CHEMBL620572
11147,1,,0,Mus musculus,In vivo,,10090.0,,,Bioavailability in mouse (nude) (dose 0.4% Methylcellulose (MC) as vehicle 25 mg/kg),,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620573
11148,1,,0,Mus musculus,In vivo,,10090.0,,,Bioavailability in mouse (nude) using 20% aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle 25 mg/kg,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620574
11149,1,,0,Macaca mulatta,In vivo,,9544.0,,,Oral bioavailability in Rhesus monkey,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620575
11150,1,,0,Canis lupus familiaris,In vivo,,9615.0,,,Oral bioavailability in dog (female mongrel),,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620576
11151,1,,0,,In vivo,,,,,Percent oral bioavailability of perorally administered compound (30 mg/kg) was tested,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL875846
11152,1,,0,Canis lupus familiaris,In vivo,,9615.0,,,Oral bioavailability in dog,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620577
11153,1,,0,,In vivo,,,,,Percentage Bioavailability was evaluated.,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620578
11154,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Bioavailability in rat administered i.d.,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL620579
11155,1,,0,Eutheria,In vivo,,9347.0,,,Bioavailability,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL621248
11156,1,,0,Canis lupus familiaris,In vivo,,9615.0,,,Bioavailability in dog (male Beagle) i.v. administration,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL625390
11157,1,,0,Rattus norvegicus,In vivo,,10116.0,,,"Bioavailability in rat (dose 20 mg/kg p.o. in 1% methocel, and 5 mg/kg i.v. in PEG400)",,,,,BAO_0000218,22224,U,Autocuration,CHEMBL625391
11158,1,,0,Primates,In vivo,,9443.0,,,Bioavailability in monkey (dose 10 mg/kg i.d. or 0.3 mg/kg i.v.),,,,,BAO_0000218,22224,U,Autocuration,CHEMBL872266
11159,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Oral bioavailability in rat (Sprague-Dawley) (male),,,,,BAO_0000218,22224,U,Autocuration,CHEMBL625392
11160,1,,1,Rattus norvegicus,In vivo,,10116.0,,,The oral bioavailability was measured on rats after oral administration,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625393
11161,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Bioavailability was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625394
11162,1,,1,Macaca mulatta,In vivo,,9544.0,,,Bioavailability was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,,,,,BAO_0000218,50797,N,Intermediate,CHEMBL625395
11163,1,,0,Rattus norvegicus,In vivo,,10116.0,,,Bioavailability in rat (dose 10 mg/kg i.d.),,,,,BAO_0000218,22224,U,Autocuration,CHEMBL625396
11164,1,,0,Canis lupus familiaris,In vivo,,9615.0,,,Bioavailability in dog (male Beagle) i.v. administration,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL625397
11165,1,,1,Mus musculus,In vivo,,10090.0,,,Biodistribution in CD-1 mice was determined after 1 minute in Striatum(expressed as percent injected dose per gram normalized to a 25 g mouse),,,,,BAO_0000218,50594,N,Intermediate,CHEMBL625398
11166,1,,1,Mus musculus,In vivo,,10090.0,178.0,,Biodistribution in CD-1 mice was determined after 1 minute in blood(expressed as percent injected dose per gram normalized to a 25 g mouse),Blood,,,,BAO_0000218,50594,N,Intermediate,CHEMBL625399
11167,1,,1,Mus musculus,In vivo,,10090.0,2037.0,,Biodistribution in CD-1 mice was determined after 1 minute in cerebellum(expressed as percent injected dose per gram normalized to a 25 g mouse),Cerebellum,,,,BAO_0000218,50594,N,Intermediate,CHEMBL626074
11168,1,,1,Mus musculus,In vivo,,10090.0,,,Biodistribution in CD-1 mice was determined after 1 minute in cortex(expressed as percent injected dose per gram normalized to a 25 g mouse),,,,,BAO_0000218,50594,N,Intermediate,CHEMBL626075
11169,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum concentration in plasma (Cmax) was evaluated in rat at an intravenous dose of 3 mg/kg and peroral dose of 5 mg/kg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626076
11170,1,,1,Macaca mulatta,In vivo,,9544.0,1969.0,,Maximum concentration in plasma (Cmax) was evaluated in rhesus monkey at an intravenous dose of 1 mg/kg and peroral dose of 1 mg/kg,Plasma,,,,BAO_0000218,50797,N,Intermediate,CHEMBL626077
11171,1,,1,Rattus norvegicus,In vivo,,10116.0,178.0,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 1 mg/kg in rat (normalized to a 1 mg/kg dose),Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626078
11172,1,,0,,In vivo,,,178.0,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 2.5 mg/kg in rat (normalized to a 1 mg/kg dose),Blood,,,,BAO_0000218,22224,U,Autocuration,CHEMBL625846
11173,1,,0,,In vivo,,,178.0,,Maximum concentration in whole blood recorded in the period 0-24 hr postdose of 5.0 mg/kg GP (normalized to a 1 mg/kg dose),Blood,,,,BAO_0000218,22224,U,Autocuration,CHEMBL625847
11174,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Maximum concentration observed in rats at an oral dose of 50 mg/kg,,,,,BAO_0000218,50597,N,Expert,CHEMBL625848
11175,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum concentration of compound in plasma administered orally to rats,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL625849
11176,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,"Maximum concentration (10 mg/kg, orally) in plasma of dogs",Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626023
11177,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,"Maximum concentration (10 mg/kg, perorally) in plasma of dogs",Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626024
11178,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,"Maximum concentration (5 mg/kg, intravenously) in plasma of dogs",Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626025
11179,1,,0,,In vivo,,,,,Maximum concentration after 10 mg/kg by oral administration,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626026
11180,1,,0,,In vivo,,,,,Maximum concentration at a dose of 1.5 mg/kg,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626027
11181,1,,0,,In vivo,,,,,Maximum concentration at a dose of 2.0 mg/kg,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626028
11182,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,Maximum concentration in dog plasma,Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626029
11183,1,,0,,In vivo,,,1969.0,,Maximum concentration in plasma after administration of 10 umol/kg dose perorally,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626030
11184,1,,0,,In vivo,,,1969.0,,Maximum concentration in plasma after administration of 2 umol/kg dose intravenously,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626031
11185,1,,0,,In vivo,,,1969.0,,Maximum concentration in plasma after administration of 4 umol/kg dose intravenously,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626032
11186,1,,0,,In vivo,,,1969.0,,Maximum concentration in plasma after administration of 40 umol/kg dose perorally,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626033
11187,1,,0,,In vivo,,,1969.0,,Maximum concentration in plasma after administration of 5 umol/kg dose intravenously,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626034
11188,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,Maximum concentration in plasma after oral administration in dog (25 mg/kg),Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626035
11189,1,,0,,In vivo,,,1969.0,,Maximum concentration in plasma at Tmax,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626036
11190,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,Maximum concentration in plasma recorded 0-6 hr post dose in dog at 10 mg/kg oral dose,Plasma,,,,BAO_0000218,50588,N,Expert,CHEMBL626037
11191,1,,1,Cricetinae,In vivo,,10026.0,1969.0,,Maximum concentration in plasma recorded in the period 0-6 hr post dose in hamster at 10 mg/kg oral dose,Plasma,,,,BAO_0000218,100712,N,Intermediate,CHEMBL626038
11192,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum concentration in plasma recorded in the period 0-6 hr post dose in rat at 10 mg/kg oral dose,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626039
11193,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum concentration in plasma was determined by oral administration to rats at 20 mg/kg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626040
11194,1,,1,Oryctolagus cuniculus,In vivo,,9986.0,1969.0,,Maximum concentration present in the rabbit plasma following peroral administration of 10 mg/kg,Plasma,,,,BAO_0000218,50592,N,Intermediate,CHEMBL626041
11195,1,,0,,In vivo,,,,,Maximum concentration was calculated,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626042
11196,1,,0,,In vivo,,,,,Maximum concentration was calculated.,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626043
11197,1,,0,,In vivo,,,,,Maximum concentration at a peroral dose of 10 mg/kg,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626044
11198,1,,0,,In vivo,,,,,Maximum concentration of the drug at 10 uM/dg administered perorally,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626045
11199,1,,0,,In vivo,,,,,Maximum concentration of the drug at 2 uM/dg administered intravenously,,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626046
11200,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,"Maximum concentration of the unchanged compound in dog plasma, recorded in the period 0-6 hr post dose.",Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626047
11201,1,,1,Cricetinae,In vivo,,10026.0,1969.0,,"Maximum concentration of the unchanged compound in hamster plasma, recorded in the period 0-6 hr post dose.",Plasma,,,,BAO_0000218,100712,N,Intermediate,CHEMBL626048
11202,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,"Maximum concentration of the unchanged compound in rat plasma, recorded in the period 0-6 hr post dose.",Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626049
11203,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 60 mg/kg oral dose,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626050
11204,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in dog at 5 mg/kg oral dose,Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL874541
11205,1,,1,Cricetinae,In vivo,,10026.0,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in hamster at 40 mg/kg oral dose,Plasma,,,,BAO_0000218,100712,N,Intermediate,CHEMBL622826
11206,1,,1,Cricetinae,In vivo,,10026.0,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose to hamster at 40 mg/kg oral dose,Plasma,,,,BAO_0000218,100712,N,Intermediate,CHEMBL622827
11207,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum concentration of unchanged drug in plasma recorded in the period 0-6 hr of postdose in anesthetized rat at 25 mg/kg oral dose,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622828
11208,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum concentration of unchanged drug in rat plasma in the period 0-24 hr after dosing,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622829
11209,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Maximum concentration reached following intravenous administration in male rat,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876806
11210,1,,1,Canis lupus familiaris,In vivo,,9615.0,,,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 10 mg/kg dosage administered perorally in dog,,,,,BAO_0000218,50588,N,Intermediate,CHEMBL622830
11211,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Maximum concentration was determined in an aqueous sodium hydroxide solution adjusted to pH 10 at 5 mg/kg dosage administered perorally in rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL622831
11212,1,,1,Canis lupus familiaris,In vivo,,9615.0,,,Maximum concentration was measured after peroral administration of 10 mg/kg of drug in male Beagle dogs,,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626794
11213,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Maximum concentration was measured after peroral administration of 5.0 mg/kg of drug in male Dawley rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626795
11214,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Maximum concentration was measured after peroral administration of 5.1 mg/kg of drug in male Dawley rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626796
11215,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Maximum concentration was measured after peroral administration of 5.2 mg/kg of drug in male Dawley rats,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626797
11216,1,,1,Rattus norvegicus,In vivo,,10116.0,,,Maximum drug concentration is determined after oral dosing in rats.,,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626798
11217,1,,1,Canis lupus familiaris,In vivo,,9615.0,,,Maximum observed concentration in oral (5 mg/kg) fasted dogs,,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626799
11218,1,,1,Canis lupus familiaris,In vivo,,9615.0,,,Maximum observed concentration in oral (5 mg/kg) fed dogs,,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626800
11219,1,,0,,In vivo,,,1969.0,,Maximum plasma concentration,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626801
11220,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum plasma concentration (Cmax) was determined in rats after intraduodenal administration of the drug,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL876816
11221,1,,1,Rattus norvegicus,In vivo,,10116.0,1969.0,,Maximum plasma concentration following oral administration of 26.3 mg/kg in rats,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626802
11222,1,,1,Canis lupus familiaris,In vivo,,9615.0,1969.0,,Maximum plasma concentration following oral administration of 3.8 mg/kg in Beagle dog,Plasma,,,,BAO_0000218,50588,N,Intermediate,CHEMBL626803
11223,1,,0,,In vivo,,,1969.0,,Maximum plasma concentration following oral administration of 30 umol/kg,Plasma,,,,BAO_0000218,22224,U,Autocuration,CHEMBL626804
11224,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626805
11225,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Distribution of radiolabeled compound in plasma of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626309
11226,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Distribution of radiolabeled compound in plasma of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626310
11227,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Distribution of radiolabeled compound in plasma of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626311
11228,1,,1,Rattus norvegicus,,,10116.0,1969.0,,Distribution of radiolabeled compound in plasma of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,Plasma,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626312
11229,1,,1,Rattus norvegicus,,,10116.0,995.0,,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,Uterus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626313
11230,1,,1,Rattus norvegicus,,,10116.0,995.0,,Distribution of radiolabeled compound in uterus of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,Uterus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626314
11231,1,,1,Rattus norvegicus,,,10116.0,995.0,,Distribution of radiolabeled compound in uterus of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,Uterus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626315
11232,1,,1,Rattus norvegicus,,,10116.0,995.0,,Distribution of radiolabeled compound in uterus of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,Uterus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626316
11233,1,,1,Rattus norvegicus,,,10116.0,995.0,,Distribution of radiolabeled compound in uterus of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,Uterus,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626317
11234,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Minus (-),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626318
11235,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 2 on rate of aging in 2 mL of cell suspension; Plus (+),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626319
11236,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Minus (-),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626320
11237,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 3 on rate of aging in 2 mL of cell suspension; Plus (+),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL875053
11238,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Minus (-),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626321
11239,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 4 on rate of aging in 2 mL of cell suspension; Plus (+),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626322
11240,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Minus (-),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626323
11241,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 5 on rate of aging in 2 mL of cell suspension; Plus (+),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626324
11242,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Minus (-),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626325
11243,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 6 on rate of aging in 2 mL of cell suspension; Plus (+),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626326
11244,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 7 on rate of aging in 2 mL of cell suspension; Plus (+),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626327
11245,1,,1,Rattus norvegicus,,,10116.0,,,Distribution of rat erythrocytes for tube 1 on rate of aging in 2 mL of cell suspension; Minus (-),,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626328
11246,1,,1,Rattus norvegicus,,,10116.0,178.0,,"Distribution in blood of rat 5 min after intravenous administration, injected dose/gm",Blood,,,,BAO_0000218,50597,N,Intermediate,CHEMBL626329
