doc_id,cell_id,assay_cell_type,tid,assay_tax_id,assay_category,src_assay_id,bao_format,assay_type,tissue_id,chembl_id,variant_id,assay_subcellular_fraction,curated_by,assay_tissue,src_id,confidence_score,assay_strain,assay_organism,relationship_type,assay_test_type,assay_id,description
16946,,,10627,,,,BAO_0000357,B,,CHEMBL620808,,,Autocuration,,1,8,,,H,,3673,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-8 M
16633,,,10627,,,,BAO_0000357,B,,CHEMBL620809,,,Autocuration,,1,8,,,H,,3674,Binding affinities against 5-hydroxytryptamine 6 receptor
16633,,,10627,,,,BAO_0000357,B,,CHEMBL620810,,,Autocuration,,1,8,,,H,,3675,Binding affinities towards 5-hydroxytryptamine 6 receptor
17066,,,10627,9606.0,,,BAO_0000357,B,,CHEMBL620811,,,Expert,,1,9,,Homo sapiens,D,,3676,Binding affinity towards 5-hydroxytryptamine 6 receptor
16700,,,10627,,,,BAO_0000357,B,,CHEMBL620812,,,Autocuration,,1,8,,,H,,3677,The binding affinity towards 5-hydroxytryptamine 6 receptor; No affinity
3269,,,10627,,,,BAO_0000357,B,,CHEMBL620813,,,Autocuration,,1,8,,,H,,3678,Affinity against 5-hydroxytryptamine 6 receptor
5486,,,10627,,,,BAO_0000357,B,,CHEMBL620814,,,Autocuration,,1,8,,,H,,3679,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-CT]
16146,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL620815,,,Expert,,1,9,,Homo sapiens,D,,3680,Inhibition of human 5-hydroxytryptamine 7 receptor
5014,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL620816,,,Autocuration,,1,8,,,H,,3681,Compound was tested for its binding affinity towards human 5-hydroxytryptamine 7 receptor from HEK293 cells using radioligand [3H]LSD
15463,,,10209,,,,BAO_0000357,B,,CHEMBL620817,,,Autocuration,,1,8,,,H,,3682,Compound at 1 uM was tested for the inhibition of radioligand [3H]LSD binding to recombinant human 5-hydroxytryptamine 7 receptor
3805,,,10209,,,,BAO_0000357,B,,CHEMBL620818,,,Autocuration,,1,8,,,H,,3683,In vitro binding affinity against human 5-hydroxytryptamine 7 receptor at a concentration of 100 (nM)
5014,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL620819,,,Expert,,1,8,,,H,,3684,Inhibition (at 1 uM) of radioligand [3H]LSD binding to human 5-hydroxytryptamine 7 receptor on HEK293 cells
6491,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL620820,,,Expert,,1,9,,Homo sapiens,D,,3685,Affinity towards human 5-hydroxytryptamine 7 serotonin receptor
16190,449.0,CHO,10209,,,,BAO_0000219,B,,CHEMBL620821,,,Autocuration,,1,8,,,H,,3686,Binding affinity for 5-hydroxytryptamine 7 receptor human cloned receptors in CHO cells using [3H]5-HT
17066,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL620822,,,Expert,,1,9,,Homo sapiens,D,,3687,Binding affinity towards human 5-hydroxytryptamine 7 receptor
17066,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL620823,,,Expert,,1,9,,Homo sapiens,D,,3688,Displacement of [3H]5-HT from human 5-hydroxytryptamine 7 receptor
3555,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL620824,,,Expert,,1,9,,Homo sapiens,D,,3689,Binding affinity against 5-hydroxytryptamine 7 receptor
6588,449.0,CHO,10209,,,,BAO_0000219,B,,CHEMBL620825,,,Expert,,1,8,,,H,,3690,Binding affinity towards human 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-HT radioligand from the cloned receptor expressed in CHO cells
15463,,,10209,,,,BAO_0000357,B,,CHEMBL872930,,,Autocuration,,1,8,,,H,,3691,Binding affinity towards recombinant human 5-hydroxytryptamine 7 receptor was determined using [3H]LSD as radioligand
6013,,,10209,,,,BAO_0000357,B,,CHEMBL620826,,,Autocuration,,1,8,,,H,,3692,Binding affinity towards 5-hydroxytryptamine 7 receptor
16209,,,10209,,,,BAO_0000357,B,,CHEMBL620827,,,Autocuration,,1,8,,,H,,3693,Binding affinity towards human 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand
3935,,,10209,,,,BAO_0000357,B,,CHEMBL620828,,,Autocuration,,1,8,,,H,,3694,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 7 receptor
15818,,,10209,,,,BAO_0000357,B,,CHEMBL620829,,,Autocuration,,1,8,,,H,,3695,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 7 receptor
5014,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL620830,,,Expert,,1,8,,,H,,3696,Binding affinity towards human 5-hydroxytryptamine 7 receptor on HEK293 cells using radioligand [3H]LSD
16441,,,10209,,,,BAO_0000019,B,,CHEMBL620831,,,Expert,,1,8,,,H,,3697,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD
16441,,,10209,,,,BAO_0000019,B,,CHEMBL620832,,,Expert,,1,8,,,H,,3698,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 7 receptor incubated with 1 nM [3H]LSD; ND is No Data.
4234,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL621548,,,Expert,,1,9,,Homo sapiens,D,,3699,In vitro binding affinity to human 5-hydroxytryptamine 7 receptor
17085,,,10209,,,,BAO_0000019,B,,CHEMBL621549,,,Autocuration,,1,8,,,H,,3700,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor
17200,,,10209,,,,BAO_0000357,B,,CHEMBL621550,,,Autocuration,,1,8,,,H,,3701,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]LSD radioligand
17451,449.0,CHO,10209,,,,BAO_0000219,B,,CHEMBL621551,,,Autocuration,,1,8,,,H,,3702,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]-LSD as radioligand; Not determined
17085,,,10209,,,,BAO_0000019,B,,CHEMBL621552,,,Autocuration,,1,8,,,H,,3703,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 7 receptor; ND means not determined
5104,,,10209,,,,BAO_0000357,B,,CHEMBL857077,,,Autocuration,,1,8,,,H,,3704,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor
5104,,,10209,,,,BAO_0000357,B,,CHEMBL618158,,,Autocuration,,1,8,,,H,,3705,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor; Not tested
5033,643.0,COS-7,10209,9606.0,,,BAO_0000219,B,,CHEMBL618159,,,Expert,,1,9,,Homo sapiens,D,,3706,Ability to displace the radioligand [3H]5-carboxyamidotryptamine ([3H]5-CT) from human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells
5486,643.0,COS-7,10209,,,,BAO_0000219,B,,CHEMBL875101,,,Autocuration,,1,8,,,H,,3707,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-5-CT) from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells
4540,722.0,HEK293,10209,9606.0,,,BAO_0000219,B,,CHEMBL618160,,,Expert,,1,9,,Homo sapiens,D,,3708,Binding affinity to human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]-5-CT as radioligand
6166,,,10209,,,,BAO_0000357,B,,CHEMBL618161,,,Expert,,1,8,,,H,,3709,Binding affinity at human cloned 5-hydroxytryptamine 7 receptor.
17342,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL618162,,,Expert,,1,8,,,H,,3710,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor was determined in HEK293 cells using [3H]5-CT as radioligand
17342,,,10209,,,,BAO_0000357,B,,CHEMBL618163,,,Expert,,1,8,,,H,,3711,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor was determined using [3H]5-CT as radioligand
17296,,,10209,,,,BAO_0000357,B,,CHEMBL618164,,,Autocuration,,1,8,,,H,,3712,Binding affinity against 5-hydroxytryptamine 7 human receptors
16429,,,10209,,,,BAO_0000219,B,,CHEMBL618165,,,Expert,,1,8,,,H,,3713,Binding affinity to human recombinant 5-hydroxytryptamine 7 receptor in mammalian cells using [3H]5-CT as radioligand
15779,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL618166,,,Autocuration,,1,8,,,H,,3714,Binding affinity toward 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]-5-CT as radioligand.
15779,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL857989,,,Autocuration,,1,8,,,H,,3715,Binding affinity towards 5-hydroxytryptamine 7 receptor (a) (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.
15779,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619888,,,Autocuration,,1,8,,,H,,3716,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.
15779,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619889,,,Autocuration,,1,8,,,H,,3717,Binding affinity towards 5-hydroxytryptamine 7 receptor (human cloned receptor) in HEK 293 cells using [3H]5-CT as radioligand.
15779,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619890,,,Autocuration,,1,8,,,H,,3718,Binding affinity towards 5-hydroxytryptamine 7 receptor 7(a) (human cloned receptor in HEK 293 cells using [3H]5-CT as radioligand.
17451,449.0,CHO,10209,,,,BAO_0000219,B,,CHEMBL619891,,,Autocuration,,1,8,,,H,,3719,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 7 receptor expressed in CHO cells using [3H]LSD as radioligand
4199,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619892,,,Autocuration,,1,8,,,H,,3720,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand (n=3)
4199,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619893,,,Expert,,1,9,,,D,,3721,Displacement of [3H]-5-CT from human 5-hydroxytryptamine 7 receptor expressed in HEK-293 cells
4199,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619894,,,Autocuration,,1,8,,,H,,3722,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT as the radioligand(n=6)
3680,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619895,,,Intermediate,,1,9,,,D,,3723,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells
3680,,,10209,,,,BAO_0000357,B,,CHEMBL619896,,,Intermediate,,1,9,,,D,,3724,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor using [3H]5-CT as radioligand
15316,643.0,COS-7,10209,,,,BAO_0000219,B,,CHEMBL619897,,,Autocuration,,1,8,,,H,,3725,Compound was evaluated for its ability to displace [3H]5-CT binding from cloned human 5-hydroxytryptamine 7 receptor expressed in COS-7 cells.
15146,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619898,,,Autocuration,,1,8,,,H,,3726,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT
5213,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619899,,,Expert,,1,8,,,H,,3727,Binding affinity for human cloned 5-hydroxytryptamine 7 receptor in HEK 293 using [3H]5-CT as a radioligand
5213,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL619900,,,Autocuration,,1,8,,,H,,3728,Compound was tested for its binding affinity in 5-hydroxytryptamine 7 receptor (using human cloned receptors in HEK 293 and [3H]5-CT as a radioligand )
14818,722.0,HEK293,10209,9606.0,,,BAO_0000219,B,,CHEMBL619901,,,Expert,,1,9,,Homo sapiens,D,,3729,Binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT
14818,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL620580,,,Autocuration,,1,8,,,H,,3730,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor expressed in HEK 293 cells using [3H]5-CT. 
14818,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL620581,,,Autocuration,,1,8,,,H,,3731,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 7 receptor in HEK 293 cells using [3H]5-CT.
4829,722.0,HEK293,10209,,,,BAO_0000219,B,,CHEMBL620733,,,Autocuration,,1,8,,,H,,3732,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 7 receptor in HEK293 cells, using [3H]5-CT as radioligand"
17200,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL620734,,,Autocuration,,1,9,,Homo sapiens,D,,3733,Inhibitory constant against human 5-hydroxytryptamine 7 receptor using [3H]-LSD radioligand; Not determined
17066,,,10022,10090.0,,,BAO_0000357,B,,CHEMBL620735,,,Expert,,1,9,,Mus musculus,D,,3734,Binding affinity towards mouse 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand
14025,,,10209,9986.0,,,BAO_0000019,B,,CHEMBL620736,,,Autocuration,,1,8,,Oryctolagus cuniculus,H,,3735,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 7 receptor in the endothelium denuded rabbit jugular vein.
15250,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620737,,,Autocuration,,1,8,,,H,,3736,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 7 receptor stably expressed in CHO cells
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620738,,,Autocuration,,1,8,,,H,,3737,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 10000 nM
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620739,,,Autocuration,,1,8,,,H,,3738,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 100 nM
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620740,,,Autocuration,,1,8,,,H,,3739,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors at a concentration of 1 nM
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620741,,,Autocuration,,1,8,,,H,,3740,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 10000 nM 5-HT.
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620742,,,Autocuration,,1,8,,,H,,3741,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 100 nM 5-HT.
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620743,,,Autocuration,,1,8,,,H,,3742,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT 7 receptors by 1 nM 5-HT
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620744,,,Autocuration,,1,8,,,H,,3743,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 10000 nM
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620745,,,Autocuration,,1,8,,,H,,3744,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 100 nM
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620746,,,Autocuration,,1,8,,,H,,3745,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620747,,,Autocuration,,1,8,,,H,,3746,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 10000 nM 5-HT.
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620748,,,Autocuration,,1,8,,,H,,3747,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 100 nM 5-HT.
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620749,,,Autocuration,,1,8,,,H,,3748,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT.
17066,,,11923,,,,BAO_0000357,B,,CHEMBL620750,,,Expert,,1,8,,,H,,3749,Binding affinity towards rat 5-hydroxytryptamine 7 receptor
17066,,,11923,10116.0,,,BAO_0000357,B,,CHEMBL620751,,,Expert,,1,9,,Rattus norvegicus,D,,3750,Binding affinity towards rat 5-hydroxytryptamine 7 receptor was evaluated using [3H]5-HT as radioligand
17386,,,11923,,,,BAO_0000357,B,,CHEMBL620752,,,Expert,,1,8,,,H,,3751,Binding affinity to the rat 5-hydroxytryptamine 7 receptor
14423,,,11923,,,,BAO_0000019,B,,CHEMBL872929,,,Autocuration,,1,8,,,H,,3752,Binding affinity against 5-hydroxytryptamine 7 receptor using from CHO cell membranes [3H]5-HT as the radioligand.
15874,,,11923,10116.0,,,BAO_0000357,B,,CHEMBL620753,,,Expert,,1,9,,Rattus norvegicus,D,,3753,Binding affinity against Rat 5-hydroxytryptamine 7 receptor using [3H]5-HT
15874,,,11923,10116.0,,,BAO_0000357,B,,CHEMBL620754,,,Expert,,1,9,,Rattus norvegicus,D,,3754,Displacement of [3H]5-HT from over-expressed rat 5-hydroxytryptamine 7 receptor
16372,449.0,CHO,11923,10116.0,,,BAO_0000219,B,,CHEMBL620755,,,Expert,,1,9,,Rattus norvegicus,D,,3755,Displacement of [3H]5-HT from rat 5-hydroxytryptamine 7 receptor expressed in CHO cells
4622,,,11923,,,,BAO_0000357,B,,CHEMBL620756,,,Autocuration,,1,8,,,H,,3756,In vitro binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor using [3H]5-HT as radioligand
15086,,,11923,,,,BAO_0000357,B,,CHEMBL620757,,,Autocuration,,1,8,,,H,,3757,The compound was tested for binding affinity against 5-hydroxytryptamine 7 receptor
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620758,,,Autocuration,,1,8,,,H,,3758,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; Not tested"
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620759,,,Autocuration,,1,8,,,H,,3759,"Effect of compound on stimulation of cAMP production in CHO cells expressing rat 5-HT7 receptors at 1, 10, 100 1000 and 10000 nM conc; not tested"
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620760,,,Autocuration,,1,8,,,H,,3760,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors at a concentration of 1 nM; not tested
16372,449.0,CHO,11923,,,,BAO_0000219,B,,CHEMBL620761,,,Autocuration,,1,8,,,H,,3761,Percent inhibition of 5-HT7-induced stimulation of cAMP production in CHO cells expressing rat 5-HT receptors by 1 nM 5-HT; Not tested
17386,,,11923,,,,BAO_0000221,F,2116.0,CHEMBL620762,,,Autocuration,Ileum,1,8,,,H,,3762,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization
17386,,,11923,,,,BAO_0000221,F,2116.0,CHEMBL620763,,,Autocuration,Ileum,1,8,,,H,,3763,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor nondesensitization
17386,,,11923,,,,BAO_0000221,F,2116.0,CHEMBL620764,,,Autocuration,Ileum,1,8,,,H,,3764,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization
5831,,,11923,10116.0,,,BAO_0000249,B,,CHEMBL857990,,Membranes,Expert,,1,9,,Rattus norvegicus,D,,3765,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes
4342,,,11923,,,,BAO_0000357,B,,CHEMBL620765,,,Autocuration,,1,8,,,H,,3766,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined
17319,,,11923,,,,BAO_0000357,B,,CHEMBL620766,,,Expert,,1,8,,,H,,3767,Binding affinity at rat 5-hydroxytryptamine 7 receptor.
17342,,,11923,,,,BAO_0000019,B,1898.0,CHEMBL620767,,,Expert,Hypothalamus,1,8,,,H,,3768,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.
17342,,,11923,,,,BAO_0000357,B,,CHEMBL620768,,,Autocuration,,1,8,,,H,,3769,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand
3680,,,11923,,,,BAO_0000249,B,1898.0,CHEMBL619051,,,Expert,Hypothalamus,1,8,,,H,,3770,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes
3680,,,11923,,,,BAO_0000357,B,,CHEMBL619052,,,Expert,,1,8,,,H,,3771,Binding affinity towards 5-hydroxytryptamine 7 receptor
17319,722.0,HEK293,11923,10116.0,,,BAO_0000219,F,,CHEMBL619053,,,Expert,,1,9,,Rattus norvegicus,D,,3772,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells
17319,722.0,HEK293,11923,10116.0,,,BAO_0000219,F,,CHEMBL619703,,,Expert,,1,9,,Rattus norvegicus,D,,3773,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active
17319,722.0,HEK293,11923,10116.0,,,BAO_0000219,F,,CHEMBL619704,,,Autocuration,,1,9,,Rattus norvegicus,D,,3774,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active
4820,,,10209,,,,BAO_0000357,B,,CHEMBL619851,,,Expert,,1,8,,,H,,3775,Binding affinity towards 5-hydroxytryptamine 7 receptor
4639,,,10209,,,,BAO_0000357,B,,CHEMBL619852,,,Autocuration,,1,8,,,H,,3776,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M
6011,,,10209,,,,BAO_0000357,B,,CHEMBL619853,,,Autocuration,,1,8,,,H,,3777,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration
17066,,,10209,9606.0,,,BAO_0000357,B,,CHEMBL619854,,,Expert,,1,9,,Homo sapiens,D,,3778,Binding affinity towards human 5-hydroxytryptamine 7 receptor
17066,,,10209,,,,BAO_0000357,B,,CHEMBL619855,,,Expert,,1,8,,,H,,3779,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor
17515,,,10209,,,,BAO_0000357,B,,CHEMBL619856,,,Autocuration,,1,8,,,H,,3780,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM
4373,,,10209,,,,BAO_0000357,B,,CHEMBL619857,,,Autocuration,,1,8,,,H,,3781,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined
17066,,,10209,,,,BAO_0000019,F,,CHEMBL619858,,,Expert,,1,8,,,H,,3782,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay
4373,,,10209,,,,BAO_0000357,B,,CHEMBL619859,,,Autocuration,,1,8,,,H,,3783,Binding affinity for 5-hydroxytryptamine 7 receptor was determined
4373,,,10209,,,,BAO_0000357,B,,CHEMBL619860,,,Autocuration,,1,8,,,H,,3784,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined
4687,,,10209,,,,BAO_0000357,B,,CHEMBL619861,,,Autocuration,,1,8,,,H,,3785,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor
17342,,,10209,,,,BAO_0000357,B,,CHEMBL619862,,,Expert,,1,8,,,H,,3786,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor
16946,,,10209,,,,BAO_0000357,B,,CHEMBL619863,,,Autocuration,,1,8,,,H,,3787,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M
16946,,,10209,,,,BAO_0000357,B,,CHEMBL619864,,,Autocuration,,1,8,,,H,,3788,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M
16633,,,10209,,,,BAO_0000357,B,,CHEMBL872928,,,Autocuration,,1,8,,,H,,3789,Binding affinities against 5-hydroxytryptamine 7 receptor
16633,,,10209,,,,BAO_0000357,B,,CHEMBL619865,,,Autocuration,,1,8,,,H,,3790,Binding affinities towards 5-hydroxytryptamine 7 receptor
17066,,,10209,,,,BAO_0000357,B,,CHEMBL619866,,,Expert,,1,8,,,H,,3791,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor
16700,,,10209,,,,BAO_0000357,B,,CHEMBL619867,,,Autocuration,,1,8,,,H,,3792,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity
17386,,,10209,,,,BAO_0000221,B,2116.0,CHEMBL619868,,,Autocuration,Ileum,1,8,,,H,,3793,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization
14080,,,55,,,,BAO_0000019,F,,CHEMBL619869,,,Autocuration,,1,8,,,H,,3794,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay
14080,,,55,9606.0,,,BAO_0000019,F,,CHEMBL619870,,,Expert,,1,9,,Homo sapiens,D,,3795,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay
409,,,55,,,,BAO_0000357,B,,CHEMBL619871,,,Autocuration,,1,8,,,H,,3796,In vitro inhibition of human recombinant 5-lipoxygenase enzyme
409,,,55,,,,BAO_0000357,B,,CHEMBL619872,,,Autocuration,,1,8,,,H,,3797,In vitro inhibition of human recombinant lipoxygenase enzyme
409,,,55,,,,BAO_0000357,B,,CHEMBL619873,,,Autocuration,,1,8,,,H,,3798,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition
11090,,,55,,,,BAO_0000357,B,178.0,CHEMBL619874,,,Expert,Blood,1,8,,,H,,3799,Inhibition of 5-lipoxygenase in human whole blood.
11090,,,55,,,,BAO_0000357,B,178.0,CHEMBL619875,,,Expert,Blood,1,8,,,H,,3800,Inhibition of 5-lipoxygenase in human whole blood.
948,,,55,,,,BAO_0000357,B,,CHEMBL619876,,,Autocuration,,1,8,,,H,,3801,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE
948,,,55,,,,BAO_0000357,B,,CHEMBL619877,,,Autocuration,,1,8,,,H,,3802,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4)
13622,,,55,,,,BAO_0000219,F,,CHEMBL619878,,,Expert,,1,8,,,H,,3803,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.
13622,,,55,,,,BAO_0000019,F,178.0,CHEMBL619879,,,Autocuration,Blood,1,8,,,H,,3804,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood
9637,,,55,,,,BAO_0000357,B,,CHEMBL619880,,,Autocuration,,1,8,,,H,,3805,In vitro inhibition of 5-lipoxygenase from human polymorphs
11320,,,55,,,,BAO_0000357,B,,CHEMBL619881,,,Autocuration,,1,8,,,H,,3806,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-LPO (5-lipoxygenase)
