ss_d,ss_sbclllr_frctn,tss_d,ss_tx_d,crtd_b,ss_rgnsm,dc_d,chmbl_d,td,ss_strn,cll_d,ss_tss,dscrptn,vrnt_d,ss_tp,src_d,rltnshp_tp,cnfdnc_scr,src_ss_d,b_frmt
9368,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL620548,50597,,,Muscle tissue,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,A,1,N,1,,BAO_0000218
9369,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL620549,50597,,,Muscle tissue,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,A,1,N,1,,BAO_0000218
9370,,2385.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL620550,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,A,1,N,1,,BAO_0000218
9371,,2385.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL620551,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,,A,1,N,1,,BAO_0000218
9372,,2385.0,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL620552,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,A,1,N,1,,BAO_0000218
9373,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL620553,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,A,1,N,1,,BAO_0000218
9374,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL620554,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,A,1,N,1,,BAO_0000218
9375,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL875845,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,A,1,N,1,,BAO_0000218
9376,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL620555,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,A,1,N,1,,BAO_0000218
9377,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL620556,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,A,1,N,1,,BAO_0000218
9378,,2385.0,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL620557,50597,,,Muscle tissue,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,A,1,N,1,,BAO_0000218
9379,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL620558,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,A,1,N,1,,BAO_0000218
9380,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL620559,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,A,1,N,1,,BAO_0000218
9381,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622939,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,A,1,N,1,,BAO_0000218
9382,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622940,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,A,1,N,1,,BAO_0000218
9383,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622941,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,A,1,N,1,,BAO_0000218
9384,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622942,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,A,1,N,1,,BAO_0000218
9385,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622943,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,A,1,N,1,,BAO_0000218
9386,,,10116.0,Intermediate,Rattus norvegicus,16434,CHEMBL622944,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,A,1,N,1,,BAO_0000218
9387,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622945,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,A,1,N,1,,BAO_0000218
9388,,,10116.0,Intermediate,Rattus norvegicus,16435,CHEMBL622946,50597,,,,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,A,1,N,1,,BAO_0000218
9389,,,10116.0,Intermediate,Rattus norvegicus,3341,CHEMBL622947,50597,,,,Compound was evaluated for terminal half life in rat,,A,1,N,1,,BAO_0000218
9390,,1969.0,10116.0,Intermediate,Rattus norvegicus,3634,CHEMBL622948,50597,,,Plasma,Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,,A,1,N,1,,BAO_0000218
9391,,1969.0,10116.0,Intermediate,Rattus norvegicus,3634,CHEMBL622949,50597,,,Plasma,Compound was evaluated in vivo in rat for the plasma half-life at a oral dose of 20 mg/kg experiment by using concentration vs time curve,,A,1,N,1,,BAO_0000218
9392,,,10116.0,Intermediate,Rattus norvegicus,4839,CHEMBL622950,50597,,,,Compound was tested for its half life in rat,,A,1,N,1,,BAO_0000218
9393,,1969.0,9544.0,Intermediate,Macaca mulatta,5005,CHEMBL622951,22224,,,Plasma,Compound was tested for its plasma half life in rhesus monkey at a dose of 0.75 mg/kg iv/ 1.5 mg/kg po; ND is not determined.,,A,1,U,0,,BAO_0000218
9394,,1969.0,10116.0,Intermediate,Rattus norvegicus,5005,CHEMBL622952,22224,,,Plasma,Compound was tested for its plasma half life in Sprague Dawley rats,,A,1,U,0,,BAO_0000366
9395,,1969.0,10116.0,Intermediate,Rattus norvegicus,5005,CHEMBL622953,22224,,,Plasma,Compound was tested for its plasma half life in Sprague Dawley rats; ND is not determined,,A,1,U,0,,BAO_0000366
9396,,1969.0,10116.0,Intermediate,Rattus norvegicus,1094,CHEMBL873818,50597,,,Plasma,Compound was tested for plasma half-life period in rat,,A,1,N,1,,BAO_0000218
9397,,,10116.0,Intermediate,Rattus norvegicus,5031,CHEMBL622954,50597,,,,Elimination half life after i.v. administration of compound in rats,,A,1,N,1,,BAO_0000218
9398,,,10116.0,Intermediate,Rattus norvegicus,6518,CHEMBL622955,50597,,,,Elimination half-life after IV dosing at 0.5 mg/kg in rat,,A,1,N,1,,BAO_0000218
9399,,,10116.0,Intermediate,Rattus norvegicus,6518,CHEMBL875229,50597,,,,Elimination half-life after IV dosing at 1 mg/kg in rat,,A,1,N,1,,BAO_0000218
9400,,,10116.0,Intermediate,Rattus norvegicus,6518,CHEMBL622956,50597,,,,Elimination half-life after oral administration at a dose of 2 mg/kg in rat,,A,1,N,1,,BAO_0000218
9401,,,10116.0,Intermediate,Rattus norvegicus,6518,CHEMBL622957,50597,,,,Elimination half-life after oral administration at a dose of 4 mg/kg in rat,,A,1,N,1,,BAO_0000218
9402,,955.0,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL622958,50597,,,Brain,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,A,1,N,1,,BAO_0000218
9403,,1969.0,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL622959,50597,,,Plasma,Evaluated for half-life after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,A,1,N,1,,BAO_0000218
9404,,955.0,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL622960,50597,,,Brain,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,A,1,N,1,,BAO_0000218
9405,,1969.0,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL622961,50597,,,Plasma,Evaluated for half-life after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,A,1,N,1,,BAO_0000218
9406,,,10116.0,Intermediate,Rattus norvegicus,4687,CHEMBL622962,50597,,,,Evaluated for the half life in rat (in vivo),,A,1,N,1,,BAO_0000218
9407,,,10116.0,Intermediate,Rattus norvegicus,6640,CHEMBL622963,50597,,,,Hafl life in rat,,A,1,N,1,,BAO_0000218
9408,,,10116.0,Intermediate,Rattus norvegicus,6640,CHEMBL622964,50597,,,,Hafl life rat,,A,1,N,1,,BAO_0000218
9409,,,10116.0,Intermediate,Rattus norvegicus,6641,CHEMBL622965,50597,,,,Hafl life rat,,A,1,N,1,,BAO_0000218
9410,,,10116.0,Intermediate,Rattus norvegicus,6640,CHEMBL622966,50597,,,,Hafl life rat; Not determined,,A,1,N,1,,BAO_0000218
9411,,,10116.0,Intermediate,Rattus norvegicus,6641,CHEMBL622967,50597,,,,Hafl life rat; Not determined,,A,1,N,1,,BAO_0000218
9412,,2113.0,10116.0,Intermediate,Rattus norvegicus,17411,CHEMBL622968,50597,,,Kidney,Half life in kidney was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,A,1,N,1,,BAO_0000218
9413,,2107.0,10116.0,Intermediate,Rattus norvegicus,17411,CHEMBL622969,50597,,,Liver,Half life in liver was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,A,1,N,1,,BAO_0000218
9414,,2048.0,10116.0,Intermediate,Rattus norvegicus,17411,CHEMBL875327,50597,,,Lung,Half life in lung was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,A,1,N,1,,BAO_0000218
9415,,,10116.0,Intermediate,Rattus norvegicus,6570,CHEMBL628638,50597,,,,Half life in rat after 1 mg/kg i.v. administration,,A,1,N,1,,BAO_0000218
9416,,,10116.0,Intermediate,Rattus norvegicus,6570,CHEMBL628639,50597,,,,Half life in rat after 2 mg/kg peroral administration,,A,1,N,1,,BAO_0000218
9417,,,10116.0,Intermediate,Rattus norvegicus,17411,CHEMBL625840,50597,,,,Half life in serum was determined after intravenous administration to rats (n=4) at dose of 20 mg/kg,,A,1,N,1,,BAO_0000218
9418,,,10116.0,Intermediate,Rattus norvegicus,4722,CHEMBL625841,50597,,,,Half life of 10 mg/kg oral dose determined in rats,,A,1,N,1,,BAO_0000218
9419,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL625842,50597,,,,Half life of compound (10 mg/kg) after iv administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9420,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL625843,50597,,,,Half life of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9421,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL625844,50597,,,,Half life of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9422,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL873822,50597,,,,Half life of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9423,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL625845,50597,,,,Half life of compound (9.83 mg/kg) after iv administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9424,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL627059,50597,,,,Half life of compound (9.84 mg/kg) after iv administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9425,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL627060,50597,,,,Half life of compound (9.84 mg/kg) after po administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9426,,,10116.0,Intermediate,Rattus norvegicus,5978,CHEMBL627061,50597,,,,Half life of compound (9.92 mg/kg) after iv administration was determined in Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9427,,,10116.0,Intermediate,Rattus norvegicus,4762,CHEMBL627709,50597,,,,Half life of compound at 5 mg/kg after po administration was determined in rat,,A,1,N,1,,BAO_0000218
9428,,,10116.0,Intermediate,Rattus norvegicus,5327,CHEMBL627710,50597,,,,Half life of compound determined after intravenous administration to rat,,A,1,N,1,,BAO_0000218
9429,,,10116.0,Intermediate,Rattus norvegicus,4847,CHEMBL627711,50597,,,,Half life of compound was determined in rat,,A,1,N,1,,BAO_0000218
9430,,1969.0,10116.0,Intermediate,Rattus norvegicus,17720,CHEMBL627712,50597,,,Plasma,Half life at a dose of 4 mg/kg in Rat Plasma after iv administration,,A,1,N,1,,BAO_0000218
9431,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL627713,50597,,,,Half life determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9432,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL627714,50597,,,,Half life determined after 3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9433,,,9541.0,Intermediate,Macaca fascicularis,4256,CHEMBL627889,22224,,,,Half life determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,,A,1,U,0,,BAO_0000218
9434,,,10116.0,Intermediate,Rattus norvegicus,4256,CHEMBL627890,22224,,,,Half life determined in rat by intravenous administration,,A,1,U,0,,BAO_0000218
9435,,,10116.0,Intermediate,Rattus norvegicus,4722,CHEMBL627891,50597,,,,Half life determined in rats after iv administration,,A,1,N,1,,BAO_0000218
9436,,1969.0,10116.0,Intermediate,Rattus norvegicus,6535,CHEMBL627892,50597,,,Plasma,Half life in rat plasma after administration of 2 mg/kg iv,,A,1,N,1,,BAO_0000218
9437,,1969.0,10116.0,Intermediate,Rattus norvegicus,6535,CHEMBL627893,50597,,,Plasma,Half life in rat plasma after administration of 2 mg/kg iv,,A,1,N,1,,BAO_0000218
9438,,1969.0,10116.0,Intermediate,Rattus norvegicus,1435,CHEMBL627894,50597,,,Plasma,Half life in rat plasma was determined,,A,1,N,1,,BAO_0000218
9439,,1969.0,10116.0,Intermediate,Rattus norvegicus,1435,CHEMBL627895,50597,,,Plasma,Half life in rat plasma was determined; NA means not applicable,,A,1,N,1,,BAO_0000218
9440,,,10116.0,Intermediate,Rattus norvegicus,5206,CHEMBL627896,50597,,,,Half life in rat was tested,,A,1,N,1,,BAO_0000218
9441,,1969.0,10116.0,Intermediate,Rattus norvegicus,6080,CHEMBL627897,50597,,,Plasma,Half life measured in rat plasma,,A,1,N,1,,BAO_0000218
9442,,,10116.0,Intermediate,Rattus norvegicus,4449,CHEMBL627898,50597,,,,Half life recorded in rats,,A,1,N,1,,BAO_0000218
9443,,,10116.0,Intermediate,Rattus norvegicus,6057,CHEMBL627899,50597,,,,Half life was calculated,,A,1,N,1,,BAO_0000218
9444,,,10116.0,Intermediate,Rattus norvegicus,6057,CHEMBL873823,50597,,,,Half life was calculated in rat,,A,1,N,1,,BAO_0000218
9445,,,10116.0,Intermediate,Rattus norvegicus,3747,CHEMBL627900,50597,,,,Half life was determined,,A,1,N,1,,BAO_0000218
9446,,,10116.0,Intermediate,Rattus norvegicus,17858,CHEMBL627901,50597,,,,Half life after 10 mg/kg oral administration in rat,,A,1,N,1,,BAO_0000218
9447,,,10116.0,Intermediate,Rattus norvegicus,16365,CHEMBL627902,50597,,,,Half life after administering orally a dose of 10 mg/kg to a fasting rat,,A,1,N,1,,BAO_0000218
9448,,,10116.0,Intermediate,Rattus norvegicus,16365,CHEMBL627903,50597,,,,Half life after administering orally a dose of 30 mg/kg,,A,1,N,1,,BAO_0000218
9449,,,10116.0,Intermediate,Rattus norvegicus,5031,CHEMBL627904,50597,,,,Area under the curve (Concentration) was determined for the compound as AUC with limits 0-8 after i.v. administration in rats,,A,1,N,1,,BAO_0000218
9450,,,10116.0,Intermediate,Rattus norvegicus,4722,CHEMBL627905,50597,,,,Area under the curve determined under pharmacokinetic behavior of the 10 mg/kg oral dose of compound for 0-6 hours,,A,1,N,1,,BAO_0000218
9451,,,10116.0,Intermediate,Rattus norvegicus,6078,CHEMBL627906,50597,,,,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in rat,,A,1,N,1,,BAO_0000218
9452,,,10116.0,Intermediate,Rattus norvegicus,6078,CHEMBL627907,50597,,,,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in rat,,A,1,N,1,,BAO_0000218
9453,,,10116.0,Intermediate,Rattus norvegicus,6078,CHEMBL876783,50597,,,,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg,,A,1,N,1,,BAO_0000218
9454,,,10116.0,Intermediate,Rattus norvegicus,6078,CHEMBL627908,50597,,,,Area under the curve for the compound calculated from 0-6 hr after oral administration at a dose of 10 mg/kg; activity was not determined,,A,1,N,1,,BAO_0000218
9455,,,10116.0,Intermediate,Rattus norvegicus,17065,CHEMBL627909,50597,,,,Area under the curve measured after intravenous bolus administration of 50 mg/kg of compound to rats,,A,1,N,1,,BAO_0000218
9456,,,10116.0,Intermediate,Rattus norvegicus,1353,CHEMBL627910,50597,,,,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats,,A,1,N,1,,BAO_0000218
9457,,,10116.0,Intermediate,Rattus norvegicus,1353,CHEMBL627911,50597,,,,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-1),,A,1,N,1,,BAO_0000218
9458,,,10116.0,Intermediate,Rattus norvegicus,1353,CHEMBL627912,50597,,,,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-2),,A,1,N,1,,BAO_0000218
9459,,,10116.0,Intermediate,Rattus norvegicus,1353,CHEMBL627913,50597,,,,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(0-5),,A,1,N,1,,BAO_0000218
9460,,,10116.0,Intermediate,Rattus norvegicus,1353,CHEMBL627914,50597,,,,Area under the curve in plasma after oral administration of 30 mg/kg at 1 hr interval during 6 hrs in rats(5-10),,A,1,N,1,,BAO_0000218
9461,,,10116.0,Intermediate,Rattus norvegicus,16423,CHEMBL627915,50597,,,,Area under the curve was evaluated after 10 uM/kg of intra arterial administration,,A,1,N,1,,BAO_0000218
9462,,,10116.0,Intermediate,Rattus norvegicus,16423,CHEMBL627916,50597,,,,Area under the curve was evaluated after 20 uM/kg of peroral administration,,A,1,N,1,,BAO_0000218
9463,,,10116.0,Intermediate,Rattus norvegicus,6062,CHEMBL627917,50597,,,,Area under the curve was measured in rat after an iv dose of 1 mg/kg,,A,1,N,1,,BAO_0000218
9464,,,10116.0,Intermediate,Rattus norvegicus,6056,CHEMBL627918,50597,,,,Area under the curve was calculated for the compound at a single intravenous administration of 20 mg/kg in rat,,A,1,N,1,,BAO_0000218
9465,,,10116.0,Intermediate,Rattus norvegicus,5182,CHEMBL627919,50597,,,,Area under the curve was determined by administering the compound at a dose of 1 mg/kg intravenously in male wistar rat,,A,1,N,1,,BAO_0000218
9466,,,10116.0,Intermediate,Rattus norvegicus,6410,CHEMBL627920,50597,,,,Area under the curve was evaluated at an intravenous dose of 3 mg/kg,,A,1,N,1,,BAO_0000218
9467,,,10116.0,Intermediate,Rattus norvegicus,6410,CHEMBL627921,50597,,,,Area under the curve was evaluated at an oral dose of 30 mg/kg,,A,1,N,1,,BAO_0000218
9468,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL627922,50597,,,,Area under the effect time curves from time 0-24 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9469,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL876784,50597,,,,Area under the effect time curves from time 0-24 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9470,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL627923,50597,,,,Area under the effect time curves from time 0-6 hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9471,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL626208,50597,,,,Area under the effect time curves from time 0-6 hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9472,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL626209,50597,,,,Area under the effect time curves from time 0-infinity hr determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9473,,,10116.0,Intermediate,Rattus norvegicus,4723,CHEMBL626210,50597,,,,Area under the effect time curves from time 0-infinity hr determined after 3 mg/kg oral administration in potassium oxonate treated rats,,A,1,N,1,,BAO_0000218
9474,,1969.0,10116.0,Intermediate,Rattus norvegicus,2463,CHEMBL627994,50597,,,Plasma,Area under the plasma concentration curve was evaluated in vivo in rat at a dose of 5 mg/kg by oral administration,,A,1,N,1,,BAO_0000218
9475,,,10116.0,Intermediate,Rattus norvegicus,4709,CHEMBL627995,50597,,,,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in rat,,A,1,N,1,,BAO_0000218
9476,,,10116.0,Intermediate,Rattus norvegicus,4075,CHEMBL627996,50597,,,,Blood level after a 10 mg/kg oral dose in rat expressed as AUC was determined,,A,1,N,1,,BAO_0000218
9477,,,10116.0,Intermediate,Rattus norvegicus,5394,CHEMBL627997,50597,,,,Compound at a dose 10 mg/kg was administered orally to rat and the pharmacokinetic parameter area under curve (AUC) was measured,,A,1,N,1,,BAO_0000218
9478,,,10116.0,Intermediate,Rattus norvegicus,2661,CHEMBL627998,50597,,,,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female wistar rats,,A,1,N,1,,BAO_0000218
9479,,,10116.0,Intermediate,Rattus norvegicus,2661,CHEMBL628640,50597,,,,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to male wistar rats,,A,1,N,1,,BAO_0000218
9480,,,10116.0,Intermediate,Rattus norvegicus,2661,CHEMBL628641,50597,,,,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female wistar rats,,A,1,N,1,,BAO_0000218
9481,,,10116.0,Intermediate,Rattus norvegicus,2661,CHEMBL628642,50597,,,,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to male wistar rats,,A,1,N,1,,BAO_0000218
9482,,,10116.0,Intermediate,Rattus norvegicus,17791,CHEMBL628643,50597,,,,Compound was evaluated for area under the curve expressed as (h*ug/ml),,A,1,N,1,,BAO_0000218
9483,,,10116.0,Intermediate,Rattus norvegicus,2591,CHEMBL628644,50597,,,,Compound was tested for area under curve in rat,,A,1,N,1,,BAO_0000218
9484,,,10116.0,Intermediate,Rattus norvegicus,6567,CHEMBL628645,50597,,,,Concentration in rat plasma after 5 mg/kg oral gavage for 8 hours,,A,1,N,1,,BAO_0000218
9485,,,10116.0,Intermediate,Rattus norvegicus,6211,CHEMBL628646,50597,,,,Dose-normalized AUC was determined by po administration (10 mg/kg) in fasted male Sprague-Dawley rats,,A,1,N,1,,BAO_0000218
9486,,,10116.0,Intermediate,Rattus norvegicus,5529,CHEMBL628647,50597,,,,Dose-normalized AUC was determined in rat after peroral administration (2 mg/kg),,A,1,N,1,,BAO_0000218
9487,,,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL628648,50597,,,,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in brain; not determined,,A,1,N,1,,BAO_0000218
9488,,,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL625358,50597,,,,Evaluated for AUC after iv administration of 1 mg/kg to male Sprague-Dawley rats in plasma,,A,1,N,1,,BAO_0000218
9489,,,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL625359,50597,,,,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in brain,,A,1,N,1,,BAO_0000218
9490,,,10116.0,Intermediate,Rattus norvegicus,5408,CHEMBL625360,50597,,,,Evaluated for AUC after iv administration of 5 mg/kg to male Sprague-Dawley rats in plasma,,A,1,N,1,,BAO_0000218
9491,,,10116.0,Intermediate,Rattus norvegicus,429,CHEMBL625361,50597,,,,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg ( 0-8 hr ),,A,1,N,1,,BAO_0000218
9492,,,10116.0,Intermediate,Rattus norvegicus,429,CHEMBL625362,50597,,,,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr ),,A,1,N,1,,BAO_0000218
9493,,,10116.0,Intermediate,Rattus norvegicus,429,CHEMBL625363,50597,,,,Evaluated for pharmacokinetic parameter area under curve in rat at the dose 50 mg/kg (0-8 hr),,A,1,N,1,,BAO_0000218
9494,,,10116.0,Intermediate,Rattus norvegicus,4796,CHEMBL625364,50597,,,,Hepatic portal AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,,A,1,N,1,,BAO_0000218
9495,,,10116.0,Intermediate,Rattus norvegicus,5974,CHEMBL625365,50597,,,,In vivo Area under curve (AUC) was determined after intravenous administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9496,,,10116.0,Intermediate,Rattus norvegicus,5974,CHEMBL625366,50597,,,,In vivo Area under curve (AUC) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9497,,,10116.0,Intermediate,Rattus norvegicus,5974,CHEMBL625367,50597,,,,In vivo Area under curve (AUC) was determined after peroral administration of compound (19.01+/-0.31 mg/kg) in male Sprague-Dawley rat,,A,1,N,1,,BAO_0000218
9498,,2113.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625368,50597,,,Kidney,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.98-2.56 % dose/g",,A,1,N,1,,BAO_0000218
9499,,2113.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625369,50597,,,Kidney,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.15-1.43 % dose/g",,A,1,N,1,,BAO_0000218
9500,,2113.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625370,50597,,,Kidney,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 3.43-4.52 % dose/g",,A,1,N,1,,BAO_0000218
9501,,2113.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625371,50597,,,Kidney,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.12-3.14 % dose/g",,A,1,N,1,,BAO_0000218
9502,,2113.0,10116.0,Intermediate,Rattus norvegicus,11450,CHEMBL625372,50597,,,Kidney,"Distribution of the radioiodinated compound expressed as percent dose per gram, in kidney of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.40-1.60 % dose/g",,A,1,N,1,,BAO_0000218
