Fiscal year,Organisation class,Organisation type,Trade development (marker),Biodiversity (marker),Continent ID,Fund centre ID,Organisation sub-class,Knowledge for development (marker),Bilateral aid (international marker),Indigenous issues (marker),Amount spent,ICT as a tool for development (marker),Section name,Continent name,Organisation ID,Climate change mitigation (marker),Children issues (marker),CountryRegion percent,Sector percent,Maximum CIDA contribution (project-level),IRTC percent,Climate change adaptation (marker),CountryRegion name,Urban issues (marker),Project number,Status,Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),Fund centre name,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old)
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4118,MUNICIPAL,0,1,0,13838.55,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000788,0,0,1.0,0.15,92345.0,0.0,0,Sri Lanka,0,A032748002,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Sri Lanka,92345.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4118,ASSOCIATIONS,0,1,1,3058.65,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1001649,0,1,1.0,0.45,1743155.0,0.0,0,Sri Lanka,0,A032760007,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Sri Lanka,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4118,ASSOCIATIONS,0,1,1,3058.65,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1001649,0,1,1.0,0.45,1743155.0,0.0,0,Sri Lanka,0,A032760007,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Sri Lanka,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4118,ASSOCIATIONS,0,1,1,679.7,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1001649,0,1,1.0,0.1,1743155.0,0.0,0,Sri Lanka,0,A032760007,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Sri Lanka,0.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,COLLEGE,0,1,0,181692.45,0,West Bank Gaza & Palestinian Refugees,Asia,1010271,0,0,0.25,0.9,2131536.6,0.0,0,Western Asia,0,A032764001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2131536.6,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,COLLEGE,0,1,0,20188.05,0,West Bank Gaza & Palestinian Refugees,Asia,1010271,0,0,0.25,0.1,2131536.6,0.0,0,Western Asia,0,A032764001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2131536.6,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,COLLEGE,0,1,0,181692.45,0,West Bank Gaza & Palestinian Refugees,Asia,1010271,0,0,0.25,0.9,2131536.6,0.0,0,Western Asia,0,A032764001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2131536.6,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,COLLEGE,0,1,0,20188.05,0,West Bank Gaza & Palestinian Refugees,Asia,1010271,0,0,0.25,0.1,2131536.6,0.0,0,Western Asia,0,A032764001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2131536.6,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,COLLEGE,0,1,0,363384.9,0,West Bank Gaza & Palestinian Refugees,Asia,1010271,0,0,0.5,0.9,2131536.6,0.0,0,Western Asia,0,A032764001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2131536.6,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4268,COLLEGE,0,1,0,40376.1,0,West Bank Gaza & Palestinian Refugees,Asia,1010271,0,0,0.5,0.1,2131536.6,0.0,0,Western Asia,0,A032764001,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4264,1,Middle East Peace Process,2131536.6,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4127,MUNICIPAL,0,1,0,75983.75,0,OAI Indonesia and SEA Regional,Asia,1000788,0,0,1.0,0.25,499799.9,0.0,0,Indonesia,0,A032768002,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,0,Indonesia,499799.9,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4127,MUNICIPAL,0,1,0,227951.25,0,OAI Indonesia and SEA Regional,Asia,1000788,0,0,1.0,0.75,499799.9,0.0,0,Indonesia,0,A032768002,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4126,0,Indonesia,499799.9,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4125,NGO,0,1,0,1007935.0,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000106,0,0,1.0,1.0,4394895.0,0.0,0,Afghanistan,0,A032769001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,4394895.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4125,NGO,0,1,0,862596.0,0,"OAA Afghanistan, Pakistan and Sri Lanka",Asia,1000106,0,0,1.0,1.0,1173773.0,0.0,0,Afghanistan,0,A032769002,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4141,0,Afghanistan,1173773.0,1.0,0,Responsive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4274,FEDERAL,0,1,0,550825.11,0,Mozambique Program,Africa,10050,0,0,1.0,1.0,4461849.49,0.0,0,Mozambique,0,A032772001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,0,Mozambique,4461849.49,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,2,4274,Unknown,0,1,0,3717.88,0,Mozambique Program,Africa,Information not available,0,0,1.0,1.0,4461849.49,0.0,0,Mozambique,0,A032772001,Closed,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,0,Mozambique,4461849.49,1.0,0,Directive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,4112,IFI,0,1,0,4500000.0,0,OAV Vietnam,Asia,1001306,0,0,1.0,1.0,20000000.0,0.0,0,Viet Nam,0,A032780001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,20000000.0,0.0,0,Core Funding
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4214,FEDERAL,0,1,0,11960.5,0,Gulf of Guinea Program,Africa,10050,0,0,1.0,0.5,395198.17,0.0,0,Burkina-Faso,0,A032781001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,0,Burkina Faso,395198.17,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4214,FEDERAL,0,1,0,11960.5,0,Gulf of Guinea Program,Africa,10050,0,0,1.0,0.5,395198.17,0.0,0,Burkina-Faso,0,A032781001,Closed,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,0,Burkina Faso,395198.17,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4112,FEDERAL,0,1,0,3854.788,0,OAV Vietnam,Asia,10050,0,0,1.0,0.4,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4112,CONSULTING SERVICES,0,1,0,1760.54,0,OAV Vietnam,Asia,1001165,0,0,1.0,0.4,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,3,4112,Unknown,0,1,0,7.332000000000001,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.4,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4112,FEDERAL,0,1,0,2891.091,0,OAV Vietnam,Asia,10050,0,0,1.0,0.3,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4112,CONSULTING SERVICES,0,1,0,1320.405,0,OAV Vietnam,Asia,1001165,0,0,1.0,0.3,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,3,4112,Unknown,0,1,0,5.499,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.3,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4112,FEDERAL,0,1,0,2891.091,0,OAV Vietnam,Asia,10050,0,0,1.0,0.3,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4112,CONSULTING SERVICES,0,1,0,1320.405,0,OAV Vietnam,Asia,1001165,0,0,1.0,0.3,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Unknown,Uncoded,0,0,3,4112,Unknown,0,1,0,5.499,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.3,161688.03,0.0,0,Viet Nam,0,A032782PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4112,CONSULTING SERVICES,0,1,0,1157142.6,0,OAV Vietnam,Asia,1001223,0,0,1.0,0.6,15000000.0,0.0,0,Viet Nam,0,A032786001,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,15000000.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,3,4112,CONSULTANT,0,1,0,4471.32,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.6,15000000.0,0.0,0,Viet Nam,0,A032786001,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,15000000.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Profit Making,0,0,3,4112,CONSULTING SERVICES,0,1,0,771428.4,0,OAV Vietnam,Asia,1001223,0,0,1.0,0.4,15000000.0,0.0,0,Viet Nam,0,A032786001,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,15000000.0,1.0,0,Directive
2009/2010,Individual,Canadian Profit Making,0,0,3,4112,CONSULTANT,0,1,0,2980.88,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.4,15000000.0,0.0,0,Viet Nam,0,A032786001,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,15000000.0,1.0,0,Directive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,4112,IFI,0,1,0,150000.0,0,OAV Vietnam,Asia,1001306,0,0,1.0,0.6,3100000.0,0.0,0,Viet Nam,0,A032787003,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,3100000.0,1.0,0,Directive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,4112,IFI,0,1,0,75000.0,0,OAV Vietnam,Asia,1001306,0,0,1.0,0.3,3100000.0,0.0,0,Viet Nam,0,A032787003,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,3100000.0,1.0,0,Directive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,4112,IFI,0,1,0,25000.0,0,OAV Vietnam,Asia,1001306,0,0,1.0,0.1,3100000.0,0.0,0,Viet Nam,0,A032787003,Terminating,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,3100000.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4112,FEDERAL,0,1,0,800.919,0,OAV Vietnam,Asia,10050,0,0,1.0,0.3,155147.07,0.0,0,Viet Nam,0,A032788PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Individual,Foreign Profit Making,0,0,3,4112,CONSULTANT,0,1,0,6128.331,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.3,155147.07,0.0,0,Viet Nam,0,A032788PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4112,FEDERAL,0,1,0,1601.838,0,OAV Vietnam,Asia,10050,0,0,1.0,0.6,155147.07,0.0,0,Viet Nam,0,A032788PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Individual,Foreign Profit Making,0,0,3,4112,CONSULTANT,0,1,0,12256.662,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.6,155147.07,0.0,0,Viet Nam,0,A032788PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,3,4112,FEDERAL,0,1,0,266.973,0,OAV Vietnam,Asia,10050,0,0,1.0,0.1,155147.07,0.0,0,Viet Nam,0,A032788PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Individual,Foreign Profit Making,0,0,3,4112,CONSULTANT,0,1,0,2042.777,0,OAV Vietnam,Asia,Information not available,0,0,1.0,0.1,155147.07,0.0,0,Viet Nam,0,A032788PRE,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Vietnam,0.0,1.0,0,Directive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,25000.0,0,Senegal Program,Africa,1013777,0,0,1.0,0.05,19841144.0,0.0,0,Senegal,0,A032792001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,19841144.0,1.0,0,Directive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,175000.0,0,Senegal Program,Africa,1013777,0,0,1.0,0.35,19841144.0,0.0,0,Senegal,0,A032792001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,19841144.0,1.0,0,Directive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,50000.0,0,Senegal Program,Africa,1013777,0,0,1.0,0.1,19841144.0,0.0,0,Senegal,0,A032792001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,19841144.0,1.0,0,Directive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,150000.0,0,Senegal Program,Africa,1013777,0,0,1.0,0.3,19841144.0,0.0,0,Senegal,0,A032792001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,19841144.0,1.0,0,Directive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,50000.0,0,Senegal Program,Africa,1013777,0,0,1.0,0.1,19841144.0,0.0,0,Senegal,0,A032792001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,19841144.0,1.0,0,Directive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,25000.0,0,Senegal Program,Africa,1013777,0,0,1.0,0.05,19841144.0,0.0,0,Senegal,0,A032792001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,19841144.0,1.0,0,Directive
2009/2010,Governmental,Foreign Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,25000.0,0,Senegal Program,Africa,1013777,0,0,1.0,0.05,19841144.0,0.0,0,Senegal,0,A032792001,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,19841144.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,29.101999999999997,0,Senegal Program,Africa,10050,0,0,1.0,0.05,36090.41,0.0,0,Senegal,0,A032792PRE,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,203.71400000000003,0,Senegal Program,Africa,10050,0,0,1.0,0.35,36090.41,0.0,0,Senegal,0,A032792PRE,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,58.20399999999999,0,Senegal Program,Africa,10050,0,0,1.0,0.1,36090.41,0.0,0,Senegal,0,A032792PRE,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,174.612,0,Senegal Program,Africa,10050,0,0,1.0,0.3,36090.41,0.0,0,Senegal,0,A032792PRE,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,58.20399999999999,0,Senegal Program,Africa,10050,0,0,1.0,0.1,36090.41,0.0,0,Senegal,0,A032792PRE,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,29.101999999999997,0,Senegal Program,Africa,10050,0,0,1.0,0.05,36090.41,0.0,0,Senegal,0,A032792PRE,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,0.0,1.0,0,Directive
2009/2010,Governmental,Canadian Non-Profit Making,0,0,2,4238,FEDERAL,0,1,0,29.101999999999997,0,Senegal Program,Africa,10050,0,0,1.0,0.05,36090.41,0.0,0,Senegal,0,A032792PRE,Operational,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4233,0,Senegal,0.0,1.0,0,Directive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,4108,UNITED NATIONS,0,1,0,800000.0,0,OAV Vietnam,Asia,1001304,0,0,1.0,0.8,7800000.0,0.0,0,Cambodia,0,A032793001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Cambodia,7000000.0,1.0,0,Responsive
2009/2010,Multilateral,Foreign Non-Profit Making,0,0,3,4108,UNITED NATIONS,0,1,0,200000.0,0,OAV Vietnam,Asia,1001304,0,0,1.0,0.2,7800000.0,0.0,0,Cambodia,0,A032793001,Closed,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,Cambodia,7000000.0,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Antigua/Barbuda,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Barbados,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Bahamas,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Belize,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,131089.5413,0,Americas Section,America,1012531,0,0,0.303,1.0,2185645.31,0.0,0,Costa Rica,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Dominica Cmwlt.,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Grenada,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,134983.29,0,Americas Section,America,1012531,0,0,0.312,1.0,2185645.31,0.0,0,Guatemala,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Guyana,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Jamaica,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,St.Kitts Nevis,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Saint Lucia,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Montserrat,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Suriname,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,Trinidad/Tobago,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Profit Making,1,0,1,4404,CONSULTING SERVICES,0,1,0,11897.56563,0,Americas Section,America,1012531,0,0,0.0275,1.0,2185645.31,0.0,0,St.Vincent & Gr,0,A032797001,Closed,B4400,NGM Americas,D4400,NDD Americas Programming,S4400,1,Inter American,2185645.31,1.0,0,Responsive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4128,SPECIALIZED INSTITUTE,0,1,0,738503.915,0,Philippines and Mongolia,Asia,1001102,0,0,1.0,0.5,18000000.0,0.0,0,Philippines,1,A032798001,Operational,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,0,Philippines,18000000.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4128,SPECIALIZED INSTITUTE,0,1,0,369251.9575,0,Philippines and Mongolia,Asia,1001102,0,0,1.0,0.25,18000000.0,0.0,0,Philippines,1,A032798001,Operational,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,0,Philippines,18000000.0,1.0,0,Directive
2009/2010,Civil Society,Canadian Non-Profit Making,0,0,3,4128,SPECIALIZED INSTITUTE,0,1,0,369251.9575,0,Philippines and Mongolia,Asia,1001102,0,0,1.0,0.25,18000000.0,0.0,0,Philippines,1,A032798001,Operational,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4130,0,Philippines,18000000.0,1.0,0,Directive
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,4246,IFI,0,1,0,58500.0,0,"Ethiopia, PanAfrica, SubRegional",Africa,1001306,0,0,0.03,0.3,9700000.0,0.0,0,Northern Africa,0,A032808001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,9700000.0,0.0,0,Core Funding
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,4246,IFI,0,1,0,136500.0,0,"Ethiopia, PanAfrica, SubRegional",Africa,1001306,0,0,0.03,0.7,9700000.0,0.0,0,Northern Africa,0,A032808001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,9700000.0,0.0,0,Core Funding
2009/2010,Multilateral,Foreign Non-Profit Making,1,0,2,4246,IFI,0,1,0,58500.0,0,"Ethiopia, PanAfrica, SubRegional",Africa,1001306,0,0,0.03,0.3,9700000.0,0.0,0,Northern Africa,0,A032808001,Terminating,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,1,PanAfrica,9700000.0,0.0,0,Core Funding
