assay_id,tissue_id,assay_cell_type,assay_tissue,assay_organism,src_assay_id,assay_type,assay_subcellular_fraction,cell_id,relationship_type,doc_id,bao_format,chembl_id,tid,assay_category,curated_by,description,assay_test_type,assay_tax_id
4429,1969.0,,Plasma,Cercopithecidae,,A,,,U,3249,BAO_0000218,CHEMBL620920,22224,,Autocuration,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,In vivo,9527.0
4430,1969.0,,Plasma,Cercopithecidae,,A,,,U,3249,BAO_0000218,CHEMBL620921,22224,,Autocuration,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,In vivo,9527.0
4431,1969.0,,Plasma,Cercopithecidae,,A,,,U,5553,BAO_0000218,CHEMBL620922,22224,,Autocuration,Maximal plasma concentration in squirrel monkeys,In vivo,9527.0
4432,,,,Cercopithecidae,,A,,,U,1916,BAO_0000218,CHEMBL620923,22224,,Autocuration,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,9527.0
4433,1969.0,,Plasma,Cercopithecidae,,A,,,U,6227,BAO_0000218,CHEMBL620924,22224,,Autocuration,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,In vivo,9527.0
4434,,,,Cercopithecidae,,A,,,U,4809,BAO_0000218,CHEMBL620925,22224,,Autocuration,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,9527.0
4435,,,,Cercopithecidae,,A,,,U,5355,BAO_0000218,CHEMBL620926,22224,,Autocuration,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,In vivo,9527.0
4436,,,,Cercopithecidae,,A,,,U,5355,BAO_0000218,CHEMBL620927,22224,,Autocuration,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,In vivo,9527.0
4437,,,,Cercopithecidae,,A,,,U,5355,BAO_0000218,CHEMBL620928,22224,,Autocuration,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,In vivo,9527.0
4438,,,,Cercopithecidae,,A,,,U,5355,BAO_0000218,CHEMBL620929,22224,,Autocuration,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,In vivo,9527.0
4439,1969.0,,Plasma,Cercopithecidae,,A,,,U,6221,BAO_0000218,CHEMBL620930,22224,,Autocuration,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,In vivo,9527.0
4440,,,,Cercopithecidae,,A,,,U,167,BAO_0000218,CHEMBL620931,22224,,Autocuration,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,,9527.0
4441,,,,Cercopithecidae,,A,,,U,167,BAO_0000218,CHEMBL620932,22224,,Autocuration,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,,9527.0
4442,,,,monkey,,A,,,U,4257,BAO_0000218,CHEMBL620933,22224,,Autocuration,Absolute bioavailability was evaluated in monkey,In vivo,9443.0
4443,,,,monkey,,A,,,U,6221,BAO_0000218,CHEMBL620934,22224,,Autocuration,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,In vivo,9443.0
4444,,,,monkey,,A,,,U,17667,BAO_0000218,CHEMBL620935,22224,,Autocuration,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,In vivo,9443.0
4445,,,,Macaca mulatta,,A,,,U,17267,BAO_0000218,CHEMBL620936,22224,,Autocuration,Bioavailability of compound was determined in rhesus monkey,In vivo,9544.0
4446,,,,marmosets,,A,,,U,4256,BAO_0000218,CHEMBL620937,22224,,Autocuration,Bioavailability determined after oral administration in marmoset,In vivo,38020.0
4447,,,,Macaca fascicularis,,A,,,U,4256,BAO_0000218,CHEMBL620938,22224,,Autocuration,Oral bioavailability in cynomolgus monkey,In vivo,9541.0
4448,,,,monkey,,A,,,U,17853,BAO_0000218,CHEMBL620939,22224,,Autocuration,Bioavailability in monkey (p.o.) at 2.0 mpk,In vivo,9443.0
4449,,,,monkey,,A,,,U,16365,BAO_0000218,CHEMBL620940,22224,,Autocuration,Bioavailability was evaluated after oral administration in monkey,In vivo,9443.0
4450,,,,Macaca fascicularis,,A,,,U,1916,BAO_0000218,CHEMBL620941,22224,,Autocuration,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,In vivo,9541.0
4451,,,,Macaca mulatta,,A,,,U,5334,BAO_0000218,CHEMBL620942,22224,,Autocuration,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),In vivo,9544.0
4452,,,,Macaca mulatta,,A,,,U,5334,BAO_0000218,CHEMBL620943,22224,,Autocuration,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),In vivo,9544.0
4453,,,,monkey,,A,,,U,17592,BAO_0000218,CHEMBL620944,22224,,Autocuration,Bioavailability of the compound was determined in monkey,In vivo,9443.0
4454,,,,Saimiri sciureus,,A,,,U,1399,BAO_0000218,CHEMBL620945,22224,,Autocuration,Bioavailability in squirrel monkey (dose 5 mg/kg),In vivo,9521.0
4455,,,,monkey,,A,,,U,4809,BAO_0000218,CHEMBL620946,22224,,Autocuration,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),In vivo,9443.0
4456,,,,monkey,,A,,,U,3341,BAO_0000218,CHEMBL620947,22224,,Autocuration,Oral bioavailability in monkey,In vivo,9443.0
4457,,,,Saimiri sciureus,,A,,,U,64,BAO_0000218,CHEMBL620948,22224,,Autocuration,Compound was tested for bioavailability in squirrel monkey,In vivo,9521.0
4458,,,,Macaca mulatta,,A,,,U,5005,BAO_0000218,CHEMBL620949,22224,,Autocuration,Oral bioavailability in Rhesus monkey,In vivo,9544.0
4459,,,,Macaca mulatta,,A,,,U,5005,BAO_0000218,CHEMBL620950,22224,,Autocuration,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),In vivo,9544.0
4460,,,,Macaca fascicularis,,A,,,U,5237,BAO_0000218,CHEMBL620951,22224,,Autocuration,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,In vivo,9541.0
4461,,,,Macaca fascicularis,,A,,,U,5237,BAO_0000218,CHEMBL620952,22224,,Autocuration,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,In vivo,9541.0
4462,,,,monkey,,A,,,U,5302,BAO_0000218,CHEMBL875421,22224,,Autocuration,Oral bioavailability in monkey (dose 5 mg/kg),In vivo,9443.0
4463,,,,monkey,,A,,,U,17667,BAO_0000218,CHEMBL620953,22224,,Autocuration,Oral bioavailability of compound at 5 mg/kg in monkey,In vivo,9443.0
4464,,,,Canis lupus familiaris,,A,,,N,6161,BAO_0000218,CHEMBL873491,50588,,Intermediate,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,In vivo,9615.0
4465,,,,Canis lupus familiaris,,A,,,N,6161,BAO_0000218,CHEMBL620954,50588,,Intermediate,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,In vivo,9615.0
4466,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,3854,BAO_0000218,CHEMBL620955,50588,,Intermediate,Plasma half life determined,,9615.0
4467,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,993,BAO_0000218,CHEMBL618097,50588,,Intermediate,Plasma half life in dog,,9615.0
4468,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,4514,BAO_0000218,CHEMBL618268,50588,,Intermediate,Plasma half-life in Beagle dogs,,9615.0
4469,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,5334,BAO_0000218,CHEMBL618269,50588,,Intermediate,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),In vivo,9615.0
4470,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,5334,BAO_0000218,CHEMBL618270,50588,,Intermediate,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),In vivo,9615.0
4471,,,,Canis lupus familiaris,,A,,,N,1466,BAO_0000218,CHEMBL618271,50588,,Intermediate,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,In vivo,9615.0
4472,,,,Canis lupus familiaris,,A,,,N,1466,BAO_0000218,CHEMBL873493,50588,,Intermediate,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,9615.0
4473,,,,Canis lupus familiaris,,A,,,N,5313,BAO_0000218,CHEMBL621031,50588,,Intermediate,Tested for the half life period in dog,,9615.0
4474,,,,Canis lupus familiaris,,A,,,N,5313,BAO_0000218,CHEMBL621032,50588,,Intermediate,Tested for the half life period in dog at dosage of 10 mpk,In vivo,9615.0
4475,,,,Canis lupus familiaris,,A,,,N,3880,BAO_0000218,CHEMBL621033,50588,,Intermediate,The compound was tested for half life in dog,,9615.0
4476,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,3639,BAO_0000218,CHEMBL621034,50588,,Intermediate,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",,9615.0
4477,,,,Canis lupus familiaris,,A,,,N,3880,BAO_0000218,CHEMBL621035,50588,,Intermediate,The half life was determined,,9615.0
4478,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,3918,BAO_0000218,CHEMBL621036,50588,,Intermediate,The plasma half-life in dogs,,9615.0
4479,1969.0,,Plasma,Canis lupus familiaris,,A,,,N,16452,BAO_0000218,CHEMBL621037,50588,,Intermediate,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,,9615.0
4480,,,,Canis lupus familiaris,,A,,,N,17796,BAO_0000218,CHEMBL619812,50588,,Intermediate,Half life in dog,,9615.0
4481,,,,Canis lupus familiaris,,A,,,N,5983,BAO_0000218,CHEMBL619813,50588,,Intermediate,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,In vivo,9615.0
4482,,,,Canis lupus familiaris,,A,,,N,1466,BAO_0000218,CHEMBL873335,50588,,Intermediate,tmax upon peroral administration of 10.0 mg/Kg dose in dog,In vivo,9615.0
4483,,,,Canis lupus familiaris,,A,,,N,16456,BAO_0000218,CHEMBL619814,50588,,Intermediate,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,In vivo,9615.0
4484,,,,Mustela putorius furo,,A,,,N,6113,BAO_0000218,CHEMBL619815,50506,,Expert,Cmax in ferrets after 30 mg/kg oral dose,In vivo,9669.0
4485,,,,Mustela putorius furo,,F,,,N,6113,BAO_0000218,CHEMBL619816,50506,,Expert,Emesis in ferrets at 30 mg/kg oral dose,In vivo,9669.0
4486,,,,Macaca fascicularis,,A,,,U,17796,BAO_0000218,CHEMBL619817,22224,,Autocuration,Bioavailability in cynomolgus monkey,In vivo,9541.0
4487,,,,Macaca fascicularis,,A,,,N,17796,BAO_0000218,CHEMBL619818,100710,,Intermediate,Volume of distribution in cynomolgus,In vivo,9541.0
4488,1969.0,,Plasma,Cavia porcellus,,A,,,U,5308,BAO_0000218,CHEMBL619819,22224,,Autocuration,AUC tested in guinea pig when 3 mg/kg dose was given perorally,,10141.0
4489,,,,Cavia porcellus,,A,,,U,4877,BAO_0000218,CHEMBL619820,22224,,Autocuration,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,,10141.0
4490,,,,Cavia porcellus,,A,,,U,4876,BAO_0000218,CHEMBL875419,22224,,Autocuration,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",,10141.0
4491,1969.0,,Plasma,Cavia porcellus,,A,,,U,4878,BAO_0000218,CHEMBL619821,22224,,Autocuration,AUC in guinea pig after 3mg/kg oral dose,In vivo,10141.0
4492,,,,Cavia porcellus,,A,,,U,5308,BAO_0000218,CHEMBL619822,22224,,Autocuration,Bioavailability in guinea pig was tested,In vivo,10141.0
4493,,,,Cavia porcellus,,A,,,U,4877,BAO_0000218,CHEMBL619823,22224,,Autocuration,Tested for oral bioavailability in guinea pig at 5 mg/kg,In vivo,10141.0
4494,,,,Cavia porcellus,,A,,,U,4876,BAO_0000218,CHEMBL619824,22224,,Autocuration,Tested for the oral bioavailability of the compound,In vivo,10141.0
4495,,,,Cavia porcellus,,A,,,U,4876,BAO_0000218,CHEMBL619825,22224,,Autocuration,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,In vivo,10141.0
4496,,,,Cavia porcellus,,A,,,U,5308,BAO_0000218,CHEMBL619826,22224,,Autocuration,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,In vivo,10141.0
4497,2048.0,,Lung,Cavia porcellus,,A,,,U,4877,BAO_0000218,CHEMBL619827,22224,,Autocuration,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,In vivo,10141.0
4498,,,,Cavia porcellus,,A,,,U,4878,BAO_0000218,CHEMBL618167,22224,,Autocuration,Cmax in guinea pig after 3mg/kg oral dose,In vivo,10141.0
4499,178.0,,Blood,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618168,22224,,Autocuration,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4500,955.0,,Brain,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618169,22224,,Autocuration,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4501,,,,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618170,22224,,Autocuration,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4502,160.0,,Intestine,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618171,22224,,Autocuration,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4503,2113.0,,Kidney,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618172,22224,,Autocuration,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4504,2107.0,,Liver,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618173,22224,,Autocuration,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4505,,,,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618174,22224,,Autocuration,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4506,2106.0,,Spleen,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL875408,22224,,Autocuration,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,,10141.0
4507,,,,Cavia porcellus,,A,,,U,14465,BAO_0000218,CHEMBL839827,22224,,Autocuration,Elimination T1/2 in Guinea pig (PO dose),In vivo,10141.0
4508,,,,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL618175,22224,,Autocuration,Partition coefficient was measured as -log (counts per min ),,10141.0
4509,,,,Cavia porcellus,,A,,,U,611,BAO_0000218,CHEMBL618176,22224,,Autocuration,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,In vivo,10141.0
4510,,,,Cavia porcellus,,A,,,U,611,BAO_0000218,CHEMBL618177,22224,,Autocuration,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,In vivo,10141.0
4511,,,,Cavia porcellus,,A,,,U,14465,BAO_0000218,CHEMBL618178,22224,,Autocuration,Elimination T1/2 in Guinea pig (PO dose),In vivo,10141.0
4512,,,,Cavia porcellus,,A,,,U,4876,BAO_0000218,CHEMBL618179,22224,,Autocuration,"Tested for the half life period of the compound, intravenously",In vivo,10141.0
4513,,,,Cavia porcellus,,A,,,U,5689,BAO_0000019,CHEMBL873489,22224,,Autocuration,Half-life was measured,,10141.0
4514,,,,Cavia porcellus,,A,,,U,7515,BAO_0000019,CHEMBL618180,22224,,Autocuration,The time required for onset of inotropy after addition of a single dose of delta F75,,10141.0
4515,,,,Cavia porcellus,,A,,,U,17667,BAO_0000218,CHEMBL618181,22224,,Autocuration,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,In vivo,10141.0
4516,,,,Cavia porcellus,,A,,,U,17667,BAO_0000218,CHEMBL618182,22224,,Autocuration,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,In vivo,10141.0
4517,,,,Cricetulus griseus,,A,,,U,4727,BAO_0000218,CHEMBL618183,22224,,Autocuration,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,In vivo,10029.0
4518,,,,Mus musculus,,A,,,N,10107,BAO_0000218,CHEMBL618184,50594,,Intermediate,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,In vivo,10090.0
4519,,,,Mus musculus,,A,,,N,10107,BAO_0000218,CHEMBL618185,50594,,Intermediate,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,In vivo,10090.0
4520,,,,Mus musculus,,A,,,N,10107,BAO_0000218,CHEMBL618186,50594,,Intermediate,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,In vivo,10090.0
4521,,,,Mus musculus,,A,,,N,10107,BAO_0000218,CHEMBL618187,50594,,Intermediate,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,In vivo,10090.0
4522,,,,Mus musculus,,A,,,N,10107,BAO_0000218,CHEMBL618188,50594,,Intermediate,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,In vivo,10090.0
4523,,,,Mus musculus,,A,,,N,10107,BAO_0000218,CHEMBL875409,50594,,Intermediate,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,In vivo,10090.0
4524,,,,Mus musculus,,A,,,N,10107,BAO_0000218,CHEMBL618189,50594,,Intermediate,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,In vivo,10090.0
4525,178.0,,Blood,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618190,50594,,Intermediate,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,In vivo,10090.0
4526,178.0,,Blood,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618191,50594,,Intermediate,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,In vivo,10090.0
4527,178.0,,Blood,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618192,50594,,Intermediate,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,In vivo,10090.0
4528,10000001.0,,Bone,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618193,50594,,Intermediate,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,In vivo,10090.0
4529,10000001.0,,Bone,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618194,50594,,Intermediate,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,In vivo,10090.0
4530,10000001.0,,Bone,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618195,50594,,Intermediate,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,In vivo,10090.0
4531,955.0,,Brain,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618196,50594,,Intermediate,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,In vivo,10090.0
4532,955.0,,Brain,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618197,50594,,Intermediate,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,In vivo,10090.0
4533,955.0,,Brain,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618198,50594,,Intermediate,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,In vivo,10090.0
4534,948.0,,Heart,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618199,50594,,Intermediate,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,In vivo,10090.0
4535,948.0,,Heart,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618200,50594,,Intermediate,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,In vivo,10090.0
4536,948.0,,Heart,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618201,50594,,Intermediate,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,In vivo,10090.0
4537,160.0,,Intestine,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618202,50594,,Intermediate,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,In vivo,10090.0
4538,160.0,,Intestine,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618203,50594,,Intermediate,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,In vivo,10090.0
4539,160.0,,Intestine,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618204,50594,,Intermediate,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,In vivo,10090.0
4540,2113.0,,Kidney,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618205,50594,,Intermediate,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,In vivo,10090.0
4541,2113.0,,Kidney,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618206,50594,,Intermediate,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,In vivo,10090.0
4542,2113.0,,Kidney,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618207,50594,,Intermediate,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,In vivo,10090.0
4543,2107.0,,Liver,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618208,50594,,Intermediate,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,In vivo,10090.0
4544,2107.0,,Liver,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618932,50594,,Intermediate,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,In vivo,10090.0
4545,2107.0,,Liver,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618933,50594,,Intermediate,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,In vivo,10090.0
4546,2048.0,,Lung,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618934,50594,,Intermediate,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,In vivo,10090.0
4547,2048.0,,Lung,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618935,50594,,Intermediate,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,In vivo,10090.0
4548,2048.0,,Lung,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618936,50594,,Intermediate,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,In vivo,10090.0
4549,2385.0,,Muscle tissue,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618937,50594,,Intermediate,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,In vivo,10090.0
4550,2385.0,,Muscle tissue,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL618938,50594,,Intermediate,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,In vivo,10090.0
4551,2385.0,,Muscle tissue,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL619104,50594,,Intermediate,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,In vivo,10090.0
4552,2106.0,,Spleen,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL619105,50594,,Intermediate,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,In vivo,10090.0
4553,2106.0,,Spleen,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL619106,50594,,Intermediate,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,In vivo,10090.0
4554,2106.0,,Spleen,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL619107,50594,,Intermediate,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,In vivo,10090.0
4555,945.0,,Stomach,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL875410,50594,,Intermediate,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,In vivo,10090.0
4556,945.0,,Stomach,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL619108,50594,,Intermediate,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,In vivo,10090.0
4557,945.0,,Stomach,Mus musculus,,A,,,N,3655,BAO_0000218,CHEMBL619109,50594,,Intermediate,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,In vivo,10090.0
4558,,,,Mus musculus,,A,,,N,16597,BAO_0000218,CHEMBL619110,50594,,Intermediate,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,10090.0
4559,,,,Mus musculus,,F,,,N,16597,BAO_0000218,CHEMBL619111,50594,,Intermediate,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,In vivo,10090.0
4560,,,,Mus musculus,,A,,,N,16597,BAO_0000218,CHEMBL619112,50594,,Intermediate,MRT value at a dose of 10 mg/kg intravenous administration in mice.,In vivo,10090.0
4561,,,,Mus musculus,,A,,,N,16597,BAO_0000218,CHEMBL619113,50594,,Intermediate,MRT value at a dose of 10 mg/kg peroral administration in mice.,In vivo,10090.0
4562,,,,Mus musculus,,A,,,N,17764,BAO_0000218,CHEMBL619114,50594,,Intermediate,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,In vivo,10090.0
4563,,,,Mus musculus,,F,,,N,17764,BAO_0000218,CHEMBL619115,50594,,Intermediate,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,In vivo,10090.0
4564,,A2780,,Homo sapiens,,F,,478.0,N,3830,BAO_0000219,CHEMBL619116,81034,,Intermediate,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,,9606.0
4565,,A2780,,Homo sapiens,,F,,478.0,N,3829,BAO_0000219,CHEMBL619117,81034,,Intermediate,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,,9606.0
4566,,A2780,,Homo sapiens,,F,,478.0,N,2040,BAO_0000219,CHEMBL619118,81034,,Intermediate,Compound was evaluated for cytotoxicity against A2780 cell lines.,,9606.0
4567,,A2780,,Homo sapiens,,F,,478.0,N,15684,BAO_0000219,CHEMBL619119,81034,,Intermediate,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,,9606.0
4568,,A2780,,Homo sapiens,,F,,478.0,N,15684,BAO_0000219,CHEMBL619120,81034,,Intermediate,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,,9606.0
4569,,A2780,,Homo sapiens,,F,,478.0,N,15684,BAO_0000219,CHEMBL619121,81034,,Intermediate,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,,9606.0
4570,,A2780,,Homo sapiens,,F,,478.0,N,15684,BAO_0000219,CHEMBL619122,81034,,Intermediate,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,,9606.0
4571,,A2780,,Homo sapiens,,F,,478.0,N,15684,BAO_0000219,CHEMBL619123,81034,,Intermediate,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,,9606.0
4572,,A2780,,Homo sapiens,,F,,478.0,N,15684,BAO_0000219,CHEMBL619124,81034,,Intermediate,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,,9606.0
