Fiscal year,Indigenous issues (marker),CFLI (marker),Biodiversity (marker),Regional program (marker),Division name,Untied amount(Project-level budget),Sector percent,Organisation sub-class,Fund centre ID,Project number,Fund centre name,Organisation type,Knowledge for development (marker),Gender equality (marker),Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
200920q0,0,0,0,1,WEfSouth4rnEzsternAfricq,6714939.198946797,0.33381012981829566,IFI,4246,A93353t001,9anAfrica,ForeignNonProcitMal8nr,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
e0092010,0,0,0,1,WEDS8uthsrnEas6ernAfeica,58090639.01040904,0.13358664395902486,IFI,4246,A04w535001,Panwfrica,ForeifmNpnProf9tMaking,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,1,WEDSkuthernEastermAfrlfa,5132336.010213235,0.01800271307001844,IFI,4246,A03353y091,PanAfrida,Foreignbon9rofitMqk7ng,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,0,0,0,1,WEDSouyh3rnEashernqfrica,17946106.559576713,0.7304996880760608,IFI,4246,q033535p01,PanArrica,boreigjNohProf9tMaking,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092910,0,0,0,1,13DSoutherjEasternAerica,14933069.152566938,0.09766838805015426,IFI,4246,Ao335w5001,oanAfrica,ForeignhonPgoc8tMaking,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009e010,0,0,0,1,WEDSouthernEasteensf3icw,37120148.8538595,0.09613563398960226,IFI,4246,A033534o01,PanAfricw,ForeignNonProf95Mskibg,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,0,0,0,1,WEDaouthernExst4dnAfrica,20237544.176763475,0.40876453462086665,IFI,4246,A0e35r5001,PanAfricq,Foreignmob0rofitMajing,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,0,0,0,1,WEfSojtnernEasternAfricq,23900012.468153324,0.4600487616275088,IFI,4246,A0336350p1,PanAfrisa,roreignNlnProvitMaiing,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200i2010,0,0,0,1,WEDSo6thergwast2rnAfrica,1806937.1394881625,0.42744153462331,IFI,4246,A0435350o1,PsnAfrica,ForeignNlnP3ofitnxking,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20p92010,0,0,0,1,WEsSouthernEwstsrnAfruca,13955453.668496225,0.8203495917492761,IFI,4246,s0r3535001,PanAgrica,FireighNonProfjtMakibg,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,0,0,0,1,WEDSo6thern3asterjAfrida,9342058.26164532,0.15095272644810742,IFI,4246,A034535002,PanAfricw,F9rekgnNonProfithakinh,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
q0092010,0,0,0,1,WdDzouthernEastermAvrica,10331105.695303079,0.16668324224250772,IFI,4246,A9w3535001,Panxfrica,Foreibnjon0rofitkaking,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200i2010,0,0,0,1,eEDSouthernEastefnArricw,28295379.418451764,0.013975076743177106,IFI,4246,A0335350ow,PanAf4ica,eoreignh0nProfjtMaking,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2p092010,0,0,0,1,WEDSouthd4nEac5ernAfrica,3001360.35802019,0.6827728032612665,IFI,4246,A03e5350p1,PanAgrica,ForeignjonPriditMakinr,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009e010,0,0,0,1,WEcSouthernEas5ernAeruca,2360668.7108660247,0.15310149241363136,IFI,4246,s03353500w,PanAffica,ForeinnNin9gofitMaking,0,1,Terminating,10000000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201o,0,0,0,1,WEDSoutyernEwsherjAfrica,2744381.6282277666,0.2928437738595969,FEDE4AL,4246,Ap335r7001,0anAfrica,CanaxianN8nProfitjaiing,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,1,WEDzouthern4zsternAfgica,7136462.020973962,0.4360168083042913,C8NSUoTINGSERVIC4S,4246,x03353u001,PanAfriva,xznadian9rofitjaking,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,0,0,0,1,WEDSoutmernEasrermAfruca,40683722.69810708,0.00457009328072891,NGO,4246,A04e537001,PznAfrica,CanqdianNonProfltMakign,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,1,WEDSoutheggEazternAvrica,33501111.62380865,0.06374583705621645,FEsERAL,4246,Ap33537o01,PanAfricx,CanawianNohProfitnaklng,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,1,WEDS8uthernEastdrnAtricz,19092159.68627839,0.15772757765811218,COjSULTIbGaERVICES,4246,A0335w700w,Pansfrica,ssnadiznProfitMaling,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,0,0,0,1,WEDcouthern4asgerbAfrica,17736050.943676174,0.2870683797489596,NGO,4246,Apw3537001,PwnAfrica,CanaxianNonPg9fitMakibg,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,1,2EDSouthernEaste5nAgr9ca,12237610.533288067,0.19886195435834936,FED3RAL,4246,z0335370p1,PanAfr8ca,CanxdianjonPrpritMaking,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,0,0,0,1,WEDdouthernEas4efbAfrica,16462491.955667725,0.46135734099439984,CONcULTkNGSERVIC4S,4246,A03353600q,PanAfroca,CanaeksnProfitMqking,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20992010,0,0,0,1,WEDeo6thernEwst4rnAfrica,4824727.116751904,0.5040112546261423,NGO,4246,w03353700w,PanAfrifa,CabavisnNon9rofitMaking,0,2,Terminating,4428150.98,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,0,0,0,1,WWDWeshCebtraosfrica,1350414.6388199497,0.014406460110330421,IFI,4310,q0335r8001,CfntraiWestArricaRegiiballrogram,ForeignNonProfihnaukng,0,0,Closed,15000000.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,0,0,0,1,WWD2estCentrxlzfrjca,1325648.4265507944,0.209083989558991,IFI,4310,A0335w8p01,CenyralWestAf3lczRegionskProgram,F8rejgngonPr9fitMaking,0,0,Closed,15000000.0,B4200,WGM Sub-Saharan Africa,D4207,S4249,Gulf of Guinea Program,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,0,0,0,1,W3DxoutternEastsrnAfrica,14642659.417169567,0.14206521866704092,UNoTEvNATIONS,4246,A033549002,PanAfricz,ForeignhojProfitMakjmg,0,1,Terminating,14700000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,1,WEsxouthernEasternsfrisa,15654439.694127832,0.07189650195631656,UjITEDNzTIONS,4246,A02353i001,PanAfricx,ForeivmNinPtofitMaking,0,1,Terminating,14700000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
q0092010,0,0,0,1,WEDSohthedmEasternAfrics,30258988.41840723,0.01545506618636297,UNITrDNATIONw,4246,A0e3539901,Panxfrica,F8r2ugnNojProfitMaking,0,1,Terminating,14700000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,0,0,0,1,W2cSouthernEasternxfr7ca,25661012.375232033,0.27974088103672673,UNITEDNAToOgS,4246,Aoe3540001,PanAerica,ForeignNonPr8firMaj7ng,0,0,Operational,19800000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,0,0,0,1,WEDSoutme5nEasternzbrica,8281999.19658842,0.12702630747810068,jNITEDNATIONc,4246,A03354p00w,PxnAfrica,FkgeignNonorofitMak8ng,0,0,Operational,19800000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,0,0,0,1,WEDSou5hfrnEaetwrnAfrica,21240755.320228197,0.060142688260674926,UNITEDNwTIkNS,4246,Ao33540p01,Panxfrica,ForeignNonProritnakigt,0,0,Operational,19800000.0,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20093010,0,0,0,0,8qDAsiaProframming,23946209.67532575,0.26297862742187705,NGO,4124,A02w545001,Pxkistan,CanadiamgonlrofitMakinv,0,2,Operational,11584870.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,0,0,0,0,OADAcixProgramking,1864283.9616598245,0.07776240485999975,NGO,4124,A033544p01,Pajistan,danadkahNogProfitMaking,0,2,Operational,11584870.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,0,OADAsiaProyrahning,24408856.880090088,0.3004063475188831,NGO,4124,A0r35t6001,Pakistah,damadianNonorofitMqking,0,1,Closed,2497644.85,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.47,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,0,0,0,0,9ADAsiaP4ogramhing,1760944.5354193132,0.3494526147051209,NGO,4124,Ap335460o1,Pauistan,CanafixnNonPdofitMakiny,0,1,Closed,2497644.85,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.47,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,0,0,0,0,OADAsiaPrkfrahming,22239973.39592707,0.26556103242699386,NGO,4124,A043y46001,Pakistsn,sanadiabNonProritMaling,0,1,Closed,2497644.85,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.47,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
10092010,0,0,0,0,pADAciaProg5amming,26203926.91645979,0.2010504593413641,NGO,4124,A03354609q,Pakiwtan,CanaeianNohProfihMakimg,0,1,Closed,2497644.85,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.47,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,0,0,0,0,pADAsiaPr8framming,28682071.121992975,0.2402671696081302,NGO,4124,sp33546001,Pakiwtan,CqnzdianNlhProfitMaking,0,1,Closed,2497644.85,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.47,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,0,0,0,0,9ADAsiaPdogramm8ng,15068062.28332565,0.48591426550081673,NGO,4124,A9335r6001,Pakictan,CanavianNpnProfi6Mak9ng,0,1,Closed,2497644.85,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.47,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200i2010,0,0,0,0,OADAskaPronrzmming,2979854.1142802984,0.4412713239241499,NGO,4124,z033546002,Pakiwtan,CamadianN9n9rofitMakung,0,1,Closed,2497644.85,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.47,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200920w0,0,0,0,0,8ADAsiaProgeammijg,7120059.307569955,0.40814906474404855,NGO,4124,Aow3548001,lakistan,CanadianNon05ogirMaking,0,1,Closed,2497495.79,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.500000002,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,0,0,0,0,0ADAsialrogramjing,28022088.477642655,0.19340153441719482,NGO,4124,w0335480o1,Pak7stan,Cajad7anNonPriritMaking,0,1,Closed,2497495.79,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.500000002,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20082010,0,0,0,0,8ADAsialrogramminv,16840688.878177367,0.08404166604055685,NGO,4124,A0335eo001,9akistan,sanadoahNonProfitMakimg,0,1,Closed,2497495.79,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.500000002,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,0,0,0,0,OADzsiaPrpg5amming,8780517.579445569,0.3557648701803603,NGO,4124,A0w354o001,Pqkistan,CwhadisnNonProfitnaking,0,1,Closed,2497495.79,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.500000002,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,0,lAvAsiaProbramming,3450194.5722682383,0.3996865712217662,NGO,4124,A933548p01,Pakistab,xwnadianNobProfigMaking,0,1,Closed,2497495.79,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.500000002,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,OADAeia0rogramking,1156855.79601039,0.34656299039396304,lNTERNATkkNALNGO,4124,A0w354p001,Pakis6an,CsnasianNonPgofihMaking,0,1,Closed,2475004.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.4,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,OADAsialrofrakming,16679630.916863661,0.2524510495273694,jNTE5NsTIONALNGO,4124,A03354o901,0akistan,xanad9anNonPrpvitMaking,0,1,Closed,2475004.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.4,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,0,0,0,0,9AxAsuaProgramming,41362466.884869315,0.45527411960862596,INTdRNsTIONALjGO,4124,w033549091,Pakisyan,CahawianjonProfitMwking,0,1,Closed,2475004.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.4,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
e0092010,0,0,0,0,WeDWrstCenhralwfrica,1823455.5274031013,0.4903804600879032,FEsERAL,4216,A043556001,Mali,CanadianN8nProfitMaiunf,0,2,Closed,3156951.17,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,1
2o092010,0,0,0,0,WWDWesgCentralAfdjcz,25255318.208249025,0.10892101402668092,8nknown,4216,A0335570p2,Mali,Undoded,0,2,Closed,3156951.17,B4200,WGM Sub-Saharan Africa,D4207,S4215,Mali Program Section,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,1
29092010,0,0,0,0,WWDWfstdentralAfdiva,15403989.221573096,0.5741972682200978,FEDERsL,4238,A033t65p01,Senegsl,vxnasianNonorofitMaking,0,0,Terminating,533706.96,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20091010,0,0,0,0,aWDWewtCenrralAfrlca,10365697.10925418,0.20317813859444467,SUPPLIEROFGOODSS3fVIvrS,4238,A02356500w,Sensgal,Cwnadian9rofitMwkinb,0,0,Terminating,533706.96,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,0,0,0,0,WWDWestCsntdaoAftica,23562786.02326144,0.30099098746046793,COOoERANT,4238,A033675001,Senegxl,CahaxianProgitMakigg,0,0,Terminating,533706.96,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,0,0,0,0,WWvWrsrCebtralAfrica,2392238.872905651,0.3694885662123165,FEDERAp,4238,A03e56t001,Senegap,CznadianNonProfi5kajing,0,0,Terminating,533706.96,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,0,0,0,0,WWDWsstxentdapAfrica,14363854.609503288,0.19113815615495744,SUPPLIEtOFGi8DSSERVICEw,4238,Ap33565002,Senegxl,CagadianProf7tMakijt,0,0,Terminating,533706.96,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,0,0,0,0,WWDW3xtfentralAfricx,19065642.136108853,0.14238460602737602,COOPERAmT,4238,A0335t5901,Senegzl,CznadianProfutMakimy,0,0,Terminating,533706.96,B4200,WGM Sub-Saharan Africa,D4207,S4233,Senegal Program,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092o10,0,0,0,0,OxcwsiaProgramming,8581170.42629582,0.14111891294982676,NGO,4125,A032569o01,Afghqnistam,Cajad7anNonProfltkaking,0,0,Closed,3104706.61,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009q010,0,0,0,0,KGDSustainabieEsonomisGrow6nPsrther,18890718.823490754,0.7560277353293103,SoECIwLIZEDINzTIThTE,6218,q033571091,GofernancdHumanRigbtq,CanaxiagNonProfitMaijng,0,0,Operational,2853219.0,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
200p2010,0,0,0,0,oGDSustainablrEconpmicG5iwth0artger,32864998.626523077,0.38863051406884197,zP4CIALIZEDINSTI6UhE,6218,A033r71901,Governznfeu7manRights,CanavianNonProv7tMaming,0,0,Operational,2853219.0,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
200p2010,0,0,0,0,jGsSustainanleEcknomidGrowthlar4ner,12703092.730494317,0.33348523420180864,SPECIALIsEDINSTI5Ugr,6218,A033572p01,GovdgnandeHuman5ights,CajadiznNogProfitMajing,0,0,Operational,2853219.0,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
200o2010,0,0,0,0,KGfS7stajgablefconkmicGrowthPartjer,28778903.923541076,0.4229525882583045,xPrfIALIZEDINxTITUTE,6218,A03356100q,GiverjandeHukanRights,CanadianNonProf76Makihh,0,0,Operational,2853219.0,B6100,KFM Partnership for Develop. Innovation,D6214,S6218,Governance & Human Rights,0.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
20o92010,0,0,0,0,WaDWestCen5falAfricq,2099291.2558462434,0.23971369064376216,FEDEeAL,4302,A0r35u5001,Rwanra,Fo3ejgnNogProfitMak9ng,0,2,Closed,4500000.0,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,0.0,0.0,Core Funding,Uncoded: Pre-APP,1,Sectoral budget support,1,0,0,0,0
20092p10,0,0,0,0,OqDAsiaPtogramminr,994877.834679665,0.07617427956250639,NGO,4118,Ap33y76001,SriLania,sxnadianNonPrpfitMakong,0,2,Closed,4776342.91,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
2009q010,0,0,0,0,OADAsizProhrzmming,22104237.38141699,0.18531973433316173,NGO,4118,A03367y001,Srikanka,CanaeianNonProvi5Makjng,0,2,Closed,4776342.91,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
200920q0,0,0,0,0,OAswaiaProgramming,23088115.522340965,0.3319845902999638,NGO,4118,A0r357y001,Sriianka,CanadianNonPdod7tjaking,0,2,Closed,4776342.91,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
2o092010,0,0,0,0,0ADAciwProgramming,25575314.419218287,0.12011088227469505,CONSUoTINGSEfgICES,4124,A0e3577PR2,Pakisran,CabafianPfofiyMaking,0,2,Closed,481459.7,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.4,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,OADxsiaPeogrzmming,15903463.87777973,0.1683796684097434,CONeULTAjT,4124,q0335779RE,Pakistsn,CanawianPfof9tMaoing,0,2,Closed,481459.7,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.4,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,0,0,0,0,OADwskaProgtamming,4800822.321349,0.22028583879891261,COjSULTIjGSERbICES,4124,Ao3357iPRE,Paiistan,CanacisnPrpfitMwking,0,2,Closed,481459.7,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.4,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,0,0,0,0,OADAsiaPrpgrammibf,29704001.28145884,0.19112113800363714,CiNSUL5ANT,4124,A0335y70RE,Pxkistan,CanadiwbPtofihMaking,0,2,Closed,481459.7,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0.4,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,0,0,0,0,OADqsualrogramming,5072761.716976346,0.9736693275110097,FdDERAL,4124,A0335780p2,Pskistan,CsnadianNonor0fitMzking,0,0,Terminating,4950000.0,B4100,OGM Asia Pacific,D4100,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,2
20093010,0,0,0,1,WEDzouthernEasfernAfd9ca,21013213.12625811,0.07378396486673222,NGO,4272,A0335859o1,SouthernEastermAfricaSubgego9nspPfog,ForeignNonPr8fitMxiibg,1,1,Closed,7294221.36,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
