cell_id,bao_format,assay_subcellular_fraction,assay_test_type,doc_id,variant_id,tissue_id,assay_strain,assay_cell_type,confidence_score,assay_id,assay_category,description,curated_by,assay_organism,src_id,assay_tax_id,src_assay_id,assay_tissue,tid,assay_type,relationship_type,chembl_id
,BAO_0000218,,,9196,,,,,0,12300,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL631184
,BAO_0000218,,,9196,,,,,0,12301,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL629774
,BAO_0000218,,,9196,,,,,0,12302,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL629775
,BAO_0000218,,,9196,,,,,0,12303,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL876549
,BAO_0000218,,,9196,,,,,0,12304,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628172
,BAO_0000218,,,9196,,,,,0,12305,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628173
,BAO_0000218,,,9196,,,,,0,12306,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous after 1.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628174
,BAO_0000218,,,9196,,,,,0,12307,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 4.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628175
,BAO_0000218,,,9196,,,,,0,12308,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628176
,BAO_0000218,,,9196,,,,,0,12309,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628177
,BAO_0000218,,,9196,,,,,0,12310,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628178
,BAO_0000218,,,9196,,,,,0,12311,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628179
,BAO_0000218,,,9196,,,,,0,12312,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg i intravenous dosage after 1.0 hr; insufficient gastric juice produced,Autocuration,,1,,,,22224,A,U,CHEMBL628180
,BAO_0000218,,,9196,,,,,0,12313,,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 2.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628181
,BAO_0000218,,,9196,,,,,0,12314,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628182
,BAO_0000218,,,9196,,,,,0,12315,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628183
,BAO_0000218,,,9196,,,,,0,12316,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr; ND means not determined,Autocuration,,1,,,,22224,A,U,CHEMBL628184
,BAO_0000218,,,9196,,,,,0,12317,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628185
,BAO_0000218,,,9196,,,,,0,12318,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL875617
,BAO_0000218,,,9196,,,,,0,12319,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr; ND means not determined,Autocuration,,1,,,,22224,A,U,CHEMBL628186
,BAO_0000218,,,9196,,,,,0,12320,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628187
,BAO_0000218,,,9196,,,,,0,12321,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628188
,BAO_0000218,,,9196,,,,,0,12322,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628189
,BAO_0000218,,,9196,,,,,0,12323,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 1.5 hr; ND means not determined,Autocuration,,1,,,,22224,A,U,CHEMBL628190
,BAO_0000218,,,9196,,,,,0,12324,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,Autocuration,,1,,,,22224,A,U,CHEMBL628191
,BAO_0000218,,,9196,,,,,0,12325,,Concentration of radioactivity in plasma for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.5 hr; ND means not determined,Autocuration,,1,,,,22224,A,U,CHEMBL626513
,BAO_0000218,,,8608,,2046.0,,,1,12326,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 19-24",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626514
,BAO_0000218,,,8608,,2046.0,,,1,12327,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 26-40",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626515
,BAO_0000218,,,8608,,2046.0,,,1,12328,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 29-44",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626516
,BAO_0000218,,,8608,,2046.0,,,1,12329,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 32-42",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626517
,BAO_0000218,,,8608,,2046.0,,,1,12330,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 33-60",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626518
,BAO_0000218,,,8608,,2046.0,,,1,12331,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 30 minutes intravenous administration; dose/g, range 4-7",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626519
,BAO_0000218,,,8608,,2046.0,,,1,12332,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 13-18",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626520
,BAO_0000218,,,8608,,2046.0,,,1,12333,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 16-32",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626521
,BAO_0000218,,,8608,,2046.0,,,1,12334,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 22-25",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626522
,BAO_0000218,,,8608,,2046.0,,,1,12335,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 26-49",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626523
,BAO_0000218,,,8608,,2046.0,,,1,12336,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 29-36",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626524
,BAO_0000218,,,8608,,2046.0,,,1,12337,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 5 minutes intravenous administration; dose/g, range 5-8",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626688
,BAO_0000218,,,8608,,2046.0,,,1,12338,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 26-42",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626689
,BAO_0000218,,,8608,,2046.0,,,1,12339,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 30-53",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626690
,BAO_0000218,,,8608,,2046.0,,,1,12340,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 32-43",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL626691
,BAO_0000218,,,8608,,2046.0,,,1,12341,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 35-53",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL627319
,BAO_0000218,,,8608,,2046.0,,,1,12342,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 5-12",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL624052
,BAO_0000218,,,8608,,2046.0,,,1,12343,,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats thyroid after 60 minutes intravenous administration; dose/g, range 55-102",Intermediate,Rattus norvegicus,1,10116.0,,Thyroid gland,50597,A,N,CHEMBL624053
,BAO_0000218,,,8085,,,,,1,12344,,In vivo distribution of the drug in plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL624054
,BAO_0000218,,,8085,,,,,1,12345,,In vivo distribution of the drug in plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL624055
,BAO_0000218,,,8085,,,,,1,12346,,In vivo distribution of the drug in plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL624056
,BAO_0000218,,,8085,,995.0,,,1,12347,,In vivo distribution of the drug in uterus was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,Uterus,50597,A,N,CHEMBL624057
,BAO_0000218,,,8085,,995.0,,,1,12348,,In vivo distribution of the drug in uterus was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,Uterus,50597,A,N,CHEMBL622281
,BAO_0000218,,,8085,,995.0,,,1,12349,,In vivo distribution of the drug in uterus was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,Uterus,50597,A,N,CHEMBL622282
,BAO_0000218,,,8085,,995.0,,,1,12350,,In vivo distribution of the drug in uterus/plasma was determined at 1 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,Uterus,50597,A,N,CHEMBL622283
,BAO_0000218,,,8085,,995.0,,,1,12351,,In vivo distribution of the drug in uterus/plasma was determined at 2 hr following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,Uterus,50597,A,N,CHEMBL622284
,BAO_0000218,,,8085,,995.0,,,1,12352,,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,Uterus,50597,A,N,CHEMBL622285
,BAO_0000218,,,8085,,995.0,,,1,12353,,In vivo distribution of the drug in uterus/plasma was determined at 3h following injection of five microcurics of the radiolabeled [125 I] compound in rats,Intermediate,Rattus norvegicus,1,10116.0,,Uterus,50597,A,N,CHEMBL622286
,BAO_0000100,,,7657,,,,,0,12354,,Distribution coefficient (D %) between octanol and buffer of pH 7.4,Autocuration,,1,,,,22224,P,U,CHEMBL622287
,BAO_0000218,,,8935,,,,,1,12355,,Partition coefficient (logD7.4),Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL622288
,BAO_0000218,,,13792,,,,,1,12356,,"Percentage of radioactivity in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL622289
,BAO_0000218,,,13792,,955.0,,,1,12357,,"Percentage of radioactivity in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",Intermediate,Mus musculus,1,10090.0,,Brain,50594,A,N,CHEMBL622290
,BAO_0000218,,,13792,,,,,1,12358,,Percentage of radioactivity in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL622291
,BAO_0000218,,,13792,,955.0,,,1,12359,,Percentage of radioactivity in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,Intermediate,Mus musculus,1,10090.0,,Brain,50594,A,N,CHEMBL622292
,BAO_0000218,,,13792,,,,,1,12360,,"Percentage of total protein recovered in P1 subregion in mouse brain that contains nuclei and cell debris, after Jugular Vein Injection",Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL622293
,BAO_0000218,,,13792,,955.0,,,1,12361,,"Percentage of total protein recovered in P2 subregion in mouse brain that contains myelin fragments, synaptosomes (pinched-nerve endings), and mitochondria after Jugular Vein Injection",Intermediate,Mus musculus,1,10090.0,,Brain,50594,A,N,CHEMBL622294
,BAO_0000218,,,13792,,,,,1,12362,,Percentage of total protein recovered in P3 subregion in mouse brain that contains microsomal fraction after Jugular Vein Injection,Intermediate,Mus musculus,1,10090.0,,,50594,A,N,CHEMBL622295
,BAO_0000218,,,13792,,955.0,,,1,12363,,Percentage of total protein recovered in S3 which is the soluble fraction in mouse brain after Jugular Vein Injection,Intermediate,Rattus norvegicus,1,10116.0,,Brain,50597,A,N,CHEMBL622296
,BAO_0000218,,,14103,,1969.0,,,1,12364,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 2 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL874409
,BAO_0000218,,,14103,,1969.0,,,1,12365,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 240 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622297
,BAO_0000218,,,14103,,1969.0,,,1,12366,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 30 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622298
,BAO_0000218,,,14103,,1969.0,,,1,12367,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 45 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622299
,BAO_0000218,,,14103,,1969.0,,,1,12368,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 5 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622300
,BAO_0000218,,,14103,,1969.0,,,1,12369,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 60 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622301
,BAO_0000218,,,14103,,1969.0,,,1,12370,,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 90 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622302
,BAO_0000218,,,14103,,1969.0,,,1,12371,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 120 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622303
,BAO_0000218,,,14103,,1969.0,,,1,12372,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622304
,BAO_0000218,,,14103,,1969.0,,,1,12373,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 15 minutes;nd=not determined,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622305
,BAO_0000218,,,14103,,1969.0,,,1,12374,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 180 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL622306
,BAO_0000218,,,14103,,1969.0,,,1,12375,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 2 minutes;nd=not determined,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626864
,BAO_0000218,,,14103,,1969.0,,,1,12376,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626865
,BAO_0000218,,,14103,,1969.0,,,1,12377,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 240 minutes;nd=not determined,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626866
,BAO_0000218,,,14103,,1969.0,,,1,12378,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 30 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626867
,BAO_0000218,,,14103,,1969.0,,,1,12379,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626868
,BAO_0000218,,,14103,,1969.0,,,1,12380,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 45 minutes;nd=not determined,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626869
,BAO_0000218,,,14103,,1969.0,,,1,12381,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626870
,BAO_0000218,,,14103,,1969.0,,,1,12382,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 5 minutes;nd=not determined,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626871
,BAO_0000218,,,14103,,1969.0,,,1,12383,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 60 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL626872
,BAO_0000218,,,14103,,1969.0,,,1,12384,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes.,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL632185
,BAO_0000218,,,14103,,1969.0,,,1,12385,,50 mg/kg was administered orally in anesthetized rats and the concentration in plasma was determined after 90 minutes;nd=not determined,Intermediate,Rattus norvegicus,1,10116.0,,Plasma,50597,A,N,CHEMBL632186
,BAO_0000019,,,12904,,,,,0,12386,,Amount of acetic acid produced by the compound,Autocuration,,1,,,,22224,A,U,CHEMBL629310
,BAO_0000019,,,12904,,,,,0,12387,,Apparent first-order rate of solvolysis for the bipinnatin-A(A4) was determined,Autocuration,,1,,,,22224,A,U,CHEMBL629311
,BAO_0000218,,,9663,,,,,1,12388,,Log of (Cbrain/Cblood) in rats,Intermediate,Rattus norvegicus,1,10116.0,,,50597,A,N,CHEMBL629312
,BAO_0000221,,,7652,,,,,0,12389,,Compound in absence of MPM cell homogenate at pH 3 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629313
,BAO_0000221,,,7652,,,,,0,12390,,Compound in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629314
,BAO_0000221,,,7652,,,,,0,12391,,Compound in absence of MPM cell homogenate at pH 7 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629315
,BAO_0000219,,,7652,,,,,0,12392,,Compound in presence of MPM cells and in absence of inactivator at pH 8 to isolate compound 4 (ng),Autocuration,,1,,,,22224,B,U,CHEMBL629316
,BAO_0000221,,,7652,,,,,0,12393,,Compound treated in absence of MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629317
,BAO_0000019,,,7652,,,,,0,12394,,Compound treated with MPM cell homogenate at pH 3 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629318
,BAO_0000019,,,7652,,,,,0,12395,,Compound treated with MPM cell homogenate at pH 3.5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL877497
,BAO_0000019,,,7652,,,,,0,12396,,Compound treated with MPM cell homogenate at pH 4 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629319
,BAO_0000019,,,7652,,,,,0,12397,,Compound treated with MPM cell homogenate at pH 4.5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629320
,BAO_0000019,,,7652,,,,,0,12398,,Compound treated with MPM cell homogenate at pH 5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629496
,BAO_0000019,,,7652,,,,,0,12399,,Compound treated with MPM cell homogenate at pH 5.5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629497
,BAO_0000019,,,7652,,,,,0,12400,,Compound treated with MPM cell homogenate at pH 6 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629498
,BAO_0000019,,,7652,,,,,0,12401,,Compound treated with MPM cell homogenate at pH 6.5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629499
,BAO_0000019,,,7652,,,,,0,12402,,Compound treated with MPM cell homogenate at pH 7 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629500
,BAO_0000019,,,7652,,,,,0,12403,,Compound treated with MPM cell homogenate at pH 7.5 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629501
,BAO_0000019,,,7652,,,,,0,12404,,Compound treated with MPM cell homogenate at pH 8 to isolate compound 4 (ng),Autocuration,,1,,,,22224,A,U,CHEMBL629502
,BAO_0000218,,In vivo,8267,,,,,0,12405,,Compound was evaluated for its urinary recovery after oral administration (100 mg) to Beagle dogs,Autocuration,,1,,,,22224,F,U,CHEMBL629503
,BAO_0000218,,,8267,,,,,1,12406,,Compound was evaluated for its urinary recovery after oral administration (200 mg) to Beagle dogs,Intermediate,Canis lupus familiaris,1,9615.0,,,50588,A,N,CHEMBL629504
,BAO_0000019,,,14479,,,,,0,12407,,Compound was evaluated for the rate of degradation by Carboxypeptidase A.,Autocuration,,1,,,,22224,A,U,CHEMBL629505
,BAO_0000019,,,17515,,,,,0,12408,,Compound was evaluated for total body clearance,Autocuration,,1,,,,22224,A,U,CHEMBL629506
,BAO_0000019,,,17515,,,,,0,12409,,Compound was evaluated for volume of distribution at steady state,Autocuration,,1,,,,22224,A,U,CHEMBL629507
,BAO_0000019,,,8142,,,,,0,12410,,Compound was tested for hydrolysis by acetylcholinesterase and the kinetic constant KOH- was reported.,Autocuration,,1,,,,22224,A,U,CHEMBL877498
,BAO_0000019,,,14849,,,,,0,12411,,Percentage of the diamine which is monoprotonated at pH 7.4,Autocuration,,1,,,,22224,A,U,CHEMBL629508
,BAO_0000019,,,7653,,,,,0,12412,,Distribution of radioactivity derived form [C14]-labeled compound taken up by 7800C1 cells,Autocuration,,1,,,,22224,A,U,CHEMBL629509
,BAO_0000218,,,8631,,178.0,,,1,12413,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 5 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL629510
,BAO_0000218,,,8631,,178.0,,,1,12414,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 10 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL629511
,BAO_0000218,,,8631,,178.0,,,1,12415,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 15 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL629512
,BAO_0000218,,,8631,,178.0,,,1,12416,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 20 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL629513
,BAO_0000218,,,8631,,178.0,,,1,12417,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 30 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL629514
,BAO_0000218,,,8631,,178.0,,,1,12418,,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 uCi and activity calculated after 5 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628447
,BAO_0000218,,,8631,,178.0,,,1,12419,,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628448
,BAO_0000218,,,8631,,178.0,,,1,12420,,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL628449
,BAO_0000218,,,8631,,178.0,,,1,12421,,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL631119
,BAO_0000218,,,8631,,178.0,,,1,12422,,Amount of compound present in blood of rat 2 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,Intermediate,Rattus norvegicus,1,10116.0,,Blood,50597,A,N,CHEMBL631120
