assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,doc_id,assay_organism,assay_cell_type
4652,,,22224,9527.0,Autocuration,1,,A,,Half life of compound was determined in rhesus monkey,,,BAO_0000019,U,,17267,Cercopithecidae,
4653,,1969.0,22224,9527.0,Autocuration,1,Plasma,A,,Half life in monkey plasma,,,BAO_0000366,U,,5819,Cercopithecidae,
4654,,1969.0,22224,9527.0,Autocuration,1,Plasma,A,,Half life in monkey plasma; Not detected,,,BAO_0000366,U,,5819,Cercopithecidae,
4655,In vivo,,22224,9527.0,Autocuration,1,,A,,Half life period was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,,BAO_0000218,U,,1916,Cercopithecidae,
4656,In vivo,,22224,9527.0,Autocuration,1,,A,,Half-life 24 hr after 2 mg/kg iv administration in monkeys,,,BAO_0000218,U,,17509,Cercopithecidae,
4657,,,22224,9527.0,Autocuration,1,,A,,Terminal half life of the compound.,,,BAO_0000019,U,,1399,Cercopithecidae,
4658,In vivo,,22224,9527.0,Autocuration,1,,A,,Maximum time was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,,,BAO_0000218,U,,1916,Cercopithecidae,
4659,In vivo,,22224,9527.0,Autocuration,1,,A,,Pharmacokinetic parameter Tmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),,,BAO_0000218,U,,4809,Cercopithecidae,
4660,,,22224,9527.0,Autocuration,1,,A,,Unbound plasma was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,,,BAO_0000218,U,,5546,Cercopithecidae,
4661,,1088.0,22224,9527.0,Autocuration,1,Urine,A,,Urinary recovery evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,BAO_0000218,U,,3443,Cercopithecidae,
4662,,1088.0,22224,9527.0,Autocuration,1,Urine,A,,Urinary recovery compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,,,BAO_0000218,U,,3443,Cercopithecidae,
4663,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution was determined in monkey after a 3 mg/kg of iv dose,,,BAO_0000218,U,,4257,Cercopithecidae,
4664,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume distribution after oral administration (2.5 mg/kg) in monkey was determined,,,BAO_0000218,U,,6221,Cercopithecidae,
4665,In vivo,,22224,9527.0,Autocuration,1,,A,,Volume of distribution was evaluated in rhesus,,,BAO_0000218,U,,5472,Cercopithecidae,
4666,In vivo,,22224,10029.0,Autocuration,1,,A,,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,,,BAO_0000218,U,,4727,Cricetulus griseus,
4667,In vivo,,22224,10029.0,Autocuration,1,,A,,Plasma clearance was measured in hamster at the dose of 3 mg/kg by intravenous administration,,,BAO_0000218,U,,4727,Cricetulus griseus,
4668,In vivo,,22224,10029.0,Autocuration,1,,A,,Bioavailability in hamster was determined,,,BAO_0000218,U,,4727,Cricetulus griseus,
4669,In vivo,,22224,10029.0,Autocuration,1,,A,,Bioavailability in hamster at a dose of 3 mg/kg by intravenous administration,,,BAO_0000218,U,,4727,Cricetulus griseus,
4670,In vivo,,22224,10029.0,Autocuration,1,,A,,Bioavailability in hamster at a dose of 3 mg/kg by oral administration,,,BAO_0000218,U,,4727,Cricetulus griseus,
4671,,178.0,22224,10029.0,Autocuration,1,Blood,A,,Half life of compound was determined in hamster blood,,,BAO_0000221,U,,4727,Cricetulus griseus,
4672,,,22224,9823.0,Autocuration,1,,A,,Michaelis-Menten constant of the compound.,,,BAO_0000019,U,,1452,Sus scrofa,
4673,,,22224,9823.0,Autocuration,1,,A,,Vmax value was measured at 0 uM concentration of silyl ether.,,,BAO_0000019,U,,1452,Sus scrofa,
4674,,,22224,9823.0,Autocuration,1,,A,,Vmax value was measured at 10 uM concentration of silyl ether.,,,BAO_0000019,U,,1452,Sus scrofa,
4675,,,22224,9823.0,Autocuration,1,,A,,Vmax value was measured at 5 uM concentration of silyl ether.,,,BAO_0000019,U,,1452,Sus scrofa,
4676,,,235,9606.0,Expert,1,,B,,Inactivation of human leukocyte (neutrophil) elastase(HLE)(HNE) as rate constant,,,BAO_0000357,D,,11706,Homo sapiens,
4677,,,22224,9606.0,Autocuration,1,,A,,Area under curve was evaluated against man at a dose of 10 mg/kg after po administration,,,BAO_0000218,U,,1916,Homo sapiens,
4678,,,22224,9606.0,Autocuration,1,,A,,Compound was evaluated for area under the curve expressed as (h*ug/ml),,,BAO_0000019,U,,17791,Homo sapiens,
4679,,,22224,9606.0,Autocuration,1,,A,,Active metabolite of ifosfamide determined in humans; A-Active,,,BAO_0000019,U,,7766,Homo sapiens,
4680,,,22224,9606.0,Autocuration,1,,A,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis,,,BAO_0000019,U,,6567,Homo sapiens,
4681,,,22224,9606.0,Autocuration,1,,A,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; -0.5 to 1,,,BAO_0000019,U,,6567,Homo sapiens,
4682,,,22224,9606.0,Autocuration,1,,A,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; 1-2,,,BAO_0000019,U,,6567,Homo sapiens,
4683,,,22224,9606.0,Autocuration,1,,A,,Amount of tecadenoson present after 30 min in the liver S-9 assay as determined by mass specanalysis; trace,,,BAO_0000019,U,,6567,Homo sapiens,
4684,,,22224,9606.0,Autocuration,1,,A,,Compound was evaluated for oral bioavailability in human,,,BAO_0000218,U,,17791,Homo sapiens,
4685,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Metabolite of ifosfamide determined in urine; NF-Not found,,,BAO_0000019,U,,7766,Homo sapiens,
4686,,,22224,9606.0,Autocuration,1,,A,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection (Group A and B),,,BAO_0000019,U,,6852,Homo sapiens,
4687,,,22224,9606.0,Autocuration,1,,A,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics,,,BAO_0000019,U,,6852,Homo sapiens,
4688,,,22224,9606.0,Autocuration,1,,A,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection after dosing with normal antibiotics and lactose,,,BAO_0000019,U,,6852,Homo sapiens,
4689,,,22224,9606.0,Autocuration,1,,A,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics,,,BAO_0000019,U,,6852,Homo sapiens,
4690,,,22224,9606.0,Autocuration,1,,A,,Percent of compound in cirrhotic patients of spontaneous ascitic fluid infection before dosing with normal antibiotics and lactose,,,BAO_0000019,U,,6852,Homo sapiens,
4691,,,22224,9606.0,Autocuration,1,,A,,Percent of compound in cirrhotic patients of sterile ascitic fluid (Group C),,,BAO_0000019,U,,6852,Homo sapiens,
4692,,,22224,9606.0,Autocuration,1,,A,,Percent of compound in healthy individuals (Group D),,,BAO_0000019,U,,6852,Homo sapiens,
4693,,2107.0,22224,9606.0,Autocuration,1,Liver,A,,Percent of the parent compound remaining after 20 mins incubation with human liver microsomes,Microsomes,,BAO_0000251,U,,4397,Homo sapiens,
4694,,,22224,9606.0,Autocuration,1,,A,,Binding towards human plasma protein at 10 uM,,,BAO_0000019,U,,17409,Homo sapiens,
4695,,,22224,9606.0,Autocuration,1,,A,,Binding towards human plasma protein at 100 uM,,,BAO_0000019,U,,17409,Homo sapiens,
4696,,,22224,9606.0,Autocuration,1,,A,,Human plasma protein binding activity was determined,,,BAO_0000019,U,,17176,Homo sapiens,
4697,,,22224,9606.0,Autocuration,1,,A,,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),,,BAO_0000019,U,,15444,Homo sapiens,
4698,,,22224,9606.0,Autocuration,1,,A,,Percent binding of compound towards human plasma protein was determined,,,BAO_0000019,U,,17267,Homo sapiens,
4699,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,Plasma clearance in human liver microsomes,Microsomes,,BAO_0000251,U,,5944,Homo sapiens,
4700,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,In vitro intrinsic clearance in human liver microsome,Microsomes,,BAO_0000251,U,,5668,Homo sapiens,
4701,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,In vitro intrinsic clearance in human liver microsome,Microsomes,,BAO_0000251,U,,5669,Homo sapiens,
4702,In vitro,,22224,9606.0,Autocuration,1,,A,,In vitro microsome metabolism clearance in human was determined,Microsomes,,BAO_0000251,U,,5041,Homo sapiens,
4703,In vitro,,22224,9606.0,Autocuration,1,,A,,In vitro microsome metabolism clearance in human was determined; High,Microsomes,,BAO_0000251,U,,5041,Homo sapiens,
4704,In vitro,,22224,9606.0,Autocuration,1,,A,,In vitro microsome metabolism clearance in human was determined; ND denotes no data,Microsomes,,BAO_0000251,U,,5041,Homo sapiens,
4705,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,Pharmacokinetic property (clearance) in human liver microsome,Microsomes,,BAO_0000251,U,,5676,Homo sapiens,
4706,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,Plasma clearance in human liver microsomes,Microsomes,,BAO_0000251,U,,5944,Homo sapiens,
4707,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,In vitro clearance in human liver microsomes,Microsomes,,BAO_0000251,U,,17538,Homo sapiens,
4708,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,Intrinsic clearance in human liver microsomes was determined,Microsomes,,BAO_0000251,U,,6331,Homo sapiens,
4709,In vitro,2107.0,22224,9606.0,Autocuration,1,Liver,A,,Intrinsic clearance in human liver microsomes was determined,Microsomes,,BAO_0000251,U,,5948,Homo sapiens,
4710,In vivo,,22224,9606.0,Autocuration,1,,A,,Cmax (Tissue distribution) of compound was determined at a dose of 5 mg/kg in human,,,BAO_0000218,U,,5965,Homo sapiens,
4711,In vivo,,22224,9606.0,Autocuration,1,,A,,Maximum concentration was evaluated against man at a dose of 10 mg/kg after po administration,,,BAO_0000218,U,,1916,Homo sapiens,
4712,,,22224,9606.0,Autocuration,1,,A,,Cmin (Clearance) of compound was determined at a dose of 5 mg/kg in human,,,BAO_0000218,U,,5965,Homo sapiens,
4713,,,22224,9606.0,Autocuration,1,,A,,Stability in human plasma 2 hr after incubation expressed as percent concentration,,,BAO_0000019,U,,1299,Homo sapiens,
4714,,,22224,9606.0,Autocuration,1,,A,,Stability in human plasma 4 hr after incubation expressed as percent concentration,,,BAO_0000019,U,,1299,Homo sapiens,
4715,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 1200 mL of urine on day 3 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4716,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 1200 mL of urine on day 7 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4717,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 1300 mL of urine on day 6 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4718,,1088.0,22224,9606.0,Autocuration,1,Urine,A,,Portion of holoxan excreted in the form of the metabolite from 1300 mL of urine on day 8 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,,,BAO_0000019,U,,7766,Homo sapiens,
4719,In vivo,,50594,10090.0,Intermediate,1,,F,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 23 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4720,In vivo,,50594,10090.0,Intermediate,1,,F,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 25 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4721,In vivo,,50594,10090.0,Intermediate,1,,F,,Mean-residence time was determined for compound after intraperitoneal administration in mice at 26 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4722,In vivo,,50594,10090.0,Intermediate,1,,F,,Mean-residence time was determined for compound intravenous administration in mice at 23 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4723,,,50594,10090.0,Intermediate,1,,A,,Metabolism of compound in Mouse S9 microsomes ('++++'indicates largest observed peak),,,BAO_0000218,N,,14294,Mus musculus,
4724,,,50594,10090.0,Intermediate,1,,A,,Metabolism of compound in mouse S9 microsomes ('+''indicates <20% largest observed peak),,,BAO_0000218,N,,14294,Mus musculus,
4725,,,50594,10090.0,Intermediate,1,,A,,Metabolism of compound in mouse S9 microsomes ('++++' indicates largest observed peak),,,BAO_0000218,N,,14294,Mus musculus,
4726,,2107.0,50594,10090.0,Intermediate,1,Liver,A,,In vitro metabolic potential in mouse liver microsomes,,,BAO_0000218,N,,6251,Mus musculus,
4727,,,50594,10090.0,Intermediate,1,,A,,Ability of compound to bind to plasma protein was evaluated in HSA cells,,,BAO_0000218,N,,17582,Mus musculus,
4728,,2369.0,50594,10090.0,Intermediate,1,Adrenal gland,A,,Compound was tested for radioactivity level in mice adrenal glands (Compound is radiolabeled),,,BAO_0000218,N,,17811,Mus musculus,
4729,,955.0,50594,10090.0,Intermediate,1,Brain,A,,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.2-4.9% ID/g,,,BAO_0000218,N,,17811,Mus musculus,
4730,,955.0,50594,10090.0,Intermediate,1,Brain,A,,Compound was tested for radioactivity level in mice brain (Compound is radiolabeled); 2.6-4.4% ID/g,,,BAO_0000218,N,,17811,Mus musculus,
4731,,,50594,10090.0,Intermediate,1,,A,,Compound was tested for radioactivity level in mice heart (Compound is radiolabeled),,,BAO_0000218,N,,17811,Mus musculus,
4732,,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,Compound was tested for radioactivity level in mice kidney (Compound is radiolabeled),,,BAO_0000218,N,,17811,Mus musculus,
4733,,,50594,10090.0,Intermediate,1,,A,,Compound was tested for radioactivity level in mice lungs (Compound is radiolabeled),,,BAO_0000218,N,,17811,Mus musculus,
4734,,,50594,10090.0,Intermediate,1,,A,,Tested for urinary recovery in mice after subcutaneous administration of 20 mg/Kg,,,BAO_0000218,N,,5288,Mus musculus,
4735,,1977.0,50594,10090.0,Intermediate,1,Serum,A,,Compound was evaluated for its potency in CDF1 mice and the serum cholesterol levels were determined,,,BAO_0000218,N,,2717,Mus musculus,
4736,,1977.0,50594,10090.0,Intermediate,1,Serum,A,,Compound was evaluated for its potency in CDF1 mice and the serum metabolite levels were determined,,,BAO_0000218,N,,2717,Mus musculus,
4737,,1977.0,50594,10090.0,Intermediate,1,Serum,A,,Compound was evaluated for its potency in CDF1 mice and the serum triglyceride levels were determined,,,BAO_0000218,N,,2717,Mus musculus,
4738,In vivo,1969.0,50594,10090.0,Intermediate,1,Plasma,A,,Half life of compound was determined in plasma of mice at 24 mg/Kg,,,BAO_0000218,N,,17753,Mus musculus,
4739,In vivo,1969.0,50594,10090.0,Intermediate,1,Plasma,A,,Half life of compound was determined in plasma of mice at 40 mg/Kg,,,BAO_0000218,N,,17753,Mus musculus,
4740,In vivo,1969.0,50594,10090.0,Intermediate,1,Plasma,A,,Half life of compound was determined in plasma of mice at 5 mg/Kg,,,BAO_0000218,N,,17753,Mus musculus,
4741,In vivo,,50594,10090.0,Intermediate,1,,F,,Half life after intraperitoneal administration in mice at 18 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4742,In vivo,,50594,10090.0,Intermediate,1,,F,,Half life after intraperitoneal administration in mice at 23 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4743,In vivo,,50594,10090.0,Intermediate,1,,F,,Half life after intraperitoneal administration in mice at 25 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4744,In vivo,,50594,10090.0,Intermediate,1,,F,,Half life after intraperitoneal administration in mice at 26 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4745,In vivo,,50594,10090.0,Intermediate,1,,F,,Half life after intravenous administration in mice at 23 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4746,In vivo,,50594,10090.0,Intermediate,1,,A,,Half life after intravenous administration in mice at 24 uM/kg,,,BAO_0000218,N,,17764,Mus musculus,
4747,In vivo,,50594,10090.0,Intermediate,1,,A,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,,,BAO_0000218,N,,16597,Mus musculus,
4748,In vivo,,50594,10090.0,Intermediate,1,,A,,Maximum time required to reach Cp max was evaluated in mice after intravenous administration; T max Not determined,,,BAO_0000218,N,,2675,Mus musculus,
4749,In vivo,,50594,10090.0,Intermediate,1,,A,,Maximum time required to reach Cp max was evaluated in mice after oral administration,,,BAO_0000218,N,,2675,Mus musculus,
4750,In vivo,,50594,10090.0,Intermediate,1,,A,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),,,BAO_0000218,N,,16597,Mus musculus,
4751,In vivo,,50594,10090.0,Intermediate,1,,A,,"Compound was evaluated for the pharmacokinetic parameter, Terminal half life period",,,BAO_0000218,N,,4890,Mus musculus,
4752,In vivo,,50594,10090.0,Intermediate,1,,A,,Evaluated for pharmacokinetic parameter half-life in mouse at the dose 20 mg/kg,,,BAO_0000218,N,,429,Mus musculus,
4753,In vivo,178.0,50594,10090.0,Intermediate,1,Blood,A,,Half life of compound in mouse blood following i.v. administration of 10 mg/kg,,,BAO_0000218,N,,17837,Mus musculus,
4754,In vivo,,50594,10090.0,Intermediate,1,,A,,Half life at a dose of 10 mg/kg intravenous administration in mice.,,,BAO_0000218,N,,16597,Mus musculus,
4755,In vivo,,50594,10090.0,Intermediate,1,,A,,Half life at a dose of 10 mg/kg peroral administration in mice.,,,BAO_0000218,N,,16597,Mus musculus,
4756,,,50594,10090.0,Intermediate,1,,A,,Half life in ob/ob mice,,,BAO_0000218,N,,6619,Mus musculus,
4757,In vivo,,50594,10090.0,Intermediate,1,,A,,Half-life at a single subcutaneous administration of 40 mg/kg in mice,,,BAO_0000218,N,,4066,Mus musculus,
4758,,,50594,10090.0,Intermediate,1,,A,,Half-life was measured in mouse,,,BAO_0000218,N,,4239,Mus musculus,
4759,In vivo,,50594,10090.0,Intermediate,1,,A,,In vivo half life period was determined in murine septicemia at dose of 50 mg/kg,,,BAO_0000218,N,,5969,Mus musculus,
4760,,,50594,10090.0,Intermediate,1,,A,,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation,,,BAO_0000218,N,,8999,Mus musculus,
4761,,,50594,10090.0,Intermediate,1,,A,,Time for esterases in unfractionated mouse serum to reduce the concentration due to thio ester deacylation; 10 % hydrolysis at 60 mins,,,BAO_0000218,N,,8999,Mus musculus,
4762,,955.0,50594,10090.0,Intermediate,1,Brain,A,,T2 in brain of mice at the oral dose of 50 mg/kg,,,BAO_0000218,N,,17641,Mus musculus,
4763,,2113.0,50594,10090.0,Intermediate,1,Kidney,A,,T2 in kidney of mice at the oral dose of 50 mg/kg,,,BAO_0000218,N,,17641,Mus musculus,
4764,,2107.0,50594,10090.0,Intermediate,1,Liver,A,,T2 in liver of mice at the oral dose of 50 mg/kg,,,BAO_0000218,N,,17641,Mus musculus,
4765,,2048.0,50594,10090.0,Intermediate,1,Lung,A,,T2 in lungs of mice at the oral dose of 50 mg/kg,,,BAO_0000218,N,,17641,Mus musculus,
4766,,2106.0,50594,10090.0,Intermediate,1,Spleen,A,,T2 in spleen of mice at the oral dose of 50 mg/kg,,,BAO_0000218,N,,17641,Mus musculus,
4767,In vivo,,50594,10090.0,Intermediate,1,,A,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for T max,,,BAO_0000218,N,,16597,Mus musculus,
4768,In vivo,,50594,10090.0,Intermediate,1,,A,,"Compound was evaluated for the pharmacokinetic parameter, maximum time constant",,,BAO_0000218,N,,4890,Mus musculus,
4769,In vivo,,50594,10090.0,Intermediate,1,,A,,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg,,,BAO_0000218,N,,429,Mus musculus,
4770,In vivo,,50594,10090.0,Intermediate,1,,A,,Evaluated for pharmacokinetic parameter tmax in mouse at the dose 20 mg/kg was determined,,,BAO_0000218,N,,429,Mus musculus,
4771,In vivo,,50594,10090.0,Intermediate,1,,A,,In vivo Tmax was determined in murine septicemia at dose of 100 mg/kg,,,BAO_0000218,N,,5969,Mus musculus,
4772,,,81034,9606.0,Intermediate,1,,F,478.0,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,,BAO_0000219,N,,16913,Homo sapiens,A2780
4773,,,81034,9606.0,Intermediate,1,,F,478.0,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-resistant A2780/R human tumor cell lines",,,BAO_0000219,N,,16913,Homo sapiens,A2780
4774,,,81034,9606.0,Intermediate,1,,F,478.0,"Inhibitory effect of Gold(III) complex, 2,2' bipy on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,BAO_0000219,N,,16913,Homo sapiens,A2780
4775,,,81034,9606.0,Intermediate,1,,F,478.0,"Inhibitory effect of Gold(III) complex, CDDP on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,BAO_0000219,N,,16913,Homo sapiens,A2780
4776,,,81034,9606.0,Intermediate,1,,F,478.0,"Inhibitory effect of Gold(III) complex, [Au(bipy)-(OH)2]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,BAO_0000219,N,,16913,Homo sapiens,A2780
4777,,,81034,9606.0,Intermediate,1,,F,478.0,"Inhibitory effect of Gold(III) complex, [Au(bipy-H)(OH)]-[PF6] on growth of cisplatin-sensitive A2780/S human tumor cell lines",,,BAO_0000219,N,,16913,Homo sapiens,A2780
4778,,,81034,9606.0,Intermediate,1,,F,478.0,In vitro cytotoxicity against A2780TAX cell line,,,BAO_0000219,N,,17270,Homo sapiens,A2780
4779,,,80017,9606.0,Intermediate,1,,F,481.0,In vitro inhibitory activity against human tumor cell line A2780cis,,,BAO_0000219,N,,5618,Homo sapiens,A2780cisR
4780,,,81034,9606.0,Expert,1,,F,478.0,Growth inhibition against A2780 cisplatin resistant wild-type ovarian cell lines,,,BAO_0000219,N,,17777,Homo sapiens,A2780
4781,,,80017,9606.0,Intermediate,1,,F,481.0,Antitumor activity of compound for 96-h exposure in A2780cisR (acquired resistance to cisplatin) human ovarian cell line,,,BAO_0000219,N,,16112,Homo sapiens,A2780cisR
4782,,,80017,9606.0,Intermediate,1,,F,481.0,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),,,BAO_0000219,N,,15748,Homo sapiens,A2780cisR
4783,,,81034,9606.0,Intermediate,1,,F,478.0,Concentration required to inhibit A2780cisR cell growth when compared with control after incubation for 96 h at 37 C,,,BAO_0000219,N,,6633,Homo sapiens,A2780
4784,,,81034,9606.0,Intermediate,1,,F,478.0,Compound was evaluated against human Ovarian carcinoma cell line A2780cisR,,,BAO_0000219,N,,16930,Homo sapiens,A2780
4785,,,81034,9606.0,Intermediate,1,,F,478.0,Cytotoxicity against human ovarian carcinoma A2780cisR cell line,,,BAO_0000219,N,,17496,Homo sapiens,A2780
4786,,,81034,9606.0,Expert,1,,F,478.0,In vitro antitumor activity against A2780cisR cell line.,,,BAO_0000219,N,,12989,Homo sapiens,A2780
4787,,,81034,9606.0,Intermediate,1,,F,478.0,Tested for the cytotoxicity in A2780cisR ovarian cell line (cisR denotes resistance to cisplatin),,,BAO_0000219,N,,4840,Homo sapiens,A2780
4788,,,81034,9606.0,Expert,1,,F,478.0,Resistant factor determined between IC50 of resistant line to that of A2780cisR cell line,,,BAO_0000219,N,,12989,Homo sapiens,A2780
4789,,,80017,9606.0,Intermediate,1,,F,481.0,cytotoxicity against A2780cisR cells incubated for 24 hr in MTT assay,,,BAO_0000219,N,,16745,Homo sapiens,A2780cisR
4790,,,81034,9606.0,Expert,1,,F,478.0,Inhibition of A2780 / DDP-S human ovarian carcinoma cell proliferation,,,BAO_0000219,N,,16597,Homo sapiens,A2780
4791,,,11736,10116.0,Expert,1,,B,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes,,,BAO_0000019,D,,16547,Rattus norvegicus,
4792,,,11736,,Expert,1,,F,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,,BAO_0000019,H,,16547,,
4793,,,11736,10116.0,Expert,1,,F,,Inhibition against A2A-Adenosine Receptor of rat PC12 cell membranes (functional antagonist activity),,,BAO_0000019,D,,16547,Rattus norvegicus,
4794,,,278,9606.0,Expert,1,,F,722.0,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells uisng [3H]ZM-241385 or [125I]-IABOPX,,,BAO_0000219,D,,15856,Homo sapiens,HEK293
4795,,,278,9606.0,Expert,1,,F,722.0,Antagonist activity against human A2B adenosine receptor expressed in HEK293 cells using [3H]ZM-241385 (or) [125 I]IABOPX at 10e-5 M,,,BAO_0000219,D,,15856,Homo sapiens,HEK293
4796,,,11831,10090.0,Expert,1,,B,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes,,,BAO_0000019,D,,16547,Mus musculus,
4797,,,11831,,Expert,1,,F,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,,BAO_0000019,H,,16547,,
4798,,,11831,10090.0,Expert,1,,F,,Inhibition against A2B-Adenosine Receptor in mouse NIH 3T3 fibroblast cell membranes (functional antagonist activity),,,BAO_0000019,D,,16547,Mus musculus,
4799,,,280,,Expert,1,,B,,Ability to displace the binding of [3H]-MRE 3008-F20 to the ligand binding site of CHO:hA3 (human Adenosine receptor) at concentration of 10 uM,,,BAO_0000357,H,,17402,,
4800,,,22226,9606.0,Autocuration,1,,F,574.0,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01),,,BAO_0000219,U,,11746,Homo sapiens,T-cells
4801,,,22226,9606.0,Autocuration,1,,F,574.0,Compound was tested in vitro for inhibition of cytopathogenicity of LAV(IIIB) in CD4+ T-cells (A3.01); Not active,,,BAO_0000219,U,,11746,Homo sapiens,T-cells
4802,,,80018,9606.0,Intermediate,1,,F,455.0,Compound was evaluated for cytotoxic activity against human melanoma cell line A375,,,BAO_0000219,N,,5455,Homo sapiens,A-375
4803,,,80018,9606.0,Intermediate,1,,F,455.0,In vitro antitumor activity against A375 (melanoma) human tumor cell lines.,,,BAO_0000219,N,,2068,Homo sapiens,A-375
4804,,,80018,9606.0,Intermediate,1,,F,455.0,In vitro antitumor activity against A375cell line extracted form melanoma,,,BAO_0000219,N,,2683,Homo sapiens,A-375
4805,,,80018,9606.0,Expert,1,,F,455.0,Inhibition of cell growth in (A375) melan cell line,,,BAO_0000219,N,,15313,Homo sapiens,A-375
4806,,,80018,9606.0,Intermediate,1,,F,455.0,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines A375,,,BAO_0000219,N,,13739,Homo sapiens,A-375
4807,,,80018,9606.0,Intermediate,1,,F,455.0,In vitro tumor cell growth inhibitory activity against Human melanoma cell lines. A375,,,BAO_0000219,N,,13739,Homo sapiens,A-375
4808,,,80018,9606.0,Intermediate,1,,F,455.0,Compound was tested in vitro for cytotoxicity against A375 cell lines from melanoma.,,,BAO_0000219,N,,14750,Homo sapiens,A-375
4809,,,80019,9606.0,Intermediate,1,,F,797.0,Antiproliferative activity measured against A427 human lung carcinoma,,,BAO_0000219,N,,14777,Homo sapiens,A-427
