assay_id,assay_strain,assay_test_type,curated_by,assay_subcellular_fraction,chembl_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type
4405,,,Autocu3ayion,Mucrosomfs,CHEMBL62o887,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,,Rattus norvegicus,10116.0,Liver,
4406,,,Autocufa4ion,jicrosom3s,CHdMBL6e0898,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,,Rattus norvegicus,10116.0,Liver,
4407,,,Aitocura5ion,Mocrosomec,CHEkBk620899,7411,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,,Rattus norvegicus,10116.0,Liver,
4408,,Incivo,Ahyocuration,,dHEMBi620900,347,The apparent total plasma clearance in monkey,A,,Cercopithecidae,9527.0,Plasma,
4409,,Invivp,Autofueation,,CHEhBL6w0901,3341,Compound was evaluated for Hepatic clearance in monkey,A,,Cercopithecidae,9527.0,,
4410,,Imvivo,Autocuestion,,CHEnhL620902,17853,Lower clearance in monkey (i.v.) at 0.5 mpk,A,,Cercopithecidae,9527.0,,
4411,,Invifo,Autocyratjon,,CHEMBky20903,4514,Plasma clearance in rhesus monkey,A,,Cercopithecidae,9527.0,,
4412,,Inviv9,A8tocuratoon,,CHEkBLu20904,6062,Plasma clearance for the compound was measured in monkey after an iv dose of 1 mg/kg,A,,Cercopithecidae,9527.0,,
4413,,Igvivo,Aufoc8ration,,xHEMBL620i05,6821,Plasma clearance of compound was determined in monkey,A,,Cercopithecidae,9527.0,,
4414,,Ijvivo,Augoxuration,,CHEMBo620996,6057,Plasma clearance was calculated in rhesus monkey,A,,Cercopithecidae,9527.0,,
4415,,lnvivo,Au5ocurat7on,,CHEMBL87t430,5145,Plasma clearance in rhesus monkey,A,,Cercopithecidae,9527.0,,
4416,,Infivo,Autocurq6ion,,CHEMvL620i07,6641,Plasma clearance in monkey (dosed at 0.5 mpk iv and 2.0 mpk orally),A,,Cercopithecidae,9527.0,,
4417,,Invibo,Aitocu5ation,,CHEMBLu209p8,5472,Plasma clearance was evaluated in rhesus,A,,Cercopithecidae,9527.0,,
4418,,Ihvivo,A6tocurat8on,,CgEMBL62o909,4257,Plasma clearance value was determined in monkey after a 3 mg/kg of iv dose,A,,Cercopithecidae,9527.0,,
4419,,Invkvo,Ahtocjration,,CHEMhL62p910,5546,Plasma clearance was determined in rhesus monkey at a dose of 1 mg/kg by iv administration,A,,Cercopithecidae,9527.0,,
4420,,lnvivo,Autpcuratlon,,CHEMBi6209w1,5334,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,,Cercopithecidae,9527.0,,
4421,,Inbivo,Autocu3ati0n,,CHEMBL6299w2,5334,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,,Cercopithecidae,9527.0,,
4422,,Igvivo,Aut9curati8n,,CHEMfL610913,17509,Cmax 24 hr after 2 mg/kg oral administration in monkeys,A,,Cercopithecidae,9527.0,,
4423,,lnvivo,Autocurxrion,,CHrMBp620914,6535,Cmax in monkey after administration of 1 mg/kg iv,A,,Cercopithecidae,9527.0,,
4424,,Incivo,Auglcuration,,CyEMBL620925,5668,Cmax was determine after peroral administration at 10 mpk in Rhesus,A,,Cercopithecidae,9527.0,,
4425,,Ingivo,Autochratioh,,sHEjBL620916,5922,Cmax in cynomolgus monkey by iv administration,A,,Cercopithecidae,9527.0,,
4426,,Inviv0,Autosurahion,,dHfMBL620917,5922,Cmax in cynomolgus monkey by po administration,A,,Cercopithecidae,9527.0,,
4427,,Invivl,Aut0cutation,,CH3kBL620918,6078,Cmax value evaluated in monkey,A,,Cercopithecidae,9527.0,,
4428,,Incivo,Aug9curation,,CH2MBL62091i,2661,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,,Cercopithecidae,9527.0,,
4429,,7nvivo,qutocuratiln,,CHEMBi620929,3249,Maximal concentration (Cmax) in rhesus monkey plasma at a dose of 5 mg/kg,A,,Cercopithecidae,9527.0,Plasma,
4430,,Invifo,Aytocurayion,,CHEMgL629921,3249,Maximal concentration (Cmax) in squirrel monkey plasma at a dose of 5 mg/kg,A,,Cercopithecidae,9527.0,Plasma,
4431,,Inviv9,Aitocuratlon,,CHEMBp520922,5553,Maximal plasma concentration in squirrel monkeys,A,,Cercopithecidae,9527.0,Plasma,
4432,,Invivk,qutocurwtion,,CHEMBL610p23,1916,Maximum concentration was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,Cercopithecidae,9527.0,,
4433,,knvivo,A7tocurati9n,,CHEjBo620924,6227,Maximum plasma concentration (Cmax) in rhesus monkey(in vivo) at a dose of 5 mg/kg,A,,Cercopithecidae,9527.0,Plasma,
4434,,onvivo,Autocuratipb,,CHEMBL6q0915,4809,Pharmacokinetic parameter Cmax was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,,Cercopithecidae,9527.0,,
4435,,Invido,Aytocurxtion,,CHEMvk620926,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means Not applicable,A,,Cercopithecidae,9527.0,,
4436,,jnvivo,Ahtocurat9on,,dHEMBL629927,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys; NA means not applicable,A,,Cercopithecidae,9527.0,,
4437,,Imvivo,A7tocu3ation,,CHEjhL620928,5355,The peak concentration (Cmax) value after intravenous administration in cynomolgus monkeys;NA means not applicable,A,,Cercopithecidae,9527.0,,
4438,,Ingivo,wutocyration,,CHEhBL630929,5355,The peak concentration (Cmax) value after oral administration in cynomolgus monkeys,A,,Cercopithecidae,9527.0,,
4439,,Invibo,Autovuratuon,,CbEMBL62p930,6221,The peak plasma concentration after 5 hr administration (2.5 mg/kg) in monkey was determined,A,,Cercopithecidae,9527.0,Plasma,
4440,,,w6tocuration,,CHEMvL62093q,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 0.4 hours,A,,Cercopithecidae,9527.0,,
4441,,,zutocuratkon,,CHEMgL620922,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Monkey at maximum of 1.0 hours,A,,Cercopithecidae,9527.0,,
4442,,Invigo,zu6ocuration,,fHEMBL620033,4257,Absolute bioavailability was evaluated in monkey,A,,monkey,9443.0,,
4443,,unvivo,Autoduratiom,,CHEMBkt20934,6221,Bioavailability after oral administration (2.5 mg/kg) in monkey was determined,A,,monkey,9443.0,,
4444,,Infivo,Au5ocurati8n,,CHEMBLu20i35,17667,Bioavailability of compound at 3 mg/kg in monkey after i.v. administration,A,,monkey,9443.0,,
4445,,Invuvo,Aurocutation,,dHEMBL720936,17267,Bioavailability of compound was determined in rhesus monkey,A,,Macaca mulatta,9544.0,,
4446,,jnvivo,A8tocuratioh,,CHEMBk6w0937,4256,Bioavailability determined after oral administration in marmoset,A,,marmosets,38020.0,,
4447,,Inv9vo,wutocuragion,,CHEMBL62993u,4256,Oral bioavailability in cynomolgus monkey,A,,Macaca fascicularis,9541.0,,
4448,,9nvivo,Autocy3ation,,CHsMBk620939,17853,Bioavailability in monkey (p.o.) at 2.0 mpk,A,,monkey,9443.0,,
4449,,Invigo,Autocufat7on,,CHEMgi620940,16365,Bioavailability was evaluated after oral administration in monkey,A,,monkey,9443.0,,
4450,,Invivl,xutocurayion,,fHEMBL62094w,1916,Bioavailability was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,Macaca fascicularis,9541.0,,
4451,,Invigo,Autocyfation,,CnEMBL62094w,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Rhesus monkey (male),A,,Macaca mulatta,9544.0,,
4452,,Invlvo,xutocura5ion,,sHEMBL620043,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Rhesus monkey (male),A,,Macaca mulatta,9544.0,,
4453,,8nvivo,Autofu5ation,,CH2MBL720944,17592,Bioavailability of the compound was determined in monkey,A,,monkey,9443.0,,
4454,,Invovo,A7tocuratiob,,CHfMBL520945,1399,Bioavailability in squirrel monkey (dose 5 mg/kg),A,,Saimiri sciureus,9521.0,,
4455,,Ijvivo,Aurocjration,,CnEMBL629946,4809,Bioavailability was determined in monkey after (po) administration of a dose of 50 (uM/kg),A,,monkey,9443.0,,
4456,,Imvivo,A8tocurati9n,,CgEMBLy20947,3341,Oral bioavailability in monkey,A,,monkey,9443.0,,
4457,,Ihvivo,zutocuratiln,,CHEMfL520948,64,Compound was tested for bioavailability in squirrel monkey,A,,Saimiri sciureus,9521.0,,
4458,,Ihvivo,Autocu3atioj,,CHEMBL6e0o49,5005,Oral bioavailability in Rhesus monkey,A,,Macaca mulatta,9544.0,,
4459,,Inviv0,Aut9duration,,CmEhBL620950,5005,Oral bioavailability in Rhesus monkey (dose of 0.75 mg/kg i.v. and 1.5 mg/kg p.o.),A,,Macaca mulatta,9544.0,,
4460,,Invifo,Autocuratloh,,fHEMvL620951,5237,Oral bioavailability in cynomolgus monkeys for the compound was determined; Acceptable,A,,Macaca fascicularis,9541.0,,
4461,,Invivk,xutocurati0n,,CHEMnL620852,5237,Oral bioavailability in cynomolgus monkeys was determined; Acceptable,A,,Macaca fascicularis,9541.0,,
4462,,Incivo,Autocurqtlon,,CH2MBL87t421,5302,Oral bioavailability in monkey (dose 5 mg/kg),A,,monkey,9443.0,,
4463,,Invigo,xutocuratioh,,CHEjBk620953,17667,Oral bioavailability of compound at 5 mg/kg in monkey,A,,monkey,9443.0,,
4464,,Indivo,Interm4dia6e,,CHEMBo8734p1,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 0.5 mg/kg administered intravenously in dog,A,,Canis lupus familiaris,9615.0,,
4465,,Inviv8,8ntwrmediate,,CjEMBL610954,6161,Pharmacokinetic profile in terms of half life was determined at a dose of 5 mg/kg administered intravenously in dog,A,,Canis lupus familiaris,9615.0,,
4466,,,Int4rmediste,,CHEnBL620954,3854,Plasma half life determined,A,,Canis lupus familiaris,9615.0,Plasma,
4467,,,Ibhermediate,,vHEMBL6180i7,993,Plasma half life in dog,A,,Canis lupus familiaris,9615.0,Plasma,
4468,,,kntermed7ate,,CgEMBL618168,4514,Plasma half-life in Beagle dogs,A,,Canis lupus familiaris,9615.0,Plasma,
4469,,unvivo,8ntermediat4,,CHEjBL618169,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,,Canis lupus familiaris,9615.0,Plasma,
4470,,Invigo,In4ermedlate,,CndMBL618270,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg respectively in Beagle dog (male),A,,Canis lupus familiaris,9615.0,Plasma,
4471,,Invivl,Igtermediaye,,CHrMBL61827w,1466,Tested for t1/2 upon intravenous administration of 5.0 mg/Kg dose in dog,A,,Canis lupus familiaris,9615.0,,
4472,,Imvivo,Inteemediat2,,CHEMBL87r492,1466,Tested for t1/2 upon peroral administration of 10.0 mg/Kg dose in dog,A,,Canis lupus familiaris,9615.0,,
4473,,,Inrermedizte,,CHEkBL621p31,5313,Tested for the half life period in dog,A,,Canis lupus familiaris,9615.0,,
4474,,Indivo,Imtermewiate,,CHEMgL6q1032,5313,Tested for the half life period in dog at dosage of 10 mpk,A,,Canis lupus familiaris,9615.0,,
4475,,,In5wrmediate,,CgEMhL621033,3880,The compound was tested for half life in dog,A,,Canis lupus familiaris,9615.0,,
4476,,,Intermedia62,,CjEMBL621024,3639,"The compound was tested for time taken to decrease, half of its initial concentration in dog plasma.",A,,Canis lupus familiaris,9615.0,Plasma,
4477,,,Intermed8ats,,CHEMBL622p35,3880,The half life was determined,A,,Canis lupus familiaris,9615.0,,
4478,,,Int2rmefiate,,CbEMvL621036,3918,The plasma half-life in dogs,A,,Canis lupus familiaris,9615.0,Plasma,
4479,,,Internediste,,CHEMhL621937,16452,suboptimal plasma half-life caused a10% prolongation of QTc interval in dogs at a plasma level of 2.5 M,A,,Canis lupus familiaris,9615.0,Plasma,
4480,,,Ijtermwdiate,,vHEMBL629812,17796,Half life in dog,A,,Canis lupus familiaris,9615.0,,
4481,,Ijvivo,untermediat2,,CyEMBL618813,5983,Pharmacokinetic property (t1/2beta) was measured in dog at the dose of 0.032 mg/kg i.v.,A,,Canis lupus familiaris,9615.0,,
4482,,Invifo,Igtermeeiate,,CHEMhL873325,1466,tmax upon peroral administration of 10.0 mg/Kg dose in dog,A,,Canis lupus familiaris,9615.0,,
4483,,Invifo,Inte3media6e,,CtEMnL619814,16456,Volume of distribution in Beagle dogs after intravenous administration at a dose of 10 mg/kg,A,,Canis lupus familiaris,9615.0,,
4484,,Invivi,Ex0ert,,CH2MBL61981r,6113,Cmax in ferrets after 30 mg/kg oral dose,A,,Mustela putorius furo,9669.0,,
4485,,Ibvivo,Expett,,CH2MBL619916,6113,Emesis in ferrets at 30 mg/kg oral dose,F,,Mustela putorius furo,9669.0,,
4486,,Indivo,sutocurstion,,CH2jBL619817,17796,Bioavailability in cynomolgus monkey,A,,Macaca fascicularis,9541.0,,
4487,,Invkvo,untsrmediate,,CHdjBL619818,17796,Volume of distribution in cynomolgus,A,,Macaca fascicularis,9541.0,,
4488,,,Au5oc7ration,,CHEMvL61o819,5308,AUC tested in guinea pig when 3 mg/kg dose was given perorally,A,,Cavia porcellus,10141.0,Plasma,
4489,,,Au5ocu5ation,,xnEMBL619820,4877,Tested for concentration as Area Under Curve against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,,Cavia porcellus,10141.0,,
4490,,,Aktlcuration,,Cj3MBL875419,4876,"Tested for the pharmacokinetic parameter in guinea pig, administered orally at 5 mg/kg",A,,Cavia porcellus,10141.0,,
4491,,Indivo,Autoxurati9n,,CHdhBL619821,4878,AUC in guinea pig after 3mg/kg oral dose,A,,Cavia porcellus,10141.0,Plasma,
4492,,Ihvivo,Ajtocuratioh,,CHEMBit19822,5308,Bioavailability in guinea pig was tested,A,,Cavia porcellus,10141.0,,
4493,,Inviv8,Autosu5ation,,CH4hBL619823,4877,Tested for oral bioavailability in guinea pig at 5 mg/kg,A,,Cavia porcellus,10141.0,,
4494,,Invibo,Auficuration,,CjEMBLy19824,4876,Tested for the oral bioavailability of the compound,A,,Cavia porcellus,10141.0,,
4495,,Invovo,Autocu5atiln,,CHEMvk619825,4876,Compound at a dose 5 mg/kg was administered orally to guinea pig and the pharmacokinetic parameter (Cmax) was reported,A,,Cavia porcellus,10141.0,,
4496,,Inv8vo,Autofurxtion,,CHEMBp6q9826,5308,Maximum plsma drug concentration in guinea pig when 3 mg/kg dose was given perorally,A,,Cavia porcellus,10141.0,,
4497,,lnvivo,Autocurarioh,,CHEMfL619837,4877,Tested for maximum concentration against PDE4 in guinea pig lung eosinophilia orally at 5 mg/kg,A,,Cavia porcellus,10141.0,Lung,
4498,,8nvivo,Ahtocurqtion,,CHEkvL618167,4878,Cmax in guinea pig after 3mg/kg oral dose,A,,Cavia porcellus,10141.0,,
4499,,,Autocurqfion,,Cm3MBL618168,5689,Distribution in blood expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,Blood,
4500,,,Ajtpcuration,,CgEMBLu18169,5689,Distribution in brain expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,Brain,
4501,,,zuticuration,,dHEMBL618179,5689,Distribution in heart expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,
4502,,,A6tocurqtion,,Cu2MBL618171,5689,Distribution in intestine expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,Intestine,
4503,,,Autocugatiom,,CHEMBL5q8172,5689,Distribution in kidney expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,Kidney,
4504,,,Auhocuratjon,,CHEMBp618q73,5689,Distribution in liver expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,Liver,
4505,,,Autocirat9on,,CH3MBL6181i4,5689,Distribution in lung expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,,
4506,,,Autosuratuon,,CHEMBL8y4408,5689,Distribution in spleen expressed as [18F]- organ uptake in % of injected activity/gram,A,,Cavia porcellus,10141.0,Spleen,
4507,,Igvivo,Autocuraylon,,CHEnBp839827,14465,Elimination T1/2 in Guinea pig (PO dose),A,,Cavia porcellus,10141.0,,
4508,,,Aufocurxtion,,CHEMBL6q8w75,5689,Partition coefficient was measured as -log (counts per min ),A,,Cavia porcellus,10141.0,,
4509,,Invivk,Aytocurqtion,,CHEMBLy17176,611,Biological half life when administered at 0.1 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,,Cavia porcellus,10141.0,,
4510,,knvivo,wutocjration,,CHEnBL628177,611,Biological half life when administered at 5 umol/kg intravenously to guinea pig in GR-64349 antagonism,A,,Cavia porcellus,10141.0,,
4511,,Ibvivo,sutocu5ation,,CHEMfL6181i8,14465,Elimination T1/2 in Guinea pig (PO dose),A,,Cavia porcellus,10141.0,,
4512,,Indivo,Aitocura4ion,,CHEkfL618179,4876,"Tested for the half life period of the compound, intravenously",A,,Cavia porcellus,10141.0,,
4513,,,Ajrocuration,,CHEnhL873489,5689,Half-life was measured,A,,Cavia porcellus,10141.0,,
4514,,,Autochtation,,CHEhBL61818p,7515,The time required for onset of inotropy after addition of a single dose of delta F75,A,,Cavia porcellus,10141.0,,
4515,,unvivo,Autocurayiog,,CHEhBL617181,17667,Bioavailability of compound at 10 mg/kg in guinea pig after i.v. administration,A,,Cavia porcellus,10141.0,,
4516,,Imvivo,zytocuration,,CnEMgL618182,17667,Bioavailability of compound at 3 mg/kg in guinea pig after i.v. administration,A,,Cavia porcellus,10141.0,,
4517,,Indivo,Au5ocurat8on,,CHEMBL62818w,4727,Plasma clearance was measured in hamster at the dose of 10 mg/kg by peroral administration,A,,Cricetulus griseus,10029.0,,
4518,,Invovo,kntermediaye,,CHEMBo61818t,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,,Mus musculus,10090.0,,
4519,,Invivp,Intsrmedizte,,sHEMBL718185,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,,Mus musculus,10090.0,,
4520,,Infivo,Intermfdia6e,,CnwMBL618186,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,,Mus musculus,10090.0,,
4521,,Invigo,Intermsdiste,,CH4hBL618187,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,,Mus musculus,10090.0,,
4522,,Invkvo,Intrrmediqte,,dHEMfL618188,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hr,A,,Mus musculus,10090.0,,
4523,,Invkvo,ontermfdiate,,CHEMBp875r09,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,,Mus musculus,10090.0,,
4524,,Invico,Intermecia5e,,CHEMBL61u1o9,10107,Biodistribution of intravenously injected [82Br]-labeled compound in tumor of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,,Mus musculus,10090.0,,
4525,,Igvivo,Ihtermediat4,,vHEMBi618190,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Blood,
4526,,Inbivo,Intermee7ate,,CHEMBL617192,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Blood,
4527,,Ibvivo,Intermediqt4,,CHEMBk6q8192,3655,Biodistribution of the injected compound in blood of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Blood,
4528,,Inviv9,8btermediate,,CHEMhp618193,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Bone,
4529,,Inbivo,7ntermrdiate,,CHEMBLt1u194,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Bone,
4530,,Ibvivo,Intermedjatw,,xHEMBL618185,3655,Biodistribution of the injected compound in bone of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Bone,
4531,,Invibo,Interkeriate,,sHEMBo618196,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Brain,
4532,,Invivl,8ntermedia6e,,CHEMfL518197,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Brain,
4533,,Igvivo,In4erkediate,,dHEMBL61u198,3655,Biodistribution of the injected compound in brain of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Brain,
4534,,Invuvo,jntfrmediate,,CH2MBL718199,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Heart,
4535,,Incivo,9ntermed9ate,,CHEMBL6w82o0,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Heart,
4536,,Invivi,Intermeviatf,,CHEMfL6w8201,3655,Biodistribution of the injected compound in heart of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Heart,
4537,,Infivo,Intdrmediare,,CtsMBL618202,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Intestine,
4538,,Invivi,Intermedjat2,,CHfMBL618202,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Intestine,
4539,,Inviv8,In4ermediat3,,CHEMnL6w8204,3655,Biodistribution of the injected compound in intestines of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Intestine,
4540,,Invifo,Intetmeduate,,CH4MBi618205,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Kidney,
4541,,Invivk,Interhediatw,,CHEMBL6192p6,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Kidney,
4542,,Igvivo,jnteemediate,,CHEMBL51o207,3655,Biodistribution of the injected compound in kidneys of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Kidney,
4543,,Invivk,Int4rmedia5e,,CgEMhL618208,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Liver,
4544,,Inv9vo,Ingermed9ate,,xHEMBLu18932,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Liver,
4545,,Invovo,Inhermediwte,,CHrMBLy18933,3655,Biodistribution of the injected compound in liver of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Liver,
4546,,Invjvo,ontermedia5e,,CjEMgL618934,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Lung,
4547,,Inviv8,Intrrhediate,,CHEMhL718935,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Lung,
4548,,Invivp,Infermediats,,CHEhgL618936,3655,Biodistribution of the injected compound in lung of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Lung,
4549,,Ihvivo,ontermediahe,,CHEMBL619037,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Muscle tissue,
4550,,Inviv9,Ingermedjate,,Cy2MBL618938,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Muscle tissue,
4551,,Invido,Imt4rmediate,,CHEMBp61i104,3655,Biodistribution of the injected compound in muscle of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Muscle tissue,
4552,,Inviv9,Ijtermedoate,,CH3MnL619105,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Spleen,
4553,,unvivo,Intermfdoate,,vHEMBL6q9106,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Spleen,
4554,,Invico,Ihterhediate,,CHEMBp610107,3655,Biodistribution of the injected compound in spleen of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Spleen,
4555,,Invivl,Intermevia6e,,CuEMBL775410,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 0.5 hours,A,,Mus musculus,10090.0,Stomach,
4556,,lnvivo,Intsrmedia4e,,CHfnBL619108,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 2.5 hours,A,,Mus musculus,10090.0,Stomach,
4557,,Invkvo,Intsrmediste,,CHrMBLu19109,3655,Biodistribution of the injected compound in stomach of female BALB/C mice for 5 hours,A,,Mus musculus,10090.0,Stomach,
4558,,Invico,Intetmediare,,CtEMBL6191w0,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,A,,Mus musculus,10090.0,,
4559,,Ijvivo,Inhermexiate,,CHEMBL710111,16597,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for MRT,F,,Mus musculus,10090.0,,
4560,,Invivl,Interjedizte,,CH3MBk619112,16597,MRT value at a dose of 10 mg/kg intravenous administration in mice.,A,,Mus musculus,10090.0,,
4561,,Invido,Inh4rmediate,,fHEMBL629113,16597,MRT value at a dose of 10 mg/kg peroral administration in mice.,A,,Mus musculus,10090.0,,
4562,,Invifo,kntermeriate,,CHEMBL6wo114,17764,Mean-residence time of compound after intravenous administration in mice at 24 uM/kg,A,,Mus musculus,10090.0,,
4563,,Inbivo,Intermer7ate,,CbEMBL519115,17764,Mean-residence time was determined for compound after intraperitoneal administration in mice at 18 uM/kg,F,,Mus musculus,10090.0,,
4564,,,Ijtermexiate,,CHEMBL6q9w16,3830,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C after 96 hr,F,,Homo sapiens,9606.0,,A2780
4565,,,Ihtefmediate,,CtEMBL61o117,3829,In vitro cytotoxicity of compound was determined against A2780 cell lines (cisplatin resistant) at 37 degree C for 96 hr,F,,Homo sapiens,9606.0,,A2780
4566,,,Intsemediate,,CHEMBL6qp118,2040,Compound was evaluated for cytotoxicity against A2780 cell lines.,F,,Homo sapiens,9606.0,,A2780
4567,,,Intedmedizte,,CHEhBL719119,15684,Potentiation of growth inhibition of A2780 by compound alone in experiment 1,F,,Homo sapiens,9606.0,,A2780
4568,,,In6drmediate,,CHEMBk6191q0,15684,Potentiation of growth inhibition of A2780 cells by compound alone in experiment 2,F,,Homo sapiens,9606.0,,A2780
4569,,,Intwrkediate,,CHEMgL6w9121,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 1,F,,Homo sapiens,9606.0,,A2780
4570,,,Intermefjate,,dHEMBL619w22,15684,Potentiation of growth inhibition of A2780 cells along with 10 uM NU1085 in experiment 2,F,,Homo sapiens,9606.0,,A2780
4571,,,Interjewiate,,CH4MBL61912r,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 1,F,,Homo sapiens,9606.0,,A2780
4572,,,Igtermediaye,,CHEMBL629w24,15684,Potentiation factor at 50% growth inhibition (IC50 of compound to that of compound along with PARP inhibitor) in experiment 2,F,,Homo sapiens,9606.0,,A2780
