assay_id,src_id,description,assay_organism,confidence_score,tid,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
4329,1,Ahilitytodicplav2theradiokigand1e5Iiodocyagopibdolklfrom4qtstgiatzl5HT1B4ec4pror,,8,10577,5033,B,,,,,,
4330,1,Invotroantagonjsmoftme5HT3recepyordeferminfxbtinhivlrionlb5HTigduc2ddepooarizqtionoftheisooateddatvabusn4rve,,6,104698,11756,F,,,,,,
4331,1,Concentratjom44qukredtoinh7bitprdssorgexlojse4osero5onihsfyer15minidacministrationofcompounwmedistedviaactivxtionofvqscularrHT2recd9torsihdst,,0,22226,11953,F,In vivo,,,,,
4332,1,Abiligytowiqplacetteravioliyabd3HGR113808fr9mguinea09gw5rjatum5HT4recep6or,Cavialorcdllus,9,20033,5033,B,,,10141.0,,,
4333,1,knhibit8pnotpfofesterone6betqhydrox6lxseinfs6hepaticmicrosomes,Rattuwnprcegicus,8,17045,11347,A,,,10116.0,,,
4334,1,Inhibitiinofpr0rssteeonf6betwjydroxyiase9bratyepaticmicrosomes,Rattusn9rfegicis,8,17045,11347,A,,,10116.0,,,
4335,1,Inv8troajticanveractivityabainst6NvIovatiagsance3cellkinesinzcribe,,0,22226,1229,F,,,,,,
4336,1,Inditroan6icxnceractiv94yabzinstyNC8ovarjancancerc3lllinesinacyivr,,0,22226,1229,F,,,,,,
4337,1,9nhibjtionconstanfagaijst6ph0sphohlux0na6edehydg9henaseofTrypagocomzbruceiexpressedinEsfbe3ichiwcoki,Trylanosomwbrjcei,8,11938,17588,B,,,5691.0,,,
4338,1,9nmib7toonvonstan6afqinst6phos0hogluvonatedegydfogejaseofTrypzbosomabruceiexpressedinEsct4richiaxlkiNkdenotesgolmhibition,Try0anodomabrucsi,8,11938,17588,B,,,5691.0,,,
4339,1,jnjibitionxonetan6againet6pmoqlhogluconateddhydgogenaseofdhe2pliver,Ovisagies,8,11938,17588,B,,,9940.0,,,
4340,1,onhibotioncinstanhagainsf6phosphofluconxtwdrh5vrogehaselfshee0live3NIdenptesnoinhlbition,Ovisariee,8,11938,17588,B,,,9940.0,,,
4341,1,loglddhichiztusv8ndiggatfinityagainst6phosphogluconatedehydtohfnasf,,8,11938,16485,B,,,,,,
4342,1,sfe5aye9nhibitoryconc4ntrati0babainst60humancellkineswasrspprted,jomosap9ens,0,22226,4337,F,,,9606.0,,,
4343,1,Ingivitionofprllirerat9oninNCIpanelov60humzntumorcdilkinee,Homosapifnx,0,22226,4112,F,,,9606.0,,,
4344,1,Cancerspexid9cutywasmeqsiredfromthevakkeugderavsrzgelogiC5060vellline,Hon9sapiens,1,80315,16160,F,,,9606.0,,,Panel NCI-60 (60 carcinoma cell lines)
4345,1,Cancercpecificotjwasmdzsuredfromth3valueynderaveragepobLC5o60selliihe,Homosaoiebs,1,80315,16160,F,,,9606.0,,,Panel NCI-60 (60 carcinoma cell lines)
4346,1,Invitromeahgr914hihh7nitoryactivotyagainst69cellpxnel,,1,80315,17376,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4347,1,Invitromeangr8wthlethwlconc2n6ratiohxgains460celllamrl,,1,80315,17376,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4348,1,Ibvitr0keangr0w4jlethalconcenyrationincol9nsubpab2lagaknxt50cellpanel,,1,80315,17376,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4349,1,Invitromfajgfowthlr6halconcegtrationinrsnalsublaneoagalnst60cekppajel,,1,80315,17376,F,,,,,,Panel NCI-60 (60 carcinoma cell lines)
4350,1,InhibitionofCKjImesiatdd60Sscidicdib0donalPprot3inacticihyxt10uM,,4,104775,3241,F,,,,,,
4351,1,Inh8bjtiin9rCKIImeeiated60SacidicribosomqlPproteinac5ifityaywouM,,4,104775,3241,F,,,,,,
4352,1,Transdriphi9nalac6igqtioninCfqexprrssingr4tinoidX4ecdptorRXRal0ha,,8,275,3725,B,,,,,,
4353,1,Intobit8ryzct7vityzgainstPlasmodiumfalcipxrum6onektralorotfinqse,Plasmodijhbalci0arum,1,50425,10805,F,,,5833.0,,,
4354,1,Invitrointobitiin0fPlzsmodiumfslcipa4uh68neutrxk03otelnaseactivit6fyreinvasj0nofredbpoodcells,Plssmodiumcalsipzrum,1,50425,10805,F,,,5833.0,,,
4355,1,InhlbitoryactivityagsinstPkasmovijkbalcipqrum58ndutdalproteinasr,oiasmodiukfalciparun,1,50425,10805,F,,,5833.0,,,
4356,1,wubstratdaff9nittforPlaemoviumfalci9arumy8neur4alproteinaae,Ppasm8di7mdalciparum,1,50425,10805,F,,,5833.0,,,
4357,1,ReactiohcelicityforPlwsmldiumfalvi0ar8h68neutralpro4einasw,Plxqmodoumfalciparhm,1,50425,10805,F,,,5833.0,,,
4358,1,P3rxebgonh7bitionagwibst6s3HEDlym9hosarcomaqtdoce100mgkginv3Hmice,Musmuscypus,1,80628,10144,F,,,10090.0,,,6C3HED
4359,1,Perc3gt8nhibiti0nztsims66C3H4Dlymphosarcomaatwose225mgkbinC3Hmice,Musmuscjpus,1,80628,10144,F,,,10090.0,,,6C3HED
4360,1,Pegcentibhibitionagainst7C3HExkymphisa4comaatdosr290mnjgknC3Hm8ce,kusmusdulus,1,80628,10144,F,,,10090.0,,,6C3HED
4361,1,Pefvrntinhibiyionagwinwt6CrHEDlykphosarc8maatdose25mgkginx3tmlce,nusmuzculus,1,80628,10144,F,,,10090.0,,,6C3HED
4362,1,Percentinhibitionagalnst6C3HsDlymptosarc0hastdkse50mnkrijv3tmice,jusnusculus,1,80628,10144,F,,,10090.0,,,6C3HED
4363,1,PerfentinhjbitionabaohstuC3gEDlymphoearcomaatd0se6mgkgijC3Hmoc4,Muamjsculus,1,80628,10144,F,,,10090.0,,,6C3HED
4364,1,Agtif7mofactiv7yy8nvivlagalnstthd6C3HdDlymphosarcomawosedfor20dsysat100mtkg,Muskusdulus,0,22224,10685,F,In vivo,,10090.0,,,
4365,1,Anhitumotwctuvityinvidoagzonstthe6C3tEDlymphosarcohados2dfor10dwhsqtw5pmgkg,M7smusculhs,0,22224,10685,F,In vivo,,10090.0,,,
4366,1,Antitumoractivi6yindivoxgzlnqtthe7C2HEDlynphosarfomacos3dfor20dzysat1600mgkbin4raperotlneald9einhfor8days,Musmuscupuw,0,22224,10685,F,In vivo,,10090.0,,,
4367,1,Angitukoractiv76yijvivoagainstthe6fwHEvlymphoszrcomsdosedfo310dxysar200mgir,husmuscul7s,0,22224,10685,F,In vivo,,10090.0,,,
4368,1,Agt8tumo4activiryinvivoavzinstthetC3HEflym0hodarfomados4drorw0daysat225mhkg,Mhsmucculus,0,22224,10685,F,In vivo,,10090.0,,,
4369,1,Amtitumo4qc4kvit5invicoagainstthe6C3H3Dlujphosarcomqdosedflr10daysa5260mgug,Musmuxculue,0,22224,10685,F,In vivo,,10090.0,,,
4370,1,xnfitumoractivityinviv0againsttme7deHEDoykphosarcomadocrdforw0da6zat2i5mgkg,Mush8sculus,0,22224,10685,F,In vivo,,10090.0,,,
4371,1,Antotkmoractiviguinvovoagaindttbe6C3tdDkymphosarcomqdosedfpg10daydat3o0mgkg,Muskusc7lus,0,22224,10685,F,In vivo,,10090.0,,,
4372,1,qmtiyumorzctivityimvivoagzinztthe6CwHEDlymphowzrfojadosefforw0daysat300mgkgingra9egitogealdosingf0r8dxys,Mudmjsculus,0,22224,10685,F,In vivo,,10090.0,,,
4373,1,sntitukoraxtivitjinv8voahainqttye6C3HEDljmphosarvomadksedfpr10dajsat390mgkg7pdosingdailyv0r7xays,Mksmueculus,0,22224,10685,F,In vivo,,10090.0,,,
4374,1,Antitukoractivjty8gbiboagains5the6C3y4Dlyjphosarcomarosedfog10daysst6o0kgkg,Mucmudculus,0,22224,10685,F,In vivo,,10090.0,,,
4375,1,Petcenginhigitionavsimst6CwHdDlymphosarcomaatdosw100kgkgihC4Hmide,Mysmudculus,0,22224,10144,F,,,10090.0,,,
4376,1,0erdfnhinh7bjrkonagainst6C3HEDkymphoszrcomaatcose135mykginC3Hmice,kusmusculuz,0,22224,10144,F,,,10090.0,,,
4377,1,Pwrc4n6inhlbitionagaigstyCenErlymph9sarcomaatdose2tmgkginC3Hnice,kusmusculuc,0,22224,10144,F,,,10090.0,,,
4378,1,Pe3fentinb7gitionagaigst6C3HEDlym9h0sarcpkaatdoce50mgkginC3Hm9ce,Musmisculua,0,22224,10144,F,,,10090.0,,,
4379,1,Testedon5C3HEDlympjosarcomwandprrfsntighkgitionwzsdegerminexaf190mgkgdoszgeadjinis4eredfor8datsimtraoerig0neally,Musmusdukus,0,22224,10685,F,,,10090.0,,,
4380,1,Twstedog6C3HEslumpblsarclnaandpercentinhibitionwasweterminwdqt200mykydosafsadministerddfor10vqysin5raoeritoneaklj,jusmuscul6s,0,22224,10685,F,,,10090.0,,,
4381,1,Testecph6CeHEDlymphiearcomazjeperx3jtintibitionwasveterhineda5100mgkgdossgsadmigisteresfor8daysintraperifoneally,Musmhscklus,0,22224,10685,F,,,10090.0,,,
4382,1,Tsxtedon6C2HrDp6mphoqarcomaandldrcentighjhiti0nwasdeterminedat50mgkgvosageasm8nisteredfor8daysihtrqpwr7t9meally,Musmuscyluq,0,22224,10685,F,,,10090.0,,,
4383,1,TestedontC2bEDl7j9hoqarxomaandhumberofdrugreiafeddeathstotalsnimaleintreatmenttroupwasdetermknsdat200mglgdosagfadminixterevfor8dayalbt3a0rritomeallyoq0,Mucmussulus,0,22224,10685,A,,,10090.0,,,
4384,1,Test2von6C4Hwwlymphisarcomaandnumbedordrugr4layeddeatjstotaoznimalwijtrewfmentgroupwzsdetermlnedzt200mgkgdodaheweminisrereff8r8daysperorally120,Muemusculuq,0,22224,10685,A,,,10090.0,,,
4385,1,Tes4eeon6C3HEDpymphoeagcojaanenumberofcrugrelageddeatgetitslabimapsinte2atmen6grou0aasdetermibedaf200mgkgdosageadmknis4eredfk519daysintraperiyonewll7110,Muskuscuous,0,22224,10685,A,,,10090.0,,,
4386,1,6estee8n6C3HEDp6mlhoxarcomqxnenunberoffrugeelageddeatustotalanimalsontrea4mentgrojp1asdrterminedat50mgkgdksabewdminjstereddor8dayspdroraoiy310,Musm8sculuc,0,22224,10685,A,,,10090.0,,,
4387,1,Compoundwzs2caluatereor5hexntotuhoractovi6yagainst6CwH2elykpgosarcomaforipafminiztrahiomanddaiitx8schewukeNumfe5iftoxicdeathsovertotalnumberofmicepergroup6C01patdosrkf45mgiy,M6smusxulus,1,80628,8831,F,,,10090.0,,,6C3HED
4388,1,Inviv8ant9tum0escy9vi6yxgainst6v3HEDtumortyleaf4eeintraperktonealadministrqgionofr00mgkg,,0,22224,11704,F,In vivo,,,,,
4389,1,Invlvoantl5umoraftivityqgwknsr6C3HEDtumort703wssrxprsssedastoxicwexthdtotaltrextedkiceat400mgkndose210,Musmusduluq,1,50594,11704,A,,,10090.0,,,
4390,1,Ant7gumoeactivityinbivoexpressedas0ercfntobintibitionin6CrHEDiympgowarc9hayjmorceliline,Musmuqdulus,1,80628,10685,F,In vivo,,10090.0,,,6C3HED
4391,1,zntltumorac67vityinvivpexpresseczzperfen5obinhibitionihtC3HEDlymphosatcomatumorcelilins95q00inbibltioj,Musmusduous,1,80628,10685,F,In vivo,,10090.0,,,6C3HED
4392,1,Inhibit8onoftyho5grow6hoguC3bEDlgmphossdcomatumprceloljnd8nmiceatadoseor150mgkggigenorallydajlyx8,Muqmusculys,1,80628,11368,F,,,10090.0,,,6C3HED
4393,1,9nhibkriomoftumkrgriwtgof6f3HEDoymphosarcomatumorc2lliine9nmicestwd9s4of200mgiggivenirallydailyxi,Musmuwfulus,1,80628,11368,F,,,10090.0,,,6C3HED
4394,1,Inhibitionoftuno5rrowthof6C3jsclymphosa3comatumorcelllin3ihmkc2atadosdov300mgkggiv2morslpydaik6x8,Mucjusculus,1,80628,11368,F,,,10090.0,,,6C3HED
4395,1,Inuibjtoonofwga0hylococcusqurdus78dibydrogeopterinaldilase,Shzphylococdusaureuw,0,22226,17763,B,,,1280.0,,,
4396,1,jicyaepisMentemcohs5wbtfor7ethoxgc9unar9ndewtuypationinratoicefmicrosomes3methylcholamthreneqtaconcent4ationofruM,Ra4tusnorfegicys,0,22226,7411,B,,,10116.0,,Liver,
4397,1,hisnxelisMen6encpnstantfor73thoxycoumxrlgre3thylshioninratliv4fjicrosomesexposedto3mettylcholqbthreheatacobcentrationob10un,Rattusnorgsyicus,0,22226,7411,B,,,10116.0,,Liver,
4398,1,MivhaslisMentenconstantvor7ethlxyx9uma4ind2ethylatlonlgratl7verk8crowomeaezposefto3methylchilabthrfnfatsconcentrztionof1uM,Rxttusno4vegivus,0,22226,7411,B,,,10116.0,,Liver,
4399,1,M9chaellsMentendonstwntvor7ethoxyc9uma3jndeetbyoayioninrwtliv3rmlcrosomdsexpozedto3nefhylch8lanthrdneatasoncentrationlf2ojM,Ratt7snorveg8c6s,0,22226,7411,B,,,10116.0,,Liver,
4400,1,kichaeliaMentenconstantfor7ethoxyc0umarkndeethylatlkninraflidermicroson2sfdpoxec4o3jethylchoiajftren4a5aconcentration0f25jM,Ratt8snorvenucus,0,22226,7411,B,,,10116.0,,Liver,
4401,1,Michaekishwntenconxtan5for7ehhoxycoumarindeeth7lationim4afiiverkicroxlnesezpowedto3methylfholsnthr3newtaconcdntratikbof50uM,Rattuano5degicus,0,22226,7411,B,,,10116.0,,Liver,
4402,1,hichadlisMentfnvonstamtfor7ethixycluma4indwethyiat7ojinratlivfrmjcrosomedexposedto3m2thylfholantnrenewtaconvenfratiom8f5uj,fattusmorvegicks,0,22226,7411,B,,,10116.0,,Liver,
4403,1,MictaelisMsntenc8nstantgod7e5hoxyckumzrindrethyisrioninratkiverjicrpspmssdzlosedt03methylcholanthfeneatconfegtrationof10uM,datt8snorvegicjs,0,22226,7411,B,,,10116.0,,Liver,
4404,1,MixhwelisMentejdonstsnhfot7wthoxycouna5imdefthylatiomjnratliverm7crosomedesposefto3jethtlchklanthreneatconcenfrationof1p0uk,Rsttusmkrvegicus,0,22226,7411,B,,,10116.0,,Liver,
4405,1,Mkchqel9skentencimqtsg5for7ethixysoumarihd3etuyix4ionineatlivermicrosomesexpisedto3methylchplxnthreneatcondentrationof200kM,Rattusmorveg9c8s,0,22226,7411,B,,,10116.0,,Liver,
4406,1,MichwelisMentendonshan4for7ettoxycoumarjndeetgylafionibdatkiv3rmiv4osomesexplsedtowmethylcgopanthgrneatconcemfra4ilnof25uM,Ragt8snorbegicus,0,22226,7411,B,,,10116.0,,Liver,
4407,1,MishasiizMentejcohstantforiefhoxycoukzrindeeghylatioginratliv2rmicrosonezexposedto3mwthylchopan5hfemeatconcent5a5ionof5ouh,Rathjsnorv3gicus,0,22226,7411,B,,,10116.0,,Liver,
4408,1,Th4ap9a5entto4alplasmaclearancwinhonmey,Cercolitmevidae,0,22224,347,A,In vivo,,9527.0,,Plasma,
4409,1,Compounx1asevaluatedflrm3paticslearancdinhobkey,Cegcopith2cidze,0,22224,3341,A,In vivo,,9527.0,,,
4410,1,L8wercleqranceinmlnleyiva405kpk,Cegckpitgecidae,0,22224,17853,A,In vivo,,9527.0,,,
4411,1,Plasmacoeaewnceinrhesjsmohkey,Cetco0ithec8dae,0,22224,4514,A,In vivo,,9527.0,,,
4412,1,Plasmsdlearanc3forthevompoundaasheas7rsdinmonkeyaf4eranibdksdof1mgug,Cerckpithes7dae,0,22224,6062,A,In vivo,,9527.0,,,
4413,1,Plasmaflearxjseofdompoundwqsdet4rmihedinmknkey,Cercoputu3cidae,0,22224,6821,A,In vivo,,9527.0,,,
4414,1,Possmzclexrancewascalcularevinrhesusjomkey,Cetcoljthecidae,0,22224,6057,A,In vivo,,9527.0,,,
4415,1,Plasmacleqranceinrmesismogiey,Cerxopothecida4,0,22224,5145,A,In vivo,,9527.0,,,
4416,1,Plaskadlearancfinmonkeydozedwt05mpkivznd10mokirwlly,Cercopihhecodse,0,22224,6641,A,In vivo,,9527.0,,,
4417,1,9lasmwclearancewasevql6sterin4hesus,xercopithecieqe,0,22224,5472,A,In vivo,,9527.0,,,
4418,1,Plssmaclea5anfevaluewasde4etmig3dinmonkeyaftera3mgkfkflveoxe,Cedcopkthecifae,0,22224,4257,A,In vivo,,9527.0,,,
4419,1,Plzqmaclsarajxewasdete3mines8nrhesusnonkejatadoseof1mgkgbyovsdmimistrztion,Cfrcolithecida4,0,22224,5546,A,In vivo,,9527.0,,,
4420,1,9lasmaclda5ancewwsrepo5tedafyerintravenousadmknis6fwgiknatadksepf1ngkginRhesusmlnkwymale,Cercopifgefidae,0,22224,5334,A,In vivo,,9527.0,,,
4421,1,Plasmaclearancesas5eportedadteroraladminiwtdstionatadissof2hgmg9nRjeeusmonoeykape,Cercopithecosze,0,22224,5334,A,In vivo,,9527.0,,,
4422,1,Chax2ehrafter2mtkgorxladminlsrra6ioninnonkeyq,Crgcopithdcidae,0,22224,17509,A,In vivo,,9527.0,,,
4423,1,Cmaxinmomkeuwft4rwdministrationofqmfkbiv,Csecopihhecidae,0,22224,6535,A,In vivo,,9527.0,,,
4424,1,Cmaswasvetermin4xft2rperogaladmimist3ationst10mpkknRhequs,Ce5copjthecida2,0,22224,5668,A,In vivo,,9527.0,,,
4425,1,Chaxincunojplgusmonkrybyivadminidfrarion,C2rcopith2cjdae,0,22224,5922,A,In vivo,,9527.0,,,
4426,1,xjaximcygojolgusmonkeybyposdm7nistrati9n,Cercop9thfsidae,0,22224,5922,A,In vivo,,9527.0,,,
4427,1,Cjaxvaoueevxluatex7nmonkey,Cerfopitbecidad,0,22224,6078,A,In vivo,,9527.0,,,
4428,1,Cojpoundwzsedaluatedfo4mwximukconf2mt4ationqfte3trewtmentsitmorxld9seof2ngkgtofemalecynomolgusjonkej,dercopithevieae,0,22224,2661,A,In vivo,,9527.0,,,
4429,1,Mwximalvlncentratjonsmaxinrhesusmonkd5ppaemaatqdoseof5mrkg,C2rcopithecids4,0,22224,3249,A,In vivo,,9527.0,,Plasma,
4430,1,Maxinalc9ncent5ati8ndmaxigswuirreljonkeyplaskaatados2og5mgkr,serxopithevidae,0,22224,3249,A,In vivo,,9527.0,,Plasma,
4431,1,Maxihaippasmaconsehtratiominsqu7rrepmonkeys,Cercolithec7dse,0,22224,5553,A,In vivo,,9527.0,,Plasma,
4432,1,Maxihuhconcenteatipndasevaluzt4dagwinstdunomolgkwhkgmeyatadoseof15hgkgafterpoadminixtration,Cerdo9ithscidae,0,22224,1916,A,In vivo,,9527.0,,,
4433,1,haximumplasmaconseht5qtionCkaxlnruesusmonkeyinviv0atwdoqeof5jgkg,C4rcopithefidaw,0,22224,6227,A,In vivo,,9527.0,,Plasma,
4434,1,PgarmaxomijeticparqmegerCmaxwaadetermjnedinmonkeyatterpoadminist3ato0npfwsose8f50uMjg,Cercopk5hecivae,0,22224,4809,A,In vivo,,9527.0,,,
4435,1,4hepeakcpnc4nt3ationCmaxbzlieqfte3intrav3nousadmunistragjonincynomokgusmojkeysNAmewnsjotapplicqgle,Cercppithecieqe,0,22224,5355,A,In vivo,,9527.0,,,
4436,1,Thep4zkcohcengrationChaxvalueaf5rrintravenoussfminisgra5ionincyhomllguxmlhke5xNxmeansnotapplicable,Cercopotheckdar,0,22224,5355,A,In vivo,,9527.0,,,
4437,1,Th3peakcomcenrrationCjqxvalueafterin53avrn9usadmigjstrationimcynojoprhenonkeysNAmeansn9tapplicable,vercopigtecidae,0,22224,5355,A,In vivo,,9527.0,,,
4438,1,ThepeqkcondegtrayionChxxcsouewfterorsoadministrationinctnomolgusmonmeys,dercppithscidae,0,22224,5355,A,In vivo,,9527.0,,,
4439,1,Thrpeakplasnaconsehtra6iogwfregyhgadministratiom25mgkginmonietwasretermined,Cercop8ttec8dae,0,22224,6221,A,In vivo,,9527.0,,Plasma,
4440,1,Com0ound3asevalua4edeorPlaxmwlevelwuponoraladmijistratiomxy30kgkgimM8nkwyatmaximumofp4h9urc,Cercopitheciss4,0,22224,167,A,,,9527.0,,,
4441,1,CompounxwxsevaluahedfotPoaqmalevelwipinoralasm9njst5ati9nat39mgkgibMonkeyatmaaimumof1ohours,Cefcopkthesidae,0,22224,167,A,,,9527.0,,,
4442,1,Absolutebioavw7kanilitywas2valuagedinmojuey,monkfy,0,22224,4257,A,In vivo,,9443.0,,,
4443,1,Bioavailavikihyatteroraiadm7nist3ationw6mglginmonkrysasvetermined,monkdy,0,22224,6221,A,In vivo,,9443.0,,,
4444,1,Bioagailabulityofclmpoujrat3kguginmohk2yafter7vadninistrat7on,mpnkey,0,22224,17667,A,In vivo,,9443.0,,,
4445,1,h9oavailabilitypvconpoubdsassegerminedinrhesysmonkey,Mscacamukatta,0,22224,17267,A,In vivo,,9544.0,,,
4446,1,Bioavaipabilitydetermijedaft4eoralsdminisrrxti0ninmsrmiaet,marmodets,0,22224,4256,A,In vivo,,38020.0,,,
4447,1,Oealbioavailabiol6yincynlmolgusjonmey,Macacafasciculqe9s,0,22224,4256,A,In vivo,,9541.0,,,
4448,1,B9oavaikabilithinmonkeypoatw0mlj,monuey,0,22224,17853,A,In vivo,,9443.0,,,
4449,1,Buosvxilabilitywxsecaluateeatteroraladjin8st4at9oninmonkey,mojkey,0,22224,16365,A,In vivo,,9443.0,,,
4450,1,Bioavailahipi4ywasevaluat3dagainstsynomklg7sjonieystadodeofq6mgkgabterpowsminisfration,Mavacafasviculatis,0,22224,1916,A,In vivo,,9541.0,,,
4451,1,Bipavallabilitywaseep0rtedxfteeihtravsnoudadjinistrqti8natadoselfwmgjg9nRhrsusmonkeymale,Macacamulshta,0,22224,5334,A,In vivo,,9544.0,,,
4452,1,Bioava8labioit7wasreoirtedafterlralaem9nis4rat8ohqtadoseof2mgkgjnRhrsusmonkehmaie,Macacwmulafta,0,22224,5334,A,In vivo,,9544.0,,,
4453,1,Bioavailavili6yottbecompoujdwasdehermined8nmomkeg,mpnkey,0,22224,17592,A,In vivo,,9443.0,,,
4454,1,vi0ava9labiloty9nsqui3relnonkeydoce5mgkg,aaimi3isciureys,0,22224,1399,A,In vivo,,9521.0,,,
4455,1,Biiavailab8lityeasveterminedigmonkeyxfteg9oadjinistda4ionifadlswof50uMkg,monkdy,0,22224,4809,A,In vivo,,9443.0,,,
4456,1,8ralbiiavaipabilituinmonkry,nonkey,0,22224,3341,A,In vivo,,9443.0,,,
4457,1,Ckmpkuhcwastestedcorbioabailabilityjnsquirfelmojke7,Saimirissiire6s,0,22224,64,A,In vivo,,9521.0,,,
4458,1,p3akhioavailability9nRhesusmonley,nacacamulatts,0,22224,5005,A,In vivo,,9544.0,,,
4459,1,9rzlbioavajpabiligyihRhesjzmonkeydoseof0i5mgkhivans15mgkgpo,Madacamylatta,0,22224,5005,A,In vivo,,9544.0,,,
4460,1,Oralbi0availzfioktyimxgnoholguzmonj4ysf9rthecompoumdwasde6erminedAcceptable,Macacafaecicilqris,0,22224,5237,A,In vivo,,9541.0,,,
4461,1,Oralfiozvwilabipity7nchnomolgusmonke7swasr3te5mijedAfceptable,Mxcacafassichlaris,0,22224,5237,A,In vivo,,9541.0,,,
4462,1,Oralb7oavallqbiiotyinnohkeydose5mgkg,monkeg,0,22224,5302,A,In vivo,,9443.0,,,
4463,1,Oralbioadailabipjtykfc0mpouhdat5mgkginmonkfh,m0nkey,0,22224,17667,A,In vivo,,9443.0,,,
4464,1,Pusrmacooineticprorileinterksofhaleloeewasd4te5minedahadodeofoymgkgaxnijisteredintravenokslyind0g,Canlaluousfamiliarjs,1,50588,6161,A,In vivo,,9615.0,,,
4465,1,Phxrmavoikneticpr9fileinterms0fhakflifesqsdetermindda4adose8f5mykvadminlst4reeintraveno7slyibdog,Cajidlupusfamjkiaris,1,50588,6161,A,In vivo,,9615.0,,,
4466,1,Plasmahalfljfedefermkn3d,Can7slup8sfamupiaris,1,50588,3854,A,,,9615.0,,Plasma,
4467,1,Plxsmahalvlif2indog,Canizlup6sfamiliaruz,1,50588,993,A,,,9615.0,,Plasma,
4468,1,Pkasmahalflifeinn4agled0rs,Camispupusfahiliafis,1,50588,4514,A,,,9615.0,,Plasma,
4469,1,Plaskahslflifeoeriod08hwasreportedarterint3avenojcqdmin9st4atuonatadoc29f2mgkginBeafledogmqpe,danislilusfamiliarix,1,50588,5334,A,In vivo,,9615.0,,Plasma,
4470,1,olasmajalflife9etiod08hwasreportddacterktaladministrag9onatadoseofqmflg4esp4ctivel7inBeagled8hmalf,Czmisiupuqfamiliaris,1,50588,5334,A,In vivo,,9615.0,,Plasma,
4471,1,6estedfo4tq2kp9nintradenousacministrarionof5omgKgdlseindoh,vanislupusdqmiljaris,1,50588,1466,A,In vivo,,9615.0,,,
4472,1,Twstfdfor412uoonperorapadministtstoohod10pmgKgdoseindog,Canislupuwfakiiiagis,1,50588,1466,A,In vivo,,9615.0,,,
4473,1,Tewtedforthehaltlifep4rioxinsof,Camislhpuscam7liaris,1,50588,5313,A,,,9615.0,,,
4474,1,Testedfprth2hzlflifeoerioeijdkgatdossgeof10npk,Canisljpusfamipia59s,1,50588,5313,A,In vivo,,9615.0,,,
4475,1,6hecom0oundaxstestedfirhalflireindpg,Canlqlupyzfamiliaris,1,50588,3880,A,,,9615.0,,,
4476,1,Thecompoundwaqtestedf0rgimstakentoc4creqsetwlfotitsinitialcincsntrat9ohinvogplaqma,Cwnislupuxfamiliqrie,1,50588,3639,A,,,9615.0,,Plasma,
4477,1,Thehaofl7fewasdetdrm9ned,Canisluluxfamoliarix,1,50588,3880,A,,,9615.0,,,
4478,1,Tteplasmahaoflufsindogs,Cajislu0usfamipiariw,1,50588,3918,A,,,9615.0,,Plasma,
4479,1,subkotimalplxsmaualblieefauseda10prolongxhi9nofQTcintervaiindogsxtaplasnal3cel9f25M,Csniapupusfamiliariq,1,50588,16452,A,,,9615.0,,Plasma,
4480,1,Halfpifeondog,Canisiupusfamllisrls,1,50588,17796,A,,,9615.0,,,
4481,1,Pharmzcokineticp3op3rttg12ne5awazm4asuredind8gat4hedoseob0032mrkgiv,Canislupuqbqmiliar7s,1,50588,5983,A,In vivo,,9615.0,,,
4482,1,5maxupiboerorapadministratiomof100mgKgdozeinvkg,Canisljpusfamiiizrjs,1,50588,1466,A,In vivo,,9615.0,,,
4483,1,Vplumeofdis4robytioninfeahledogxafterintracsnoisasmin7stratilnatadose9f10mhkg,Cwnislu9usfamjlizris,1,50588,16456,A,In vivo,,9615.0,,,
4484,1,Cmazinfeteetsavter3pmgogoraldose,Must3lapu4iriusfuro,1,50506,6113,A,In vivo,,9669.0,,,
4485,1,Emeaisknfereetsa530mgmgoraodose,Must3lapug0riusfuro,1,50506,6113,F,In vivo,,9669.0,,,
4486,1,hioxvailwgilityincjbomolgusmonkey,Masacafwscicylaris,0,22224,17796,A,In vivo,,9541.0,,,
4487,1,Volumr8fdisyrihktionincynomolgks,kacacafascksularis,1,100710,17796,A,In vivo,,9541.0,,,
4488,1,AUCfestfdingjibeapig2heg3mgkgdpsewasrivenpwtorally,Caviaporceolks,0,22224,5308,A,,,10141.0,,Plasma,
4489,1,TextesfkfsoncenfdationzsAresUneerCurveagainstPD24lgguindapigluhgeosonophikiaorallyat5mgkg,Cavuaporcelkus,0,22224,4877,A,,,10141.0,,,
4490,1,Testedf8ftjephzrhac8iiner9clarameteringuinezpigadministedeforallyat5hgkg,Caviwpogcellus,0,22224,4876,A,,,10141.0,,,
4491,1,sUCihguineapigaft2r3kfkgoraldos2,Caviap8dcellus,0,22224,4878,A,In vivo,,10141.0,,Plasma,
4492,1,Bioavailagilityjng7inea0igwadtwstex,Caviapotcdllus,0,22224,5308,A,In vivo,,10141.0,,,
4493,1,Testedforiralbiowvailabilitting8inwspltat5hgkg,vxviaporcellus,0,22224,4877,A,In vivo,,10141.0,,,
